Entity,Year,welfare_type,reporting_level,headcount_190,headcount_ratio_190,poverty_gap_index_190,total_shortfall_190,avg_shortfall_190,income_gap_ratio_190,headcount_above_190,headcount_ratio_above_190,poverty_severity_190,watts_190,headcount_stacked_below_190,headcount_stacked_between_190_1000,headcount_ratio_stacked_below_190,headcount_ratio_stacked_between_190_1000,headcount_320,headcount_ratio_320,poverty_gap_index_320,total_shortfall_320,avg_shortfall_320,income_gap_ratio_320,headcount_above_320,headcount_ratio_above_320,poverty_severity_320,watts_320,headcount_stacked_below_320,headcount_ratio_stacked_below_320,headcount_550,headcount_ratio_550,poverty_gap_index_550,total_shortfall_550,avg_shortfall_550,income_gap_ratio_550,headcount_above_550,headcount_ratio_above_550,poverty_severity_550,watts_550,headcount_stacked_below_550,headcount_ratio_stacked_below_550,headcount_2170,headcount_ratio_2170,poverty_gap_index_2170,total_shortfall_2170,avg_shortfall_2170,income_gap_ratio_2170,headcount_above_2170,headcount_ratio_above_2170,poverty_severity_2170,watts_2170,headcount_215,headcount_ratio_215,poverty_gap_index_215,total_shortfall_215,avg_shortfall_215,income_gap_ratio_215,headcount_above_215,headcount_ratio_above_215,poverty_severity_215,watts_215,headcount_stacked_below_215,headcount_stacked_between_215_1000,headcount_ratio_stacked_below_215,headcount_ratio_stacked_between_215_1000,headcount_365,headcount_ratio_365,poverty_gap_index_365,total_shortfall_365,avg_shortfall_365,income_gap_ratio_365,headcount_above_365,headcount_ratio_above_365,poverty_severity_365,watts_365,headcount_stacked_below_365,headcount_ratio_stacked_below_365,headcount_685,headcount_ratio_685,poverty_gap_index_685,total_shortfall_685,avg_shortfall_685,income_gap_ratio_685,headcount_above_685,headcount_ratio_above_685,poverty_severity_685,watts_685,headcount_stacked_below_685,headcount_ratio_stacked_below_685,headcount_2435,headcount_ratio_2435,poverty_gap_index_2435,total_shortfall_2435,avg_shortfall_2435,income_gap_ratio_2435,headcount_above_2435,headcount_ratio_above_2435,poverty_severity_2435,watts_2435
Albania,2016,income,national,192170.0,6.68160398486851,2.4659521060594902,134754.2190456063,0.7012240154322023,36.90652712801064,2683931.0,93.31838485505205,0.0127842495820302,0.0365402335181414,126064.0,1888552.0,4.383156224346781,65.66362976614835,506816.0,17.62164857539816,6.37027547469438,586289.7812174074,1.156809929476195,36.1503102961311,2369285.0,82.378365711079,0.0331165410162421,0.0968588968179914,314646.0,10.94001914397304,1148999.0,39.9498910436282,15.728126339602118,2487962.39414008,2.165330338964681,39.36964252663056,1727102.0,60.05011645974881,0.0861123227483402,0.2472348567889895,642183.0,22.32824925133019,2760615.0,95.98462755958953,63.35343070597679,39539757.79329525,14.322807705274096,66.00372214412026,115486.0,4.01536663698528,0.4614176418258949,1.2520392634862942,166673.0,5.79510177977224,2.2118175741141903,136770.330839639,0.8205908025873357,38.16701407382957,2709428.0,94.2048975331534,0.0113193947062987,0.0324862791925268,116501.0,1621945.0,4.050657469956723,56.393880369323526,465665.0,16.19083068156123,5.750088762783459,603631.015486655,1.2962774000336184,35.514449315989545,2410436.0,83.80915691069264,0.0298062748010364,0.0872153238483011,298992.0,10.395740622460757,1193585.0,41.50009775967017,16.49905951376477,3250527.867311988,2.723331700140323,39.75666715533318,1682516.0,58.49989273672934,0.0906363926328274,0.2599531164478535,727920.0,25.30926417396329,2728014.0,94.85110706309956,60.91620224357358,42661480.07100792,15.638292204881616,64.2229659338054,148087.0,5.148880376593173,0.4361463357810191,1.1821829692261003
Albania,2017,income,national,174529.0,6.0738207496083305,2.043394481616,111560.51736225646,0.6392090561583259,33.64258190306978,2698928.0,93.92616628681064,0.0100235591372866,0.0294004436003344,121076.0,1828595.0,4.213600551530787,63.637476421601264,437458.0,15.22410375236595,5.46438570552135,502453.6753993684,1.1485758070474614,35.892993970233164,2435999.0,84.77589885632533,0.0280706418276063,0.0818322959295435,262929.0,9.1502674304853,1028197.0,35.7825805024261,13.715150410585489,2167544.222434236,2.108102068411244,38.32912851656808,1845260.0,64.21742173277694,0.0744444931414789,0.2135223503833256,590739.0,20.558477123548396,2754167.0,95.84856741492996,61.55550647895775,38382330.91276991,13.936094257454217,64.22163252283049,119290.0,4.151445454029763,0.4392827948178443,1.1870289021665126,151282.0,5.26480602135965,1.79580832345811,110943.82695052786,0.7333577487773024,34.109662733828024,2722175.0,94.73519179162938,0.0087542775801333,0.0256824103873265,117598.0,1544530.0,4.092561677449845,53.75163051183583,401114.0,13.95926734191082,4.93188837826219,517262.27520636894,1.2895642515752852,35.33052744041878,2472343.0,86.04071680905612,0.0251910953873469,0.0735552732314395,249832.0,8.694474982573256,1072483.0,37.32377320873709,14.41197858957766,2836735.7522019357,2.645016986005312,38.61338665701186,1800974.0,62.67621196349901,0.078435482178612,0.2248620360877679,671369.0,23.36450484555711,2709623.0,94.29834999561676,59.00526387266635,41285203.052613616,15.23651188841164,62.572944100253146,163834.0,5.70163395519752,0.4134449341194071,1.117400532761243
Albania,2018,income,national,130886.0,4.56624285943177,1.32410068845313,72112.03826434506,0.5509530298454003,28.997527886600015,2735490.0,95.43374630543934,0.0059648607768574,0.0183134227206091,97890.0,1812543.0,3.415113718507272,63.23468255338889,359937.0,12.55722598107257,4.0879108003929705,374959.6610683904,1.0417369180395193,32.554278688734975,2506439.0,87.44278489632902,0.0195931250977436,0.0588070066395068,229051.0,7.9909614091103185,928295.0,32.38565730013001,11.7860158621901,1858073.4151650555,2.001597999736135,36.39269090429336,1938081.0,67.61433252301862,0.0600276817265345,0.1757769613886526,568358.0,19.82845237331041,2730442.0,95.257645834567,59.8247154500805,37211187.900327966,13.628265277316991,62.80306579408753,135934.0,4.742364574640591,0.4189389857530068,1.1214258665987915,111588.0,3.89298234914677,1.13221217876707,69774.93504670124,0.6252906678737968,29.083286877851016,2754788.0,96.10700061680672,0.0050917568850609,0.0156004902935017,90253.0,1483334.0,3.148679726595534,51.74946961466584,324515.0,11.32143117868819,3.6319278136253,379982.1812328432,1.1709233201326386,32.080090962538044,2541861.0,88.67856136110545,0.0173046208132521,0.0520555864058971,212927.0,7.428439255701276,979928.0,34.18701508453753,12.44573744414166,2443680.1731849457,2.493734410267842,36.40488190172032,1886448.0,65.81299871335791,0.0637131564172222,0.1861398915400391,655413.0,22.865562647747534,2681466.0,93.54898636177649,57.187842745515226,39914972.894785866,14.88550400966705,61.13143330458747,184910.0,6.451002938902642,0.3926873975249374,1.0522289006601906
Argentina - urban,1980,income,urban,110960.0,0.47987670898437,0.22156625851627,97340.56299467996,0.8772581380198265,46.171480948411926,23011638.0,99.5201231280326,0.0020544611246087,0.0009043910332852,70550.0,5422508.0,0.3051127732272991,23.45111938476563,412916.0,1.78576782226562,0.5457794638633601,403834.8524661761,0.9780072762164124,30.562727381762883,22709682.0,98.21423180907266,0.0031207240430124,0.0055116508813039,301956.0,1.3058913189599195,1746320.0,7.552436523437491,2.13487950188494,2715017.827528914,1.5547080875950077,28.267419774454684,21376278.0,92.44756147211486,0.0096154751444762,0.0270728574185767,1333404.0,5.7666703369578105,14229789.0,61.54061390099447,27.40381071735775,137501463.8581654,9.662930620978669,44.529634198058375,8892809.0,38.45938505699057,0.1571196399964829,0.4439363346085864,71452.0,0.30901245117187,0.17908596258642,89030.05348706983,1.2460120568643265,57.954049156480295,23051146.0,99.69098628103988,0.0017808596258642,0.0001257839395404,42331.0,2927844.0,0.1830719887099191,12.66226196289063,229485.0,0.99246948242187,0.34999114042149,295383.7121887597,1.2871591266913294,35.26463360798163,22893113.0,99.00752934423718,0.0024074827333251,0.003093335284988,158033.0,0.6834569368026897,1277865.0,5.526474609375,1.53678285669003,2434107.2362846592,1.9048234643602096,27.807641815477517,21844733.0,94.47352326066472,0.0070746502680386,0.0199568784925357,1048380.0,4.534006083572443,11317433.0,48.94533315163561,20.063308741793907,112963502.79978508,9.9813714646939,40.99125858190513,11805165.0,51.05466522403754,0.1086450141412014,0.3131878732376674
Argentina - urban,1986,income,urban,321182.0,1.22444789693584,1.1219338217589798,559153.7199721306,1.7409248338080296,91.62762283200156,25909548.0,98.77555066138076,0.0110923408623599,0.0002548721532602,27625.0,5421146.0,0.105315406776708,20.66715596833183,602425.0,2.29663652725275,1.39600885531947,1171786.6035678107,1.9451161614604489,60.78488004563901,25628305.0,97.70336166778432,0.0119383116413228,0.0035867713071276,281243.0,1.0721889935964422,1675229.0,6.38651151227182,2.52767687589634,3646654.5312384223,2.176809577221038,39.57835594947342,24555501.0,93.61348692926198,0.0168526040886683,0.0188789318272528,1072804.0,4.089874738522336,15581207.0,59.40058434357923,26.06267390556024,148350522.81797078,9.52111879509532,43.87612347970194,10649523.0,40.599415265987645,0.1482444157041722,0.3845828611400266,293557.0,1.1191321131303,1.11064271482965,626358.8373520162,2.133687281693218,99.24126891596366,25937173.0,98.88086606815746,0.0110642168186787,0.0001160967378632,4429.0,2395278.0,0.0168847759860286,9.13157401071232,479427.0,1.8277317687401904,1.21217489973242,1160562.4865295235,2.420728257961116,66.32132213592098,25751303.0,98.172269700462,0.0113220310085683,0.0013187433768972,185870.0,0.7085963676954473,1251231.0,4.77009652309235,2.11553477391664,3801203.4700249615,3.0379709821967027,44.34994134593727,24979499.0,95.22990400953388,0.0150061534778754,0.0132130341664791,771804.0,2.9423656909281592,12622859.0,48.12240936552864,18.75288485776053,119778102.76998869,9.488983658138674,38.96913206627792,13607871.0,51.87759166443328,0.1022638928138782,0.2622181555932398
Argentina - urban,1987,income,urban,382906.0,1.43037465156472,0.97013761826165,493434.3504394256,1.2886566166093654,67.82403245312449,26386728.0,98.56962556903092,0.0085880539681229,0.0023316929166385,145514.0,7102020.0,0.5435785935661279,26.53013402097824,871950.0,3.25723519049183,1.44686686854843,1239427.0885685626,1.4214428448518408,44.420088901620026,25897684.0,96.74276458168984,0.010752083399095,0.0090022763846327,489044.0,1.8268609873411048,2759298.0,10.30756556936133,3.55483209205519,5233885.471967446,1.8968177674058568,34.48759577101558,24010336.0,89.69243285134193,0.0200105109157192,0.0382004985531555,1887348.0,7.050331730347901,17311383.0,64.66798602978278,31.011986196557626,180148955.8605932,10.40638728058834,47.95570175386332,9458251.0,35.33201462522798,0.1863953793844297,0.4915973323526708,317511.0,1.18608591777318,0.89012030621801,512306.18848861713,1.61350689736298,75.04683243548745,26452123.0,98.8139135559343,0.008189006858858,0.0012215018890747,106563.0,3856146.0,0.3980741761355422,14.40492488170254,560465.0,2.09365794422015,1.17152856549762,1144690.7685404457,2.0423947410461767,55.95602030263498,26209169.0,97.90634044529708,0.0095338324549527,0.0051632107045161,242954.0,0.9075731106372242,2040435.0,7.622199043830589,2.80923312498533,5151346.766492547,2.524631643003843,36.85593639421669,24729199.0,92.3778001596884,0.016568143126695,0.0277030163444512,1479970.0,5.528540285608687,14506872.0,54.19152080509443,23.46834600141479,152976204.54602832,10.54508542889386,43.306305662808455,12262762.0,45.8084783676908,0.1342175914129341,0.3548944281332414
Argentina - urban,1991,income,urban,370218.0,1.28159837452375,0.74024462263071,406288.7307983818,1.0974310562921894,57.75952927853629,28517013.0,98.71840260494336,0.0058880282370392,0.00398470369854,148856.0,12936691.0,0.5153003415245996,44.78342198114973,1591298.0,5.50865414866426,1.7795727348879802,1645021.717568347,1.0337609407969763,32.30502939990551,27295933.0,94.49134463597429,0.0098127551554297,0.0177754519470528,1221080.0,4.227057968969058,5484650.0,18.98641766658016,5.97958192521014,9500346.039633352,1.7321699724929307,31.493999499871467,23402581.0,81.01358347568862,0.0289169483500087,0.0762440290805096,3893352.0,13.477761160285665,23489849.0,81.31568186772006,44.76449503129981,280607540.9591496,11.945906547085492,55.05026058564744,5397382.0,18.684317648860148,0.2904742577783631,0.764431696687206,280792.0,0.97202862867158,0.64111425529538,398180.33518737816,1.418061537320786,65.95635057305982,28606439.0,99.02797190911096,0.0053234107748775,0.0024768346408025,125587.0,7802373.0,0.4347491803558465,27.00976442844589,858659.0,2.97245202772493,1.11183707334524,1172303.144581208,1.3652720632768165,37.40471406237854,28028572.0,97.0275482617216,0.0073456053897935,0.0090273962177224,577867.0,2.000423647389395,4137034.0,14.3213227916285,4.54423698823651,8992024.016458366,2.17354365868358,31.73056436034424,24750197.0,85.67867581354544,0.022015869583558,0.0557844547235224,3278375.0,11.34887244817615,20915965.0,72.40557397932031,36.30995856381169,255405728.114198,12.211042049180994,50.14801662908006,7971266.0,27.59442744789212,0.2205912998687803,0.5868074753431954
Argentina - urban,1992,income,urban,722646.0,2.46197792338322,1.30743400909493,729146.1450394762,1.008994922879911,53.10499594104795,28629591.0,97.5380206966849,0.0105568014762749,0.0070861181391928,365788.0,12384775.0,1.2462014394337304,42.1936343724742,1793503.0,6.110275783632161,2.46645510920656,2316671.197289339,1.2917018802250897,40.36568375703404,27558734.0,93.88972295365429,0.0159000120845828,0.0236808864061103,1070857.0,3.648297743030625,5394082.0,18.37707408062406,6.424445269791939,10371451.208385408,1.9227463001833132,34.95902363969661,23958155.0,81.62292707026045,0.0343471099721347,0.0806239971866561,3600579.0,12.266795883393828,23046525.0,78.51709763286375,43.22426452316091,275314161.8462889,11.946016236560128,55.05076606709737,6305712.0,21.48290094550545,0.2817001334413455,0.7371330195850448,491272.0,1.67371252553374,1.1135736046581,702746.3417586803,1.4304628429030768,66.53315548386404,28860965.0,98.32628770338695,0.0096947324139256,0.0042977082360791,179220.0,7529572.0,0.6105837861693472,25.652462511978538,1200228.0,4.089052350531619,1.83818916730463,1969356.1892688724,1.640818402227637,44.953928828154446,28152009.0,95.91094879753118,0.0128861842017032,0.0145829670402838,708956.0,2.4153389058557955,4365150.0,14.871609473437111,4.99576743349468,10044631.054780005,2.301096423898378,33.59264852406391,24987087.0,85.12839072538151,0.0276754116497419,0.060106883888472,3164922.0,10.782558072149664,20728156.0,70.61865845183854,34.97695891130293,249989758.95718157,12.060395481256585,49.52934489222417,8624081.0,29.38134153114122,0.2151791233391856,0.5657714490760052
Argentina - urban,1993,income,urban,840090.0,2.81819947224729,1.42944555420997,809608.5939456157,0.9637164993579446,50.72192101883919,28969355.0,97.1817992585907,0.0108448778278953,0.0083260910304111,486251.0,11896679.0,1.6311977629908907,39.90909402451422,2094569.0,7.026528521873559,2.80626911786153,2676906.3975709374,1.2780225419028628,39.93820443446446,27714876.0,92.97347199855616,0.0175394983173568,0.0282288208627182,1254479.0,4.20832726003453,5318888.0,17.842961202941098,6.85641732546411,11241229.733825823,2.11345486760124,38.42645213820436,24490557.0,82.15703781133799,0.0380468996978119,0.0885888265044359,3224319.0,10.816434187218178,23199177.0,77.82492013266165,42.46441312341722,274687407.4787731,11.840394488079172,54.56402989898237,6610268.0,22.17507907309244,0.2772009889269806,0.7301152886974283,589233.0,1.97666617166051,1.1567194688815,741345.055843124,1.258152642236813,58.51872754589829,29220212.0,98.02333455050908,0.0096721186537782,0.0045739959749972,281122.0,7545542.0,0.9430635156072178,25.312588767929697,1455577.0,4.88293866112259,2.06470565408029,2246492.131732083,1.54336880270304,42.28407678638466,28353868.0,95.117061052294,0.0138670451457347,0.0173951437733649,866344.0,2.906273498215079,4492403.0,15.07040129767766,5.53087484467175,11293753.199662635,2.513967068329052,36.70024917268689,25317042.0,84.92959865572807,0.0310582863736724,0.0684912592253805,3036826.0,10.18746239656592,20663791.0,69.31961023977337,34.26674116230754,248728562.5177149,12.036927905325548,49.43296881037186,9145654.0,30.68039005758074,0.2125128326325238,0.5610167695691742
Argentina - urban,1994,income,urban,809338.0,2.67456148013629,1.5784789907519,907548.345710182,1.1213465149420665,59.0182376285298,29451250.0,97.32543862002946,0.0133575642253997,0.0057990613931018,353294.0,12674755.0,1.1675054033979777,41.88535462881477,2045816.0,6.760663240253651,2.7940275075497003,2705565.288532108,1.322487109560248,41.32772217375775,28214772.0,93.23933824418744,0.0186952062852533,0.0226721879918016,1236478.0,4.086100375842003,6246660.0,20.64288921657324,7.20219490767273,11986845.90382304,1.9189208158957007,34.88946937992184,24013928.0,79.35710965034784,0.0393439858468134,0.0853984597526731,4200844.0,13.88222859383962,24141993.0,79.78031730251391,43.63898677141282,286557483.6756967,11.869669735870469,54.69893887497911,6118595.0,20.219683107281323,0.2874161815770847,0.7434527562451343,578379.0,1.91132659932257,1.39033552640594,904555.9667461652,1.5639502242407926,72.7418708949206,29682209.0,98.0886723020716,0.0125405666899806,0.0031984820315138,187276.0,8121234.0,0.6188775974875307,26.83766300389348,1336555.0,4.41681918984579,2.09509361176889,2314054.908161717,1.7313577878663555,47.43445994154399,28924033.0,95.58318232282862,0.0156259467077807,0.0129620258685319,758176.0,2.505489979242968,4745572.0,15.68235195038992,5.7171851240947005,11850868.773857163,2.497247702459717,36.45617083882799,25515016.0,84.31764776018233,0.0319710458244079,0.0637953773473326,3409017.0,11.265534562646303,21295929.0,70.37513266770382,35.455953181752434,261255530.9011029,12.26786259951857,50.38136591178058,8964659.0,29.62486717045948,0.2217616091527674,0.5725093680360213
