country,Our World In Data Name
Algeria,Algeria
Egypt,Egypt
Iraq,Iraq
Jordan,Jordan
Libya,Libya
Morocco,Morocco
"Palestine, State of",Palestine
Sudan,Sudan
Syria,Syria
Tunisia,Tunisia
Yemen,Yemen
China,China
Indonesia,Indonesia
Cambodia,Cambodia
Kiribati,Kiribati
Lao PDR,Laos
Myanmar,Myanmar
Mongolia,Mongolia
Philippines,Philippines
Papua New Guinea,Papua New Guinea
Thailand,Thailand
Timor-Leste,Timor
Tonga,Tonga
Vietnam,Vietnam
Albania,Albania
Armenia,Armenia
Bosnia and Herzegovina,Bosnia and Herzegovina
Georgia,Georgia
Kazakhstan,Kazakhstan
Kyrgyzstan,Kyrgyzstan
Moldova,Moldova
North Macedonia,North Macedonia
Montenegro,Montenegro
Serbia,Serbia
Tajikistan,Tajikistan
Turkmenistan,Turkmenistan
Ukraine,Ukraine
Belize,Belize
Bolivia,Bolivia
Brazil,Brazil
Barbados,Barbados
Colombia,Colombia
Costa Rica,Costa Rica
Cuba,Cuba
Dominican Republic,Dominican Republic
Ecuador,Ecuador
Guatemala,Guatemala
Guyana,Guyana
Honduras,Honduras
Haiti,Haiti
Jamaica,Jamaica
Saint Lucia,Saint Lucia
Mexico,Mexico
Nicaragua,Nicaragua
Peru,Peru
Paraguay,Paraguay
El Salvador,El Salvador
Suriname,Suriname
Trinidad and Tobago,Trinidad and Tobago
Afghanistan,Afghanistan
Bangladesh,Bangladesh
Bhutan,Bhutan
India,India
Sri Lanka,Sri Lanka
Maldives,Maldives
Nepal,Nepal
Pakistan,Pakistan
Angola,Angola
Burundi,Burundi
Benin,Benin
Burkina Faso,Burkina Faso
Botswana,Botswana
Central African Republic,Central African Republic
Côte d'Ivoire,Cote d'Ivoire
Cameroon,Cameroon
"Congo, Democratic Republic of the",Democratic Republic of Congo
Congo,Congo
Comoros,Comoros
Ethiopia,Ethiopia
Gabon,Gabon
Ghana,Ghana
Guinea,Guinea
Gambia,Gambia
Guinea-Bissau,Guinea-Bissau
Kenya,Kenya
Liberia,Liberia
Lesotho,Lesotho
Madagascar,Madagascar
Mali,Mali
Mozambique,Mozambique
Mauritania,Mauritania
Malawi,Malawi
Namibia,Namibia
Niger,Niger
Nigeria,Nigeria
Rwanda,Rwanda
Senegal,Senegal
Sierra Leone,Sierra Leone
South Sudan,South Sudan
Sao Tome and Principe,Sao Tome and Principe
eSwatini,Eswatini
Seychelles,Seychelles
Chad,Chad
Togo,Togo
Tanzania,Tanzania
Uganda,Uganda
South Africa,South Africa
Zambia,Zambia
Zimbabwe,Zimbabwe
