Entity,Year,Gini – equiv_disposable,Gini – equiv_market,Gini – percap_disposable,Gini – percap_market,Top 10pc share – equiv_disposable,Top 10pc share – equiv_market,Top 10pc share – percap_disposable,Top 10pc share – percap_market
United Kingdom,1999,34.8,50.7,36.6,52.800000000000004,27.0335,32.8913,28.5236,35.2088
United Kingdom,2000,36.199999999999996,52.1,37.8,53.900000000000006,28.7336,35.5839,29.9714,37.3288
United Kingdom,2001,35.099999999999994,50.9,36.9,52.900000000000006,27.7363,34.0674,29.1079,36.0706
United Kingdom,2002,33.300000000000004,49.3,35.099999999999994,51.300000000000004,26.2588,32.2887,27.6673,34.3885
United Kingdom,2003,32.800000000000004,49.5,34.699999999999996,51.5,25.7318,32.2186,27.1752,34.3044
United Kingdom,2004,32.7,49.4,34.8,51.5,25.841,32.2898,27.283,34.3978
United Kingdom,2005,33.4,50.1,35.3,52.0,26.3386,32.8792,27.687,34.9038
United Kingdom,2006,33.900000000000006,50.2,35.8,52.1,26.7607,33.371,28.1397,35.4107
United Kingdom,2007,32.7,48.9,34.4,50.6,25.3609,31.3678,26.5459,33.1676
United Kingdom,2008,33.0,49.7,35.0,51.5,25.7974,32.4525,27.113,34.3184
United Kingdom,2009,33.1,50.9,34.8,52.300000000000004,26.1325,33.4344,27.0498,34.8038
United Kingdom,2010,31.900000000000002,50.1,33.7,51.7,25.2201,32.3267,26.3877,34.0694
United Kingdom,2011,31.3,49.1,33.2,50.7,24.5043,31.4059,25.886,33.2802
United Kingdom,2012,31.2,49.9,33.1,51.2,24.676,32.4147,25.6784,33.7176
United Kingdom,2013,30.3,48.4,32.7,50.2,23.6753,30.805,25.2647,32.902
United Kingdom,2014,31.3,48.6,33.1,50.0,24.5103,31.5883,25.5529,32.9847
United Kingdom,2015,31.5,48.9,33.300000000000004,50.3,24.5474,31.7673,25.7186,33.3044
United Kingdom,2016,31.1,48.199999999999996,33.1,49.7,24.2125,31.6701,25.4166,33.2024
United Kingdom,2017,31.0,47.5,32.6,48.8,23.9299,30.605,24.9475,31.939
United Kingdom,2018,31.7,47.9,33.7,49.5,24.6179,31.2928,25.8622,32.9103
United Kingdom,2019,31.1,46.9,32.800000000000004,48.4,23.9159,30.7004,25.1143,32.1723
United Kingdom,2020,30.5,47.4,32.800000000000004,49.0,23.7353,30.6593,25.0148,32.163
United States,1974,31.7,40.699999999999996,35.6,44.6,23.0013,26.8937,26.1275,30.4714
United States,1979,31.7,42.199999999999996,35.4,45.6,23.0161,27.5011,25.8759,30.6762
United States,1980,31.4,42.699999999999996,35.4,46.1,22.7077,27.4916,25.7333,30.8084
United States,1981,32.2,43.4,36.3,46.9,23.1325,27.9497,26.3088,31.4709
United States,1982,33.5,44.7,37.5,48.0,23.9268,28.8752,26.9907,32.1919
United States,1983,34.2,45.1,38.1,48.4,24.2271,29.0468,27.1608,32.3219
United States,1984,34.4,44.6,38.2,47.9,24.4961,28.9648,27.3158,32.1465
United States,1985,34.599999999999994,45.0,38.3,48.1,24.7277,29.4512,27.4681,32.5088
United States,1986,34.699999999999996,45.2,38.3,48.3,24.6624,29.6675,27.3842,32.6303
United States,1987,33.900000000000006,44.9,37.3,47.8,24.1899,29.5649,26.5948,32.3336
United States,1988,34.4,45.1,37.8,48.1,24.6327,29.7869,27.1834,32.6872
United States,1989,34.699999999999996,45.4,38.3,48.5,25.1991,30.4608,27.7921,33.3824
United States,1990,34.5,45.300000000000004,38.3,48.5,25.0387,30.1836,27.6971,33.2165
United States,1991,34.5,45.6,38.1,48.699999999999996,24.8852,30.0286,27.5508,33.0583
United States,1992,35.099999999999994,46.400000000000006,38.4,49.3,25.3133,30.6291,27.7689,33.4522
United States,1993,37.3,48.9,40.400000000000006,51.5,27.552,33.2302,29.7137,35.6476
United States,1994,36.9,48.699999999999996,40.0,51.300000000000004,27.4272,33.2158,29.6169,35.722
United States,1995,36.5,48.199999999999996,39.800000000000004,50.9,27.3772,33.1863,29.6468,35.756
United States,1996,36.8,48.3,40.300000000000004,51.300000000000004,27.5936,33.3667,30.0009,36.0432
United States,1997,37.2,48.6,40.6,51.4,27.9997,33.6977,30.3901,36.3466
United States,1998,36.7,48.0,40.0,50.8,27.361,33.2547,29.7758,35.8417
United States,1999,36.7,48.0,40.0,50.9,27.4688,33.5309,29.9143,36.1844
United States,2000,37.0,48.0,40.1,50.8,27.9781,33.7796,30.2525,36.2433
United States,2001,37.4,48.6,40.6,51.4,28.2801,34.0619,30.6284,36.5967
United States,2002,37.3,48.4,40.400000000000006,51.1,27.8396,33.473,30.1297,35.9971
United States,2003,37.9,48.699999999999996,40.8,51.4,28.1077,33.4313,30.2632,35.9521
United States,2004,37.4,48.8,40.300000000000004,51.5,27.8463,33.6594,30.1413,36.1856
United States,2005,38.4,49.1,41.0,51.7,28.8798,34.2329,30.8149,36.5691
United States,2006,38.9,49.1,41.6,51.7,29.2553,34.2448,31.2314,36.5378
United States,2007,38.1,48.3,41.0,51.2,28.2273,33.2225,30.4944,35.7826
United States,2008,38.0,49.2,40.8,51.800000000000004,28.3311,33.8557,30.3346,36.1929
United States,2009,37.6,50.4,40.699999999999996,53.1,28.1297,34.431,30.4122,37.0357
United States,2010,37.0,50.5,40.0,53.2,27.0515,34.0117,29.3028,36.4995
United States,2011,38.1,51.300000000000004,40.9,53.900000000000006,28.1031,35.172,30.2158,37.6242
United States,2012,38.1,51.2,40.9,53.7,28.0886,34.9732,30.2778,37.4703
United States,2013,37.9,50.8,40.6,53.2,28.0529,34.7959,30.0497,37.0564
United States,2014,38.4,50.8,41.5,53.300000000000004,28.7365,34.7713,30.6898,37.0832
United States,2015,38.1,50.7,41.199999999999996,53.1,28.5407,34.7551,30.5267,37.0625
United States,2016,38.3,50.7,41.099999999999994,53.1,28.5059,35.1121,30.4586,37.3056
United States,2017,38.4,50.6,41.199999999999996,53.1,28.2573,34.8198,30.3005,37.0955
United States,2018,38.9,50.6,41.4,53.1,28.9637,35.3419,30.7892,37.5711
United States,2019,39.1,50.5,41.5,52.800000000000004,29.1839,35.3468,30.8091,37.2996
United States,2020,37.4,52.1,39.7,54.2,27.9488,36.0805,29.5345,37.9545
Uruguay,2004,43.5,52.5,47.199999999999996,54.900000000000006,33.534,38.9916,35.4039,40.7601
Uruguay,2005,42.4,52.1,45.9,54.300000000000004,32.5436,37.917,34.4386,39.4313
Uruguay,2006,43.1,53.6,46.5,55.900000000000006,33.5544,39.1772,35.4935,40.9749
Uruguay,2007,43.0,53.400000000000006,46.800000000000004,56.00000000000001,33.5286,38.8545,35.8226,41.0136
Uruguay,2008,42.8,52.1,45.800000000000004,54.2,33.2221,38.118,34.7139,39.6208
Uruguay,2009,42.1,51.9,45.5,54.400000000000006,32.6547,37.6326,34.7289,39.6537
Uruguay,2010,40.8,50.9,44.5,53.6,31.7119,36.6445,33.9888,38.9113
Uruguay,2011,38.4,48.0,42.199999999999996,51.0,29.6924,33.9013,31.5836,36.3504
Uruguay,2012,35.8,45.5,39.900000000000006,48.6,26.9226,30.7228,29.5492,33.2622
Uruguay,2013,37.4,46.800000000000004,40.8,49.4,28.5565,32.3934,30.6294,34.354
Uruguay,2014,36.7,46.300000000000004,40.300000000000004,49.1,28.1089,31.9462,30.2838,34.1325
Uruguay,2015,36.9,46.800000000000004,40.5,49.5,28.1783,32.2803,29.8538,34.4394
Uruguay,2016,36.5,46.400000000000006,40.2,49.2,28.0171,32.01,30.2615,34.0675
Uruguay,2017,36.6,46.9,39.900000000000006,49.3,28.3566,32.7214,30.219,34.4712
Uruguay,2018,36.7,47.0,40.2,49.5,28.2669,32.578,30.2887,34.453
Uruguay,2019,36.7,47.3,40.2,49.8,28.2375,32.4527,30.2056,34.4925
Vietnam,2005,36.9,37.8,37.7,38.4,29.5344,30.1981,30.2498,30.8436
Vietnam,2007,40.1,41.199999999999996,40.9,41.699999999999996,32.6838,33.3496,33.2782,33.917
Vietnam,2009,39.800000000000004,40.9,41.0,41.9,31.7844,32.5185,32.6381,33.4158
Vietnam,2011,36.4,37.8,37.1,38.3,28.374,29.1024,29.0382,29.8228
Vietnam,2013,35.0,36.199999999999996,35.4,36.5,26.9327,27.4199,27.1568,27.7797
