Year,Entity,Gini – posttax_dis,Gini – posttax_nat,Gini – pretax,Top 1pc share – posttax_dis,Top 1pc share – posttax_nat,Top 1pc share – pretax,Top 10pc share – posttax_dis,Top 10pc share – posttax_nat,Top 10pc share – pretax,Bottom 50pc share – posttax_dis,Bottom 50pc share – posttax_nat,Bottom 50pc share – pretax,Ratio Top 10 Bottom 50 share – posttax_dis,Ratio Top 10 Bottom 50 share – posttax_nat,Ratio Top 10 Bottom 50 share – pretax
2019,Niger,,56.4740689220741,,,15.52,,,47.45,,,15.67,,,302.80791320995536,
2020,Niger,,56.4738643838808,,,15.52,,,47.45,,,15.67,,,302.80791320995536,
2021,Niger,,56.47405348776719,,,15.52,,,47.45,,,15.67,,,302.80791320995536,
1985,Nigeria,,,56.997652973119095,,,12.02,,,44.12,,,13.69,,,322.2790357925493
1992,Nigeria,,,60.42428459322839,,,11.26,,,46.8,,,11.54,,,405.54592720970544
2003,Nigeria,,,58.1981794159129,,,13.58,,,46.24,,,13.48,,,343.026706231454
2009,Nigeria,,,55.084397386847805,,,10.47,,,42.85,,,14.96,,,286.43048128342247
2018,Nigeria,,52.9841504865838,54.514921693797405,,10.84,11.59,,41.21,42.72,,16.259999999999998,15.5,,253.44403444034444,275.6129032258064
2019,Nigeria,,52.9108524878827,,,10.84,,,41.19,,,16.31,,,252.5444512568976,
2020,Nigeria,,52.9108553630683,,,10.84,,,41.19,,,16.31,,,252.5444512568976,
2021,Nigeria,,52.910854495774096,,,10.84,,,41.19,,,16.31,,,252.5444512568976,
2018,North Korea,,53.0574839069608,,,13.69,,,40.83,,,16.2,,,252.03703703703707,
2019,North Korea,,52.9910609657406,,,13.69,,,40.81,,,16.24,,,251.2931034482759,
2020,North Korea,,47.4825569365287,,,11.02,,,36.42,,,19.6,,,185.81632653061223,
2021,North Korea,,47.4825547246375,,,11.02,,,36.42,,,19.6,,,185.81632653061223,
1980,North Macedonia,,,38.399071857432496,,,6.93,,,27.42,,,23.48,,,116.7802385008518
1981,North Macedonia,,,38.399071857432496,,,6.93,,,27.42,,,23.48,,,116.7802385008518
1982,North Macedonia,,,38.399071857432496,,,6.93,,,27.42,,,23.48,,,116.7802385008518
1983,North Macedonia,32.5635232232511,30.3789940356877,38.399071857432496,6.569999999999999,6.2,6.93,25.07,24.06,27.42,27.58,29.08,23.48,90.89920232052212,82.7372764786795,116.7802385008518
1984,North Macedonia,33.4997572475336,31.2414955807801,39.555206306700605,7.000000000000001,6.6000000000000005,7.399999999999999,25.840000000000003,24.77,28.39,27.03,28.58,22.83,95.59748427672957,86.66899930020993,124.3539202803329
1985,North Macedonia,33.0990012561564,30.8627491197186,39.1215304825751,6.710000000000001,6.32,7.049999999999999,25.380000000000003,24.34,27.82,27.19,28.73,22.98,93.34314086061052,84.71980508179603,121.06179286335946
1986,North Macedonia,33.2816971763108,31.023764146725203,39.422635582954804,6.02,5.680000000000001,6.49,24.82,23.82,27.37,26.81,28.39,22.51,92.57739649384558,83.9027826699542,121.59040426477121
1987,North Macedonia,33.6936906968738,31.409771255214203,39.7939387694164,6.710000000000001,6.32,7.24,25.65,24.59,28.25,26.78,28.360000000000003,22.58,95.78043315907394,86.70662905500704,125.11071744906998
1988,North Macedonia,35.910429729404605,33.476897841757506,42.1717747069611,7.180000000000001,6.76,7.75,26.92,25.78,29.55,25.36,27.03,20.97,106.15141955835963,95.37550869404366,140.9155937052933
1989,North Macedonia,32.6102196045709,30.408754496657597,38.752334331141704,5.99,5.65,6.419999999999999,24.48,23.5,27.05,27.31,28.84,23.01,89.63749542292202,81.48404993065186,117.55758365927858
1996,North Macedonia,48.2800774130839,45.069536762592,52.064705773981004,8.85,8.33,10.22,32.77,31.26,36.27,16.939999999999998,19.14,14.91,193.44746162927987,163.3228840125392,243.2595573440644
1997,North Macedonia,43.6746382438219,40.6986167656278,48.8272116338816,8.309999999999999,7.81,9.32,30.89,29.47,34.74,20.54,22.55,17.45,150.38948393378774,130.68736141906874,199.08309455587394
1998,North Macedonia,42.0545862991961,39.1230998888375,47.606957393454,6.41,6.03,8.3,27.47,26.25,32.05,20.41,22.47,17.26,134.59088682018617,116.82242990654206,185.68945538818073
1999,North Macedonia,41.8240423721165,38.8083121183398,47.3102656812801,6.0,5.64,7.85,27.0,25.78,31.540000000000003,20.34,22.48,17.27,132.7433628318584,114.6797153024911,182.62883613202087
2000,North Macedonia,40.6927117241192,37.6315014741758,45.8355378175675,6.140000000000001,5.75,7.91,26.02,24.81,30.17,20.8,22.99,17.96,125.09615384615384,107.91648542844716,167.98440979955456
2001,North Macedonia,42.1921082597542,39.0518756648515,47.2397990736141,7.31,6.84,9.07,27.58,26.27,31.680000000000003,20.29,22.5,17.44,135.92902907836373,116.75555555555555,181.65137614678898
2011,North Macedonia,44.0446400760602,40.2857267866127,48.904783059894804,6.18,5.74,7.99,30.23,28.5,34.21,19.85,22.42,17.150000000000002,152.29219143576825,127.11864406779661,199.47521865889212
2012,North Macedonia,41.6270864839736,38.0738351338942,47.8414991696726,6.09,5.66,8.05,29.020000000000003,27.4,33.73,21.47,23.9,17.88,135.16534699580814,114.64435146443515,188.64653243847874
2013,North Macedonia,40.7618564486045,37.3330570559365,47.240865126142204,6.279999999999999,5.83,8.37,28.3,26.76,33.18,22.1,24.44,18.29,128.05429864253392,109.49263502454991,181.41060688901038
2014,North Macedonia,38.5743254299925,35.4044568310881,45.841959075218604,5.779999999999999,5.390000000000001,8.55,27.28,25.86,32.71,23.6,25.77,19.46,115.59322033898304,100.34924330616997,168.08838643371018
2015,North Macedonia,38.6217915229035,35.4584267020192,45.4510950180264,6.21,5.779999999999999,8.32,27.33,25.91,32.21,23.62,25.78,19.59,115.70702794242167,100.50426687354539,164.4206227667177
2016,North Macedonia,37.752866132921795,34.5806478936165,45.1031053067766,5.88,5.47,8.799999999999999,26.47,25.09,32.11,24.14,26.31,19.94,109.6520298260149,95.36297985556823,161.03309929789367
2017,North Macedonia,37.461706673269504,34.3368571952829,45.1205559404041,6.44,5.98,9.41,26.53,25.15,32.29,24.46,26.590000000000003,20.04,108.46279640228946,94.58443023693115,161.12774451097803
1980,Norway,27.0348796886083,24.238012078159,37.7142349718078,5.08,4.66,7.6,22.13,20.87,27.3,31.87,33.739999999999995,25.130000000000003,69.43834326953247,61.85536455246,108.63509749303621
1981,Norway,26.9952875797274,24.2558980142123,36.8482845698629,5.01,4.6,7.449999999999999,22.16,20.93,26.78,32.0,33.82,25.7,69.25,61.886457717327026,104.20233463035021
1982,Norway,26.1438676237351,23.4543419013343,36.5851030522467,4.77,4.38,7.23,21.23,20.08,26.38,32.39,34.21,25.86,65.54492127199752,58.69628763519438,102.0108275328693
1983,Norway,25.6470539957488,22.956640569438,35.8868663020587,4.390000000000001,4.03,7.090000000000001,20.91,19.77,25.97,32.71,34.53,26.32,63.925405074900645,57.25456125108601,98.67021276595744
1984,Norway,25.7217444702935,23.102710530721602,36.1744086139876,5.04,4.63,7.88,21.23,20.09,26.57,32.81,34.56,26.27,64.70588235294117,58.13078703703704,101.14198705748001
1985,Norway,25.7593855371272,23.0898976765475,36.4444387149767,4.97,4.5600000000000005,8.1,21.29,20.12,26.87,32.77,34.55,26.17,64.96795849862679,58.234442836468894,102.6748184944593
1986,Norway,24.111191070996398,21.5695675172342,33.4886960700054,4.23,3.89,5.81,19.99,18.93,23.99,33.68,35.4,27.700000000000003,59.35273159144893,53.47457627118645,86.60649819494583
1987,Norway,23.8688853574391,21.2103874328788,33.3285331683728,4.16,3.8,5.66,19.9,18.8,23.87,33.800000000000004,35.61,27.78,58.8757396449704,52.79415894411682,85.9251259899208
1988,Norway,24.1514730661915,21.4523141574471,32.3943644523643,3.94,3.61,5.04,19.54,18.47,22.83,33.62,35.45,28.23,58.12016656751934,52.10155148095909,80.87141339001062
1989,Norway,22.9978024655058,20.4825167522455,31.876878133659797,4.26,3.91,5.76,19.73,18.66,23.1,34.55,36.24,28.87,57.1056439942113,51.49006622516556,80.0138552130239
1990,Norway,23.4022506624386,20.839965761168,32.5342212627717,4.2,3.85,5.94,19.63,18.57,23.46,34.239999999999995,35.97,28.39,57.33060747663552,51.62635529608007,82.63473053892216
1991,Norway,24.1089683459731,21.4271175804078,32.4447216272647,4.58,4.18,6.08,20.48,19.32,23.64,33.94,35.730000000000004,28.56,60.34177961107838,54.0722082283795,82.77310924369749
1992,Norway,23.0592177427466,20.491107066266302,32.802182540679,5.01,4.569999999999999,6.950000000000001,20.12,18.99,24.54,34.660000000000004,36.370000000000005,28.63,58.049624927870745,52.21336266153423,85.71428571428571
1993,Norway,25.4621743944288,22.643681581561,34.928433893534496,6.239999999999999,5.66,8.12,22.11,20.77,26.31,33.300000000000004,35.15,27.38,66.39639639639638,59.0896159317212,96.09203798392988
1994,Norway,27.2849471471076,24.2820570292906,36.553061332145,6.61,5.99,8.58,23.04,21.6,27.500000000000004,32.129999999999995,34.09,26.32,71.70868347338937,63.3616896450572,104.48328267477206
1995,Norway,26.872792928454796,23.9129721797495,36.5387312534441,6.32,5.73,8.559999999999999,22.63,21.24,27.51,32.32,34.27,26.35,70.01856435643565,61.978406769769464,104.40227703984819
1996,Norway,29.568227599211,26.263196416316998,38.293276148507296,7.140000000000001,6.45,9.9,25.09,23.41,29.29,30.89,33.02,25.46,81.22369698931693,70.89642640823742,115.0432050274941
1997,Norway,30.616086989329,27.166767843822697,39.732637735674096,8.559999999999999,7.71,10.67,25.88,24.09,30.59,30.29,32.51,24.66,85.44073951799274,74.10027683789605,124.0470397404704
1998,Norway,28.680535595338004,25.3476433096584,37.3364977293072,7.62,6.8500000000000005,8.98,24.3,22.64,28.37,31.4,33.56,25.94,77.38853503184714,67.46126340882002,109.36777178103316
1999,Norway,28.8408592668329,25.4401427780582,38.3612963819196,7.75,6.950000000000001,9.98,24.75,23.01,29.43,31.37,33.57,25.45,78.89703538412496,68.54334226988384,115.6385068762279
2000,Norway,31.029766216850902,27.332625268118697,41.3392474354197,10.43,9.3,12.77,26.85,24.84,32.65,30.33,32.67,24.06,88.52621167161227,76.03305785123966,135.7024106400665
2001,Norway,28.2466054208314,24.6674636454813,38.9119984575245,7.51,6.68,10.83,24.14,22.35,30.24,31.67,34.0,25.27,76.22355541521945,65.73529411764706,119.66759002770083
2002,Norway,29.068893875664497,25.3869885728562,39.2490927691618,8.97,7.960000000000001,11.59,25.21,23.28,30.680000000000003,31.380000000000003,33.739999999999995,25.19,80.33779477374124,68.99822169531714,121.79436284239777
2003,Norway,29.4442869162459,25.6783098031448,40.0030834052494,8.95,7.939999999999999,12.03,25.4,23.43,31.4,31.14,33.550000000000004,24.78,81.56711624919717,69.83606557377048,126.71509281678772
2004,Norway,29.8196785384015,25.969630090081402,40.7539975977159,8.94,7.91,12.47,25.590000000000003,23.58,32.11,30.9,33.37,24.38,82.81553398058253,70.66227150134851,131.70631665299425
2005,Norway,30.195070892319396,26.2609490625842,41.5018507328568,8.92,7.88,12.91,25.790000000000003,23.73,32.82,30.66,33.18,23.99,84.11611219830398,71.51898734177216,136.80700291788247
2006,Norway,30.5704630611366,26.5522695745254,42.2466758977151,8.9,7.86,13.35,25.98,23.880000000000003,33.53,30.42,33.0,23.59,85.4043392504931,72.36363636363637,142.1364985163205
2007,Norway,30.6496179370896,26.5904324828469,42.3534857727688,8.75,7.729999999999999,13.31,26.21,24.06,33.78,30.41,33.0,23.6,86.18875369944098,72.9090909090909,143.13559322033896
2008,Norway,29.686323701398,25.7046447683553,42.478443917625,8.690000000000001,7.66,14.05,25.8,23.68,34.29,31.04,33.59,23.71,83.11855670103093,70.49717177731468,144.62252214255585
2009,Norway,27.81413569294,23.9527023628582,39.6680078348034,7.13,6.279999999999999,11.17,23.96,22.02,31.06,31.95,34.45,24.94,74.99217527386543,63.91872278664731,124.53889334402565
2010,Norway,29.419645320062,25.3964565452719,41.3118871283899,7.89,6.950000000000001,12.46,25.16,23.09,32.67,31.05,33.64,24.11,81.03059581320451,68.6385255648038,135.50394027374534
2011,Norway,29.3272000029148,25.2819425827994,41.72010177424,7.140000000000001,6.29,12.47,24.75,22.71,32.92,31.08,33.69,23.84,79.63320463320464,67.40872662511131,138.08724832214764
2012,Norway,29.439321579073802,25.3700261880891,42.0222461858358,7.28,6.41,12.64,24.85,22.8,33.129999999999995,30.97,33.6,23.630000000000003,80.23894091055861,67.85714285714286,140.20313161235714
2013,Norway,30.1763703023394,26.0393567262248,41.5010554406905,7.71,6.79,12.1,25.42,23.3,32.550000000000004,30.56,33.22,23.85,83.18062827225133,70.13847080072246,136.47798742138366
2014,Norway,29.3483970057764,25.266949226128098,41.4211808156082,7.19,6.329999999999999,11.75,24.78,22.72,32.34,31.01,33.650000000000006,23.81,79.90970654627539,67.51857355126299,135.82528349433014
2015,Norway,29.821444150485398,25.562662738243002,39.885531549395395,6.83,6.0,9.97,24.9,22.770000000000003,30.76,30.61,33.37,24.54,81.34596537079386,68.23494156427931,125.34637326813368
2016,Norway,30.310530851891198,25.8598806444036,39.8986683495202,6.74,5.9,9.75,25.01,22.81,30.64,30.270000000000003,33.17,24.46,82.62305913445655,68.76695809466385,125.26573998364677
2017,Norway,30.3106933785076,25.8992044529771,40.3046491488844,6.92,6.0600000000000005,10.18,25.09,22.89,30.96,30.28,33.15,24.25,82.85997357992073,69.04977375565612,127.6701030927835
2010,Oman,,,67.1078113410324,,,19.07,,,54.88,,,8.959999999999999,,,612.5000000000001
2018,Oman,,62.3272920658671,,,17.69,,,51.72,,,11.84,,,436.8243243243243,
2019,Oman,,62.296448577325606,,,17.68,,,51.71,,,11.86,,,436.0033726812817,
2020,Oman,,62.297698305188796,,,17.68,,,51.71,,,11.85,,,436.3713080168776,
2021,Oman,,62.295500766851596,,,17.68,,,51.71,,,11.86,,,436.0033726812817,
1987,Pakistan,,,54.535344025197894,,,15.73,,,43.94,,,16.25,,,270.4
1990,Pakistan,,,53.986481325464894,,,15.09,,,43.04,,,16.31,,,263.8871857755978
1996,Pakistan,,,52.136659595834104,,,16.650000000000002,,,42.22,,,17.87,,,236.2618914381645
1998,Pakistan,,,55.7101927486592,,,18.56,,,45.93,,,16.05,,,286.1682242990654
2001,Pakistan,,,53.8795928050067,,,17.169999999999998,,,43.71,,,16.81,,,260.02379535990485
2004,Pakistan,,,55.9493686113786,,,17.52,,,45.24,,,15.55,,,290.93247588424435
2005,Pakistan,,,57.0784178333923,,,19.3,,,46.88,,,15.19,,,308.62409479921007
2007,Pakistan,,,54.7964127120366,,,16.919999999999998,,,44.1,,,16.14,,,273.2342007434944
2010,Pakistan,,,53.342928643770904,,,16.45,,,42.85,,,16.96,,,252.65330188679246
2011,Pakistan,,,53.4121078642009,,,16.85,,,43.22,,,17.06,,,253.3411488862837
2013,Pakistan,,,52.6845045802197,,,16.43,,,42.19,,,17.349999999999998,,,243.17002881844383
2015,Pakistan,,,54.0480092569553,,,17.26,,,44.1,,,16.82,,,262.1878715814506
2018,Pakistan,,49.6993702219878,52.978103272021606,,15.05,16.650000000000002,,39.93,42.81,,19.05,17.299999999999997,,209.60629921259843,247.45664739884398
2019,Pakistan,,49.6162945038044,,,15.04,,,39.91,,,19.1,,,208.95287958115182,
2020,Pakistan,,49.6163068976706,,,15.04,,,39.91,,,19.1,,,208.95287958115182,
2021,Pakistan,,49.6163017375615,,,15.04,,,39.91,,,19.1,,,208.95287958115182,
1997,Palestine,,,61.6969850164903,,,18.1,,,50.56,,,12.24,,,413.07189542483667
2005,Palestine,,,64.2532779897081,,,20.08,,,52.96,,,10.85,,,488.11059907834107
2006,Palestine,,,64.1879027021524,,,19.47,,,53.02,,,10.85,,,488.6635944700461
2007,Palestine,,,66.1319082992094,,,21.09,,,54.92,,,9.9,,,554.7474747474747
2008,Palestine,,,64.839500464003,,,19.64,,,53.83,,,10.59,,,508.30972615675165
2009,Palestine,,,63.6057279821447,,,18.26,,,52.78,,,11.24,,,469.57295373665477
2010,Palestine,,,64.2578240817251,,,18.82,,,52.72,,,10.62,,,496.421845574388
2016,Palestine,,,61.4101305187784,,,17.419999999999998,,,50.06,,,12.22,,,409.65630114566284
2018,Palestine,,60.412775134306095,,,17.080000000000002,,,49.33,,,12.78,,,385.99374021909233,
2019,Palestine,,60.3558710589869,,,17.07,,,49.31,,,12.81,,,384.9336455893833,
2020,Palestine,,60.3556027055323,,,17.07,,,49.31,,,12.81,,,384.9336455893833,
2021,Palestine,,60.3558684987593,,,17.07,,,49.31,,,12.81,,,384.9336455893833,
1996,Papua New Guinea,,,62.9040744358615,,,18.06,,,50.24999999999999,,,10.91,,,460.58661778185143
2009,Papua New Guinea,,,58.7926297472222,,,16.21,,,46.14,,,13.03,,,354.10590943975444
2018,Papua New Guinea,,55.057476430562204,,,13.94,,,41.95,,,14.71,,,285.18014955812373,
2019,Papua New Guinea,,54.961424953283,,,13.91,,,41.91,,,14.77,,,283.750846310088,
2020,Papua New Guinea,,54.9613642826706,,,13.91,,,41.91,,,14.77,,,283.750846310088,
2021,Papua New Guinea,,54.9613104256231,,,13.91,,,41.91,,,14.77,,,283.750846310088,
2001,Peru,,72.9641965555954,74.5445933968136,,28.95,28.49,,63.68000000000001,63.6,,7.07,5.69,,900.7072135785007,1117.7504393673112
2002,Peru,,71.8466073002936,73.7303353823537,,22.73,22.66,,63.2,63.470000000000006,,7.62,6.13,,829.3963254593176,1035.399673735726
2003,Peru,,74.4154143108819,75.9839828005433,,32.78,32.2,,66.03,66.0,,6.800000000000001,5.46,,971.0294117647057,1208.7912087912086
2004,Peru,,70.38706150298209,72.2511719626975,,25.75,25.64,,60.91,61.14000000000001,,8.23,6.75,,740.0972053462939,905.7777777777779
2005,Peru,,69.1763617715969,71.3988532081038,,21.21,21.47,,58.59,59.49,,8.16,6.6000000000000005,,718.014705882353,901.3636363636364
2006,Peru,,68.83402551454239,71.2658201439755,,24.58,25.66,,58.76,59.98,,8.690000000000001,7.13,,676.1795166858457,841.234221598878
2007,Peru,,69.3848704803461,72.0086293582517,,27.1,28.34,,59.86,61.42999999999999,,8.870000000000001,7.249999999999999,,674.8590755355128,847.3103448275863
2008,Peru,,67.8052923933849,70.3967163735934,,22.51,23.42,,57.81,59.1,,9.3,7.61,,621.6129032258065,776.6097240473061
2009,Peru,,66.0124253571954,68.89609346440601,,19.19,19.78,,55.92,57.36,,10.13,8.219999999999999,,552.0236920039486,697.8102189781023
2010,Peru,,66.4134473926302,69.0259023325447,,23.45,24.31,,56.49,57.76,,10.22,8.49,,552.7397260273973,680.3297997644287
2011,Peru,,65.8021985164021,68.850377437007,,22.35,23.52,,55.60000000000001,57.38,,10.35,8.43,,537.1980676328503,680.664294187426
2012,Peru,,64.4599351578847,67.8064195704009,,20.42,21.62,,54.190000000000005,56.21000000000001,,10.9,8.81,,497.1559633027523,638.0249716231556
2013,Peru,,64.9250230810202,68.4163828535174,,22.22,23.35,,55.05,57.06,,10.89,8.66,,505.50964187327816,658.891454965358
2014,Peru,,63.577911552752695,67.5829259984947,,23.06,24.17,,53.61,55.84,,11.62,9.02,,461.35972461273667,619.0687361419069
2015,Peru,,64.5181441954938,68.46045975337401,,23.67,24.59,,55.37,57.38999999999999,,11.48,8.86,,482.31707317073165,647.7426636568848
2016,Peru,,64.3678723933826,68.422544756692,,22.02,22.92,,55.15,57.3,,11.47,8.790000000000001,,480.819529206626,651.8771331058019
2017,Peru,,67.3141354701353,71.0596933989462,,23.59,24.16,,59.09,60.81999999999999,,10.26,7.689999999999999,,575.925925925926,790.8972691807543
2018,Peru,,65.7421629398128,69.4916921130646,,22.24,23.0,,56.99999999999999,58.78,,10.86,8.32,,524.8618784530386,706.4903846153845
2019,Peru,,61.432811161802306,65.75298985602561,,19.33,20.35,,51.32,53.74,,12.58,9.77,,407.94912559618444,550.0511770726715
1985,Philippines,,,60.398626529755695,,,19.57,,,49.42,,,13.05,,,378.69731800766283
1988,Philippines,,,59.845677823946296,,,18.29,,,48.41,,,13.089999999999998,,,369.8242933537051
1991,Philippines,,,62.5967808754602,,,20.81,,,51.45,,,11.85,,,434.17721518987344
1994,Philippines,,,61.5673873991668,,,19.33,,,50.0,,,12.15,,,411.52263374485597
1997,Philippines,,,65.14681724050601,,,24.96,,,54.25,,,10.75,,,504.6511627906977
2000,Philippines,,,62.821860967505906,,,21.64,,,51.54,,,11.74,,,439.01192504258944
2003,Philippines,,,61.0597493336353,,,17.91,,,49.220000000000006,,,12.27,,,401.14099429502863
2006,Philippines,,,61.007039154144806,,,17.96,,,48.88,,,12.18,,,401.3136288998358
2009,Philippines,,,60.737840807760804,,,17.86,,,48.67,,,12.36,,,393.77022653721684
2012,Philippines,,,60.2882990468387,,,17.560000000000002,,,48.27,,,12.6,,,383.09523809523813
2015,Philippines,,,59.058376425111405,,,17.2,,,46.97,,,13.23,,,355.02645502645504
2018,Philippines,,52.894304612882,57.1720872847294,,14.84,16.619999999999997,,42.16,45.4,,16.77,14.35,,251.40131186642813,316.37630662020905
2019,Philippines,,52.82943645019,,,14.829999999999998,,,42.14,,,16.81,,,250.68411659726357,
2020,Philippines,,52.8290938299417,,,14.829999999999998,,,42.14,,,16.81,,,250.68411659726357,
2021,Philippines,,52.82909434944511,,,14.829999999999998,,,42.14,,,16.81,,,250.68411659726357,
1980,Poland,,,32.326890897628104,,,4.34,,,22.45,,,28.02,,,80.12134189864383
1981,Poland,,,32.326890897628104,,,4.34,,,22.45,,,28.02,,,80.12134189864383
1982,Poland,,,32.326890897628104,,,4.34,,,22.45,,,28.02,,,80.12134189864383
1983,Poland,26.0893252771718,24.9325497563425,32.326890897628104,3.75,3.63,4.34,20.39,19.93,22.45,31.93,32.73,28.02,63.858440338239895,60.89214787656585,80.12134189864383
1984,Poland,26.903007763261698,25.7101680367402,32.9458446372612,4.26,4.109999999999999,4.88,21.09,20.6,23.16,31.55,32.37,27.750000000000004,66.84627575277338,63.63917207290702,83.45945945945945
