,dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
1239,ie17,hcexp,0,4860657,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1240,ie18,dhi,0,4927177, 19708.50, 16404.08,    0.303,     2.52,     6.60,    13.48,     0.47,     1.26,     2.73,   0.0017,   0.0040,   0.0088,  5348.96,  6639.96,  7851.59,  1212.67,  1562.08,  1990.86
1241,ie18,dhci,0,4927177, 19644.79, 16298.18,    0.303,     2.52,     6.60,    13.48,     0.47,     1.26,     2.73,   0.0017,   0.0040,   0.0088,  5349.07,  6640.00,  7851.41,  1212.56,  1562.04,  1991.04
1242,ie18,mi,0,4927177, 19485.68, 14573.56,    0.534,    30.27,    33.64,    37.92,    22.18,    24.14,    26.08,   0.1971,   0.2097,   0.2224,  1753.06,  2317.12,  3072.26,  4808.57,  5884.91,  6770.19
1243,ie18,hcexp,0,4927177,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1244,ie19,dhi,0,4987282, 20357.72, 16959.21,    0.306,     3.15,     8.17,    14.08,     0.67,     1.60,     3.18,   0.0025,   0.0056,   0.0111,  5333.99,  6820.94,  7877.08,  1449.69,  1658.67,  2298.45
1245,ie19,dhci,0,4987282, 20013.88, 16781.03,    0.303,     3.24,     8.24,    14.41,     0.71,     1.64,     3.24,   0.0029,   0.0059,   0.0115,  5298.83,  6791.02,  7886.87,  1484.85,  1688.59,  2288.66
1246,ie19,mi,0,4987282, 20089.88, 14987.52,    0.524,    29.24,    33.73,    37.90,    21.44,    23.48,    25.53,   0.1886,   0.2017,   0.2150,  1809.55,  2577.13,  3320.58,  4974.14,  5902.47,  6854.95
1247,ie19,hcexp,0,4987282,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1248,il79,dhi,0,3653480,  7379.90,  5924.44,    0.363,     8.19,    14.91,    23.03,     1.72,     3.67,     6.28,   0.0057,   0.0133,   0.0244,  1870.58,  2233.10,  2584.77,   499.20,   729.12,   969.90
1249,il79,dhci,0,3653480,  7379.90,  5924.44,    0.363,     8.19,    14.91,    23.03,     1.72,     3.67,     6.28,   0.0057,   0.0133,   0.0244,  1870.58,  2233.10,  2584.77,   499.20,   729.12,   969.90
1250,il79,mi,0,3653480,  9465.35,  7047.34,    0.457,    15.20,    20.58,    25.69,     7.87,     9.88,    12.07,   0.0570,   0.0685,   0.0811,  1142.44,  1540.57,  1884.82,  1227.34,  1421.65,  1669.84
1251,il79,hcexp,0,3653480,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1252,il86,dhi,0,3830183,  7334.31,  5852.80,    0.365,     8.98,    15.54,    23.13,     2.03,     4.02,     6.54,   0.0072,   0.0154,   0.0268,  1811.53,  2169.92,  2519.19,   529.59,   756.48,   992.49
1253,il86,dhci,0,3830183,  7298.49,  5825.71,    0.364,     9.01,    15.70,    23.23,     2.03,     4.03,     6.56,   0.0072,   0.0155,   0.0269,  1812.64,  2175.23,  2519.76,   528.48,   751.18,   991.92
1254,il86,mi,0,3830183,  8428.89,  6117.74,    0.488,    20.15,    25.99,    30.83,    11.87,    14.08,    16.47,   0.0941,   0.1070,   0.1211,   962.51,  1341.33,  1635.40,  1378.61,  1585.07,  1876.28
1255,il86,hcexp,0,3830183,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1256,il92,dhi,0,4434134,  8687.14,  7015.85,    0.355,     7.41,    13.74,    21.94,     1.53,     3.34,     5.74,   0.0054,   0.0121,   0.0222,  2228.74,  2656.03,  3107.84,   577.60,   851.89,  1101.67
1257,il92,dhci,0,4434134,  8687.14,  7015.85,    0.355,     7.41,    13.74,    21.94,     1.53,     3.34,     5.74,   0.0054,   0.0121,   0.0222,  2228.74,  2656.03,  3107.84,   577.60,   851.89,  1101.67
1258,il92,mi,0,4434134,  9542.48,  7002.40,    0.476,    18.83,    25.15,    30.62,    11.46,    13.55,    15.93,   0.0917,   0.1037,   0.1172,  1098.23,  1617.62,  2018.89,  1708.10,  1890.30,  2190.62
1259,il92,hcexp,0,4434134, 10849.90,  8516.68,    0.371,     4.47,     8.74,    14.08,     0.99,     2.07,     3.58,   0.0035,   0.0077,   0.0139,  2181.54,  2675.62,  3138.79,   624.80,   832.30,  1070.72
1260,il97,dhi,0,5660093,  9063.09,  7212.33,    0.381,     9.84,    17.55,    25.19,     2.39,     4.66,     7.44,   0.0100,   0.0190,   0.0317,  2182.65,  2648.37,  3049.53,   702.28,   957.79,  1277.87
1261,il97,dhci,0,5660093,  9063.09,  7212.33,    0.381,     9.84,    17.55,    25.19,     2.39,     4.66,     7.44,   0.0100,   0.0190,   0.0317,  2182.65,  2648.37,  3049.53,   702.28,   957.79,  1277.87
1262,il97,mi,0,5660093, 10486.85,  7406.71,    0.510,    22.08,    27.13,    31.91,    13.60,    15.82,    18.09,   0.1108,   0.1240,   0.1380,  1108.22,  1503.34,  1873.87,  1776.71,  2102.82,  2453.52
1263,il97,hcexp,0,5660093, 11540.85,  8588.77,    0.406,     6.35,    11.27,    17.61,     1.42,     2.94,     4.86,   0.0047,   0.0108,   0.0194,  2240.98,  2667.28,  3133.66,   643.95,   938.88,  1193.74
1264,il01,dhi,0,5926626, 10303.86,  8093.05,    0.391,    11.11,    18.47,    25.71,     2.79,     5.22,     8.05,   0.0117,   0.0219,   0.0355,  2423.04,  2903.83,  3336.09,   814.18,  1142.69,  1519.75
1265,il01,dhci,0,5926626, 10303.86,  8093.05,    0.391,    11.11,    18.47,    25.71,     2.79,     5.22,     8.05,   0.0117,   0.0219,   0.0355,  2423.04,  2903.83,  3336.09,   814.18,  1142.69,  1519.75
1266,il01,mi,0,5926626, 11636.85,  7921.07,    0.538,    25.32,    30.79,    35.27,    17.04,    19.20,    21.48,   0.1466,   0.1591,   0.1728,  1058.99,  1522.50,  1898.58,  2178.24,  2524.03,  2957.25
1267,il01,hcexp,0,5926626,  8918.84,  7006.68,    0.373,    12.33,    20.62,    28.60,     3.20,     5.89,     9.02,   0.0125,   0.0243,   0.0397,  2396.30,  2891.25,  3323.86,   840.92,  1155.27,  1531.97
1268,il02,dhi,0,6257005,  9210.40,  7314.90,    0.399,    13.99,    20.11,    27.35,     4.23,     6.73,     9.54,   0.0216,   0.0337,   0.0483,  2040.84,  2433.06,  2858.24,   885.12,  1224.39,  1530.70
1269,il02,dhci,0,6257005,  9210.40,  7314.90,    0.399,    13.99,    20.11,    27.35,     4.23,     6.73,     9.54,   0.0216,   0.0337,   0.0483,  2040.84,  2433.06,  2858.24,   885.12,  1224.39,  1530.70
1270,il02,mi,0,6257005, 10543.04,  7173.92,    0.544,    26.33,    30.97,    35.43,    18.28,    20.34,    22.50,   0.1585,   0.1711,   0.1843,   894.67,  1256.06,  1601.91,  2031.29,  2401.39,  2787.03
1271,il02,hcexp,0,6257005,  8316.61,  6649.59,    0.368,    11.90,    18.94,    26.38,     3.34,     5.77,     8.56,   0.0136,   0.0251,   0.0394,  2104.59,  2543.78,  2965.56,   821.37,  1113.67,  1423.38
1272,il03,dhi,0,6366037,  9506.23,  7410.82,    0.409,    14.01,    21.12,    27.79,     4.44,     7.08,     9.96,   0.0226,   0.0352,   0.0506,  2025.88,  2463.82,  2853.53,   938.45,  1241.59,  1592.96
1273,il03,dhci,0,6366037,  9310.70,  7336.76,    0.405,    14.30,    21.36,    28.07,     4.52,     7.22,    10.11,   0.0229,   0.0359,   0.0515,  2028.50,  2453.77,  2844.64,   935.83,  1251.64,  1601.86
1274,il03,mi,0,6366037, 10391.63,  7017.30,    0.538,    27.23,    31.92,    36.21,    17.51,    19.92,    22.30,   0.1463,   0.1612,   0.1766,  1057.45,  1393.24,  1707.99,  1906.88,  2312.17,  2738.50
1275,il03,hcexp,0,6366037,  8355.64,  6529.29,    0.383,    11.89,    21.55,    29.39,     3.27,     6.04,     9.29,   0.0135,   0.0253,   0.0411,  2148.05,  2666.79,  3040.86,   816.28,  1038.62,  1405.64
1276,il04,dhi,0,6474328,  9962.28,  7753.54,    0.415,    15.79,    22.67,    28.62,     5.02,     7.92,    10.83,   0.0238,   0.0386,   0.0556,  2115.23,  2522.76,  2892.53,   986.19,  1354.01,  1759.60
1277,il04,dhci,0,6474328,  9743.36,  7685.99,    0.410,    16.11,    22.93,    28.92,     5.14,     8.07,    11.00,   0.0244,   0.0395,   0.0567,  2111.50,  2511.98,  2882.28,   989.91,  1364.79,  1769.84
1278,il04,mi,0,6474328, 10952.98,  7355.79,    0.531,    26.92,    31.75,    35.62,    16.74,    19.27,    21.68,   0.1350,   0.1514,   0.1678,  1173.42,  1523.85,  1820.70,  1928.00,  2352.92,  2831.42
1279,il04,hcexp,0,6474328,  8742.61,  6823.69,    0.389,    14.79,    22.24,    30.03,     4.20,     7.03,    10.21,   0.0171,   0.0312,   0.0481,  2220.08,  2652.04,  3070.00,   881.34,  1224.73,  1582.12
1280,il05,dhi,0,6599530, 10406.84,  7959.36,    0.424,    15.32,    21.95,    28.37,     5.01,     7.70,    10.62,   0.0239,   0.0383,   0.0547,  2143.15,  2583.71,  2987.60,  1040.60,  1395.97,  1788.02
1281,il05,dhci,0,6599530, 10145.10,  7860.69,    0.418,    15.50,    22.18,    28.53,     5.08,     7.81,    10.75,   0.0243,   0.0389,   0.0554,  2141.37,  2579.12,  2976.72,  1042.38,  1400.56,  1798.90
1282,il05,mi,0,6599530, 11331.86,  7656.95,    0.533,    25.46,    31.02,    35.65,    16.22,    18.61,    21.08,   0.1331,   0.1480,   0.1635,  1155.14,  1591.80,  1952.53,  2028.61,  2387.88,  2823.09
1283,il05,hcexp,0,6599530,  8975.65,  6978.15,    0.388,    14.05,    22.11,    29.31,     4.00,     6.77,     9.89,   0.0162,   0.0298,   0.0463,  2277.05,  2761.38,  3163.57,   906.69,  1218.30,  1612.05
1284,il06,dhi,0,6711840, 10612.45,  8269.53,    0.417,    16.30,    22.29,    28.63,     5.07,     7.91,    10.80,   0.0228,   0.0381,   0.0551,  2280.01,  2668.39,  3091.03,  1027.81,  1466.37,  1870.69
1285,il06,dhci,0,6711840, 10335.39,  8129.96,    0.411,    16.50,    22.52,    28.85,     5.11,     7.99,    10.90,   0.0230,   0.0385,   0.0557,  2282.44,  2667.66,  3086.08,  1025.38,  1467.10,  1875.64
1286,il06,mi,0,6711840, 11498.40,  7881.44,    0.526,    25.69,    30.75,    35.11,    15.42,    18.03,    20.50,   0.1233,   0.1393,   0.1558,  1322.11,  1709.93,  2064.24,  1985.71,  2424.83,  2897.48
1287,il06,hcexp,0,6711840,  9164.31,  7128.06,    0.391,    15.02,    22.75,    30.74,     4.32,     7.25,    10.48,   0.0182,   0.0326,   0.0498,  2356.90,  2816.59,  3269.86,   950.91,  1318.17,  1691.86
1288,il07,dhi,0,6831278, 11127.57,  8681.21,    0.412,    15.09,    22.59,    28.30,     4.77,     7.55,    10.52,   0.0225,   0.0367,   0.0532,  2374.02,  2889.29,  3272.46,  1098.46,  1451.31,  1936.26
1289,il07,dhci,0,6831278, 10895.03,  8613.22,    0.407,    15.29,    22.95,    28.51,     4.84,     7.66,    10.64,   0.0229,   0.0372,   0.0540,  2373.47,  2892.69,  3264.41,  1099.01,  1447.91,  1944.32
1290,il07,mi,0,6831278, 12214.59,  8477.74,    0.520,    25.19,    30.10,    34.87,    14.85,    17.41,    19.96,   0.1185,   0.1341,   0.1504,  1425.17,  1829.56,  2226.92,  2047.31,  2511.04,  2981.81
1291,il07,hcexp,0,6831278,  9436.25,  7421.35,    0.389,    15.58,    24.51,    31.51,     4.42,     7.51,    10.95,   0.0180,   0.0330,   0.0513,  2487.18,  3011.43,  3399.15,   985.30,  1329.17,  1809.58
1292,il08,dhi,0,6959610, 11427.59,  8813.23,    0.417,    15.38,    21.68,    27.91,     4.91,     7.65,    10.48,   0.0232,   0.0376,   0.0539,  2400.06,  2852.26,  3303.14,  1125.23,  1554.35,  1984.80
1293,il08,dhci,0,6959610, 11151.65,  8728.08,    0.412,    15.71,    21.93,    28.25,     5.01,     7.77,    10.62,   0.0236,   0.0383,   0.0548,  2401.38,  2845.76,  3300.08,  1123.91,  1560.86,  1987.86
1294,il08,mi,0,6959610, 12426.24,  8434.53,    0.524,    25.14,    30.01,    34.11,    15.00,    17.58,    19.98,   0.1179,   0.1343,   0.1508,  1421.41,  1825.56,  2190.59,  2103.88,  2581.06,  3097.35
1295,il08,hcexp,0,6959610,  9489.29,  7568.52,    0.382,    15.11,    22.56,    31.37,     4.45,     7.36,    10.64,   0.0188,   0.0334,   0.0507,  2487.59,  2968.51,  3493.63,  1037.70,  1438.11,  1794.31
1296,il09,dhi,0,7075441, 11390.63,  8830.07,    0.424,    16.33,    23.50,    29.33,     5.48,     8.40,    11.40,   0.0268,   0.0423,   0.0597,  2346.35,  2837.55,  3238.87,  1185.68,  1577.48,  2059.17
1297,il09,dhci,0,7075441, 11117.31,  8762.49,    0.419,    16.45,    23.60,    29.56,     5.55,     8.47,    11.49,   0.0273,   0.0428,   0.0604,  2340.62,  2830.30,  3237.90,  1191.41,  1584.74,  2060.14
1298,il09,mi,0,7075441, 12059.63,  8338.20,    0.524,    26.43,    31.51,    36.08,    15.72,    18.38,    20.96,   0.1251,   0.1417,   0.1586,  1431.06,  1839.55,  2219.95,  2100.97,  2575.48,  3078.09
1299,il09,hcexp,0,7075441,  9501.56,  7408.18,    0.393,    16.03,    25.36,    33.12,     4.84,     8.05,    11.60,   0.0209,   0.0366,   0.0555,  2466.21,  3014.20,  3442.44,  1065.82,  1400.84,  1855.60
1300,il10,dhi,0,7244786, 11694.26,  9036.78,    0.425,    16.34,    23.18,    28.60,     5.08,     8.04,    10.99,   0.0229,   0.0384,   0.0559,  2491.25,  2951.23,  3337.66,  1123.46,  1567.16,  2084.40
1301,il10,dhci,0,7244786, 11447.03,  8960.19,    0.420,    16.59,    23.28,    28.84,     5.16,     8.13,    11.09,   0.0233,   0.0389,   0.0566,  2491.20,  2941.41,  3336.97,  1123.51,  1576.98,  2085.09
1302,il10,mi,0,7244786, 12543.15,  8600.77,    0.531,    25.88,    31.23,    35.77,    14.81,    17.57,    20.23,   0.1142,   0.1316,   0.1493,  1545.70,  1976.13,  2355.38,  2069.01,  2542.26,  3066.68
1303,il10,hcexp,0,7244786,  9503.58,  7453.96,    0.385,    15.84,    23.91,    32.35,     4.78,     7.74,    11.13,   0.0208,   0.0359,   0.0539,  2523.71,  3054.92,  3556.46,  1091.00,  1463.47,  1865.60
1304,il11,dhi,0,7384051, 11669.59,  9036.04,    0.415,    15.29,    21.85,    28.70,     4.94,     7.63,    10.56,   0.0232,   0.0376,   0.0540,  2446.49,  2941.20,  3426.53,  1167.92,  1576.82,  1995.09
1305,il11,dhci,0,7384051, 11399.07,  8977.76,    0.411,    15.53,    22.06,    28.99,     5.00,     7.73,    10.69,   0.0234,   0.0380,   0.0546,  2451.71,  2936.01,  3422.96,  1162.71,  1582.01,  1998.66
1306,il11,mi,0,7384051, 12321.28,  8572.85,    0.518,    25.69,    30.99,    36.49,    14.85,    17.56,    20.28,   0.1145,   0.1318,   0.1494,  1525.15,  1958.63,  2408.68,  2089.26,  2559.38,  3012.94
1307,il11,hcexp,0,7384051,  9486.42,  7580.60,    0.385,    17.37,    24.83,    32.29,     5.12,     8.28,    11.66,   0.0227,   0.0387,   0.0575,  2549.52,  3011.05,  3463.65,  1064.90,  1506.97,  1957.97
1308,il12,dhi,0,7444626, 12344.82,  9624.00,    0.418,    15.47,    21.86,    28.32,     5.59,     8.23,    11.05,   0.0292,   0.0436,   0.0599,  2457.81,  3000.13,  3521.07,  1391.79,  1811.87,  2253.33
1309,il12,dhci,0,7444626, 12069.20,  9540.82,    0.414,    15.56,    22.06,    28.54,     5.65,     8.30,    11.15,   0.0294,   0.0440,   0.0604,  2453.28,  3000.89,  3518.68,  1396.32,  1811.11,  2255.72
1310,il12,mi,0,7444626, 13106.16,  9226.94,    0.509,    24.46,    29.43,    34.48,    13.57,    16.24,    18.84,   0.1023,   0.1193,   0.1366,  1713.55,  2156.55,  2619.55,  2136.05,  2655.45,  3154.85
1311,il12,hcexp,0,7444626,  9730.67,  7720.03,    0.377,    16.06,    24.54,    33.12,     5.11,     8.10,    11.59,   0.0235,   0.0389,   0.0572,  2624.40,  3223.51,  3754.05,  1225.20,  1588.49,  2020.35
1312,il13,dhi,0,7584741, 12844.19, 10189.59,    0.403,    14.39,    20.44,    26.59,     4.89,     7.40,    10.10,   0.0239,   0.0375,   0.0529,  2690.15,  3251.09,  3791.20,  1385.69,  1843.71,  2322.55
1313,il13,dhci,0,7584741, 12565.89, 10029.47,    0.399,    14.52,    20.64,    26.77,     4.93,     7.47,    10.20,   0.0242,   0.0379,   0.0534,  2691.17,  3250.79,  3784.21,  1384.66,  1844.00,  2329.55
1314,il13,mi,0,7584741, 13977.66, 10015.66,    0.491,    22.00,    26.94,    31.64,    11.96,    14.44,    16.92,   0.0891,   0.1047,   0.1207,  1858.77,  2363.33,  2844.94,  2217.07,  2731.47,  3268.81
1315,il13,hcexp,0,7584741,  9996.00,  7765.13,    0.384,    17.54,    26.62,    35.93,     5.29,     8.66,    12.44,   0.0226,   0.0396,   0.0599,  2847.24,  3437.06,  3996.96,  1228.60,  1657.74,  2116.79
1316,il14,dhi,0,7716700, 13010.33, 10568.41,    0.400,    15.46,    21.36,    27.67,     5.48,     8.03,    10.76,   0.0281,   0.0424,   0.0583,  2728.69,  3298.22,  3874.27,  1498.67,  1985.98,  2466.77
1317,il14,dhci,0,7716700, 12719.93, 10381.85,    0.395,    15.65,    21.55,    27.87,     5.53,     8.09,    10.86,   0.0283,   0.0428,   0.0588,  2734.30,  3300.44,  3870.13,  1493.06,  1983.76,  2470.91
1318,il14,mi,0,7716700, 14172.75, 10452.67,    0.485,    22.51,    27.31,    32.69,    12.19,    14.72,    17.26,   0.0910,   0.1069,   0.1232,  1937.97,  2435.95,  2992.31,  2289.39,  2848.25,  3348.74
1319,il14,hcexp,0,7716700, 10307.75,  8261.49,    0.373,    17.91,    26.19,    34.80,     5.11,     8.49,    12.18,   0.0215,   0.0383,   0.0583,  3020.88,  3570.85,  4120.77,  1206.48,  1713.36,  2220.27
1320,il15,dhi,0,7877061, 13431.63, 10813.69,    0.399,    15.17,    20.79,    26.34,     5.31,     7.78,    10.41,   0.0265,   0.0406,   0.0561,  2810.43,  3383.62,  3924.28,  1515.04,  2023.22,  2563.94
1321,il15,dhci,0,7877061, 13181.08, 10683.29,    0.396,    15.23,    20.92,    26.55,     5.38,     7.85,    10.50,   0.0268,   0.0411,   0.0567,  2796.24,  3378.12,  3922.15,  1529.24,  2028.72,  2566.06
1322,il15,mi,0,7877061, 14689.35, 10837.88,    0.485,    21.69,    26.82,    31.88,    11.79,    14.24,    16.75,   0.0858,   0.1019,   0.1182,  1974.89,  2535.89,  3080.47,  2350.58,  2870.95,  3407.74
1323,il15,hcexp,0,7877061, 10555.75,  8413.55,    0.376,    17.18,    26.38,    35.28,     4.89,     8.29,    12.03,   0.0206,   0.0369,   0.0568,  3095.20,  3708.36,  4275.15,  1230.27,  1698.49,  2213.07
1324,il16,dhi,0,8201662, 13602.26, 11133.74,    0.391,    15.30,    21.32,    27.26,     4.98,     7.63,    10.40,   0.0240,   0.0382,   0.0541,  3004.94,  3574.32,  4132.49,  1448.55,  1992.55,  2547.76
1325,il16,dhci,0,8201662, 13407.16, 11010.54,    0.389,    15.41,    21.49,    27.43,     5.02,     7.69,    10.47,   0.0242,   0.0385,   0.0546,  3001.64,  3574.83,  4131.31,  1451.85,  1992.04,  2548.94
1326,il16,mi,0,8201662, 14905.09, 10905.31,    0.480,    21.39,    26.74,    32.33,    11.47,    14.01,    16.61,   0.0838,   0.0996,   0.1161,  2065.42,  2649.47,  3248.10,  2388.08,  2917.40,  3432.15
1327,il16,hcexp,0,8201662, 10887.65,  8572.90,    0.379,    17.93,    26.50,    35.39,     5.24,     8.67,    12.42,   0.0222,   0.0394,   0.0597,  3151.33,  3744.54,  4336.14,  1302.17,  1822.33,  2344.11
1328,il17,dhi,0,8360050, 14220.80, 11734.84,    0.383,    14.52,    20.53,    26.04,     5.25,     7.70,    10.31,   0.0272,   0.0408,   0.0560,  2994.94,  3665.21,  4251.53,  1698.99,  2202.21,  2789.38
1329,il17,dhci,0,8360050, 13977.62, 11652.58,    0.380,    14.63,    20.69,    26.18,     5.29,     7.77,    10.39,   0.0274,   0.0411,   0.0564,  2996.00,  3664.21,  4246.92,  1697.94,  2203.21,  2793.99
1330,il17,mi,0,8360050, 15628.54, 11756.29,    0.470,    21.05,    26.40,    31.29,    11.41,    13.87,    16.37,   0.0845,   0.0997,   0.1155,  2148.87,  2785.60,  3356.82,  2545.07,  3081.82,  3684.08
1331,il17,hcexp,0,8360050, 11161.92,  9050.03,    0.375,    19.00,    27.32,    35.88,     5.72,     9.24,    12.99,   0.0252,   0.0432,   0.0641,  3280.77,  3882.68,  4492.69,  1413.17,  1984.74,  2548.21
1332,il18,dhi,0,8508885, 14760.56, 12117.23,    0.387,    14.64,    20.58,    26.48,     4.94,     7.43,    10.10,   0.0243,   0.0379,   0.0532,  3211.83,  3870.83,  4497.13,  1635.06,  2187.78,  2773.21
1333,il18,dhci,0,8508885, 14566.19, 11912.90,    0.385,    14.67,    20.63,    26.62,     4.97,     7.47,    10.15,   0.0245,   0.0381,   0.0535,  3206.65,  3866.05,  4497.78,  1640.25,  2192.56,  2772.55
1334,il18,mi,0,8508885, 16350.64, 12205.40,    0.475,    21.18,    26.34,    31.74,    11.22,    13.71,    16.24,   0.0815,   0.0972,   0.1133,  2279.15,  2905.31,  3550.97,  2567.74,  3153.31,  3719.37
1335,il18,hcexp,0,8508885, 11287.93,  8846.50,    0.379,    18.79,    28.58,    38.51,     5.89,     9.46,    13.48,   0.0260,   0.0443,   0.0659,  3329.17,  4052.18,  4725.08,  1517.72,  2006.44,  2545.26
1336,in04,dhi,0,988496321,  1262.97,   774.33,    0.504,    12.99,    19.39,    26.51,     5.03,     7.26,     9.91,   0.0301,   0.0414,   0.0550,   189.93,   242.23,   291.01,   119.80,   144.94,   173.59
1337,in04,dhci,0,988496321,  1171.54,   679.59,    0.533,    18.39,    26.12,    33.89,     7.83,    10.75,    14.00,   0.0496,   0.0652,   0.0832,   177.90,   227.84,   272.71,   131.83,   159.32,   191.89
1338,in04,mi,0,988496321,  1245.68,   758.20,    0.512,    14.28,    21.08,    28.34,     5.78,     8.18,    10.96,   0.0355,   0.0479,   0.0626,   184.27,   236.96,   284.94,   125.47,   150.20,   179.66
1339,in04,hcexp,0,988496321,  1224.41,   911.93,    0.379,     2.38,     5.53,    11.04,     0.46,     1.13,     2.29,   0.0015,   0.0037,   0.0077,   249.25,   308.08,   368.06,    60.48,    79.09,    96.54
1340,in11,dhi,0,1204080665,  1890.82,  1144.83,    0.513,    13.65,    20.17,    26.79,     5.36,     7.67,    10.30,   0.0321,   0.0440,   0.0581,   278.12,   354.77,   422.68,   179.82,   217.65,   264.22
1341,in11,dhci,0,1204080665,  1772.22,  1032.23,    0.536,    18.45,    25.51,    32.63,     7.79,    10.64,    13.67,   0.0492,   0.0647,   0.0822,   264.58,   333.61,   399.03,   193.35,   238.81,   287.87
1342,in11,mi,0,1204080665,  1844.59,  1099.29,    0.526,    16.22,    22.93,    29.71,     6.79,     9.35,    12.16,   0.0429,   0.0566,   0.0722,   266.28,   338.92,   405.74,   191.65,   233.49,   281.16
1343,in11,hcexp,0,1204080665,  1745.91,  1292.06,    0.383,     2.65,     6.91,    12.66,     0.44,     1.30,     2.69,   0.0012,   0.0038,   0.0086,   381.48,   464.90,   541.08,    76.46,   107.52,   145.82
1344,is04,dhi,0,284211, 18496.01, 15888.34,    0.277,     2.73,     5.44,    10.24,     0.82,     1.47,     2.49,   0.0043,   0.0068,   0.0107,  4444.31,  5804.50,  7216.79,  1911.03,  2139.67,  2316.21
1345,is04,dhci,0,284211, 18496.01, 15888.34,    0.277,     2.73,     5.44,    10.24,     0.82,     1.47,     2.49,   0.0043,   0.0068,   0.0107,  4444.31,  5804.50,  7216.79,  1911.03,  2139.67,  2316.21
1346,is04,mi,0,284211, 21670.94, 18519.25,    0.386,    12.83,    16.11,    19.35,     8.14,     9.43,    10.81,   0.0649,   0.0732,   0.0818,  2322.30,  3292.33,  4209.42,  4033.03,  4651.84,  5323.58
1347,is04,hcexp,0,284211,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1348,is07,dhi,0,304253, 22664.90, 19029.88,    0.293,     2.52,     5.87,    11.53,     0.66,     1.32,     2.53,   0.0034,   0.0057,   0.0097,  5617.78,  7371.18,  8908.90,  1994.17,  2143.75,  2509.03
1349,is07,dhci,0,304253, 22328.51, 18642.04,    0.293,     2.83,     6.25,    12.15,     0.71,     1.44,     2.70,   0.0035,   0.0061,   0.0104,  5696.79,  7315.79,  8881.11,  1915.16,  2199.15,  2536.82
1350,is07,mi,0,304253, 26712.66, 22687.74,    0.392,    12.52,    15.65,    19.78,     7.55,     8.83,    10.31,   0.0593,   0.0675,   0.0761,  3022.38,  4147.06,  5464.61,  4589.57,  5367.88,  5953.32
1351,is07,hcexp,0,304253,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1352,is10,dhi,0,300428, 18061.28, 16050.39,    0.262,     2.63,     6.40,    12.11,     0.72,     1.43,     2.68,   0.0036,   0.0061,   0.0104,  4671.05,  6232.72,  7499.41,  1749.11,  1792.47,  2130.83
1353,is10,dhci,0,300428, 17494.05, 15630.31,    0.261,     2.93,     7.03,    13.18,     0.88,     1.62,     2.97,   0.0045,   0.0073,   0.0120,  4499.74,  6171.13,  7463.26,  1920.41,  1854.06,  2166.98
1354,is10,mi,0,300428, 19901.77, 17219.26,    0.407,    17.41,    21.31,    25.91,    10.64,    12.41,    14.26,   0.0827,   0.0945,   0.1064,  2495.21,  3350.91,  4329.01,  3924.95,  4674.28,  5301.23
1355,is10,hcexp,0,300428,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1356,it86,dhi,0,62715920, 11063.00,  9416.13,    0.324,     6.83,    11.90,    19.58,     1.85,     3.31,     5.37,   0.0081,   0.0144,   0.0232,  2744.00,  3399.59,  4100.33,  1022.45,  1308.47,  1549.35
1357,it86,dhci,0,62715920, 11063.00,  9416.13,    0.324,     6.83,    11.90,    19.58,     1.85,     3.31,     5.37,   0.0081,   0.0144,   0.0232,  2744.00,  3399.59,  4100.33,  1022.45,  1308.47,  1549.35
1358,it86,mi,0,62715920,  8826.10,  7496.11,    0.440,    23.92,    28.79,    36.75,    16.83,    18.70,    21.01,   0.1464,   0.1577,   0.1701,  1116.45,  1649.40,  2420.58,  2650.00,  3058.67,  3229.10
1359,it86,hcexp,0,62715920,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1360,it87,dhi,0,56536050, 12122.43, 10007.78,    0.345,     8.23,    13.63,    20.30,     3.03,     4.53,     6.54,   0.0187,   0.0255,   0.0346,  2527.83,  3342.90,  4068.92,  1475.28,  1660.99,  1935.75
1361,it87,dhci,0,56536050, 12077.63,  9975.26,    0.345,     8.25,    13.69,    20.46,     3.04,     4.54,     6.57,   0.0187,   0.0255,   0.0347,  2527.78,  3346.36,  4074.81,  1475.33,  1657.53,  1929.86
1362,it87,mi,0,56536050,  9531.08,  7659.70,    0.473,    26.20,    32.19,    38.58,    19.13,    21.05,    23.42,   0.1692,   0.1806,   0.1934,  1081.26,  1731.27,  2358.35,  2921.85,  3272.62,  3646.31
