"","Entity","Year","Gini.coefficient","Palma.ratio..S90.S40.ratio.","S90.S10.ratio","S80.S20.ratio","S90.S50.ratio","P90.P10.ratio","P90.P50.ratio","P50.P10.ratio","P0.P10...share.of.the.bottom.10.","P0.P40...share.of.the.bottom.40.","P0.P50...share.of.the.bottom.50.","P10.P20...share.of.national.income","P20.P30...share.of.national.income","P30.P40...share.of.national.income","P40.P50...share.of.national.income","P50.P60...share.of.national.income","P50.P90...share.of.the.middle.40.","P60.P70...share.of.national.income","P70.P80...share.of.national.income","P80.P90...share.of.national.income","P90.P100...share.of.the.top.10.","P99.999.P100...share.of.the.top.0.001.","P99.99.P100...share.of.the.top.0.01.","P99.9.P100...share.of.the.top.0.1.","P99.P100...share.of.the.top.1.","Mean.income","P0.P10...mean.income.of.the.bottom.10.","P10.P20...mean.income","P20.P30...mean.income","P30.P40...mean.income","P40.P50...mean.income","P50.P60...mean.income","P60.P70...mean.income","P70.P80...mean.income","P80.P90...mean.income","P90.P100...mean.income.of.the.top.10.","P99.999.P100...mean.income.of.the.top.0.001.","P99.99.P100...mean.income.of.the.top.0.01.","P99.9.P100...mean.income.of.the.top.0.1.","P99.P100...mean.income.of.the.top.1.","P0...income.threshold.of.the.bottom.10.","P10...income.threshold","P20...income.threshold","P30...income.threshold","P40...income.threshold","P50...income.threshold..median.","P60...income.threshold","P70...income.threshold","P80...income.threshold","P90...income.threshold.of.the.top.10.","P99.999...income.threshold.of.the.top.0.001.","P99.99...income.threshold.of.the.top.0.01.","P99.9...income.threshold.of.the.top.0.1.","P99...income.threshold.of.the.top.1."
"36","Armenia",2018,0.539864226096569,4.1031895,150.82759,21.788679,2.6129031,13.441583,2.6512175,5.0699658,0.29,10.66,16.74,2.36,3.86,4.65,5.58,6.77,39.52,8.3,10.45,14,43.74,0.63,1.89,5.99,17.46,16447.0136986935,484.198875364045,3873.56135979517,6356.13962793279,7644.90505235439,9180.00541134096,11132.1528939792,13647.6205159929,17188.8932540513,23028.5665275003,71934.0934686234,10346062.2161832,3110586.76762273,984635.731255624,287133.374845996,0,1936.78162595452,5713.50522893166,6811.80416482934,8150.70303817239,9819.41690972831,11944.7495742725,14842.4317651242,19083.2234133693,26033.4104791127,6959762.72603904,1380692.13663702,444890.512592632,114280.334607587
"37","Angola",1995,0.682465771714575,10.99053,483.58334,65.504585,6.3420763,37.382748,4.4578037,8.3859119,0.12,5.28,9.15,0.97,1.83,2.66,3.57,4.7,32.82,6.21,8.53,13.37,58.03,0.62,2.03,6.67,21.98,8814.53010221454,107.38367349816,859.060148421124,1612.16048880979,2342.61611633096,3144.28835919423,4143.11733977271,5477.30602724578,7522.09597774758,11782.8159489749,51154.4574284431,5422223.51743579,1786041.58369732,588309.318858206,193784.875973107,0,429.529831064137,1267.1123694585,1966.70396235623,2679.53730956789,3601.99934722664,4717.57557013599,6354.36192888545,8968.64311457747,16057.0057458629,2797469.88099552,921466.596194173,303524.487093939,99978.7950079295
"38","Angola",2000,0.682465814322583,10.99053,483.58334,65.504585,6.3420763,37.382759,4.4578037,8.3859138,0.12,5.28,9.15,0.97,1.83,2.66,3.57,4.7,32.82,6.21,8.53,13.37,58.03,0.62,2.03,6.67,21.98,9491.96376138793,115.631200239406,925.082669829073,1736.06742077576,2522.65631830099,3385.93992012705,4461.53314488397,5898.25959760186,8100.20043190248,12688.3744471569,55085.8900315976,5838944.3797477,1923306.48181111,633523.336133504,208678.063300138,0,462.540848621686,1364.49543049005,2117.85350608938,2885.47066064549,3878.82787407229,5080.14093054113,6842.72103751576,9657.920922413,17291.0531192574,3012467.34176861,992285.151660727,326851.62444414,107662.581899526
"39","Angola",2008,0.609367853161926,6.7377048,259.57895,38.520958,4.0327063,26.217916,3.8323977,6.841126,0.19,7.32,12.23,1.48,2.59,3.45,4.53,5.8,38.45,7.48,10.15,15.01,49.32,0.25,0.98,3.87,15.3,15034.644567965,278.930770837536,2231.48263866406,3896.6889241713,5180.33914088312,6806.56370521671,8721.84560270268,11245.2979823996,15267.4548385864,22569.2178476659,74148.6217970589,3706965.93080362,1467682.30283552,581092.790828464,230069.439015755,0,1115.74010359991,3291.43328130508,4458.85123981451,5884.00246381649,7632.91871428313,9790.5315238138,12721.80270398,17870.6120753276,29252.3798791881,2194391.58518899,868815.552580896,343986.211379932,136192.916586039
"40","Angola",2018,0.68559671704061,11.070611,446.23077,62.086956,6.4170356,35.245251,4.4824843,7.862884,0.13,5.24,9.04,1.02,1.82,2.56,3.51,4.64,32.95,6.24,8.68,13.39,58.01,2.1,4.85,11.23,25.98,14405.1311788468,184.069624527692,1472.58957784251,2619.00065780428,3689.66530452331,5053.79504278992,6688.78260428609,8989.46131149922,12499.2556439644,19290.9601848471,83563.7337815553,30230156.9874592,6992856.45009121,1617591.39082809,374182.120961933,0,736.294059481979,2172.06786450612,3114.58072896883,4283.90641433002,5789.39467608166,7622.29078403962,10416.8767150122,14879.7870412483,25950.8696374389,10953255.8031838,2533713.1977419,586099.945037688,135576.958610124
"41","Argentina",1932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.99,7.08,19.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","Argentina",1933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93,6.42,17.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","Argentina",1934,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.87,6.65,18.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","Argentina",1935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,6.63,18.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","Argentina",1936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.76,6.77,19.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","Argentina",1937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,6.89,19.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","Argentina",1938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.65,6.76,19.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","Argentina",1939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,6.79,19.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","Argentina",1940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.53,6.61,18.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Argentina",1941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,7.08,19.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","Argentina",1942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,7.42,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","Argentina",1943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.73,7.54,20.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","Argentina",1944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.48,6.86,19.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","Argentina",1945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32,6.61,18.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","Argentina",1946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,6.48,18.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","Argentina",1947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41,6.68,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","Argentina",1948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,6.23,18.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","Argentina",1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,5.42,17.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","Argentina",1950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.13,5.46,17.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1390296.0839087,671337.449640309,216319.147761342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","Argentina",1951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.23,4.72,15.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1539417.44623624,591184.066606338,197646.288226389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","Argentina",1952,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.29,4.2,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1481430.30827713,483526.217406522,172910.769352584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","Argentina",1953,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.26,4.01,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1501990.84567837,477960.833408982,172929.42441476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","Argentina",1954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.24,4.13,15.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1508315.72657511,502136.678974883,185653.227506737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","Argentina",1956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.21,3.9,14.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1566486.07011036,503484.732364458,187170.312913714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","Argentina",1958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.18,3.72,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646613.29317208,519127.752490699,186883.132169192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","Argentina",1959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.17,3.71,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1478938.16351111,469967.375134832,183574.73194124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","Argentina",1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,3.58,13.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1704506.4267719,533527.187575554,202360.872733067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","Argentina",2001,0.660888058980976,15.893082,NA,NA,6.4382167,NA,4.3926072,NA,0,3.18,7.85,0,0.72,2.81,4.33,5.93,41.6,7.92,10.86,16.9,50.54,0.05,0.39,2.83,14.1,19121.2736231822,0,0,1371.75175131936,5369.53586432425,8276.22398728939,11329.3650696424,15150.2541637509,20761.4888733056,32307.1840478781,96646.9238972717,986666.178490833,745332.490020541,540841.357140827,269696.566250072,0,0,0,3706.67722838622,6741.02387166111,9809.98959296407,13102.9275619095,17533.8779301393,25030.6355246621,43091.4310466347,918734.279907958,697993.00326411,396919.9411526,158066.646903414
"69","Argentina",2002,0.666745331993508,16.11875,NA,NA,6.6213093,NA,4.5025272,NA,0,3.2,7.79,0,0.8,2.75,4.23,5.74,40.64,7.7,10.63,16.56,51.58,0.05,1.08,3.7,15.33,16051.7439614939,0,0,1290.2377066469,4416.9612158572,6792.43036138826,9218.7699316414,12363.4151661015,17066.2276852676,26580.7318146515,82788.6678776443,792799.909762565,1740748.11567533,593873.822087307,246064.918867507,0,0,0,2894.58591941046,5689.88402284002,7963.43005682521,10721.9776877665,14513.0422692524,20355.151599455,35855.5612802642,704079.228020586,615358.539845827,396749.300940183,135207.988104094
"70","Argentina",2003,0.618941484166828,8.4192982,NA,148.41861,4.3786497,NA,3.7453063,NA,0,5.7,10.96,0.43,2.2,3.48,4.85,6.34,41.05,8.1,10.77,15.83,47.99,0.05,1.75,3.79,15.34,17454.4759815868,0,746.558434234739,3835.85602905038,6077.98436521784,8468.39685883051,11066.0799587874,14146.515326939,18807.1674055856,27624.9864445474,83771.2149926754,787476.833580101,3052907.45664675,662189.914170803,267689.770451134,0,0,2441.74607849913,4797.72818896553,7242.8236016164,9597.92656547446,12744.6538764143,16066.8030996166,22338.8944589139,35947.1747896323,724200.578084465,660924.36547403,660924.36547403,142561.298991778
"71","Argentina",2004,0.60244077391605,7.2590265,NA,102.59016,3.925297,NA,3.8862722,NA,0,6.37,11.78,0.61,2.49,3.7,4.97,6.37,41.98,8.31,10.95,16.34,46.24,0.04,0.41,2.82,13.45,20597.4872899115,0,1252.65311701073,5128.32376611841,7630.99041605485,10244.1979585588,13125.8454130067,17122.5938484218,22555.6341175078,33665.1439187467,95249.4881994289,908205.448585782,846924.568560215,581723.040321861,277045.309863912,0,0,3487.39662166821,6412.16943364473,9177.3728476891,11453.9830292433,14949.3541539271,19685.6171294102,26484.3987889786,44513.2962988889,907990.079109341,762924.799036234,377489.814748871,159964.6708243
"72","Argentina",2005,0.592551154396394,6.6826348,NA,77.387497,3.6923077,NA,4.0847602,NA,0,6.68,12.09,0.8,2.49,3.84,4.97,6.38,43.27,8.35,11.26,17.27,44.64,0.04,0.39,2.21,11.56,22529.4998763801,0,1793.42048431529,5610.1582910245,8641.24137054847,11186.7181717906,14381.7106315279,18817.2668702813,25364.4882327858,38918.184280427,100581.79756554,891055.937841325,889142.175051889,496790.614180741,260397.390856188,0,0,4052.28262568134,7084.62224157721,10057.229206087,12513.631301825,16325.385848247,21670.7709119624,29982.0363965039,51115.1812820915,891055.914254465,817572.809521304,362812.998187786,159428.927458224
"73","Argentina",2006,0.579356132941546,6.0995793,NA,65.096771,3.4163394,NA,3.8925045,NA,0,7.13,12.73,0.93,2.66,4.01,5.13,6.54,43.78,8.72,11.47,17.05,43.49,0.05,0.43,2.04,10.36,23693.9124050347,0,2202.16147364872,6294.009985225,9493.06367344073,12165.0153634614,15502.4295737483,20664.971441271,27175.9891175924,40394.155645774,103047.327776185,1202759.59571132,1011939.01247331,482384.145923019,245362.577219151,0,0,4664.95775276733,7870.34987360314,11126.3572522186,13651.6951633499,17818.5820543373,24209.5318908209,31768.4858914931,53139.2834036528,1148575.71030764,641786.330170269,309077.949291568,168941.111498265
"74","Argentina",2007,0.587497149945072,6.15625,NA,60.35294,3.5233281,NA,3.6438603,NA,0,7.36,12.86,1.02,2.8,4,5.04,6.52,41.84,8.24,10.82,16.25,45.31,0.11,1.49,4.81,14.14,25047.6287853231,0,2555.81856732014,7014.42560129199,10007.6217505169,12627.5472596646,16321.0287118857,20643.2693856053,27110.1238825483,40713.1979499374,113483.261177241,2765765.41816291,3721596.35490664,1204703.21946579,354132.669101328,0,0,5223.22657035775,8685.6811594696,11510.3320383173,14557.848726637,18391.654843108,23292.6548831721,31850.2894112683,53046.7693050761,2140855.62157095,1266702.05135266,743704.16683649,162989.653484067
"75","Argentina",2008,0.586483720495007,5.9398694,NA,49.222221,3.4793262,NA,4.0338969,NA,0,7.65,13.06,1.26,2.91,3.91,4.97,6.28,41.5,7.98,10.66,16.58,45.44,0.16,1.55,4.2,14.17,26361.5219685142,0,3332.33231403875,7673.51323651782,10317.550949594,13108.8778834659,16555.7093940697,21043.3947381771,28093.6487801486,43711.0964613869,119779.095927743,4091932.88606382,4091790.36567731,1107008.21986727,373617.596358396,0,0,5851.69846101345,8975.18413759306,11547.442746489,14629.814381439,18519.665022061,23779.744989388,33120.8578207488,59015.1605406554,4091219.98607912,2895282.11775385,533640.833356631,158347.201884473
"76","Argentina",2009,0.568986092133659,5.5411763,NA,49.616665,3.2065053,NA,3.8103321,NA,0,7.65,13.22,1.2,2.93,3.96,5.13,6.76,44.39,8.9,11.59,17.15,42.39,0.05,0.72,3.59,11.81,24183.7235772163,0,2903.39239531391,7085.92595166957,9569.95469350939,12413.8159978792,16337.618851663,21519.6048690499,28018.348801015,41477.8367846635,102510.73099462,1186813.70314572,1730252.98354363,868875.677882974,285576.061804133,0,0,5433.42409162968,8427.5787250837,10933.6225845521,14121.819884285,18856.9849986377,24123.5277656659,33370.0765858705,53808.8221622177,1186584.00572383,787093.868740471,328362.952177122,156552.831492968
"77","Argentina",2010,0.570942913625752,5.3997526,NA,42.556339,3.1986804,814.73505,3.7828581,215.37552,0,8.08,13.64,1.42,3.08,4.01,5.12,6.62,42.73,8.28,11.04,16.8,43.63,0.08,0.54,2.63,11.76,27105.5287333247,0,3847.15199083742,8361.76280801999,10876.8232808739,13875.0670181867,17934.7537737182,22438.8620053212,29913.3621808331,45539.2067843109,118268.301779666,2132601.97235316,1473802.65218541,711582.624244131,318889.731485909,0,73.3358369549649,6539.13750222794,9882.35408012983,12156.0673663966,15794.7436767584,19825.9074854996,25592.6332104278,35669.8383428641,59749.2758339922,2132601.93590074,990486.881034319,432987.638365194,171603.9608045
"78","Argentina",2011,0.55481900045231,4.9009323,NA,37.621796,2.914068,231.02661,3.5054832,65.904358,0,8.58,14.43,1.56,3.29,4.19,5.39,6.94,43.51,8.67,11.25,16.64,42.05,0.06,0.62,2.59,11.36,29469.5046451469,0,4610.68653165303,9694.66914481124,12333.7514729804,15898.5194289618,20458.0053198497,25555.0550535717,33161.7488593363,49049.3003982942,123933.29952071,1826676.11316684,1826633.50457598,762031.204403886,334913.514296738,0,277.342879548232,7629.53231924104,11344.1690408227,13859.7913098019,18278.1034094719,23300.6829926882,28733.060685428,38849.2699076339,64073.5835743714,1826676.07028164,1469018.81665711,478118.264979673,201337.58896617
"79","Argentina",2012,0.536660613174198,4.3778028,NA,33.994049,2.61204,190.40584,3.6416523,52.285564,0,8.92,14.95,1.68,3.39,4.33,5.55,7.02,46,9.01,11.91,18.06,39.05,0.02,0.19,1.41,8.34,29179.540651119,0,4909.42912620406,9884.65272687162,12627.6544726656,16194.4101576858,20497.4382616234,26298.2770192148,34744.4593442348,52683.8811720172,113955.204230673,628879.896163841,551577.040938643,411572.817050558,243303.527947779,0,355.576206389607,7853.96343852785,11616.5908436243,14104.4620994205,18591.5020212618,23258.7412666908,29794.0126681021,41555.7827806621,67703.7879133929,587204.620205027,503369.499830966,316263.107308458,167623.946174283
"80","Argentina",2013,0.541737712518808,4.4688196,NA,36.528664,2.6987224,2258.6836,3.5712037,632.47125,0,8.98,14.87,1.57,3.47,4.42,5.41,6.97,45,9.13,11.68,17.22,40.13,0.03,0.31,1.74,9.85,30356.24193395,0,4769.01869155346,10533.8253037635,13422.0920888941,16427.4419039142,21150.1574445888,27716.8443995578,35466.7490435596,52258.7987770689,121817.4809653,931631.555779839,931624.434692311,529380.570374539,298927.70423006,0,29.3527754181607,8040.52478159579,12425.4528970094,14999.5855891631,18564.7866856686,23777.9202241107,30880.5714039388,42376.5776410604,66298.632879477,931631.489307778,871786.907548663,408705.351731884,202239.100206513
"81","Argentina",2014,0.559397848719031,5.0550122,NA,41.363636,2.989877,845.65448,3.9833899,212.29518,0,8.18,13.83,1.43,3.15,4.04,5.21,6.6,44.82,8.58,11.84,17.8,41.35,0.04,0.3,2.1,10.28,29086.2203107747,0,4168.48007618248,9170.4404550434,11745.0148647613,15156.8348977533,19187.1753106467,24958.3503751171,34449.5721292003,51763.8499578786,120262.480752644,1237960.08126685,879600.936288572,611396.534855521,299142.162395992,0,80.0023413581398,7244.33959345077,10679.4570115636,13194.9141725212,16984.1111035294,21831.5067873456,28543.0363624272,41090.6606183544,67654.3369888043,1162773.79937659,714707.853204108,414349.47295737,177249.432913799
"82","Argentina",2015,0.562881869449503,5.0279069,NA,41.676056,2.9923875,1421.3497,3.4250245,414.98965,0,8.6,14.45,1.42,3.3,4.36,5.38,6.68,42.31,8.53,11.15,15.94,43.24,0.04,0.31,2.6,15.6,29548.1496699122,0,4196.90438701184,9736.5679856083,12888.7417169998,15888.0061220822,19746.4583632267,25207.275376616,32950.455621194,47110.7799826639,127756.307143719,1131979.31357969,930737.95900323,769083.085939213,460856.963239057,0,42.3019616808733,7531.3166332703,11587.0686716645,14189.3211897247,17554.8766685183,22214.0363421907,28226.8845207712,38391.9013895597,60125.8829426611,1092224.21389203,821505.039316968,662688.962815152,173665.044978632
"83","Argentina",2016,0.566705897394433,4.9988961,NA,42,2.9933906,NA,2.8402209,NA,0,9.06,15.13,1.41,3.45,4.71,5.56,6.78,39.59,8.48,10.4,13.93,45.29,0.03,0.89,5.96,21.36,28374.7205278722,0,3990.86029739927,9788.2124881977,13374.6267490842,15768.324249048,19227.62034315,24052.5291721331,29508.989049161,39532.8814447122,128503.148620276,956062.979986082,2531583.60236122,1692317.67445002,606166.948409943,0,0,7411.43534405425,11896.1787634138,14443.9199032374,17171.5108522653,21369.1893171445,26303.8735378679,33373.9834276276,48770.8832444758,956063.016438502,888369.928382611,888369.928382611,160097.979469764
"84","Argentina",2017,0.581354113310097,5.6391253,NA,45.474075,3.3728197,NA,3.4371934,NA,0,8.23,13.76,1.35,3.17,4.16,5.08,6.49,39.82,8.03,10.32,14.98,46.41,0.06,0.58,2.98,13.86,28840.9920135508,0,3885.8773268044,9144.90231820139,12003.1258761873,14663.5049948783,18724.8642732256,23164.7755040803,29756.7046880085,43210.8706182865,133855.288103056,1668769.09355638,1668739.17684058,860346.851488251,399821.124960093,0,0,6955.94734201783,10914.9525125552,13058.2047306657,16461.6342741982,20358.7089268287,26315.3560502767,33785.8250169504,56581.822105696,1668768.98848764,1418093.15579692,601060.656915533,234311.076084242
"85","Argentina",2018,0.586629653950498,5.8782935,NA,49.023811,3.4806836,NA,3.4680617,NA,0,7.97,13.46,1.26,3.06,4.1,5.04,6.44,39.7,8.05,10.3,14.92,46.85,0.05,0.47,3.17,14.5,27396.702090004,0,3446.6942779625,8384.76428525797,11231.0657575309,13806.4721401366,17637.7801936839,22043.224588972,28207.9828686921,40866.8363246533,128342.183309071,1328034.97471318,1286991.10399273,868727.925502014,397364.010970028,0,0,6385.69854369388,10172.7083294814,12379.7072537359,15489.0601125216,19432.1956146486,25005.6398856052,32356.9158705293,53717.0156694477,1328034.92110668,1149473.89794495,664477.4043277,215938.477279935
