,dataset,variable,eq,percentile,thr,share
3524,ca16,dhi,1,50,        33485.99,   8.2418
3525,ca16,dhi,1,60,        38378.87,   9.4701
3526,ca16,dhi,1,70,        43862.41,  10.8316
3527,ca16,dhi,1,80,        51281.37,  12.4836
3528,ca16,dhi,1,90,        64227.25,  15.0871
3529,ca16,dhi,1,100,               .,  23.2828
3530,ca16,dhci,1,10,        15616.08,   2.8091
3531,ca16,dhci,1,20,        20377.56,   4.7579
3532,ca16,dhci,1,30,        24851.28,   5.9691
3533,ca16,dhci,1,40,        29010.22,   7.0668
3534,ca16,dhci,1,50,        33485.99,   8.2418
3535,ca16,dhci,1,60,        38378.87,   9.4701
3536,ca16,dhci,1,70,        43862.41,  10.8316
3537,ca16,dhci,1,80,        51281.37,  12.4836
3538,ca16,dhci,1,90,        64227.25,  15.0871
3539,ca16,dhci,1,100,               .,  23.2828
3540,ca16,mi,1,10,         4702.81,   0.2990
3541,ca16,mi,1,20,        13646.86,   2.3113
3542,ca16,mi,1,30,        20734.76,   4.2132
3543,ca16,mi,1,40,        27385.53,   5.8831
3544,ca16,mi,1,50,        34427.53,   7.5017
3545,ca16,mi,1,60,        41675.16,   9.2644
3546,ca16,mi,1,70,        50764.57,  11.2787
3547,ca16,mi,1,80,        61989.11,  13.6521
3548,ca16,mi,1,90,        79867.95,  16.9169
3549,ca16,mi,1,100,               .,  28.6796
3550,ca16,hcexp,1,10,.,.
3551,ca16,hcexp,1,20,.,.
3552,ca16,hcexp,1,30,.,.
3553,ca16,hcexp,1,40,.,.
3554,ca16,hcexp,1,50,.,.
3555,ca16,hcexp,1,60,.,.
3556,ca16,hcexp,1,70,.,.
3557,ca16,hcexp,1,80,.,.
3558,ca16,hcexp,1,90,.,.
3559,ca16,hcexp,1,100,.,.
3560,ca17,dhi,1,10,        15922.76,   2.8060
3561,ca17,dhi,1,20,        20816.38,   4.7040
3562,ca17,dhi,1,30,        25314.68,   5.8717
3563,ca17,dhi,1,40,        29637.30,   7.0036
3564,ca17,dhi,1,50,        34379.29,   8.1497
3565,ca17,dhi,1,60,        39389.54,   9.4068
3566,ca17,dhi,1,70,        45398.50,  10.7728
3567,ca17,dhi,1,80,        53216.26,  12.5081
3568,ca17,dhi,1,90,        66350.70,  15.0793
3569,ca17,dhi,1,100,               .,  23.6980
3570,ca17,dhci,1,10,        15922.76,   2.8060
3571,ca17,dhci,1,20,        20816.38,   4.7040
3572,ca17,dhci,1,30,        25314.68,   5.8717
3573,ca17,dhci,1,40,        29637.30,   7.0036
3574,ca17,dhci,1,50,        34379.29,   8.1497
3575,ca17,dhci,1,60,        39389.54,   9.4068
3576,ca17,dhci,1,70,        45398.50,  10.7728
3577,ca17,dhci,1,80,        53216.26,  12.5081
3578,ca17,dhci,1,90,        66350.70,  15.0793
3579,ca17,dhci,1,100,               .,  23.6980
3580,ca17,mi,1,10,         4666.88,   0.2771
3581,ca17,mi,1,20,        13342.09,   2.2115
3582,ca17,mi,1,30,        20543.63,   4.0082
3583,ca17,mi,1,40,        27790.23,   5.7041
3584,ca17,mi,1,50,        35152.32,   7.4199
3585,ca17,mi,1,60,        43128.14,   9.2222
3586,ca17,mi,1,70,        51877.74,  11.1909
3587,ca17,mi,1,80,        63987.57,  13.5363
3588,ca17,mi,1,90,        83192.84,  17.0926
3589,ca17,mi,1,100,               .,  29.3373
3590,ca17,hcexp,1,10,.,.
3591,ca17,hcexp,1,20,.,.
3592,ca17,hcexp,1,30,.,.
3593,ca17,hcexp,1,40,.,.
3594,ca17,hcexp,1,50,.,.
3595,ca17,hcexp,1,60,.,.
3596,ca17,hcexp,1,70,.,.
3597,ca17,hcexp,1,80,.,.
3598,ca17,hcexp,1,90,.,.
3599,ca17,hcexp,1,100,.,.
3600,ca18,dhi,1,10,        16322.67,   2.8556
3601,ca18,dhi,1,20,        21430.33,   4.8075
3602,ca18,dhi,1,30,        25967.54,   6.0091
3603,ca18,dhi,1,40,        30339.01,   7.1256
3604,ca18,dhi,1,50,        34754.29,   8.2659
3605,ca18,dhi,1,60,        39581.82,   9.4066
3606,ca18,dhi,1,70,        45585.00,  10.7648
3607,ca18,dhi,1,80,        53196.43,  12.4619
3608,ca18,dhi,1,90,        66527.97,  14.9857
3609,ca18,dhi,1,100,               .,  23.3173
3610,ca18,dhci,1,10,        16322.67,   2.8556
3611,ca18,dhci,1,20,        21430.33,   4.8075
3612,ca18,dhci,1,30,        25967.54,   6.0091
3613,ca18,dhci,1,40,        30339.01,   7.1256
3614,ca18,dhci,1,50,        34754.29,   8.2659
3615,ca18,dhci,1,60,        39581.82,   9.4066
3616,ca18,dhci,1,70,        45585.00,  10.7648
3617,ca18,dhci,1,80,        53196.43,  12.4619
3618,ca18,dhci,1,90,        66527.97,  14.9857
3619,ca18,dhci,1,100,               .,  23.3173
3620,ca18,mi,1,10,         5455.85,   0.3349
3621,ca18,mi,1,20,        14377.41,   2.3731
3622,ca18,mi,1,30,        21838.86,   4.2382
3623,ca18,mi,1,40,        28814.12,   5.9398
3624,ca18,mi,1,50,        35993.42,   7.5572
3625,ca18,mi,1,60,        43624.80,   9.2897
3626,ca18,mi,1,70,        52377.80,  11.1839
3627,ca18,mi,1,80,        63956.41,  13.5402
3628,ca18,mi,1,90,        82963.01,  16.9101
3629,ca18,mi,1,100,               .,  28.6330
3630,ca18,hcexp,1,10,.,.
3631,ca18,hcexp,1,20,.,.
3632,ca18,hcexp,1,30,.,.
3633,ca18,hcexp,1,40,.,.
3634,ca18,hcexp,1,50,.,.
3635,ca18,hcexp,1,60,.,.
3636,ca18,hcexp,1,70,.,.
3637,ca18,hcexp,1,80,.,.
3638,ca18,hcexp,1,90,.,.
3639,ca18,hcexp,1,100,.,.
3640,ch82,dhi,1,10,        17739.03,   3.1685
3641,ch82,dhi,1,20,        22390.53,   5.1730
3642,ch82,dhi,1,30,        25793.54,   6.2190
3643,ch82,dhi,1,40,        29072.52,   7.0634
3644,ch82,dhi,1,50,        32825.48,   7.9032
3645,ch82,dhi,1,60,        36575.10,   8.9711
3646,ch82,dhi,1,70,        41285.75,   9.8777
3647,ch82,dhi,1,80,        47647.82,  11.3320
3648,ch82,dhi,1,90,        60778.04,  13.7067
3649,ch82,dhi,1,100,               .,  26.5853
3650,ch82,dhci,1,10,        17739.03,   3.1685
3651,ch82,dhci,1,20,        22390.53,   5.1730
3652,ch82,dhci,1,30,        25793.54,   6.2190
3653,ch82,dhci,1,40,        29072.52,   7.0634
3654,ch82,dhci,1,50,        32825.48,   7.9032
3655,ch82,dhci,1,60,        36575.10,   8.9711
3656,ch82,dhci,1,70,        41285.75,   9.8777
3657,ch82,dhci,1,80,        47647.82,  11.3320
3658,ch82,dhci,1,90,        60778.04,  13.7067
3659,ch82,dhci,1,100,               .,  26.5853
3660,ch82,mi,1,10,         8440.41,   0.7501
3661,ch82,mi,1,20,        21303.41,   3.3246
3662,ch82,mi,1,30,        27934.82,   5.6057
3663,ch82,mi,1,40,        32472.12,   6.7394
3664,ch82,mi,1,50,        37512.93,   7.8324
3665,ch82,mi,1,60,        42436.50,   8.9361
3666,ch82,mi,1,70,        48884.03,  10.2183
3667,ch82,mi,1,80,        57207.21,  11.7921
3668,ch82,mi,1,90,        75178.75,  14.5225
3669,ch82,mi,1,100,               .,  30.2788
3670,ch82,hcexp,1,10,.,.
3671,ch82,hcexp,1,20,.,.
3672,ch82,hcexp,1,30,.,.
3673,ch82,hcexp,1,40,.,.
3674,ch82,hcexp,1,50,.,.
3675,ch82,hcexp,1,60,.,.
3676,ch82,hcexp,1,70,.,.
3677,ch82,hcexp,1,80,.,.
3678,ch82,hcexp,1,90,.,.
3679,ch82,hcexp,1,100,.,.
3680,ch92,dhi,1,10,        17059.92,   2.1996
3681,ch92,dhi,1,20,        22386.27,   5.2531
3682,ch92,dhi,1,30,        26043.42,   6.3945
3683,ch92,dhi,1,40,        29689.95,   7.2703
3684,ch92,dhi,1,50,        33413.79,   8.2956
3685,ch92,dhi,1,60,        37333.58,   9.2996
3686,ch92,dhi,1,70,        42841.86,  10.4529
3687,ch92,dhi,1,80,        50195.04,  12.0883
3688,ch92,dhi,1,90,        62872.80,  14.7388
3689,ch92,dhi,1,100,               .,  24.0073
3690,ch92,dhci,1,10,        16969.87,   2.1895
3691,ch92,dhci,1,20,        22323.57,   5.2346
3692,ch92,dhci,1,30,        25979.77,   6.3357
3693,ch92,dhci,1,40,        29659.06,   7.3016
3694,ch92,dhci,1,50,        33378.67,   8.2788
3695,ch92,dhci,1,60,        37286.88,   9.3021
3696,ch92,dhci,1,70,        42841.86,  10.4880
3697,ch92,dhci,1,80,        50195.04,  12.0856
3698,ch92,dhci,1,90,        62872.80,  14.7458
3699,ch92,dhci,1,100,               .,  24.0382
3700,ch92,mi,1,10,         7099.51,   0.5648
3701,ch92,mi,1,20,        19763.98,   3.2838
3702,ch92,mi,1,30,        26375.24,   5.5599
3703,ch92,mi,1,40,        31327.58,   6.8971
3704,ch92,mi,1,50,        36216.84,   8.0538
3705,ch92,mi,1,60,        41213.57,   9.2324
3706,ch92,mi,1,70,        48007.04,  10.6088
3707,ch92,mi,1,80,        57118.01,  12.4164
3708,ch92,mi,1,90,        73781.84,  15.2797
3709,ch92,mi,1,100,               .,  28.1031
3710,ch92,hcexp,1,10,.,.
3711,ch92,hcexp,1,20,.,.
3712,ch92,hcexp,1,30,.,.
3713,ch92,hcexp,1,40,.,.
3714,ch92,hcexp,1,50,.,.
3715,ch92,hcexp,1,60,.,.
3716,ch92,hcexp,1,70,.,.
3717,ch92,hcexp,1,80,.,.
3718,ch92,hcexp,1,90,.,.
3719,ch92,hcexp,1,100,.,.
3720,ch00,dhi,1,10,        18164.74,   3.5331
3721,ch00,dhi,1,20,        22572.58,   5.3711
3722,ch00,dhi,1,30,        26490.99,   6.4303
3723,ch00,dhi,1,40,        29982.02,   7.3959
3724,ch00,dhi,1,50,        33418.32,   8.2924
3725,ch00,dhi,1,60,        37375.88,   9.3664
3726,ch00,dhi,1,70,        42870.11,  10.4036
3727,ch00,dhi,1,80,        50063.13,  12.1207
3728,ch00,dhi,1,90,        60711.99,  14.4104
3729,ch00,dhi,1,100,               .,  22.6760
3730,ch00,dhci,1,10,        18095.54,   3.4729
3731,ch00,dhci,1,20,        22442.71,   5.3962
3732,ch00,dhci,1,30,        26274.28,   6.4537
3733,ch00,dhci,1,40,        29844.62,   7.3988
3734,ch00,dhci,1,50,        33206.76,   8.2967
3735,ch00,dhci,1,60,        37293.65,   9.3517
3736,ch00,dhci,1,70,        42672.12,  10.4715
3737,ch00,dhci,1,80,        49684.97,  12.1466
3738,ch00,dhci,1,90,        60452.41,  14.4239
3739,ch00,dhci,1,100,               .,  22.5879
3740,ch00,mi,1,10,        13102.08,   1.2202
3741,ch00,mi,1,20,        23285.55,   4.0660
3742,ch00,mi,1,30,        29558.40,   5.8279
3743,ch00,mi,1,40,        34802.52,   7.0516
3744,ch00,mi,1,50,        39866.59,   8.2087
3745,ch00,mi,1,60,        45449.38,   9.4097
3746,ch00,mi,1,70,        52921.58,  10.8429
3747,ch00,mi,1,80,        63448.88,  12.8579
3748,ch00,mi,1,90,        79052.94,  15.3317
3749,ch00,mi,1,100,               .,  25.1834
3750,ch00,hcexp,1,10,        12870.53,   3.7716
3751,ch00,hcexp,1,20,        15841.46,   5.3299
3752,ch00,hcexp,1,30,        18249.04,   6.3141
3753,ch00,hcexp,1,40,        20419.73,   7.2004
3754,ch00,hcexp,1,50,        23040.65,   8.1186
3755,ch00,hcexp,1,60,        25975.53,   9.0309
3756,ch00,hcexp,1,70,        29776.30,  10.2464
3757,ch00,hcexp,1,80,        34763.96,  11.8981
3758,ch00,hcexp,1,90,        43706.99,  14.2468
3759,ch00,hcexp,1,100,               .,  23.8431
3760,ch02,dhi,1,10,        19160.73,   3.6735
3761,ch02,dhi,1,20,        23659.60,   5.4251
3762,ch02,dhi,1,30,        27302.37,   6.3794
3763,ch02,dhi,1,40,        31613.74,   7.3580
3764,ch02,dhi,1,50,        35530.02,   8.4461
3765,ch02,dhi,1,60,        40186.70,   9.4920
3766,ch02,dhi,1,70,        45512.58,  10.7091
3767,ch02,dhi,1,80,        52760.06,  12.3035
3768,ch02,dhi,1,90,        64691.94,  14.5449
3769,ch02,dhi,1,100,               .,  21.6683
3770,ch02,dhci,1,10,        19049.62,   3.6346
3771,ch02,dhci,1,20,        23588.81,   5.4249
3772,ch02,dhci,1,30,        27228.77,   6.3784
3773,ch02,dhci,1,40,        31209.06,   7.3340
3774,ch02,dhci,1,50,        35419.11,   8.4412
3775,ch02,dhci,1,60,        39917.58,   9.5222
3776,ch02,dhci,1,70,        45414.44,  10.7156
3777,ch02,dhci,1,80,        52407.16,  12.2574
3778,ch02,dhci,1,90,        64336.14,  14.6069
3779,ch02,dhci,1,100,               .,  21.6848
3780,ch02,mi,1,10,        14238.85,   1.2033
3781,ch02,mi,1,20,        24551.87,   4.2330
3782,ch02,mi,1,30,        30695.90,   5.7844
3783,ch02,mi,1,40,        36044.43,   7.0077
3784,ch02,mi,1,50,        41894.33,   8.1725
3785,ch02,mi,1,60,        48812.73,   9.5026
3786,ch02,mi,1,70,        56381.50,  11.0286
3787,ch02,mi,1,80,        67359.87,  13.0079
3788,ch02,mi,1,90,        83155.66,  15.6444
3789,ch02,mi,1,100,               .,  24.4154
3790,ch02,hcexp,1,10,        12759.74,   3.7363
3791,ch02,hcexp,1,20,        15658.45,   5.2736
3792,ch02,hcexp,1,30,        18346.91,   6.3194
3793,ch02,hcexp,1,40,        20713.60,   7.2426
3794,ch02,hcexp,1,50,        23186.75,   8.1977
3795,ch02,hcexp,1,60,        26116.87,   9.0760
3796,ch02,hcexp,1,70,        30114.22,  10.3732
3797,ch02,hcexp,1,80,        34557.65,  12.0159
3798,ch02,hcexp,1,90,        42885.91,  14.1927
3799,ch02,hcexp,1,100,               .,  23.5726
3800,ch04,dhi,1,10,        18383.54,   3.4358
3801,ch04,dhi,1,20,        23278.04,   5.4966
3802,ch04,dhi,1,30,        27023.33,   6.6239
3803,ch04,dhi,1,40,        30700.63,   7.6503
3804,ch04,dhi,1,50,        34220.41,   8.6174
3805,ch04,dhi,1,60,        38071.74,   9.4988
3806,ch04,dhi,1,70,        42970.17,  10.7024
3807,ch04,dhi,1,80,        49810.55,  12.2826
3808,ch04,dhi,1,90,        60329.04,  14.5366
3809,ch04,dhi,1,100,               .,  21.1558
3810,ch04,dhci,1,10,        18320.46,   3.4233
3811,ch04,dhci,1,20,        23096.67,   5.5061
3812,ch04,dhci,1,30,        26902.52,   6.6111
3813,ch04,dhci,1,40,        30625.70,   7.6599
3814,ch04,dhci,1,50,        34061.19,   8.5959
3815,ch04,dhci,1,60,        38015.54,   9.5448
3816,ch04,dhci,1,70,        42806.43,  10.7040
3817,ch04,dhci,1,80,        49747.66,  12.2853
3818,ch04,dhci,1,90,        60093.12,  14.5778
3819,ch04,dhci,1,100,               .,  21.0917
3820,ch04,mi,1,10,        10560.64,   0.8944
3821,ch04,mi,1,20,        22928.39,   3.8801
3822,ch04,mi,1,30,        29770.82,   5.8840
3823,ch04,mi,1,40,        35401.30,   7.2069
3824,ch04,mi,1,50,        40748.03,   8.4001
3825,ch04,mi,1,60,        47111.27,   9.7377
3826,ch04,mi,1,70,        54723.07,  11.3171
3827,ch04,mi,1,80,        64079.72,  13.1098
3828,ch04,mi,1,90,        79434.25,  15.6949
3829,ch04,mi,1,100,               .,  23.8749
3830,ch04,hcexp,1,10,        12938.74,   3.8283
3831,ch04,hcexp,1,20,        15818.27,   5.3185
3832,ch04,hcexp,1,30,        18466.98,   6.2640
3833,ch04,hcexp,1,40,        20894.17,   7.2316
3834,ch04,hcexp,1,50,        23710.10,   8.1712
3835,ch04,hcexp,1,60,        26739.05,   9.2128
3836,ch04,hcexp,1,70,        30574.48,  10.3895
3837,ch04,hcexp,1,80,        35275.62,  11.9056
3838,ch04,hcexp,1,90,        45106.17,  14.4803
3839,ch04,hcexp,1,100,               .,  23.1982
3840,ch06,dhi,1,10,        18272.83,   3.1563
3841,ch06,dhi,1,20,        23607.26,   5.1343
3842,ch06,dhi,1,30,        27829.76,   6.2002
3843,ch06,dhi,1,40,        31612.60,   7.1753
3844,ch06,dhi,1,50,        35798.84,   8.1202
3845,ch06,dhi,1,60,        40677.77,   9.2334
3846,ch06,dhi,1,70,        46175.44,  10.5077
3847,ch06,dhi,1,80,        53838.43,  12.0500
3848,ch06,dhi,1,90,        68022.98,  14.5338
3849,ch06,dhi,1,100,               .,  23.8888
3850,ch06,dhci,1,10,        18272.83,   3.1563
3851,ch06,dhci,1,20,        23607.26,   5.1343
3852,ch06,dhci,1,30,        27829.76,   6.2002
3853,ch06,dhci,1,40,        31612.60,   7.1753
3854,ch06,dhci,1,50,        35798.84,   8.1202
3855,ch06,dhci,1,60,        40677.77,   9.2334
3856,ch06,dhci,1,70,        46175.44,  10.5077
3857,ch06,dhci,1,80,        53838.43,  12.0500
3858,ch06,dhci,1,90,        68022.98,  14.5338
3859,ch06,dhci,1,100,               .,  23.8888
3860,ch06,mi,1,10,        13753.67,   1.1901
3861,ch06,mi,1,20,        24767.59,   3.9242
3862,ch06,mi,1,30,        31830.67,   5.5589
3863,ch06,mi,1,40,        37585.83,   6.8422
3864,ch06,mi,1,50,        43602.27,   7.9759
3865,ch06,mi,1,60,        50681.24,   9.2553
3866,ch06,mi,1,70,        59497.52,  10.8040
3867,ch06,mi,1,80,        70280.98,  12.6602
3868,ch06,mi,1,90,        89959.93,  15.5234
3869,ch06,mi,1,100,               .,  26.2657
3870,ch06,hcexp,1,10,.,.
3871,ch06,hcexp,1,20,.,.
3872,ch06,hcexp,1,30,.,.
3873,ch06,hcexp,1,40,.,.
3874,ch06,hcexp,1,50,.,.
3875,ch06,hcexp,1,60,.,.
3876,ch06,hcexp,1,70,.,.
3877,ch06,hcexp,1,80,.,.
3878,ch06,hcexp,1,90,.,.
3879,ch06,hcexp,1,100,.,.
3880,ch07,dhi,1,10,        18787.43,   3.1567
3881,ch07,dhi,1,20,        23671.05,   5.0006
3882,ch07,dhi,1,30,        28078.55,   6.1243
3883,ch07,dhi,1,40,        32233.58,   7.0691
3884,ch07,dhi,1,50,        36656.92,   8.0801
3885,ch07,dhi,1,60,        41227.95,   9.1283
3886,ch07,dhi,1,70,        46791.27,  10.3169
3887,ch07,dhi,1,80,        55198.76,  11.9106
3888,ch07,dhi,1,90,        69950.98,  14.4647
3889,ch07,dhi,1,100,               .,  24.7486
3890,ch07,dhci,1,10,        18787.43,   3.1567
3891,ch07,dhci,1,20,        23671.05,   5.0006
3892,ch07,dhci,1,30,        28078.55,   6.1243
3893,ch07,dhci,1,40,        32233.58,   7.0691
3894,ch07,dhci,1,50,        36656.92,   8.0801
3895,ch07,dhci,1,60,        41227.95,   9.1283
3896,ch07,dhci,1,70,        46791.27,  10.3169
3897,ch07,dhci,1,80,        55198.76,  11.9106
3898,ch07,dhci,1,90,        69950.98,  14.4647
3899,ch07,dhci,1,100,               .,  24.7486
3900,ch07,mi,1,10,        13672.05,   1.1280
3901,ch07,mi,1,20,        24422.02,   3.7745
3902,ch07,mi,1,30,        32287.36,   5.4461
3903,ch07,mi,1,40,        38913.88,   6.7732
3904,ch07,mi,1,50,        44738.57,   7.9255
3905,ch07,mi,1,60,        51961.36,   9.1581
3906,ch07,mi,1,70,        60637.43,  10.6755
3907,ch07,mi,1,80,        71956.85,  12.5055
3908,ch07,mi,1,90,        92888.18,  15.4512
3909,ch07,mi,1,100,               .,  27.1625
3910,ch07,hcexp,1,10,.,.
3911,ch07,hcexp,1,20,.,.
3912,ch07,hcexp,1,30,.,.
3913,ch07,hcexp,1,40,.,.
3914,ch07,hcexp,1,50,.,.
3915,ch07,hcexp,1,60,.,.
3916,ch07,hcexp,1,70,.,.
3917,ch07,hcexp,1,80,.,.
3918,ch07,hcexp,1,90,.,.
3919,ch07,hcexp,1,100,.,.
3920,ch08,dhi,1,10,        18668.12,   3.1829
3921,ch08,dhi,1,20,        23846.04,   4.9792
3922,ch08,dhi,1,30,        28226.58,   6.1007
3923,ch08,dhi,1,40,        32367.90,   7.0983
3924,ch08,dhi,1,50,        36614.57,   8.0714
3925,ch08,dhi,1,60,        41905.12,   9.1045
3926,ch08,dhi,1,70,        48165.71,  10.5238
3927,ch08,dhi,1,80,        55746.35,  12.0680
3928,ch08,dhi,1,90,        69373.03,  14.4347
3929,ch08,dhi,1,100,               .,  24.4365
3930,ch08,dhci,1,10,        18668.12,   3.1829
3931,ch08,dhci,1,20,        23846.04,   4.9792
3932,ch08,dhci,1,30,        28226.58,   6.1007
3933,ch08,dhci,1,40,        32367.90,   7.0983
3934,ch08,dhci,1,50,        36614.57,   8.0714
3935,ch08,dhci,1,60,        41905.12,   9.1045
3936,ch08,dhci,1,70,        48165.71,  10.5238
3937,ch08,dhci,1,80,        55746.35,  12.0680
3938,ch08,dhci,1,90,        69373.03,  14.4347
3939,ch08,dhci,1,100,               .,  24.4365
3940,ch08,mi,1,10,        12900.98,   1.0404
3941,ch08,mi,1,20,        24489.81,   3.6782
3942,ch08,mi,1,30,        32362.20,   5.4204
3943,ch08,mi,1,40,        38856.12,   6.7476
3944,ch08,mi,1,50,        45365.15,   7.9914
3945,ch08,mi,1,60,        52603.73,   9.2934
3946,ch08,mi,1,70,        61849.33,  10.8781
3947,ch08,mi,1,80,        72866.19,  12.7147
3948,ch08,mi,1,90,        91452.30,  15.4346
3949,ch08,mi,1,100,               .,  26.8012
3950,ch08,hcexp,1,10,.,.
3951,ch08,hcexp,1,20,.,.
3952,ch08,hcexp,1,30,.,.
3953,ch08,hcexp,1,40,.,.
3954,ch08,hcexp,1,50,.,.
3955,ch08,hcexp,1,60,.,.
3956,ch08,hcexp,1,70,.,.
3957,ch08,hcexp,1,80,.,.
3958,ch08,hcexp,1,90,.,.
3959,ch08,hcexp,1,100,.,.
3960,ch09,dhi,1,10,        18942.71,   3.2895
3961,ch09,dhi,1,20,        24501.02,   5.1287
3962,ch09,dhi,1,30,        28407.35,   6.2102
3963,ch09,dhi,1,40,        32810.49,   7.1545
3964,ch09,dhi,1,50,        37149.80,   8.2156
3965,ch09,dhi,1,60,        42006.22,   9.2552
3966,ch09,dhi,1,70,        48066.56,  10.4819
3967,ch09,dhi,1,80,        55371.36,  12.1511
3968,ch09,dhi,1,90,        68473.12,  14.3001
3969,ch09,dhi,1,100,               .,  23.8133
3970,ch09,dhci,1,10,        18942.71,   3.2895
3971,ch09,dhci,1,20,        24501.02,   5.1287
3972,ch09,dhci,1,30,        28407.35,   6.2102
3973,ch09,dhci,1,40,        32810.49,   7.1545
3974,ch09,dhci,1,50,        37149.80,   8.2156
3975,ch09,dhci,1,60,        42006.22,   9.2552
3976,ch09,dhci,1,70,        48066.56,  10.4819
3977,ch09,dhci,1,80,        55371.36,  12.1511
3978,ch09,dhci,1,90,        68473.12,  14.3001
3979,ch09,dhci,1,100,               .,  23.8133
3980,ch09,mi,1,10,        13007.79,   1.0232
3981,ch09,mi,1,20,        24255.33,   3.7085
3982,ch09,mi,1,30,        32402.26,   5.4838
3983,ch09,mi,1,40,        38863.88,   6.8357
3984,ch09,mi,1,50,        45475.48,   8.0620
3985,ch09,mi,1,60,        52286.90,   9.3805
3986,ch09,mi,1,70,        61256.30,  10.9112
3987,ch09,mi,1,80,        72817.73,  12.7191
3988,ch09,mi,1,90,        90903.27,  15.4274
3989,ch09,mi,1,100,               .,  26.4488
3990,ch09,hcexp,1,10,.,.
3991,ch09,hcexp,1,20,.,.
3992,ch09,hcexp,1,30,.,.
3993,ch09,hcexp,1,40,.,.
3994,ch09,hcexp,1,50,.,.
3995,ch09,hcexp,1,60,.,.
3996,ch09,hcexp,1,70,.,.
3997,ch09,hcexp,1,80,.,.
3998,ch09,hcexp,1,90,.,.
3999,ch09,hcexp,1,100,.,.
4000,ch10,dhi,1,10,        19371.42,   3.2810
4001,ch10,dhi,1,20,        24458.43,   5.1123
4002,ch10,dhi,1,30,        28865.28,   6.2168
4003,ch10,dhi,1,40,        32832.05,   7.1796
4004,ch10,dhi,1,50,        37476.62,   8.1914
4005,ch10,dhi,1,60,        42374.76,   9.2770
4006,ch10,dhi,1,70,        48337.28,  10.5647
4007,ch10,dhi,1,80,        55720.05,  12.0853
4008,ch10,dhi,1,90,        68312.05,  14.5380
4009,ch10,dhi,1,100,               .,  23.5538
4010,ch10,dhci,1,10,        19371.42,   3.2810
4011,ch10,dhci,1,20,        24458.43,   5.1123
4012,ch10,dhci,1,30,        28865.28,   6.2168
4013,ch10,dhci,1,40,        32832.05,   7.1796
4014,ch10,dhci,1,50,        37476.62,   8.1914
4015,ch10,dhci,1,60,        42374.76,   9.2770
4016,ch10,dhci,1,70,        48337.28,  10.5647
4017,ch10,dhci,1,80,        55720.05,  12.0853
4018,ch10,dhci,1,90,        68312.05,  14.5380
4019,ch10,dhci,1,100,               .,  23.5538
4020,ch10,mi,1,10,        12658.18,   1.0048
4021,ch10,mi,1,20,        24445.02,   3.6221
4022,ch10,mi,1,30,        32193.81,   5.4164
4023,ch10,mi,1,40,        38994.86,   6.7424
4024,ch10,mi,1,50,        45696.82,   8.0009
4025,ch10,mi,1,60,        53040.03,   9.3740
4026,ch10,mi,1,70,        61703.27,  10.8525
4027,ch10,mi,1,80,        73300.95,  12.7493
4028,ch10,mi,1,90,        91195.09,  15.4537
4029,ch10,mi,1,100,               .,  26.7839
4030,ch10,hcexp,1,10,.,.
4031,ch10,hcexp,1,20,.,.
4032,ch10,hcexp,1,30,.,.
4033,ch10,hcexp,1,40,.,.
4034,ch10,hcexp,1,50,.,.
4035,ch10,hcexp,1,60,.,.
4036,ch10,hcexp,1,70,.,.
4037,ch10,hcexp,1,80,.,.
4038,ch10,hcexp,1,90,.,.
4039,ch10,hcexp,1,100,.,.
4040,ch11,dhi,1,10,        19151.04,   3.3412
4041,ch11,dhi,1,20,        25328.93,   5.1287
4042,ch11,dhi,1,30,        29685.22,   6.3004
4043,ch11,dhi,1,40,        33941.28,   7.2837
4044,ch11,dhi,1,50,        38764.61,   8.3135
4045,ch11,dhi,1,60,        43718.71,   9.4479
4046,ch11,dhi,1,70,        49357.91,  10.6149
4047,ch11,dhi,1,80,        57286.74,  12.1691
4048,ch11,dhi,1,90,        70478.55,  14.4381
4049,ch11,dhi,1,100,               .,  22.9625
4050,ch11,dhci,1,10,        19151.04,   3.3412
4051,ch11,dhci,1,20,        25328.93,   5.1287
4052,ch11,dhci,1,30,        29685.22,   6.3004
4053,ch11,dhci,1,40,        33941.28,   7.2837
4054,ch11,dhci,1,50,        38764.61,   8.3135
4055,ch11,dhci,1,60,        43718.71,   9.4479
4056,ch11,dhci,1,70,        49357.91,  10.6149
4057,ch11,dhci,1,80,        57286.74,  12.1691
4058,ch11,dhci,1,90,        70478.55,  14.4381
4059,ch11,dhci,1,100,               .,  22.9625
4060,ch11,mi,1,10,        14187.65,   1.0478
4061,ch11,mi,1,20,        24851.67,   3.6834
4062,ch11,mi,1,30,        33509.87,   5.4361
4063,ch11,mi,1,40,        40484.60,   6.8492
4064,ch11,mi,1,50,        47295.45,   8.1643
4065,ch11,mi,1,60,        54959.23,   9.4709
4066,ch11,mi,1,70,        63507.42,  10.9617
4067,ch11,mi,1,80,        75395.38,  12.8127
4068,ch11,mi,1,90,        96001.25,  15.6250
4069,ch11,mi,1,100,               .,  25.9490
4070,ch11,hcexp,1,10,.,.
4071,ch11,hcexp,1,20,.,.
4072,ch11,hcexp,1,30,.,.
4073,ch11,hcexp,1,40,.,.
4074,ch11,hcexp,1,50,.,.
4075,ch11,hcexp,1,60,.,.
4076,ch11,hcexp,1,70,.,.
4077,ch11,hcexp,1,80,.,.
4078,ch11,hcexp,1,90,.,.
