,dataset,variable,eq,percentile,thr,share
16686,nl07,dhi,0,70,        23100.26,  10.2182
16687,nl07,dhi,0,80,        27516.18,  11.9541
16688,nl07,dhi,0,90,        34589.10,  14.5782
16689,nl07,dhi,0,100,               .,  24.2550
16690,nl07,dhci,0,10,         9629.68,   3.3822
16691,nl07,dhci,0,20,        11957.92,   5.2689
16692,nl07,dhci,0,30,        13832.25,   6.2717
16693,nl07,dhci,0,40,        15677.86,   7.1049
16694,nl07,dhci,0,50,        17748.67,   8.0334
16695,nl07,dhci,0,60,        19985.41,   9.0688
16696,nl07,dhci,0,70,        22792.09,  10.3041
16697,nl07,dhci,0,80,        27163.31,  11.9181
16698,nl07,dhci,0,90,        34039.14,  14.5525
16699,nl07,dhci,0,100,               .,  24.0955
16700,nl07,mi,0,10,         3873.64,   0.4968
16701,nl07,mi,0,20,         9191.02,   2.4951
16702,nl07,mi,0,30,        13671.06,   4.2888
16703,nl07,mi,0,40,        17732.41,   5.9008
16704,nl07,mi,0,50,        21543.51,   7.3406
16705,nl07,mi,0,60,        25779.61,   8.8268
16706,nl07,mi,0,70,        30981.86,  10.6261
16707,nl07,mi,0,80,        39006.37,  12.9618
16708,nl07,mi,0,90,        51999.91,  16.9573
16709,nl07,mi,0,100,               .,  30.1059
16710,nl07,hcexp,0,10,.,.
16711,nl07,hcexp,0,20,.,.
16712,nl07,hcexp,0,30,.,.
16713,nl07,hcexp,0,40,.,.
16714,nl07,hcexp,0,50,.,.
16715,nl07,hcexp,0,60,.,.
16716,nl07,hcexp,0,70,.,.
16717,nl07,hcexp,0,80,.,.
16718,nl07,hcexp,0,90,.,.
16719,nl07,hcexp,0,100,.,.
16720,nl10,dhi,0,10,         9464.25,   3.4761
16721,nl10,dhi,0,20,        12051.17,   5.2976
16722,nl10,dhi,0,30,        14098.61,   6.3792
16723,nl10,dhi,0,40,        15978.64,   7.3620
16724,nl10,dhi,0,50,        18032.91,   8.2883
16725,nl10,dhi,0,60,        20138.60,   9.3191
16726,nl10,dhi,0,70,        22979.00,  10.5040
16727,nl10,dhi,0,80,        26908.78,  12.0896
16728,nl10,dhi,0,90,        33577.94,  14.5719
16729,nl10,dhi,0,100,               .,  22.7123
16730,nl10,dhci,0,10,         9405.31,   3.4809
16731,nl10,dhci,0,20,        11920.48,   5.3196
16732,nl10,dhci,0,30,        13988.34,   6.4034
16733,nl10,dhci,0,40,        15795.24,   7.3612
16734,nl10,dhci,0,50,        17841.38,   8.2826
16735,nl10,dhci,0,60,        19963.62,   9.3243
16736,nl10,dhci,0,70,        22814.34,  10.5278
16737,nl10,dhci,0,80,        26597.53,  12.1034
16738,nl10,dhci,0,90,        33107.84,  14.5418
16739,nl10,dhci,0,100,               .,  22.6548
16740,nl10,mi,0,10,         4221.69,   0.5365
16741,nl10,mi,0,20,         9232.70,   2.6111
16742,nl10,mi,0,30,        13730.91,   4.4062
16743,nl10,mi,0,40,        17814.95,   6.0219
16744,nl10,mi,0,50,        21800.51,   7.4868
16745,nl10,mi,0,60,        26057.56,   9.0521
16746,nl10,mi,0,70,        31488.59,  10.8677
16747,nl10,mi,0,80,        39321.40,  13.3743
16748,nl10,mi,0,90,        52311.17,  17.0754
16749,nl10,mi,0,100,               .,  28.5679
16750,nl10,hcexp,0,10,.,.
16751,nl10,hcexp,0,20,.,.
16752,nl10,hcexp,0,30,.,.
16753,nl10,hcexp,0,40,.,.
16754,nl10,hcexp,0,50,.,.
16755,nl10,hcexp,0,60,.,.
16756,nl10,hcexp,0,70,.,.
16757,nl10,hcexp,0,80,.,.
16758,nl10,hcexp,0,90,.,.
16759,nl10,hcexp,0,100,.,.
16760,nl13,dhi,0,10,         9018.96,   3.3811
16761,nl13,dhi,0,20,        11654.38,   5.3002
16762,nl13,dhi,0,30,        13511.08,   6.4396
16763,nl13,dhi,0,40,        15153.75,   7.3271
16764,nl13,dhi,0,50,        17102.68,   8.2053
16765,nl13,dhi,0,60,        19279.37,   9.2520
16766,nl13,dhi,0,70,        21924.42,  10.4923
16767,nl13,dhi,0,80,        25486.03,  12.0300
16768,nl13,dhi,0,90,        32109.68,  14.5094
16769,nl13,dhi,0,100,               .,  23.0630
16770,nl13,dhci,0,10,         8970.12,   3.4005
16771,nl13,dhci,0,20,        11562.18,   5.3287
16772,nl13,dhci,0,30,        13364.88,   6.4453
16773,nl13,dhci,0,40,        15027.69,   7.3238
16774,nl13,dhci,0,50,        16905.89,   8.2281
16775,nl13,dhci,0,60,        19040.58,   9.2470
16776,nl13,dhci,0,70,        21661.24,  10.4992
16777,nl13,dhci,0,80,        25303.04,  12.0510
16778,nl13,dhci,0,90,        31734.10,  14.4809
16779,nl13,dhci,0,100,               .,  22.9955
16780,nl13,mi,0,10,         3418.62,   0.4797
16781,nl13,mi,0,20,         8426.35,   2.4956
16782,nl13,mi,0,30,        12471.65,   4.2862
16783,nl13,mi,0,40,        16333.22,   5.9060
16784,nl13,mi,0,50,        20064.12,   7.4648
16785,nl13,mi,0,60,        23816.62,   8.9935
16786,nl13,mi,0,70,        28901.65,  10.8029
16787,nl13,mi,0,80,        35663.29,  13.1449
16788,nl13,mi,0,90,        48408.40,  16.8679
16789,nl13,mi,0,100,               .,  29.5586
16790,nl13,hcexp,0,10,.,.
16791,nl13,hcexp,0,20,.,.
16792,nl13,hcexp,0,30,.,.
16793,nl13,hcexp,0,40,.,.
16794,nl13,hcexp,0,50,.,.
16795,nl13,hcexp,0,60,.,.
16796,nl13,hcexp,0,70,.,.
16797,nl13,hcexp,0,80,.,.
16798,nl13,hcexp,0,90,.,.
16799,nl13,hcexp,0,100,.,.
16800,nl15,dhi,0,10,         9820.41,   3.3881
16801,nl15,dhi,0,20,        12547.20,   5.3680
16802,nl15,dhi,0,30,        14553.35,   6.4293
16803,nl15,dhi,0,40,        16330.97,   7.3594
16804,nl15,dhi,0,50,        18283.93,   8.1860
16805,nl15,dhi,0,60,        20539.22,   9.2104
16806,nl15,dhi,0,70,        23396.36,  10.4004
16807,nl15,dhi,0,80,        27395.47,  12.0030
16808,nl15,dhi,0,90,        33970.88,  14.3782
16809,nl15,dhi,0,100,               .,  23.2773
16810,nl15,dhci,0,10,         9762.71,   3.4124
16811,nl15,dhci,0,20,        12486.56,   5.3980
16812,nl15,dhci,0,30,        14461.41,   6.4484
16813,nl15,dhci,0,40,        16214.38,   7.3717
16814,nl15,dhci,0,50,        18149.46,   8.2049
16815,nl15,dhci,0,60,        20390.09,   9.2219
16816,nl15,dhci,0,70,        23168.97,  10.4170
16817,nl15,dhci,0,80,        27211.98,  12.0110
16818,nl15,dhci,0,90,        33560.87,  14.3612
16819,nl15,dhci,0,100,               .,  23.1535
16820,nl15,mi,0,10,         3182.67,   0.3978
16821,nl15,mi,0,20,         8633.14,   2.3761
16822,nl15,mi,0,30,        12932.29,   4.3527
16823,nl15,mi,0,40,        16770.75,   5.9363
16824,nl15,mi,0,50,        20437.14,   7.4522
16825,nl15,mi,0,60,        24465.98,   8.9285
16826,nl15,mi,0,70,        29250.32,  10.6726
16827,nl15,mi,0,80,        36612.45,  13.0521
16828,nl15,mi,0,90,        49396.48,  16.8002
16829,nl15,mi,0,100,               .,  30.0316
16830,nl15,hcexp,0,10,.,.
16831,nl15,hcexp,0,20,.,.
16832,nl15,hcexp,0,30,.,.
16833,nl15,hcexp,0,40,.,.
16834,nl15,hcexp,0,50,.,.
16835,nl15,hcexp,0,60,.,.
16836,nl15,hcexp,0,70,.,.
16837,nl15,hcexp,0,80,.,.
16838,nl15,hcexp,0,90,.,.
16839,nl15,hcexp,0,100,.,.
16840,nl16,dhi,0,10,        10036.22,   3.3202
16841,nl16,dhi,0,20,        12940.14,   5.3613
16842,nl16,dhi,0,30,        15028.66,   6.4634
16843,nl16,dhi,0,40,        16902.09,   7.3497
16844,nl16,dhi,0,50,        19052.24,   8.2691
16845,nl16,dhi,0,60,        21344.87,   9.2922
16846,nl16,dhi,0,70,        24176.80,  10.4549
16847,nl16,dhi,0,80,        28114.42,  12.0056
16848,nl16,dhi,0,90,        35287.86,  14.3856
16849,nl16,dhi,0,100,               .,  23.0982
16850,nl16,dhci,0,10,         9966.81,   3.3434
16851,nl16,dhci,0,20,        12887.93,   5.4074
16852,nl16,dhci,0,30,        14948.59,   6.4700
16853,nl16,dhci,0,40,        16810.24,   7.4069
16854,nl16,dhci,0,50,        18943.12,   8.2676
16855,nl16,dhci,0,60,        21155.29,   9.3194
16856,nl16,dhci,0,70,        23932.46,  10.4758
16857,nl16,dhci,0,80,        27789.42,  11.9996
16858,nl16,dhci,0,90,        34878.96,  14.3602
16859,nl16,dhci,0,100,               .,  22.9497
16860,nl16,mi,0,10,         3323.54,   0.4156
16861,nl16,mi,0,20,         8898.89,   2.3995
16862,nl16,mi,0,30,        13307.72,   4.3494
16863,nl16,mi,0,40,        17084.61,   5.9134
16864,nl16,mi,0,50,        21092.88,   7.3925
16865,nl16,mi,0,60,        25240.09,   8.9667
16866,nl16,mi,0,70,        30314.61,  10.7531
16867,nl16,mi,0,80,        38024.41,  13.1450
16868,nl16,mi,0,90,        50537.30,  16.8158
16869,nl16,mi,0,100,               .,  29.8489
16870,nl16,hcexp,0,10,.,.
16871,nl16,hcexp,0,20,.,.
16872,nl16,hcexp,0,30,.,.
16873,nl16,hcexp,0,40,.,.
16874,nl16,hcexp,0,50,.,.
16875,nl16,hcexp,0,60,.,.
16876,nl16,hcexp,0,70,.,.
16877,nl16,hcexp,0,80,.,.
16878,nl16,hcexp,0,90,.,.
16879,nl16,hcexp,0,100,.,.
16880,nl17,dhi,0,10,        10225.94,   3.3609
16881,nl17,dhi,0,20,        13016.04,   5.3318
16882,nl17,dhi,0,30,        15100.89,   6.4282
16883,nl17,dhi,0,40,        16942.11,   7.3197
16884,nl17,dhi,0,50,        18975.91,   8.2305
16885,nl17,dhi,0,60,        21275.27,   9.2135
16886,nl17,dhi,0,70,        24180.70,  10.3637
16887,nl17,dhi,0,80,        28118.09,  11.9348
16888,nl17,dhi,0,90,        35059.63,  14.2826
16889,nl17,dhi,0,100,               .,  23.5344
16890,nl17,dhci,0,10,        10183.79,   3.3739
16891,nl17,dhci,0,20,        12930.67,   5.3651
16892,nl17,dhci,0,30,        14975.79,   6.4688
16893,nl17,dhci,0,40,        16837.87,   7.3530
16894,nl17,dhci,0,50,        18866.09,   8.2517
16895,nl17,dhci,0,60,        21071.44,   9.2228
16896,nl17,dhci,0,70,        23937.37,  10.3875
16897,nl17,dhci,0,80,        27797.52,  11.9297
16898,nl17,dhci,0,90,        34542.20,  14.2639
16899,nl17,dhci,0,100,               .,  23.3836
16900,nl17,mi,0,10,         3600.56,   0.4006
16901,nl17,mi,0,20,         9361.76,   2.4401
16902,nl17,mi,0,30,        13676.92,   4.3905
16903,nl17,mi,0,40,        17467.77,   5.8949
16904,nl17,mi,0,50,        21362.38,   7.3151
16905,nl17,mi,0,60,        25465.87,   8.8279
16906,nl17,mi,0,70,        30911.43,  10.6051
16907,nl17,mi,0,80,        38330.92,  12.9826
16908,nl17,mi,0,90,        50987.25,  16.6428
16909,nl17,mi,0,100,               .,  30.5004
16910,nl17,hcexp,0,10,.,.
16911,nl17,hcexp,0,20,.,.
16912,nl17,hcexp,0,30,.,.
16913,nl17,hcexp,0,40,.,.
16914,nl17,hcexp,0,50,.,.
16915,nl17,hcexp,0,60,.,.
16916,nl17,hcexp,0,70,.,.
16917,nl17,hcexp,0,80,.,.
16918,nl17,hcexp,0,90,.,.
16919,nl17,hcexp,0,100,.,.
16920,nl18,dhi,0,10,        10336.03,   3.4539
16921,nl18,dhi,0,20,        13059.55,   5.3638
16922,nl18,dhi,0,30,        15101.48,   6.4371
16923,nl18,dhi,0,40,        17008.65,   7.3525
16924,nl18,dhi,0,50,        19218.46,   8.2653
16925,nl18,dhi,0,60,        21616.69,   9.3201
16926,nl18,dhi,0,70,        24368.67,  10.4930
16927,nl18,dhi,0,80,        28290.31,  11.9745
16928,nl18,dhi,0,90,        35139.90,  14.2476
16929,nl18,dhi,0,100,               .,  23.0923
16930,nl18,dhci,0,10,        10243.45,   3.4689
16931,nl18,dhci,0,20,        13020.84,   5.4171
16932,nl18,dhci,0,30,        15006.69,   6.4778
16933,nl18,dhci,0,40,        16875.15,   7.3833
16934,nl18,dhci,0,50,        19054.58,   8.2849
16935,nl18,dhci,0,60,        21395.33,   9.3615
16936,nl18,dhci,0,70,        24157.68,  10.4722
16937,nl18,dhci,0,80,        27904.08,  11.9695
16938,nl18,dhci,0,90,        34564.32,  14.2313
16939,nl18,dhci,0,100,               .,  22.9335
16940,nl18,mi,0,10,         3675.01,   0.4304
16941,nl18,mi,0,20,         9533.00,   2.5107
16942,nl18,mi,0,30,        14121.97,   4.4999
16943,nl18,mi,0,40,        17796.30,   5.9871
16944,nl18,mi,0,50,        21550.27,   7.3516
16945,nl18,mi,0,60,        25951.22,   8.8981
16946,nl18,mi,0,70,        31544.07,  10.7738
16947,nl18,mi,0,80,        38763.53,  13.1034
16948,nl18,mi,0,90,        51492.46,  16.6142
16949,nl18,mi,0,100,               .,  29.8308
16950,nl18,hcexp,0,10,.,.
16951,nl18,hcexp,0,20,.,.
16952,nl18,hcexp,0,30,.,.
16953,nl18,hcexp,0,40,.,.
16954,nl18,hcexp,0,50,.,.
16955,nl18,hcexp,0,60,.,.
16956,nl18,hcexp,0,70,.,.
16957,nl18,hcexp,0,80,.,.
16958,nl18,hcexp,0,90,.,.
16959,nl18,hcexp,0,100,.,.
16960,no79,dhi,0,10,         5469.77,   3.8052
16961,no79,dhi,0,20,         6568.43,   5.6380
16962,no79,dhi,0,30,         7502.30,   6.6032
16963,no79,dhi,0,40,         8444.01,   7.4547
16964,no79,dhi,0,50,         9260.16,   8.2194
16965,no79,dhi,0,60,        10411.13,   9.1450
16966,no79,dhi,0,70,        11889.10,  10.3956
16967,no79,dhi,0,80,        14164.90,  12.1219
16968,no79,dhi,0,90,        18108.31,  14.7918
16969,no79,dhi,0,100,               .,  21.8252
16970,no79,dhci,0,10,         5454.07,   3.8159
16971,no79,dhci,0,20,         6552.74,   5.6393
16972,no79,dhci,0,30,         7474.83,   6.5734
16973,no79,dhci,0,40,         8396.92,   7.4678
16974,no79,dhci,0,50,         9220.92,   8.2017
16975,no79,dhci,0,60,        10378.44,   9.2118
16976,no79,dhci,0,70,        11862.94,  10.3294
16977,no79,dhci,0,80,        14125.66,  12.1733
16978,no79,dhci,0,90,        18088.69,  14.8130
16979,no79,dhci,0,100,               .,  21.7744
16980,no79,mi,0,10,         1098.66,   0.2081
16981,no79,mi,0,20,         4702.01,   2.3194
16982,no79,mi,0,30,         7259.02,   4.9915
16983,no79,mi,0,40,         8848.16,   6.5522
16984,no79,mi,0,50,        10509.23,   7.8517
16985,no79,mi,0,60,        12516.91,   9.3002
16986,no79,mi,0,70,        14792.71,  11.0860
16987,no79,mi,0,80,        18219.49,  13.2519
16988,no79,mi,0,90,        24458.32,  16.9977
16989,no79,mi,0,100,               .,  27.4414
16990,no79,hcexp,0,10,.,.
16991,no79,hcexp,0,20,.,.
16992,no79,hcexp,0,30,.,.
16993,no79,hcexp,0,40,.,.
16994,no79,hcexp,0,50,.,.
16995,no79,hcexp,0,60,.,.
16996,no79,hcexp,0,70,.,.
16997,no79,hcexp,0,80,.,.
16998,no79,hcexp,0,90,.,.
16999,no79,hcexp,0,100,.,.
17000,no86,dhi,0,10,         7664.78,   4.2621
17001,no86,dhi,0,20,         9189.06,   6.1365
17002,no86,dhi,0,30,        10281.98,   6.5682
17003,no86,dhi,0,40,        11556.55,   7.5995
17004,no86,dhi,0,50,        12833.04,   8.5033
17005,no86,dhi,0,60,        14319.23,   9.4592
17006,no86,dhi,0,70,        16135.06,  10.6054
17007,no86,dhi,0,80,        18697.36,  12.0991
17008,no86,dhi,0,90,        22495.28,  14.2323
17009,no86,dhi,0,100,               .,  20.5343
17010,no86,dhci,0,10,         7660.55,   4.2897
17011,no86,dhci,0,20,         9189.06,   6.2994
17012,no86,dhci,0,30,        10256.92,   6.3998
17013,no86,dhci,0,40,        11490.45,   7.6297
17014,no86,dhci,0,50,        12787.94,   8.4882
17015,no86,dhci,0,60,        14249.24,   9.4627
17016,no86,dhci,0,70,        16065.43,  10.6233
17017,no86,dhci,0,80,        18636.60,  12.0612
17018,no86,dhci,0,90,        22434.86,  14.2437
17019,no86,dhci,0,100,               .,  20.5023
17020,no86,mi,0,10,         1939.99,   0.3699
17021,no86,mi,0,20,         7027.63,   2.8606
17022,no86,mi,0,30,         9968.16,   5.3898
17023,no86,mi,0,40,        12092.24,   6.9656
17024,no86,mi,0,50,        14279.31,   8.2576
17025,no86,mi,0,60,        16771.89,   9.7134
17026,no86,mi,0,70,        19842.42,  11.3815
17027,no86,mi,0,80,        23551.78,  13.4839
17028,no86,mi,0,90,        29919.77,  16.5823
17029,no86,mi,0,100,               .,  24.9955
17030,no86,hcexp,0,10,.,.
17031,no86,hcexp,0,20,.,.
17032,no86,hcexp,0,30,.,.
17033,no86,hcexp,0,40,.,.
17034,no86,hcexp,0,50,.,.
17035,no86,hcexp,0,60,.,.
17036,no86,hcexp,0,70,.,.
17037,no86,hcexp,0,80,.,.
17038,no86,hcexp,0,90,.,.
17039,no86,hcexp,0,100,.,.
17040,no91,dhi,0,10,         8111.37,   4.1573
17041,no91,dhi,0,20,         9678.13,   5.9126
17042,no91,dhi,0,30,        10923.34,   6.7529
17043,no91,dhi,0,40,        12142.34,   7.6029
17044,no91,dhi,0,50,        13557.91,   8.4855
17045,no91,dhi,0,60,        15035.47,   9.3621
17046,no91,dhi,0,70,        16957.47,  10.4960
17047,no91,dhi,0,80,        19516.22,  11.9293
17048,no91,dhi,0,90,        23976.91,  14.1278
17049,no91,dhi,0,100,               .,  21.1738
17050,no91,dhci,0,10,         8111.37,   4.1573
17051,no91,dhci,0,20,         9678.13,   5.9126
17052,no91,dhci,0,30,        10923.34,   6.7529
17053,no91,dhci,0,40,        12142.34,   7.6029
17054,no91,dhci,0,50,        13557.91,   8.4855
17055,no91,dhci,0,60,        15035.47,   9.3621
17056,no91,dhci,0,70,        16957.47,  10.4960
17057,no91,dhci,0,80,        19516.22,  11.9293
17058,no91,dhci,0,90,        23976.91,  14.1278
17059,no91,dhci,0,100,               .,  21.1738
17060,no91,mi,0,10,         2319.80,   0.4953
17061,no91,mi,0,20,         6478.00,   2.6871
17062,no91,mi,0,30,         9509.68,   4.9566
17063,no91,mi,0,40,        11833.05,   6.4792
17064,no91,mi,0,50,        14223.81,   7.9055
17065,no91,mi,0,60,        16824.34,   9.4540
17066,no91,mi,0,70,        19991.04,  11.1883
17067,no91,mi,0,80,        24380.90,  13.3783
17068,no91,mi,0,90,        31246.69,  16.6760
17069,no91,mi,0,100,               .,  26.7798
17070,no91,hcexp,0,10,.,.
17071,no91,hcexp,0,20,.,.
17072,no91,hcexp,0,30,.,.
17073,no91,hcexp,0,40,.,.
17074,no91,hcexp,0,50,.,.
17075,no91,hcexp,0,60,.,.
17076,no91,hcexp,0,70,.,.
17077,no91,hcexp,0,80,.,.
17078,no91,hcexp,0,90,.,.
17079,no91,hcexp,0,100,.,.
17080,no95,dhi,0,10,         8045.92,   3.8997
17081,no95,dhi,0,20,         9735.46,   5.8322
17082,no95,dhi,0,30,        11070.19,   6.7620
17083,no95,dhi,0,40,        12343.45,   7.6005
17084,no95,dhi,0,50,        13635.12,   8.4292
17085,no95,dhi,0,60,        15144.65,   9.3464
17086,no95,dhi,0,70,        17067.27,  10.4371
17087,no95,dhi,0,80,        19916.27,  11.9733
17088,no95,dhi,0,90,        24230.58,  14.1935
17089,no95,dhi,0,100,               .,  21.5262
17090,no95,dhci,0,10,         8045.92,   3.8997
17091,no95,dhci,0,20,         9735.46,   5.8322
17092,no95,dhci,0,30,        11070.19,   6.7620
17093,no95,dhci,0,40,        12343.45,   7.6005
17094,no95,dhci,0,50,        13635.12,   8.4292
17095,no95,dhci,0,60,        15144.65,   9.3464
17096,no95,dhci,0,70,        17067.27,  10.4371
17097,no95,dhci,0,80,        19916.27,  11.9733
17098,no95,dhci,0,90,        24230.58,  14.1935
17099,no95,dhci,0,100,               .,  21.5262
17100,no95,mi,0,10,         1464.64,   0.3077
17101,no95,mi,0,20,         5330.07,   1.9948
17102,no95,mi,0,30,         8943.22,   4.3534
17103,no95,mi,0,40,        11816.70,   6.2827
17104,no95,mi,0,50,        14155.00,   7.8218
17105,no95,mi,0,60,        16958.24,   9.3989
17106,no95,mi,0,70,        20156.26,  11.1929
17107,no95,mi,0,80,        24934.00,  13.4554
17108,no95,mi,0,90,        32426.99,  17.1468
17109,no95,mi,0,100,               .,  28.0456
17110,no95,hcexp,0,10,.,.
17111,no95,hcexp,0,20,.,.
17112,no95,hcexp,0,30,.,.
17113,no95,hcexp,0,40,.,.
17114,no95,hcexp,0,50,.,.
17115,no95,hcexp,0,60,.,.
17116,no95,hcexp,0,70,.,.
17117,no95,hcexp,0,80,.,.
17118,no95,hcexp,0,90,.,.
17119,no95,hcexp,0,100,.,.
17120,no00,dhi,0,10,         9735.05,   3.9399
17121,no00,dhi,0,20,        11639.19,   5.7530
17122,no00,dhi,0,30,        13137.08,   6.6289
17123,no00,dhi,0,40,        14540.63,   7.3928
17124,no00,dhi,0,50,        16140.52,   8.2192
17125,no00,dhi,0,60,        18084.71,   9.1160
17126,no00,dhi,0,70,        20506.76,  10.3068
17127,no00,dhi,0,80,        23651.31,  11.8173
17128,no00,dhi,0,90,        28884.76,  13.9081
17129,no00,dhi,0,100,               .,  22.9180
17130,no00,dhci,0,10,         9735.05,   3.9399
17131,no00,dhci,0,20,        11639.19,   5.7530
17132,no00,dhci,0,30,        13137.08,   6.6289
17133,no00,dhci,0,40,        14540.63,   7.3928
17134,no00,dhci,0,50,        16140.52,   8.2192
17135,no00,dhci,0,60,        18084.71,   9.1160
17136,no00,dhci,0,70,        20506.76,  10.3068
17137,no00,dhci,0,80,        23651.31,  11.8173
17138,no00,dhci,0,90,        28884.76,  13.9081
17139,no00,dhci,0,100,               .,  22.9180
17140,no00,mi,0,10,         2275.09,   0.3694
17141,no00,mi,0,20,         7142.25,   2.2358
17142,no00,mi,0,30,        11057.47,   4.4533
17143,no00,mi,0,40,        13999.64,   6.0435
17144,no00,mi,0,50,        17162.25,   7.5504
17145,no00,mi,0,60,        20341.30,   9.0633
17146,no00,mi,0,70,        24601.03,  10.7997
17147,no00,mi,0,80,        30588.53,  13.2684
17148,no00,mi,0,90,        39409.83,  16.7616
17149,no00,mi,0,100,               .,  29.4547
17150,no00,hcexp,0,10,.,.
17151,no00,hcexp,0,20,.,.
17152,no00,hcexp,0,30,.,.
17153,no00,hcexp,0,40,.,.
17154,no00,hcexp,0,50,.,.
17155,no00,hcexp,0,60,.,.
17156,no00,hcexp,0,70,.,.
17157,no00,hcexp,0,80,.,.
17158,no00,hcexp,0,90,.,.
17159,no00,hcexp,0,100,.,.
17160,no04,dhi,0,10,        10161.78,   3.6459
17161,no04,dhi,0,20,        12500.58,   5.5896
17162,no04,dhi,0,30,        14227.38,   6.5589
17163,no04,dhi,0,40,        15898.14,   7.3665
17164,no04,dhi,0,50,        17661.80,   8.2041
17165,no04,dhi,0,60,        19878.75,   9.1563
17166,no04,dhi,0,70,        22485.39,  10.3485
17167,no04,dhi,0,80,        26007.06,  11.8138
17168,no04,dhi,0,90,        31674.88,  14.0055
17169,no04,dhi,0,100,               .,  23.3110
17170,no04,dhci,0,10,        10161.78,   3.6459
17171,no04,dhci,0,20,        12500.58,   5.5896
17172,no04,dhci,0,30,        14227.38,   6.5589
17173,no04,dhci,0,40,        15898.14,   7.3665
17174,no04,dhci,0,50,        17661.80,   8.2041
17175,no04,dhci,0,60,        19878.75,   9.1563
17176,no04,dhci,0,70,        22485.39,  10.3485
17177,no04,dhci,0,80,        26007.06,  11.8138
17178,no04,dhci,0,90,        31674.88,  14.0055
17179,no04,dhci,0,100,               .,  23.3110
17180,no04,mi,0,10,         1725.43,   0.1825
17181,no04,mi,0,20,         6148.96,   1.7986
17182,no04,mi,0,30,        10376.30,   3.8489
17183,no04,mi,0,40,        13760.76,   5.5372
17184,no04,mi,0,50,        17242.62,   7.1137
17185,no04,mi,0,60,        20907.99,   8.7016
17186,no04,mi,0,70,        25329.55,  10.5065
17187,no04,mi,0,80,        31982.22,  13.0171
17188,no04,mi,0,90,        42068.77,  16.7501
17189,no04,mi,0,100,               .,  32.5439
17190,no04,hcexp,0,10,.,.
17191,no04,hcexp,0,20,.,.
17192,no04,hcexp,0,30,.,.
17193,no04,hcexp,0,40,.,.
17194,no04,hcexp,0,50,.,.
17195,no04,hcexp,0,60,.,.
17196,no04,hcexp,0,70,.,.
17197,no04,hcexp,0,80,.,.
17198,no04,hcexp,0,90,.,.
17199,no04,hcexp,0,100,.,.
17200,no07,dhi,0,10,        11554.48,   3.6301
17201,no07,dhi,0,20,        14363.99,   5.7520
17202,no07,dhi,0,30,        16327.45,   6.7557
17203,no07,dhi,0,40,        18201.42,   7.5924
17204,no07,dhi,0,50,        20220.84,   8.4355
17205,no07,dhi,0,60,        22558.53,   9.3904
17206,no07,dhi,0,70,        25491.60,  10.5367
17207,no07,dhi,0,80,        29474.36,  12.0289
17208,no07,dhi,0,90,        35881.12,  14.2207
17209,no07,dhi,0,100,               .,  21.6576
17210,no07,dhci,0,10,        11554.48,   3.6301
17211,no07,dhci,0,20,        14363.99,   5.7520
17212,no07,dhci,0,30,        16327.45,   6.7557
17213,no07,dhci,0,40,        18201.42,   7.5924
17214,no07,dhci,0,50,        20220.84,   8.4355
17215,no07,dhci,0,60,        22558.53,   9.3904
17216,no07,dhci,0,70,        25491.60,  10.5367
17217,no07,dhci,0,80,        29474.36,  12.0289
17218,no07,dhci,0,90,        35881.12,  14.2207
17219,no07,dhci,0,100,               .,  21.6576
17220,no07,mi,0,10,         2630.47,   0.3185
17221,no07,mi,0,20,         7924.66,   2.1929
17222,no07,mi,0,30,        12479.40,   4.2488
17223,no07,mi,0,40,        16378.49,   5.9929
17224,no07,mi,0,50,        20060.90,   7.5370
17225,no07,mi,0,60,        24062.30,   9.1059
17226,no07,mi,0,70,        29097.88,  10.9550
17227,no07,mi,0,80,        36321.60,  13.4558
17228,no07,mi,0,90,        47511.14,  17.1099
17229,no07,mi,0,100,               .,  29.0832
17230,no07,hcexp,0,10,.,.
17231,no07,hcexp,0,20,.,.
17232,no07,hcexp,0,30,.,.
17233,no07,hcexp,0,40,.,.
17234,no07,hcexp,0,50,.,.
17235,no07,hcexp,0,60,.,.
17236,no07,hcexp,0,70,.,.
17237,no07,hcexp,0,80,.,.
17238,no07,hcexp,0,90,.,.
17239,no07,hcexp,0,100,.,.
17240,no10,dhi,0,10,        11870.09,   3.5014
17241,no10,dhi,0,20,        15037.15,   5.7375
17242,no10,dhi,0,30,        17218.42,   6.8330
17243,no10,dhi,0,40,        19211.64,   7.6961
17244,no10,dhi,0,50,        21244.32,   8.5439
17245,no10,dhi,0,60,        23637.92,   9.4690
17246,no10,dhi,0,70,        26577.68,  10.5873
17247,no10,dhi,0,80,        30589.72,  12.0281
17248,no10,dhi,0,90,        37079.61,  14.1554
17249,no10,dhi,0,100,               .,  21.4484
17250,no10,dhci,0,10,        11870.09,   3.5014
17251,no10,dhci,0,20,        15037.15,   5.7375
17252,no10,dhci,0,30,        17218.42,   6.8330
17253,no10,dhci,0,40,        19211.64,   7.6961
17254,no10,dhci,0,50,        21244.32,   8.5439
17255,no10,dhci,0,60,        23637.92,   9.4690
17256,no10,dhci,0,70,        26577.68,  10.5873
17257,no10,dhci,0,80,        30589.72,  12.0281
17258,no10,dhci,0,90,        37079.61,  14.1554
17259,no10,dhci,0,100,               .,  21.4484
17260,no10,mi,0,10,         2313.20,   0.2335
