,dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
1279,il04,hcexp,1,6474328, 16365.65, 13629.27,    0.347,    11.85,    19.42,    27.43,     3.16,     5.64,     8.62,   0.0123,   0.0237,   0.0383,  4470.71,  5405.12,  6271.70,  1625.23,  2214.81,  2872.22
1280,il05,dhi,1,6599530, 19286.16, 15652.12,    0.383,    12.28,    19.34,    26.95,     3.43,     5.90,     8.77,   0.0166,   0.0275,   0.0415,  4513.35,  5437.24,  6337.23,  1747.49,  2388.82,  3054.04
1281,il05,dhci,1,6599530, 18799.25, 15448.95,    0.376,    12.43,    19.68,    27.13,     3.49,     6.00,     8.89,   0.0169,   0.0279,   0.0422,  4502.70,  5442.24,  6314.30,  1758.15,  2383.82,  3076.97
1282,il05,mi,1,6599530, 21235.75, 15350.96,    0.505,    23.48,    28.64,    33.70,    15.14,    17.30,    19.61,   0.1277,   0.1402,   0.1538,  2224.49,  3098.60,  3926.55,  4036.35,  4727.46,  5464.72
1283,il05,hcexp,1,6599530, 16782.68, 13879.98,    0.345,    11.36,    19.14,    27.54,     2.99,     5.35,     8.37,   0.0118,   0.0225,   0.0366,  4612.89,  5637.62,  6537.53,  1647.95,  2188.44,  2853.74
1284,il06,dhi,1,6711840, 19663.98, 16043.23,    0.375,    11.17,    19.63,    26.36,     3.02,     5.53,     8.44,   0.0135,   0.0239,   0.0380,  4685.35,  5761.13,  6544.18,  1731.94,  2260.48,  3081.77
1285,il06,dhci,1,6711840, 19153.33, 15812.56,    0.368,    11.26,    19.93,    26.76,     3.05,     5.61,     8.55,   0.0136,   0.0242,   0.0385,  4680.41,  5762.86,  6551.50,  1736.89,  2258.76,  3074.45
1286,il06,mi,1,6711840, 21531.42, 15612.43,    0.497,    22.85,    28.52,    33.54,    14.03,    16.40,    18.86,   0.1159,   0.1290,   0.1436,  2475.69,  3408.62,  4214.48,  3941.60,  4613.00,  5411.46
1287,il06,hcexp,1,6711840, 17099.18, 14090.74,    0.346,    11.22,    19.43,    27.01,     2.90,     5.36,     8.36,   0.0113,   0.0221,   0.0363,  4757.18,  5808.23,  6646.81,  1660.11,  2213.38,  2979.13
1288,il07,dhi,1,6831278, 20579.35, 16993.22,    0.369,    11.53,    18.85,    26.55,     3.22,     5.65,     8.50,   0.0148,   0.0255,   0.0393,  4898.87,  5950.71,  6933.20,  1898.42,  2545.90,  3262.73
1289,il07,dhci,1,6831278, 20157.43, 16837.39,    0.364,    11.63,    19.16,    26.81,     3.29,     5.73,     8.62,   0.0152,   0.0260,   0.0400,  4873.18,  5953.92,  6920.00,  1924.11,  2542.69,  3275.93
1290,il07,mi,1,6831278, 22810.34, 16775.37,    0.490,    22.36,    27.72,    33.54,    13.70,    15.95,    18.43,   0.1127,   0.1256,   0.1398,  2633.73,  3606.62,  4593.67,  4163.56,  4889.99,  5602.26
1291,il07,hcexp,1,6831278, 17512.35, 14642.33,    0.341,    11.86,    20.18,    29.33,     2.98,     5.56,     8.77,   0.0117,   0.0228,   0.0377,  5089.67,  6158.17,  7148.65,  1707.61,  2338.43,  3047.28
1292,il08,dhi,1,6959610, 21187.21, 17282.14,    0.377,    11.73,    18.90,    25.66,     3.26,     5.68,     8.44,   0.0148,   0.0256,   0.0394,  4993.86,  6042.81,  6961.24,  1918.99,  2598.26,  3408.04
1293,il08,dhci,1,6959610, 20673.69, 17104.15,    0.371,    11.90,    19.19,    26.00,     3.32,     5.78,     8.57,   0.0151,   0.0261,   0.0401,  4982.75,  6039.81,  6951.96,  1930.11,  2601.26,  3417.32
1294,il08,mi,1,6959610, 23272.46, 16877.32,    0.495,    22.70,    27.64,    32.60,    13.73,    16.02,    18.35,   0.1108,   0.1246,   0.1391,  2732.25,  3633.73,  4531.91,  4180.61,  5007.34,  5837.37
1295,il08,hcexp,1,6959610, 17682.30, 15214.17,    0.336,    11.94,    20.10,    29.72,     3.08,     5.67,     8.85,   0.0119,   0.0234,   0.0384,  5126.84,  6204.08,  7283.23,  1786.01,  2436.99,  3086.05
1296,il09,dhi,1,7075441, 21171.38, 17121.87,    0.385,    12.45,    19.70,    27.19,     3.58,     6.15,     9.04,   0.0164,   0.0280,   0.0427,  4880.14,  5888.32,  6857.56,  1968.61,  2672.62,  3415.56
1297,il09,dhci,1,7075441, 20656.79, 16866.54,    0.378,    12.66,    19.91,    27.33,     3.63,     6.23,     9.13,   0.0167,   0.0285,   0.0433,  4883.80,  5879.38,  6840.93,  1964.95,  2681.56,  3432.19
1298,il09,mi,1,7075441, 22654.88, 16518.33,    0.497,    23.50,    29.06,    34.18,    14.33,    16.70,    19.16,   0.1169,   0.1307,   0.1457,  2671.22,  3642.02,  4513.14,  4177.53,  4918.91,  5759.98
1299,il09,hcexp,1,7075441, 17677.14, 14617.65,    0.345,    12.08,    20.37,    29.22,     3.28,     5.82,     8.95,   0.0133,   0.0248,   0.0399,  4989.98,  6115.07,  7125.41,  1858.77,  2445.87,  3147.71
1300,il10,dhi,1,7244786, 21705.15, 17723.88,    0.383,    11.87,    20.11,    28.00,     3.32,     5.88,     8.90,   0.0147,   0.0259,   0.0406,  5104.35,  6272.57,  7252.25,  1985.20,  2589.38,  3382.08
1301,il10,dhci,1,7244786, 21240.70, 17591.86,    0.377,    12.00,    20.32,    28.18,     3.39,     5.96,     9.01,   0.0150,   0.0264,   0.0412,  5089.22,  6263.44,  7234.66,  2000.33,  2598.50,  3399.67
1302,il10,mi,1,7244786, 23483.21, 17095.10,    0.500,    23.01,    28.72,    34.23,    13.45,    15.97,    18.53,   0.1068,   0.1215,   0.1372,  2946.53,  3935.21,  4878.21,  4143.02,  4926.73,  5756.12
1303,il10,hcexp,1,7244786, 17835.85, 14840.90,    0.342,    12.60,    20.65,    29.21,     3.53,     6.15,     9.31,   0.0150,   0.0270,   0.0424,  5101.83,  6223.62,  7244.14,  1987.72,  2638.32,  3390.19
1304,il11,dhi,1,7384051, 21596.00, 17849.32,    0.369,    11.78,    19.66,    27.15,     3.09,     5.58,     8.58,   0.0129,   0.0238,   0.0382,  5265.66,  6393.08,  7327.50,  1874.07,  2531.58,  3382.09
1305,il11,dhci,1,7384051, 21085.98, 17631.56,    0.363,    11.90,    19.97,    27.38,     3.15,     5.66,     8.69,   0.0131,   0.0242,   0.0388,  5251.95,  6395.18,  7311.53,  1887.78,  2529.48,  3398.06
1306,il11,mi,1,7384051, 22970.13, 17155.54,    0.484,    23.08,    29.20,    34.35,    13.45,    16.00,    18.65,   0.1050,   0.1203,   0.1366,  2978.80,  4033.52,  4894.78,  4160.92,  4891.14,  5814.81
1307,il11,hcexp,1,7384051, 17697.53, 14982.75,    0.336,    13.19,    21.42,    29.54,     3.75,     6.39,     9.60,   0.0157,   0.0283,   0.0441,  5111.06,  6261.74,  7227.98,  2028.67,  2662.91,  3481.61
1308,il12,dhi,1,7444626, 22725.78, 18832.82,    0.375,    12.88,    19.76,    26.28,     3.99,     6.41,     9.20,   0.0200,   0.0316,   0.0459,  5201.46,  6360.34,  7342.63,  2331.67,  3056.07,  3957.06
1309,il12,dhci,1,7444626, 22202.03, 18618.81,    0.369,    12.97,    19.90,    26.55,     4.02,     6.47,     9.29,   0.0203,   0.0319,   0.0463,  5196.58,  6355.19,  7345.85,  2336.55,  3061.22,  3953.84
1310,il12,mi,1,7444626, 24324.43, 18054.37,    0.475,    21.49,    27.12,    32.27,    12.16,    14.57,    17.11,   0.0948,   0.1089,   0.1242,  3268.90,  4357.03,  5306.89,  4264.23,  5059.39,  5992.80
1311,il12,hcexp,1,7444626, 18011.24, 15372.28,    0.328,    13.37,    21.29,    30.16,     3.80,     6.46,     9.67,   0.0160,   0.0287,   0.0447,  5390.96,  6557.39,  7675.71,  2142.17,  2859.02,  3623.98
1312,il13,dhi,1,7584741, 23858.88, 20046.83,    0.364,    12.68,    18.77,    25.57,     3.64,     6.08,     8.75,   0.0172,   0.0286,   0.0425,  5714.69,  6778.51,  7914.47,  2304.05,  3244.90,  4113.63
1313,il13,dhci,1,7584741, 23330.04, 19788.77,    0.358,    12.79,    18.94,    25.82,     3.69,     6.14,     8.84,   0.0174,   0.0289,   0.0430,  5707.92,  6772.69,  7912.00,  2310.81,  3250.72,  4116.10
1314,il13,mi,1,7584741, 26256.85, 19832.35,    0.460,    19.28,    24.21,    29.87,    10.76,    12.94,    15.29,   0.0834,   0.0961,   0.1099,  3543.51,  4665.12,  5870.85,  4475.22,  5358.29,  6157.24
1315,il13,hcexp,1,7584741, 18541.18, 15406.94,    0.338,    14.71,    24.38,    34.21,     3.89,     6.99,    10.73,   0.0155,   0.0295,   0.0476,  5898.77,  7147.67,  8255.48,  2119.96,  2875.74,  3772.62
1316,il14,dhi,1,7716700, 24058.92, 20388.16,    0.361,    13.15,    19.23,    25.34,     3.97,     6.37,     9.05,   0.0193,   0.0310,   0.0452,  5692.22,  6816.14,  7865.31,  2463.05,  3377.94,  4367.58
1317,il14,dhci,1,7716700, 23493.40, 20153.20,    0.354,    13.23,    19.36,    25.69,     4.01,     6.42,     9.13,   0.0195,   0.0313,   0.0456,  5684.79,  6814.86,  7885.60,  2470.47,  3379.22,  4347.29
1318,il14,mi,1,7716700, 26579.84, 20690.08,    0.456,    19.82,    25.15,    30.23,    10.99,    13.26,    15.67,   0.0843,   0.0977,   0.1122,  3633.58,  4819.35,  5893.28,  4521.68,  5374.73,  6339.61
1319,il14,hcexp,1,7716700, 19111.98, 16295.53,    0.328,    13.85,    22.85,    32.55,     3.69,     6.64,    10.16,   0.0148,   0.0281,   0.0452,  5981.30,  7232.78,  8415.13,  2173.96,  2961.30,  3817.76
1320,il15,dhi,1,7877061, 24865.70, 21416.38,    0.358,    13.70,    19.79,    25.53,     4.04,     6.57,     9.26,   0.0191,   0.0314,   0.0461,  6039.44,  7153.48,  8189.58,  2527.11,  3554.71,  4660.25
1321,il15,dhci,1,7877061, 24382.41, 21226.78,    0.353,    13.89,    19.88,    25.75,     4.10,     6.65,     9.34,   0.0193,   0.0318,   0.0466,  6036.54,  7129.17,  8188.05,  2530.01,  3579.02,  4661.78
1322,il15,mi,1,7877061, 27511.31, 21533.19,    0.453,    20.06,    25.20,    30.49,    10.64,    13.04,    15.47,   0.0795,   0.0936,   0.1086,  4023.59,  5168.34,  6328.99,  4542.96,  5539.85,  6520.84
1323,il15,hcexp,1,7877061, 19561.72, 16464.85,    0.330,    14.15,    24.01,    34.15,     3.67,     6.71,    10.44,   0.0148,   0.0281,   0.0457,  6343.28,  7716.41,  8922.78,  2223.27,  2991.78,  3927.05
1324,il16,dhi,1,8201662, 25228.51, 21867.45,    0.347,    12.02,    18.73,    25.15,     3.53,     5.84,     8.53,   0.0163,   0.0273,   0.0410,  6179.64,  7526.90,  8670.63,  2567.34,  3406.83,  4449.84
1325,il16,dhci,1,8201662, 24856.45, 21654.90,    0.343,    12.10,    18.84,    25.30,     3.56,     5.88,     8.59,   0.0164,   0.0275,   0.0413,  6175.71,  7521.61,  8664.63,  2571.27,  3412.12,  4455.84
1326,il16,mi,1,8201662, 27949.70, 21767.49,    0.445,    19.09,    24.38,    29.68,    10.18,    12.46,    14.93,   0.0771,   0.0902,   0.1046,  4084.86,  5345.94,  6519.27,  4662.12,  5587.79,  6601.20
1327,il16,hcexp,1,8201662, 20340.33, 17015.74,    0.335,    14.67,    23.82,    33.11,     3.80,     6.86,    10.45,   0.0153,   0.0290,   0.0466,  6480.21,  7784.85,  8980.74,  2266.77,  3148.88,  4139.73
1328,il17,dhi,1,8360050, 26550.18, 23097.75,    0.343,    12.41,    18.65,    24.24,     3.87,     6.18,     8.74,   0.0191,   0.0304,   0.0440,  6356.69,  7719.80,  8861.76,  2882.41,  3829.07,  4996.89
1329,il17,dhci,1,8360050, 26083.99, 22933.42,    0.339,    12.48,    18.80,    24.44,     3.90,     6.23,     8.80,   0.0192,   0.0306,   0.0443,  6352.57,  7723.58,  8865.09,  2886.53,  3825.29,  4993.56
1330,il17,mi,1,8360050, 29562.43, 23135.68,    0.440,    19.10,    24.25,    29.04,    10.23,    12.54,    14.90,   0.0779,   0.0910,   0.1052,  4288.42,  5575.72,  6748.07,  4950.68,  5973.16,  7110.58
1331,il17,hcexp,1,8360050, 20860.52, 17844.96,    0.330,    15.46,    24.71,    34.72,     4.35,     7.47,    11.18,   0.0189,   0.0334,   0.0517,  6641.15,  8056.45,  9397.47,  2597.95,  3492.43,  4461.18
1332,il18,dhi,1,8508885, 27384.89, 23809.59,    0.342,    11.62,    17.53,    24.03,     3.45,     5.67,     8.20,   0.0167,   0.0272,   0.0401,  6692.04,  8052.17,  9410.32,  2831.80,  3852.62,  4875.44
1333,il18,dhci,1,8508885, 27016.17, 23691.32,    0.339,    11.69,    17.61,    24.15,     3.49,     5.71,     8.25,   0.0168,   0.0274,   0.0404,  6684.94,  8044.19,  9407.75,  2838.89,  3860.61,  4878.01
1334,il18,mi,1,8508885, 30703.08, 24346.43,    0.441,    18.21,    23.29,    28.90,     9.88,    12.10,    14.41,   0.0749,   0.0876,   0.1014,  4358.08,  5720.78,  7161.97,  5165.76,  6184.02,  7123.78
1335,il18,hcexp,1,8508885, 21133.48, 17767.88,    0.334,    16.68,    25.65,    35.17,     4.69,     7.93,    11.71,   0.0198,   0.0354,   0.0547,  6848.58,  8222.84,  9530.29,  2675.26,  3681.96,  4755.47
1336,in04,dhi,1,988496321,  2959.73,  1873.84,    0.489,    12.53,    19.05,    26.47,     4.89,     7.05,     9.68,   0.0297,   0.0405,   0.0537,   456.74,   590.02,   713.37,   292.79,   346.90,   410.93
1337,in04,dhci,1,988496321,  2728.93,  1630.65,    0.517,    18.10,    25.59,    33.01,     7.61,    10.44,    13.61,   0.0484,   0.0635,   0.0810,   434.38,   554.89,   660.83,   315.15,   382.03,   463.48
1338,in04,mi,1,988496321,  2920.93,  1826.05,    0.498,    14.17,    21.01,    28.08,     5.67,     8.02,    10.78,   0.0352,   0.0472,   0.0616,   449.31,   579.14,   692.65,   300.22,   357.78,   431.65
1339,in04,hcexp,1,988496321,  2872.87,  2203.78,    0.360,     2.38,     5.33,    10.21,     0.43,     1.09,     2.18,   0.0013,   0.0035,   0.0074,   612.36,   745.42,   884.69,   137.17,   191.50,   239.62
1340,in11,dhi,1,1204080665,  4257.30,  2650.39,    0.501,    13.32,    19.70,    26.64,     5.29,     7.52,    10.10,   0.0320,   0.0436,   0.0572,   638.76,   819.28,   987.07,   421.39,   505.92,   603.16
1341,in11,dhci,1,1204080665,  3982.27,  2376.65,    0.524,    17.82,    24.90,    32.15,     7.61,    10.37,    13.42,   0.0486,   0.0635,   0.0806,   607.62,   773.21,   926.38,   452.53,   551.99,   663.85
1342,in11,mi,1,1204080665,  4158.48,  2550.16,    0.515,    15.85,    22.33,    29.32,     6.73,     9.20,    11.98,   0.0429,   0.0562,   0.0714,   610.27,   779.04,   940.42,   449.89,   546.15,   649.82
1343,in11,hcexp,1,1204080665,  3910.55,  3002.84,    0.362,     2.37,     6.03,    11.48,     0.39,     1.12,     2.38,   0.0011,   0.0033,   0.0076,   885.28,  1079.11,  1260.78,   174.88,   246.08,   329.46
1344,is04,dhi,1,284211, 31113.00, 27901.93,    0.256,     2.87,     5.27,    11.20,     0.90,     1.53,     2.59,   0.0049,   0.0075,   0.0114,  7661.90,  9905.35, 12866.83,  3498.87,  4045.61,  3874.33
1345,is04,dhci,1,284211, 31113.00, 27901.93,    0.256,     2.87,     5.27,    11.20,     0.90,     1.53,     2.59,   0.0049,   0.0075,   0.0114,  7661.90,  9905.35, 12866.83,  3498.87,  4045.61,  3874.33
1346,is04,mi,1,284211, 37363.83, 33965.68,    0.367,    12.99,    15.94,    19.68,     8.72,     9.86,    11.18,   0.0710,   0.0789,   0.0870,  3666.98,  5317.73,  7232.48,  7493.79,  8633.23,  9508.68
1347,is04,hcexp,1,284211,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1348,is07,dhi,1,304253, 38186.85, 33144.64,    0.280,     2.51,     5.99,    11.84,     0.79,     1.42,     2.64,   0.0042,   0.0066,   0.0107,  9102.70, 12642.49, 15459.78,  4155.16,  3929.83,  4427.01
1349,is07,dhci,1,304253, 37575.26, 32634.80,    0.278,     2.69,     6.31,    12.40,     0.81,     1.48,     2.77,   0.0043,   0.0067,   0.0111,  9265.14, 12678.08, 15440.37,  3992.72,  3894.24,  4446.42
1350,is07,mi,1,304253, 45872.14, 40589.28,    0.376,    12.88,    15.54,    18.44,     8.25,     9.42,    10.68,   0.0657,   0.0739,   0.0821,  4773.29,  6526.08,  8372.97,  8484.57, 10046.24, 11513.82
1351,is07,hcexp,1,304253,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1352,is10,dhi,1,300428, 30115.15, 27594.86,    0.245,     3.17,     6.04,    11.47,     0.96,     1.62,     2.72,   0.0048,   0.0076,   0.0119,  7695.16, 10085.00, 12628.92,  3342.79,  3712.43,  3928.00
1353,is10,dhci,1,300428, 29092.73, 26730.39,    0.241,     3.42,     6.39,    12.08,     1.10,     1.82,     2.95,   0.0056,   0.0088,   0.0133,  7488.69,  9873.35, 12517.25,  3549.26,  3924.08,  4039.67
1354,is10,mi,1,300428, 34288.71, 31292.61,    0.394,    18.27,    21.61,    25.18,    11.30,    13.00,    14.72,   0.0896,   0.1012,   0.1127,  4212.07,  5496.49,  6878.52,  6825.89,  8300.94,  9678.40
1355,is10,hcexp,1,300428,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1356,it86,dhi,1,62715920, 20031.01, 17275.99,    0.307,     5.50,    10.39,    17.41,     1.47,     2.74,     4.54,   0.0063,   0.0115,   0.0190,  5062.92,  6364.17,  7666.23,  1847.47,  2273.82,  2699.36
1357,it86,dhci,1,62715920, 20031.01, 17275.99,    0.307,     5.50,    10.39,    17.41,     1.47,     2.74,     4.54,   0.0063,   0.0115,   0.0190,  5062.92,  6364.17,  7666.23,  1847.47,  2273.82,  2699.36
1358,it86,mi,1,62715920, 16561.23, 14486.36,    0.421,    22.15,    25.92,    31.91,    16.50,    18.00,    19.81,   0.1468,   0.1561,   0.1661,  1761.52,  2639.38,  3932.23,  5148.87,  5998.61,  6433.36
1359,it86,hcexp,1,62715920,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
1360,it87,dhi,1,56536050, 21850.39, 18265.00,    0.334,     6.91,    11.34,    19.27,     2.57,     3.84,     5.75,   0.0164,   0.0220,   0.0298,  4584.96,  6041.34,  7687.10,  2721.04,  3091.15,  3271.90
1361,it87,dhci,1,56536050, 21767.71, 18210.01,    0.334,     6.93,    11.44,    19.34,     2.57,     3.85,     5.78,   0.0164,   0.0220,   0.0299,  4590.68,  6061.78,  7683.79,  2715.32,  3070.72,  3275.21
1362,it87,mi,1,56536050, 17846.51, 14734.45,    0.456,    23.90,    27.88,    34.60,    18.85,    20.24,    22.05,   0.1707,   0.1796,   0.1893,  1542.78,  2501.47,  3977.26,  5763.22,  6631.03,  6981.74
1363,it87,hcexp,1,56536050, 15946.40, 13829.82,    0.288,     9.19,    20.16,    33.78,     2.08,     4.55,     8.30,   0.0072,   0.0163,   0.0309,  5655.87,  7071.55,  8266.30,  1650.13,  2060.95,  2692.70
1364,it89,dhi,1,56580028, 23921.70, 20546.97,    0.304,     4.33,     9.61,    17.39,     0.97,     2.19,     4.05,   0.0039,   0.0081,   0.0150,  6383.62,  7935.83,  9458.55,  1835.17,  2337.66,  2869.63
1365,it89,dhci,1,56580028, 23827.88, 20525.38,    0.303,     4.38,     9.68,    17.42,     0.98,     2.21,     4.09,   0.0039,   0.0081,   0.0152,  6385.87,  7931.34,  9435.77,  1832.91,  2342.15,  2892.41
1366,it89,mi,1,56580028, 19377.38, 16939.15,    0.429,    21.75,    26.56,    34.02,    17.30,    18.68,    20.64,   0.1578,   0.1657,   0.1751,  1683.48,  3047.78,  4847.73,  6535.31,  7225.71,  7480.45
1367,it89,hcexp,1,56580028, 16130.66, 14561.00,    0.251,     9.91,    21.27,    35.35,     1.80,     4.50,     8.48,   0.0051,   0.0144,   0.0297,  6723.02,  8100.52,  9371.75,  1495.76,  2172.97,  2956.43
1368,it91,dhi,1,56681984, 23891.14, 21285.39,    0.292,     4.72,    10.59,    19.22,     1.35,     2.54,     4.53,   0.0064,   0.0109,   0.0183,  6079.59,  8092.80,  9758.35,  2434.56,  2549.90,  3012.89
1369,it91,dhci,1,56681984, 23818.40, 21268.27,    0.291,     4.72,    10.59,    19.25,     1.35,     2.54,     4.54,   0.0064,   0.0109,   0.0183,  6082.81,  8091.77,  9761.29,  2431.35,  2550.93,  3009.95
1370,it91,mi,1,56681984, 18958.97, 17037.31,    0.418,    22.42,    27.72,    35.97,    17.48,    18.90,    21.04,   0.1562,   0.1654,   0.1758,  1876.20,  3384.30,  5300.37,  6637.96,  7258.40,  7470.87
1371,it91,hcexp,1,56681984, 15323.30, 13630.54,    0.255,    14.83,    28.88,    43.58,     2.85,     6.52,    11.37,   0.0091,   0.0225,   0.0430,  6878.55,  8239.91,  9440.37,  1635.61,  2402.79,  3330.87
1372,it93,dhi,1,56888397, 22894.14, 19532.47,    0.342,     8.39,    14.16,    21.96,     3.39,     4.92,     7.11,   0.0204,   0.0279,   0.0377,  4651.79,  6370.73,  7925.01,  3161.20,  3395.51,  3794.47
1373,it93,dhci,1,56888397, 22826.32, 19487.75,    0.342,     8.39,    14.17,    22.04,     3.40,     4.93,     7.13,   0.0204,   0.0280,   0.0378,  4648.88,  6366.43,  7929.92,  3164.11,  3399.81,  3789.56
1374,it93,mi,1,56888397, 17716.74, 14610.99,    0.476,    28.81,    33.69,    40.32,    21.22,    23.18,    25.51,   0.1841,   0.1978,   0.2118,  2059.66,  3044.52,  4304.85,  5753.33,  6721.72,  7414.63
1375,it93,hcexp,1,56888397, 14848.38, 13258.81,    0.265,    12.85,    24.06,    40.03,     2.87,     5.92,    10.27,   0.0100,   0.0221,   0.0400,  6068.58,  7362.24,  8712.28,  1744.41,  2403.99,  3007.20
1376,it95,dhi,1,56549180, 22159.66, 19043.70,    0.340,     8.81,    14.29,    21.30,     3.25,     4.89,     7.01,   0.0178,   0.0260,   0.0362,  4802.69,  6264.97,  7666.03,  2814.79,  3256.88,  3760.19
1377,it95,dhci,1,56549180, 22055.77, 18990.86,    0.338,     8.81,    14.30,    21.35,     3.26,     4.89,     7.01,   0.0178,   0.0260,   0.0362,  4801.00,  6265.51,  7671.32,  2816.48,  3256.34,  3754.90
1378,it95,mi,1,56549180, 16538.77, 13865.58,    0.476,    30.14,    34.68,    41.10,    21.77,    23.87,    26.19,   0.1869,   0.2019,   0.2167,  2114.74,  2968.70,  4143.49,  5502.74,  6553.15,  7282.73
1379,it95,hcexp,1,56549180, 13789.17, 12843.08,    0.230,    11.64,    23.94,    38.49,     2.71,     5.63,     9.84,   0.0097,   0.0209,   0.0380,  5844.15,  7283.89,  8503.82,  1773.33,  2237.96,  2922.40
1380,it98,dhi,1,56619857, 23446.46, 20044.44,    0.348,     9.20,    14.94,    21.45,     4.03,     5.62,     7.63,   0.0260,   0.0339,   0.0438,  4510.38,  6253.13,  7746.89,  3507.40,  3769.09,  4279.78
1381,it98,dhci,1,56619857, 23352.25, 19965.60,    0.347,     9.20,    14.94,    21.57,     4.03,     5.62,     7.64,   0.0260,   0.0339,   0.0438,  4509.07,  6252.12,  7764.20,  3508.71,  3770.10,  4262.47
1382,it98,mi,1,56619857, 17757.90, 14817.69,    0.481,    29.90,    34.56,    40.49,    22.20,    24.18,    26.36,   0.1934,   0.2073,   0.2212,  2064.22,  3010.19,  4196.23,  5953.55,  7012.03,  7830.44
1383,it98,hcexp,1,56619857, 12983.39, 11869.00,    0.263,    21.86,    36.15,    52.93,     5.42,     9.90,    15.51,   0.0214,   0.0412,   0.0674,  6029.80,  7277.73,  8503.30,  1987.98,  2744.49,  3523.37
1384,it00,dhi,1,56634552, 23792.08, 20400.68,    0.334,     7.95,    12.97,    20.10,     3.19,     4.66,     6.62,   0.0195,   0.0266,   0.0356,  4882.28,  6533.47,  8210.89,  3277.99,  3666.87,  4029.52
1385,it00,dhci,1,56634552, 23680.38, 20322.96,    0.333,     7.95,    13.10,    20.19,     3.19,     4.67,     6.63,   0.0195,   0.0266,   0.0357,  4883.81,  6566.87,  8219.48,  3276.47,  3633.47,  4020.93
1386,it00,mi,1,56634552, 18064.62, 15233.42,    0.474,    28.92,    33.15,    39.49,    21.65,    23.51,    25.65,   0.1912,   0.2037,   0.2166,  2051.53,  2965.89,  4289.92,  6108.74,  7234.45,  7950.49
1387,it00,hcexp,1,56634552, 13633.06, 12395.35,    0.246,    18.39,    30.48,    47.42,     4.03,     7.98,    13.24,   0.0145,   0.0307,   0.0536,  6370.91,  7530.53,  8821.30,  1789.36,  2669.81,  3419.11
1388,it04,dhi,1,57208421, 24275.16, 20611.85,    0.332,     6.78,    11.96,    19.77,     2.32,     3.68,     5.64,   0.0128,   0.0189,   0.0273,  5426.89,  7132.91,  8840.62,  2817.85,  3173.01,  3526.49
1389,it04,dhci,1,57208421, 24154.79, 20584.33,    0.331,     6.79,    12.09,    20.16,     2.32,     3.69,     5.67,   0.0128,   0.0190,   0.0274,  5424.49,  7158.71,  8889.07,  2820.25,  3147.21,  3478.04
1390,it04,mi,1,57208421, 18216.37, 14787.63,    0.494,    29.63,    34.48,    41.45,    23.28,    25.01,    27.10,   0.2119,   0.2225,   0.2341,  1765.37,  2830.84,  4280.82,  6479.37,  7475.08,  8086.29
1391,it04,hcexp,1,57208421, 14586.77, 13164.73,    0.253,    13.99,    27.64,    44.69,     3.23,     6.74,    11.79,   0.0115,   0.0250,   0.0455,  6342.82,  7792.28,  9105.37,  1901.91,  2513.64,  3261.74
1392,it08,dhi,1,58334373, 24789.70, 21488.12,    0.326,     6.52,    12.32,    19.78,     2.47,     3.80,     5.81,   0.0154,   0.0211,   0.0292,  5340.12,  7428.32,  9106.24,  3255.13,  3315.74,  3786.63
1393,it08,dhci,1,58334373, 24697.76, 21397.55,    0.325,     6.67,    12.40,    19.88,     2.47,     3.81,     5.84,   0.0154,   0.0211,   0.0293,  5406.66,  7438.91,  9108.00,  3188.59,  3305.15,  3784.87
1394,it08,mi,1,58334373, 18128.25, 15329.22,    0.477,    29.21,    35.20,    42.16,    22.95,    24.76,    27.05,   0.2084,   0.2192,   0.2314,  1840.21,  3186.10,  4621.93,  6755.04,  7557.96,  8270.94
1395,it08,hcexp,1,58334373, 14513.94, 13301.95,    0.234,    17.12,    29.39,    49.44,     3.07,     6.91,    12.03,   0.0105,   0.0245,   0.0458,  7053.27,  8217.92,  9756.23,  1541.98,  2526.14,  3136.64
1396,it10,dhi,1,58853566, 24012.07, 20976.15,    0.323,     7.53,    12.42,    19.24,     3.22,     4.56,     6.40,   0.0212,   0.0275,   0.0358,  4808.35,  6636.77,  8395.94,  3582.11,  3851.30,  4189.75
1397,it10,dhci,1,58853566, 23916.39, 20972.51,    0.322,     7.59,    12.43,    19.30,     3.21,     4.56,     6.41,   0.0212,   0.0275,   0.0358,  4836.47,  6637.01,  8403.99,  3553.98,  3851.06,  4181.70
1398,it10,mi,1,58853566, 17402.67, 14929.30,    0.485,    31.31,    36.07,    42.32,    24.81,    26.58,    28.67,   0.2269,   0.2377,   0.2495,  1742.26,  2760.42,  4060.33,  6648.20,  7727.65,  8525.36
1399,it10,hcexp,1,58853566, 14760.37, 13420.75,    0.243,    15.78,    27.59,    45.73,     2.69,     6.23,    11.09,   0.0097,   0.0220,   0.0416,  6958.59,  8117.91,  9534.67,  1431.87,  2370.16,  3051.02
