Entity,Year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6
Albania,1996,14.899548136724713,,,,,
Albania,2002,,14.92507830321351,,,,
Albania,2005,,14.8339433449105,,,,
Albania,2008,,14.53520445232362,,,,
Albania,2012,,14.88913730117932,,,,
Albania,2014,,,16.1309213149927,,,
Albania,2015,,,15.869891096227487,,,
Albania,2016,,,16.13876219881277,,,
Albania,2017,,,16.0808482944998,,,
Albania,2018,,,,15.449505742416788,,
Albania,2019,,,,15.41793846717979,,
Algeria,1988,14.33938621645192,,,,,
Algeria,1995,,15.72819815749868,,,,
Algeria,2011,,,14.35638338623408,,,
Angola,2000,15.8686952441043,,,,,
Angola,2008,,16.233330698834152,,,,
Angola,2018,,,15.9390207456917,,,
Armenia,1999,,14.54794360029428,,,,
Armenia,2001,,14.80713533396094,,,,
Armenia,2002,,14.509224531367678,,,,
Armenia,2003,,13.95872351103235,,,,
Armenia,2004,,14.075803172469282,,,,
Armenia,2005,,13.903377615870513,,,,
Armenia,2006,,14.33825751815559,,,,
Armenia,2007,,14.886165276185128,,,,
Armenia,2008,,14.66537032642517,,,,
Armenia,2009,,14.61785950664968,,,,
Armenia,2010,,14.34672199847005,,,,
Armenia,2011,,14.594037372525278,,,,
Armenia,2012,,14.19601317522071,,,,
Armenia,2013,,14.70855008570146,,,,
Armenia,2014,,14.312284331181448,,,,
Armenia,2015,,13.94990508948822,,,,
Armenia,2016,,14.87187659018021,,,,
Armenia,2017,,14.03451499499849,,,,
Armenia,2018,,13.80026039805021,,,,
Armenia,2019,,,13.985560527577451,,,
Armenia,2020,,,14.08330527314443,,,
Azerbaijan,1995,15.23560437725125,,,,,
Azerbaijan,2001,,14.98850182670367,,,,
Azerbaijan,2002,,13.48792656155972,,,,
Azerbaijan,2003,,13.78270200294046,,,,
Azerbaijan,2004,,13.45967797883914,,,,
Azerbaijan,2005,,13.619992646663558,,,,
Bangladesh,1983,13.97150744225009,,,,,
Bangladesh,1988,14.02079062670652,,,,,
