Entity,Year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6
Albania,1996,3.896034511600035,,,,,
Albania,2002,,4.138788616787388,,,,
Albania,2005,,3.70849215383559,,,,
Albania,2008,,3.367350294780321,,,,
Albania,2012,,3.489383697157628,,,,
Albania,2014,,,4.01905443938015,,,
Albania,2015,,,3.336844974798,,,
Albania,2016,,,3.428824182525676,,,
Albania,2017,,,3.3549500425689898,,,
Albania,2018,,,,3.063302139932897,,
Albania,2019,,,,2.5908176157338088,,
Algeria,1988,4.901299722761946,,,,,
Algeria,1995,,4.831792404499719,,,,
Algeria,2011,,,3.390727450473005,,,
Angola,2000,5.878184888362135,,,,,
Angola,2008,,5.595683023021034,,,,
Angola,2018,,,6.420169127537865,,,
Armenia,1999,,5.832108288954251,,,,
Armenia,2001,,6.007685008058362,,,,
Armenia,2002,,5.844490064994837,,,,
Armenia,2003,,5.640757907379717,,,,
Armenia,2004,,5.214010513535803,,,,
Armenia,2005,,4.785070398570968,,,,
Armenia,2006,,4.441169691476256,,,,
Armenia,2007,,4.267218153648472,,,,
Armenia,2008,,4.017938986083991,,,,
Armenia,2009,,4.327144985790407,,,,
Armenia,2010,,4.393829372588039,,,,
Armenia,2011,,4.29167212840255,,,,
Armenia,2012,,4.111995830261641,,,,
Armenia,2013,,4.128081109679907,,,,
Armenia,2014,,4.06735883313123,,,,
Armenia,2015,,3.8867122650251407,,,,
Armenia,2016,,3.966586220586463,,,,
Armenia,2017,,3.9212388850449824,,,,
Armenia,2018,,3.9265232407124606,,,,
Armenia,2019,,,3.968281588302178,,,
Armenia,2020,,,3.858278357497196,,,
Azerbaijan,1995,5.618345061583367,,,,,
Azerbaijan,2001,,5.184751030404046,,,,
Azerbaijan,2002,,3.519607316563341,,,,
Azerbaijan,2003,,3.476093011166393,,,,
Azerbaijan,2004,,3.317911624101989,,,,
Azerbaijan,2005,,2.9163477702584526,,,,
Bangladesh,1983,7.297162344679394,,,,,
Bangladesh,1988,7.339805032694053,,,,,
Bangladesh,1991,,7.3532620963651,,,,
Bangladesh,1995,,7.019740037156037,,,,
Bangladesh,2000,,,6.9165812441717405,,,
Bangladesh,2005,,,6.630806413547807,,,
Bangladesh,2010,,,6.367358320206761,,,
Bangladesh,2016,,,6.088805930042007,,,
Belarus,1998,,6.367211759928078,,,,
Belarus,1999,,6.12638255443849,,,,
Belarus,2000,,5.787115856820334,,,,
Belarus,2001,,5.078989552599544,,,,
Belarus,2002,,4.758762943387675,,,,
Belarus,2003,,4.594989117920851,,,,
Belarus,2004,,4.037154019331564,,,,
Belarus,2005,,3.511581277948519,,,,
Belarus,2006,,3.247394108692572,,,,
Belarus,2007,,3.015586638172062,,,,
Belarus,2008,,2.7606990665955453,,,,
Belarus,2009,,2.7409807849175545,,,,
Belarus,2010,,2.641396952495588,,,,
Belarus,2011,,2.481194745030816,,,,
Belarus,2012,,2.17290093736745,,,,
Belarus,2013,,2.077453978863937,,,,
Belarus,2014,,2.0033953265307027,,,,
Belarus,2015,,2.1026146663517995,,,,
Belarus,2016,,2.0791461316088355,,,,
Belarus,2017,,1.8354662603747856,,,,
Belarus,2018,,1.848388959765644,,,,
Belarus,2019,,1.9660459540110031,,,,
Belarus,2020,,1.6006020908978644,,,,
Belize,1995,,5.5297937220187325,,,,
Benin,2003,7.519607207137885,,,,,
Benin,2011,,7.446354591459961,,,,
Benin,2015,,7.591282928381416,,,,
Benin,2018,,,6.1790376338339525,,,
Bhutan,2003,5.704873271021407,,,,,
Bhutan,2007,,4.983728452590294,,,,
Bhutan,2012,,4.190737988476997,,,,
Bhutan,2017,,4.074972540265134,,,,
Bosnia and Herzegovina,2001,2.65156370512534,,,,,
Bosnia and Herzegovina,2004,2.632520651736062,,,,,
Bosnia and Herzegovina,2007,,2.400554391426988,,,,
Bosnia and Herzegovina,2011,,2.625696044472447,,,,
Botswana,1985,6.9846088936545225,,,,,
Botswana,1993,6.6384420017617565,,,,,
Botswana,2002,,6.61383915615996,,,,
Botswana,2009,,5.7910264696350096,,,,
Botswana,2015,,5.811260673873838,,,,
Bulgaria,1989,2.0162305648121737,,,,,
Bulgaria,1994,2.1310340557812744,,,,,
Bulgaria,1995,,,,2.975608991976537,,
Bulgaria,1997,,,3.8831197986082016,,,
Bulgaria,2001,,,,3.6372121491515848,,
Bulgaria,2003,,,,,3.246301544546325,
Bulgaria,2007,,,,,2.8932653586209245,
Burkina Faso,1994,8.573629965796776,,,,,
Burkina Faso,1998,,8.436120781923353,,,,
Burkina Faso,2003,,7.564709342184872,,,,
Burkina Faso,2009,,,7.49813962130344,,,
Burkina Faso,2014,,,,7.075438744912274,,
Burkina Faso,2018,,,,,6.661959958854706,
Burundi,1992,8.220162495843288,,,,,
Burundi,1998,,8.468793393204376,,,,
Burundi,2006,,8.062794214826555,,,,
Burundi,2013,,7.875588963780542,,,,
Cameroon,1996,7.359113911700174,,,,,
Cameroon,2001,,6.3838887714686114,,,,
Cameroon,2007,,6.5446356910223376,,,,
Cameroon,2014,,6.130620448543217,,,,
Cape Verde,2001,5.918897891899911,,,,,
Cape Verde,2007,,5.361699375773628,,,,
Cape Verde,2015,,,4.6795185087345565,,,
Central African Republic,1992,8.766436192965518,,,,,
Central African Republic,2008,,7.849659094252069,,,,
Chad,2003,7.697320562397595,,,,,
Chad,2011,6.846854634150498,,,,,
Chad,2018,,6.718660378573509,,,,
China,1990,,8.85230400468983,,,,
China,1993,,7.863489542082054,,,,
China,1996,,7.36182826395718,,,,
China,1999,,7.204128658923053,,,,
China,2002,,6.721934334379761,,,,
China,2005,,6.067389751131352,,,,
China,2008,,5.696568223630242,,,,
China,2010,,5.39860641852005,,,,
China,2011,,5.1433988785407205,,,,
China,2012,,4.959205374131244,,,,
China,2013,,,4.448902912093785,,,
China,2014,,,4.248069071521192,,,
China,2015,,,4.026863310355791,,,
China,2016,,,3.8665853254591913,,,
China,2017,,,3.7940491146663966,,,
China,2018,,,3.601580636451615,,,
China,2019,,,3.386406585020517,,,
China - rural,1990,,8.438460536062571,,,,
China - rural,1993,,8.29855624868376,,,,
China - rural,1996,,7.832931430530921,,,,
China - rural,1999,,7.851225157096274,,,,
China - rural,2002,,7.601357553864871,,,,
China - rural,2005,,6.959201724259126,,,,
China - rural,2008,,6.713614018920048,,,,
China - rural,2010,,6.439336590271571,,,,
China - rural,2011,,6.115695256093187,,,,
China - rural,2012,,5.889858229577014,,,,
China - rural,2013,,,5.007421785383695,,,
China - rural,2014,,,4.71005426781785,,,
China - rural,2015,,,4.448295288283069,,,
China - rural,2016,,,4.263486330417625,,,
China - rural,2017,,,4.152495168652031,,,
China - rural,2018,,,3.878798888838596,,,
China - rural,2019,,,3.617976420114045,,,
China - urban,1990,,9.999900010454333,,,,
China - urban,1993,,6.790560876135446,,,,
China - urban,1996,,6.33826967339339,,,,
China - urban,1999,,5.943727101092358,,,,
China - urban,2002,,5.178506384800642,,,,
China - urban,2005,,4.625663665143327,,,,
China - urban,2008,,4.1346762717458105,,,,
China - urban,2010,,3.805042516872738,,,,
China - urban,2011,,3.663064104363431,,,,
China - urban,2012,,3.5175532947589514,,,,
China - urban,2013,,,3.589997622153178,,,
China - urban,2014,,,3.5366557321135828,,,
China - urban,2015,,,3.385562402809,,,
China - urban,2016,,,3.2694632172912037,,,
China - urban,2017,,,3.2823828717887493,,,
China - urban,2018,,,3.225827051968274,,,
China - urban,2019,,,3.0852111995364884,,,
Comoros,2004,5.665521077591035,,,,,
Comoros,2014,,5.797357646098745,,,,
Congo,2005,7.312125111224777,,,,,
Congo,2011,6.683396569555371,,,,,
Cote d'Ivoire,1985,4.974299448354701,,,,,
Cote d'Ivoire,1986,4.944077080088673,,,,,
Cote d'Ivoire,1987,5.318957392435107,,,,,
Cote d'Ivoire,1988,5.679454597129986,,,,,
Cote d'Ivoire,1992,,6.378293926328601,,,,
Cote d'Ivoire,1995,,6.493802794207493,,,,
Cote d'Ivoire,1998,,6.73293959514537,,,,
Cote d'Ivoire,2002,,,6.651973247454896,,,
Cote d'Ivoire,2008,,,6.766640833156599,,,
Cote d'Ivoire,2015,,,6.751215090960172,,,
Cote d'Ivoire,2018,,,,5.630992314163059,,
Croatia,1998,,1.8985362626120057,,,,
Croatia,1999,,,2.2055916742894817,,,
Croatia,2000,,,2.0584929778024663,,,
Croatia,2001,,,2.137934672279395,,,
Croatia,2004,,1.9619850832924195,,,,
Croatia,2008,,1.852801472847028,,,,
Croatia,2009,,1.96383781121894,,,,
