Entity,Year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6
Albania,1996,4.183261200008475,,,,,
Albania,2002,,4.012884447426652,,,,
Albania,2005,,4.679874246632036,,,,
Albania,2008,,5.040119275383218,,,,
Albania,2012,,4.944230533499474,,,,
Albania,2014,,,4.977225185039673,,,
Albania,2015,,,5.93242955757119,,,
Albania,2016,,,6.169422778343265,,,
Albania,2017,,,6.112601267906681,,,
Albania,2018,,,,6.983985182947873,,
Albania,2019,,,,7.84643040760994,,
Algeria,1988,3.332388289102296,,,,,
Algeria,1995,,3.451418234838509,,,,
Algeria,2011,,,4.8261840980761415,,,
Angola,2000,2.7987174666132315,,,,,
Angola,2008,,2.8165528416480483,,,,
Angola,2018,,,2.052330323544157,,,
Armenia,1999,,2.355789293347571,,,,
Armenia,2001,,2.2630208155858966,,,,
Armenia,2002,,2.373463532446352,,,,
Armenia,2003,,2.5005294903672803,,,,
Armenia,2004,,2.898010179947956,,,,
Armenia,2005,,3.26279942153363,,,,
Armenia,2006,,3.5026371581013462,,,,
Armenia,2007,,3.838487073333276,,,,
Armenia,2008,,3.995591129231796,,,,
Armenia,2009,,3.5741505979762787,,,,
Armenia,2010,,3.553004520859328,,,,
Armenia,2011,,3.709060927440134,,,,
Armenia,2012,,3.82376396712697,,,,
Armenia,2013,,3.958447753326664,,,,
Armenia,2014,,4.039843317505526,,,,
Armenia,2015,,4.264823550478687,,,,
Armenia,2016,,4.626868405778013,,,,
Armenia,2017,,4.181895272699035,,,,
Armenia,2018,,4.16136509683801,,,,
Armenia,2019,,,4.023315335791079,,,
Armenia,2020,,,3.97486756631523,,,
Azerbaijan,1995,2.587503328821622,,,,,
Azerbaijan,2001,,2.94216997699815,,,,
Azerbaijan,2002,,4.169827825627336,,,,
Azerbaijan,2003,,4.347149546971823,,,,
Azerbaijan,2004,,4.374863206356194,,,,
Azerbaijan,2005,,4.8356005308179375,,,,
Bangladesh,1983,1.4754834982839902,,,,,
Bangladesh,1988,1.4156214245833214,,,,,
Bangladesh,1991,,1.4120355550045691,,,,
Bangladesh,1995,,1.554198553985938,,,,
Bangladesh,2000,,,1.5968269084467883,,,
Bangladesh,2005,,,1.7762214576698026,,,
Bangladesh,2010,,,1.946703736254452,,,
Bangladesh,2016,,,2.1478348816829342,,,
Belarus,1998,,1.9861975959097689,,,,
Belarus,1999,,2.144644743738138,,,,
