Cohort  Age        ASFR
1878     12-          .
1878     13           .
1878     14           .
1878     15           .
1878     16           .
1878     17           .
1878     18           .
1878     19           .
1878     20           .
1878     21           .
1878     22           .
1878     23           .
1878     24           .
1878     25           .
1878     26           .
1878     27           .
1878     28           .
1878     29           .
1878     30           .
1878     31           .
1878     32           .
1878     33           .
1878     34           .
1878     35           .
1878     36           .
1878     37           .
1878     38           .
1878     39           .
1878     40           .
1878     41           .
1878     42           .
1878     43           .
1878     44           .
1878     45           .
1878     46           .
1878     47           .
1878     48           .
1878     49           .
1878     50           .
1878     51           .
1878     52           .
1878     53           .
1878     54           .
1878     55+    0.00000
1879     12-          .
1879     13           .
1879     14           .
1879     15           .
1879     16           .
1879     17           .
1879     18           .
1879     19           .
1879     20           .
1879     21           .
1879     22           .
1879     23           .
1879     24           .
1879     25           .
1879     26           .
1879     27           .
1879     28           .
1879     29           .
1879     30           .
1879     31           .
1879     32           .
1879     33           .
1879     34           .
1879     35           .
1879     36           .
1879     37           .
1879     38           .
1879     39           .
1879     40           .
1879     41           .
1879     42           .
1879     43           .
1879     44           .
1879     45           .
1879     46           .
1879     47           .
1879     48           .
1879     49           .
1879     50           .
1879     51           .
1879     52           .
1879     53           .
1879     54     0.00002
1879     55+    0.00000
1880     12-          .
1880     13           .
1880     14           .
1880     15           .
1880     16           .
1880     17           .
1880     18           .
1880     19           .
1880     20           .
1880     21           .
1880     22           .
1880     23           .
1880     24           .
1880     25           .
1880     26           .
1880     27           .
1880     28           .
1880     29           .
1880     30           .
1880     31           .
1880     32           .
1880     33           .
1880     34           .
1880     35           .
1880     36           .
1880     37           .
1880     38           .
1880     39           .
1880     40           .
1880     41           .
1880     42           .
1880     43           .
1880     44           .
1880     45           .
1880     46           .
1880     47           .
1880     48           .
1880     49           .
1880     50           .
1880     51           .
1880     52           .
1880     53     0.00002
1880     54     0.00001
1880     55+    0.00000
1881     12-          .
1881     13           .
1881     14           .
1881     15           .
1881     16           .
1881     17           .
1881     18           .
1881     19           .
1881     20           .
1881     21           .
1881     22           .
1881     23           .
1881     24           .
1881     25           .
1881     26           .
1881     27           .
1881     28           .
1881     29           .
1881     30           .
1881     31           .
1881     32           .
1881     33           .
1881     34           .
1881     35           .
1881     36           .
1881     37           .
1881     38           .
1881     39           .
1881     40           .
1881     41           .
1881     42           .
1881     43           .
1881     44           .
1881     45           .
1881     46           .
1881     47           .
1881     48           .
1881     49           .
1881     50           .
1881     51           .
1881     52     0.00002
1881     53     0.00002
1881     54     0.00003
1881     55+    0.00001
1882     12-          .
1882     13           .
1882     14           .
1882     15           .
1882     16           .
1882     17           .
1882     18           .
1882     19           .
1882     20           .
1882     21           .
1882     22           .
1882     23           .
1882     24           .
1882     25           .
1882     26           .
1882     27           .
1882     28           .
1882     29           .
1882     30           .
1882     31           .
1882     32           .
1882     33           .
1882     34           .
1882     35           .
1882     36           .
1882     37           .
1882     38           .
1882     39           .
1882     40           .
1882     41           .
1882     42           .
1882     43           .
1882     44           .
1882     45           .
1882     46           .
1882     47           .
1882     48           .
1882     49           .
1882     50           .
1882     51     0.00003
1882     52     0.00003
1882     53     0.00003
1882     54     0.00002
1882     55+    0.00001
1883     12-          .
1883     13           .
1883     14           .
1883     15           .
1883     16           .
1883     17           .
1883     18           .
1883     19           .
1883     20           .
1883     21           .
1883     22           .
1883     23           .
1883     24           .
1883     25           .
1883     26           .
1883     27           .
1883     28           .
1883     29           .
1883     30           .
1883     31           .
1883     32           .
1883     33           .
1883     34           .
1883     35           .
1883     36           .
1883     37           .
1883     38           .
1883     39           .
1883     40           .
1883     41           .
1883     42           .
1883     43           .
1883     44           .
1883     45           .
1883     46           .
1883     47           .
1883     48           .
1883     49           .
1883     50     0.00010
1883     51     0.00003
1883     52     0.00004
1883     53     0.00003
1883     54     0.00002
1883     55+    0.00001
1884     12-          .
1884     13           .
1884     14           .
1884     15           .
1884     16           .
1884     17           .
1884     18           .
1884     19           .
1884     20           .
1884     21           .
1884     22           .
1884     23           .
1884     24           .
1884     25           .
1884     26           .
1884     27           .
1884     28           .
1884     29           .
1884     30           .
1884     31           .
1884     32           .
1884     33           .
1884     34           .
1884     35           .
1884     36           .
1884     37           .
1884     38           .
1884     39           .
1884     40           .
1884     41           .
1884     42           .
1884     43           .
1884     44           .
1884     45           .
1884     46           .
1884     47           .
1884     48           .
1884     49     0.00038
1884     50     0.00012
1884     51     0.00003
1884     52     0.00005
1884     53     0.00003
1884     54     0.00001
1884     55+    0.00000
1885     12-          .
1885     13           .
1885     14           .
1885     15           .
1885     16           .
1885     17           .
1885     18           .
1885     19           .
1885     20           .
1885     21           .
1885     22           .
1885     23           .
1885     24           .
1885     25           .
1885     26           .
1885     27           .
1885     28           .
1885     29           .
1885     30           .
1885     31           .
1885     32           .
1885     33           .
1885     34           .
1885     35           .
1885     36           .
1885     37           .
1885     38           .
1885     39           .
1885     40           .
1885     41           .
1885     42           .
1885     43           .
1885     44           .
1885     45           .
1885     46           .
1885     47           .
1885     48     0.00083
1885     49     0.00038
1885     50     0.00012
1885     51     0.00004
1885     52     0.00006
1885     53     0.00002
1885     54     0.00000
1885     55+    0.00000
1886     12-          .
1886     13           .
1886     14           .
1886     15           .
1886     16           .
1886     17           .
1886     18           .
1886     19           .
1886     20           .
1886     21           .
1886     22           .
1886     23           .
1886     24           .
1886     25           .
1886     26           .
1886     27           .
1886     28           .
1886     29           .
1886     30           .
1886     31           .
1886     32           .
1886     33           .
1886     34           .
1886     35           .
1886     36           .
1886     37           .
1886     38           .
1886     39           .
1886     40           .
1886     41           .
1886     42           .
1886     43           .
1886     44           .
1886     45           .
1886     46           .
1886     47     0.00125
1886     48     0.00080
1886     49     0.00036
1886     50     0.00012
1886     51     0.00005
1886     52     0.00005
1886     53     0.00001
1886     54     0.00000
1886     55+    0.00000
1887     12-          .
1887     13           .
1887     14           .
1887     15           .
1887     16           .
1887     17           .
1887     18           .
1887     19           .
1887     20           .
1887     21           .
1887     22           .
1887     23           .
1887     24           .
1887     25           .
1887     26           .
1887     27           .
1887     28           .
1887     29           .
1887     30           .
1887     31           .
1887     32           .
1887     33           .
1887     34           .
1887     35           .
1887     36           .
1887     37           .
1887     38           .
1887     39           .
1887     40           .
1887     41           .
1887     42           .
1887     43           .
1887     44           .
1887     45           .
1887     46     0.00243
1887     47     0.00121
1887     48     0.00069
1887     49     0.00032
1887     50     0.00011
1887     51     0.00006
1887     52     0.00003
1887     53     0.00001
1887     54     0.00000
1887     55+    0.00007
1888     12-          .
1888     13           .
1888     14           .
1888     15           .
1888     16           .
1888     17           .
1888     18           .
1888     19           .
1888     20           .
1888     21           .
1888     22           .
1888     23           .
1888     24           .
1888     25           .
1888     26           .
1888     27           .
1888     28           .
1888     29           .
1888     30           .
1888     31           .
1888     32           .
1888     33           .
1888     34           .
1888     35           .
1888     36           .
1888     37           .
1888     38           .
1888     39           .
1888     40           .
1888     41           .
1888     42           .
1888     43           .
1888     44           .
1888     45     0.00510
1888     46     0.00234
1888     47     0.00114
1888     48     0.00062
1888     49     0.00028
1888     50     0.00013
1888     51     0.00007
1888     52     0.00003
1888     53     0.00001
1888     54     0.00001
1888     55+    0.00008
1889     12-          .
1889     13           .
1889     14           .
1889     15           .
1889     16           .
1889     17           .
1889     18           .
1889     19           .
1889     20           .
1889     21           .
1889     22           .
1889     23           .
1889     24           .
1889     25           .
1889     26           .
1889     27           .
1889     28           .
1889     29           .
1889     30           .
1889     31           .
1889     32           .
1889     33           .
1889     34           .
1889     35           .
1889     36           .
1889     37           .
1889     38           .
1889     39           .
1889     40           .
1889     41           .
1889     42           .
1889     43           .
1889     44     0.00797
1889     45     0.00477
1889     46     0.00219
1889     47     0.00104
1889     48     0.00058
1889     49     0.00028
1889     50     0.00014
1889     51     0.00006
1889     52     0.00003
1889     53     0.00002
1889     54     0.00002
1889     55+    0.00009
1890     12-          .
1890     13           .
1890     14           .
1890     15           .
1890     16           .
1890     17           .
1890     18           .
1890     19           .
1890     20           .
1890     21           .
1890     22           .
1890     23           .
1890     24           .
1890     25           .
1890     26           .
1890     27           .
1890     28           .
1890     29           .
1890     30           .
1890     31           .
1890     32           .
1890     33           .
1890     34           .
1890     35           .
1890     36           .
1890     37           .
1890     38           .
1890     39           .
1890     40           .
1890     41           .
1890     42           .
1890     43     0.01259
1890     44     0.00757
1890     45     0.00444
1890     46     0.00214
1890     47     0.00103
1890     48     0.00060
1890     49     0.00026
1890     50     0.00011
1890     51     0.00006
1890     52     0.00003
1890     53     0.00002
1890     54     0.00003
1890     55+    0.00010
1891     12-          .
1891     13           .
1891     14           .
1891     15           .
1891     16           .
1891     17           .
1891     18           .
1891     19           .
1891     20           .
1891     21           .
1891     22           .
1891     23           .
1891     24           .
1891     25           .
1891     26           .
1891     27           .
1891     28           .
1891     29           .
1891     30           .
1891     31           .
1891     32           .
1891     33           .
1891     34           .
1891     35           .
1891     36           .
1891     37           .
1891     38           .
1891     39           .
1891     40           .
1891     41           .
1891     42     0.01872
1891     43     0.01199
1891     44     0.00700
1891     45     0.00406
1891     46     0.00196
1891     47     0.00102
1891     48     0.00053
1891     49     0.00020
1891     50     0.00010
1891     51     0.00006
1891     52     0.00003
1891     53     0.00003
1891     54     0.00002
1891     55+    0.00007
1892     12-          .
1892     13           .
1892     14           .
1892     15           .
1892     16           .
1892     17           .
1892     18           .
1892     19           .
1892     20           .
1892     21           .
1892     22           .
1892     23           .
1892     24           .
1892     25           .
1892     26           .
1892     27           .
1892     28           .
1892     29           .
1892     30           .
1892     31           .
1892     32           .
1892     33           .
1892     34           .
1892     35           .
1892     36           .
1892     37           .
1892     38           .
1892     39           .
1892     40           .
1892     41     0.01966
1892     42     0.01821
1892     43     0.01128
1892     44     0.00658
1892     45     0.00385
1892     46     0.00193
1892     47     0.00102
1892     48     0.00043
1892     49     0.00019
1892     50     0.00010
1892     51     0.00004
1892     52     0.00003
1892     53     0.00003
1892     54     0.00003
1892     55+    0.00007
1893     12-          .
1893     13           .
1893     14           .
1893     15           .
1893     16           .
1893     17           .
1893     18           .
1893     19           .
1893     20           .
1893     21           .
1893     22           .
1893     23           .
1893     24           .
1893     25           .
1893     26           .
1893     27           .
1893     28           .
1893     29           .
1893     30           .
1893     31           .
1893     32           .
1893     33           .
1893     34           .
1893     35           .
1893     36           .
1893     37           .
1893     38           .
1893     39           .
1893     40     0.03053
1893     41     0.01911
1893     42     0.01703
1893     43     0.01050
1893     44     0.00624
1893     45     0.00360
1893     46     0.00188
1893     47     0.00090
1893     48     0.00040
1893     49     0.00018
1893     50     0.00007
1893     51     0.00004
1893     52     0.00003
1893     53     0.00003
1893     54     0.00003
1893     55+    0.00002
1894     12-          .
1894     13           .
1894     14           .
1894     15           .
1894     16           .
1894     17           .
1894     18           .
1894     19           .
1894     20           .
1894     21           .
1894     22           .
1894     23           .
1894     24           .
1894     25           .
1894     26           .
1894     27           .
1894     28           .
1894     29           .
1894     30           .
1894     31           .
1894     32           .
1894     33           .
1894     34           .
1894     35           .
1894     36           .
1894     37           .
1894     38           .
1894     39     0.03734
1894     40     0.02982
1894     41     0.01815
1894     42     0.01599
1894     43     0.01013
1894     44     0.00577
1894     45     0.00316
1894     46     0.00175
1894     47     0.00085
1894     48     0.00039
1894     49     0.00015
1894     50     0.00007
1894     51     0.00003
1894     52     0.00003
1894     53     0.00002
1894     54     0.00002
1894     55+    0.00000
1895     12-          .
1895     13           .
1895     14           .
1895     15           .
1895     16           .
1895     17           .
1895     18           .
1895     19           .
1895     20           .
1895     21           .
1895     22           .
1895     23           .
1895     24           .
1895     25           .
1895     26           .
1895     27           .
1895     28           .
1895     29           .
1895     30           .
1895     31           .
1895     32           .
1895     33           .
1895     34           .
1895     35           .
1895     36           .
1895     37           .
1895     38     0.04767
1895     39     0.03671
1895     40     0.02861
1895     41     0.01756
1895     42     0.01558
1895     43     0.00942
1895     44     0.00518
1895     45     0.00302
1895     46     0.00167
1895     47     0.00081
1895     48     0.00035
1895     49     0.00015
1895     50     0.00007
1895     51     0.00003
1895     52     0.00003
1895     53     0.00001
1895     54     0.00000
1895     55+    0.00000
1896     12-          .
1896     13           .
1896     14           .
1896     15           .
1896     16           .
1896     17           .
1896     18           .
1896     19           .
1896     20           .
1896     21           .
1896     22           .
1896     23           .
1896     24           .
1896     25           .
1896     26           .
1896     27           .
1896     28           .
1896     29           .
1896     30           .
1896     31           .
1896     32           .
1896     33           .
1896     34           .
1896     35           .
1896     36           .
1896     37     0.04711
1896     38     0.04629
1896     39     0.03455
1896     40     0.02697
1896     41     0.01710
1896     42     0.01410
1896     43     0.00838
1896     44     0.00496
1896     45     0.00288
1896     46     0.00158
1896     47     0.00077
1896     48     0.00036
1896     49     0.00018
1896     50     0.00006
1896     51     0.00003
1896     52     0.00002
1896     53     0.00001
1896     54     0.00000
1896     55+    0.00000
1897     12-          .
1897     13           .
1897     14           .
1897     15           .
1897     16           .
1897     17           .
1897     18           .
1897     19           .
1897     20           .
1897     21           .
1897     22           .
1897     23           .
1897     24           .
1897     25           .
1897     26           .
1897     27           .
1897     28           .
1897     29           .
1897     30           .
1897     31           .
1897     32           .
1897     33           .
1897     34           .
1897     35           .
1897     36     0.05417
1897     37     0.04556
1897     38     0.04327
1897     39     0.03264
1897     40     0.02597
1897     41     0.01732
1897     42     0.01284
1897     43     0.00816
1897     44     0.00472
1897     45     0.00272
1897     46     0.00154
1897     47     0.00080
1897     48     0.00038
1897     49     0.00018
1897     50     0.00005
1897     51     0.00004
1897     52     0.00002
1897     53     0.00001
1897     54     0.00000
1897     55+    0.00000
1898     12-          .
1898     13           .
1898     14           .
1898     15           .
1898     16           .
1898     17           .
1898     18           .
1898     19           .
1898     20           .
1898     21           .
1898     22           .
1898     23           .
1898     24           .
1898     25           .
1898     26           .
1898     27           .
1898     28           .
1898     29           .
1898     30           .
1898     31           .
1898     32           .
1898     33           .
1898     34           .
1898     35     0.05803
1898     36     0.05130
1898     37     0.04186
1898     38     0.03955
1898     39     0.03072
1898     40     0.02490
1898     41     0.01831
1898     42     0.01268
1898     43     0.00786
1898     44     0.00451
1898     45     0.00268
1898     46     0.00164
1898     47     0.00075
1898     48     0.00032
1898     49     0.00015
1898     50     0.00007
1898     51     0.00005
1898     52     0.00003
1898     53     0.00001
1898     54     0.00000
1898     55+    0.00000
1899     12-          .
1899     13           .
1899     14           .
1899     15           .
1899     16           .
1899     17           .
1899     18           .
1899     19           .
1899     20           .
1899     21           .
1899     22           .
1899     23           .
1899     24           .
1899     25           .
1899     26           .
1899     27           .
1899     28           .
1899     29           .
1899     30           .
1899     31           .
1899     32           .
1899     33           .
1899     34     0.06618
1899     35     0.06077
1899     36     0.05268
1899     37     0.04351
1899     38     0.04091
1899     39     0.02956
1899     40     0.02381
1899     41     0.01822
1899     42     0.01233
1899     43     0.00772
1899     44     0.00446
1899     45     0.00284
1899     46     0.00171
1899     47     0.00069
1899     48     0.00035
1899     49     0.00018
1899     50     0.00009
1899     51     0.00005
1899     52     0.00003
1899     53     0.00001
1899     54     0.00000
1899     55+    0.00000
1900     12-          .
1900     13           .
1900     14           .
1900     15           .
1900     16           .
1900     17           .
1900     18           .
1900     19           .
1900     20           .
1900     21           .
1900     22           .
1900     23           .
1900     24           .
1900     25           .
1900     26           .
1900     27           .
1900     28           .
1900     29           .
1900     30           .
1900     31           .
1900     32           .
1900     33     0.07380
1900     34     0.06867
1900     35     0.06110
1900     36     0.05357
1900     37     0.04543
1900     38     0.03981
1900     39     0.02912
1900     40     0.02371
1900     41     0.01792
1900     42     0.01251
1900     43     0.00788
1900     44     0.00470
1900     45     0.00307
1900     46     0.00169
1900     47     0.00079
1900     48     0.00040
1900     49     0.00020
1900     50     0.00009
1900     51     0.00006
1900     52     0.00003
1900     53     0.00001
1900     54     0.00000
1900     55+    0.00000
1901     12-          .
1901     13           .
1901     14           .
1901     15           .
1901     16           .
1901     17           .
1901     18           .
1901     19           .
1901     20           .
1901     21           .
1901     22           .
1901     23           .
1901     24           .
1901     25           .
1901     26           .
1901     27           .
1901     28           .
1901     29           .
1901     30           .
1901     31           .
1901     32     0.07636
1901     33     0.06638
1901     34     0.06022
1901     35     0.05367
1901     36     0.04789
1901     37     0.04158
1901     38     0.03494
1901     39     0.02901
1901     40     0.02361
1901     41     0.01871
1901     42     0.01313
1901     43     0.00824
1901     44     0.00514
1901     45     0.00307
1901     46     0.00148
1901     47     0.00066
1901     48     0.00032
1901     49     0.00016
1901     50     0.00009
1901     51     0.00005
1901     52     0.00003
1901     53     0.00001
1901     54     0.00000
1901     55+    0.00000
1902     12-          .
1902     13           .
1902     14           .
1902     15           .
1902     16           .
1902     17           .
1902     18           .
1902     19           .
1902     20           .
1902     21           .
1902     22           .
1902     23           .
1902     24           .
1902     25           .
1902     26           .
1902     27           .
1902     28           .
1902     29           .
1902     30           .
1902     31     0.07065
1902     32     0.07436
1902     33     0.06331
1902     34     0.05793
1902     35     0.05235
1902     36     0.04725
1902     37     0.04104
1902     38     0.03476
1902     39     0.02925
1902     40     0.02496
1902     41     0.02001
1902     42     0.01365
1902     43     0.00899
1902     44     0.00545
1902     45     0.00295
1902     46     0.00137
1902     47     0.00061
1902     48     0.00028
1902     49     0.00016
1902     50     0.00009
1902     51     0.00005
1902     52     0.00002
1902     53     0.00001
1902     54     0.00000
1902     55+    0.00000
1903     12-          .
1903     13           .
1903     14           .
1903     15           .
1903     16           .
1903     17           .
1903     18           .
1903     19           .
1903     20           .
1903     21           .
1903     22           .
1903     23           .
1903     24           .
1903     25           .
1903     26           .
1903     27           .
1903     28           .
1903     29           .
1903     30     0.09164
1903     31     0.07209
1903     32     0.07338
1903     33     0.06363
1903     34     0.05910
1903     35     0.05438
1903     36     0.04776
1903     37     0.04084
1903     38     0.03543
1903     39     0.03106
1903     40     0.02682
1903     41     0.02070
1903     42     0.01457
1903     43     0.00955
1903     44     0.00534
1903     45     0.00288
1903     46     0.00132
1903     47     0.00056
1903     48     0.00029
1903     49     0.00015
1903     50     0.00008
1903     51     0.00004
1903     52     0.00002
1903     53     0.00001
1903     54     0.00000
1903     55+    0.00000
1904     12-          .
1904     13           .
1904     14           .
1904     15           .
1904     16           .
1904     17           .
1904     18           .
1904     19           .
1904     20           .
1904     21           .
1904     22           .
1904     23           .
1904     24           .
1904     25           .
1904     26           .
1904     27           .
1904     28           .
1904     29     0.09289
1904     30     0.09276
1904     31     0.07157
1904     32     0.07301
1904     33     0.06420
1904     34     0.06109
1904     35     0.05570
1904     36     0.04776
1904     37     0.04207
1904     38     0.03804
1904     39     0.03341
1904     40     0.02777
1904     41     0.01998
1904     42     0.01519
1904     43     0.00928
1904     44     0.00512
1904     45     0.00278
1904     46     0.00129
1904     47     0.00055
1904     48     0.00026
1904     49     0.00012
1904     50     0.00007
1904     51     0.00003
1904     52     0.00002
1904     53     0.00001
1904     54     0.00000
1904     55+    0.00000
1905     12-          .
1905     13           .
1905     14           .
1905     15           .
1905     16           .
1905     17           .
1905     18           .
1905     19           .
1905     20           .
1905     21           .
1905     22           .
1905     23           .
1905     24           .
1905     25           .
1905     26           .
1905     27           .
1905     28     0.10420
1905     29     0.09381
1905     30     0.09119
1905     31     0.07234
1905     32     0.07439
1905     33     0.06588
1905     34     0.06269
1905     35     0.05630
1905     36     0.04959
1905     37     0.04554
1905     38     0.04109
1905     39     0.03485
1905     40     0.02783
1905     41     0.01874
1905     42     0.01495
1905     43     0.00892
1905     44     0.00500
1905     45     0.00267
1905     46     0.00133
1905     47     0.00056
1905     48     0.00025
1905     49     0.00013
1905     50     0.00005
1905     51     0.00003
1905     52     0.00001
1905     53     0.00001
1905     54     0.00000
1905     55+    0.00000
1906     12-          .
1906     13           .
1906     14           .
1906     15           .
1906     16           .
1906     17           .
1906     18           .
1906     19           .
1906     20           .
1906     21           .
1906     22           .
1906     23           .
1906     24           .
1906     25           .
1906     26           .
1906     27     0.10292
1906     28     0.10472
1906     29     0.09231
1906     30     0.09060
1906     31     0.07456
1906     32     0.07364
1906     33     0.06746
1906     34     0.06407
1906     35     0.05877
1906     36     0.05396
1906     37     0.04922
1906     38     0.04307
1906     39     0.03604
1906     40     0.02814
1906     41     0.01843
1906     42     0.01429
1906     43     0.00867
1906     44     0.00492
1906     45     0.00266
1906     46     0.00131
1906     47     0.00058
1906     48     0.00025
1906     49     0.00012
1906     50     0.00005
1906     51     0.00003
1906     52     0.00001
1906     53     0.00001
1906     54     0.00000
1906     55+    0.00000
1907     12-          .
1907     13           .
1907     14           .
1907     15           .
1907     16           .
1907     17           .
1907     18           .
1907     19           .
1907     20           .
1907     21           .
1907     22           .
1907     23           .
1907     24           .
1907     25           .
1907     26     0.11144
1907     27     0.10509
1907     28     0.10398
1907     29     0.09363
1907     30     0.09299
1907     31     0.07756
1907     32     0.07333
1907     33     0.06956
1907     34     0.06714
1907     35     0.06404
1907     36     0.05816
1907     37     0.05171
1907     38     0.04619
1907     39     0.03741
1907     40     0.02787
1907     41     0.01787
1907     42     0.01404
1907     43     0.00863
1907     44     0.00506
1907     45     0.00265
1907     46     0.00128
1907     47     0.00055
1907     48     0.00023
1907     49     0.00011
1907     50     0.00005
1907     51     0.00002
1907     52     0.00002
1907     53     0.00001
1907     54     0.00000
1907     55+    0.00000
1908     12-          .
1908     13           .
1908     14           .
1908     15           .
1908     16           .
1908     17           .
1908     18           .
1908     19           .
1908     20           .
1908     21           .
1908     22           .
1908     23           .
1908     24           .
1908     25     0.11453
1908     26     0.11165
1908     27     0.10340
1908     28     0.10319
1908     29     0.09550
1908     30     0.09272
1908     31     0.08130
1908     32     0.07613
1908     33     0.07326
1908     34     0.07318
1908     35     0.06857
1908     36     0.06097
1908     37     0.05315
1908     38     0.04781
