Cohort  Age        ASFR
1915     53     0.00000
1915     54     0.00000
1915     55+    0.00000
1916     12-          .
1916     13           .
1916     14           .
1916     15           .
1916     16           .
1916     17     0.03965
1916     18     0.06953
1916     19     0.09125
1916     20     0.10811
1916     21     0.11923
1916     22     0.12389
1916     23     0.12537
1916     24     0.13825
1916     25     0.15016
1916     26     0.14660
1916     27     0.13180
1916     28     0.12003
1916     29     0.12648
1916     30     0.13169
1916     31     0.11102
1916     32     0.09986
1916     33     0.08689
1916     34     0.07931
1916     35     0.07172
1916     36     0.06284
1916     37     0.05411
1916     38     0.04776
1916     39     0.03738
1916     40     0.02922
1916     41     0.01934
1916     42     0.01423
1916     43     0.00888
1916     44     0.00490
1916     45     0.00253
1916     46     0.00113
1916     47     0.00046
1916     48     0.00018
1916     49     0.00006
1916     50     0.00000
1916     51     0.00000
1916     52     0.00000
1916     53     0.00000
1916     54     0.00000
1916     55+    0.00000
1917     12-          .
1917     13           .
1917     14           .
1917     15           .
1917     16     0.01942
1917     17     0.04085
1917     18     0.06936
1917     19     0.09238
1917     20     0.11189
1917     21     0.12009
1917     22     0.12417
1917     23     0.13359
1917     24     0.15413
1917     25     0.16187
1917     26     0.14290
1917     27     0.12492
1917     28     0.13361
1917     29     0.14022
1917     30     0.13151
1917     31     0.10799
1917     32     0.10131
1917     33     0.08940
1917     34     0.08233
1917     35     0.07391
1917     36     0.06502
1917     37     0.05532
1917     38     0.04900
1917     39     0.03762
1917     40     0.02895
1917     41     0.01921
1917     42     0.01429
1917     43     0.00898
1917     44     0.00483
1917     45     0.00240
1917     46     0.00110
1917     47     0.00043
1917     48     0.00016
1917     49     0.00004
1917     50     0.00000
1917     51     0.00000
1917     52     0.00000
1917     53     0.00000
1917     54     0.00000
1917     55+    0.00000
1918     12-          .
1918     13           .
1918     14           .
1918     15     0.00695
1918     16     0.02017
1918     17     0.04041
1918     18     0.06974
1918     19     0.09419
1918     20     0.11263
1918     21     0.12187
1918     22     0.13228
1918     23     0.15013
1918     24     0.16597
1918     25     0.15728
1918     26     0.13451
1918     27     0.13578
1918     28     0.15163
1918     29     0.13813
1918     30     0.12533
1918     31     0.10763
1918     32     0.10369
1918     33     0.09285
1918     34     0.08426
1918     35     0.07538
1918     36     0.06558
1918     37     0.05522
1918     38     0.04960
1918     39     0.03785
1918     40     0.02814
1918     41     0.01922
1918     42     0.01399
1918     43     0.00858
1918     44     0.00450
1918     45     0.00226
1918     46     0.00100
1918     47     0.00039
1918     48     0.00017
1918     49     0.00005
1918     50     0.00000
1918     51     0.00000
1918     52     0.00000
1918     53     0.00000
1918     54     0.00000
1918     55+    0.00000
1919     12-          .
1919     13           .
1919     14     0.00191
1919     15     0.00750
1919     16     0.02080
1919     17     0.04251
1919     18     0.07364
1919     19     0.09425
1919     20     0.11331
1919     21     0.12938
1919     22     0.14866
1919     23     0.16125
1919     24     0.16115
1919     25     0.14756
1919     26     0.15040
1919     27     0.15980
1919     28     0.15349
1919     29     0.13411
1919     30     0.12581
1919     31     0.11154
1919     32     0.10978
1919     33     0.09672
1919     34     0.08702
1919     35     0.07731
1919     36     0.06614
1919     37     0.05590
1919     38     0.04909
1919     39     0.03797
1919     40     0.02814
1919     41     0.01948
1919     42     0.01395
1919     43     0.00829
1919     44     0.00444
1919     45     0.00221
1919     46     0.00093
1919     47     0.00037
1919     48     0.00015
1919     49     0.00006
1919     50     0.00000
1919     51     0.00000
1919     52     0.00000
1919     53     0.00000
1919     54     0.00000
1919     55+    0.00000
1920     12-          .
1920     13     0.00044
1920     14     0.00205
1920     15     0.00751
1920     16     0.02155
1920     17     0.04535
1920     18     0.07290
1920     19     0.09425
1920     20     0.11961
1920     21     0.14446
1920     22     0.15896
1920     23     0.15661
1920     24     0.15088
1920     25     0.16093
1920     26     0.17930
1920     27     0.16758
1920     28     0.15423
1920     29     0.13980
1920     30     0.13129
1920     31     0.11920
1920     32     0.11556
1920     33     0.10106
1920     34     0.09050
1920     35     0.07986
1920     36     0.06860
1920     37     0.05706
1920     38     0.04979
1920     39     0.03904
1920     40     0.02888
1920     41     0.01967
1920     42     0.01417
1920     43     0.00845
1920     44     0.00449
1920     45     0.00221
1920     46     0.00089
1920     47     0.00037
1920     48     0.00017
1920     49     0.00007
1920     50     0.00000
1920     51     0.00000
1920     52     0.00000
1920     53     0.00000
1920     54     0.00000
1920     55+    0.00000
1921     12-    0.00002
1921     13     0.00042
1921     14     0.00205
1921     15     0.00755
1921     16     0.02214
1921     17     0.04560
1921     18     0.07088
1921     19     0.09820
1921     20     0.13207
1921     21     0.15354
1921     22     0.15389
1921     23     0.14605
1921     24     0.16481
1921     25     0.18661
1921     26     0.18048
1921     27     0.16163
1921     28     0.15585
1921     29     0.14318
1921     30     0.13570
1921     31     0.11989
1921     32     0.11569
1921     33     0.10097
1921     34     0.08927
1921     35     0.07925
1921     36     0.06682
1921     37     0.05487
1921     38     0.04801
1921     39     0.03777
1921     40     0.02800
1921     41     0.01852
1921     42     0.01347
1921     43     0.00799
1921     44     0.00412
1921     45     0.00204
1921     46     0.00080
1921     47     0.00033
1921     48     0.00014
1921     49     0.00006
1921     50     0.00000
1921     51     0.00000
1921     52     0.00000
1921     53     0.00000
1921     54     0.00000
1921     55+    0.00000
1922     12-    0.00002
1922     13     0.00037
1922     14     0.00202
1922     15     0.00766
1922     16     0.02287
1922     17     0.04606
1922     18     0.07321
1922     19     0.10644
1922     20     0.13938
1922     21     0.14765
1922     22     0.14249
1922     23     0.16385
1922     24     0.19358
1922     25     0.18677
1922     26     0.17119
1922     27     0.15923
1922     28     0.15956
1922     29     0.14865
1922     30     0.13856
1922     31     0.12049
1922     32     0.11580
1922     33     0.10014
1922     34     0.08914
1922     35     0.07779
1922     36     0.06491
1922     37     0.05368
1922     38     0.04657
1922     39     0.03593
1922     40     0.02633
1922     41     0.01755
1922     42     0.01237
1922     43     0.00730
1922     44     0.00377
1922     45     0.00183
1922     46     0.00072
1922     47     0.00029
1922     48     0.00009
1922     49     0.00003
1922     50     0.00000
1922     51     0.00000
1922     52     0.00000
1922     53     0.00000
1922     54     0.00000
1922     55+    0.00000
1923     12-    0.00004
1923     13     0.00039
1923     14     0.00216
1923     15     0.00836
1923     16     0.02367
1923     17     0.04740
1923     18     0.07822
1923     19     0.11154
1923     20     0.13296
1923     21     0.13554
1923     22     0.15906
1923     23     0.20113
1923     24     0.19896
1923     25     0.18259
1923     26     0.17211
1923     27     0.16272
1923     28     0.16662
1923     29     0.15330
1923     30     0.14215
1923     31     0.12305
1923     32     0.11716
1923     33     0.10217
1923     34     0.08952
1923     35     0.07716
1923     36     0.06503
1923     37     0.05387
1923     38     0.04513
1923     39     0.03415
1923     40     0.02555
1923     41     0.01673
1923     42     0.01134
1923     43     0.00669
1923     44     0.00338
1923     45     0.00159
1923     46     0.00063
1923     47     0.00027
1923     48     0.00009
1923     49     0.00004
1923     50     0.00000
1923     51     0.00000
1923     52     0.00000
1923     53     0.00000
1923     54     0.00000
1923     55+    0.00000
1924     12-    0.00006
1924     13     0.00041
1924     14     0.00257
1924     15     0.00898
1924     16     0.02436
1924     17     0.05035
1924     18     0.08163
1924     19     0.10544
1924     20     0.12116
1924     21     0.15174
1924     22     0.19633
1924     23     0.20954
1924     24     0.19758
1924     25     0.18886
1924     26     0.18102
1924     27     0.17253
1924     28     0.17132
1924     29     0.15804
1924     30     0.14602
1924     31     0.12510
1924     32     0.11964
1924     33     0.10269
1924     34     0.08883
1924     35     0.07755
1924     36     0.06551
1924     37     0.05345
1924     38     0.04402
1924     39     0.03400
1924     40     0.02498
1924     41     0.01575
1924     42     0.01049
1924     43     0.00619
1924     44     0.00312
1924     45     0.00148
1924     46     0.00058
1924     47     0.00024
1924     48     0.00008
1924     49     0.00003
1924     50     0.00000
1924     51     0.00000
1924     52     0.00000
1924     53     0.00000
1924     54     0.00000
1924     55+    0.00000
1925     12-    0.00007
1925     13     0.00028
1925     14     0.00258
1925     15     0.00925
1925     16     0.02586
1925     17     0.05257
1925     18     0.07686
1925     19     0.09547
1925     20     0.13404
1925     21     0.18730
1925     22     0.20433
1925     23     0.20282
1925     24     0.19669
1925     25     0.19555
1925     26     0.19046
1925     27     0.17750
1925     28     0.17336
1925     29     0.15949
1925     30     0.14649
1925     31     0.12608
1925     32     0.11789
1925     33     0.09991
1925     34     0.08728
1925     35     0.07645
1925     36     0.06358
1925     37     0.05118
1925     38     0.04266
1925     39     0.03253
1925     40     0.02303
1925     41     0.01449
1925     42     0.00955
1925     43     0.00565
1925     44     0.00284
1925     45     0.00133
1925     46     0.00053
1925     47     0.00019
1925     48     0.00007
1925     49     0.00003
1925     50     0.00000
1925     51     0.00000
1925     52     0.00000
1925     53     0.00000
1925     54     0.00000
1925     55+    0.00000
1926     12-    0.00001
1926     13     0.00015
1926     14     0.00267
1926     15     0.00984
1926     16     0.02709
1926     17     0.04983
1926     18     0.06983
1926     19     0.10704
1926     20     0.16882
1926     21     0.19857
1926     22     0.19918
1926     23     0.20149
1926     24     0.20083
1926     25     0.20323
1926     26     0.19383
1926     27     0.18089
1926     28     0.17563
1926     29     0.15972
1926     30     0.14762
1926     31     0.12509
1926     32     0.11525
1926     33     0.09847
1926     34     0.08585
1926     35     0.07347
1926     36     0.06032
1926     37     0.04963
1926     38     0.04021
1926     39     0.02934
1926     40     0.02059
1926     41     0.01312
1926     42     0.00859
1926     43     0.00504
1926     44     0.00238
1926     45     0.00111
1926     46     0.00046
1926     47     0.00017
1926     48     0.00007
1926     49     0.00002
1926     50     0.00000
1926     51     0.00000
1926     52     0.00000
1926     53     0.00000
1926     54     0.00000
1926     55+    0.00000
1927     12-    0.00000
1927     13     0.00015
1927     14     0.00281
1927     15     0.01035
1927     16     0.02604
1927     17     0.04599
1927     18     0.07679
1927     19     0.13880
1927     20     0.18530
1927     21     0.19607
1927     22     0.20075
1927     23     0.20801
1927     24     0.21107
1927     25     0.20904
1927     26     0.19726
1927     27     0.18408
1927     28     0.17886
1927     29     0.16317
1927     30     0.14825
1927     31     0.12431
1927     32     0.11437
1927     33     0.09876
1927     34     0.08443
1927     35     0.07107
1927     36     0.05877
1927     37     0.04749
1927     38     0.03712
1927     39     0.02661
1927     40     0.01867
1927     41     0.01197
1927     42     0.00789
1927     43     0.00448
1927     44     0.00213
1927     45     0.00097
1927     46     0.00042
1927     47     0.00017
1927     48     0.00006
1927     49     0.00002
1927     50     0.00000
1927     51     0.00000
1927     52     0.00000
1927     53     0.00000
1927     54     0.00000
1927     55+    0.00000
1928     12-    0.00000
1928     13     0.00016
1928     14     0.00297
1928     15     0.01015
1928     16     0.02460
1928     17     0.04560
1928     18     0.09678
1928     19     0.15445
1928     20     0.18141
1928     21     0.19307
1928     22     0.20613
1928     23     0.21629
1928     24     0.21446
1928     25     0.21272
1928     26     0.19886
1928     27     0.18311
1928     28     0.17916
1928     29     0.16236
1928     30     0.14668
1928     31     0.12331
1928     32     0.11229
1928     33     0.09604
1928     34     0.08112
1928     35     0.06895
1928     36     0.05558
1928     37     0.04299
1928     38     0.03352
1928     39     0.02418
1928     40     0.01701
1928     41     0.01094
1928     42     0.00709
1928     43     0.00383
1928     44     0.00187
1928     45     0.00084
1928     46     0.00038
1928     47     0.00014
1928     48     0.00005
1928     49     0.00002
1928     50     0.00000
1928     51     0.00000
1928     52     0.00000
1928     53     0.00000
1928     54     0.00000
1928     55+    0.00000
1929     12-    0.00000
1929     13     0.00017
1929     14     0.00296
1929     15     0.00983
1929     16     0.02375
1929     17     0.05649
1929     18     0.11251
1929     19     0.15586
1929     20     0.18081
1929     21     0.20020
1929     22     0.21864
1929     23     0.22514
1929     24     0.22341
1929     25     0.21976
1929     26     0.20476
1929     27     0.18892
1929     28     0.17922
1929     29     0.16206
1929     30     0.14715
1929     31     0.12540
1929     32     0.11142
1929     33     0.09351
1929     34     0.07993
1929     35     0.06600
1929     36     0.05127
1929     37     0.03975
1929     38     0.03094
1929     39     0.02247
1929     40     0.01582
1929     41     0.00996
1929     42     0.00626
1929     43     0.00338
1929     44     0.00159
1929     45     0.00074
1929     46     0.00034
1929     47     0.00012
1929     48     0.00005
1929     49     0.00002
1929     50     0.00000
1929     51     0.00000
1929     52     0.00000
1929     53     0.00000
1929     54     0.00000
1929     55+    0.00000
1930     12-    0.00000
1930     13     0.00017
1930     14     0.00299
1930     15     0.00887
1930     16     0.02758
1930     17     0.06767
1930     18     0.11537
1930     19     0.15635
1930     20     0.18841
1930     21     0.21258
1930     22     0.22607
1930     23     0.23522
1930     24     0.23326
1930     25     0.22874
1930     26     0.21312
1930     27     0.19455
1930     28     0.18010
1930     29     0.16337
1930     30     0.14684
1930     31     0.12551
1930     32     0.11059
1930     33     0.09328
1930     34     0.07716
1930     35     0.06128
1930     36     0.04736
1930     37     0.03718
1930     38     0.02886
1930     39     0.02135
1930     40     0.01456
1930     41     0.00885
1930     42     0.00557
1930     43     0.00304
1930     44     0.00154
1930     45     0.00073
1930     46     0.00033
1930     47     0.00011
1930     48     0.00005
1930     49     0.00002
1930     50     0.00000
1930     51     0.00000
1930     52     0.00000
1930     53     0.00000
1930     54     0.00000
1930     55+    0.00000
1931     12-    0.00000
1931     13     0.00018
1931     14     0.00296
1931     15     0.01011
1931     16     0.03317
1931     17     0.07068
1931     18     0.11507
1931     19     0.16259
1931     20     0.19812
1931     21     0.21782
1931     22     0.23400
1931     23     0.24220
1931     24     0.23985
1931     25     0.23581
1931     26     0.21432
1931     27     0.19324
1931     28     0.17917
1931     29     0.16123
1931     30     0.14044
1931     31     0.11922
1931     32     0.10678
1931     33     0.08726
1931     34     0.06892
1931     35     0.05486
1931     36     0.04294
1931     37     0.03356
1931     38     0.02650
1931     39     0.01916
1931     40     0.01255
1931     41     0.00772
1931     42     0.00483
1931     43     0.00277
1931     44     0.00148
1931     45     0.00066
1931     46     0.00031
1931     47     0.00012
1931     48     0.00006
1931     49     0.00002
1931     50     0.00000
1931     51     0.00000
1931     52     0.00000
1931     53     0.00000
1931     54     0.00000
1931     55+    0.00000
1932     12-    0.00000
1932     13     0.00020
1932     14     0.00363
1932     15     0.01220
1932     16     0.03572
1932     17     0.07160
1932     18     0.11992
1932     19     0.17043
1932     20     0.20428
1932     21     0.22818
1932     22     0.24501
1932     23     0.25191
1932     24     0.24894
1932     25     0.23870
1932     26     0.21508
1932     27     0.19397
1932     28     0.17830
1932     29     0.15688
1932     30     0.13397
1932     31     0.11404
1932     32     0.09976
1932     33     0.07877
1932     34     0.06226
1932     35     0.05016
1932     36     0.03967
1932     37     0.03129
1932     38     0.02446
1932     39     0.01669
1932     40     0.01087
1932     41     0.00684
1932     42     0.00431
1932     43     0.00256
1932     44     0.00132
1932     45     0.00065
1932     46     0.00028
1932     47     0.00012
1932     48     0.00006
1932     49     0.00003
1932     50     0.00000
1932     51     0.00000
1932     52     0.00000
1932     53     0.00000
1932     54     0.00000
1932     55+    0.00000
1933     12-    0.00000
1933     13     0.00025
1933     14     0.00426
1933     15     0.01312
1933     16     0.03673
1933     17     0.07454
1933     18     0.12425
1933     19     0.17455
1933     20     0.21249
1933     21     0.23790
1933     22     0.25480
1933     23     0.26177
1933     24     0.25265
1933     25     0.23799
1933     26     0.21650
1933     27     0.19489
1933     28     0.17473
1933     29     0.15161
1933     30     0.13048
1933     31     0.10750
1933     32     0.08973
1933     33     0.07188
1933     34     0.05807
1933     35     0.04760
1933     36     0.03772
1933     37     0.02914
1933     38     0.02159
1933     39     0.01459
1933     40     0.00964
1933     41     0.00617
1933     42     0.00402
1933     43     0.00243
1933     44     0.00120
1933     45     0.00061
1933     46     0.00026
1933     47     0.00012
1933     48     0.00006
1933     49     0.00002
1933     50     0.00000
1933     51     0.00000
1933     52     0.00000
1933     53     0.00000
1933     54     0.00000
1933     55+    0.00000
1934     12-    0.00000
1934     13     0.00028
1934     14     0.00449
1934     15     0.01348
1934     16     0.03803
1934     17     0.07633
1934     18     0.12701
1934     19     0.18259
1934     20     0.21998
1934     21     0.24792
1934     22     0.26543
1934     23     0.26613
1934     24     0.25409
1934     25     0.23925
1934     26     0.21747
1934     27     0.19331
1934     28     0.17047
1934     29     0.14905
1934     30     0.12402
1934     31     0.09892
1934     32     0.08134
1934     33     0.06630
1934     34     0.05514
1934     35     0.04594
1934     36     0.03563
1934     37     0.02609
1934     38     0.01883
1934     39     0.01297
1934     40     0.00895
1934     41     0.00579
1934     42     0.00390
1934     43     0.00228
1934     44     0.00117
1934     45     0.00060
1934     46     0.00026
1934     47     0.00013
1934     48     0.00006
1934     49     0.00002
1934     50     0.00000
1934     51     0.00000
1934     52     0.00000
1934     53     0.00000
1934     54     0.00000
1934     55+    0.00000
1935     12-    0.00000
1935     13     0.00028
1935     14     0.00448
1935     15     0.01395
1935     16     0.03843
1935     17     0.07705
1935     18     0.12985
1935     19     0.18652
1935     20     0.22759
1935     21     0.25689
1935     22     0.26787
1935     23     0.26589
1935     24     0.25482
1935     25     0.23806
1935     26     0.21394
1935     27     0.18800
1935     28     0.16599
1935     29     0.14044
1935     30     0.11228
1935     31     0.09130
1935     32     0.07613
1935     33     0.06276
1935     34     0.05264
1935     35     0.04278
1935     36     0.03208
1935     37     0.02321
1935     38     0.01684
1935     39     0.01188
1935     40     0.00834
1935     41     0.00558
1935     42     0.00374
1935     43     0.00218
1935     44     0.00121
1935     45     0.00059
1935     46     0.00026
1935     47     0.00012
1935     48     0.00006
1935     49     0.00002
1935     50     0.00000
1935     51     0.00000
1935     52     0.00000
1935     53     0.00000
1935     54     0.00000
1935     55+    0.00000
1936     12-    0.00000
1936     13     0.00028
1936     14     0.00449
1936     15     0.01378
1936     16     0.03851
1936     17     0.07864
1936     18     0.12997
1936     19     0.19163
1936     20     0.23489
1936     21     0.25725
1936     22     0.26371
1936     23     0.26470
1936     24     0.25183
1936     25     0.23063
1936     26     0.20550
1936     27     0.18117
1936     28     0.15480
1936     29     0.12590
1936     30     0.10118
1936     31     0.08499
1936     32     0.07321
1936     33     0.06119
1936     34     0.04881
1936     35     0.03737
1936     36     0.02779
1936     37     0.02074
1936     38     0.01561
1936     39     0.01102
1936     40     0.00783
1936     41     0.00534
1936     42     0.00355
1936     43     0.00210
1936     44     0.00111
1936     45     0.00059
1936     46     0.00027
1936     47     0.00010
1936     48     0.00006
1936     49     0.00002
1936     50     0.00000
1936     51     0.00000
1936     52     0.00000
1936     53     0.00000
1936     54     0.00000
1936     55+    0.00000
1937     12-    0.00000
1937     13     0.00027
1937     14     0.00436
1937     15     0.01357
1937     16     0.03979
1937     17     0.07986
1937     18     0.13441
1937     19     0.19992
1937     20     0.23719
1937     21     0.25688
1937     22     0.26440
1937     23     0.26403
1937     24     0.24527
1937     25     0.22191
1937     26     0.19766
1937     27     0.16976
1937     28     0.14031
1937     29     0.11642
1937     30     0.09448
1937     31     0.08244
1937     32     0.07224
1937     33     0.05826
1937     34     0.04355
1937     35     0.03247
1937     36     0.02485
1937     37     0.01914
1937     38     0.01499
1937     39     0.01054
1937     40     0.00750
1937     41     0.00508
1937     42     0.00345
1937     43     0.00201
1937     44     0.00106
1937     45     0.00056
1937     46     0.00028
1937     47     0.00010
1937     48     0.00005
1937     49     0.00002
1937     50     0.00000
1937     51     0.00000
1937     52     0.00000
1937     53     0.00000
1937     54     0.00000
1937     55+    0.00000
1938     12-    0.00000
1938     13     0.00027
1938     14     0.00439
1938     15     0.01419
1938     16     0.04046
1938     17     0.08202
1938     18     0.13982
1938     19     0.20227
1938     20     0.23968
1938     21     0.25897
1938     22     0.26426
1938     23     0.25841
1938     24     0.23545
1938     25     0.21337
1938     26     0.18457
1938     27     0.15350
1938     28     0.12955
1938     29     0.11096
1938     30     0.09281
1938     31     0.08288
1938     32     0.06884
1938     33     0.05262
1938     34     0.03881
1938     35     0.02975
1938     36     0.02312
1938     37     0.01816
1938     38     0.01461
1938     39     0.01018
1938     40     0.00721
1938     41     0.00503
1938     42     0.00336
1938     43     0.00196
1938     44     0.00103
1938     45     0.00049
1938     46     0.00024
1938     47     0.00010
1938     48     0.00005
1938     49     0.00003
1938     50     0.00000
1938     51     0.00000
1938     52     0.00000
1938     53     0.00000
1938     54     0.00000
1938     55+    0.00000
1939     12-    0.00000
1939     13     0.00027
1939     14     0.00478
1939     15     0.01481
1939     16     0.04230
1939     17     0.08594
1939     18     0.14066
1939     19     0.20207
1939     20     0.23873
1939     21     0.25602
1939     22     0.25724
1939     23     0.24860
1939     24     0.22471
1939     25     0.19880
1939     26     0.16847
1939     27     0.14240
1939     28     0.12431
1939     29     0.10963
1939     30     0.09359
1939     31     0.08027
1939     32     0.06196
1939     33     0.04711
1939     34     0.03591
1939     35     0.02865
1939     36     0.02263
1939     37     0.01793
1939     38     0.01434
1939     39     0.01017
1939     40     0.00724
1939     41     0.00499
1939     42     0.00333
1939     43     0.00192
1939     44     0.00105
1939     45     0.00051
1939     46     0.00024
1939     47     0.00012
1939     48     0.00006
1939     49     0.00003
1939     50     0.00000
1939     51     0.00000
1939     52     0.00000
1939     53     0.00000
1939     54     0.00000
1939     55+    0.00000
1940     12-    0.00000
1940     13     0.00030
1940     14     0.00476
1940     15     0.01492
1940     16     0.04369
1940     17     0.08591
1940     18     0.13847
1940     19     0.20075
1940     20     0.23325
1940     21     0.24950
1940     22     0.24713
1940     23     0.23725
1940     24     0.20793
1940     25     0.18217
1940     26     0.15953
1940     27     0.13922
1940     28     0.12561
1940     29     0.11218
1940     30     0.09093
1940     31     0.07288
1940     32     0.05608
1940     33     0.04423
1940     34     0.03485
1940     35     0.02837
1940     36     0.02282
1940     37     0.01768
1940     38     0.01424
1940     39     0.01033
1940     40     0.00723
1940     41     0.00507
1940     42     0.00342
1940     43     0.00198
1940     44     0.00110
1940     45     0.00055
1940     46     0.00025
1940     47     0.00012
1940     48     0.00008
1940     49     0.00004
1940     50     0.00000
1940     51     0.00000
1940     52     0.00000
1940     53     0.00000
1940     54     0.00000
1940     55+    0.00000
1941     12-    0.00000
1941     13     0.00028
1941     14     0.00464
1941     15     0.01505
1941     16     0.04221
1941     17     0.08205
1941     18     0.13378
1941     19     0.19573
1941     20     0.22453
1941     21     0.23819
1941     22     0.23483
1941     23     0.21930
1941     24     0.19053
1941     25     0.17240
1941     26     0.15587
1941     27     0.14048
1941     28     0.12881
1941     29     0.10985
1941     30     0.08294
1941     31     0.06584
1941     32     0.05303
1941     33     0.04265
1941     34     0.03421
1941     35     0.02813
1941     36     0.02273
1941     37     0.01765
1941     38     0.01420
1941     39     0.01005
1941     40     0.00721
1941     41     0.00499
1941     42     0.00333
1941     43     0.00200
1941     44     0.00108
1941     45     0.00057
1941     46     0.00027
1941     47     0.00012
1941     48     0.00008
1941     49     0.00005
1941     50     0.00000
1941     51     0.00000
1941     52     0.00000
1941     53     0.00000
1941     54     0.00000
1941     55+    0.00000
1942     12-    0.00000
1942     13     0.00028
1942     14     0.00465
1942     15     0.01439
1942     16     0.03984
1942     17     0.07818
1942     18     0.12807
1942     19     0.18660
1942     20     0.21231
1942     21     0.22489
1942     22     0.21592
1942     23     0.20141
1942     24     0.18107
1942     25     0.16845
1942     26     0.15759
1942     27     0.14357
1942     28     0.12568
1942     29     0.09974
1942     30     0.07575
1942     31     0.06261
1942     32     0.05159
1942     33     0.04215
1942     34     0.03430
1942     35     0.02829
1942     36     0.02287
1942     37     0.01791
1942     38     0.01405
1942     39     0.00991
1942     40     0.00720
1942     41     0.00486
1942     42     0.00330
1942     43     0.00195
1942     44     0.00106
1942     45     0.00054
1942     46     0.00028
1942     47     0.00012
1942     48     0.00006
1942     49     0.00004
1942     50     0.00000
1942     51     0.00000
1942     52     0.00000
1942     53     0.00000
1942     54     0.00000
1942     55+    0.00000
1943     12-    0.00000
1943     13     0.00028
1943     14     0.00449
1943     15     0.01421
1943     16     0.03921
1943     17     0.07640
1943     18     0.12388
1943     19     0.17901
1943     20     0.20143
1943     21     0.20705
1943     22     0.19836
1943     23     0.19188
1943     24     0.17554
1943     25     0.16823
1943     26     0.16026
1943     27     0.14010
1943     28     0.11470
1943     29     0.09052
1943     30     0.07278
1943     31     0.06134
1943     32     0.05133
1943     33     0.04341
1943     34     0.03479
1943     35     0.02881
1943     36     0.02356
1943     37     0.01804
1943     38     0.01438
1943     39     0.01007
1943     40     0.00724
1943     41     0.00494
1943     42     0.00338
1943     43     0.00198
1943     44     0.00109
1943     45     0.00054
1943     46     0.00027
1943     47     0.00011
1943     48     0.00007
1943     49     0.00003
1943     50     0.00000
1943     51     0.00000
1943     52     0.00000
1943     53     0.00001
1943     54     0.00001
1943     55+    0.00000
1944     12-    0.00000
1944     13     0.00029
1944     14     0.00460
1944     15     0.01445
1944     16     0.03944
1944     17     0.07511
1944     18     0.12002
1944     19     0.17145
1944     20     0.18538
1944     21     0.18937
1944     22     0.18652
1944     23     0.18236
1944     24     0.17154
1944     25     0.16802
1944     26     0.15376
1944     27     0.12653
1944     28     0.10458
1944     29     0.08638
1944     30     0.07161
1944     31     0.06138
1944     32     0.05271
1944     33     0.04454
1944     34     0.03600
1944     35     0.03016
1944     36     0.02429
1944     37     0.01864
1944     38     0.01495
1944     39     0.01039
1944     40     0.00755
1944     41     0.00515
1944     42     0.00341
1944     43     0.00207
1944     44     0.00116
1944     45     0.00060
1944     46     0.00029
1944     47     0.00011
1944     48     0.00008
1944     49     0.00004
1944     50     0.00000
1944     51     0.00000
1944     52     0.00001
1944     53     0.00001
1944     54     0.00001
1944     55+    0.00000
1945     12-    0.00000
1945     13     0.00028
1945     14     0.00454
1945     15     0.01417
1945     16     0.03812
1945     17     0.07297
1945     18     0.11592
1945     19     0.15994
1945     20     0.17168
1945     21     0.17897
1945     22     0.17751
1945     23     0.17766
1945     24     0.17147
1945     25     0.16242
1945     26     0.13974
1945     27     0.11600
1945     28     0.10273
1945     29     0.08609
1945     30     0.07304
1945     31     0.06446
1945     32     0.05490
1945     33     0.04618
1945     34     0.03809
1945     35     0.03145
1945     36     0.02536
1945     37     0.01954
1945     38     0.01563
1945     39     0.01098
1945     40     0.00805
1945     41     0.00548
1945     42     0.00364
1945     43     0.00227
1945     44     0.00126
1945     45     0.00062
1945     46     0.00029
1945     47     0.00013
1945     48     0.00009
1945     49     0.00005
1945     50     0.00000
1945     51     0.00001
1945     52     0.00001
1945     53     0.00001
1945     54     0.00001
1945     55+    0.00000
1946     12-    0.00000
1946     13     0.00028
1946     14     0.00423
1946     15     0.01288
1946     16     0.03510
1946     17     0.06859
1946     18     0.10795
1946     19     0.14774
1946     20     0.16059
1946     21     0.16942
1946     22     0.17370
1946     23     0.17795
1946     24     0.16393
1946     25     0.14562
1946     26     0.12746
1946     27     0.11295
1946     28     0.10232
1946     29     0.08674
1946     30     0.07632
1946     31     0.06699
1946     32     0.05685
1946     33     0.04806
1946     34     0.03924
1946     35     0.03267
1946     36     0.02625
1946     37     0.02013
1946     38     0.01645
1946     39     0.01138
1946     40     0.00842
1946     41     0.00584
1946     42     0.00395
1946     43     0.00242
1946     44     0.00129
1946     45     0.00064
1946     46     0.00030
1946     47     0.00014
1946     48     0.00009
1946     49     0.00004
1946     50     0.00002
1946     51     0.00002
1946     52     0.00002
1946     53     0.00001
1946     54     0.00001
1946     55+    0.00000
1947     12-    0.00000
1947     13     0.00024
1947     14     0.00387
1947     15     0.01212
1947     16     0.03343
1947     17     0.06429
1947     18     0.10165
1947     19     0.13900
1947     20     0.15154
1947     21     0.16458
1947     22     0.17243
1947     23     0.17071
1947     24     0.14750
1947     25     0.13214
1947     26     0.12349
1947     27     0.11143
1947     28     0.10211
1947     29     0.08923
1947     30     0.07807
1947     31     0.06850
1947     32     0.05875
1947     33     0.04932
1947     34     0.04058
1947     35     0.03365
1947     36     0.02715
1947     37     0.02102
1947     38     0.01727
1947     39     0.01184
1947     40     0.00884
