entity,year,reporting_level,welfare_type,reporting_pop,headcount_100,headcount_190,headcount_320,headcount_550,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_ratio_100,headcount_ratio_190,headcount_ratio_320,headcount_ratio_550,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,poverty_gap_index_100,poverty_gap_index_190,poverty_gap_index_320,poverty_gap_index_550,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_3000,poverty_gap_index_4000,total_shortfall_100,total_shortfall_190,total_shortfall_320,total_shortfall_550,total_shortfall_1000,total_shortfall_2000,total_shortfall_3000,total_shortfall_4000,avg_shortfall_100,avg_shortfall_190,avg_shortfall_320,avg_shortfall_550,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_3000,avg_shortfall_4000,income_gap_ratio_100,income_gap_ratio_190,income_gap_ratio_320,income_gap_ratio_550,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_3000,income_gap_ratio_4000,number_below_100,number_between_100_190,number_between_190_320,number_between_320_550,number_between_550_1000,number_between_1000_2000,number_between_2000_3000,number_between_3000_4000,number_over_4000,percentage_below_100,percentage_between_100_190,percentage_between_190_320,percentage_between_320_550,percentage_between_550_1000,percentage_between_1000_2000,percentage_between_2000_3000,percentage_between_3000_4000,percentage_over_4000
Albania,2016,national,income,2876101.0,66105.70219138653,192169.67902484306,506816.41089351225,1148999.215804701,2080721.9913653336,2723689.5405438677,2841208.6266680756,2867089.594190912,2.29844856600608,6.68160398486851,17.62164857539816,39.9498910436282,72.34523375101686,94.70076122305397,98.78681682834072,99.68667978596412,0.73289868153035,2.4659521060594902,6.37027547469438,15.728126339602118,34.61899683841343,60.631330080166364,72.85885945394168,79.47785001112531,21078.90630848121,134754.2190456063,586289.7812174074,2487962.3941400796,9956773.14259577,34876365.814979315,62864831.560302325,91434529.557939,0.31886668789107514,0.7012251866652996,1.1568089916105606,2.165329932272962,4.785249150974902,12.804824226778498,22.126087810040467,31.89106114548948,31.886668789107514,36.90658877185788,36.150280987830016,39.36963513223567,47.85249150974902,64.02412113389249,73.75362603346822,79.72765286372369,66105.70219138653,126063.97683345653,314646.73186866916,642182.8049111888,931722.7755606326,642967.5491785342,117519.08612420782,25880.96752283629,9011.405809088144,2.29844856600608,4.3831554188624295,10.940044590529649,22.328242468230037,32.39534270738867,22.355527472037114,4.0860556052867345,0.8998629576234037,0.31332021403588206
Albania,2017,national,income,2873457.0,53453.287980459085,174528.62749707303,437458.07495962206,1028197.0642275979,2003124.148356924,2702695.09270318,2841014.050929875,2864669.107275877,1.86024318374902,6.0738207496083305,15.22410375236595,35.7825805024261,69.7112971712096,94.05726595884956,98.87094363792028,99.69417002850146,0.51528930195053,2.043394481616,5.46438570552135,13.715150410585489,31.841507401847004,58.70940370328726,71.56869147590989,78.53173256049133,14806.61651714864,111560.51736225646,502453.6753993684,2167544.2224342357,9149520.233438907,33739789.407407336,61694867.250688076,90263022.6592287,0.2770010429023841,0.6392104204459375,1.1485756102358964,2.108101936726048,4.5676251474197755,12.483757231253746,21.715790962207702,31.509057164742927,27.700104290238407,33.64265370768092,35.892987819871756,38.32912612229178,45.676251474197755,62.41878615626872,72.38596987402566,78.77264291185732,53453.287980459085,121075.33951661395,262929.447462549,590738.9892679758,974927.0841293262,699570.9443462559,138318.9582266952,23655.056346002035,8787.892724122852,1.86024318374902,4.2135775658593095,9.15028300275762,20.558476750060148,33.928716668783494,24.345968787639972,4.8136776790707225,0.8232263905811723,0.30582997149854174
Albania,2018,national,income,2866376.0,32996.45016618654,130885.68942446598,359937.3117872287,928294.7082931746,1943429.4538109922,2675812.916713757,2830619.0695696496,2857288.5179178794,1.1511556811174302,4.56624285943177,12.55722598107257,32.38565730013001,67.80092541282066,93.35177648409548,98.75253873077537,99.68296266497764,0.28917730240061,1.3241006884531301,4.0879108003929705,11.7860158621901,29.361224674449748,56.88224904196419,70.22492614720818,77.51273079943017,8288.908793458508,72112.03826434506,374959.6610683904,1858073.4151650555,8416030.973745057,32609182.695981823,60387312.873039,88872252.50317898,0.25120607676618056,0.5509543371887181,1.041736015659421,2.0015986287172045,4.330505003534621,12.18664522183042,21.333606320337523,31.103702669809714,25.120607676618057,28.997596694143056,32.5542504893569,36.39270234031281,43.30505003534621,60.933226109152095,71.11202106779174,77.75925667452428,32996.45016618654,97889.23925827944,229051.6223627627,568357.396505946,1015134.7455178176,732383.4629027648,154806.15285589267,26669.44834822975,9087.482082120609,1.15115568111743,3.4150871783143395,7.9909831216408005,19.82843131905744,35.41526811269065,25.55085107127484,5.400762246679872,0.9304239342022732,0.31703733502236303
Argentina - urban,1980,urban,income,23122598.0,40409.506136107244,110959.96231408576,412915.9147558338,1746319.5365196266,5533468.024153516,13210738.341173163,17859217.696515415,20152062.07415427,0.17476196289062002,0.47987670898437,1.7857678222656201,7.552436523437491,23.93099609375,57.13345161808012,77.23707213400249,87.1531048291125,0.14990003244221,0.22156625851627001,0.5457794638633601,2.13487950188494,8.18117361640083,24.68637687793651,39.22580636454434,50.114499308833246,34660.7819034818,97340.56299467996,403834.8524661761,2715017.827528914,18916998.87002426,114162633.7250042,272100765.53796005,463510968.5957716,0.857738319957126,0.8772584359676112,0.978007478120509,1.554708500220916,3.418651519707317,8.64165429491552,15.235872598778542,23.00067193571425,85.7738319957126,46.17149662987428,30.562733691265905,28.267427276743927,34.18651519707317,43.2082714745776,50.78624199592847,57.50167983928562,40409.506136107244,70550.45617797851,301955.95244174806,1333403.6217637928,3787148.487633889,7677270.317019647,4648479.355342252,2292844.377638854,2970535.925845731,0.17476196289062002,0.30511474609375,1.30589111328125,5.76666870117187,16.378559570312508,33.20245552433013,20.103620515922355,9.916032695110014,12.846895170887507
Argentina - urban,1986,urban,income,26230730.0,293556.52293850353,321181.62183591846,602424.5265450453,1675228.591202938,5742327.502567926,14463516.286279226,19720912.40941724,22211152.634283118,1.1191321131303,1.22444789693584,2.29663652725275,6.38651151227182,21.89160386526767,55.139587370535345,75.1824764671713,84.6760751007811,1.10623626072815,1.1219338217589798,1.39600885531947,2.52767687589634,7.3335318722635,23.37783676404496,37.69489512634992,48.43972110818904,290173.8467136971,559153.7199721306,1171786.6035678107,3646654.5312384223,19236389.448773835,122643544.8283474,296629384.9312802,508243698.26568294,0.9884769168440004,1.7409268835991636,1.9451176901579759,2.176810108416222,3.3499290035567397,8.47951095714483,15.04136212225313,22.882364847702867,98.84769168440005,91.62773071574546,60.78492781743674,39.578365607567676,33.4992900355674,42.397554785724154,50.137873740843766,57.205912119257164,293556.52293850353,27625.098897414922,281242.90470912686,1072804.0646578926,4067098.9113649884,8721188.7837113,5257396.123138016,2490240.224865876,4019577.365716882,1.1191321131303,0.10531578380553999,1.0721886303169104,4.089874985019069,15.50509235299585,33.247983505267676,20.042889096635953,9.493598633609801,15.323924899218902
Argentina - urban,1987,urban,income,26769634.0,237391.71993927145,382906.0590526508,871949.9390138657,2759297.577228044,7484925.836178009,16546728.062641282,21159994.369209647,23432983.756961547,0.88679479121482,1.43037465156472,3.25723519049183,10.30756556936133,27.96050867254296,61.8115588081678,79.0447653083701,87.53568971828881,0.79377371771231,0.9701376182616499,1.44686686854843,3.55483209205519,10.30964267680595,28.273147096753622,42.60586832236603,52.83399395473304,212490.31901977854,493434.3504394256,1239427.0885685626,5233885.471967446,27598536.112887558,151372359.96165138,342163050.3725798,565738672.3705664,0.8951041724375935,1.2886564178697857,1.4214429442707415,1.8968180580310376,3.6872157075346603,9.148174756277978,16.170280785635203,24.142835510757134,89.51041724375935,67.82402199314662,44.42009200846067,34.48760105510977,36.8721570753466,45.740873781389894,53.900935952117344,60.35708877689283,237391.71993927145,145514.33911337936,489043.87996121484,1887347.6382141784,4725628.258949965,9061802.226463273,4613266.306568366,2272989.3877518997,3336650.243038453,0.88679479121482,0.5435798603499,1.8268605389271098,7.0503303788695,17.65294310318163,33.85105013562484,17.233206500202304,8.490924409918716,12.464310281711185
Argentina - urban,1991,urban,income,28887231.0,221362.11029767297,370218.2829409208,1591297.648915728,5484650.329969821,13306908.84034042,22642281.272484325,25847052.01656859,27010376.37970498,0.7662974353536101,1.28159837452375,5.5086541486642595,18.98641766658016,46.06502035567348,78.38162568258731,89.47569954547942,93.502822682122,0.50548146875907,0.74024462263071,1.7795727348879802,5.97958192521014,18.01039233624798,41.81297472368462,55.95369632626854,64.87651403646557,146019.5995426254,406288.7307983818,1645021.717568347,9500346.039633352,52027036.38178251,241572211.92804778,484904205.32423127,749641138.9784493,0.6596413421712867,1.0974302175757675,1.0337611688732307,1.7321698682813984,3.9097762678031196,10.66907565633038,18.760522670569774,27.75382054808069,65.96413421712867,57.75948513556671,32.30503652728846,31.493997605116338,39.097762678031195,53.345378281651904,62.535075568565915,69.38455137020172,221362.11029767297,148856.17264324782,1221079.3659748072,3893352.6810540925,7822258.5103706,9335372.432143904,3204770.744084265,1163324.3631363884,1876854.6202950217,0.76629743535361,0.51530093917014,4.227055774140509,13.4777635179159,27.078602689093323,32.31660532691383,11.094073862892103,4.027123136642582,6.497177317877998
Argentina - urban,1992,urban,income,29352237.0,356858.2107478612,722645.5949591212,1793502.629365319,5394082.337810345,13107421.154881211,22233809.450559985,25731858.02806994,27295004.256102595,1.21577858187729,2.46197792338322,6.110275783632161,18.37707408062406,44.65561229585742,75.74826222124054,87.66574768413712,92.99122331324388,0.9587232945056199,1.3074340090949301,2.46645510920656,6.424445269791939,17.82212581049924,40.33864920126563,54.52013764952669,63.57241246496038,281406.73357749754,729146.1450394762,2316671.197289339,10371451.208385408,52311926.06335908,236805918.32308188,480086400.46845907,746397006.9333085,0.7885673500064875,1.0089954884188048,1.2917021471605858,1.9227461797692096,3.9910158867427628,10.65071277369959,18.657276903391526,27.345553784496282,78.85673500064875,53.10502570625288,40.36569209876831,34.95902145034926,39.910158867427626,53.253563868497956,62.19092301130509,68.36388446124072,356858.2107478612,365787.38421126,1070857.0344061977,3600579.708445026,7713338.817070866,9126388.295678774,3498048.5775099546,1563146.228032656,2057232.7438974045,1.21577858187729,1.2461993415059303,3.6482978602489404,12.2667982969919,26.27853821523336,31.09264992538311,11.917485462896591,5.325475629106756,7.008776686756121
Argentina - urban,1993,urban,income,29809445.0,353838.6785479547,840089.6216698461,2094569.1551372118,5318887.706162065,12736769.0549057,22395127.75863843,26275160.343207944,27883560.279978525,1.18700190006206,2.81819947224729,7.026528521873559,17.842961202941098,42.72729349676151,75.1276240085598,88.14374217033543,93.5393472772758,0.93904505839845,1.42944555420997,2.80626911786153,6.85641732546411,17.667900914108838,39.56930136838798,53.816498695287066,63.16253907816439,279924.1202085038,809608.5939456157,2676906.3975709374,11241229.733825823,52667032.05645771,235907782.56587726,481271987.3849194,753136093.8843569,0.79110661773107,0.9637169333628437,1.278022447244325,2.113454984357458,4.135038629453084,10.533888670265835,18.316614669463924,27.010040551569656,79.11066177310701,50.7219438612023,39.938201476385146,38.4264542610447,41.350386294530836,52.66944335132917,61.05538223154642,67.52510137892413,353838.6785479547,486250.9431218914,1254479.5334673657,3224318.5510248533,7417881.348743634,9658358.70373273,3880032.584569514,1608399.9367705807,1925884.720021475,1.18700190006206,1.6311975721852299,4.20832904962627,10.816432681067537,24.884332293820414,32.400330511798295,13.016118161775617,5.395605106940369,6.460652722724207
Argentina - urban,1994,urban,income,30260588.0,456043.9453189712,809338.0303107445,2045816.4492006074,6246659.657123656,13484092.626875311,22995513.26232565,26753608.79418573,28284703.59552923,1.50705579587208,2.67456148013629,6.760663240253651,20.64288921657324,44.55991610895106,75.99162733495346,88.41073674505509,93.47043618428442,1.23129828279667,1.5784789907519001,2.7940275075497003,7.20219490767273,18.62859743865614,40.74975545554448,54.909487843673155,63.988143438888955,372598.1004081752,907548.3457101821,2705565.288532108,11986845.90382304,56371231.21090287,246622312.18819678,498478016.6785205,774527538.1956488,0.8170223598683426,1.121346472946205,1.3224868191813075,1.9189209212244032,4.180572825386016,10.724801372111434,18.632178578721426,27.383265148236276,81.70223598683425,59.01823541822132,41.32771309941586,34.88947129498915,41.80572825386017,53.624006860557174,62.10726192907142,68.45816287059068,456043.9453189712,353294.08499177336,1236478.418889863,4200843.207923049,7237432.969751655,9511420.635450337,3758095.5318600833,1531094.801343497,1975884.4044707716,1.50705579587208,1.1675056842642098,4.086101760117361,13.882225976319592,23.91702689237782,31.431711226002406,12.419109410101626,5.059699439229327,6.529563815715582
