Entity,Year,Mean income or expenditure per day,Median income or expenditure per day,$1 - total number of people below poverty line,$1.90 - total number of people below poverty line,$3.20 - total number of people below poverty line,$5.50 - total number of people below poverty line,$10 - total number of people below poverty line,$20 - total number of people below poverty line,$30 - total number of people below poverty line,$40 - total number of people below poverty line,$1 a day - share of population below poverty line,$1.90 a day - share of population below poverty line,$3.20 a day - share of population below poverty line,$5.50 a day - share of population below poverty line,$10 a day - share of population below poverty line,$20 a day - share of population below poverty line,$30 a day - share of population below poverty line,$40 a day - share of population below poverty line,$1 a day - poverty gap index,$1.90 a day - poverty gap index,$3.20 a day - poverty gap index,$5.50 a day - poverty gap index,$10 a day - poverty gap index,$20 a day - poverty gap index,$30 a day - poverty gap index,$40 a day - poverty gap index,P10 - the level of income or expenditure per day below which 10% of the population falls,P90 - the level of income or expenditure per day above which 10% of the population falls,Gini coefficient
Albania,2019,12.9056410819085,10.83164622096564,0.0,0.0,34210.0,284336.0,1251393.0,2444445.0,2734523.0,2820573.0,0.0,0.0,1.19859392310577,9.96206199539626,43.84404639324294,85.64406841111867,95.80728326378272,98.82216787568939,0.0,0.0,0.16198841024165,2.033910165106,13.016585713205158,41.102603349830105,58.016581987515316,67.95233663887288,5.51,22.84,0.3077173903513968
Algeria,1988,6.642689990495442,4.942825772725843,0.0,1527940.0,5980495.0,13943819.0,21245511.0,23822760.0,24206244.0,24325935.0,0.0,6.250912528243931,24.466636319702058,57.04516382234305,86.91691091509529,97.46062090562984,99.02948164020016,99.51914956437734,0.0,0.8467619593142,6.6347259193010295,21.16667924601549,45.54661706276501,69.8328872289485,79.36176204337399,84.34942634580588,2.19,11.22,0.4019490917151458
Algeria,1995,6.328702527096444,5.119379112993882,102904.0,1617370.0,6769712.0,15699342.0,24590682.0,28109268.0,28659297.0,28757500.0,0.35783081054687,5.62411132812499,23.54044921874999,54.59161880224782,85.50964482226026,97.74488965984513,99.6575140552302,99.99900000000001,0.0928407056676944,1.10465611223558,6.42699871401238,20.24587489192331,44.07692374094625,68.93638072515587,78.9281369473184,99.998,2.26,11.68,0.3533005431139451
Algeria,2011,8.210337791720338,7.15852568018615,37224.0,164744.0,1372826.0,10482660.0,28115576.0,35602197.0,36437393.0,36661071.0,0.10153442382812,0.449365234375,3.74460449218749,28.593149414062502,76.68977908288103,97.11074817831225,99.3888816445744,99.99900000000001,0.07532355644726768,0.15092263856538,0.73678520828139,6.5406063118897295,28.546400888248293,59.80491756052888,72.7140296805001,99.998,4.0,13.4,0.2761573091623685
Angola,2000,4.100424072830768,2.593653331259985,2753910.0,5963769.0,9784593.0,13206346.0,15258773.0,16066270.0,16244253.0,16311474.0,16.796767924832732,36.374477837800924,59.678611294677786,80.54871445737817,93.06696461079224,97.99208425587548,99.07764923342076,99.48764734999004,7.1762843951449895,16.36606188440904,29.59664378919636,47.289717522431744,65.81518963243964,81.1128792176871,86.94952753100932,90.03889581481847,0.66,8.06,0.5195689249112876
Angola,2008,3.621890586965346,2.6101818949414426,2062444.0,7473465.0,13148546.0,17990266.0,20741350.0,21528326.0,21632855.0,21678156.0,9.506262235166881,34.44685654028125,60.60456763425691,82.92112596469661,95.6014835943098,99.22883032775378,99.71062656435812,99.91943000356775,2.4993965022560403,11.649602226436249,26.6014729182311,46.24960797553685,66.4177540185003,82.25890011448486,88.01686232849784,90.97223391188408,1.02,6.98,0.427155149878257
Angola,2018,3.048281649668525,1.9019545359638133,7593966.0,15374994.0,22024323.0,27260863.0,29840360.0,30596317.0,30701741.0,30741275.0,24.64790274700133,49.90295419834461,71.48482593603393,88.48117831075346,96.85351090993241,99.30713501278568,99.64931395418476,99.77762812019988,8.82313164245507,22.6975972660709,38.72437788527329,56.60008641960489,73.33067274707594,85.90349570502102,90.44472333269063,92.76281975905417,0.6,5.97,0.5127211119824917
Argentina - urban,1980,22.94324651235494,17.543811149745625,40410.0,110960.0,412916.0,1746320.0,5533468.0,13210738.0,17859218.0,20152062.0,0.17476196289062002,0.47987670898437,1.7857678222656201,7.552436523437491,23.93099609375,57.13345161808012,77.23707213400249,87.1531048291125,0.14990003244221,0.22156625851627001,0.5457794638633601,2.13487950188494,8.18117361640083,24.68637687793651,39.22580636454434,50.114499308833246,6.23,44.9,0.4083086045604474
Argentina - urban,1986,24.84716358484572,17.922938837467083,293557.0,321182.0,602425.0,1675229.0,5742328.0,14463516.0,19720912.0,22211153.0,1.1191321131303,1.22444789693584,2.29663652725275,6.38651151227182,21.89160386526767,55.139587370535345,75.1824764671713,84.6760751007811,1.10623626072815,1.1219338217589798,1.39600885531947,2.52767687589634,7.3335318722635,23.37783676404496,37.69489512634992,48.43972110818904,6.98,49.2,0.4280888699353999
Argentina - urban,1987,22.71202192820593,15.797886635848345,237392.0,382906.0,871950.0,2759298.0,7484926.0,16546728.0,21159994.0,23432984.0,0.88679479121482,1.43037465156472,3.25723519049183,10.30756556936133,27.96050867254296,61.8115588081678,79.0447653083701,87.53568971828881,0.79377371771231,0.9701376182616499,1.44686686854843,3.55483209205519,10.30964267680595,28.273147096753622,42.60586832236603,52.83399395473304,5.39,45.25,0.4527636607696199
Argentina - urban,1991,16.116835528571066,10.679038562034735,221362.0,370218.0,1591298.0,5484650.0,13306909.0,22642281.0,25847052.0,27010376.0,0.7662974353536101,1.28159837452375,5.5086541486642595,18.98641766658016,46.06502035567348,78.38162568258731,89.47569954547942,93.502822682122,0.50548146875907,0.74024462263071,1.7795727348879802,5.97958192521014,18.01039233624798,41.81297472368462,55.95369632626854,64.87651403646557,4.06,30.95,0.4676173910594
Argentina - urban,1992,16.253492738345674,11.16858960665832,356858.0,722646.0,1793503.0,5394082.0,13107421.0,22233809.0,25731858.0,27295004.0,1.21577858187729,2.46197792338322,6.110275783632161,18.37707408062406,44.65561229585742,75.74826222124054,87.66574768413712,92.99122331324388,0.9587232945056199,1.3074340090949301,2.46645510920656,6.424445269791939,17.82212581049924,40.33864920126563,54.52013764952669,63.57241246496038,4.15,33.5,0.4546809298082466
Argentina - urban,1993,16.287674958188088,11.414919848189877,353839.0,840090.0,2094569.0,5318888.0,12736769.0,22395128.0,26275160.0,27883560.0,1.18700190006206,2.81819947224729,7.026528521873559,17.842961202941098,42.72729349676151,75.1276240085598,88.14374217033543,93.5393472772758,0.93904505839845,1.42944555420997,2.80626911786153,6.85641732546411,17.667900914108838,39.56930136838798,53.816498695287066,63.16253907816439,3.91,33.05,0.4485628585171292
Argentina - urban,1994,16.09094655163961,11.03778898801034,456044.0,809338.0,2045816.0,6246660.0,13484093.0,22995513.0,26753609.0,28284704.0,1.50705579587208,2.67456148013629,6.760663240253651,20.64288921657324,44.55991610895106,75.99162733495346,88.41073674505509,93.47043618428442,1.23129828279667,1.5784789907519001,2.7940275075497003,7.20219490767273,18.62859743865614,40.74975545554448,54.909487843673155,63.988143438888955,3.78,32.35,0.4591680359255017
Argentina - urban,1995,15.28513358962214,10.203255210114715,757428.0,1512228.0,3124450.0,7540900.0,15138475.0,24228113.0,27236194.0,28788313.0,2.46671915193954,4.92487666124219,10.17540376580666,24.55846635848486,49.30150857123335,78.90375551588902,88.70017883542339,93.75497124814189,1.72241765787385,2.63598015060076,4.59366956498445,9.79571101810764,22.34854985699071,44.70805153917577,57.95416065511273,66.27885817133445,3.19,32.95,0.4890440325027265
Argentina - urban,1996,14.973600555752492,9.788808750546515,932551.0,1651404.0,3746723.0,8194221.0,15731629.0,24555136.0,27610580.0,29222225.0,2.9941452992933,5.30216867285934,12.02962133202975,26.30922158300912,50.50961009634234,78.83928337292848,88.64941114070429,93.82392725019628,2.32802495765916,3.1498452477567502,5.24666973988949,10.95978322220631,23.732629959925543,45.5714412829201,58.53457332219399,66.82026006052449,2.88,31.6,0.4952442938019692
Argentina - urban,1997,15.689876667853364,10.481951041648808,772231.0,1522378.0,3531288.0,7937420.0,15251284.0,24272902.0,27691983.0,29292306.0,2.44534218080707,4.820756940074309,11.182163681884049,25.13460163292033,48.29465459396622,76.86247340138164,87.68931917853368,92.75689555097895,1.7838777696777002,2.61342824374152,4.71068615134317,10.25378224464281,22.29434930726257,43.8027373894409,56.86914103922559,65.26540059749478,3.06,34.05,0.4911047521919294
Argentina - urban,1998,15.23561021715455,9.58972768298127,764439.0,1784806.0,4011078.0,8914723.0,16473921.0,25054979.0,28268968.0,29874916.0,2.38815707813072,5.57585388262287,12.530877286122191,27.850191142829427,51.46563253739858,78.27343090414458,88.31414685290937,93.33123633954656,1.50662529216169,2.61096278037417,5.08574551407642,11.33277310224944,24.36930562655021,45.830738832372994,58.6057880386365,66.74018121631498,2.75,32.4,0.507336437789718
Argentina - urban,1999,14.522638212458354,9.523834256150034,872413.0,1793640.0,4237548.0,9239626.0,16971407.0,25799715.0,28970782.0,30547206.0,2.6894525087498002,5.52938497353887,13.063400304451989,28.483677075311643,52.31900862863876,79.53468158783605,89.31036440376886,94.17012368417588,1.82534942022087,2.86469637633107,5.37371156127202,11.6838884971004,24.982564648668202,46.719692464082904,59.54148462520875,67.6557111401618,2.66,31.3,0.4979204137208139
Argentina - urban,2000,14.204878487220324,9.058017422814835,1067700.0,2232258.0,4950760.0,10348407.0,17798169.0,26288290.0,29401295.0,30969989.0,3.2485096974548098,6.791716882146839,15.062843989951,31.485355273977877,54.1514931478068,79.98295552807717,89.4543717299452,94.22717226771898,1.99712083722591,3.3502596785977397,6.39140306080333,13.41452764029343,26.957895371583152,48.14553748840193,60.50977238873016,68.3551172245391,2.43,30.8,0.5106395767594252
Argentina - urban,2001,13.080539495845215,8.083802039029441,1790977.0,3556080.0,6395587.0,12291383.0,19728971.0,27328339.0,30167610.0,31435444.0,5.37864020338775,10.67957347680381,19.20714302579091,36.91332249631622,59.24978875185886,82.07211239947684,90.59897411144271,94.40651671608032,3.3892356883241095,5.5295160868502595,9.452872706633219,17.18260213072677,31.31586055315,51.954214634734676,63.619820459727784,70.88396444937555,1.79,29.38,0.5334310600620975
Argentina - urban,2002,9.18845290794586,5.545341370834873,2135143.0,5714019.0,10206075.0,16815311.0,24678341.0,30376033.0,32046926.0,32896366.0,6.33030263198158,16.94100342048484,30.259113322108128,49.85426902412545,73.16669287248556,90.05928930204057,95.01317540045346,97.53160912516763,2.6023742711284,6.8332232239343895,13.75531676445777,24.89358466952135,42.039269164695355,62.66754645203578,72.75294857868538,78.65687004515918,1.32,19.82,0.537937583377964
Argentina - urban,2003,13.00340366215568,8.189924600155914,793936.0,2687826.0,5920637.0,11509918.0,19817427.0,28127525.0,31243357.0,32543249.0,2.32420261982792,7.86846217954535,17.332336043860618,33.694648274094305,58.01442169001968,82.34177434218874,91.46320094393073,95.26856089383406,0.9955830151098801,2.87088144777649,6.72604901275502,14.765783862108051,29.336781584134147,50.75198640529581,63.05099463985354,70.68915521133646,2.27,27.44,0.5089715698379785
Argentina - urban,2004,14.016382400701678,9.501043998176062,537275.0,1986014.0,4809385.0,10112724.0,18141663.0,27509879.0,31145059.0,32790878.0,1.5533183837595201,5.741770815992011,13.90442501878838,29.23691973869686,52.44940174900451,79.53387408541079,90.04354907344663,94.801781952106,0.61080788272426,1.9674711813738401,5.048886354477291,11.95830897440049,25.184616859717917,46.760307493653066,59.741529386647585,67.9635160289822,2.65,29.92,0.4837703458741335
Argentina - urban,2005,15.417122696881792,10.550190815943058,335765.0,1459857.0,3907929.0,8756619.0,16699826.0,26838146.0,31048099.0,32777602.0,0.95889973394102,4.16914986657446,11.160507728211739,25.007701435368467,47.69241061212162,76.64606234951205,88.66910931457828,93.60833383987456,0.43550164778708,1.4041166581965299,3.9598086781000497,9.80291442902234,21.96101286729531,43.19214054133897,56.58513856554406,65.29619249474996,2.98,32.05,0.4770735509214674
Argentina - urban,2006,17.07481110682144,12.059291507089805,344776.0,1155774.0,3115511.0,7200744.0,14772549.0,25579198.0,30543251.0,32730406.0,0.9728595391683901,3.2612633032119698,8.79107797937761,20.31843100943488,41.68389089733857,72.17715101476244,86.18428099598371,92.35580489919893,0.40760888682268,1.17666543671972,3.13362008707397,7.805432625163319,18.44613750866822,38.65092829868439,52.55551899391099,61.87066763262433,3.47,34.9,0.4634607996716354
Argentina - urban,2007,17.610273510696224,12.457396590458933,260352.0,934186.0,2580825.0,6899883.0,14475919.0,25498274.0,30674884.0,32972169.0,0.72599972251582,2.6050105194876503,7.196721925390411,19.24057019862884,40.36661400186452,71.102844509715,85.53800584564456,91.94406697761832,0.37558208594281,0.9663928094254801,2.5359910580816902,6.92491766410712,17.536648991429242,37.54506415365202,51.46782720925825,60.89494742072811,3.77,36.2,0.4617355631333476
Argentina - urban,2008,18.026080804532317,13.01931034974736,246192.0,902129.0,2533001.0,6208378.0,13764865.0,25212030.0,30656624.0,33297247.0,0.67850227070792,2.48626127765868,6.9809324078607595,17.11024425168087,37.93586687984807,69.48416879479728,84.48942706187017,91.76696499524712,0.33462397474084,0.8985307353150901,2.38886526036703,6.3849730017703195,16.044706693688298,35.89299473882289,49.92169158240593,59.61378798865081,3.91,36.7,0.4487679026711823
Argentina - urban,2009,18.652777236888635,13.901126853688332,225400.0,859954.0,2252522.0,5731943.0,12981469.0,24850153.0,30598451.0,33489847.0,0.6139318318234199,2.34228929151705,6.13528092800819,15.61231504240746,35.358127309302674,67.68531936877054,83.34218014753706,91.21758848515123,0.28086186916391,0.8145485604872601,2.11874418058754,5.72952223183282,14.653423524503381,33.79710999557728,48.02100628069443,57.973217068806605,4.17,37.7,0.4365419704989163
Argentina - urban,2010,19.22213843277404,14.296153339645834,132533.0,534381.0,1826984.0,5214033.0,12692772.0,24790024.0,30697812.0,33570176.0,0.35765699408737,1.44209307722095,4.930344965769979,14.07072185034846,34.25303756471397,66.89898886458646,82.8418966226973,90.59333129599125,0.18261591052705,0.46049127570713,1.5015711742582,4.7835179377776695,13.569901400556681,32.714563115561276,47.16952883518887,57.188595193508654,4.53,38.75,0.4358321825728346
Argentina - urban,2011,20.44669092485504,15.219711406787258,139312.0,426273.0,1245926.0,4363165.0,11510065.0,23768038.0,30321431.0,33547655.0,0.3710641211622,1.1354005103231999,3.31858939133231,11.621523239585201,30.65767446129938,63.30743970117998,80.76275500904751,89.35597534599593,0.17932342547718,0.42393282214142997,1.09818691722377,3.69445502821358,11.60504646501589,29.987400669655077,44.43231673509605,54.717981492522746,5.08,41.25,0.4264528063979222
Argentina - urban,2012,20.259638621498304,15.450691857046635,135729.0,439431.0,1329672.0,4055403.0,11310921.0,23814378.0,30717945.0,34209366.0,0.35692122226014,1.1555537822503,3.4965819145505903,10.664317353873901,29.74384289022156,62.62364548968122,80.77765610053818,89.95889652597627,0.19239326958681,0.41034526158455,1.16531759650266,3.59083264020052,11.045349113444319,29.349125676650463,43.88266912082789,54.38524418301728,5.3,40.1,0.4132619793924651
Argentina - urban,2013,20.34174730675139,15.711652425027603,115781.0,391208.0,1241032.0,4156688.0,11322191.0,23897661.0,31115307.0,34562674.0,0.30065252421338,1.01586625260157,3.2226423774731603,10.79385653662287,29.400837070612862,62.05612102528409,80.79850545702682,89.75043572914295,0.19144135422264,0.38880046883994,1.0413268425222,3.4074306622751895,10.84668501190305,28.9046905113088,43.47375933560695,54.08371681577627,5.3,40.35,0.4094544219759074
Argentina - urban,2014,19.03970834783642,14.345973431224795,129803.0,362156.0,1415927.0,4598596.0,13048234.0,25758061.0,32306070.0,35516000.0,0.33291162490455,0.9288412011436,3.6315022043403795,11.79426317344665,33.46549680772491,66.06306417742883,82.85709026012722,91.0897675367652,0.18370348930115998,0.36832457553181003,1.08426711987958,3.7372554087550602,12.30840972536262,31.791150313769467,46.38049702146243,56.66843158494457,5.04,38.2,0.416327898548159
Argentina - urban,2016,19.88508533943744,15.00962382965693,136934.0,427714.0,1423704.0,4597464.0,12513584.0,25852209.0,32640326.0,35995081.0,0.34284526190631,1.07087744981701,3.56455923936377,11.51077023286037,31.33052697407333,64.72672858592058,81.72228307931464,90.12165516222818,0.18047293227285002,0.38417017444256996,1.09747830585492,3.67342413270296,11.716685069806749,30.496645822896618,45.05912436877159,55.40990787958838,5.14,39.75,0.4203252890095214
Argentina - urban,2017,20.88372757140482,15.948946084691878,87740.0,371187.0,1254593.0,3969069.0,11473504.0,24749693.0,32255741.0,36105003.0,0.21712066584688,0.9185382221134899,3.10460779392419,9.82183405224664,28.39226096208012,61.245435079165276,79.81985305743831,89.34521397106585,0.15072866382699002,0.29027337011307996,0.99073670482622,3.21951747061633,10.2200452087017,28.171017964841532,42.719156229367,53.30906884942914,5.55,41.3,0.4113448843872836
Argentina - urban,2018,18.93251025515153,14.535622356258251,147451.0,559947.0,1644708.0,5061733.0,13335691.0,27140399.0,34199715.0,37345552.0,0.36071860505654,1.36983145451572,4.02354497211874,12.3828079652522,32.62386808202463,66.3951213638904,83.6647312419245,91.36057304386424,0.16708973226007,0.45453081418176,1.31233901329787,4.06595209813596,12.343070493196539,31.636382348935598,46.4383699493126,56.83024229121266,4.95,37.65,0.413424983747329
Argentina - urban,2019,18.43774392669135,13.760097447312331,158422.0,537539.0,1971542.0,5991117.0,14724849.0,28204587.0,34800751.0,37881370.0,0.38322153017796,1.30030120214306,4.76914055211507,14.492450399381601,35.61925916711832,68.22660707780611,84.18266177398289,91.63464801997353,0.20807279978093998,0.46756124651920006,1.50065287538412,4.77497232576785,14.0005040664191,33.718810173852695,48.22424819255985,58.26602450878373,4.54,36.9,0.4290585043967284
Argentina - urban,2020,16.13980282235518,12.176017991140816,138102.0,685646.0,2442530.0,7602697.0,17334669.0,30740386.0,36765616.0,39255158.0,0.33041031032474,1.6404189847961999,5.8437928623408295,18.18957926018831,41.473485712273586,73.54688979397012,87.96235435886601,93.91862331331275,0.22346766301423,0.52543518668133,1.7133415455451,5.91058247145031,16.88907187883128,38.03334011621849,52.59079351427802,62.26838843137463,4.01,32.6,0.4234329107083749
Armenia,1996,5.925693197544996,4.085055110281687,54450.0,450398.0,1162252.0,2080050.0,2781032.0,3074299.0,3128082.0,3146294.0,1.7186425781249899,14.216142578124998,36.68479248046875,65.65373503594273,87.77918523184256,97.03574324703791,98.7333385084398,99.30816027558616,0.37477957908267,3.59286089447107,12.55498396286438,29.30707392386001,51.727806629013216,72.82448715921632,81.2360288979879,85.69278419206147,1.65,11.08,0.4441862299727733
Armenia,1999,4.465702678658158,3.437495545015353,41124.0,377222.0,1385177.0,2415809.0,2929094.0,3052466.0,3077681.0,3083435.0,1.33128800745083,12.21169122883909,44.8419437900619,78.20632224839753,94.82276885991344,98.81663288226592,99.6329370514436,99.8192078014573,0.19572733357702998,2.91860864720213,13.459629446475411,34.70727472870394,59.248508279518,78.35158616269389,85.33234652966676,88.93286012897649,1.78,7.61,0.3621972429976161
Armenia,2001,4.243273807237923,3.3021306251033256,28046.0,438112.0,1446035.0,2470532.0,2885744.0,3025569.0,3042466.0,3047555.0,0.9193297938174799,14.36108621730068,47.40033809371757,80.98281862504513,94.59328675222513,99.17667837454223,99.73055750109212,99.897382201002,0.2645596475439,3.11716540566109,14.326854374707409,36.73272587155243,60.54472824411585,79.12284091809765,85.9371800439176,89.41241837074038,1.68,7.56,0.3536435897259906
Armenia,2002,4.451051290750796,3.463285253091183,27864.0,319008.0,1327642.0,2418125.0,2869327.0,3004213.0,3023527.0,3028752.0,0.9183886453767399,10.51450636610311,43.75913170528073,79.70152369025256,94.57315800459195,99.01899394698393,99.65560425798373,99.82780212899186,0.15854717155159,2.18706738291242,12.16189161086943,34.283790667534504,58.98309757101165,78.27669925029936,85.31548512294793,88.92917395420015,1.88,7.71,0.3477967434362492
Armenia,2003,4.57472103666907,3.648696005024614,6277.0,236953.0,1197791.0,2380989.0,2880160.0,2980747.0,3005384.0,3013073.0,0.20798668885191,7.851497504159729,39.68905990016639,78.89455074875208,95.43469217970049,98.7676788685524,99.58402662229616,99.83881031613976,0.031930306115302495,1.2152831643314699,9.818410793179,31.8978702201564,57.99636476097232,77.8532539023091,85.01241333008525,88.6818403650671,2.04,7.34,0.3302808687042926
Armenia,2004,5.671849671196493,4.228687646688645,19052.0,164309.0,871542.0,2044124.0,2730832.0,2932718.0,2971769.0,2987663.0,0.63490949908797,5.47565595622281,29.044478742809037,68.12122912866563,91.00603339413497,97.73396941209485,99.0353584958608,99.56503437631542,0.12516216778931,1.26904728116991,7.121274494881109,25.381438277986913,51.27778941086974,73.46716051923168,81.79696992787166,86.186317447845,2.27,9.55,0.3750563253607404
Armenia,2005,6.249661234009937,4.760976929249398,10144.0,80074.0,580675.0,1826332.0,2668727.0,2903654.0,2944572.0,2966882.0,0.34027453336631996,2.68591693151246,19.477480187319728,61.260361298797626,89.51670357154858,97.39679690672918,98.76930623758811,99.51765208692136,0.03694002896958639,0.61909559759775,4.27554770428693,20.128240370701338,46.745672770716254,70.82577878536019,79.95138325742141,84.75716862159976,2.66,10.3,0.3599235344377731
Armenia,2006,6.032452785578093,5.110940804756516,1566.0,63367.0,458961.0,1652357.0,2671214.0,2922216.0,2948722.0,2953773.0,0.05294452930760092,2.1420064314138902,15.51436060426042,55.8549429829041,90.29555873415686,98.78022189839096,99.67619435158848,99.84694347300423,0.010585596087167288,0.33943668822603,3.3253058700120497,17.268216390879072,44.429536818949536,70.4020031087328,80.03937342082082,84.97720168726408,2.8,9.82,0.2970998476614349
Armenia,2007,6.719583190837351,5.601002709131261,3586.0,47758.0,404226.0,1418388.0,2498717.0,2875538.0,2915953.0,2928089.0,0.12227601217686,1.62852061088683,13.78381201964527,48.365983756357174,85.20439430663109,98.05371101868477,99.43184209883316,99.845671609024,0.025469552478342948,0.29334367554818996,2.78029618682121,14.49986631773886,39.99173925456476,67.12120738222872,77.74859243975195,83.24427137931285,2.94,11.48,0.312260582589433
Armenia,2008,6.868130749999283,5.830244133132982,2488.0,25959.0,270592.0,1322516.0,2473575.0,2869373.0,2897122.0,2903681.0,0.08556940402738783,0.8928084861308799,9.30633126956495,45.48455905364245,85.07230734364532,98.68475118659302,99.63913655978348,99.86468514488907,0.015622490622369756,0.19567007714234,1.7386150138287,12.47898454023621,37.93237523068172,66.29530858390657,77.30816593176581,82.9331048442021,3.28,11.42,0.2918814172710552
Armenia,2009,6.104310268372815,5.21529102473289,879.0,38548.0,400935.0,1569088.0,2581227.0,2863738.0,2883095.0,2886322.0,0.030430431357867743,1.33473010765221,13.88233580453662,54.32953986644872,89.37475551242187,99.15667024912112,99.82692212702028,99.93864706323224,0.004161476781143017,0.20725400704186997,2.5174888555664703,15.76266777314243,42.95336584945561,69.80741416162168,79.72584606671418,84.76471600061475,2.97,10.18,0.2801587740164225
