Entity,Year,reporting_level,welfare_type,reporting_pop,mean,median,headcount_100,headcount_190,headcount_320,headcount_550,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_ratio_100,headcount_ratio_190,headcount_ratio_320,headcount_ratio_550,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,poverty_gap_index_100,poverty_gap_index_190,poverty_gap_index_320,poverty_gap_index_550,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_3000,poverty_gap_index_4000,total_shortfall_100,total_shortfall_190,total_shortfall_320,total_shortfall_550,total_shortfall_1000,total_shortfall_2000,total_shortfall_3000,total_shortfall_4000,avg_shortfall_100,avg_shortfall_190,avg_shortfall_320,avg_shortfall_550,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_3000,avg_shortfall_4000,income_gap_ratio_100,income_gap_ratio_190,income_gap_ratio_320,income_gap_ratio_550,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_3000,income_gap_ratio_4000,headcount_stacked_below_100,headcount_stacked_below_190,headcount_stacked_below_320,headcount_stacked_below_550,headcount_stacked_below_1000,headcount_stacked_below_2000,headcount_stacked_below_3000,headcount_stacked_below_4000,headcount_stacked_above_4000,headcount_ratio_stacked_below_100,headcount_ratio_stacked_below_190,headcount_ratio_stacked_below_320,headcount_ratio_stacked_below_550,headcount_ratio_stacked_below_1000,headcount_ratio_stacked_below_2000,headcount_ratio_stacked_below_3000,headcount_ratio_stacked_below_4000,headcount_ratio_stacked_above_4000,poverty_severity_100,poverty_severity_190,poverty_severity_320,poverty_severity_550,poverty_severity_1000,poverty_severity_2000,poverty_severity_3000,poverty_severity_4000,watts_100,watts_190,watts_320,watts_550,watts_1000,watts_2000,watts_3000,watts_4000,headcount_40,headcount_50,headcount_60,headcount_ratio_40,headcount_ratio_50,headcount_ratio_60,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile1_thr,decile2_thr,decile3_thr,decile4_thr,decile5_thr,decile6_thr,decile7_thr,decile8_thr,decile9_thr,decile10_thr,decile1_avg,decile2_avg,decile3_avg,decile4_avg,decile5_avg,decile6_avg,decile7_avg,decile8_avg,decile9_avg,decile10_avg,mld,gini,polarization,survey_year,survey_comparability,comparable_spell,distribution_type,estimation_type,cpi,ppp,reporting_gdp,reporting_pce
Bulgaria,2015,national,income,7177991.0,17.22162592443781,13.834054617335411,103087.79980197486,243680.7774371232,428513.8425061527,891153.877023603,2129592.2174605494,5198198.962204516,6372772.592943793,6825660.236209437,1.43616507462847,3.39483258528916,5.96982975467861,12.41508768990659,29.66836009491443,72.41857731786673,88.78212013561723,95.09151287887428,0.59097791026522,1.43045729101328,2.76032487867988,5.33906544743765,11.841133707586481,32.69732899090761,49.11848835885212,59.965296479140186,42420.341210825565,195088.38165477637,634034.7883596887,2107807.0051565133,8499555.118285239,46940226.64415478,105771620.21203358,172172143.37583998,0.4114972023101895,0.8005899509456174,1.4796133180938842,2.3652559445698134,3.991165561461624,9.030094266389487,16.5974257937822,25.22424753322531,41.14972023101895,42.136313207664074,46.23791619043388,43.00465353763297,39.91165561461624,45.150471331947436,55.32475264594067,63.06061883306327,103087.79980197486,140592.97763514833,184833.0650690295,462640.03451745026,1238438.3404369466,3068606.7447439665,1174573.6307392772,452887.6432656441,352330.76379056275,1.43616507462847,1.9586675106606894,2.5749971693894502,6.44525793522798,17.253272405007845,42.75021722295231,16.3635428177505,6.309392743257049,4.908487121125712,0.0038705249465432,0.0086617369791231,0.016967044606328,0.0328921239401293,0.0706976346647648,0.1931910408764,0.3192346396077833,0.4209103439446804,0.0079397573742676,0.0217655003762512,0.0450678794986265,0.0912238083992643,0.2038749176897224,0.5572181040994616,0.8868197149612146,1.152162395886143,899135.9992046962,1171810.7722236917,1537633.6118702183,12.52629042310998,16.32505212424607,21.42150375878457,1.5402619350864601,3.7290017831716398,5.27547087453331,6.356985869904159,7.45101926418464,8.70814633852645,10.31360365787638,12.28732417495938,15.60198557269301,28.73620052906476,,,,,,,,,,,2.652581487170972,6.421947378134353,9.085218597647945,10.947763265842632,12.831866652356771,14.996843873736529,17.76170241288605,21.160770055345186,26.869155921139463,49.488409600118516,0.2945024192841995,0.3856734715099756,0.3169777989615925,2015.0,6.0,2015 - 2019,micro,survey,1.0229073847586632,0.793875575065613,7074.681023250593,4365.341057917614
Bulgaria,2016,national,income,7127822.0,20.57996576302227,15.829851965337244,46170.988325429666,138880.956481969,327010.5887791528,670980.4285637746,1673517.0541406882,4602962.758334516,6030512.800113431,6608620.248684183,0.64775731388115,1.9484346898950198,4.58780520584202,9.41354075008852,23.478659457835622,64.57740889621705,84.6052665191896,92.71584291364434,0.23707922941838003,0.7447823663374,1.76289453645689,3.90796692467733,9.10408863868455,27.338540207488748,43.43480237472164,54.87205087670197,16898.585471913764,100864.8465838438,402099.15074039117,1532041.0941543079,6489232.328876578,38972849.66776457,92878661.97965795,156447284.56963027,0.36600008110734994,0.7262683750089173,1.229621194352057,2.283287304569558,3.8776015534593085,8.466905276866951,15.401453418341296,23.673214480856256,36.600008110735,38.22465131625881,38.42566232350178,41.51431462853742,38.776015534593085,42.33452638433476,51.338178061137654,59.183036202140634,46170.988325429666,92709.96815653934,188129.63229718377,343969.8397846218,1002536.6255769136,2929445.7041938277,1427550.0417789156,578107.4485707516,519201.75131581724,0.64775731388115,1.30067737601387,2.639370515947,4.8257355442465,14.065118707747102,41.098749438381425,20.027857622972565,8.110576394454739,7.284157086355653,0.0015189661506093,0.0041044657396187,0.0096400553410662,0.0225320470772738,0.0525386348679018,0.1553840949112027,0.2709185824769655,0.3701884893800073,0.0025563848672477,0.0101014007609295,0.0260492359622797,0.0618658271998985,0.1495903483750043,0.4484260868470349,0.7520504233257279,1.0078629518752389,770301.7069416292,1120297.69476118,1529225.656672493,10.80697170807056,15.71725128322761,21.45431881818167,1.63335949860966,3.73409351510748,4.98935407502689,6.04871578454056,7.14824903861896,8.33473232453546,9.835263822759389,11.92118180771383,14.915411891523132,31.43963824156424,,,,,,,,,,,3.361448256009402,7.68475166968354,10.268073604364904,12.44823637560971,14.711072048033504,17.152850588289475,20.240939274267976,24.533751345751455,30.69586660689212,64.70266786131977,0.3112910447109021,0.4059106371074086,0.319867949449999,2016.0,6.0,2015 - 2019,micro,survey,1.0147379514273138,0.793875575065613,7341.04761379451,4550.70325986731
Bulgaria,2017,national,income,7075947.0,20.479437041078217,15.608157091424795,30521.446797459954,97065.45985036062,236696.79658908764,561309.6483750263,1654349.5306065183,4646295.384536129,6035569.632894317,6561228.076322435,0.43134080565414,1.37176634944214,3.3450900153589003,7.9326434804419295,23.37990279755513,65.66323044160916,85.29698756780282,92.72579453071702,0.11724037433253,0.44788179317420995,1.17532713280356,3.0286275698986302,8.39671601375423,27.346474415583888,43.88080117130328,55.29900886445749,8295.866750371426,60214.56878454775,266129.6799801585,1178672.4492037827,5941471.74873762,38700440.72030551,93149467.02170397,156517142.35097253,0.2718045053834677,0.6203501109187197,1.1243484652737705,2.0998613735146052,3.5914246891703443,8.329311315227375,15.433417670145374,23.85485469035856,27.18045053834677,32.65000583782736,35.135889539805326,38.17929770026555,35.91424689170344,41.64655657613688,51.44472556715125,59.6371367258964,30521.446797459954,66544.01305290067,139631.336738727,324612.85178593866,1093039.882231492,2991945.853929611,1389274.2483581873,525658.4434281187,514718.9236775646,0.43134080565414,0.940425543788,1.9733236659167601,4.58755346508303,15.447259317113202,42.28332764405402,19.63375712619367,7.428806962914204,7.274205469282975,0.0004610883138982095,0.0021344408728973,0.006089177334034,0.0163166388259667,0.045048363790607,0.1513141136017726,0.2706921534076822,0.3720222707953337,0.0014397124472906,0.0062798973219619,0.0175051380253243,0.0467845878135632,0.1316695272645118,0.4354823680009967,0.7447759202663287,1.0018801045613022,705246.4492456922,1079430.1844817116,1460772.1502124325,9.96681361866747,15.254921842711818,20.6441929286982,1.9172358402350198,3.80873866871817,5.03769757901303,6.00787119621216,7.08410700279484,8.27737102666472,9.68666439951798,11.59993497447638,14.69997339151414,31.880405920852688,,,,,,,,,,,3.9263910682991785,7.800082377193382,10.31692104013895,12.303781991373418,14.507852335599823,16.95158988062251,19.837743370798222,23.756013799039025,30.104717957703883,65.28927659001198,0.2995232085781298,0.4037904682486896,0.3126867303211498,2017.0,6.0,2015 - 2019,micro,survey,1.0356577533264066,0.793875575065613,7599.1249568351905,4758.165351504146
Bulgaria,2018,national,income,7025037.0,23.747368620871708,17.54462002736024,8750.350229607122,61150.176540217944,151631.22956805248,484568.6380107315,1251067.9177381129,4074374.450490969,5552901.732015718,6248205.204101213,0.12455948957431999,0.87046056184783,2.15844029815149,6.89773787683583,17.80870218531394,57.99790734897152,79.04444819316564,88.94195438545324,0.03606672170005047,0.24380075298463,0.7884575329851101,2.26166201260553,6.5333559130803005,22.751854033169792,38.53533522616698,50.015370756603005,2533.7005441155748,32541.476896552835,177246.18694877182,873854.2626026573,4589706.70235579,31966523.2803234,81213646.73136792,140543932.05354163,0.2895541867047457,0.5321567121748305,1.1689292994173293,1.8033652903952577,3.668631124882348,7.845749984140849,14.625442813641715,22.493488523919,28.955418670474568,28.00824800920161,36.52904060679153,32.78845982536832,36.68631124882348,39.228749920704246,48.75147604547239,56.2337213097975,8750.350229607122,52399.82631061082,90481.05302783454,332937.408442679,766499.2797273814,2823306.5327528557,1478527.281524749,695303.4720854955,776831.7958987867,0.12455948957431999,0.74590107227351,1.2879797363036598,4.73929757868434,10.91096430847811,40.18920516365758,21.046540844194116,9.897506192287606,11.058045614546753,0.0001636688331576311,0.000980545313571045,0.0038047873917244,0.0112956763599867,0.0347558294052526,0.121722506008868,0.2292159488976168,0.3251911847990779,0.0005084233200154955,0.0032730394321631,0.0112548961917454,0.0334768014979038,0.1005805877500763,0.3543195316752929,0.6356545307026127,0.8779301606066644,670548.3179234057,988286.334084122,1399987.8882516015,9.5451215121487,14.06805877441104,19.928548251797128,1.9052216937670299,3.7919344267721797,4.90526343377939,5.87432730969522,6.88030139460158,8.04252009327033,9.48219034044985,11.51904173416016,14.97985164116035,32.61934793234379,,,,,,,,,,,4.524400186636721,9.00484646187328,11.648709894444208,13.949981602298598,16.33890534403014,19.098868929565803,22.517706934793157,27.354693022030656,35.57320588086048,77.46236795218373,0.3076750424206277,0.4128409897525427,0.3254004934793417,2018.0,6.0,2015 - 2019,micro,survey,1.0648067968584318,0.793875575065613,7859.678037049936,5003.649752013847
Bulgaria,2019,national,income,6975761.0,24.534356524517115,18.660353390645778,19015.58074544673,63626.63011113161,183896.31823238079,429663.1545436098,1179542.2421279154,3838863.0798879014,5348600.732684811,6102111.918081781,0.27259507235765,0.91211023587436,2.63621873272867,6.15937321452971,16.9091550316577,55.03145936175138,76.67408233574533,87.47593155903392,0.0807216941870729,0.34002427302692,0.92248901544563,2.36897638026372,6.21661067797418,21.02172596495532,36.48974712114265,48.05027180175086,5630.952461641098,45066.63319385627,205922.01269996873,908897.7173850655,4336559.031959584,29328507.227804538,76363126.46025875,134074884.82962136,0.29612308648472,0.7082982882346894,1.119772351503825,2.1153727234314537,3.676476243984576,7.639894056513461,14.277215719919166,21.971882297394547,29.612308648472002,37.27885727550998,34.99288598449453,38.46132224420825,36.76476243984576,38.199470282567304,47.59071906639722,54.929705743486366,19015.58074544673,44611.049365684885,120269.68812124917,245766.83631122904,749879.0875843056,2659320.837759986,1509737.6527969092,753511.1853969702,873649.0819182191,0.27259507235765,0.63951516351671,1.7241084968543097,3.52315448180104,10.749781817127989,38.12230433009368,21.642622973993937,10.801849223288617,12.524068440966069,0.00047990483145331583,0.0017457442071341,0.0046950863468607,0.0127617701677255,0.03398735488879,0.1126756651483462,0.2145328288292323,0.3081165603765814,0.0010973485696877,0.0048629655054748,0.0136463148305646,0.0364913827202755,0.0984950350866992,0.331007424968523,0.6014365437430502,0.8386717114137442,673596.6591750538,1055142.491776263,1439394.741080579,9.6562462385832,15.125840632674532,20.63423246697499,1.8816535860301902,3.81079451158124,5.02838739469626,6.00554893510667,7.0298313110671,8.17054548070608,9.62628439655005,11.797880403399109,15.2448603058584,31.40421367500485,,,,,,,,,,,4.616515993530082,9.34953911888072,12.336824908486578,14.734227869934113,17.24723876929338,20.0459075823425,23.6174693391355,28.945340405060755,37.4022837910389,77.04821746746848,0.2949139280399659,0.402713839760816,0.3212665360047426,2019.0,6.0,2015 - 2019,micro,survey,1.097855531986058,0.793875575065613,8234.781333561767,5314.075494401454
Canada,1971,national,income,21962032.0,29.69261686636748,24.13089013409505,383912.26155888004,494055.89781769883,658285.7851548457,988195.229883107,2524616.0429099547,8400180.918054614,13835306.828816533,17185223.16223582,1.74807258981719,2.24959101151341,2.9973810490524997,4.4995619252494805,11.49536638007792,38.24865075351231,62.996478781273666,78.24969548462465,1.22799608316372,1.59970809854359,2.00206264638895,2.67875057806511,4.9727494565966595,14.36878549567979,26.8518564458323,38.00377994642908,269692.8927431628,667523.968566596,1407019.6449919618,3235694.3253516443,10921168.269375844,63113545.37145108,176916399.15683258,333856092.52177346,0.7024857493430187,1.3511102114459628,2.1373994042131637,3.2743472418242625,4.325872958007408,7.513355484499191,12.787313020651379,19.42692797003739,70.24857493430187,71.11106376031383,66.79373138166136,59.53358621498659,43.25872958007408,37.56677742249595,42.62437673550459,48.56731992509348,383912.26155888004,110143.63625881879,164229.88733714685,329909.4447282613,1536420.8130268478,5875564.87514466,5435125.910761919,3349916.3334192857,4776808.837764181,1.74807258981719,0.5015184216962201,0.7477900375390896,1.502180876196981,6.995804454828441,26.75328437343439,24.747828027761358,15.253216703350972,21.75030451537536,0.010888941582164,0.0134303013975544,0.0165471734461411,0.0212081271307755,0.0330972403002146,0.0817156319095495,0.1531621734820722,0.2299422953229946,0.0144573801344912,0.0223602193462351,0.0318098385779295,0.0469762442723253,0.0869632110073208,0.2362570971154093,0.439908993751707,0.6422869374226398,,,,,,,1.72502618959862,3.87351293674866,5.26352447769894,6.422059722345031,7.500060730544381,8.80114844900132,10.44219019912659,12.62129989987859,16.35626873097575,26.99490866408203,,,,,,,,,,,5.122054173220161,11.501473555779588,15.628781568306161,19.06877588285213,22.269642974654246,26.13291288802206,31.00559528284034,37.47594222826172,48.56604207922096,80.15494803051716,0.2870447206070856,0.3725714299369845,0.3246043850842311,1971.0,0.0,1971 - 1997,micro,survey,0.1742334752450886,1.28234505653381,19780.488954227934,11173.810603561811
Canada,1975,national,income,23143275.0,37.03857119461289,31.306746757895244,172975.0304706723,230973.35313754765,288727.3157712069,462339.80719810067,1214819.9686203697,5033636.0703573,10876571.322034737,15331775.320716752,0.74740947627625,0.99801498766941,1.24756464143993,1.9977285289057,5.24912731072145,21.749886610072693,46.99668185265369,66.24721574935593,0.57181317744364,0.71555150423489,0.90478181024391,1.2349204995894,2.22768645843263,7.383226790823399,16.39226939433323,26.624565249957787,132336.29614201956,314643.89954426273,670067.655983124,1571905.759882418,5155596.032128243,34174409.60147868,113811239.54014121,246471854.13408676,0.7650601117509676,1.3622519449543957,2.3207629461498493,3.3998927529268466,4.243917753495014,6.789209454916532,10.46388941610415,16.075884819486408,76.50601117509676,71.69747078707346,72.52384206718278,61.81623187139721,42.43917753495013,33.94604727458266,34.87963138701383,40.18971204871602,172975.0304706723,57998.32266687535,57753.96263365928,173612.49142689374,752480.161422269,3818816.1017369307,5842935.251677437,4455203.998682015,7811499.679283248,0.74740947627625,0.25060551139316,0.24954965377051982,0.7501638874657702,3.2513987818157495,16.500759299351238,25.246795242580994,19.250533896702237,33.75278425064408,0.0051645779030465,0.0061051415486553,0.0074736807988004,0.0097075865997345,0.0149292670864286,0.0392629034073852,0.0837012861984606,0.142384994459572,0.000971096991005094,0.0033102704039847,0.0068380422646374,0.0132019243294124,0.0298941632149437,0.106874072281367,0.2408659383087247,0.4030332682641085,,,,,,,2.37029731867632,4.46888492300249,5.76110016140036,6.8107946285201795,7.868457676111911,9.095367224606719,10.60068777699821,12.62876367510114,15.75862302221877,24.637023593363818,,,,,,,,,,,8.779242599019291,16.552111238115987,21.338291848732304,25.226210174033174,29.143642982846927,33.68794064897446,39.263432894021086,46.775136248017475,58.367688073751566,91.25201523861634,0.210968760826472,0.3329836239689664,0.2877103324068267,1975.0,0.0,1971 - 1997,micro,survey,0.2415351504967158,1.28234505653381,22541.49907343824,13182.75377376807
Canada,1981,national,income,24819915.0,41.95804614893844,35.5765314317202,122789.30383771865,122789.30383771865,185683.78338368592,308516.9999159584,802979.1683022402,3908542.4319210616,9554203.100298708,14577736.94181645,0.49472088779400997,0.49472088779400997,0.74812417118949,1.243021984225,3.23522126607702,15.747606032982231,38.4941008069476,58.734032496954356,0.22696433949146003,0.3537963886874,0.45429180162030997,0.63748760923461,1.2536212724576201,5.0269266589741495,12.1286013248804,21.2907667632402,56332.356142091805,166842.72959603637,360815.4848452146,870231.355111593,3111477.3424589974,24953578.47739448,90309256.18572567,211374008.53937873,0.4587725020132212,1.358772502013203,1.9431717636841066,2.8206917458313434,3.8749166420315424,6.384369342801202,9.452306512397898,14.499782056915112,45.87725020132212,71.51434221122122,60.72411761512833,51.28530446966079,38.749166420315426,31.92184671400601,31.507688374659658,36.24945514228778,122789.30383771865,0.0,62894.479545967275,122833.21653227246,494462.1683862818,3105563.2636188213,5645660.668377647,5023533.841517741,10242178.05818355,0.49472088779400997,0.0,0.2534032833954801,0.4948978130355098,1.9921992818520202,12.51238476690521,22.74649477396537,20.239931690006756,41.265967503045644,0.0022167188459646,0.0028557662459674,0.0036038430240157,0.0048643204903861,0.0080037825825405,0.0250541851231887,0.0584601572421933,0.1067421748288819,5.4532481137046334e-05,0.0018077931036006,0.0037059148822414,0.0072348763715033,0.0173185990146253,0.0718875226590334,0.1746250189074338,0.3129146341956086,1859664.974933904,3039659.718955517,4529001.62192824,7.49263232744312,12.24685789196102,18.24745017026948,2.6342767771493603,4.624238895603041,5.86492983439961,6.82450367579504,7.8922305739208305,9.08201127841745,10.55796238844848,12.60125083396108,15.65116685198078,24.26742889032428,,,,,,,,,,,11.052910658470969,19.40240289854285,24.60809966520247,28.634284017260832,33.11425746386331,38.106344834501876,44.299147313327765,52.87238640256881,65.66923810601452,101.82139012963081,0.1915442364104691,0.324386360480684,0.2806127531018259,1981.0,0.0,1971 - 1997,micro,survey,0.4131961400259576,1.28234505653381,26028.864962751635,14400.236260837128
Canada,1987,national,income,26446601.0,43.17103796180518,36.856241209344894,0.0,58472.58254845608,58472.58254845608,197353.5788274514,594923.289471808,3634671.8042234364,9122340.901849022,14940804.463392692,0.0,0.22109677742125,0.22109677742125,0.7462341902744,2.24952646834203,13.74343645984388,34.49343415378416,56.49423327932649,0.0,0.06411528200384259,0.12788901451716,0.29704241234194,0.8181819581576599,4.16095488531374,10.62381420622788,19.48802823569659,0.0,32216.994342004004,108231.35165499322,432066.9187606619,2163813.1792794326,22008622.726178646,84289132.62307213,206156842.81048065,,0.5509760803758901,1.850976080375827,2.1893036920218365,3.6371297233976763,6.05518844936837,9.239857787597856,13.798242478549074,,28.998741072415267,57.84300251174459,39.805521673124304,36.37129723397676,30.275942246841854,30.79952595865952,34.495606196372684,0.0,58472.58254845608,0.0,138880.9962789953,397569.7106443566,3039748.5147516285,5487669.097625585,5818463.56154367,11505796.536607308,0.0,0.22109677742125,0.0,0.52513741285315,1.50329227806763,11.493909991501852,20.749997693940273,22.00079912554233,43.50576672067351,0.0,0.0001859262461614261,0.0007397484587941222,0.0016782743807343,0.0044600645316967,0.0191696663221371,0.0493087506490751,0.0941582458428578,0.0,0.0007571958329114986,0.0019097665318608,0.0046886729405432,0.0129911578133366,0.0605005307897308,0.1531409887310351,0.2842356458351687,1779239.9842350644,3040914.6216307227,4687410.050733524,6.72766978348206,11.49831927978466,17.72405478773444,2.83521027151307,4.76609249980504,5.9693585888776495,6.97615138148922,7.966142028618969,9.128649222139739,10.5493157287944,12.494824797839051,15.46936169181779,23.844893789105022,,,,,,,,,,,12.23989702611907,20.575716023855833,25.770340624806483,30.116769611757082,34.39066199266412,39.4093262108998,45.54249097988515,53.94145556736144,66.78284008423606,102.94088149646655,0.1747378222720706,0.3147402595441592,0.2697370797798034,1987.0,0.0,1971 - 1997,micro,survey,0.5712994811511303,1.28234505653381,28624.66150434062,15793.793141053748
Canada,1991,national,income,28037420.0,43.44405535111756,37.17985281335114,61002.07261290529,61002.07261290529,61002.07261290529,133723.81701408018,630634.1385021633,3712738.513766487,9319603.400732124,15489002.08260557,0.21757377323914,0.21757377323914,0.21757377323914,0.4769476542923,2.24925880663115,13.24208330783106,33.23987514090856,55.2440348741274,0.03340069005368352,0.12064057156258,0.16001968474369,0.27154205530051,0.68013986695239,3.9019246250679105,10.22535572261521,18.88615422067184,9364.691753249474,64266.55710486211,143569.25150164575,418733.6258667994,1906936.7108488278,21879979.904274303,86007777.91330986,211807615.22789964,0.15351432094240558,1.0535143209423707,2.3535143209424816,3.131331689572619,3.0238399642906204,5.893218664106127,9.228695065130486,13.674710229767703,15.351432094240558,55.44812215486162,73.54732252945254,56.933303446774886,30.238399642906206,29.466093320530636,30.762316883768285,34.18677557441926,61002.07261290529,0.0,0.0,72721.74440117489,496910.32148808317,3082104.375264324,5606864.886965637,6169398.681873446,12548417.91739443,0.21757377323914,0.0,0.0,0.25937388105315995,1.77231115233885,10.99282450119991,19.9977918330775,22.00415973321884,44.7559651258726,5.127484252598774e-05,0.0006689293148834896,0.0011769019364905,0.0018524282986223,0.0038040606510642,0.0174532166298563,0.0468061350180067,0.0904139201812964,0.0003626127919066053,0.0017591185107339,0.0028933238972625,0.0051383564027577,0.011774576093218,0.0567317226146045,0.1467431011669311,0.2742943124754639,1886348.7918322557,3153783.1169506176,4905877.184575244,6.72796852146972,11.24847834412231,17.49760564479629,2.90811805938125,4.7960050298047,6.0135247285764795,7.0610342313759,8.04188759508132,9.18687003169486,10.614001458444001,12.47710022392471,15.300397093516672,23.60106154820004,,,,,,,,,,,12.634044193934361,20.83579079790736,26.12519011635908,30.67599619840304,34.937220980817855,39.91148901604747,46.111526685748366,54.20558327496264,66.47112982248164,102.53258242451348,0.1701123436285987,0.3102108569189521,0.2652550799314199,1991.0,0.0,1971 - 1997,micro,survey,0.6905374560221705,1.28234505653381,28287.878162439192,16079.977007484204
Canada,1994,national,income,29000663.0,44.25081083543911,38.1318309253784,71962.52579382024,71962.52579382024,71962.52579382024,142769.73155514765,578777.027239919,3842459.3383090356,9497595.644953039,15587513.357962864,0.24814096765243002,0.24814096765243002,0.24814096765243002,0.49229816420109995,1.9957372258693502,13.249556874989498,32.74958108700149,53.74881725277406,0.06489879922030503,0.15169772110921,0.19087779001739,0.29727625847844,0.71377187740683,3.8052452476872203,10.0224326481449,18.42187291401543,18821.08205292729,83587.35526736751,177138.63879933095,474166.47245187726,2069985.767555279,22070927.01210572,87197157.50071433,213698611.28327578,0.26154004247782453,1.1615400424778524,2.461540042477812,3.3211974785336134,3.5764822550519315,5.743958509088231,9.180971770160625,13.709602447532665,26.154004247782453,61.13368644620276,76.92312632743162,60.38540870061115,35.76482255051931,28.71979254544116,30.603239233868752,34.274006118831664,71962.52579382024,0.0,0.0,70807.20576132741,436007.2956847714,3263682.3110691165,5655136.306644003,6089917.713009825,13413149.642037136,0.24814096765243002,0.0,0.0,0.24415719654866996,1.50343906166825,11.253819649120148,19.50002421201199,20.999236165772572,46.25118274722594,0.0001697363470483776,0.0009273840916893698,0.0014682916354609,0.0021382485329487,0.0041012569721937,0.017150537454895,0.0458675352842943,0.088439289756209,0.0007523346291863518,0.0023450370732493,0.0036385883038953,0.0059885326511103,0.0128763326316666,0.0562909848700194,0.1446880961284836,0.2687115626918698,1956572.7840753635,3406270.5787448143,5219596.784515143,6.74664846136574,11.74549209011123,17.99819812572955,2.8888660511542303,4.74038515546886,5.9587555087664,7.0134439811443405,8.03187455966248,9.20724872778017,10.53686646599657,12.49924832308549,15.505942509006651,23.61736871793474,,,,,,,,,,,12.78346651585478,20.97658868017761,26.36797628330527,31.035058291456718,35.541696179360024,40.742822176783775,46.6264884785096,55.31018731300355,68.61505287912475,104.50877155681472,0.1732217592261716,0.3125573609717014,0.2667759107696663,1994.0,0.0,1971 - 1997,micro,survey,0.7150803041819795,1.28234505653381,29590.30577669514,16543.86064104611
Canada,1997,national,income,29905948.0,44.38602930376232,38.554308381902,72119.58802114966,149311.38689605184,149311.38689605184,298345.61477495084,747361.298149605,4185493.8009393127,9792369.503762279,15849701.91600922,0.24115466268164998,0.4992698673055,0.4992698673055,0.9976129657382901,2.4990389809733,13.99552290045884,32.74388594456955,52.998493530481696,0.17917009652807,0.23500425036862999,0.34236215724923,0.49411099097654,0.94495665272415,4.17469964766566,10.4279681868492,18.53517582227103,53582.51589923442,133532.47293476135,327637.2758996255,812727.1681305082,2825982.4518622486,24969670.115741506,93557482.30246994,221724801.72467786,0.7429675816162582,0.8943220990085939,2.194322099008572,2.7241130014381727,3.7812801637696656,5.965764448184773,9.554120916957297,13.989209569974406,74.29675816162582,47.06958415834705,68.57256559401787,49.52932729887587,37.81280163769666,29.828822240923863,31.84706972319099,34.973023924936015,72119.58802114966,77191.79887490219,0.0,149034.227878899,449015.6833746542,3438132.502789708,5606875.7028229665,6057332.412246941,14056246.08399078,0.24115466268164998,0.25811520462385007,0.0,0.49834309843279,1.50142601523501,11.496483919485541,18.74836304411071,20.254607585912144,47.001506469518304,0.0013311757331541,0.0018303621131675,0.0026029763627156,0.0036604333128165,0.0061012475885414,0.0199069923765186,0.0494220195568956,0.091572292563686,0.0032762140503305,0.0051033868770769,0.0077060653359685,0.0114235243934518,0.0199588454318247,0.0667420876928244,0.1571869803609828,0.2790776702007806,2242639.216682457,3887740.66377349,5754528.152413451,7.49897383852355,12.99989107107887,19.24208572961289,2.75209747026974,4.62929743843766,5.89083444591976,7.0179521867660295,8.12297079267692,9.27768821179724,10.625885908403781,12.43939323524142,15.420676195175458,23.82320411531193,,,,,,,,,,,12.215467896220282,20.547613175832584,26.147075034020695,31.149903141419987,36.054641963736316,41.17997408400026,47.164088330884525,55.21352726604484,68.4462585482888,105.74174359717463,0.1843466945534084,0.3163096880430296,0.2660685833162867,1997.0,0.0,1971 - 1997,micro,survey,0.753945670436112,1.28234505653381,31222.724816521997,17715.911104353712
