Entity,Year,reporting_level,welfare_type,reporting_pop,mean,median,headcount_100,headcount_190,headcount_320,headcount_550,headcount_1000,headcount_2000,headcount_3000,headcount_4000,headcount_ratio_100,headcount_ratio_190,headcount_ratio_320,headcount_ratio_550,headcount_ratio_1000,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_4000,poverty_gap_index_100,poverty_gap_index_190,poverty_gap_index_320,poverty_gap_index_550,poverty_gap_index_1000,poverty_gap_index_2000,poverty_gap_index_3000,poverty_gap_index_4000,total_shortfall_100,total_shortfall_190,total_shortfall_320,total_shortfall_550,total_shortfall_1000,total_shortfall_2000,total_shortfall_3000,total_shortfall_4000,avg_shortfall_100,avg_shortfall_190,avg_shortfall_320,avg_shortfall_550,avg_shortfall_1000,avg_shortfall_2000,avg_shortfall_3000,avg_shortfall_4000,income_gap_ratio_100,income_gap_ratio_190,income_gap_ratio_320,income_gap_ratio_550,income_gap_ratio_1000,income_gap_ratio_2000,income_gap_ratio_3000,income_gap_ratio_4000,headcount_stacked_below_100,headcount_stacked_below_190,headcount_stacked_below_320,headcount_stacked_below_550,headcount_stacked_below_1000,headcount_stacked_below_2000,headcount_stacked_below_3000,headcount_stacked_below_4000,headcount_stacked_above_4000,headcount_ratio_stacked_below_100,headcount_ratio_stacked_below_190,headcount_ratio_stacked_below_320,headcount_ratio_stacked_below_550,headcount_ratio_stacked_below_1000,headcount_ratio_stacked_below_2000,headcount_ratio_stacked_below_3000,headcount_ratio_stacked_below_4000,headcount_ratio_stacked_above_4000,poverty_severity_100,poverty_severity_190,poverty_severity_320,poverty_severity_550,poverty_severity_1000,poverty_severity_2000,poverty_severity_3000,poverty_severity_4000,watts_100,watts_190,watts_320,watts_550,watts_1000,watts_2000,watts_3000,watts_4000,headcount_40,headcount_50,headcount_60,headcount_ratio_40,headcount_ratio_50,headcount_ratio_60,decile1_share,decile2_share,decile3_share,decile4_share,decile5_share,decile6_share,decile7_share,decile8_share,decile9_share,decile10_share,decile1_thr,decile2_thr,decile3_thr,decile4_thr,decile5_thr,decile6_thr,decile7_thr,decile8_thr,decile9_thr,decile10_thr,decile1_avg,decile2_avg,decile3_avg,decile4_avg,decile5_avg,decile6_avg,decile7_avg,decile8_avg,decile9_avg,decile10_avg,mld,gini,polarization,survey_year,survey_comparability,comparable_spell,distribution_type,estimation_type,cpi,ppp,reporting_gdp,reporting_pce
Albania,2016,national,income,2876101.0,8.242950169068417,6.742325745367449,66105.70219138653,192169.67902484306,506816.41089351225,1148999.215804701,2080721.9913653336,2723689.5405438677,2841208.6266680756,2867089.594190912,2.29844856600608,6.68160398486851,17.62164857539816,39.9498910436282,72.34523375101686,94.70076122305397,98.78681682834072,99.68667978596412,0.73289868153035,2.4659521060594902,6.37027547469438,15.728126339602118,34.61899683841343,60.631330080166364,72.85885945394168,79.47785001112531,21078.90630848121,134754.2190456063,586289.7812174074,2487962.3941400796,9956773.14259577,34876365.814979315,62864831.560302325,91434529.557939,0.31886668789107514,0.7012251866652996,1.1568089916105606,2.165329932272962,4.785249150974902,12.804824226778498,22.126087810040467,31.89106114548948,31.886668789107514,36.90658877185788,36.150280987830016,39.36963513223567,47.85249150974902,64.02412113389249,73.75362603346822,79.72765286372369,66105.70219138653,126063.97683345653,314646.73186866916,642182.8049111888,931722.7755606326,642967.5491785342,117519.08612420782,25880.96752283629,9011.405809088144,2.29844856600608,4.3831554188624295,10.940044590529649,22.328242468230037,32.39534270738867,22.355527472037114,4.0860556052867345,0.8998629576234037,0.31332021403588206,0.0031308521451321,0.0127842495820302,0.0331165410162421,0.0861123227483402,0.20976476465841,0.4332435957573682,0.5694067990367956,0.6554997459041416,0.0098054567308572,0.0365402335181414,0.0968588968179914,0.2472348567889895,0.5824972493418773,1.1742369580852352,1.5682503813867466,1.8539542655150456,,,,,,,1.8381764566255399,3.4833605882420895,4.79217877885017,6.081395375956951,7.35806519110927,8.86265050989833,10.57394615448653,12.91291149727572,16.63036676480018,27.46694868275929,,,,,,,,,,,1.5151996933919076,2.871316774977639,3.9501690875329087,5.012863904241623,6.065216471107059,7.305438651896073,8.716051124184506,10.64404860096344,13.708328453557943,22.64086892883442,0.2737398437318147,0.3856564270560207,0.3503600820347125,2016.0,4.0,2016 - 2018,micro,survey,1.0899853826836436,54.6525840759277,4090.37165668632,3263.023370266404
Albania,2017,national,income,2873457.0,8.623163821282038,7.210039570399997,53453.287980459085,174528.62749707303,437458.07495962206,1028197.0642275979,2003124.148356924,2702695.09270318,2841014.050929875,2864669.107275877,1.86024318374902,6.0738207496083305,15.22410375236595,35.7825805024261,69.7112971712096,94.05726595884956,98.87094363792028,99.69417002850146,0.51528930195053,2.043394481616,5.46438570552135,13.715150410585489,31.841507401847004,58.70940370328726,71.56869147590989,78.53173256049133,14806.61651714864,111560.51736225646,502453.6753993684,2167544.2224342357,9149520.233438907,33739789.407407336,61694867.250688076,90263022.6592287,0.2770010429023841,0.6392104204459375,1.1485756102358964,2.108101936726048,4.5676251474197755,12.483757231253746,21.715790962207702,31.509057164742927,27.700104290238407,33.64265370768092,35.892987819871756,38.32912612229178,45.676251474197755,62.41878615626872,72.38596987402566,78.77264291185732,53453.287980459085,121075.33951661395,262929.447462549,590738.9892679758,974927.0841293262,699570.9443462559,138318.9582266952,23655.056346002035,8787.892724122852,1.86024318374902,4.2135775658593095,9.15028300275762,20.558476750060148,33.928716668783494,24.345968787639972,4.8136776790707225,0.8232263905811723,0.30582997149854174,0.0020505035537168,0.0100235591372866,0.0280706418276063,0.0744444931414789,0.1879944641973387,0.4104823685032843,0.550650731094791,0.6401795177251542,0.0067384694142798,0.0294004436003344,0.0818322959295435,0.2135223503833256,0.5259449903105573,1.1095053837992923,1.503354244277478,1.7893148574187387,,,,,,,1.8976139099865799,3.6430115137448897,5.01089473039904,6.32918388766392,7.64915345252187,9.073750583123,10.648661184341229,12.902116335922209,16.39225113727656,26.4533632650244,,,,,,,,,,,1.6363435615357824,3.1414285085838842,4.320976615142981,5.45775895183447,6.595990331522118,7.824443775172305,9.182514986990162,11.125706280589634,14.135306695633256,22.811168505818966,0.2541749295129493,0.3709512668663945,0.3325366238409822,2017.0,4.0,2016 - 2018,micro,survey,1.1124455649545562,54.6525840759277,4249.803733676922,3345.3715275329287
Albania,2018,national,income,2866376.0,9.025892178681692,7.619804815775243,32996.45016618654,130885.68942446598,359937.3117872287,928294.7082931746,1943429.4538109922,2675812.916713757,2830619.0695696496,2857288.5179178794,1.1511556811174302,4.56624285943177,12.55722598107257,32.38565730013001,67.80092541282066,93.35177648409548,98.75253873077537,99.68296266497764,0.28917730240061,1.3241006884531301,4.0879108003929705,11.7860158621901,29.361224674449748,56.88224904196419,70.22492614720818,77.51273079943017,8288.908793458508,72112.03826434506,374959.6610683904,1858073.4151650555,8416030.973745057,32609182.695981823,60387312.873039,88872252.50317898,0.25120607676618056,0.5509543371887181,1.041736015659421,2.0015986287172045,4.330505003534621,12.18664522183042,21.333606320337523,31.103702669809714,25.120607676618057,28.997596694143056,32.5542504893569,36.39270234031281,43.30505003534621,60.933226109152095,71.11202106779174,77.75925667452428,32996.45016618654,97889.23925827944,229051.6223627627,568357.396505946,1015134.7455178176,732383.4629027648,154806.15285589267,26669.44834822975,9087.482082120609,1.15115568111743,3.4150871783143395,7.9909831216408005,19.82843131905744,35.41526811269065,25.55085107127484,5.400762246679872,0.9304239342022732,0.31703733502236303,0.0010107154859326,0.0059648607768574,0.0195931250977436,0.0600276817265345,0.1676531760048968,0.3896819544262202,0.5327617736847636,0.6250336928251479,0.0035974951492725,0.0183134227206091,0.0588070066395068,0.1757769613886526,0.4693306567064192,1.0443892578487493,1.4366339165787063,1.7224547697902348,,,,,,,2.14871393775762,3.8549062235463603,5.14069195604832,6.39403794324092,7.72960167148603,9.13501370460215,10.67252557514689,12.67871145041622,16.243928708363008,26.00186882939324,,,,,,,,,,,1.939406032503084,3.4793967932658467,4.6399331319108414,5.771189706209219,6.976655127099069,8.245164874851861,9.632906511549864,11.443668251607377,14.661594907987668,23.469006449832772,0.2330512870273139,0.3598875190138543,0.3192450327926285,2018.0,4.0,2016 - 2018,micro,survey,1.1350066580489215,54.6525840759277,4431.539181012876,3465.617258318251
Argentina - urban,1980,urban,income,23122598.0,22.94324651235494,17.543811149745625,40409.506136107244,110959.96231408576,412915.9147558338,1746319.5365196266,5533468.024153516,13210738.341173163,17859217.696515415,20152062.07415427,0.17476196289062002,0.47987670898437,1.7857678222656201,7.552436523437491,23.93099609375,57.13345161808012,77.23707213400249,87.1531048291125,0.14990003244221,0.22156625851627001,0.5457794638633601,2.13487950188494,8.18117361640083,24.68637687793651,39.22580636454434,50.114499308833246,34660.7819034818,97340.56299467996,403834.8524661761,2715017.827528914,18916998.87002426,114162633.7250042,272100765.53796005,463510968.5957716,0.857738319957126,0.8772584359676112,0.978007478120509,1.554708500220916,3.418651519707317,8.64165429491552,15.235872598778542,23.00067193571425,85.7738319957126,46.17149662987428,30.562733691265905,28.267427276743927,34.18651519707317,43.2082714745776,50.78624199592847,57.50167983928562,40409.506136107244,70550.45617797851,301955.95244174806,1333403.6217637928,3787148.487633889,7677270.317019647,4648479.355342252,2292844.377638854,2970535.925845731,0.17476196289062002,0.30511474609375,1.30589111328125,5.76666870117187,16.378559570312508,33.20245552433013,20.103620515922355,9.916032695110014,12.846895170887507,0.0014890003244221,0.0020544611246087,0.0031207240430124,0.0096154751444762,0.0394308739709807,0.1387616526737024,0.243577954747297,0.3348237828387071,0.0,0.0009043910332852366,0.0055116508813039,0.0270728574185767,0.1202780858224985,0.39465749280455,0.6727862521422604,0.912170957720364,,,,,,,2.00985636134807,3.2864354761528296,4.49298769605954,5.6978585111695494,6.96890334315033,8.39456404455205,10.12246268393446,12.46799815365763,16.38356300868708,30.17537072128842,,,,,,,,,,,4.611262995283349,7.540149927632296,10.30837242876717,13.072737241428266,15.988926732267249,19.259855223790897,23.22421566696223,28.605635515495326,37.589212485900724,69.23209690602178,0.2918472108158794,0.4083086045604474,0.372898642354651,1980.0,0.0,1980 - 1987,group,survey,0.2656343033591105,3.1611635684967,10318.182985208405,
Argentina - urban,1986,urban,income,26230730.0,24.84716358484572,17.922938837467083,293556.52293850353,321181.62183591846,602424.5265450453,1675228.591202938,5742327.502567926,14463516.286279226,19720912.40941724,22211152.634283118,1.1191321131303,1.22444789693584,2.29663652725275,6.38651151227182,21.89160386526767,55.139587370535345,75.1824764671713,84.6760751007811,1.10623626072815,1.1219338217589798,1.39600885531947,2.52767687589634,7.3335318722635,23.37783676404496,37.69489512634992,48.43972110818904,290173.8467136971,559153.7199721306,1171786.6035678107,3646654.5312384223,19236389.448773835,122643544.8283474,296629384.9312802,508243698.26568294,0.9884769168440004,1.7409268835991636,1.9451176901579759,2.176810108416222,3.3499290035567397,8.47951095714483,15.04136212225313,22.882364847702867,98.84769168440005,91.62773071574546,60.78492781743674,39.578365607567676,33.4992900355674,42.397554785724154,50.137873740843766,57.205912119257164,293556.52293850353,27625.098897414922,281242.90470912686,1072804.0646578926,4067098.9113649884,8721188.7837113,5257396.123138016,2490240.224865876,4019577.365716882,1.1191321131303,0.10531578380553999,1.0721886303169104,4.089874985019069,15.50509235299585,33.247983505267676,20.042889096635953,9.493598633609801,15.323924899218902,0.0110318976516665,0.0110923408623599,0.0119383116413228,0.0168526040886683,0.0388268412312218,0.1306599269829349,0.2319464403321021,0.3212639144643172,4.5504079415284594e-05,0.0002548721532602527,0.0035867713071276,0.0188789318272528,0.0864948169569272,0.3384752810889474,0.6001784394563114,0.8284355508689266,2770184.281934723,4620102.793884494,6452736.119352544,10.56083563795107,17.61332145115479,24.59991056044778,1.7675406614673799,3.3586143961496404,4.3525947879244296,5.51864787906853,6.66602410525076,7.9798047538372305,9.73869874976169,12.087506842273509,16.32248506860248,32.208082755663206,,,,,,,,,,,4.39183719583464,8.345204131954794,10.814963471410517,13.712274661837764,16.563179140369044,19.82755140937232,24.19790409388612,30.03402598429118,40.55674566107675,80.02795009842121,0.3275993037285602,0.4280888699353999,0.3846365361296679,1986.0,0.0,1980 - 1987,micro,survey,0.0680853382547445,3.1611635684967,9412.994813331816,
Argentina - urban,1987,urban,income,26769634.0,22.71202192820593,15.797886635848345,237391.71993927145,382906.0590526508,871949.9390138657,2759297.577228044,7484925.836178009,16546728.062641282,21159994.369209647,23432983.756961547,0.88679479121482,1.43037465156472,3.25723519049183,10.30756556936133,27.96050867254296,61.8115588081678,79.0447653083701,87.53568971828881,0.79377371771231,0.9701376182616499,1.44686686854843,3.55483209205519,10.30964267680595,28.273147096753622,42.60586832236603,52.83399395473304,212490.31901977854,493434.3504394256,1239427.0885685626,5233885.471967446,27598536.112887558,151372359.96165138,342163050.3725798,565738672.3705664,0.8951041724375935,1.2886564178697857,1.4214429442707415,1.8968180580310376,3.6872157075346603,9.148174756277978,16.170280785635203,24.142835510757134,89.51041724375935,67.82402199314662,44.42009200846067,34.48760105510977,36.8721570753466,45.740873781389894,53.900935952117344,60.35708877689283,237391.71993927145,145514.33911337936,489043.87996121484,1887347.6382141784,4725628.258949965,9061802.226463273,4613266.306568366,2272989.3877518997,3336650.243038453,0.88679479121482,0.5435798603499,1.8268605389271098,7.0503303788695,17.65294310318163,33.85105013562484,17.233206500202304,8.490924409918716,12.464310281711185,0.0078868557768876,0.0085880539681229,0.010752083399095,0.0200105109157192,0.0553026403476055,0.166830681569992,0.2757338551048539,0.3661993349346097,6.130511516023334e-05,0.0023316929166385,0.0090022763846327,0.0382004985531555,0.1393056816912243,0.4406700237925135,0.7240260755070266,0.9614473195229004,3449210.837913871,5012478.474894433,6878794.403455895,12.88478892880594,18.72449386082168,25.69625869167989,1.56144945519672,3.01452747053512,4.11889542976019,5.19357856312331,6.34263314332321,7.72362009494258,9.513517366128491,11.94848592334395,16.3314028555163,34.25188969813041,,,,,,,,,,,3.546367426621311,6.8466014013972805,9.354844332070064,11.795667021151687,14.405402303372247,17.541902896146787,21.60712150338782,27.13742742998477,37.091917977285114,77.79296699064287,0.3672331828132438,0.4527636607696199,0.4103199721174235,1987.0,0.0,1980 - 1987,micro,survey,0.1575050079009827,3.1611635684967,9517.108609624447,
Argentina - urban,1991,urban,income,28887231.0,16.116835528571066,10.679038562034735,221362.11029767297,370218.2829409208,1591297.648915728,5484650.329969821,13306908.84034042,22642281.272484325,25847052.01656859,27010376.37970498,0.7662974353536101,1.28159837452375,5.5086541486642595,18.98641766658016,46.06502035567348,78.38162568258731,89.47569954547942,93.502822682122,0.50548146875907,0.74024462263071,1.7795727348879802,5.97958192521014,18.01039233624798,41.81297472368462,55.95369632626854,64.87651403646557,146019.5995426254,406288.7307983818,1645021.717568347,9500346.039633352,52027036.38178251,241572211.92804778,484904205.32423127,749641138.9784493,0.6596413421712867,1.0974302175757675,1.0337611688732307,1.7321698682813984,3.9097762678031196,10.66907565633038,18.760522670569774,27.75382054808069,65.96413421712867,57.75948513556671,32.30503652728846,31.493997605116338,39.097762678031195,53.345378281651904,62.535075568565915,69.38455137020172,221362.11029767297,148856.17264324782,1221079.3659748072,3893352.6810540925,7822258.5103706,9335372.432143904,3204770.744084265,1163324.3631363884,1876854.6202950217,0.76629743535361,0.51530093917014,4.227055774140509,13.4777635179159,27.078602689093323,32.31660532691383,11.094073862892103,4.027123136642582,6.497177317877998,0.0047286099011957,0.0058880282370392,0.0098127551554297,0.0289169483500087,0.0951001373003006,0.2651563133165199,0.3952456897409123,0.4890022803089759,0.0006446682878451464,0.00398470369854,0.0177754519470528,0.0762440290805096,0.2607507420921371,0.699968539102677,1.0381689051013334,1.3002245000611072,3153119.836522646,4972717.4395024525,6848138.465109475,10.91527199863028,17.21424057398389,23.7064551639078,1.74414651044115,3.0524239403883597,4.05915038737343,5.00231117209885,6.05857170080022,7.238356972638529,8.89094850835218,11.40743602532212,15.93736349470653,36.60929128787888,,,,,,,,,,,2.811012244651117,4.9195414610712005,6.54206591790331,8.062142642345071,9.76450036398522,11.665940882510075,14.329395480210634,18.385177022281304,25.685986620323774,59.00259265042935,0.3808575988923443,0.4676173910594,0.4057901345723679,1991.0,1.0,1991 - 2002,micro,survey,1591.612174936857,3.1611635684967,8769.750399720164,
Argentina - urban,1992,urban,income,29352237.0,16.253492738345674,11.16858960665832,356858.2107478612,722645.5949591212,1793502.629365319,5394082.337810345,13107421.154881211,22233809.450559985,25731858.02806994,27295004.256102595,1.21577858187729,2.46197792338322,6.110275783632161,18.37707408062406,44.65561229585742,75.74826222124054,87.66574768413712,92.99122331324388,0.9587232945056199,1.3074340090949301,2.46645510920656,6.424445269791939,17.82212581049924,40.33864920126563,54.52013764952669,63.57241246496038,281406.73357749754,729146.1450394762,2316671.197289339,10371451.208385408,52311926.06335908,236805918.32308188,480086400.46845907,746397006.9333085,0.7885673500064875,1.0089954884188048,1.2917021471605858,1.9227461797692096,3.9910158867427628,10.65071277369959,18.657276903391526,27.345553784496282,78.85673500064875,53.10502570625288,40.36569209876831,34.95902145034926,39.910158867427626,53.253563868497956,62.19092301130509,68.36388446124072,356858.2107478612,365787.38421126,1070857.0344061977,3600579.708445026,7713338.817070866,9126388.295678774,3498048.5775099546,1563146.228032656,2057232.7438974045,1.21577858187729,1.2461993415059303,3.6482978602489404,12.2667982969919,26.27853821523336,31.09264992538311,11.917485462896591,5.325475629106756,7.008776686756121,0.0088435623187315,0.0105568014762749,0.0159000120845828,0.0343471099721347,0.0974900690805152,0.2575069373902722,0.3835536578547592,0.4763604062297925,0.0019017240675043,0.0070861181391928,0.0236808864061103,0.0806239971866561,0.257675828485209,0.6748612703292267,1.0058930131362926,1.264178804298785,3628166.5705497023,5740955.956843042,7558381.399915169,12.36078384945482,19.55883620332938,25.750614509944057,1.6000676801643001,3.00040433036441,4.06968264109754,5.12403147586935,6.21135638039371,7.65194383259074,9.41884234146137,12.06207356388146,16.57447610011723,34.28712165405976,,,,,,,,,,,2.600668842041206,4.876704999567885,6.614655725445031,8.328340838409714,10.095623582400624,12.437081351724254,15.308908560056512,19.605082507993863,26.93931269351393,55.7285482823035,0.3664761847556108,0.4546809298082466,0.4275383694307265,1992.0,1.0,1991 - 2002,micro,survey,0.1877920536696228,3.1611635684967,9338.699517016435,
Argentina - urban,1993,urban,income,29809445.0,16.287674958188088,11.414919848189877,353838.6785479547,840089.6216698461,2094569.1551372118,5318887.706162065,12736769.0549057,22395127.75863843,26275160.343207944,27883560.279978525,1.18700190006206,2.81819947224729,7.026528521873559,17.842961202941098,42.72729349676151,75.1276240085598,88.14374217033543,93.5393472772758,0.93904505839845,1.42944555420997,2.80626911786153,6.85641732546411,17.667900914108838,39.56930136838798,53.816498695287066,63.16253907816439,279924.1202085038,809608.5939456157,2676906.3975709374,11241229.733825823,52667032.05645771,235907782.56587726,481271987.3849194,753136093.8843569,0.79110661773107,0.9637169333628437,1.278022447244325,2.113454984357458,4.135038629453084,10.533888670265835,18.316614669463924,27.010040551569656,79.11066177310701,50.7219438612023,39.938201476385146,38.4264542610447,41.350386294530836,52.66944335132917,61.05538223154642,67.52510137892413,353838.6785479547,486250.9431218914,1254479.5334673657,3224318.5510248533,7417881.348743634,9658358.70373273,3880032.584569514,1608399.9367705807,1925884.720021475,1.18700190006206,1.6311975721852299,4.20832904962627,10.816432681067537,24.884332293820414,32.400330511798295,13.016118161775617,5.395605106940369,6.460652722724207,0.0087323774014289,0.0108448778278953,0.0175394983173568,0.0380468996978119,0.0997056659283114,0.2535668036282148,0.3776003408174238,0.470640788452633,0.0015594145332083,0.0083260910304111,0.0282288208627182,0.0885888265044359,0.2610246915452082,0.6683750398127499,0.996980008710862,1.2565970551755743,4058635.226788589,5989298.574860541,7790303.328584321,13.61526598965056,20.09194929613933,26.133674506802528,1.4836158555216399,2.9669111339814402,4.096802213276661,5.21736048842162,6.421462578048411,7.89791747753662,9.67069265545764,12.34048700476334,16.7033613926567,33.20138920033442,,,,,,,,,,,2.416465281755061,4.832408418011893,6.6727382817835785,8.497867177510479,10.459069522742102,12.863871272070924,15.751309859263085,20.099784115932938,27.20589210727402,54.07734354553433,0.363405307807058,0.4485628585171292,0.4218626773141354,1993.0,1.0,1991 - 2002,micro,survey,0.2044520115502586,3.1611635684967,9974.004418710028,6149.761557751256
Argentina - urban,1994,urban,income,30260588.0,16.09094655163961,11.03778898801034,456043.9453189712,809338.0303107445,2045816.4492006074,6246659.657123656,13484092.626875311,22995513.26232565,26753608.79418573,28284703.59552923,1.50705579587208,2.67456148013629,6.760663240253651,20.64288921657324,44.55991610895106,75.99162733495346,88.41073674505509,93.47043618428442,1.23129828279667,1.5784789907519001,2.7940275075497003,7.20219490767273,18.62859743865614,40.74975545554448,54.909487843673155,63.988143438888955,372598.1004081752,907548.3457101821,2705565.288532108,11986845.90382304,56371231.21090287,246622312.18819678,498478016.6785205,774527538.1956488,0.8170223598683426,1.121346472946205,1.3224868191813075,1.9189209212244032,4.180572825386016,10.724801372111434,18.632178578721426,27.383265148236276,81.70223598683425,59.01823541822132,41.32771309941586,34.88947129498915,41.80572825386017,53.624006860557174,62.10726192907142,68.45816287059068,456043.9453189712,353294.08499177336,1236478.418889863,4200843.207923049,7237432.969751655,9511420.635450337,3758095.5318600833,1531094.801343497,1975884.4044707716,1.50705579587208,1.1675056842642098,4.086101760117361,13.882225976319592,23.91702689237782,31.431711226002406,12.419109410101626,5.059699439229327,6.529563815715582,0.0117800093038863,0.0133575642253997,0.0186952062852533,0.0393439858468134,0.1052860658122478,0.2635070058048788,0.3884787744137136,0.48091757480124,0.00098378872558849,0.0057990613931018,0.0226721879918016,0.0853984597526731,0.2660986206460853,0.6810790347353437,1.0122121316863493,1.270982174013628,4182834.4514001096,6270748.969433913,8047386.065579002,13.82271372717579,20.7224954433599,26.59362093551851,1.49552515716591,2.88199746978329,3.9552961327588,5.06835518709463,6.316428110555091,7.7160303949003595,9.50164124517847,12.10339835056388,16.51473099034212,34.44659696165836,,,,,,,,,,,2.4064415370589085,4.637406724824351,6.364445866812871,8.155463242026507,10.163730712421591,12.415823267516837,15.289040142902119,19.475513595212643,26.57376536803013,55.42783505959161,0.3762980447288254,0.4591680359255017,0.4271963241218011,1994.0,1.0,1991 - 2002,micro,survey,0.2120029207550541,3.1611635684967,10423.37887916618,6440.93738506535
