entity,year,reporting_level,welfare_type,avg_shortfall_100,avg_shortfall_1000,avg_shortfall_1500,avg_shortfall_190,avg_shortfall_2000,avg_shortfall_3000,avg_shortfall_320,avg_shortfall_4000,avg_shortfall_550,headcount_100,headcount_1000,headcount_1500,headcount_190,headcount_2000,headcount_3000,headcount_320,headcount_4000,headcount_550,headcount_ratio_100,headcount_ratio_1000,headcount_ratio_1500,headcount_ratio_190,headcount_ratio_2000,headcount_ratio_3000,headcount_ratio_320,headcount_ratio_4000,headcount_ratio_550,income_gap_ratio_100,income_gap_ratio_1000,income_gap_ratio_1500,income_gap_ratio_190,income_gap_ratio_2000,income_gap_ratio_3000,income_gap_ratio_320,income_gap_ratio_4000,income_gap_ratio_550,poverty_gap_index_100,poverty_gap_index_1000,poverty_gap_index_1500,poverty_gap_index_190,poverty_gap_index_2000,poverty_gap_index_3000,poverty_gap_index_320,poverty_gap_index_4000,poverty_gap_index_550,reporting_pop,total_shortall_100,total_shortall_1000,total_shortall_1500,total_shortall_190,total_shortall_2000,total_shortall_3000,total_shortall_320,total_shortall_4000,total_shortall_550,number_below_100,percentage_below_100,number_between_100_190,percentage_between_100_190,number_between_190_320,percentage_between_190_320,number_between_320_550,percentage_between_320_550,number_between_550_1000,percentage_between_550_1000,number_between_1000_1500,percentage_between_1000_1500,number_between_1500_2000,percentage_between_1500_2000,number_between_2000_3000,percentage_between_2000_3000,number_between_3000_4000,percentage_between_3000_4000,number_over_4000,percentage_over_4000
Argentina - urban,1981,urban,income,0.9081224072986811,3.4718019921787295,5.979576687726635,1.0994179314126797,8.786075402649974,15.581489717256735,1.114562348293539,23.518217548884852,1.6583645840508197,80822.374528382,6075691.827074921,10403743.86258039,158203.67400598514,14110656.504588818,18645988.982672162,517354.61862300773,20803028.755839102,1975632.0607608992,0.34232747946701997,25.73391689266134,44.065612205527984,0.6700801019632601,59.766438477311866,78.97608116384265,2.19128308982858,88.11233820859262,8.36789500012791,90.81224072986811,34.718019921787295,39.86384458484424,57.86410165329894,43.930377013249874,51.93829905752245,34.83007338417309,58.79554387221213,30.15208334637854,0.31087525473808003,8.93430639345035,17.56624716497183,0.38773583135855,26.25562175047514,41.018833218788245,0.76322550824227,51.806128468265,2.52309467477601,23609666.0,73396.60932030987,21093598.989102736,62209984.265764765,173931.95601754612,123977292.03021067,290532285.60158867,576623.9786329678,489250155.95553136,3276318.2406812124,80822.374528382,0.0034232747946702,77381.29947760314,0.0032775262249624005,359150.9446170226,0.0152120298786532,1458277.4421378914,0.0617661191029933,4100059.7663140213,0.1736602189253343,4328052.03550547,0.18331695312866644,3706912.6420084275,0.15700826271783885,4535332.478083344,0.1920964268653078,2157039.7731669396,0.09136257044749975,2806637.244160898,0.11887661791407375
Argentina - urban,1982,urban,income,0.9454299679096133,3.4817360056324773,5.985989020814361,1.2804637620233654,8.800283542109222,15.599755024449603,1.270735878112066,23.583676626545245,1.739652501593269,120032.62418310849,6188582.281180112,10630521.653819574,193256.45859687572,14423028.529460372,19048348.196457658,557124.1315380072,21194635.694828723,2010342.5791634223,0.49768840619968,25.65957108008923,44.077078335717815,0.8012946440306901,59.801859121645286,78.97971171712204,2.30999049606341,87.87881237063347,8.33543547804894,94.54299679096133,34.81736005632477,39.90659347209574,67.39282958017712,44.00141771054611,51.999183414832004,39.71049619100206,58.95919156636311,31.63004548351398,0.47052953390235003,8.93398525186325,17.58966046581209,0.5400151338866901,26.313665830787457,41.06880515629186,0.91730868795177,51.8126373318466,2.63650203295584,24118027.0,113482.44002954294,21547009.752203967,63634185.90529329,247457.89201026826,126926740.59518188,297149565.4851559,707957.6225073717,499847434.4442737,3497297.4969011117,120032.62418310849,0.0049768840619968,73223.83441376722,0.0030360623783101007,363867.67294113146,0.0150869585203272,1453218.4476254152,0.060254449819855296,4178239.7020166893,0.1732413560204029,4441939.372639462,0.1841750725562859,3792506.8756407984,0.15724780785927467,4625319.666997286,0.1917785259547676,2146287.4983710647,0.08899100653511437,2923391.3051712774,0.1212118762936652
Argentina - urban,1983,urban,income,0.9629062024502977,3.3952215102747,5.898330077892546,1.4532854777808069,8.602859884970053,15.311337102443272,1.4467346558716572,23.14758644489305,1.8467056338317345,160891.0458002719,5886400.157653022,10218917.499433184,218966.7833260166,14154082.494611654,18936615.015818376,547239.4972506778,21292739.731808092,1816927.5567202922,0.6530493329323299,23.89262669782193,41.47811472727761,0.8887760724913599,57.45076791190631,76.86284679526668,2.2212198749545,86.42624832845416,7.3748251371025,96.29062024502977,33.952215102747004,39.32220051928364,76.48870935688457,43.014299424850265,51.037790341477574,45.21045799598929,57.86896611223262,33.5764660696679,0.62882525318657,8.11207601014086,16.31010744467862,0.67981334692145,24.71204533150318,39.22909859785932,1.00422367856487,50.013976357267154,2.4762056598565603,24636890.0,154922.98591979675,19985632.433347926,60274548.45040924,318221.24632407643,121765588.50145146,289944896.0863843,791710.345734338,492875533.5906367,3355330.355259492,160891.0458002719,0.0065304933293233,58075.737525744684,0.002357267395590299,328272.71392466116,0.013324438024631402,1269688.0594696144,0.05153605262148,4069472.6009327294,0.1651780156071943,4332517.341780162,0.17585488029455676,3935164.9951784704,0.15972653184628702,4782532.521206722,0.19412078883360365,2356124.7159897164,0.09563401533187493,3344150.2681919076,0.1357375167154583
Argentina - urban,1984,urban,income,0.9745794529381576,3.3444229922894744,5.8626421339631705,1.5690756682512497,8.511376659147983,15.18794317195685,1.6061765547668816,22.981751028250994,1.959374770627,203426.97536055406,5819973.904631114,10131408.92920064,251806.05237610493,14196656.054364827,19093064.039301325,565269.8768548479,21545707.580186293,1740566.4688333995,0.80841025966499,23.1283319586662,40.26179374053384,1.00066668063952,56.416915145802434,75.87503491341212,2.2463587590539102,85.62173737624069,6.91693807342833,97.45794529381577,33.44422992289474,39.0842808930878,82.5829299079605,42.55688329573991,50.62647723985616,50.193017336465054,57.45437757062748,35.62499582958182,0.7878600286138999,7.735092517586669,15.73603255814589,0.8263798634848499,24.00928073765576,38.41285728117151,1.12751524137113,49.1934362746764,2.4641589001936,25163829.0,198255.75035975286,19464454.541173045,59396824.86474236,395102.749901746,120833086.97907269,289984371.6074414,907923.223320219,495158087.3353416,3410422.025631489,203426.97536055406,0.0080841025966499,48379.077015550865,0.0019225642097453002,313463.82447874296,0.012456920784143897,1175296.5919785516,0.046705793143744206,4079407.435797714,0.1621139388523787,4311435.024569526,0.17133461781867643,4065247.1251641866,0.16155121405268597,4896407.984936498,0.19458119767609683,2452643.540884968,0.09746702462828562,3618121.4198137075,0.14378262623759316
Argentina - urban,1985,urban,income,0.9816587609737382,3.4250835858924975,5.862676082485852,1.6082596933580207,8.70570175510169,15.48973869084711,1.7315828725313585,23.54885782899508,2.0447440307701745,248166.79711405424,6321544.7564393645,11105972.307338566,298679.97364242544,15083862.737174986,19999800.639717776,628295.7800019358,22195116.45667219,1899692.4833263173,0.9658052847049301,24.60192662462386,43.22176403511614,1.16239037749602,58.70275361063742,77.83439757256136,2.44517555023605,86.37803694038726,7.393144695612,98.16587609737381,34.25083585892498,39.08450721657235,84.6452470188432,43.528508775508456,51.6324623028237,54.11196476660495,58.87214457248769,37.177164195821355,0.9480912191253301,8.426365506333081,16.893013483434842,0.98390820635477,25.55243325687142,40.18781598528267,1.32313253222537,50.852602786421606,2.7485615427223298,25695324.0,243615.11056980354,21651819.182765253,65110718.21898402,480354.9628223488,131315610.30473727,309791685.77826524,1087946.2115350824,522669641.9361624,3884384.8655804563,248166.79711405424,0.0096580528470493,50513.1765283712,0.0019658509279108995,329615.80635951034,0.0128278517274003,1271396.7033243815,0.0494796914537595,4421852.273113048,0.1720878192901186,4784427.550899201,0.1861983741049228,3977890.4298364203,0.1548098957552129,4915937.90254279,0.1913164396192393,2195315.8169544153,0.08543639367825895,3500207.5433278084,0.13621963059612746
Argentina - urban,1986,urban,income,0.9884769168440004,3.3499290035567397,5.818265972783788,1.7409268835991636,8.47951095714483,15.04136212225313,1.9451176901579759,22.882364847702867,2.176810108416222,293556.52293850353,5742327.502567926,10254358.03378819,321181.62183591846,14463516.286279226,19720912.40941724,602424.5265450453,22211152.634283118,1675228.591202938,1.1191321131303,21.89160386526767,39.09291900678399,1.22444789693584,55.139587370535345,75.1824764671713,2.29663652725275,84.6760751007811,6.38651151227182,98.84769168440005,33.4992900355674,38.78843981855859,91.62773071574546,42.397554785724154,50.137873740843766,60.78492781743674,57.205912119257164,39.578365607567676,1.10623626072815,7.3335318722635,15.163533362264259,1.1219338217589798,23.37783676404496,37.69489512634992,1.39600885531947,48.43972110818904,2.52767687589634,26230730.0,290173.8467136971,19236389.448773835,59662582.420731895,559153.7199721306,122643544.8283474,296629384.9312802,1171786.6035678107,508243698.26568294,3646654.5312384223,293556.52293850353,0.011191321131303,27625.098897414922,0.0010531578380554,281242.90470912686,0.010721886303169103,1072804.0646578926,0.040898749850190694,4067098.9113649884,0.1550509235299585,4512030.531220263,0.17201315141516316,4209158.252491036,0.16046668363751357,5257396.123138016,0.20042889096635955,2490240.224865876,0.09493598633609801,4019577.365716882,0.15323924899218902
Argentina - urban,1987,urban,income,0.8951041724375935,3.6872157075346603,6.105966401923463,1.2886564178697857,9.148174756277978,16.170280785635203,1.4214429442707415,24.142835510757134,1.8968180580310376,237391.71993927145,7484925.836178009,12779396.4983084,382906.0590526508,16546728.062641282,21159994.369209647,871949.9390138657,23432983.756961547,2759297.577228044,0.88679479121482,27.96050867254296,47.73840575597111,1.43037465156472,61.8115588081678,79.0447653083701,3.25723519049183,87.53568971828881,10.30756556936133,89.51041724375935,36.8721570753466,40.706442679489754,67.82402199314662,45.740873781389894,53.900935952117344,44.42009200846067,60.35708877689283,34.48760105510977,0.79377371771231,10.30964267680595,19.432606775156618,0.9701376182616499,28.273147096753622,42.60586832236603,1.44686686854843,52.83399395473304,3.55483209205519,26769634.0,212490.31901977854,27598536.112887558,78030565.65552944,493434.3504394256,151372359.96165138,342163050.3725798,1239427.0885685626,565738672.3705664,5233885.471967446,237391.71993927145,0.0088679479121482,145514.33911337936,0.005435798603499,489043.87996121484,0.018268605389271098,1887347.6382141784,0.070503303788695,4725628.258949965,0.17652943103181631,5294470.66213039,0.1977789708342815,3767331.564332882,0.14073153052196685,4613266.306568366,0.17233206500202303,2272989.3877518997,0.08490924409918715,3336650.243038453,0.12464310281711186
Argentina - urban,1988,urban,income,0.8186983526527956,3.6888102974763672,6.33371391721582,1.2910603680112007,9.511950055088283,16.992782349101816,1.2958976550916095,25.174465909242347,1.8517699082396377,241818.95503474193,8994811.01554642,14585187.70391467,370957.6972739135,18389119.635349628,22475749.743190754,1020726.5822627387,24545461.26879748,3330962.412629901,0.885489333417,32.93707562843364,53.40784032354178,1.3583678088336402,67.33702610571528,82.30139219353578,3.73768260142796,89.88023347548442,12.19727248417303,81.86983526527956,36.88810297476367,42.22475944810547,67.95054568480005,47.55975027544142,56.64260783033939,40.4968017216128,62.936164773105865,33.668543786175235,0.72494865856012,12.14986237469239,22.55133210304379,0.92301833850912,32.02532145878698,46.61765481909403,1.5136419120835,56.56717183858313,4.1066440270529,27309076.0,197976.78012716366,33180151.498001497,92378406.3454894,478928.78115904634,174916387.5284889,381925523.5189215,1322757.184443956,617918877.9379705,6168175.961185354,241818.95503474193,0.00885489333417,129138.74223917155,0.004728784754166401,649768.8849888253,0.023793147925943205,2310235.8303671624,0.08459589882745071,5663848.60291652,0.20739803144260613,5590376.68836825,0.20470764695108137,3803931.9314349573,0.13929185782173506,4086630.1078411266,0.149643660878205,2069711.5256067254,0.07578841281948628,2763614.7312025204,0.10119766524515587
Argentina - urban,1989,urban,income,0.7171125882254824,3.869598486890568,6.815025744670612,1.152626326438795,10.263978878134969,18.05553899268836,1.1057820947030723,26.626205230659515,1.859481332723874,256937.03509224026,11333368.850368515,16975971.98467754,409518.99791609915,20413249.1598652,24024491.672474947,1455567.272750833,25639035.734337542,4460803.114228228,0.9227579910932401,40.70241049107753,60.96713072061621,1.47073748125067,73.31169202478223,86.28102859819595,5.2274921442229605,92.07946647042016,16.020429747973,71.71125882254825,38.69598486890568,45.43350496447074,60.66454349677869,51.31989439067485,60.18512997562786,34.55569045947101,66.56551307664878,33.808751504070436,0.66172137129862,15.75019860490724,27.699504362646536,0.89221617903674,37.623482923135036,51.92834920613287,1.8063960041508498,61.29316929427597,5.416307283376369,27844466.0,184252.782245978,43855586.9547587,115691686.11638448,472022.37817492994,209521158.21096283,433775146.1718882,1609540.2278436543,682670227.3786845,8294780.119863913,256937.03509224026,0.0092275799109324,152581.9628238589,0.005479794901574298,1046048.2748347339,0.0375675466297229,3005235.841477395,0.10792937603750041,6872565.736140287,0.24681980743104523,5642603.134309024,0.20264720229538694,3437277.1751876622,0.12344561304166013,3611242.5126097463,0.12969336573413712,1614544.0618625954,0.057984378722242165,2205430.265662458,0.07920533529579837
Argentina - urban,1990,urban,income,0.7079518041097833,3.9887327285540177,7.145753584717699,0.9746475583856535,10.818681833508903,18.88217845318317,1.0345676801898143,27.6680019591686,1.8306142207985385,239617.89029926664,13132266.006967396,18770163.840487305,472278.42785427516,21895831.71912392,25163173.301745947,1775258.0790433243,26547721.760719605,5465714.686959369,0.84452771322342,46.28436785940508,66.15500839790253,1.66453439758769,77.17135255544459,88.687022406495,6.25685604694788,93.56683143262268,19.26378502016043,70.79518041097833,39.887327285540174,47.63835723145133,51.297239915034396,54.093409167544515,62.9405948439439,32.33024000593169,69.1700048979215,33.28389492360979,0.59788491819723,18.46159729012427,31.515159227089427,0.85386020339883,41.74461549794495,55.82013945202976,2.0228565768039,64.72018188477506,6.41173796442028,28373005.0,169637.91773434597,52381099.222068235,134126965.5489007,460305.0165863843,236884036.84925392,475135528.7319413,1836624.6325740782,734522417.6870528,10005615.032775253,239617.89029926664,0.0084452771322342,232660.53755500852,0.0082000668436427,1302979.6511890492,0.045923216493601905,3690456.607916045,0.13006928973212548,7666551.320008026,0.2702058283924465,5637897.8335199095,0.19870640538497453,3125667.8786366135,0.11016344157542049,3267341.582622029,0.11515669851050422,1384548.4589736573,0.04879809026127678,1825283.2392803952,0.06433168567377319
