country,series_code,indicator_name,year_1993,value_1993,year_2018,value_2018,pipwelfare_1993,pipwelfare_2018,pipreportinglevel_1993,pipreportinglevel_2018,region,population_1993,population_1993_total,weight_1993,weightedvalue_1993,population_2018,population_2018_total,weight_2018,weightedvalue_2018
Greece,gini_pip_disposable_perCapita,gini,1995,0.36975572,2018,0.32891205,income,income,national,national,W. Europe,10563442.0,4762565969.0,0.0022180148408984693,0.0008201236636692696,10633275.0,6442165982.0,0.001650574516352162,0.0005428938470785746
Guinea,gini_pip_disposable_perCapita,gini,1994,0.4608161,2018,0.29591954,consumption,consumption,national,national,SS Africa,7046101.0,4762565969.0,0.0014794757796246286,0.0006817662371198836,12554871.0,6442165982.0,0.0019488586657157633,0.0005767053550977138
Guinea-Bissau,gini_pip_disposable_perCapita,gini,1993,0.43610227,2018,0.34765232,consumption,consumption,national,national,SS Africa,1056767.0,4762565969.0,0.0002218902597630349,9.676684621319445e-05,1924954.0,6442165982.0,0.0002988054026205623,0.00010388039028227277
Honduras,gini_pip_disposable_perCapita,gini,1993,0.53467447,2018,0.48937786,income,income,national,national,LAC,5496843.0,4762565969.0,0.001154176768527613,0.0006171088469853941,9792854.0,6442165982.0,0.001520118237773154,0.0007439122044549124
Hungary,gini_pip_disposable_perCapita,gini,1993,0.27940974,2018,0.29612043,income,income,national,national,EE & CA,10357423.0,4762565969.0,0.0021747568574204458,0.0006076482402548091,9776361.0,6442165982.0,0.0015175580739949957,0.00044937995700834987
India,gini_pip_disposable_perCapita,gini,1993,0.31696185,2018,0.34584644,consumption,consumption,national,national,S & SE Asia,926351296.0,4762565969.0,0.19450676421695987,0.06165122473717842,1369003264.0,6442165982.0,0.21250667365993364,0.07349467748983599
Indonesia,gini_pip_disposable_perCapita,gini,1993,0.331628,2018,0.38410378,consumption,consumption,national,national,S & SE Asia,191737280.0,4762565969.0,0.040259238664206734,0.013351090589410112,267066848.0,6442165982.0,0.04145606442712112,0.015923430844112546
Iran,gini_pip_disposable_perCapita,gini,1994,0.4299837,2018,0.420033,consumption,consumption,national,national,MENA,59755432.0,4762565969.0,0.012546898539349136,0.005394961923749306,85617560.0,6442165982.0,0.013290182252246105,0.005582315226420963
Ireland,gini_pip_disposable_perCapita,gini,1994,0.36914206,2018,0.30602926,income,income,national,national,W. Europe,3545700.0,4762565969.0,0.0007444936244619607,0.000274823906849076,4834506.0,6442165982.0,0.000750447289546412,0.00022965882880786925
Israel,gini_pip_disposable_perCapita,gini,1992,0.35507256,2018,0.38577175,income,income,national,national,MENA,5213005.0,4762565969.0,0.0010945790638768997,0.00038865498806321214,8456487.0,6442165982.0,0.0013126776030962563,0.0005063939379749963
Italy,gini_pip_disposable_perCapita,gini,1993,0.35537887,2018,0.35222572,income,income,national,national,W. Europe,56869456.0,4762565969.0,0.01194092772051217,0.004243553354640165,59877432.0,6442165982.0,0.009294611807162841,0.003273801344100145
Kazakhstan,gini_pip_disposable_perCapita,gini,1996,0.35378307,2018,0.27792874,consumption,consumption,national,national,EE & CA,16979700.0,4762565969.0,0.0035652419537120328,0.00126132224738884,18538100.0,6442165982.0,0.0028776191193764867,0.0007997730554328321
Kenya,gini_pip_disposable_perCapita,gini,1994,0.4310857,2020,0.36246458,consumption,consumption,national,national,SS Africa,25391832.0,4762565969.0,0.005331544416450686,0.002298352587541189,49953300.0,6442165982.0,0.0077541156405429605,0.0028105922453452994
Laos,gini_pip_disposable_perCapita,gini,1992,0.34309775,2018,0.38802433,consumption,consumption,national,national,S & SE Asia,4685293.0,4762565969.0,0.0009837749294176758,0.0003375309612206972,7105008.0,6442165982.0,0.0011028911735357395,0.0004279486088275976
Latvia,gini_pip_disposable_perCapita,gini,1993,0.26993132,2018,0.3509615,income,income,national,national,EE & CA,2638889.0,4762565969.0,0.0005540897527040638,0.000149566176337712,1935632.0,6442165982.0,0.000300462919677688,0.0001054509188974271
Lesotho,gini_pip_disposable_perCapita,gini,1994,0.6324037,2017,0.44879702,consumption,consumption,national,national,SS Africa,1885486.0,4762565969.0,0.0003958970883076076,0.00025036677227749425,2198030.0,6442165982.0,0.0003411942514585151,0.0001531269623867338
Lithuania,gini_pip_disposable_perCapita,gini,1993,0.33641136,2018,0.35707808,income,income,national,national,EE & CA,3788532.0,4762565969.0,0.0007954812646501737,0.00026760893165014713,2876128.0,6442165982.0,0.0004464535698142774,0.00015941878146873102
Luxembourg,gini_pip_disposable_perCapita,gini,1993,0.27047905,2018,0.35368094,income,income,national,national,W. Europe,396705.0,4762565969.0,8.329648399249292e-05,2.252995413008426e-05,607920.0,6442165982.0,9.436577723991961e-05,3.3375376654824976e-05
Malaysia,gini_pip_disposable_perCapita,gini,1995,0.48522672,2018,0.41176775,income,income,national,national,S & SE Asia,19050074.0,4762565969.0,0.0039999601315758694,0.0019408875370613766,32399270.0,6442165982.0,0.005029251045459946,0.00207088339209516
Mali,gini_pip_disposable_perCapita,gini,1994,0.50441235,2018,0.3596336,consumption,consumption,national,national,SS Africa,9506515.0,4762565969.0,0.001996090985800264,0.0010068529510270248,19934304.0,6442165982.0,0.0030943480897105517,0.0011128315269146034
Mexico,gini_pip_disposable_perCapita,gini,1994,0.5280892,2018,0.46706957,income,income,national,national,LAC,86648440.0,4762565969.0,0.018193646148736423,0.009607868499926741,124013864.0,6442165982.0,0.019250336664175693,0.008991246395900076
Mongolia,gini_pip_disposable_perCapita,gini,1995,0.3319534,2018,0.3274099,consumption,consumption,national,national,East Asia,2270313.0,4762565969.0,0.00047669953860538325,0.00015824203563786655,3163994.0,6442165982.0,0.0004911382303468256,0.00016080351558078631
Mozambique,gini_pip_disposable_perCapita,gini,1996,0.53559864,2019,0.5045398,consumption,consumption,national,national,SS Africa,14206253.0,4762565969.0,0.0029828989440712985,0.0015976366047965797,29423882.0,6442165982.0,0.004567389614333598,0.002304429786675659
Netherlands,gini_pip_disposable_perCapita,gini,1993,0.3043498,2018,0.2812108,income,income,national,national,W. Europe,15251088.0,4762565969.0,0.003202283831713996,0.0009746144753800442,17286042.0,6442165982.0,0.0026832655427225533,0.000754563276569364
Niger,gini_pip_disposable_perCapita,gini,1994,0.41525966,2018,0.37259424,consumption,consumption,national,national,SS Africa,9193081.0,4762565969.0,0.0019302789840263943,0.0008015669932420535,22577060.0,6442165982.0,0.0035045759552117047,0.001305784805188665
Nigeria,gini_pip_disposable_perCapita,gini,1996,0.51922244,2018,0.35127744,consumption,consumption,national,national,SS Africa,102775472.0,4762565969.0,0.0215798526821414,0.011204743728540582,198387616.0,6442165982.0,0.030795173013907606,0.010817649564898692
Norway,gini_pip_disposable_perCapita,gini,1995,0.26020533,2018,0.27560863,income,income,national,national,W. Europe,4312138.0,4762565969.0,0.0009054232588205855,0.00023559595646081575,5312321.0,6442165982.0,0.0008246172195567625,0.0002272716213221552
Pakistan,gini_pip_disposable_perCapita,gini,1996,0.28664988,2018,0.29589266,consumption,consumption,national,national,S & SE Asia,125546624.0,4762565969.0,0.026361130705001266,0.007556415026890809,219731488.0,6442165982.0,0.034108324531524,0.010092402732207816
Panama,gini_pip_disposable_perCapita,gini,1995,0.57811224,2018,0.49212474,income,income,national,national,LAC,2607502.0,4762565969.0,0.0005474993977978429,0.00031651610578135414,4165258.0,6442165982.0,0.0006465617327523245,0.0003181890222382611
Paraguay,gini_pip_disposable_perCapita,gini,1995,0.5815904,2018,0.459551,income,income,national,national,LAC,4386206.0,4762565969.0,0.0009209753793543726,0.0005356304522060246,6443337.0,6442165982.0,0.0010001817739566587,0.00045963454096030536
Peru,gini_pip_disposable_perCapita,gini,1994,0.44023988,2018,0.42387646,consumption,income,national,national,LAC,23513888.0,4762565969.0,0.004937230928254676,0.0021735659341498357,32203946.0,6442165982.0,0.004998931429270957,0.0021189293798520117
Philippines,gini_pip_disposable_perCapita,gini,1994,0.42888388,2018,0.37811705,consumption,consumption,national,national,S & SE Asia,66083324.0,4762565969.0,0.013875571368489742,0.005951008890963325,108568832.0,6442165982.0,0.01685284612401345,0.006372348539738626
Poland,gini_pip_disposable_perCapita,gini,1993,0.266989,2018,0.3114105,consumption,consumption,national,national,EE & CA,38319300.0,4762565969.0,0.008045935793734724,0.0021481762928260177,38521464.0,6442165982.0,0.005979582660184865,0.001862104746459991
Romania,gini_pip_disposable_perCapita,gini,1994,0.28200582,2019,0.348042,income,income,national,national,EE & CA,22721662.0,4762565969.0,0.0047708865657499515,0.001345417762348186,19606778.0,6442165982.0,0.0030435071146541594,0.001059268337471355
Russia,gini_pip_disposable_perCapita,gini,1993,0.48375738,2018,0.37473005,consumption,consumption,national,national,EE & CA,148897280.0,4762565969.0,0.03126408767231503,0.015124233036366187,145652288.0,6442165982.0,0.022609210692019703,0.008472350665828429
Senegal,gini_pip_disposable_perCapita,gini,1994,0.41440713,2018,0.38314784,consumption,consumption,national,national,SS Africa,8196551.0,4762565969.0,0.0017210367380425045,0.0007132099022174383,15574910.0,6442165982.0,0.0024176511507958227,0.0009263178059812051
Slovakia,gini_pip_disposable_perCapita,gini,1996,0.26277685,2018,0.24970147,income,income,national,national,EE & CA,5321863.0,4762565969.0,0.0011174360701018144,0.0002936363324260322,5446746.0,6442165982.0,0.0008454836487011831,0.00021111851005717797
Slovenia,gini_pip_disposable_perCapita,gini,1993,0.2918499,2018,0.24633364,income,income,national,national,EE & CA,1991685.0,4762565969.0,0.0004181957820561582,0.0001220504018627079,2105931.0,6442165982.0,0.00032689797280668697,8.052596879036266e-05
Spain,gini_pip_disposable_perCapita,gini,1993,0.35660908,2018,0.3471895,income,income,national,national,W. Europe,39420540.0,4762565969.0,0.008277164086879235,0.0029517118390870348,46792044.0,6442165982.0,0.007263402422530131,0.0025217769538837882
Sri Lanka,gini_pip_disposable_perCapita,gini,1995,0.35399538,2019,0.37663776,consumption,consumption,national,national,S & SE Asia,17825610.0,4762565969.0,0.003742858391049827,0.0013249545888527163,21580712.0,6442165982.0,0.0033499155501889397,0.001261704678374651
Sweden,gini_pip_disposable_perCapita,gini,1995,0.25236505,2018,0.2997419,income,income,national,national,W. Europe,8683403.0,4762565969.0,0.0018232614637825712,0.00046012747539344565,10162300.0,6442165982.0,0.0015774663410403262,0.0004728327487952923
Switzerland,gini_pip_disposable_perCapita,gini,1992,0.33856407,2018,0.3314105,income,income,national,national,W. Europe,6936123.0,4762565969.0,0.0014563836060535206,0.000493079158349036,8514431.0,6442165982.0,0.0013216720934837907,0.0004380160059368299
Taiwan,gini_pip_disposable_perCapita,gini,1995,0.31324142,2016,0.31482714,income,income,national,national,East Asia,21125720.0,4762565969.0,0.004435785275733573,0.0013894716882397464,23726186.0,6442165982.0,0.003682951675925943,0.0011594931581593623
Tanzania,gini_pip_disposable_perCapita,gini,1991,0.35292223,2018,0.4049123,consumption,consumption,national,national,SS Africa,28469018.0,4762565969.0,0.005977663760524805,0.0021096504302868125,58090444.0,6442165982.0,0.009017222493538665,0.0036511842359649364
Thailand,gini_pip_disposable_perCapita,gini,1994,0.43470213,2018,0.36412174,consumption,consumption,national,national,S & SE Asia,57776080.0,4762565969.0,0.012131292327722086,0.005273498592336485,71127808.0,6442165982.0,0.011040977242551276,0.004020259790712975
Tunisia,gini_pip_disposable_perCapita,gini,1995,0.41657296,2015,0.32815883,consumption,consumption,national,national,MENA,8977175.0,4762565969.0,0.0018849450188056808,0.0007852171225866181,11933040.0,6442165982.0,0.0018523335215736452,0.000607859593125637
Turkey,gini_pip_disposable_perCapita,gini,1994,0.413152,2018,0.4187752,consumption,consumption,national,national,MENA,57296008.0,4762565969.0,0.012030491204309867,0.004970421613309837,82809304.0,6442165982.0,0.012854264269405159,0.0053830471011195695
Uganda,gini_pip_disposable_perCapita,gini,1996,0.3904372,2019,0.42705452,consumption,consumption,national,national,SS Africa,19462960.0,4762565969.0,0.004086654153808321,0.0015955817470049596,41515400.0,6442165982.0,0.0064443232471808115,0.0027520773995444547
Ukraine,gini_pip_disposable_perCapita,gini,1993,0.28926983,2018,0.26071486,consumption,consumption,national,national,EE & CA,51778420.0,4762565969.0,0.01087195859060656,0.0031449296649880883,44446952.0,6442165982.0,0.00689938013459896,0.0017987709173950676
United Kingdom,gini_pip_disposable_perCapita,gini,1993,0.3507596,2018,0.33691058,income,income,national,national,W. Europe,57647464.0,4762565969.0,0.012104286717545308,0.004245694714466676,66432996.0,6442165982.0,0.010312214274767192,0.003474294047313987
United States,gini_pip_disposable_perCapita,gini,1993,0.40364543,2018,0.41407844,income,income,national,national,W. Offshoots,258779760.0,4762565969.0,0.05433620482832623,0.02193256054705082,332140032.0,6442165982.0,0.05155719876327769,0.021348724653398207
Uruguay,gini_pip_disposable_perCapita,gini,1995,0.4092668,2018,0.3968724,income,income,urban,national,LAC,3171749.0,4762565969.0,0.0006659748170723974,0.00027256138205624726,3427044.0,6442165982.0,0.0005319707703240608,0.00021112451700666614
Vietnam,gini_pip_disposable_perCapita,gini,1992,0.3565456,2018,0.35715547,consumption,consumption,national,national,S & SE Asia,71176408.0,4762565969.0,0.014944970518685534,0.005328563440437327,94914328.0,6442165982.0,0.014733294402100054,0.005262076716888933
Zambia,gini_pip_disposable_perCapita,gini,1993,0.5260861,2015,0.55936635,consumption,consumption,national,national,SS Africa,8270921.0,4762565969.0,0.0017366522697714259,0.0009136286057587114,17835898.0,6442165982.0,0.002768618202299526,0.0015486718456436488
Albania,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.4676298,2018,0.4912658,,,,,EE & CA,3300715.0,5566668544.0,0.0005929426144040237,0.00027727763043729913,2877019.0,7670803939.0,0.00037506094835413836,0.0001842546181829908
Argentina,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.6386504,2018,0.5866297,,,,,LAC,34027240.0,5566668544.0,0.006112675782838922,0.0039038629397001082,44413592.0,7670803939.0,0.005789952702896217,0.003396558151918036
Armenia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.58842224,2018,0.53986424,,,,,EE & CA,3457344.0,5566668544.0,0.0006210795510227526,0.00036545701990232184,2836563.0,7670803939.0,0.0003697869248851884,0.00019963473793308009
Australia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.4519824,2018,0.47972456,,,,,W. Offshoots,17631514.0,5566668544.0,0.003167336776141274,0.0014315805054407314,24979228.0,7670803939.0,0.00325640287493209,0.001562176424010135
Austria,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.44200012,2018,0.43398854,,,,,W. Europe,7905280.0,5566668544.0,0.0014201097007150998,0.0006276886593764064,8840518.0,7670803939.0,0.0011524891093947695,0.0005001670675249033
Bangladesh,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.5236066,2018,0.53000855,,,,,S & SE Asia,113418760.0,5566668544.0,0.02037462067366086,0.010668285824161903,163683952.0,7670803939.0,0.021338565462193076,0.011309622234837547
Belarus,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.3885889,2018,0.42885834,,,,,EE & CA,10480485.0,5566668544.0,0.0018827212213481485,0.0007316045784536584,9695573.0,7670803939.0,0.001263957868966725,0.0005420588732451895
Belgium,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.44237065,2018,0.44892076,,,,,W. Europe,10043738.0,5566668544.0,0.0018042637028974147,0.0007981533127100159,11448598.0,7670803939.0,0.0014924899777183577,0.0006700097299830723
Bolivia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.678357,2018,0.64670056,,,,,LAC,7544494.0,5566668544.0,0.0013552978662851748,0.0009193758016178208,11606906.0,7670803939.0,0.0015131277102505539,0.0009785405391541909
Botswana,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.7703259,2018,0.70033836,,,,,SS Africa,1462267.0,5566668544.0,0.0002626826060222493,0.00020235121466836287,2451411.0,7670803939.0,0.00031957680309576216,0.0002238118953397729
Brazil,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.7033324,2018,0.6808988,,,,,LAC,158440864.0,5566668544.0,0.028462421059858956,0.020018543601601917,210166592.0,7670803939.0,0.027398248432797024,0.01865543408521545
Bulgaria,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.45197734,2018,0.54721665,,,,,EE & CA,8611541.0,5566668544.0,0.00154698289146062,0.0006992012159698547,7117424.0,7670803939.0,0.0009278589384632166,0.0005077398635263933
Burkina Faso,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.6732966,2018,0.6545754,,,,,SS Africa,9840080.0,5566668544.0,0.0017676784457745505,0.0011901718357780007,20392730.0,7670803939.0,0.0026584866673907566,0.001740179993654008
Canada,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.4940862,2018,0.52486557,,,,,W. Offshoots,28668168.0,5566668544.0,0.005149968562597428,0.0025445284279035363,37035260.0,7670803939.0,0.0048280806411574225,0.0025340932865460593
Central African Republic,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.7531039,2018,0.7332043,,,,,SS Africa,3089148.0,5566668544.0,0.0005549365793171968,0.00041792490872724354,5094795.0,7670803939.0,0.0006641800573336229,0.00048697967744637587
Chile,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.72667843,2018,0.72801256,,,,,LAC,13998387.0,5566668544.0,0.002514679451336846,0.0018273633182511208,18701452.0,7670803939.0,0.002438004171233974,0.0017748976623744887
China,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.47759855,2018,0.55918175,,,,,East Asia,1195855616.0,5566668544.0,0.2148242897071617,0.10259976882541257,1417069440.0,7670803939.0,0.18473545292890584,0.10330069382270683
Colombia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.70580953,2018,0.6604696,,,,,LAC,34614732.0,5566668544.0,0.006218213232276831,0.004388874181274027,49276968.0,7670803939.0,0.006423963953695311,0.004242832849063224
Costa Rica,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.6565482,2018,0.6714146,,,,,LAC,3405376.0,5566668544.0,0.0006117439853088548,0.00040163941366197384,5040738.0,7670803939.0,0.0006571329472223655,0.00044120866392445714
Cote d'Ivoire,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.56390625,2018,0.6012069,,,,,SS Africa,13316449.0,5566668544.0,0.00239217566031537,0.0013489628116531054,25493990.0,7670803939.0,0.0033235095307785315,0.001998116857763592
Czechia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.36849537,2018,0.38028407,,,,,EE & CA,10318915.0,5566668544.0,0.001853696680238341,0.0006830786531686499,10534598.0,7670803939.0,0.0013733368866905673,0.0005222581420820702
Denmark,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.37867546,2018,0.44195426,,,,,W. Europe,5193776.0,5566668544.0,0.0009330133380400527,0.0003533092557292592,5766689.0,7670803939.0,0.0007517711371399972,0.0003322484529234433
Dominican Republic,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.67137253,2018,0.68439674,,,,,LAC,7576083.0,5566668544.0,0.0013609725350301007,0.0009137195779750179,10765532.0,7670803939.0,0.0014034424664754817,0.0009605114541305519
Ecuador,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.68386567,2018,0.5853715,,,,,LAC,11132833.0,5566668544.0,0.0019999094453000002,0.0013676694055286707,17015672.0,7670803939.0,0.0022182384187254094,0.0012984935378679066
