country,series_code,indicator_name,year_1993,value_1993,year_2018,value_2018,pipwelfare_1993,pipwelfare_2018,pipreportinglevel_1993,pipreportinglevel_2018,region,population_1993,population_1993_total,weight_1993,weightedvalue_1993,population_2018,population_2018_total,weight_2018,weightedvalue_2018
France,gini_pip_disposable_perCapita,gini,1996,0.32016575,2018,0.32380688,income,income,national,national,W. Europe,57053728.0,4762417359.0,0.011979993288950214,0.0038355835363517122,64277812.0,6441988088.0,0.009977946423051505,0.003230927700055468
Georgia,gini_pip_disposable_perCapita,gini,1996,0.37132707,2018,0.36411363,consumption,consumption,national,national,EE & CA,5127512.0,4762417359.0,0.0010766616223397652,0.00039979360560487155,3772323.0,6441988088.0,0.0005855836658603893,0.00021321899424513343
Germany,gini_pip_disposable_perCapita,gini,1993,0.2854154,2018,0.3179069,income,income,national,national,W. Europe,80573496.0,4762417359.0,0.016918612949310814,0.004828832682372725,82896696.0,6441988088.0,0.012868185235303092,0.004090884876780976
Ghana,gini_pip_disposable_perCapita,gini,1991,0.3843723,2016,0.4352088,consumption,consumption,national,national,SS Africa,16643639.0,4762417359.0,0.003494787992183614,0.0013432996985679978,30870648.0,6441988088.0,0.0047920995162200304,0.0020855638799347
Greece,gini_pip_disposable_perCapita,gini,1995,0.36975572,2018,0.32891205,income,income,national,national,W. Europe,10563442.0,4762417359.0,0.0022180840534770105,0.0008201492662139106,10633275.0,6441988088.0,0.0016506200965828298,0.0005429088397382566
Guinea,gini_pip_disposable_perCapita,gini,1994,0.4608161,2018,0.29591954,consumption,consumption,national,national,SS Africa,7046101.0,4762417359.0,0.0014795219462830787,0.0006817875331505778,12554871.0,6441988088.0,0.0019489124829937126,0.0005767212854677573
Guinea-Bissau,gini_pip_disposable_perCapita,gini,1993,0.43610227,2018,0.34765232,consumption,consumption,national,national,SS Africa,1056767.0,4762417359.0,0.0002218971837911109,9.676986555791067e-05,1924954.0,6441988088.0,0.0002988136540621309,0.00010388326008237723
Honduras,gini_pip_disposable_perCapita,gini,1993,0.53467447,2018,0.48937786,income,income,national,national,LAC,5496843.0,4762417359.0,0.0011542127843146895,0.000617128108720681,9792854.0,6441988088.0,0.0015201602154840867,0.0007439327531107412
Hungary,gini_pip_disposable_perCapita,gini,1993,0.27940974,2018,0.29612043,income,income,national,national,EE & CA,10357423.0,4762417359.0,0.0021748247201448185,0.0006076672096012365,9776361.0,6441988088.0,0.0015175999810076023,0.000449392358943963
India,gini_pip_disposable_perCapita,gini,1993,0.31696185,2018,0.34584644,consumption,consumption,national,national,S & SE Asia,926351296.0,4762417359.0,0.19451283375015097,0.06165314763419029,1369003264.0,6441988088.0,0.2125125419822105,0.07349670609989804
Indonesia,gini_pip_disposable_perCapita,gini,1993,0.331628,2018,0.38410378,consumption,consumption,national,national,S & SE Asia,191737280.0,4762417359.0,0.040260494943320235,0.013351507417063401,267066848.0,6441988088.0,0.04145720922668058,0.015923870772218886
Iran,gini_pip_disposable_perCapita,gini,1994,0.4299837,2018,0.420033,consumption,consumption,national,national,MENA,59755432.0,4762417359.0,0.012547290062067826,0.005395130205861153,85617560.0,6441988088.0,0.01329054925753225,0.005582469276289043
Ireland,gini_pip_disposable_perCapita,gini,1994,0.36914206,2018,0.30602926,income,income,national,national,W. Europe,3545700.0,4762417359.0,0.0007445168561926535,0.00027483248599967987,4834506.0,6441988088.0,0.0007504680129734509,0.00022966517066393558
Israel,gini_pip_disposable_perCapita,gini,1992,0.35507256,2018,0.38577175,income,income,national,national,MENA,5213005.0,4762417359.0,0.001094613219933041,0.0003886671182114679,8456487.0,6441988088.0,0.0013127138523823982,0.0005064079200827995
Italy,gini_pip_disposable_perCapita,gini,1993,0.35537887,2018,0.35222572,income,income,national,national,W. Europe,56869456.0,4762417359.0,0.011941300334068433,0.0042436858190518624,59877432.0,6441988088.0,0.009294868475702154,0.003273891741159494
Kazakhstan,gini_pip_disposable_perCapita,gini,1996,0.35378307,2018,0.27792874,consumption,consumption,national,national,EE & CA,16979700.0,4762417359.0,0.0035653532061636346,0.0012613616029109136,18538100.0,6441988088.0,0.002877698584157953,0.0007997951415948039
Kenya,gini_pip_disposable_perCapita,gini,1994,0.4310857,2020,0.36246458,consumption,consumption,national,national,SS Africa,25391832.0,4762417359.0,0.005331710785913083,0.0022984242763428916,49953300.0,6441988088.0,0.007754329768639584,0.002810669882771444
Laos,gini_pip_disposable_perCapita,gini,1992,0.34309775,2018,0.38802433,consumption,consumption,national,national,S & SE Asia,4685293.0,4762417359.0,0.0009838056278595048,0.00033754149735593336,7105008.0,6441988088.0,0.0011029216296185116,0.0004279604263752311
Latvia,gini_pip_disposable_perCapita,gini,1993,0.26993132,2018,0.3509615,income,income,national,national,EE & CA,2638889.0,4762417359.0,0.0005541070429312619,0.00014957084551973218,1935632.0,6441988088.0,0.0003004712168912039,0.00010545382898696225
Lesotho,gini_pip_disposable_perCapita,gini,1994,0.6324037,2017,0.44879702,consumption,consumption,national,national,SS Africa,1885486.0,4762417359.0,0.0003959094421736925,0.0002503745960955792,2198030.0,6441988088.0,0.00034120367345826734,0.00015313119186112346
Lithuania,gini_pip_disposable_perCapita,gini,1993,0.33641136,2018,0.35707808,income,income,national,national,EE & CA,3788532.0,4762417359.0,0.0007955060874369705,0.00026761728476295014,2876128.0,6441988088.0,0.0004464658985255795,0.00015942318583098876
Luxembourg,gini_pip_disposable_perCapita,gini,1993,0.27047905,2018,0.35368094,income,income,national,national,W. Europe,396705.0,4762417359.0,8.329908323769823e-05,2.2530656900003542e-05,607920.0,6441988088.0,9.436838312886989e-05,3.3376298451298845e-05
Malaysia,gini_pip_disposable_perCapita,gini,1995,0.48522672,2018,0.41176775,income,income,national,national,S & SE Asia,19050074.0,4762417359.0,0.0040000849492956,0.00194094809966807,32399270.0,6441988088.0,0.005029389927055699,0.0020709405741363893
Mali,gini_pip_disposable_perCapita,gini,1994,0.50441235,2018,0.3596336,consumption,consumption,national,national,SS Africa,9506515.0,4762417359.0,0.0019961532733023955,0.0010068843635466535,19934304.0,6441988088.0,0.003094433539412034,0.0011128622737394916
Mexico,gini_pip_disposable_perCapita,gini,1994,0.5280892,2018,0.46706957,income,income,national,national,LAC,86648440.0,4762417359.0,0.018194213876751495,0.009608167850802596,124013864.0,6441988088.0,0.019250868257737145,0.008991494759267938
Mongolia,gini_pip_disposable_perCapita,gini,1995,0.3319534,2018,0.3274099,consumption,consumption,national,national,East Asia,2270313.0,4762417359.0,0.00047671441389099807,0.00015824697052012405,3163994.0,6441988088.0,0.0004911517930146163,0.00016080795943573622
Mozambique,gini_pip_disposable_perCapita,gini,1996,0.53559864,2019,0.5045398,consumption,consumption,national,national,SS Africa,14206253.0,4762417359.0,0.0029829920246601384,0.0015976864715388165,29423882.0,6441988088.0,0.004567515741733548,0.0023044934788310958
Netherlands,gini_pip_disposable_perCapita,gini,1993,0.3043498,2018,0.2812108,income,income,national,national,W. Europe,15251088.0,4762417359.0,0.003202383758151424,0.0009746448563166343,17286042.0,6441988088.0,0.002683339640475287,0.0007545840869697677
Niger,gini_pip_disposable_perCapita,gini,1994,0.41525966,2018,0.37259424,consumption,consumption,national,national,SS Africa,9193081.0,4762417359.0,0.0019303392178820588,0.0008015920073023696,22577060.0,6441988088.0,0.0035046727332601053,0.0013058208734977718
Nigeria,gini_pip_disposable_perCapita,gini,1996,0.51922244,2018,0.35127744,consumption,consumption,national,national,SS Africa,102775472.0,4762417359.0,0.02158052607585416,0.011205093405588621,198387616.0,6441988088.0,0.03079602341543479,0.010817948267553988
Norway,gini_pip_disposable_perCapita,gini,1995,0.26020533,2018,0.27560863,income,income,national,national,W. Europe,4312138.0,4762417359.0,0.0009054515123188303,0.00023560330956192031,5312321.0,6441988088.0,0.0008246399911691361,0.0002272778982093377
Pakistan,gini_pip_disposable_perCapita,gini,1996,0.28664988,2018,0.29589266,consumption,consumption,national,national,S & SE Asia,125546624.0,4762417359.0,0.026361953297256154,0.007556650749224082,219731488.0,6441988088.0,0.034109266424958345,0.010092681573129614
Panama,gini_pip_disposable_perCapita,gini,1995,0.57811224,2018,0.49212474,income,income,national,national,LAC,2607502.0,4762417359.0,0.0005475164823747233,0.00031652598006257185,4165258.0,6441988088.0,0.0006465795874039188,0.0003181978113404608
Paraguay,gini_pip_disposable_perCapita,gini,1995,0.5815904,2018,0.459551,income,income,national,national,LAC,4386206.0,4762417359.0,0.0009210041181525099,0.0005356471534779655,6443337.0,6441988088.0,0.0010002093937432938,0.0004596472271041244
Peru,gini_pip_disposable_perCapita,gini,1994,0.44023988,2018,0.42387646,consumption,income,national,national,LAC,23513888.0,4762417359.0,0.00493738499326682,0.0021736337769495853,32203946.0,6441988088.0,0.004999069473597574,0.002118987871762603
Philippines,gini_pip_disposable_perCapita,gini,1994,0.42888388,2018,0.37811705,consumption,consumption,national,national,S & SE Asia,66083324.0,4762417359.0,0.013876004352099876,0.005951194585425481,108568832.0,6441988088.0,0.016853311511432278,0.006372524431433814
Poland,gini_pip_disposable_perCapita,gini,1993,0.266989,2018,0.3114105,consumption,consumption,national,national,EE & CA,38319300.0,4762417359.0,0.008046186865076896,0.0021482433849200153,38521464.0,6441988088.0,0.005979747784966721,0.0018621562475903788
Romania,gini_pip_disposable_perCapita,gini,1994,0.28200582,2019,0.348042,income,income,national,national,EE & CA,22721662.0,4762417359.0,0.004771035440029354,0.001345459761514539,19606778.0,6441988088.0,0.003043591160393962,0.0010592975546458354
Russia,gini_pip_disposable_perCapita,gini,1993,0.48375738,2018,0.37473005,consumption,consumption,national,national,EE & CA,148897280.0,4762417359.0,0.031265063260071994,0.015124705088226687,145652288.0,6441988088.0,0.022609835040104782,0.008472584615070217
Senegal,gini_pip_disposable_perCapita,gini,1994,0.41440713,2018,0.38314784,consumption,consumption,national,national,SS Africa,8196551.0,4762417359.0,0.0017210904425480867,0.0007132321507667825,15574910.0,6441988088.0,0.002417717913669014,0.0009263433963515892
Slovakia,gini_pip_disposable_perCapita,gini,1996,0.26277685,2018,0.24970147,income,income,national,national,EE & CA,5321863.0,4762417359.0,0.001117470939404914,0.0002936454934233642,5446746.0,6441988088.0,0.0008455069965351354,0.00021112433993010824
Slovenia,gini_pip_disposable_perCapita,gini,1993,0.2918499,2018,0.24633364,income,income,national,national,EE & CA,1991685.0,4762417359.0,0.0004182088317472051,0.00012205420572453864,2105931.0,6441988088.0,0.0003269070000180354,8.052819125592273e-05
Spain,gini_pip_disposable_perCapita,gini,1993,0.35660908,2018,0.3471895,income,income,national,national,W. Europe,39420540.0,4762417359.0,0.008277422373640394,0.0029518039774353174,46792044.0,6441988088.0,0.007263602999695581,0.0025218466936628085
Sri Lanka,gini_pip_disposable_perCapita,gini,1995,0.35399538,2019,0.37663776,consumption,consumption,national,national,S & SE Asia,17825610.0,4762417359.0,0.0037429751859763454,0.0013249959232902672,21580712.0,6441988088.0,0.003350008057326293,0.0012617395306933265
Sweden,gini_pip_disposable_perCapita,gini,1995,0.25236505,2018,0.2997419,income,income,national,national,W. Europe,8683403.0,4762417359.0,0.0018233183581842392,0.0004601418286290834,10162300.0,6441988088.0,0.001577509902405768,0.00047284581541591947
Switzerland,gini_pip_disposable_perCapita,gini,1992,0.33856407,2018,0.3314105,income,income,national,national,W. Europe,6936123.0,4762417359.0,0.0014564290521266764,0.0004930945475542497,8514431.0,6441988088.0,0.001321708591150689,0.0004380281050475454
Taiwan,gini_pip_disposable_perCapita,gini,1995,0.31324142,2016,0.31482714,income,income,national,national,East Asia,21125720.0,4762417359.0,0.004435923693264028,0.0013895150366896687,23726186.0,6441988088.0,0.003683053379778308,0.0011595251620229387
Tanzania,gini_pip_disposable_perCapita,gini,1991,0.35292223,2018,0.4049123,consumption,consumption,national,national,SS Africa,28469018.0,4762417359.0,0.005977850291973959,0.0021097162556496006,58090444.0,6441988088.0,0.009017471502036717,0.003651285126074142
Thailand,gini_pip_disposable_perCapita,gini,1994,0.43470213,2018,0.36412174,consumption,consumption,national,national,S & SE Asia,57776080.0,4762417359.0,0.012131670881556603,0.0052736631726716336,71127808.0,6441988088.0,0.011041282136565168,0.004020370863397027
Tunisia,gini_pip_disposable_perCapita,gini,1995,0.41657296,2015,0.32815883,consumption,consumption,national,national,MENA,8977175.0,4762417359.0,0.0018850038380267041,0.0007852416284181447,11933040.0,6441988088.0,0.0018523846733322306,0.000607876387110637
Turkey,gini_pip_disposable_perCapita,gini,1994,0.413152,2018,0.4187752,consumption,consumption,national,national,MENA,57296008.0,4762417359.0,0.01203086661267144,0.004970576602758432,82809304.0,6441988088.0,0.012854619236917782,0.005383195741864091
Uganda,gini_pip_disposable_perCapita,gini,1996,0.3904372,2019,0.42705452,consumption,consumption,national,national,SS Africa,19462960.0,4762417359.0,0.004086781676792557,0.001595631594898191,41515400.0,6441988088.0,0.006444501205665688,0.0027521533690249814
Ukraine,gini_pip_disposable_perCapita,gini,1993,0.28926983,2018,0.26071486,consumption,consumption,national,national,EE & CA,51778420.0,4762417359.0,0.010872297847258036,0.003145027749985698,44446952.0,6441988088.0,0.00689957065937375,0.0017988205985187348
United Kingdom,gini_pip_disposable_perCapita,gini,1993,0.3507596,2018,0.33691058,income,income,national,national,W. Europe,57647464.0,4762417359.0,0.012104664428676757,0.004245827253136888,66432996.0,6441988088.0,0.010312499044161537,0.003474390034217909
United States,gini_pip_disposable_perCapita,gini,1993,0.40364543,2018,0.41407844,income,income,national,national,W. Offshoots,258779760.0,4762417359.0,0.054337900375522295,0.02193324516237486,332140032.0,6441988088.0,0.05155862250330817,0.02134931397471874
Uruguay,gini_pip_disposable_perCapita,gini,1995,0.4092668,2018,0.3968724,income,income,urban,national,LAC,3171749.0,4762417359.0,0.0006659955986440456,0.0002725698874711329,3427044.0,6441988088.0,0.0005319854605729287,0.00021113034650268358
Vietnam,gini_pip_disposable_perCapita,gini,1992,0.3565456,2018,0.35715547,consumption,consumption,national,national,S & SE Asia,71176408.0,4762417359.0,0.014945436872619126,0.00532872975701011,94914328.0,6441988088.0,0.014733701258591957,0.005262221997852002
Zambia,gini_pip_disposable_perCapita,gini,1993,0.5260861,2015,0.55936635,consumption,consumption,national,national,SS Africa,8270921.0,4762417359.0,0.0017367064615556303,0.0009136571292046015,17835898.0,6441988088.0,0.0027686946570460655,0.0015487146245763595
Albania,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.4676298,2018,0.4912658,,,,,EE & CA,3300715.0,4762417359.0,0.0006930755436128083,0.0003241027778445488,2877019.0,6441988088.0,0.00044660420986484753,0.0002194013744426222
Argentina,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.6386504,2018,0.5866297,,,,,LAC,34027240.0,4762417359.0,0.007144951278933049,0.004563125992271102,44413592.0,6441988088.0,0.006894392133809236,0.004044455189138873
Armenia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.58842224,2018,0.53986424,,,,,EE & CA,3457344.0,4762417359.0,0.0007259640933120494,0.00042717341794624514,2836563.0,6441988088.0,0.00044032416099680315,0.00023771526853017677
Australia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.4519824,2018,0.47972456,,,,,W. Offshoots,17631514.0,4762417359.0,0.003702219413147406,0.0016733380156809562,24979228.0,6441988088.0,0.003877565071337338,0.0018601631977186732
Austria,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.44200012,2018,0.43398854,,,,,W. Europe,7905280.0,4762417359.0,0.0016599301161752717,0.000733689310541084,8840518.0,6441988088.0,0.0013723275919227374,0.0005955744480202645
Bangladesh,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.5236066,2018,0.53000855,,,,,S & SE Asia,113418760.0,4762417359.0,0.023815375984564145,0.012469888046999285,163683952.0,6441988088.0,0.02540891876296807,0.0134669441906285
Belarus,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.3885889,2018,0.42885834,,,,,EE & CA,10480485.0,4762417359.0,0.002200664958562276,0.0008551539755162605,9695573.0,6441988088.0,0.0015050591319876404,0.0006454571609460604
Belgium,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.44237065,2018,0.44892076,,,,,W. Europe,10043738.0,4762417359.0,0.002108957960397859,0.0009329411037638752,11448598.0,6441988088.0,0.0017771839754448177,0.0007978147809165089
Bolivia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.678357,2018,0.64670056,,,,,LAC,7544494.0,4762417359.0,0.0015841732110568683,0.001074634986932904,11606906.0,6441988088.0,0.0018017583766758434,0.001165198151180959
Botswana,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.7703259,2018,0.70033836,,,,,SS Africa,1462267.0,4762417359.0,0.00030704301823455537,0.00023652318936025028,2451411.0,6441988088.0,0.00038053640685341175,0.0002665042430960112
Brazil,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.7033324,2018,0.6808988,,,,,LAC,158440864.0,4762417359.0,0.03326900018550012,0.023399165746068245,210166592.0,6441988088.0,0.032624492490368605,0.022213977787300995
Bulgaria,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.45197734,2018,0.54721665,,,,,EE & CA,8611541.0,4762417359.0,0.0018082289624881238,0.000817278516576342,7117424.0,6441988088.0,0.0011048489849365272,0.0006045917602928668
Burkina Faso,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.6732966,2018,0.6545754,,,,,SS Africa,9840080.0,4762417359.0,0.0020661943836997507,0.0013911616534841376,20392730.0,6441988088.0,0.003165595732470718,0.002072121092820313
Canada,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.4940862,2018,0.52486557,,,,,W. Offshoots,28668168.0,4762417359.0,0.0060196672905668365,0.0029742345368604637,37035260.0,6441988088.0,0.005749041987362333,0.003017474199650864
Central African Republic,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.7531039,2018,0.7332043,,,,,SS Africa,3089148.0,4762417359.0,0.0006486512556826081,0.0004885017903944694,5094795.0,6441988088.0,0.0007908730861347722,0.0005798715475082854
Chile,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.72667843,2018,0.72801256,,,,,LAC,13998387.0,4762417359.0,0.00293934486307587,0.002135958510328538,18701452.0,6441988088.0,0.002903055973486923,0.002113461211081507
China,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.47759855,2018,0.55918175,,,,,East Asia,1195855616.0,4762417359.0,0.2511026493173842,0.11992626121514117,1417069440.0,6441988088.0,0.21997393050752254,0.12300540741557485
Colombia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.70580953,2018,0.6604696,,,,,LAC,34614732.0,4762417359.0,0.00726831131979334,0.005130043396517017,49276968.0,6441988088.0,0.0076493416825455015,0.005052157641334154
Costa Rica,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.6565482,2018,0.6714146,,,,,LAC,3405376.0,4762417359.0,0.0007150519879498869,0.00046946609559492,5040738.0,6441988088.0,0.0007824817325244331,0.0005253696594501992
Cote d'Ivoire,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.56390625,2018,0.6012069,,,,,SS Africa,13316449.0,4762417359.0,0.0027961532969878458,0.0015767683201295525,25493990.0,6441988088.0,0.0039574723907809875,0.002379259707897026
Czechia,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.36849537,2018,0.38028407,,,,,EE & CA,10318915.0,4762417359.0,0.0021667389105449464,0.0007984332565346569,10534598.0,6441988088.0,0.0016353023097983722,0.0006218794180505258
Denmark,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.37867546,2018,0.44195426,,,,,W. Europe,5193776.0,4762417359.0,0.0010905755645680276,0.00041297420357755757,5766689.0,6441988088.0,0.0008951722544694032,0.00039562519129655676
Dominican Republic,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.67137253,2018,0.68439674,,,,,LAC,7576083.0,4762417359.0,0.001590806187047581,0.0010680235745377875,10765532.0,6441988088.0,0.0016711505598797686,0.0011437299952308884
Ecuador,gini_widExtrapolated_pretaxNational_perAdult,gini,1993,0.68386567,2018,0.5853715,,,,,LAC,11132833.0,4762417359.0,0.002337643293475993,0.0015986339971139666,17015672.0,6441988088.0,0.0026413696777391497,0.0015461825303126828
