MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM4,SSP4-26,R5.2REF,Primary Energy|Coal|w/o CCS,EJ/yr,,5.86399,6.295919589,2.528366426,1.121888881,0.358523662,0.111248991,0.032002156,0.00815946,0.002252634,0.000716621
GCAM4,SSP4-26,R5.2REF,Primary Energy|Fossil,EJ/yr,,34.22453,37.2907343,29.822,25.2686526,20.3906769,15.2661503,9.54697803,5.4480109,3.02936051,1.373301505
GCAM4,SSP4-26,R5.2REF,Primary Energy|Fossil|w/ CCS,EJ/yr,,0,0.116940743,2.506393906,3.743669382,4.067442721,3.631522923,2.065455026,0.701768682,0.370251133,0.144820622
GCAM4,SSP4-26,R5.2REF,Primary Energy|Fossil|w/o CCS,EJ/yr,,34.22453,37.17379356,27.31560609,21.52498322,16.32323418,11.63462738,7.481523004,4.746242218,2.659109377,1.228480883
GCAM4,SSP4-26,R5.2REF,Primary Energy|Gas,EJ/yr,,19.77411,22.17962,18.63,15.59386,12.17035,9.00587,5.31763,2.713434,1.617473,1.116455
GCAM4,SSP4-26,R5.2REF,Primary Energy|Gas|w/ CCS,EJ/yr,,0,0.085393332,1.855893528,2.679036772,2.777972735,2.262429931,1.091229754,0.29749421,0.138405088,0.056717643
GCAM4,SSP4-26,R5.2REF,Primary Energy|Gas|w/o CCS,EJ/yr,,19.77411,22.09422667,16.77410647,12.91482323,9.392377265,6.743440069,4.226400246,2.41593979,1.479067912,1.059737357
GCAM4,SSP4-26,R5.2REF,Primary Energy|Geothermal,EJ/yr,,0.00181788,0.04604937,0.20726998,0.2551431,0.273264885,0.26616508,0.25426981,0.232409796,0.225922967,0.189945034
GCAM4,SSP4-26,R5.2REF,Primary Energy|Hydro,EJ/yr,,0.816811,0.929997,1.043184,1.162643,1.288375,1.414107,1.539838,1.665575,1.791301,1.854169
GCAM4,SSP4-26,R5.2REF,Primary Energy|Non-Biomass Renewables,EJ/yr,,0.81867208,1.050861376,1.939954547,2.842686358,3.69807139,4.201115123,4.789044427,5.451727495,6.696155153,7.072121843
GCAM4,SSP4-26,R5.2REF,Primary Energy|Nuclear,EJ/yr,,0.622458,1.54656845,4.82166716,6.94799785,8.24719252,9.29793458,10.184756,10.029531,6.9600107,4.935985122
GCAM4,SSP4-26,R5.2REF,Primary Energy|Oil,EJ/yr,,8.58643,8.7841143,8.018124,7.4928596,6.5760189,4.7830903,3.22494103,2.3232919,1.17901609,0.168167905
GCAM4,SSP4-26,R5.2REF,Primary Energy|Oil|w/ CCS,EJ/yr,,0,0.000467,0.004990804,0.004588491,0.003685648,0.003151983,0.001820428,0.001148932,0.001227259,0.000141
GCAM4,SSP4-26,R5.2REF,Primary Energy|Oil|w/o CCS,EJ/yr,,8.58643,8.7836473,8.013133196,7.488271109,6.572333252,4.779938317,3.223120602,2.322142968,1.177788831,0.168026905
GCAM4,SSP4-26,R5.2REF,Primary Energy|Solar,EJ/yr,,0,0.048144108,0.234844195,0.451764095,0.667859611,0.842557563,1.090151317,1.332314749,1.961306856,2.347345127
GCAM4,SSP4-26,R5.2REF,Primary Energy|Wind,EJ/yr,,0.0000432,0.026670898,0.454656372,0.973136163,1.468571894,1.67828548,1.9047853,2.22142795,2.71762433,2.680662682
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity,EJ/yr,,6.490911367,9.069357199,11.50682837,13.01469706,14.3385959,15.56145061,16.55458359,17.70371316,17.74001211,17.83111779
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Biomass,EJ/yr,,0,0.013430381,0.103805398,0.223553536,0.38371112,0.554287806,0.796675717,2.015140321,4.0204685,5.80942639
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Biomass|w/ CCS,EJ/yr,,0,0.00047,0.088569167,0.220380726,0.38342802,0.554269706,0.79667477,2.0151403,4.0204685,5.80942639
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Biomass|w/o CCS,EJ/yr,,0,0.012960381,0.015236231,0.00317281,0.0002831,0.0000181,0.000000947,2.1151E-08,0,0
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Coal,EJ/yr,,1.418854,1.67088736,1.062946193,0.633799541,0.412547745,0.36548065,0.244419184,0.058293414,0.013111702,0.002409895
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Coal|w/ CCS,EJ/yr,,0,0.00773846,0.1773643,0.28133963,0.34579411,0.35760082,0.2444165,0.058293408,0.013111702,0.002409895
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Coal|w/o CCS,EJ/yr,,1.418854,1.6631489,0.885581893,0.352459911,0.066753635,0.00787983,0.000002684,5.76E-09,0,0
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Gas,EJ/yr,,3.582264027,4.778444633,3.571594,2.362875282,1.594648908,1.140089991,0.5354068,0.126126055,0.045230343,0.009772009
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Gas|w/ CCS,EJ/yr,,0,0.0392717,0.8604112,1.2720925,1.3389917,1.1054787,0.5350818,0.126027855,0.045122843,0.009685569
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Gas|w/o CCS,EJ/yr,,3.582264027,4.739172933,2.7111828,1.090782782,0.255657208,0.034611291,0.000325,0.0000982,0.0001075,0.00008644
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Geothermal,EJ/yr,,0.00181788,0.04604937,0.20726998,0.2551431,0.273264885,0.26616508,0.25426981,0.232409796,0.225922967,0.189945034
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Hydro,EJ/yr,,0.816811,0.929997,1.043184,1.162643,1.288375,1.414107,1.539838,1.665575,1.791301,1.854169
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Non-Biomass Renewables,EJ/yr,,0.81867208,1.050861376,1.939954547,2.842686358,3.69807139,4.201115123,4.789044427,5.451727495,6.696155153,7.072121843
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Nuclear,EJ/yr,,0.622458,1.54656845,4.82166716,6.94799785,8.24719252,9.29793458,10.184756,10.029531,6.9600107,4.935985122
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Oil,EJ/yr,,0.04866326,0.009164999,0.00686107,0.003784489,0.002424216,0.002542458,0.00428146,0.022894877,0.005035715,0.001402531
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Solar,EJ/yr,,0,0.048144108,0.234844195,0.451764095,0.667859611,0.842557563,1.090151317,1.332314749,1.961306856,2.347345127
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Electricity|Wind,EJ/yr,,0.0000432,0.026670898,0.454656372,0.973136163,1.468571894,1.67828548,1.9047853,2.22142795,2.71762433,2.680662682
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Gases,EJ/yr,,19.77411,21.86557672,17.58301141,14.0582067,10.59458008,7.559048,4.5003008,2.34730495,1.512627192,1.074762076
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Gases|Biomass,EJ/yr,,0,0.00207975,0.00508108,0.00487968,0.00280415,0.000847,0.0001554,0.00001472,0.00000106,6.86E-08
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Gases|Coal,EJ/yr,,0,0.04397697,0.00989033,0.00550702,0.00178593,0.000341,0.0000354,0.00000223,1.322E-07,7.14E-09
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Gases|Natural Gas,EJ/yr,,19.77411,21.81952,17.56804,14.04782,10.58999,7.55786,4.50011,2.347288,1.512626,1.074762
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Hydrogen,EJ/yr,,0,0.019043944,0.054129962,0.104677955,0.169137818,0.220657053,0.28723928,0.365237286,0.419166332,0.42527709
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Hydrogen|Biomass,EJ/yr,,0,0.0007204,0.00575683,0.01378054,0.028168495,0.04036668,0.074132002,0.1480885,0.1710881,0.1616918
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Hydrogen|Biomass|w/ CCS,EJ/yr,,0,0.000109,0.00562143,0.0137532,0.02816644,0.0403666,0.074132,0.1480885,0.1710881,0.1616918
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Hydrogen|Biomass|w/o CCS,EJ/yr,,0,0.0006114,0.0001354,0.00002734,0.000002055,7.993E-08,2.33E-09,0,0,0
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Hydrogen|Electricity,EJ/yr,,0,0.002268062,0.009058678,0.018068996,0.030496106,0.040100699,0.052697879,0.070104277,0.10077482,0.12898679
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Liquids,EJ/yr,,7.85136,8.6794484,8.94023201,9.219135573,8.769906973,8.0813945,7.405887973,6.719116424,5.913608019,5.53224331
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Liquids|Biomass,EJ/yr,,0,0.19095474,0.67433112,1.1208186,1.500210534,2.509360755,3.723959565,4.195625789,4.665176024,5.336201238
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Liquids|Biomass|w/ CCS,EJ/yr,,0,0.01180944,0.33752672,0.82547185,1.383619504,2.493847918,3.723111065,4.195561789,4.665172154,5.336201157
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Liquids|Biomass|w/o CCS,EJ/yr,,0,0.1791453,0.3368044,0.29534675,0.11659103,0.015512837,0.0008485,0.000064,0.00000387,8.08E-08
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Liquids|Coal,EJ/yr,,0,0.13583896,0.15807699,0.162987573,0.161283039,0.183074145,0.142408781,0.101746635,0.079013315,0.031530109
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Liquids|Coal|w/ CCS,EJ/yr,,0,0.00413144,0.07011613,0.132434349,0.157682884,0.182786645,0.142403417,0.101746239,0.079013294,0.031530109
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Liquids|Coal|w/o CCS,EJ/yr,,0,0.13170752,0.08796086,0.030553224,0.003600155,0.0002875,0.000005364,0.000000396,2.06E-08,3.61E-10
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Liquids|Gas,EJ/yr,,0,0.1776587,0.5927869,0.8691204,0.8788374,0.8100188,0.440108457,0.180108,0.02752478,0.001003063
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Liquids|Gas|w/ CCS,EJ/yr,,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Liquids|Gas|w/o CCS,EJ/yr,,0,0.1776587,0.5927869,0.8691204,0.8788374,0.8100188,0.440108457,0.180108,0.02752478,0.001003063
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Liquids|Oil,EJ/yr,,7.85136,8.174996,7.515037,7.066209,6.229576,4.5789408,3.09941117,2.241636,1.1418939,0.1635089
GCAM4,SSP4-26,R5.2REF,Secondary Energy|Solids,EJ/yr,,3.5825766,2.8888014,1.1563377,0.72227277,0.37229108,0.15356295,0.05196258,0.0138075,0.00366861,0.0011738
GCAM4,SSP4-26,World,Agricultural Demand|Crops,million t DM/yr,,3256.111096,3688.065943,4056.775148,4337.267449,4536.958025,4621.558929,4631.168732,4574.436826,4460.587084,4320.295803
GCAM4,SSP4-26,World,Agricultural Demand|Crops|Energy,million t DM/yr,,1395.044483,2055.162772,4258.197145,5901.712417,7638.197466,10530.06628,13720.1153,16720.56831,19412.78412,23382.92666
GCAM4,SSP4-26,World,Agricultural Demand|Livestock,million t DM/yr,,193.1200813,226.7825074,249.9342043,268.1365294,282.5363936,287.2004876,286.2036124,280.7488145,270.0899558,257.8515828
GCAM4,SSP4-26,World,Agricultural Production|Crops|Energy,million t DM/yr,,0,416.1193377,1415.325744,2632.015002,3811.926627,5839.342348,7744.104124,9427.417241,10794.2325,11875.24674
GCAM4,SSP4-26,World,Agricultural Production|Crops|Non-Energy,million t DM/yr,,3480.772607,3733.450529,4106.028838,4390.872346,4618.779235,4791.391396,4919.074582,4823.136164,4507.491963,4339.484585
GCAM4,SSP4-26,World,Agricultural Production|Livestock,million t DM/yr,177.6277203,193.1201258,226.7824985,249.9350256,268.1410709,282.5359853,287.1812474,286.1896836,280.7446565,270.1009509,257.9315741
GCAM4,SSP4-26,World,Capacity|Electricity,GW,,4144.848281,4956.900516,7028.707557,9166.479189,11391.09114,13354.96427,15198.0661,16549.97788,17760.80051,18831.28367
GCAM4,SSP4-26,World,Capacity|Electricity|Biomass,GW,,30.33452998,54.4833172,199.7463974,351.7710687,542.4349477,728.6418102,893.2849558,1062.836744,1324.28395,2204.843238
GCAM4,SSP4-26,World,Capacity|Electricity|Coal,GW,,1225.958275,1693.754283,1228.808053,1073.494926,1071.386103,931.6910876,628.7336117,233.791295,50.59647275,8.568845486
GCAM4,SSP4-26,World,Capacity|Electricity|Gas,GW,,841.2100988,1140.512606,1243.011991,1254.237029,1216.834619,1224.682377,1106.921663,801.3356933,458.0888666,148.5998405
GCAM4,SSP4-26,World,Capacity|Electricity|Geothermal,GW,,9.716098269,67.03410285,166.6219528,204.1142151,223.4280871,231.3622468,233.9820632,231.6631474,230.0954073,180.6275163
GCAM4,SSP4-26,World,Capacity|Electricity|Nuclear,GW,,349.6052906,510.8682107,1530.017567,2413.030671,3153.945683,3905.114408,4587.918533,5183.679866,5109.572767,4893.532168
GCAM4,SSP4-26,World,Capacity|Electricity|Oil,GW,,1085.216629,360.6317877,253.1453214,129.1625921,68.90376621,49.13612514,49.56565365,67.52840235,99.44499342,63.7867162
GCAM4,SSP4-26,World,Capacity|Electricity|Other,GW,,0,0,0,0,0,0,0,0,0,0
GCAM4,SSP4-26,World,Capacity|Electricity|Solar,GW,,18.78699996,209.0308188,587.7284095,1192.870526,2087.153172,3205.442955,4347.739833,5273.207332,6248.72096,6814.553381
GCAM4,SSP4-26,World,Capacity|Electricity|Wind,GW,,92.87806603,404.5147126,1277.995139,1968.716858,2398.586918,2401.154188,2622.917501,2919.509224,3414.23497,3666.341348
GCAM4,SSP4-26,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,,1812.864,1921.0355,1940.8831,1926.9567,1947.835,1963.5882,1964.0909,1937.0447,1889.8959,1841.6365
GCAM4,SSP4-26,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,,390.5053,415.24534,433.12255,440.35084,444.12308,445.20657,442.356,433.2123,417.61454,397.15942
GCAM4,SSP4-26,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,,323.68957,331.16247,338.29319,345.23687,352.66659,360.51557,368.70911,376.95326,384.75886,391.96667
GCAM4,SSP4-26,World,Diagnostics|MAGICC6|Forcing,W/m2,,2.1356159,2.615401,3.0444584,3.2042587,3.2552429,3.2670495,3.2365661,3.1431472,2.944663,2.6643412
GCAM4,SSP4-26,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,,-1.05572108,-0.99487553,-0.76506706,-0.64860457,-0.600574774,-0.56656644,-0.535451311,-0.469917137,-0.42729321,-0.40271186
GCAM4,SSP4-26,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,,0.58827586,0.634235452,0.642522695,0.636712376,0.645415119,0.651949891,0.652157978,0.640923383,0.621144228,0.600634985
GCAM4,SSP4-26,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,,1.837859,2.166646,2.392256,2.4808438,2.5264995,2.5395414,2.5051609,2.393365,2.1970976,1.9282942
GCAM4,SSP4-26,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,,0.031102416,0.046949507,0.049386534,0.046121421,0.040973156,0.036664559,0.035043755,0.03480783,0.035394828,0.036578624
GCAM4,SSP4-26,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,,2.5390686,2.9462626,3.20342,3.3050266,3.3754433,3.4132463,3.4016756,3.3041914,3.1142421,2.8497936
GCAM4,SSP4-26,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,,0.16780423,0.19116465,0.21320735,0.23444645,0.25693368,0.28043044,0.30468363,0.32881241,0.35141237,0.37207606
GCAM4,SSP4-26,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,,0.98868009,1.2326844,1.507354,1.6867304,1.7943009,1.8650451,1.9096378,1.9284775,1.8927146,1.7993968
GCAM4,SSP4-26,World,Emissions|BC,Mt BC/yr,,7.71836202,7.466235599,6.513432755,6.340487926,6.135944198,5.5518993,4.909170548,3.81185217,3.02732955,2.396295636
GCAM4,SSP4-26,World,Emissions|CH4,Mt CH4/yr,,368.2888157,394.101532,344.5546401,358.3936319,357.2654289,357.1716725,349.4616001,341.0776313,330.5366391,322.0215606
GCAM4,SSP4-26,World,Emissions|CH4|Fossil Fuels and Industry,Mt CH4/yr,179.7281821,193.1465815,198.268692,139.2470141,136.1881967,119.742371,109.3847987,94.26759884,80.71609064,69.61197835,60.88890404
GCAM4,SSP4-26,World,Emissions|CH4|Land Use,Mt CH4/yr,,175.1418418,195.8323572,205.3066073,222.203604,237.5222779,247.7887683,255.1979445,260.3576033,260.9231883,260.1517827
GCAM4,SSP4-26,World,Emissions|CO,Mt CO/yr,,819.5375882,820.6486219,811.720303,824.7152262,880.9853714,839.2148986,792.143563,581.9515963,436.9485006,337.0345069
GCAM4,SSP4-26,World,Emissions|CO2,Mt CO2/yr,,35775.76253,40048.78536,23821.81049,16324.22323,11881.38324,6666.028153,-123.1214489,-10622.95596,-19091.43944,-27544.50487
GCAM4,SSP4-26,World,Emissions|CO2|Carbon Capture and Storage,Mt CO2/yr,,1813.315031,2566.112191,9776.825449,15773.64144,20061.98098,23252.74675,24568.90885,24992.35664,26883.71784,31790.89516
GCAM4,SSP4-26,World,Emissions|CO2|Carbon Capture and Storage|Biomass,Mt CO2/yr,,0,63.44784384,1558.426104,3650.670817,6237.648239,9532.67733,12663.30132,15684.99854,18705.2891,23713.46751
GCAM4,SSP4-26,World,Emissions|CO2|Fossil Fuels and Industry,Mt CO2/yr,,32646.97652,38638.99782,24755.42568,16421.45918,9512.715803,1645.026937,-6162.634035,-13540.49185,-20062.83622,-27729.2775
GCAM4,SSP4-26,World,Emissions|CO2|Land Use,Mt CO2/yr,,3128.786018,1409.787543,-933.6151847,-97.23595125,2368.667435,5021.001216,6039.512586,2917.535882,971.3967796,184.7726311
GCAM4,SSP4-26,World,Emissions|F-Gases,Mt CO2-equiv/yr,,940.7250077,1133.870271,247.5783452,244.5626889,259.6515718,273.7984526,285.7469301,296.6804796,310.766983,333.0021306
GCAM4,SSP4-26,World,Emissions|Kyoto Gases,Mt CO2-equiv/yr,,46013.99643,52984.42392,36881.37854,29124.71088,22421.35656,14813.71088,7044.950865,-409.9369985,-7184.93064,-14992.45047
GCAM4,SSP4-26,World,Emissions|N2O,kt N2O/yr,,10629.11264,11076.64338,10898.95766,11688.87449,12420.96276,13252.44689,13988.38762,14395.24519,14382.53087,14545.51466
GCAM4,SSP4-26,World,Emissions|N2O|Land Use,kt N2O/yr,,8004.550314,8546.869621,9323.329191,10187.77357,10952.49759,11806.89772,12559.38365,12962.06846,12918.87622,13017.22027
GCAM4,SSP4-26,World,Emissions|NH3,Mt NH3/yr,,52.338447,61.76148957,68.04281797,73.23793121,77.08491742,79.76691631,81.34929915,80.32401749,76.57664715,74.15741405
GCAM4,SSP4-26,World,Emissions|NOx,Mt NO2/yr,,109.4693289,110.6645818,82.43106295,67.84220194,59.6484533,51.7478722,44.73009339,34.08508517,25.77740643,19.72908048
GCAM4,SSP4-26,World,Emissions|OC,Mt OC/yr,,36.06523747,31.85834367,32.82086525,33.67287744,34.71096145,32.74479142,29.86910212,22.6325778,18.17226626,14.9073354
GCAM4,SSP4-26,World,Emissions|Sulfur,Mt SO2/yr,,100.4564002,96.04341026,55.15363586,38.64466254,30.90730941,26.12655837,23.14020141,20.36266347,18.90876356,18.72951848
GCAM4,SSP4-26,World,Emissions|VOC,Mt VOC/yr,,153.8151287,170.3442154,158.6415821,157.2707367,158.4476352,150.6471675,141.2812725,119.6633577,104.1512518,94.55163776
GCAM4,SSP4-26,World,Energy Service|Transportation|Freight,bn tkm/yr,,27877.40771,39066.31458,47765.40572,56267.85049,61922.92968,64986.83499,66671.14513,66968.50993,66885.15143,67462.36254
GCAM4,SSP4-26,World,Energy Service|Transportation|Passenger,bn pkm/yr,,63560.12564,77057.50677,87313.46671,95279.86075,99909.97445,101862.4668,101693.1706,100026.1509,97310.16661,93697.55806
GCAM4,SSP4-26,World,Final Energy,EJ/yr,,393.8513976,473.836871,499.162175,535.9073023,554.7453775,562.619697,565.1632895,563.1048069,561.4088093,570.3435685
GCAM4,SSP4-26,World,Final Energy|Electricity,EJ/yr,,65.715268,92.86504392,131.8337756,170.2790923,208.3859727,241.8528984,270.0264871,291.9243238,310.6690075,333.8956939
GCAM4,SSP4-26,World,Final Energy|Gases,EJ/yr,,63.5380107,71.78039867,71.84348331,72.4909947,67.63116674,60.89371393,53.55404258,46.28112539,39.49290052,33.56148633
GCAM4,SSP4-26,World,Final Energy|Heat,EJ/yr,,9.7270965,9.963292329,6.261176331,4.398914403,2.647366431,1.354287187,0.558447482,0.176392747,0.043161391,0.007764519
GCAM4,SSP4-26,World,Final Energy|Hydrogen,EJ/yr,,0,0.332345902,1.113238861,2.241461786,3.750315966,5.3179732,7.514201321,10.04483521,12.85983909,15.84311368
GCAM4,SSP4-26,World,Final Energy|Industry,EJ/yr,,174.6289851,210.5464133,208.0381141,217.5240559,222.6494426,226.2677111,233.1956914,244.9484218,263.9770191,296.9730094
GCAM4,SSP4-26,World,Final Energy|Liquids,EJ/yr,,157.8289822,187.0990319,201.601911,210.676219,207.3145794,196.4443452,182.0177152,166.294007,153.2250635,147.215766
GCAM4,SSP4-26,World,Final Energy|Residential and Commercial,EJ/yr,,119.1471277,143.7395594,155.7088792,167.9703307,174.3585957,176.7746476,177.090868,175.3005614,171.1992985,165.0375202
GCAM4,SSP4-26,World,Final Energy|Solids,EJ/yr,,97.04204017,111.7967582,86.50858988,75.82062006,65.01597618,56.75647907,51.49239584,48.38412273,45.11883729,39.81974405
GCAM4,SSP4-26,World,Final Energy|Solids|Biomass,EJ/yr,,47.07149658,54.16236557,60.35671304,58.67725367,55.22856388,51.38310476,48.54091388,46.63671359,44.07989422,39.2126861
GCAM4,SSP4-26,World,Final Energy|Solids|Biomass|Traditional,EJ/yr,,30.56807635,34.18290081,39.85765526,42.28429875,44.08062129,45.37464395,45.84120517,45.55614832,43.62896123,38.97136809
GCAM4,SSP4-26,World,Final Energy|Solids|Coal,EJ/yr,,49.97054359,57.63439266,26.15187683,17.14336639,9.787412301,5.373374316,2.951481964,1.74740914,1.038943071,0.607057955
GCAM4,SSP4-26,World,Final Energy|Transportation,EJ/yr,,98.44800895,117.5290476,133.425506,148.5449366,156.033854,158.079861,153.5952046,141.7900698,125.370944,107.6470644
GCAM4,SSP4-26,World,GDP|PPP,billion US$2005/yr,,66937.02343,99838.14544,141505.7744,182408.5035,219016.1385,251509.2337,281643.2908,307316.816,330199.3708,352120.413
GCAM4,SSP4-26,World,Land Cover|Built-up Area,million ha,,61.32610111,61.32610111,61.32610111,61.32610111,61.32610111,61.32610111,61.32610111,61.32610111,61.32610111,61.32610111
GCAM4,SSP4-26,World,Land Cover|Cropland,million ha,,1502.299587,1534.995001,1622.455144,1772.507744,1946.37824,2220.98515,2479.491928,2685.690274,2830.005259,2935.770838
GCAM4,SSP4-26,World,Land Cover|Forest,million ha,,4090.357021,4076.46959,4244.390902,4310.789747,4313.573768,4189.098281,4063.428572,3979.588872,3942.52716,3923.092621
GCAM4,SSP4-26,World,Land Cover|Pasture,million ha,,3253.482207,3291.818221,3224.217925,3188.557693,3185.870364,3182.263193,3167.083336,3123.266473,3061.409338,3002.40885
GCAM4,SSP4-26,World,Population,million,,6895.882,7626.353,8258.565,8765.68,9146.527,9377.45,9472.529,9471.44,9401.586,9292.446
GCAM4,SSP4-26,World,Price|Carbon,US$2005/t CO2,,0,0,69.90314727,113.8650545,185.4742582,302.1180055,492.1180364,801.6093818,1305.737182,2126.906182
GCAM4,SSP4-26,World,Primary Energy,EJ/yr,,508.6228523,624.7170572,660.9931324,715.5270267,753.3094929,778.6835868,782.945757,779.4842421,789.9018912,828.1307173
GCAM4,SSP4-26,World,Primary Energy|Biomass,EJ/yr,,51.53006975,69.84008881,113.9964963,145.1009038,176.7789093,227.122422,281.3255322,334.2086813,382.8982612,448.1724451
GCAM4,SSP4-26,World,Primary Energy|Biomass|Traditional,EJ/yr,,30.56807635,34.18290081,39.85765526,42.28429875,44.08062129,45.37464395,45.84120517,45.55614832,43.62896123,38.97136809
GCAM4,SSP4-26,World,Primary Energy|Biomass|w/ CCS,EJ/yr,,0,0.923744198,21.66731614,50.1599272,86.83112924,136.5294059,185.990349,232.6076459,275.7970995,335.0583735
GCAM4,SSP4-26,World,Primary Energy|Biomass|w/o CCS,EJ/yr,,51.53006975,68.91634461,92.32918012,94.94097656,89.94778005,90.5930161,95.33518321,101.6010354,107.1011617,113.1140716
GCAM4,SSP4-26,World,Primary Energy|Coal,EJ/yr,,143.2597785,186.1490789,118.2060787,96.6071356,87.212225,72.7707907,48.1471636,19.7268431,6.05500957,2.25904761
GCAM4,SSP4-26,World,Primary Energy|Coal|w/ CCS,EJ/yr,,0,1.240488166,43.53253181,70.59800571,76.24206499,67.17476287,45.15618662,17.97201767,5.012463022,1.651422706
GCAM4,SSP4-26,World,Primary Energy|Coal|w/o CCS,EJ/yr,,143.2597785,184.9085907,74.67354689,26.00912989,10.97016002,5.59602783,2.990976979,1.754825432,1.042546548,0.607624904
GCAM4,SSP4-26,World,Primary Energy|Fossil,EJ/yr,,433.1834032,518.1694513,461.3569196,440.9130233,407.2261324,346.0348409,258.5765126,164.8541108,99.35768026,57.95002757
GCAM4,SSP4-26,World,Primary Energy|Fossil|w/ CCS,EJ/yr,,0,2.545966401,62.88249349,108.3441698,128.7096775,126.3078039,98.04703061,55.63118145,26.6061136,9.112335978
GCAM4,SSP4-26,World,Primary Energy|Fossil|w/o CCS,EJ/yr,,433.1834032,515.6234849,398.4744261,332.5688535,278.5164549,219.727037,160.529482,109.2229294,72.75156666,48.83769159
GCAM4,SSP4-26,World,Primary Energy|Gas,EJ/yr,,113.8447856,142.185678,163.523047,175.278119,168.822475,157.382016,127.09451,92.068596,63.462958,42.0430728
GCAM4,SSP4-26,World,Primary Energy|Gas|w/ CCS,EJ/yr,,0,1.146168358,18.12533709,36.08515426,50.52908048,57.40772764,51.44397444,36.49337266,20.83170507,7.157505292
GCAM4,SSP4-26,World,Primary Energy|Gas|w/o CCS,EJ/yr,,113.8447856,141.0395096,145.3977099,139.1929647,118.2933945,99.97428836,75.65053556,55.57522334,42.63125293,34.88556751
GCAM4,SSP4-26,World,Primary Energy|Geothermal,EJ/yr,,0.2451255,1.691189974,4.203671922,5.149556709,5.636822524,5.836991853,5.903086675,5.844583214,5.805031011,4.557015483
GCAM4,SSP4-26,World,Primary Energy|Hydro,EJ/yr,,12.3909307,13.0198439,13.6647437,14.6095264,15.8542282,17.0985435,18.3413952,19.5883008,20.8329875,21.4553438
GCAM4,SSP4-26,World,Primary Energy|Non-Biomass Renewables,EJ/yr,,13.98674215,22.20785122,42.21414597,61.02549792,79.78790329,94.68980475,112.8275732,133.2961746,162.6240116,183.1180572
GCAM4,SSP4-26,World,Primary Energy|Nuclear,EJ/yr,,9.9226372,14.4996659,43.4255706,68.48760171,89.51654797,110.8365192,130.216139,147.1252754,145.0219381,138.8901874
GCAM4,SSP4-26,World,Primary Energy|Oil,EJ/yr,,176.0788392,189.8346944,179.6277939,169.0277687,151.1914324,115.8820342,83.33483903,53.05867171,29.83971269,13.64790716
