object.internationalDesignator_s1,object.internationalDesignator@official_s1,object.nationalDesignator_s1,object.nameOfSpaceObjectIno_s1,object.nameOfSpaceObjectO_s1,object.launch.stateOfRegistry_s1,object.launch.stateOfRegistry@official_s1,object.launch.dateOfLaunch_s1,object.status.gsoLocation_s1,object.unRegistration.unRegistered_s1,en#object.status.objectStatus_s1,object.status@official_s1,object.status.dateOfDecay_s1,object.launch.dateOfLaunch@official_s1,object.functionOfSpaceObject_s1,object.remark_s1,object.status.webSite_s1,object.unRegistration.registrationDocuments.document@uri_s,object.unRegistration.registrationDocuments.document..document.symbol_s,object.unRegistration.decayDocuments.document@uri_s,object.unRegistration.decayDocuments.document..document.symbol_s,object.status.dateOfDecay@official_s1,object.status.gsoLocation@official_s1
2021-090AK,true,49312,ONEWEB 0386,OWLID000356 (SL0386),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090B,true,49280,ONEWEB 0347,OWLID000324 (SL0347),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090G,true,49285,ONEWEB 0359,OWLID000329 (SL0359),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090D,true,49282,ONEWEB 0353,OWLID000326 (SL0353),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090E,true,49283,ONEWEB 0356,OWLID000327 (SL0356),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090A,true,49279,ONEWEB 0332,OWLID000323 (SL0332),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090F,true,49284,ONEWEB 0358,OWLID000328 (SL0358),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090C,true,,ONEWEB 0349,OWLID000325 (SL0349),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090N,true,49291,ONEWEB 0365,OWLID000335 (SL0365),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090H,true,49286,ONEWEB 0360,OWLID000330 (SL0360),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090J,true,49287,ONEWEB 0361,OWLID000331 (SL0361),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090L,true,49289,ONEWEB 0363,OWLID000333 (SL0363),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090M,true,49290,ONEWEB 0364,OWLID000334 (SL0364),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090P,true,49292,ONEWEB 0366,OWLID000336 (SL0366),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090R,true,49294,ONEWEB 0368,OWLID000338 (SL0368),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090K,true,49288,ONEWEB 0362,OWLID000332 (SL0362),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090Q,true,49293,ONEWEB 0367,OWLID000337 (SL0367),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090AA,true,49303,ONEWEB 0377,OWLID000347 (SL0377),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090W,true,49299,ONEWEB 0373,OWLID000343 (SL0373),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090X,true,49300,ONEWEB 0374,OWLID000344 (SL0374),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090S,true,49295,ONEWEB 0369,OWLID000339 (SL0369),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090U,true,49297,ONEWEB 0371,OWLID000341 (SL0371),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090T,true,49296,ONEWEB 0370,OWLID000340 (SL0370),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090V,true,49298,ONEWEB 0372,OWLID000342 (SL0372),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090Y,true,49301,ONEWEB 0375,OWLID000345 (SL0375),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090Z,true,49302,ONEWEB 0376,OWLID000346 (SL0376),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090AL,true,49313,ONEWEB 0387,OWLID000357 (SL0387),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-090AM,true,49314,ONEWEB 0388,OWLID000358 (SL0388),United Kingdom,true,2021-10-14,,T,in orbit,true,,true,Communications satellite,State of registry notes that given Basic Orbital Parameters are for the intended final orbit which should be achieved by 28 August 2022. Mentioned by the Russian Federation in ST/SG/SER.E/1028.,https://www.oneweb.world/,['/osoindex/data/documents/gb/st/stsgser.e1026.html'],['ST/SG/SER.E/1026'],['/osoindex/data/documents/ru/st/stsgser.e1028.html'],['ST/SG/SER.E/1028'],,
2021-091*,false,,CHASE (XIHE),,China,false,2021-10-14,,F,in orbit,false,,false,------,Not registered with the United Nations.  International Designator pending assignment.,,,,,,,
2021-091*,false,,HEAD 2-E,,China,false,2021-10-14,,F,in orbit,false,,false,------,Not registered with the United Nations. International Designator pending assignment.,,,,,,,
2021-091*,false,,HEAD 2-F,,China,false,2021-10-14,,F,in orbit,false,,false,------,Not registered with the United Nations. International Designator pending assignment.,,,,,,,
2021-091*,false,,MD 1,,China,false,2021-10-14,,F,in orbit,false,,false,------,Not registered with the United Nations. International Designator pending assignment.,,,,,,,
2021-091*,false,,MOTS,,China,false,2021-10-14,,F,in orbit,false,,false,------,Not registered with the United Nations. International Designator pending assignment.,,,,,,,
2021-091*,false,,TIANYUAN 1,,China,false,2021-10-14,,F,in orbit,false,,false,------,Not registered with the United Nations. International Designator pending assignment.,,,,,,,
2021-091*,false,,TIANSHU 1,,China,false,2021-10-14,,F,in orbit,false,,false,------,Not registered with the United Nations. International Designator pending assignment.,,,,,,,
2021-091*,false,,SSS 1,,China,false,2021-10-14,,F,in orbit,false,,false,------,Not registered with the United Nations. International Designator pending assignment.,,,,,,,
2021-091*,false,,SSS 2,,China,false,2021-10-14,,F,in orbit,false,,false,------,Not registered with the United Nations. International Designator pending assignment.,,,,,,,
2021-091*,false,,QX 1,,China,false,2021-10-14,,F,in orbit,false,,false,------,Not registered with the United Nations. International Designator pending assignment.,,,,,,,
2021-091*,false,,N2,,China,false,2021-10-14,,F,in orbit,false,,false,------,Not registered with the United Nations. International Designator pending assignment.,,,,,,,
1998-067S*,false,,PR CUNAR2,,(for USA),false,2021-10-12,,F,in orbit,false,,false,------,Not registered with the Secretary-General. International Designator pending assignment. Date of launch is date of deployment from the ISS.,,,,,,,
1998-067S*,false,,SPACE HAUC,,(for USA),false,2021-10-12,,F,in orbit,false,,false,------,Not registered with the Secretary-General. International Designator pending assignment. Date of launch is date of deployment from the ISS.,,,,,,,
1998-067SV,true,,,CAPSat,USA,true,2021-10-12,,T,in orbit,true,,false,Spacecraft engaged in practical applications and uses of space technology such as weather or communications,The registration submission for this space object is presently being processed by the United Nations Secretariat. Date of launch is date of deployment from the ISS.,,['/osoindex/data/documents/us/st/stsgser.e1031.html'],['ST/SG/SER.E/1031'],,,,
