region,series_code,unweighted_avg_1993,unweighted_avg_2018,weighted_avg_1993,weighted_avg_2018,is_falling_count_prop,is_stable_count_prop,is_rising_count_prop,is_falling_popshare_prop,is_stable_popshare_prop,is_rising_popshare_prop,is_falling_count_abs_1,is_stable_count_abs_1,is_rising_count_abs_1,is_falling_popshare_abs_1,is_stable_popshare_abs_1,is_rising_popshare_abs_1,is_falling_count_abs_2,is_stable_count_abs_2,is_rising_count_abs_2,is_falling_popshare_abs_2,is_stable_popshare_abs_2,is_rising_popshare_abs_2,population_1993_total,population_2018_total
MENA,gini_widExtrapolated_pretaxNational_perAdult,62.324852561950685,61.16037731170654,60.91792977228405,60.101532163650255,4,14,2,0.12790016960518572,0.6764838019086628,0.1956160284861515,9,6,5,0.6041479776105781,0.11293356271219644,0.2829184596772254,6,11,3,0.3576909501135115,0.4017258942427288,0.2405831556437597,333311153,546151150
S & SE Asia,gini_widExtrapolated_pretaxNational_perAdult,57.57417030334473,55.60370693206787,52.58533579844845,60.07115363763487,9,8,3,0.11878354794782824,0.3207003390409177,0.560516113011254,11,4,5,0.17347021341339336,0.14981659250954327,0.6767131940770634,10,6,4,0.1313646105591373,0.3053476124491248,0.5632877769917379,1690426052,2507158060
SS Africa,gini_widExtrapolated_pretaxNational_perAdult,63.825880790243346,61.116020747593474,61.79379296891244,60.1960885809044,19,23,7,0.4253083389103492,0.36607777781997547,0.2086138832696753,23,12,14,0.47009568809230834,0.18413636728782587,0.34576794461986576,19,22,8,0.4253083389103492,0.3363602871731042,0.23833137391654663,560062059,1093497525
W. Eur and Offshoots,gini_widExtrapolated_pretaxNational_perAdult,43.23481916344684,45.66288773909859,47.381453684434334,51.56286743776403,3,8,12,0.020909157419841014,0.3065387941993286,0.6725520483808304,4,6,13,0.07814429640415074,0.20768000977775342,0.7141756938180959,3,8,12,0.020909157419841014,0.3065387941993286,0.6725520483808304,688747170,819326467
EE & CA,gini_wid_pretaxNational_perAdult,46.00402818407331,48.8445087160383,45.92517631753374,50.90187811524762,5,8,15,0.15312368278017902,0.1367843781168112,0.7100919391030098,6,5,17,0.1641214857374553,0.10348994846670237,0.7323885657958423,5,8,15,0.15312368278017902,0.1367843781168112,0.7100919391030098,408599701,404052777
East Asia,gini_wid_pretaxNational_perAdult,48.93627738952637,55.46436627705892,47.46359557443451,55.0975820405146,0,1,5,0.0,0.0016274016482617742,0.9983725983517383,0,1,5,0.0,0.0016274016482617742,0.9983725983517383,0,1,5,0.0,0.0016274016482617742,0.9983725983517383,1395053890,1629373955
MENA,gini_wid_pretaxNational_perAdult,61.956580797831215,59.95882193247477,60.49000515374575,59.288243695822075,4,7,1,0.16537140409094842,0.5965162434449156,0.23811235246413598,6,2,4,0.6194345025374406,0.029573500888585316,0.3509919965739741,6,4,2,0.6194345025374406,0.08431188546026266,0.2962536120022968,257786727,410501076
S & SE Asia,gini_wid_pretaxNational_perAdult,56.42246040931115,55.36501341599684,52.10975687588423,59.625191499527205,6,4,3,0.22141050437977353,0.12677618506812469,0.6518133105521018,8,1,4,0.3426540900638388,0.0026449775457560503,0.6547009323904052,6,3,4,0.22141050437977353,0.12388856322982131,0.6547009323904052,1622543831,2398832004
SS Africa,gini_wid_pretaxNational_perAdult,65.39707489013672,62.28073132832845,62.591471941532795,60.629696639917285,14,7,9,0.4889664601242125,0.17428340118020144,0.33675013869558607,16,2,12,0.5176725576709407,0.05667195762217242,0.42565548470688697,15,5,10,0.49582513597278444,0.13047171277229275,0.3737031512549228,450400058,867367374
W. Eur and Offshoots,gini_wid_pretaxNational_perAdult,43.20014572143555,46.1032359383323,47.41851135209792,51.85684883888595,2,8,12,0.005636669917592762,0.3140022553547638,0.6803610747276434,3,5,14,0.02115193440873622,0.24170395126539584,0.7371441143258679,2,8,12,0.005636669917592762,0.3140022553547638,0.6803610747276434,680841890,810485949
EE & CA,headcountRatio50Median_pip_disposable_perCapita,10.839620796116916,9.859994736584751,14.100387305599567,9.87992870838894,10,1,11,0.7022996520353403,0.005193817453442188,0.29250653051121744,10,2,10,0.7022996520353403,0.10512098924199673,0.1925793587226629,10,2,10,0.7022996520353403,0.10512098924199673,0.1925793587226629,383472276,375150931
East Asia,headcountRatio50Median_pip_disposable_perCapita,11.836588859558105,12.2663893699646,9.830802961152084,14.662783490395698,1,0,1,0.0018948867936568962,0.0,0.9981051132063431,1,0,1,0.0018948867936568962,0.0,0.9981051132063431,1,0,1,0.0018948867936568962,0.0,0.9981051132063431,1198125929,1420233434
LAC,headcountRatio50Median_pip_disposable_perCapita,21.80807399749756,18.274817265962298,22.480682761464454,20.047630556694806,14,4,1,0.8074349158470441,0.17945119320563382,0.013113890947322007,14,4,1,0.8074349158470441,0.17945119320563382,0.013113890947322007,11,7,1,0.39208132306577714,0.5948047859869008,0.013113890947322007,419161866,579722241
MENA,headcountRatio50Median_pip_disposable_perCapita,13.057344377040863,11.85214638710022,12.644894194716718,10.796422764871727,6,0,2,0.7303354239402547,0.0,0.26966457605974525,5,1,2,0.6755196573338708,0.05481576660638406,0.26966457605974525,3,4,1,0.3390107857312298,0.6398801464479555,0.02110906782081474,246955718,378608653
S & SE Asia,headcountRatio50Median_pip_disposable_perCapita,9.666848134994506,10.216066718101501,6.6201439732822625,7.857399365026471,4,0,6,0.16845353485916129,0.0,0.8315464651408387,4,1,5,0.16845353485916129,0.07116914422508767,0.760377320915751,4,2,4,0.16845353485916129,0.6524453721447095,0.17910109299612925,1593650749,2355181510
SS Africa,headcountRatio50Median_pip_disposable_perCapita,17.868066567641037,14.613308319678673,17.6480582915793,13.895275159320088,18,3,5,0.6533154326671875,0.1060432601137935,0.2406413072190189,18,3,5,0.6533154326671875,0.1060432601137935,0.2406413072190189,14,9,3,0.48712874202182715,0.3107689521346921,0.2021023058434807,410297580,787963174
W. Eur and Offshoots,headcountRatio50Median_pip_disposable_perCapita,10.222437118229113,11.176313174398322,14.228411021908062,14.461409179474895,6,2,11,0.29787743368343034,0.4261378438323425,0.2759847224842271,3,6,10,0.1063782423979307,0.6253367410137503,0.268285016588319,2,11,6,0.0209166209408347,0.8173794847102567,0.16170389434890864,674542128,803353565
EE & CA,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,19.833333428700765,20.56666685740153,19.057643392202024,18.804387552483192,11,1,18,0.600373302520025,0.04077820895051391,0.3588484885294611,9,7,14,0.23800048420775918,0.5473667798846331,0.21463273590760773,7,14,9,0.10866928338668577,0.7467734392567226,0.14455727735659163,416391510,414890874
East Asia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,21.25000023841858,24.00000023841858,18.498473272963988,28.656538174267364,3,1,4,0.12135324509835355,0.014906580756338024,0.8637401741453085,2,2,4,0.03330716541985653,0.10295266043483504,0.8637401741453085,1,3,4,0.031705203258251435,0.10455462259644015,0.8637401741453085,1417207631,1655663103
LAC,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,30.690476917085192,28.809523854936874,28.930199332783705,28.158331121370466,22,17,3,0.4333927595094397,0.18934093026652615,0.3772663102240342,37,2,3,0.6038478220180591,0.018885867757906787,0.3772663102240342,19,20,3,0.2924264343616373,0.33030725541432854,0.3772663102240342,466102120,640082239
MENA,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,22.5,22.4,19.991716679819593,19.913994413451295,5,9,6,0.34678424337033814,0.22277599573753237,0.43043976089212954,4,12,4,0.16750601801794493,0.7581125495671608,0.07438143241489432,3,15,2,0.11396303921459239,0.8387527464465013,0.047284214338906325,333311153,546151150
Other N. America,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,27.000001907348636,27.000001907348636,27.00000190734864,27.000001907348636,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,114492,119545
S & SE Asia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,23.24242505160245,23.000000809178207,18.545734116684187,18.826563157756354,9,16,8,0.164399807672724,0.6181431266740666,0.21745706565320932,8,21,4,0.09022981780232486,0.7175462560612741,0.192223926136401,3,28,2,0.017775761785934957,0.8348176191103186,0.1474066191037463,1692687625,2510250964
SS Africa,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,23.489795996218312,22.836734966355927,22.80268836326945,22.462054518303283,16,21,12,0.3649036311527755,0.3575982728728282,0.2774980959743963,16,23,10,0.3649036311527755,0.4444376404365574,0.19065872841066708,13,30,6,0.347866645971103,0.49308609208966253,0.1590472619392345,560062059,1093497525
W. Eur and Offshoots,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,19.82758640420848,20.448275862068964,23.476539809089015,23.812016595286998,5,9,15,0.10499780781860894,0.6960270983396877,0.19897509384170342,4,11,14,0.12998684981445538,0.6772966972771856,0.19271645290835906,1,24,4,0.00518692796716829,0.8351009064262717,0.15971216560656007,688989518,819627404
EE & CA,headcountRatio50Median_wid_pretaxNational_perAdult,19.892857347215926,20.714285918644496,19.08512523304608,19.407025412852732,8,6,14,0.5366162052086278,0.1328985725322398,0.3304852222591323,6,14,8,0.16733310335927043,0.6902401477772986,0.142426748863431,5,15,8,0.04061147367310482,0.8169617774634641,0.142426748863431,408599701,404052777
East Asia,headcountRatio50Median_wid_pretaxNational_perAdult,22.166666984558105,23.500000317891438,18.502023844608694,28.681631114476396,3,1,2,0.12328035944188508,0.015143300306484935,0.86157634025163,2,2,2,0.033836090016565595,0.10458756973180441,0.86157634025163,2,2,2,0.033836090016565595,0.10458756973180441,0.86157634025163,1395053890,1629373955
LAC,headcountRatio50Median_wid_pretaxNational_perAdult,32.0,29.0,32.00000000000001,29.0,16,0,0,1.0000000000000002,0.0,0.0,16,0,0,1.0000000000000002,0.0,0.0,16,0,0,1.0000000000000002,0.0,0.0,4783967,4703629
MENA,headcountRatio50Median_wid_pretaxNational_perAdult,21.583333333333332,22.083333333333332,19.52122977611644,19.782097538277828,4,3,5,0.3885486935873157,0.06971832184362231,0.5417329845690619,4,4,4,0.3885486935873157,0.2919796021926296,0.3194717042200547,3,6,3,0.1567468754898308,0.7618937727542504,0.08135935175591877,257786727,410501076
Other N. America,headcountRatio50Median_wid_pretaxNational_perAdult,27.000001907348636,27.000001907348636,27.00000190734864,27.000001907348636,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,0,2,0,0.0,1.0,0.0,114492,119545
S & SE Asia,headcountRatio50Median_wid_pretaxNational_perAdult,23.730770184443546,23.692308719341572,18.54204433352168,18.89671408851753,4,18,4,0.14275394298233143,0.20486696325635806,0.6523790937613104,4,19,3,0.14275394298233143,0.7749975731863087,0.08224848383135977,3,21,2,0.06548522902377052,0.8960723994490111,0.03844237152721828,1624805404,2401924908
SS Africa,headcountRatio50Median_wid_pretaxNational_perAdult,24.500000190734863,22.70000031789144,23.188064875646848,21.8741755548613,12,14,4,0.37433151485073746,0.5303972074532903,0.09527127769597224,12,13,5,0.37433151485073746,0.5120337084858901,0.11363477666337246,9,18,3,0.34683683588690833,0.5589205829986816,0.09424258111441007,450400058,867367374
W. Eur and Offshoots,headcountRatio50Median_wid_pretaxNational_perAdult,19.892857347215926,20.571428571428573,23.54010548600018,23.80493463605429,5,7,16,0.17925032791611895,0.61888263225378,0.201867039830101,4,11,13,0.21574878818440663,0.5898488873853516,0.19440232443024177,1,23,4,0.005247132146963589,0.8331869383240668,0.16156592952896967,681084238,810786886
EE & CA,p90p100Share_pip_disposable_perCapita,26.28231872211803,24.210794275457207,30.03180308084171,25.851786377983174,10,7,5,0.5860061549795063,0.3029175751938844,0.11107626982660931,11,7,4,0.7210313529940819,0.18177046780821254,0.09719817919770554,10,9,3,0.5860061549795063,0.32540310684676454,0.08859073817372914,383472276,375150931
East Asia,p90p100Share_pip_disposable_perCapita,25.254980723063152,26.81581751505534,26.57757055209652,29.35863460472921,0,2,1,0.0,0.01918884671526903,0.980811153284731,0,1,2,0.0,0.0018620544838812024,0.9981379455161188,0,2,1,0.0,0.01918884671526903,0.980811153284731,1219251649,1443959620
LAC,p90p100Share_pip_disposable_perCapita,40.16559249476383,34.643105255930045,43.58739216005852,37.88110833310911,14,4,1,0.8922743797499937,0.09960136974864979,0.008124250501356439,15,2,2,0.9030737638714491,0.08844744478735572,0.008478791341195146,13,5,1,0.8847074962682793,0.10716825323036423,0.008124250501356439,419161866,579722241
MENA,p90p100Share_pip_disposable_perCapita,29.50296926498413,28.28548526763916,30.067100687012058,29.213772001540544,3,3,2,0.33313532752458885,0.35761793942345566,0.3092467330519555,3,2,3,0.33313532752458885,0.2531183060114445,0.4137463664639667,3,4,1,0.33313532752458885,0.6061734476623862,0.06069122481302498,246955718,378608653
S & SE Asia,p90p100Share_pip_disposable_perCapita,29.972264671325682,28.935826683044432,27.51195508335764,28.268306190408175,4,1,5,0.16845353485916129,0.044662488342983864,0.7868839767978549,5,0,5,0.21311602320214515,0.0,0.7868839767978549,3,4,3,0.08967427655631216,0.71590336760793,0.19442235583575784,1593650749,2355181510
SS Africa,p90p100Share_pip_disposable_perCapita,39.28306755065918,32.84745864868164,36.88088874065764,31.747994686614383,17,2,6,0.6491168208541053,0.08018687067644192,0.2706963084694528,17,2,6,0.6491168208541053,0.08018687067644192,0.2706963084694528,17,3,5,0.6491168208541053,0.10267551277688539,0.24820766636900934,408787732,785557492
W. Eur and Offshoots,p90p100Share_pip_disposable_perCapita,24.111704876548366,24.94234848022461,26.559619604517138,27.57591117710831,2,8,9,0.0209166209408347,0.6628523711716935,0.31623100788747177,3,5,11,0.0793570627808142,0.21438158566724835,0.7062613515519375,2,10,7,0.0209166209408347,0.789933975776825,0.18914940328234028,674542128,803353565
EE & CA,p90p100Share_widExtrapolated_pretaxNational_perAdult,34.815666580200194,36.79433364868164,34.6699699265228,40.43633760967885,7,7,16,0.22370263024815273,0.06906108868550177,0.7072362810663455,8,6,16,0.23449463462883763,0.05826908430481688,0.7072362810663455,6,8,16,0.21872175539794267,0.07404196353571185,0.7072362810663455,416391510,414890874
East Asia,p90p100Share_widExtrapolated_pretaxNational_perAdult,36.7312490940094,43.393749713897705,34.10493204415296,42.57927013505966,0,1,7,0.0,0.001601962161605098,0.9983980378383949,0,1,7,0.0,0.001601962161605098,0.9983980378383949,0,1,7,0.0,0.001601962161605098,0.9983980378383949,1417207631,1655663103
LAC,p90p100Share_widExtrapolated_pretaxNational_perAdult,55.07166580926804,51.60928571791876,56.054074514077314,56.99540092037451,21,19,2,0.14929714758645596,0.6143548006175128,0.2363480517960313,36,4,2,0.37013151109460735,0.39352043710936135,0.2363480517960313,22,18,2,0.22356141396653592,0.5400905342374328,0.2363480517960313,466102120,640082239
MENA,p90p100Share_widExtrapolated_pretaxNational_perAdult,51.42949962615967,50.4795000076294,51.1661069044284,50.267412233652706,5,13,2,0.18579148775138646,0.757784222719964,0.05642428952864952,9,6,5,0.5977445885226649,0.1584925992560471,0.24376281222128804,6,11,3,0.3576909501135115,0.4017258942427288,0.2405831556437597,333311153,546151150
Other N. America,p90p100Share_widExtrapolated_pretaxNational_perAdult,37.25,48.31999969482422,37.25,48.31999969482422,0,0,2,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,114492,119545
S & SE Asia,p90p100Share_widExtrapolated_pretaxNational_perAdult,42.81787872314453,45.98121215357925,41.618876033630045,51.42692952878095,10,7,16,0.13118909639337617,0.30770760316747753,0.5611033004391462,11,5,17,0.17323844262168575,0.26289029613482284,0.5638712612434914,11,5,17,0.17323844262168575,0.26289029613482284,0.5638712612434914,1692687625,2510250964
SS Africa,p90p100Share_widExtrapolated_pretaxNational_perAdult,53.49428566134706,50.391836672413106,50.81644907293663,49.473164609409736,20,21,8,0.4428779632794229,0.30893529961471644,0.24818673710586062,24,11,14,0.49068341371076524,0.163548641669369,0.34576794461986576,21,18,10,0.4651733068031305,0.23155696751098792,0.30326972568588156,560062059,1093497525
W. Eur and Offshoots,p90p100Share_widExtrapolated_pretaxNational_perAdult,31.78862137630068,34.282413153812804,34.91865304392125,39.47799396871148,1,8,20,0.00038308565385170343,0.12893036639782376,0.8706865479483246,3,6,20,0.07292988164153755,0.05638357041013793,0.8706865479483246,0,10,19,0.0,0.21298303263882165,0.7870169673611783,688989518,819627404
EE & CA,p90p100Share_wid_pretaxNational_perAdult,34.287856919424875,37.00035762786865,34.53223420754096,40.43328130505796,5,6,17,0.15312368278017902,0.11448775142397864,0.7323885657958423,6,4,18,0.1641214857374553,0.09094096228915252,0.7449375519733922,5,9,14,0.15312368278017902,0.15922509938400567,0.6876512178358153,408599701,404052777
East Asia,p90p100Share_wid_pretaxNational_perAdult,36.98999945322672,43.723334630330406,34.0240706111125,41.95393984453267,0,1,5,0.0,0.0016274016482617742,0.9983725983517383,0,1,5,0.0,0.0016274016482617742,0.9983725983517383,0,1,5,0.0,0.0016274016482617742,0.9983725983517383,1395053890,1629373955
LAC,p90p100Share_wid_pretaxNational_perAdult,55.59999847412109,49.5,55.59999847412109,49.50000000000001,16,0,0,1.0000000000000002,0.0,0.0,16,0,0,1.0000000000000002,0.0,0.0,16,0,0,1.0000000000000002,0.0,0.0,4783967,4703629
MENA,p90p100Share_wid_pretaxNational_perAdult,51.46833324432373,49.24916744232178,51.04725303425478,49.41702265211745,4,7,1,0.16537140409094842,0.5965162434449156,0.23811235246413598,6,4,2,0.6194345025374406,0.1402274214063783,0.24033807605618113,6,5,1,0.6194345025374406,0.14245314499842343,0.23811235246413598,257786727,410501076
Other N. America,p90p100Share_wid_pretaxNational_perAdult,37.25,48.31999969482422,37.25,48.31999969482422,0,0,2,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,114492,119545
S & SE Asia,p90p100Share_wid_pretaxNational_perAdult,41.22884618318998,46.398076864389274,41.06278846172059,51.14706021019819,6,3,17,0.22110232223230591,0.12371612225386222,0.6551815555138317,7,2,17,0.2649084345364474,0.07991000994972072,0.6551815555138317,7,2,17,0.2649084345364474,0.07991000994972072,0.6551815555138317,1624805404,2401924908
SS Africa,p90p100Share_wid_pretaxNational_perAdult,55.07033297220866,51.73166669209798,51.60075424436254,50.016534382300584,15,5,10,0.5108138818223686,0.13202505626675565,0.3571610619108757,16,2,12,0.5385376260320108,0.03580688926110218,0.42565548470688697,16,3,11,0.5385376260320108,0.07275990182043893,0.3887024721475502,450400058,867367374
W. Eur and Offshoots,p90p100Share_wid_pretaxNational_perAdult,31.71285785947527,34.56821387154715,34.92914769011864,39.76007291260481,0,8,20,0.0,0.11920747606553772,0.8807925239344623,1,5,22,0.05787909600691714,0.050561976153087836,0.891558927839995,0,9,19,0.0,0.20384820152011798,0.796151798479882,681084238,810786886
EE & CA,p99p100Share_pip_disposable_perCapita,5.791614416878437,4.768073667790059,8.39203799074711,5.309698388800121,14,1,7,0.7717985641287923,0.005207406441033041,0.2229940294301745,10,8,4,0.5516068807018528,0.34730497440185215,0.10108814489629492,7,13,2,0.49217341855503527,0.47848826755861745,0.029338313886347285,383472276,375150931
East Asia,p99p100Share_pip_disposable_perCapita,4.795653644631353,5.6233013222635675,5.78908699407831,6.149428809374677,0,0,3,0.0,0.0,1.0,0,2,1,0.0,0.9981379455161188,0.0018620544838812024,0,3,0,0.0,1.0,0.0,1219251649,1443959620
LAC,p99p100Share_pip_disposable_perCapita,11.609571535409536,8.670793047505459,13.001426872592148,10.212180310921998,16,1,2,0.9034283047112878,0.005866621464081372,0.09070507382463079,14,4,1,0.8955068803897347,0.021912296286990957,0.08258082332327435,11,8,0,0.6013885647698686,0.3986114352301313,0.0,419161866,579722241
MENA,p99p100Share_pip_disposable_perCapita,6.668100157328054,6.311544410186945,7.052071078323569,6.741431406091495,2,3,3,0.2967839724205131,0.35761793942345566,0.34559808815603127,2,5,1,0.2967839724205131,0.642524802766462,0.06069122481302498,1,7,0,0.05481576660638406,0.945184233393616,0.0,246955718,378608653
S & SE Asia,p99p100Share_pip_disposable_perCapita,6.91237987082589,6.749694359063926,6.418261007977446,6.0665713513104,4,1,5,0.6741463640475471,0.07877925830284914,0.24707437764960383,2,4,4,0.04820764778494137,0.825031211402518,0.12676114081254072,2,8,0,0.04820764778494137,0.9517923522150588,0.0,1593650749,2355181510
SS Africa,p99p100Share_pip_disposable_perCapita,13.60520108941833,8.082285015340272,10.909787872573208,7.49941901689325,17,3,6,0.38769957405061956,0.3175699305855033,0.29473049536387713,16,6,4,0.36529368757183506,0.42797682111602997,0.20672949131213497,15,8,3,0.3624462006332087,0.44436381516069384,0.19318998420609745,410297580,787963174
W. Eur and Offshoots,p99p100Share_pip_disposable_perCapita,4.7700515702128845,5.57771710544008,5.81949144881711,6.282919508817503,3,4,12,0.14915851779090067,0.4938887686493022,0.35695271355979713,1,9,9,0.00525645449382518,0.6984031855753863,0.2963403599307885,0,16,3,0.0,0.8670896890223586,0.13291031097764142,674542128,803353565
EE & CA,p99p100Share_widExtrapolated_pretaxNational_perAdult,10.773000033696492,12.439000018437703,11.224640653944192,15.576263299714155,5,6,19,0.1656805154360616,0.10631854861786207,0.7280009359460764,5,9,16,0.1656805154360616,0.12892378137104668,0.7053957031928918,1,17,12,0.12435032597086333,0.21898792076716453,0.6566617532619722,416391510,414890874
East Asia,p99p100Share_widExtrapolated_pretaxNational_perAdult,11.176249742507935,15.147499918937683,9.405849140684568,14.660836077218287,0,0,8,0.0,0.0,1.0,0,0,8,0.0,0.0,1.0,0,1,7,0.0,0.001601962161605098,0.9983980378383949,1417207631,1655663103
LAC,p99p100Share_widExtrapolated_pretaxNational_perAdult,20.276667163485573,20.091428347996303,18.563878343973254,21.43013059178232,22,17,3,0.22356141396653592,0.5238364073521056,0.2526021786813585,22,17,3,0.22356141396653592,0.5238364073521056,0.2526021786813585,6,33,3,0.2132976395816436,0.5341001817369979,0.2526021786813585,466102120,640082239
MENA,p99p100Share_widExtrapolated_pretaxNational_perAdult,19.186000204086305,18.193499946594237,19.1318710068175,18.301041840554152,12,3,5,0.6828423500128122,0.07339483776589978,0.24376281222128804,12,3,5,0.6828423500128122,0.07339483776589978,0.24376281222128804,6,11,3,0.36506971310377967,0.4040828930797884,0.23084739381643196,333311153,546151150
Other N. America,p99p100Share_widExtrapolated_pretaxNational_perAdult,11.220000267028809,16.1200008392334,11.220000267028809,16.1200008392334,0,0,2,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,0,0,2,0.0,0.0,1.0,114492,119545
S & SE Asia,p99p100Share_widExtrapolated_pretaxNational_perAdult,15.747272809346518,16.253333525224164,15.154592313997888,19.462212051609374,11,3,19,0.13946219049129044,0.2294932072892067,0.6310446022195028,11,4,18,0.13946219049129044,0.22966141493472547,0.630876394573984,9,7,17,0.12865372487141566,0.3074750138850929,0.5638712612434914,1692687625,2510250964
SS Africa,p99p100Share_widExtrapolated_pretaxNational_perAdult,19.391632625034877,16.468163237279775,17.16278835358234,15.882815077743023,22,10,17,0.29198495126055307,0.33473760271270225,0.3732774460267447,22,11,16,0.29198495126055307,0.342019645719297,0.36599540302014993,21,20,8,0.2918545067877915,0.4708582625126549,0.2372872306995536,560062059,1093497525
W. Eur and Offshoots,p99p100Share_widExtrapolated_pretaxNational_perAdult,9.053103512731091,11.115862090012122,11.054421517127462,14.783604388200445,2,1,26,0.01204950842227472,0.00038308565385170343,0.9875674059238735,2,3,24,0.01204950842227472,0.05205918531840422,0.935891306259321,0,9,20,0.0,0.16573552864994384,0.8342644713500562,688989518,819627404
EE & CA,p99p100Share_wid_pretaxNational_perAdult,10.419285774230957,12.583214265959603,11.138296994336107,15.554365278583324,5,5,18,0.15312368278017902,0.1019387652464288,0.7449375519733922,5,5,18,0.15312368278017902,0.1019387652464288,0.7449375519733922,1,15,12,0.12672162968616563,0.20514311879048586,0.6681352515233485,408599701,404052777
East Asia,p99p100Share_wid_pretaxNational_perAdult,11.476666450500488,15.360000133514404,9.36345206388627,13.980309249477076,0,0,6,0.0,0.0,1.0,0,0,6,0.0,0.0,1.0,0,2,4,0.0,0.00599268749395767,0.9940073125060424,1395053890,1629373955
