series_code,unweighted_avg_1993,unweighted_avg_2018,weighted_avg_1993,weighted_avg_2018,is_falling_count_prop,is_stable_count_prop,is_rising_count_prop,is_falling_popshare_prop,is_stable_popshare_prop,is_rising_popshare_prop,is_falling_count_abs_1,is_stable_count_abs_1,is_rising_count_abs_1,is_falling_popshare_abs_1,is_stable_popshare_abs_1,is_rising_popshare_abs_1,is_falling_count_abs_2,is_stable_count_abs_2,is_rising_count_abs_2,is_falling_popshare_abs_2,is_stable_popshare_abs_2,is_rising_popshare_abs_2,population_1993_total,population_2018_total
gini_pip_disposable_perCapita,40.40975187409599,37.1107106118832,37.17799673924534,37.50849654089127,53,23,30,0.2649936220370957,0.16286733505202056,0.5721390429108838,56,14,36,0.2842894929202547,0.08170554487378351,0.6340049622059618,52,28,26,0.2629072317962407,0.18729518003259493,0.5497975881711644,4945822118,6721534012
gini_widExtrapolated_pretaxNational_perAdult,57.15471356565302,56.64332734454762,52.890544191823025,58.35294550650067,47,82,47,0.11746410968265585,0.274770365598689,0.6077655247186552,75,36,65,0.1934613302612252,0.1321590765467489,0.6743795931920259,65,60,51,0.1535291045905131,0.23126131878052175,0.6152095766289651,5567463728,7672065789
gini_wid_pretaxNational_perAdult,53.79294469335058,54.25564513335357,51.004642042795396,57.10011868639514,31,35,45,0.14298670117047257,0.14743178922424752,0.7095815096052799,39,16,56,0.21396173621875933,0.051203982125286276,0.7348342816559544,34,29,48,0.16793684589469446,0.11493953198684037,0.7171236221184653,4815226097,6520613135
headcountRatio50Median_pip_disposable_perCapita,14.49454258073051,12.999509395293469,11.595177751387512,12.135868138609013,59,10,37,0.3101433108369292,0.08285645842202118,0.6070002307410497,55,17,34,0.2811734845906409,0.14368281445275077,0.5751437009566084,45,35,26,0.20341859190602796,0.43974757121851943,0.35683383687545267,4926206246,6700213508
headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,22.778409356420692,22.636363777247343,19.71937409105754,21.594713654122625,56,60,60,0.3980486369142628,0.1792834859399375,0.4226678771457997,65,64,47,0.3326141840290405,0.2940021077762826,0.3733837081946769,31,115,30,0.08768320259454414,0.566643009299548,0.34567378810590793,5567463728,7672065789
headcountRatio50Median_wid_pretaxNational_perAdult,21.45945963129267,21.405405594421936,18.804529091530934,20.625169070958144,37,35,39,0.40296941533210834,0.21637292725446863,0.38065765741342306,33,48,30,0.3508825537917415,0.2956547367291775,0.353462709479081,24,64,23,0.2693010385966929,0.4111733626035795,0.3195255987997276,4815226097,6520613135
p90p100Share_pip_disposable_perCapita,32.010072582172896,29.075822290384544,29.61145936758527,29.57393145885202,50,27,29,0.24847444766107943,0.165937848636553,0.5855877037023676,54,19,33,0.28222051737769355,0.07055366502770774,0.6472258175945987,48,37,21,0.22244876984069487,0.4162127288218011,0.361338501337504,4945822118,6721534012
p90p100Share_widExtrapolated_pretaxNational_perAdult,45.85107939893549,45.35573856397109,40.893064369391794,47.88182213339083,48,76,52,0.12397804111926493,0.2429587871757752,0.6330631717049598,75,39,62,0.1945071105813947,0.1505564105940054,0.6549364788245999,50,71,55,0.1550938231815275,0.20478953751703724,0.6401166393014353,5567463728,7672065789
p90p100Share_wid_pretaxNational_perAdult,42.657927813830675,43.10009026742196,38.93960822398183,46.64280121879394,30,29,52,0.14423324679036353,0.10996471159057186,0.7458020416190646,36,17,58,0.19503644025876776,0.050047928621699364,0.7549156311195329,34,28,49,0.1859165696409873,0.08109924542137237,0.7329841849376403,4815226097,6520613135
p99p100Share_pip_disposable_perCapita,8.68429107854024,6.734746979767468,7.296445400541205,6.63132151723474,56,13,38,0.4208285027785015,0.13780464676422727,0.4413668504572713,45,38,24,0.17998221185062882,0.7033154425279575,0.11670234562141367,36,63,8,0.13742518971285056,0.8261573193570492,0.036417490930100244,4947331966,6723939694
p99p100Share_widExtrapolated_pretaxNational_perAdult,16.035625048659064,15.661874898455359,13.557754274383878,17.40049609849592,58,40,78,0.14439304039952608,0.15969440438894225,0.6959125552115317,58,47,71,0.14439304039952608,0.16856379975682886,0.6870431598436451,43,82,51,0.11748723385665855,0.24619121506021602,0.6363215510831255,5567463728,7672065789
p99p100Share_wid_pretaxNational_perAdult,14.66774778108339,14.865765782089921,12.745489665053144,16.907086667259826,33,12,66,0.15299268635775548,0.04964610512244447,0.7973612085198001,33,16,62,0.15299268635775548,0.05918085387050518,0.7878264597717394,26,39,46,0.13495948308738367,0.13616878788069917,0.7288717290319172,4815226097,6520613135
