series_code,unweighted_avg_1980,unweighted_avg_2018,weighted_avg_1980,weighted_avg_2018,is_falling_count_prop,is_stable_count_prop,is_rising_count_prop,is_falling_popshare_prop,is_stable_popshare_prop,is_rising_popshare_prop,is_falling_count_abs_1,is_stable_count_abs_1,is_rising_count_abs_1,is_falling_popshare_abs_1,is_stable_popshare_abs_1,is_rising_popshare_abs_1,is_falling_count_abs_2,is_stable_count_abs_2,is_rising_count_abs_2,is_falling_popshare_abs_2,is_stable_popshare_abs_2,is_rising_popshare_abs_2,population_1980_total,population_2018_total
gini_pip_disposable_perCapita,34.23412946065267,35.5725399017334,31.69007543178191,36.547950874799646,7,8,15,0.07379744907426869,0.3117697378922919,0.6144328130334394,8,6,16,0.09346713479973182,0.03692567422010391,0.8696071909801643,7,8,15,0.07379744907426869,0.3117697378922919,0.6144328130334394,2730792792,4580199316
gini_wid_pretaxNational_perAdult,48.91596978505452,52.77776921590169,43.826643853037055,57.332245743544085,5,9,16,0.04476904522311336,0.12233642405190588,0.8328945307249808,6,6,18,0.07148342656091206,0.0795787969107837,0.8489377765283043,6,8,16,0.07148342656091206,0.09562204271410718,0.8328945307249808,2730792792,4580199316
headcountRatio50Median_pip_disposable_perCapita,11.139238905906677,12.284301694234212,9.36524491828726,11.60240548882865,11,0,19,0.3628532918729046,0.0,0.6371467081270954,10,3,17,0.10767891392617972,0.2913812305097076,0.6009398555641127,8,7,15,0.07903325899799724,0.33058671703129355,0.5903800239707092,2730792792,4580199316
headcountRatio50Median_wid_pretaxNational_perAdult,20.133333428700766,21.233333524068197,16.368224848493465,20.73160838688416,7,8,15,0.3152816850558027,0.12588637373259917,0.5588319412115982,6,10,14,0.29465532037335185,0.1661824241405131,0.5391622554861351,4,16,10,0.03430648062147075,0.46531334553193004,0.5003801738465992,2730792792,4580199316
p90p100Share_pip_disposable_perCapita,27.04111073811849,27.792769877115884,24.98781048420085,28.68544995912558,7,11,12,0.07379744907426869,0.3465653343499817,0.5796372165757496,8,10,12,0.07414115219328585,0.3462216312309645,0.5796372165757496,6,14,10,0.04708306773646999,0.3898867688237255,0.5630301634398045,2730792792,4580199316
p90p100Share_wid_pretaxNational_perAdult,37.98033332824707,41.53999983469645,32.505881278183814,46.821387703489776,5,10,15,0.04476904522311336,0.12246962529700423,0.8327613294798824,8,6,16,0.08555635296989608,0.08154911630512315,0.8328945307249808,5,10,15,0.04476904522311336,0.12246962529700423,0.8327613294798824,2730792792,4580199316
p99p100Share_pip_disposable_perCapita,6.103379682714106,6.397712288863492,5.349772272171572,6.141383485955465,11,1,18,0.32780432723509256,0.012796822996740941,0.6593988497681664,9,8,13,0.3127038494101899,0.1155364368634235,0.5717597137263866,5,17,8,0.034244226905078196,0.477613544250193,0.4881422288447288,2730792792,4580199316
p99p100Share_wid_pretaxNational_perAdult,12.041000016530354,14.362999979654948,8.826672090607875,17.052651319873824,7,6,17,0.05893712275479011,0.09097300744596369,0.8500898697992462,7,8,15,0.05893712275479011,0.10830154776532748,0.8327613294798824,5,10,15,0.04476904522311336,0.12246962529700423,0.8327613294798824,2730792792,4580199316
