series_code,unweighted_avg_1980,unweighted_avg_2018,weighted_avg_1980,weighted_avg_2018,is_falling_count_prop,is_stable_count_prop,is_rising_count_prop,is_falling_popshare_prop,is_stable_popshare_prop,is_rising_popshare_prop,is_falling_count_abs_0.02,is_stable_count_abs_0.02,is_rising_count_abs_0.02,is_falling_popshare_abs_0.02,is_stable_popshare_abs_0.02,is_rising_popshare_abs_0.02,is_falling_count_abs_1,is_stable_count_abs_1,is_rising_count_abs_1,is_falling_popshare_abs_1,is_stable_popshare_abs_1,is_rising_popshare_abs_1,is_falling_count_abs_2,is_stable_count_abs_2,is_rising_count_abs_2,is_falling_popshare_abs_2,is_stable_popshare_abs_2,is_rising_popshare_abs_2,population_1980_total,population_2018_total
gini_pip_disposable_perCapita,0.3692866210874758,0.37616349050873205,0.3348947503108454,0.3769715924479272,11,11,16,0.14019707008286186,0.29455103130190957,0.5652518986152286,11,12,15,0.14019707008286186,0.30058362807831374,0.5592193018388244,0,38,0,0.0,1.0,0.0,0,38,0,0.0,1.0,0.0,3000412703,5044429558
gini_widExtrapolated_pretaxNational_perAdult,0.5606662319465117,0.5669671017676592,0.4812727413972078,0.5831495708226291,44,75,57,0.11103677299010181,0.19509946306535447,0.6938637639445437,63,52,61,0.17072379154315928,0.1259078312566582,0.7033683772001825,0,176,0,0.0,1.0,0.0,0,176,0,0.0,1.0,0.0,4435721777,7672065789
gini_wid_pretaxNational_perAdult,0.4540114775300026,0.5108871060822692,0.4331380807380444,0.5666829591946788,7,12,37,0.04030443184829345,0.1367940472672236,0.8229015208844829,8,10,38,0.06261459915335782,0.10698771630013841,0.8303976845465038,0,56,0,0.0,1.0,0.0,0,56,0,0.0,1.0,0.0,3269874179,5193987141
headcountRatio50Median_pip_disposable_perCapita,13.257476014059943,13.716319187267407,10.463842405149379,12.397003218504976,16,2,19,0.36618685037077353,0.0504015578115707,0.5834115918176558,17,0,20,0.4071914020927512,0.0,0.5928085979072488,16,4,17,0.17353769545022613,0.2762039837433893,0.5502583208063845,12,10,15,0.10564718222347022,0.35376374281360795,0.5405890749629219,2982312423,5020703372
headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,22.725714525495256,22.462857251848494,19.402595178515895,22.64625396417679,58,63,54,0.22995237137017738,0.29454459506767133,0.4755030335621513,83,30,62,0.26458693806342204,0.23858894954025425,0.4968241123963237,68,60,47,0.19921415288890612,0.33168254961646665,0.4691032974946272,38,105,32,0.12629982662323005,0.46277784271043193,0.410922330666338,4417748123,7646427637
headcountRatio50Median_wid_pretaxNational_perAdult,19.303571496691024,20.803571598870413,17.88685439686735,22.511818140945042,11,17,28,0.11475697670873591,0.3564936432375186,0.5287493800537455,14,13,29,0.14573565278457767,0.28019912444465955,0.5740652227707628,8,25,23,0.06009739618179969,0.42194893609696904,0.5179536677212313,6,32,18,0.043600702716824626,0.5288135183014331,0.42758577898174227,3269874179,5193987141
p90p100Share_pip_disposable_perCapita,28.94579234876131,29.27466949663664,26.392662584542876,29.584514372962186,10,15,13,0.11763177967054488,0.35401309191164293,0.5283551284178122,14,0,24,0.16234570781311614,0.0,0.8376542921868838,12,11,15,0.14050988771593667,0.3244501471503069,0.5350399651337564,9,17,12,0.09331797779686976,0.3816027727969528,0.5250792494061775,3000412703,5044429558
p90p100Share_widExtrapolated_pretaxNational_perAdult,44.74659098278392,45.42340903932398,37.01319006167354,47.73304582839868,46,67,63,0.11002774960563087,0.18035561025224328,0.7096166401421259,84,3,89,0.23605827746666627,0.004143524982856471,0.7597981975504773,72,30,74,0.20890657227530618,0.06039797725573175,0.7306954504689621,63,46,67,0.16910649781720968,0.11312173603894635,0.717771766143844,4435721777,7672065789
p90p100Share_wid_pretaxNational_perAdult,34.098571402685984,39.85232155663626,32.1866388929601,45.995026096056236,6,10,40,0.04023461998780473,0.11673183740566184,0.8430335426065334,12,0,44,0.11538077135291512,0.0,0.8846192286470849,8,8,40,0.06283182647193838,0.09413463092152818,0.8430335426065334,6,12,38,0.04023461998780473,0.11877560442364654,0.8409897755885487,3269874179,5193987141
p99p100Share_pip_disposable_perCapita,6.895812612177458,6.855800940983017,6.366866335742729,6.460636175186191,16,0,23,0.3641671544683415,0.0,0.6358328455316584,16,0,23,0.3641671544683415,0.0,0.6358328455316584,13,10,16,0.309982329533874,0.1652069747034581,0.5248106957626678,8,21,10,0.2763542331111776,0.28049512871546023,0.44315063817336214,3017905109,5076633504
p99p100Share_widExtrapolated_pretaxNational_perAdult,15.26721594821323,15.736988593231548,11.157270382086352,17.314832617526246,54,36,86,0.15056133850930659,0.07319396037944965,0.7762447011112438,65,2,109,0.19393703443271662,0.0015577394948051088,0.8045052260724782,55,41,80,0.15314712399735797,0.0931635174105736,0.7536893585920684,41,72,63,0.13029113480396723,0.1497040245948681,0.7200048406011647,4435721777,7672065789
p99p100Share_wid_pretaxNational_perAdult,9.883035723652158,13.565535766737801,8.645081207793794,16.662714919621624,7,4,45,0.04922056971905279,0.07393115415649759,0.8768482761244496,9,0,47,0.07754884197946382,0.0,0.9224511580205361,7,9,40,0.04922056971905279,0.08337204004692683,0.8674073902340204,5,15,36,0.03738828447441617,0.1261235556550141,0.8364881598705698,3269874179,5193987141
