"","country","year","reporting_level","top1_share_gpinter"
"599","Ethiopia",2010,"national",0.0659085311215786
"600","Ethiopia",2015,"national",0.0674800340310178
"601","Fiji",2002,"national",0.0637105415324975
"602","Fiji",2008,"national",0.0929493044759295
"603","Fiji",2013,"national",0.0649018091595632
"604","Fiji",2019,"national",0.0453091170859696
"605","Finland",1987,"national",0.0300331546813468
"606","Finland",1991,"national",0.0293622762449007
"607","Finland",1995,"national",0.0388378106793908
"608","Finland",2000,"national",0.0440204538164245
"609","Finland",2003,"national",0.0414556729826475
"610","Finland",2004,"national",0.0398551587561664
"611","Finland",2005,"national",0.0435757230245677
"612","Finland",2006,"national",0.042699924637048
"613","Finland",2007,"national",0.0435364423356535
"614","Finland",2008,"national",0.042778317695117
"615","Finland",2009,"national",0.0464615975313581
"616","Finland",2010,"national",0.0422704909726118
"617","Finland",2011,"national",0.0487106646759616
"618","Finland",2012,"national",0.0400937441943056
"619","Finland",2013,"national",0.0418044036102136
"620","Finland",2014,"national",0.0391601853676143
"621","Finland",2015,"national",0.0433939212417177
"622","Finland",2016,"national",0.0488068149994494
"623","Finland",2017,"national",0.0519122119810062
"624","Finland",2018,"national",0.044503943149267
"625","Finland",2019,"national",0.0485658948577976
"626","France",1978,"national",0.061959768740828
"627","France",1984,"national",0.0985104880434063
"628","France",1989,"national",0.0490538905762111
"629","France",1994,"national",0.0548302028093998
"630","France",2000,"national",0.0395449907333678
"631","France",2003,"national",0.0491813694195038
"632","France",2004,"national",0.0508322707548453
"633","France",2005,"national",0.0497761645012846
"634","France",2006,"national",0.0470796576137098
"635","France",2007,"national",0.0548942595349006
"636","France",2008,"national",0.056989453505859
"637","France",2009,"national",0.0405670298528521
"638","France",2014,"national",0.053317573213617
"639","France",2015,"national",0.0662219421979067
"640","France",2016,"national",0.0573966081437285
"641","France",2017,"national",0.0709896177381579
"642","France",2018,"national",0.0505116148400869
"643","Gabon",2005,"national",0.0811313482399081
"644","Gabon",2017,"national",0.0516316488821846
"645","Gambia, The",1998,"national",0.0937527380148589
"646","Gambia, The",2003,"national",0.0804271361534311
"647","Gambia, The",2010,"national",0.116527028120547
"648","Gambia, The",2015,"national",0.0856238051744978
"649","Georgia",1996,"national",0.0623202073548555
"650","Georgia",1997,"national",0.0738228182258931
"651","Georgia",1998,"national",0.0617283410693259
"652","Georgia",1999,"national",0.0640422938038653
"653","Georgia",2000,"national",0.0723484592546788
"654","Georgia",2001,"national",0.0694250722929073
"655","Georgia",2002,"national",0.0644507124530837
"656","Georgia",2003,"national",0.052603501379703
"657","Georgia",2004,"national",0.047040329432272
"658","Georgia",2005,"national",0.0564104203218319
"659","Georgia",2006,"national",0.0645162274220172
"660","Georgia",2007,"national",0.0693188562484358
"661","Georgia",2008,"national",0.0669713831291758
"662","Georgia",2009,"national",0.060369958171316
"663","Georgia",2010,"national",0.0667363728881176
"664","Georgia",2011,"national",0.0652630145343698
"665","Georgia",2012,"national",0.0643050342106358
"666","Georgia",2013,"national",0.0695281968108532
"667","Georgia",2014,"national",0.0542842386998483
"668","Georgia",2015,"national",0.060855826396484
"669","Georgia",2016,"national",0.0665420232304125
"670","Georgia",2017,"national",0.0663246896764943
"671","Georgia",2018,"national",0.0670845968426875
"672","Georgia",2019,"national",0.0623218918472465
"673","Georgia",2020,"national",0.0542291451285073
"674","Germany",1991,"national",0.0394776254323162
"675","Germany",1992,"national",0.0451229358477346
"676","Germany",1993,"national",0.0413822556155108
"677","Germany",1994,"national",0.0370338708559216
"678","Germany",1995,"national",0.0431970722282874
"679","Germany",1996,"national",0.041461296391098
"680","Germany",1997,"national",0.0371208684178107
"681","Germany",1998,"national",0.0441784750011301
"682","Germany",1999,"national",0.0430132698109633
"683","Germany",2000,"national",0.0437374056463668
"684","Germany",2001,"national",0.0408706992620828
"685","Germany",2002,"national",0.0462047000188899
"686","Germany",2003,"national",0.039667176939003
"687","Germany",2004,"national",0.0492493843045267
"688","Germany",2005,"national",0.0442741721352303
"689","Germany",2006,"national",0.0396341698813199
"690","Germany",2007,"national",0.0405413862627533
"691","Germany",2008,"national",0.0430158571161329
"692","Germany",2009,"national",0.044039992021396
"693","Germany",2010,"national",0.0493058852036672
"694","Germany",2011,"national",0.0458497133205223
"695","Germany",2012,"national",0.0441717416665996
"696","Germany",2013,"national",0.0397418938597054
"697","Germany",2014,"national",0.0427950590449567
"698","Germany",2015,"national",0.0557943908183622
"699","Germany",2016,"national",0.0419182676697534
"700","Germany",2017,"national",0.0316270211061872
"701","Ghana",1987,"national",0.0622896748460798
"702","Ghana",1988,"national",0.0685629034587598
"703","Ghana",1991,"national",0.0755278807681374
"704","Ghana",1998,"national",0.055757240662816
"705","Ghana",2005,"national",0.0860283727871912
"706","Ghana",2012,"national",0.0686591028339697
"707","Ghana",2016,"national",0.0764831826446554
"708","Greece",1995,"national",0.0623122277595644
"709","Greece",2000,"national",0.0448907119042509
"710","Greece",2003,"national",0.0541384546467381
"711","Greece",2004,"national",0.0506573319112997
"712","Greece",2005,"national",0.0510223697922994
"713","Greece",2006,"national",0.0620413891250755
"714","Greece",2007,"national",0.0580742418697664
"715","Greece",2008,"national",0.0594584131026163
"716","Greece",2009,"national",0.0482734644995684
"717","Greece",2010,"national",0.0627352806622139
"718","Greece",2011,"national",0.0778787745908219
"719","Greece",2012,"national",0.054490900138021
"720","Greece",2013,"national",0.06468640883546
"721","Greece",2014,"national",0.0478980278677451
"722","Greece",2015,"national",0.061265737615792
"723","Greece",2016,"national",0.0519372736929982
"724","Greece",2017,"national",0.0506516809419894
"725","Greece",2018,"national",0.0433958106180949
"726","Greece",2019,"national",0.0525667185263996
"727","Guatemala",1986,"national",0.135226093934028
"728","Guatemala",1989,"national",0.159887238894906
"729","Guatemala",1998,"national",0.104627294834129
"730","Guatemala",2000,"national",0.147938118667123
"731","Guatemala",2006,"national",0.171881070986942
"732","Guatemala",2014,"national",0.117538898637613
"733","Guinea",1991,"national",0.0531155113384869
"734","Guinea",1994,"national",0.0878586035428918
"735","Guinea",2002,"national",0.097989793672115
"736","Guinea",2007,"national",0.0631195690838542
"737","Guinea",2012,"national",0.0519878026837728
"738","Guinea",2018,"national",0.042183196480813
"739","Guinea-Bissau",1993,"national",0.106906564649154
"740","Guinea-Bissau",2002,"national",0.0615897285596373
"741","Guinea-Bissau",2010,"national",0.282496039124164
"742","Guinea-Bissau",2018,"national",0.0582976638570754
"743","Guyana",1992,"national",0.0541689518017762
"744","Guyana",1998,"national",0.0967986534515468
"745","Haiti",2001,"national",0.209443597025792
"746","Honduras",1986,"urban",0.149094308451329
"747","Honduras",1989,"national",0.144629027863972
"748","Honduras",1990,"national",0.150560219216719
"749","Honduras",1991,"national",0.121061011974775
"750","Honduras",1992,"national",0.112644813207536
"751","Honduras",1993,"national",0.120291371708331
"752","Honduras",1994,"national",0.16202638041777
"753","Honduras",1995,"national",0.195561603412524
"754","Honduras",1996,"national",0.132909506501331
"755","Honduras",1997,"national",0.194163922198279
"756","Honduras",2001,"national",0.10893486813143
"757","Honduras",2002,"national",0.13977343191754
"758","Honduras",2003,"national",0.152556642852861
"759","Honduras",2004,"national",0.135292472148609
"760","Honduras",2005,"national",0.135594101336266
"761","Honduras",2006,"national",0.142345753704261
"762","Honduras",2007,"national",0.125518086616308
"763","Honduras",2008,"national",0.124485823600628
"764","Honduras",2009,"national",0.112324384299197
"765","Honduras",2010,"national",0.115593681777615
"766","Honduras",2011,"national",0.106742770859662
"767","Honduras",2012,"national",0.0994320290049725
"768","Honduras",2013,"national",0.0931090793510343
"769","Honduras",2014,"national",0.0927976276401184
"770","Honduras",2015,"national",0.0872152097612206
"771","Honduras",2016,"national",0.0832206482126302
"772","Honduras",2017,"national",0.0964386907842381
"773","Honduras",2018,"national",0.0786684671857144
"774","Honduras",2019,"national",0.0874930918526245
"775","Hungary",1987,"national",0.0321138473727303
"776","Hungary",1989,"national",0.0402351189578386
"777","Hungary",1991,"national",0.0688794869620887
"778","Hungary",1993,"national",0.058565748723133
"779","Hungary",1994,"national",0.067431399884659
"780","Hungary",1998,"national",0.0404219228118689
"781","Hungary",2000,"national",0.0432827255796067
"782","Hungary",2001,"national",0.0425754364567895
"783","Hungary",2002,"national",0.0424866847426744
"784","Hungary",2003,"national",0.0474084698307754
"785","Hungary",2008,"national",0.0462380338393054
"786","Hungary",2009,"national",0.0385948062937407
"787","Hungary",2010,"national",0.0435497367878016
"788","Hungary",2011,"national",0.0458992351845717
"789","Hungary",2012,"national",0.0490929771773394
"790","Hungary",2013,"national",0.0483386600685252
"791","Hungary",2014,"national",0.0408497177013241
"792","Hungary",2015,"national",0.0424124505577162
"793","Hungary",2016,"national",0.0416814415853353
"794","Hungary",2017,"national",0.0522538591860859
"795","Hungary",2018,"national",0.051681758475499
"796","Hungary",2019,"national",0.0440760901446067
"797","Iceland",2003,"national",0.039514090055744
"798","Iceland",2004,"national",0.0513779038704633
"799","Iceland",2005,"national",0.0694679748125483
"800","Iceland",2006,"national",0.0603669135301376
"801","Iceland",2009,"national",0.0503396168606146
"802","Iceland",2010,"national",0.0416110151915973
"803","Iceland",2011,"national",0.0418179175579257
"804","Iceland",2012,"national",0.0428576405833025
"805","Iceland",2013,"national",0.0393342327211156
"806","Iceland",2014,"national",0.0451564526667988
"807","Iceland",2015,"national",0.0416391453333093
"808","Iceland",2016,"national",0.0400682512311898
"809","Iceland",2017,"national",0.0708856377163224
"810","India",1977,"national",0.069513218884922
"811","India",1977,"urban",0.0798263467494454
"812","India",1983,"national",0.0633240157592724
"813","India",1983,"rural",0.058333900497378
"814","India",1983,"urban",0.0658364017652108
"815","India",1987,"national",0.0728125970878164
"816","India",1987,"rural",0.0648686417986449
"817","India",1987,"urban",0.079454115938587
"818","India",1993,"national",0.0567036269695193
"819","India",1993,"rural",0.0503152931479374
"820","India",1993,"urban",0.0550794670748542
"821","India",2004,"national",0.075352439576757
"822","India",2004,"rural",0.0688888507015045
"823","India",2004,"urban",0.0694816363612155
"824","India",2009,"national",0.0816617452201892
"825","India",2009,"rural",0.0530426792894912
"826","India",2009,"urban",0.0670490497538719
"827","India",2011,"national",0.0847875116027943
"828","India",2011,"rural",0.0633166705873278
"829","India",2011,"urban",0.0955421281278136
"830","India",2015,"national",0.06930588806005
"831","India",2015,"rural",0.063468086083
"832","India",2015,"urban",0.0680642962408111
"833","India",2016,"national",0.0712473954290287
"834","India",2016,"rural",0.0658200880564917
"835","India",2016,"urban",0.072723866070735
"836","India",2017,"national",0.0766676581961424
"837","India",2017,"rural",0.0617119774463274
"838","India",2017,"urban",0.0787038083949142
"839","India",2018,"national",0.059544199812782
"840","India",2018,"rural",0.0634475809087839
"841","India",2018,"urban",0.0536881834626401
"842","India",2019,"national",0.0780192544707411
"843","India",2019,"rural",0.0693555669112021
"844","India",2019,"urban",0.0784078790867042
"845","Indonesia",1984,"national",0.0583830979966972
"846","Indonesia",1984,"rural",0.0506009574960822
"847","Indonesia",1984,"urban",0.0633607615673559
"848","Indonesia",1987,"national",0.0632480503619529
"849","Indonesia",1987,"rural",0.0499868937441936
"850","Indonesia",1987,"urban",0.0619024014656123
"851","Indonesia",1990,"national",0.0593989708611554
"852","Indonesia",1990,"rural",0.0459083866460675
"853","Indonesia",1990,"urban",0.0690144189503254
"854","Indonesia",1993,"national",0.0679264257571126
"855","Indonesia",1993,"rural",0.042980355229937
"856","Indonesia",1993,"urban",0.0657596903296467
"857","Indonesia",1996,"national",0.0780323380870735
"858","Indonesia",1996,"rural",0.0480526934403693
"859","Indonesia",1996,"urban",0.0790191847495167
"860","Indonesia",1998,"national",0.057168651896411
"861","Indonesia",1998,"rural",0.0411853968270486
"862","Indonesia",1998,"urban",0.0564484757441674
"863","Indonesia",1999,"national",0.0554089003945658
"864","Indonesia",1999,"rural",0.0388760233081371
"865","Indonesia",1999,"urban",0.0582047615429193
"866","Indonesia",2000,"national",0.0573219209106753
"867","Indonesia",2000,"rural",0.0381588068121846
"868","Indonesia",2000,"urban",0.0574602640782966
"869","Indonesia",2001,"national",0.0574867473711306
"870","Indonesia",2001,"rural",0.0388770876654154
"871","Indonesia",2001,"urban",0.0561069875820903
"872","Indonesia",2002,"national",0.083502233447031
"873","Indonesia",2002,"rural",0.0450887605238424
"874","Indonesia",2002,"urban",0.075702900707917
"875","Indonesia",2003,"national",0.0646322362595851
"876","Indonesia",2003,"rural",0.0384813355802914
"877","Indonesia",2003,"urban",0.0619147943442167
"878","Indonesia",2004,"national",0.0533642033514249
"879","Indonesia",2004,"rural",0.0425081110679294
"880","Indonesia",2004,"urban",0.0543247555306544
"881","Indonesia",2005,"national",0.085521168045535
"882","Indonesia",2005,"rural",0.0467498692978129
"883","Indonesia",2005,"urban",0.0545785862284115
"884","Indonesia",2006,"national",0.0635565379487212
"885","Indonesia",2006,"rural",0.0536107630099804
"886","Indonesia",2006,"urban",0.0662130920223104
"887","Indonesia",2007,"national",0.076531737880216
"888","Indonesia",2007,"rural",0.0494779738791307
"889","Indonesia",2007,"urban",0.0711390763008908
"890","Indonesia",2008,"national",0.078130768797275
"891","Indonesia",2008,"rural",0.0496393146736705
"892","Indonesia",2008,"urban",0.0727317571631049
"893","Indonesia",2009,"national",0.075719510577624
"894","Indonesia",2009,"rural",0.0500929393349733
"895","Indonesia",2009,"urban",0.0688865431292903
"896","Indonesia",2010,"national",0.0664771174416319
"897","Indonesia",2010,"rural",0.050877639513703
"898","Indonesia",2010,"urban",0.068557488843005
"899","Indonesia",2011,"national",0.0763012026096527
"900","Indonesia",2011,"rural",0.0603155262191667
"901","Indonesia",2011,"urban",0.0828611314436831
"902","Indonesia",2012,"national",0.0840398279532703
"903","Indonesia",2012,"rural",0.0573460087688747
"904","Indonesia",2012,"urban",0.0828401127473324
"905","Indonesia",2013,"national",0.0858187434124825
"906","Indonesia",2013,"rural",0.0590138276491899
"907","Indonesia",2013,"urban",0.0761604658201661
"908","Indonesia",2014,"national",0.0862513761794033
"909","Indonesia",2014,"rural",0.0537834566592147
"910","Indonesia",2014,"urban",0.0934603912802516
"911","Indonesia",2015,"national",0.102145429272831
"912","Indonesia",2015,"rural",0.069170498734408
"913","Indonesia",2015,"urban",0.0970820237996135
"914","Indonesia",2016,"national",0.0860592481094235
"915","Indonesia",2016,"rural",0.0532666438890452
"916","Indonesia",2016,"urban",0.0723135100803202
"917","Indonesia",2017,"national",0.0739648256927398
"918","Indonesia",2017,"rural",0.05077492594128
"919","Indonesia",2017,"urban",0.075200719092746
"920","Indonesia",2018,"national",0.0726257486537351
"921","Indonesia",2018,"rural",0.0530911977275338
"922","Indonesia",2018,"urban",0.0701167132862238
"923","Indonesia",2019,"national",0.069872811487544
"924","Indonesia",2019,"rural",0.0513645673618504
"925","Indonesia",2019,"urban",0.0705070368703359
"926","Indonesia",2020,"national",0.0708720393492778
"927","Indonesia",2020,"rural",0.0520286120890497
"928","Indonesia",2020,"urban",0.0723499882949396
"929","Indonesia",2021,"national",0.071556683205895
"930","Indonesia",2021,"rural",0.0489612945266284
"931","Indonesia",2021,"urban",0.0728326718296728
"932","Iran, Islamic Rep.",1986,"national",0.114756275578695
"933","Iran, Islamic Rep.",1990,"national",0.0957513951108904
"934","Iran, Islamic Rep.",1994,"national",0.0944356507009212
"935","Iran, Islamic Rep.",1998,"national",0.0926953799216201
"936","Iran, Islamic Rep.",2005,"national",0.0792007056862939
"937","Iran, Islamic Rep.",2006,"national",0.0768848096605296
"938","Iran, Islamic Rep.",2009,"national",0.0691056010232653
"939","Iran, Islamic Rep.",2013,"national",0.0626687600348133
"940","Iran, Islamic Rep.",2014,"national",0.0595076876091773
"941","Iran, Islamic Rep.",2015,"national",0.068344737515876
"942","Iran, Islamic Rep.",2016,"national",0.0638954329026162
"943","Iran, Islamic Rep.",2017,"national",0.069951295557964
"944","Iran, Islamic Rep.",2018,"national",0.0820033346766492
"945","Iran, Islamic Rep.",2019,"national",0.0753991606166004
"946","Iraq",2006,"national",0.0472029244930412
"947","Iraq",2012,"national",0.0453540176447317
"948","Ireland",1987,"national",0.0494890240103762
"949","Ireland",1994,"national",0.0599338853149987
"950","Ireland",1995,"national",0.0588448690543084
"951","Ireland",1996,"national",0.055527004517947
"952","Ireland",2000,"national",0.0532223812098071
"953","Ireland",2002,"national",0.0516374142127174
"954","Ireland",2003,"national",0.0575124027373259
"955","Ireland",2004,"national",0.0555161973063215
"956","Ireland",2005,"national",0.0693021359501595
"957","Ireland",2006,"national",0.0547406590772768
"958","Ireland",2007,"national",0.0585711840204876
"959","Ireland",2008,"national",0.0487945244551856
"960","Ireland",2009,"national",0.0643066946523482
"961","Ireland",2010,"national",0.0507792286753912
"962","Ireland",2011,"national",0.0462695637860205
"963","Ireland",2012,"national",0.0531689548089427
"964","Ireland",2013,"national",0.0490910882829199
"965","Ireland",2014,"national",0.0409357758533508
"966","Ireland",2015,"national",0.0445497448458596
"967","Ireland",2016,"national",0.0479091458559696
"968","Ireland",2017,"national",0.041163697571172
"969","Ireland",2018,"national",0.0463458960398142
"970","Israel",1979,"national",0.0636193918065625
"971","Israel",1986,"national",0.0505271321620056
"972","Israel",1992,"national",0.0627635079743875
"973","Israel",1997,"national",0.0541047059060602
"974","Israel",2001,"national",0.05467170003941
"975","Israel",2002,"national",0.0581656562678034
"976","Israel",2003,"national",0.0578516138630671
"977","Israel",2004,"national",0.0668946850570965
"978","Israel",2005,"national",0.079034439777606
"979","Israel",2006,"national",0.0666955144923522
"980","Israel",2007,"national",0.0585830070549661
"981","Israel",2008,"national",0.0604988080935168
"982","Israel",2009,"national",0.0626555690100303
"983","Israel",2010,"national",0.0648869300752229
"984","Israel",2011,"national",0.0632087911333358
"985","Israel",2012,"national",0.0542373662947372
"986","Israel",2013,"national",0.059967693095769
"987","Israel",2014,"national",0.0559964241394712
"988","Israel",2015,"national",0.057095961445394
"989","Israel",2016,"national",0.0543091326579356
"990","Israel",2017,"national",0.0524420086101405
"991","Israel",2018,"national",0.0517036395451316
"992","Italy",1986,"national",0.0499666186368521
"993","Italy",1987,"national",0.0431353619774612
"994","Italy",1989,"national",0.0572234755865468
"995","Italy",1991,"national",0.0553816372618193
"996","Italy",1993,"national",0.0583805928799295
"997","Italy",1995,"national",0.0650079653596828
"998","Italy",1998,"national",0.0643059091465104
"999","Italy",2000,"national",0.049575384892173
"1000","Italy",2003,"national",0.0577811045634168
"1001","Italy",2004,"national",0.0613240443764858
"1002","Italy",2005,"national",0.0540720717242042
"1003","Italy",2006,"national",0.0548092024516652
"1004","Italy",2007,"national",0.0524391236246687
"1005","Italy",2008,"national",0.0560728018558911
"1006","Italy",2009,"national",0.0514195216795626
"1007","Italy",2010,"national",0.0551463620972229
"1008","Italy",2011,"national",0.0562994745379804
"1009","Italy",2012,"national",0.0579702598149641
"1010","Italy",2013,"national",0.0593229437670994
"1011","Italy",2014,"national",0.0546893783909814
"1012","Italy",2015,"national",0.0525678604414945
"1013","Italy",2016,"national",0.0524039965097726
"1014","Italy",2017,"national",0.0572361602241199
"1015","Italy",2018,"national",0.054476520301583
"1016","Jamaica",1988,"national",0.0987375821428611
"1017","Jamaica",1990,"national",0.0871980362043551
"1018","Jamaica",1993,"national",0.0618974634502508
"1019","Jamaica",1996,"national",0.0947146035369145
"1020","Jamaica",1999,"national",0.0907925218794745
"1021","Jamaica",2002,"national",0.126879911453971
"1022","Jamaica",2004,"national",0.11520090274931
"1023","Japan",2008,"national",0.0543920596951835
"1024","Japan",2010,"national",0.0408828449605355
"1025","Japan",2013,"national",0.0430741149348188
"1026","Jordan",1986,"national",0.0603907605493294
"1027","Jordan",1992,"national",0.103489193174253
"1028","Jordan",1997,"national",0.0824961336038336
"1029","Jordan",2002,"national",0.0604927344943183
"1030","Jordan",2006,"national",0.0562089637850378
"1031","Jordan",2008,"national",0.0483224527630009
"1032","Jordan",2010,"national",0.0635610141200269
"1033","Kazakhstan",1993,"national",0.0453377201445302
"1034","Kazakhstan",1996,"national",0.051790497153125
"1035","Kazakhstan",2001,"national",0.0532414598932739
"1036","Kazakhstan",2002,"national",0.0547099283802686
"1037","Kazakhstan",2003,"national",0.0499612508257353
"1038","Kazakhstan",2004,"national",0.0478033228714747
"1039","Kazakhstan",2005,"national",0.061203761658417
"1040","Kazakhstan",2006,"national",0.0469084455686771
"1041","Kazakhstan",2007,"national",0.0501567102461246
"1042","Kazakhstan",2008,"national",0.0466698444568649
"1043","Kazakhstan",2009,"national",0.0422062673446006
"1044","Kazakhstan",2010,"national",0.0417933077331314
"1045","Kazakhstan",2011,"national",0.0410966891001756
"1046","Kazakhstan",2012,"national",0.0415591641227085
"1047","Kazakhstan",2013,"national",0.0416056561766295
"1048","Kazakhstan",2014,"national",0.0412156568479753
"1049","Kazakhstan",2015,"national",0.0401442621851621
"1050","Kazakhstan",2016,"national",0.0401900135746318
"1051","Kazakhstan",2017,"national",0.041541457127673
"1052","Kazakhstan",2018,"national",0.0445537107385983
"1053","Kenya",1992,"national",0.0919504558694431
"1054","Kenya",1994,"national",0.111918269080814
"1055","Kenya",1997,"national",0.119539329972572
"1056","Kenya",2005,"national",0.116259605714033
"1057","Kenya",2015,"national",0.0748384121061374
"1058","Kiribati",2006,"national",0.0686054875936695
"1059","Kiribati",2019,"national",0.0402274423824423
"1060","Korea, Rep.",2006,"national",0.0418466715438618
"1061","Korea, Rep.",2008,"national",0.0457456921347133
"1062","Korea, Rep.",2010,"national",0.0412906063520176
"1063","Korea, Rep.",2012,"national",0.0444186872049609
"1064","Korea, Rep.",2014,"national",0.0421347144976109
"1065","Korea, Rep.",2016,"national",0.0470880403856573
"1066","Kosovo",2003,"national",0.0343738872921479
"1067","Kosovo",2005,"national",0.0413518855207928
"1068","Kosovo",2006,"national",0.0488607779308773
"1069","Kosovo",2009,"national",0.0385984086666451
"1070","Kosovo",2010,"national",0.0405746376873488
"1071","Kosovo",2011,"national",0.0420819596269177
"1072","Kosovo",2012,"national",0.0449718724999
"1073","Kosovo",2013,"national",0.0389070044908088
"1074","Kosovo",2014,"national",0.0344199563442162
"1075","Kosovo",2015,"national",0.0343829042070496
"1076","Kosovo",2016,"national",0.0366444276850407
"1077","Kosovo",2017,"national",0.0526372275319453
"1078","Kyrgyz Republic",1998,"national",0.0889189317655118
"1079","Kyrgyz Republic",2000,"national",0.0419751862888713
"1080","Kyrgyz Republic",2001,"national",0.0459297627084404
"1081","Kyrgyz Republic",2002,"national",0.0440247190901129
"1082","Kyrgyz Republic",2003,"national",0.0336746100809556
"1083","Kyrgyz Republic",2004,"national",0.0460050116344928
"1084","Kyrgyz Republic",2005,"national",0.0509808210093837
"1085","Kyrgyz Republic",2006,"national",0.0665801791578281
"1086","Kyrgyz Republic",2007,"national",0.0495924270107635
"1087","Kyrgyz Republic",2008,"national",0.0621065394608727
"1088","Kyrgyz Republic",2009,"national",0.0476392567695165
"1089","Kyrgyz Republic",2010,"national",0.0453392639668821
"1090","Kyrgyz Republic",2011,"national",0.0448218186782696
"1091","Kyrgyz Republic",2012,"national",0.0484121070429485
"1092","Kyrgyz Republic",2013,"national",0.0454205715295725
"1093","Kyrgyz Republic",2014,"national",0.0426721157869766
"1094","Kyrgyz Republic",2015,"national",0.0564768739582269
"1095","Kyrgyz Republic",2016,"national",0.0414494963032014
"1096","Kyrgyz Republic",2017,"national",0.0408734207326265
"1097","Kyrgyz Republic",2018,"national",0.0460283507277008
"1098","Kyrgyz Republic",2019,"national",0.0691600174395713
"1099","Kyrgyz Republic",2020,"national",0.0453469969557039
"1100","Lao PDR",1992,"national",0.0644706651154645
"1101","Lao PDR",1997,"national",0.0636670265887576
"1102","Lao PDR",2002,"national",0.0594043031365678
"1103","Lao PDR",2007,"national",0.0742213338260919
"1104","Lao PDR",2012,"national",0.0699944166189185
"1105","Lao PDR",2018,"national",0.0893707456835551
"1106","Latvia",1993,"national",0.0358847830855355
"1107","Latvia",1995,"national",0.0603920497697756
"1108","Latvia",1996,"national",0.0608062758569131
"1109","Latvia",1997,"national",0.0507650119895497
"1110","Latvia",1998,"national",0.0543909192277734
"1111","Latvia",2002,"national",0.0688998653866828
"1112","Latvia",2003,"national",0.0598792144430799
"1113","Latvia",2005,"national",0.0616430461941514
"1114","Latvia",2006,"national",0.0544666950276783
"1115","Latvia",2010,"national",0.0492193564301048
"1116","Latvia",2011,"national",0.0562580414217392
"1117","Latvia",2012,"national",0.0537329275413442
"1118","Latvia",2013,"national",0.0525858867416394
"1119","Latvia",2014,"national",0.0482419298206275
"1120","Latvia",2015,"national",0.0481366198849606
"1121","Latvia",2016,"national",0.0449748233113136
"1122","Latvia",2017,"national",0.0516525129372606
"1123","Latvia",2018,"national",0.060294598945012
"1124","Latvia",2019,"national",0.0552084694515009
"1125","Lebanon",2011,"national",0.0823072752612112
"1126","Lesotho",1986,"national",0.15023730994056
"1127","Lesotho",1994,"national",0.14263931662792
"1128","Lesotho",2002,"national",0.0894892688932294
"1129","Lesotho",2017,"national",0.0788555581220875
"1130","Liberia",2007,"national",0.0545665789984103
"1131","Liberia",2014,"national",0.0506699974686156
"1132","Liberia",2016,"national",0.0586402895402166
"1133","Lithuania",1993,"national",0.0707184870419645
"1134","Lithuania",1996,"national",0.0581766137648434
"1135","Lithuania",1998,"national",0.0552421639608995
"1136","Lithuania",1999,"national",0.0475734290790403
"1137","Lithuania",2000,"national",0.0492203523325809
"1138","Lithuania",2001,"national",0.0533186809302209
"1139","Lithuania",2002,"national",0.0519562316736128
"1140","Lithuania",2003,"national",0.0634031754322288
"1141","Lithuania",2005,"national",0.0486754389784971
"1142","Lithuania",2006,"national",0.0529589250737324
"1143","Lithuania",2007,"national",0.0666087880469006
"1144","Lithuania",2009,"national",0.0536945563432935
"1145","Lithuania",2010,"national",0.0588821128158544
"1146","Lithuania",2011,"national",0.0423760338004268
"1147","Lithuania",2012,"national",0.0733374030908475
"1148","Lithuania",2013,"national",0.0573796379131571
"1149","Lithuania",2014,"national",0.116099893205823
"1150","Lithuania",2015,"national",0.0656973406040337
"1151","Lithuania",2016,"national",0.0747958491263331
"1152","Lithuania",2017,"national",0.067698655372136
"1153","Lithuania",2018,"national",0.0540041220831403
"1154","Lithuania",2019,"national",0.0529326591663772
"1155","Luxembourg",1985,"national",0.0332450547952183
"1156","Luxembourg",1991,"national",0.0392802805142002
"1157","Luxembourg",1994,"national",0.0351798918509116
"1158","Madagascar",1980,"national",0.115376967160034
"1159","Madagascar",1993,"national",0.0962294594899691
"1160","Madagascar",1997,"national",0.0658265654793033
"1161","Madagascar",1999,"national",0.0561983128350049
"1162","Madagascar",2001,"national",0.0942927728907326
"1163","Madagascar",2005,"national",0.0937269758448167
"1164","Madagascar",2010,"national",0.098594232236847
"1165","Madagascar",2012,"national",0.081708252373814
"1166","Malawi",1997,"national",0.211333634949705
"1167","Malawi",2004,"national",0.152134231509316
"1168","Malawi",2010,"national",0.132974950326352
"1169","Malawi",2016,"national",0.0874178295350171
"1170","Malawi",2019,"national",0.0700146722967259
"1171","Malaysia",1984,"national",0.119956966630669
"1172","Malaysia",1987,"national",0.116105872688708
"1173","Malaysia",1989,"national",0.113542121624413
"1174","Malaysia",1992,"national",0.11404163893486
"1175","Malaysia",1995,"national",0.120286478182865
"1176","Malaysia",1997,"national",0.123416502486342
"1177","Malaysia",2003,"national",0.0850427645451961
"1178","Malaysia",2006,"national",0.0839405060679822
"1179","Malaysia",2008,"national",0.0838597222625151
"1180","Malaysia",2011,"national",0.0808017981641451
"1181","Malaysia",2013,"national",0.0778486383213263
"1182","Malaysia",2015,"national",0.0731103849408033
"1183","Maldives",2002,"national",0.0613551338958234
"1184","Maldives",2009,"national",0.099320503798202
"1185","Maldives",2016,"national",0.0850975156354673
"1186","Maldives",2019,"national",0.0413722816167243
"1187","Mali",1994,"national",0.130687925748196
