,entity,year,threshold
0,Angola,2000,5.365518814927307
1,Angola,2008,5.075491403764033
2,Angola,2018,4.069029468118413
3,Albania,1996,8.8481125100053
4,Albania,2002,8.822891072503737
5,Albania,2005,10.005023556043644
6,Albania,2008,10.745146305556972
7,Albania,2012,10.516507297988731
8,Albania,2014,11.735014466751265
9,Albania,2015,13.800612568119217
10,Albania,2016,14.76304888214763
11,Albania,2016,11.896418562423785
12,Albania,2017,14.540060113737038
13,Albania,2017,12.266033348184829
14,Albania,2018,15.279576637318463
15,Albania,2018,12.790681282545115
16,Albania,2019,17.596800383510065
17,United Arab Emirates,2013,115.57396224476702
18,United Arab Emirates,2018,113.36561033337632
19,Argentina,1980,32.14458901823141
20,Argentina,1986,33.60551032025078
21,Argentina,1987,30.869433656255385
22,Argentina,1991,21.56344277903337
23,Argentina,1992,22.540243910401625
24,Argentina,1993,22.890882671124352
25,Argentina,1994,22.051049556047325
26,Argentina,1995,20.950684519872627
27,Argentina,1996,21.08358740318408
28,Argentina,1997,22.15503288348498
29,Argentina,1998,20.80859890913366
30,Argentina,1999,20.423333753990786
31,Argentina,2000,20.034203536695006
32,Argentina,2001,18.682565210803517
33,Argentina,2002,12.647269793132166
34,Argentina,2003,18.473024172546356
35,Argentina,2004,20.29016365001579
36,Argentina,2005,22.1570030980258
37,Argentina,2006,24.29740609538901
38,Argentina,2007,25.11930906413077
39,Argentina,2008,25.99068026285239
40,Argentina,2009,27.08918089072938
41,Argentina,2010,27.40898529604125
42,Argentina,2011,29.239252283307767
43,Argentina,2012,29.26877416680922
44,Argentina,2013,29.407459021491736
45,Argentina,2014,27.59995082264145
46,Argentina,2016,28.62557696759862
47,Argentina,2017,30.153326086956884
48,Argentina,2018,27.22504426234914
49,Argentina,2019,26.59607876367609
50,Argentina,2020,23.63414035008641
51,Armenia,1996,7.682021643712989
52,Armenia,1999,5.707792566322475
53,Armenia,2001,5.388357751650848
54,Armenia,2002,5.54032483133489
55,Armenia,2003,5.607235035983631
56,Armenia,2004,6.897138151052477
57,Armenia,2005,7.55112696379126
58,Armenia,2006,7.810514183275357
59,Armenia,2007,8.861864879836503
60,Armenia,2008,8.963863916751418
61,Armenia,2009,7.989275037153156
62,Armenia,2010,7.909849428830399
63,Armenia,2011,8.284498698050445
64,Armenia,2012,8.387649968863098
65,Armenia,2013,8.898519379992564
66,Armenia,2014,8.926537925314992
67,Armenia,2015,9.443315739781776
68,Armenia,2016,10.609770153648505
69,Armenia,2017,9.577490201347272
70,Armenia,2018,9.438262684129027
71,Armenia,2019,8.677994360534734
72,Armenia,2020,8.325205989754702
73,Australia,1981,48.129916452739735
74,Australia,1985,49.48757181614384
75,Australia,1989,50.77993098917287
76,Australia,1995,46.23179555759435
77,Australia,2001,53.86605438485131
78,Australia,2003,55.65511939226068
79,Australia,2004,59.189472463830135
80,Australia,2008,73.73207347189128
81,Australia,2010,75.02344864289164
82,Australia,2014,77.24241905798864
83,Australia,2016,77.62842196880925
84,Australia,2018,76.81550182261749
85,Austria,1987,55.54029726807404
86,Austria,1994,62.16520865366908
87,Austria,1995,56.192877431028414
88,Austria,1997,60.05331371970534
89,Austria,2000,62.92629423758721
90,Austria,2003,64.13254987923318
91,Austria,2004,67.4274461101625
92,Austria,2005,65.48899907188195
93,Austria,2006,66.10549571513907
94,Austria,2007,69.11019417969304
95,Austria,2008,69.14148202000187
96,Austria,2009,71.63817266854335
97,Austria,2010,74.4073748213244
98,Austria,2011,73.41512147635814
99,Austria,2012,71.66952987264345
100,Austria,2013,74.01574529964198
101,Austria,2014,72.56236709682749
102,Austria,2015,72.77801063562409
103,Austria,2016,76.63053275629576
104,Austria,2017,75.34878494128405
105,Austria,2018,76.25644488836537
106,Austria,2019,78.69966729910182
107,Azerbaijan,1995,7.7264339119763585
108,Azerbaijan,2001,9.045606115227285
109,Azerbaijan,2002,10.685048220526332
110,Azerbaijan,2003,11.363095630288878
111,Azerbaijan,2004,11.388774332722896
112,Azerbaijan,2005,12.766700103515245
113,Burundi,1992,1.819674415004295
114,Burundi,1998,1.674019535211034
115,Burundi,2006,1.9679179584387627
116,Burundi,2013,2.254392800074751
117,Belgium,1985,39.10179081276724
118,Belgium,1988,41.26968848362197
119,Belgium,1992,44.47684100862105
120,Belgium,1995,52.832862577220645
121,Belgium,1997,52.574378087421366
122,Belgium,2000,58.53625236157177
123,Belgium,2003,56.6663888559381
124,Belgium,2004,59.23593140100064
125,Belgium,2005,60.39764904530093
126,Belgium,2006,59.996601395607335
127,Belgium,2007,61.47422165478904
128,Belgium,2008,62.46755487827132
129,Belgium,2009,63.74202552160264
130,Belgium,2010,62.6922857059198
131,Belgium,2011,60.94365134771655
132,Belgium,2012,62.62941724283712
133,Belgium,2013,63.39420934284289
134,Belgium,2014,63.46077911392545
135,Belgium,2015,63.89548674415758
136,Belgium,2016,62.84934505051967
137,Belgium,2017,63.78014381911062
138,Belgium,2018,64.48812534715599
139,Belgium,2019,66.76828562041
140,Benin,2003,3.2144246449360594
141,Benin,2011,3.5657068410828305
142,Benin,2015,3.388765995217525
143,Benin,2018,5.59651974160759
144,Burkina Faso,1994,1.6432008119141357
145,Burkina Faso,1998,1.8043970697425176
146,Burkina Faso,2003,3.169021586479372
147,Burkina Faso,2009,3.0579458122580925
148,Burkina Faso,2014,3.443322855554204
149,Burkina Faso,2018,5.487853842067587
150,Bangladesh,1983,3.0267035377657554
151,Bangladesh,1985,3.280808472219311
152,Bangladesh,1988,3.0347355597063976
153,Bangladesh,1991,3.00188557703352
154,Bangladesh,1995,3.583160990498374
155,Bangladesh,2000,3.7630241763320416
156,Bangladesh,2005,4.15388531098638
157,Bangladesh,2010,4.495960868901723
158,Bangladesh,2016,4.969824121671532
159,Bulgaria,1989,28.844831940893997
160,Bulgaria,1992,24.97072892339457
161,Bulgaria,1994,16.38447605040234
162,Bulgaria,1995,15.669521343520818
163,Bulgaria,1997,8.540919314920721
164,Bulgaria,2001,12.7889427063252
165,Bulgaria,2003,11.536630224224734
166,Bulgaria,2006,13.592553742740012
167,Bulgaria,2007,15.85581028754424
168,Bulgaria,2007,18.73381230795408
169,Bulgaria,2008,21.034120085003227
170,Bulgaria,2009,21.96658894768427
171,Bulgaria,2010,21.087842737044355
172,Bulgaria,2011,19.22461726173604
173,Bulgaria,2012,20.60092976644782
174,Bulgaria,2013,22.635280421397606
175,Bulgaria,2014,24.03012899197259
176,Bulgaria,2015,23.4928426903966
177,Bulgaria,2016,27.18209490993301
178,Bulgaria,2017,26.25931499960737
179,Bulgaria,2018,30.81660693146764
180,Bulgaria,2019,32.42490440087911
181,Bosnia and Herzegovina,2001,15.851959063015068
182,Bosnia and Herzegovina,2004,25.34043871145506
183,Bosnia and Herzegovina,2007,28.470103129184498
184,Bosnia and Herzegovina,2011,26.802856052828407
185,Belarus,1993,8.49079122782613
186,Belarus,1995,13.605394904671218
187,Belarus,1998,5.8854077351818965
188,Belarus,1999,6.3888041575002745
189,Belarus,2000,6.945315884034369
190,Belarus,2001,8.57044801209898
191,Belarus,2002,9.34142223385698
192,Belarus,2003,9.775121711123033
193,Belarus,2004,10.776766920254536
194,Belarus,2005,13.372810167169938
195,Belarus,2006,15.246596895494664
196,Belarus,2007,17.600420276730304
197,Belarus,2008,18.1701959440114
198,Belarus,2009,18.08506602750792
199,Belarus,2010,20.753008555779388
200,Belarus,2011,21.40189301687513
201,Belarus,2012,23.30646595985942
202,Belarus,2013,25.784787224905397
