,entity,year,threshold
0,Angola,2000,1.6082904108493403
1,Angola,2008,1.7309495331525562
2,Angola,2018,1.1653468218560012
3,Albania,1996,4.480663819829076
4,Albania,2002,4.21908067008222
5,Albania,2005,4.92797609631479
6,Albania,2008,5.428830645326426
7,Albania,2012,5.171860553071984
8,Albania,2014,4.817852568389768
9,Albania,2015,6.067513253341119
10,Albania,2016,6.175102727987552
11,Albania,2016,4.480334887189909
12,Albania,2017,6.142914284076897
13,Albania,2017,4.970845604416858
14,Albania,2018,7.210264810992961
15,Albania,2018,5.211707489722325
16,Albania,2019,8.170613431809517
17,United Arab Emirates,2013,45.927843374777545
18,United Arab Emirates,2018,57.00229252618342
19,Argentina,1980,11.67888826993181
20,Argentina,1986,12.220185571000284
21,Argentina,1987,10.564939860964408
22,Argentina,1991,7.187814259677789
23,Argentina,1992,7.581102869162201
24,Argentina,1993,7.630294223708117
25,Argentina,1994,7.358525992006895
26,Argentina,1995,6.402042240559321
27,Argentina,1996,6.149379415542315
28,Argentina,1997,6.352697358663096
29,Argentina,1998,5.8904961197673655
30,Argentina,1999,5.77202076130305
31,Argentina,2000,5.328245542832255
32,Argentina,2001,4.619315397476117
33,Argentina,2002,3.161817448283041
34,Argentina,2003,4.907124058943402
35,Argentina,2004,5.652251251937832
36,Argentina,2005,6.406186061254671
37,Argentina,2006,7.424220835616687
38,Argentina,2007,7.6008843345101775
39,Argentina,2008,8.197737820302379
40,Argentina,2009,8.769919585133513
41,Argentina,2010,8.965009468757575
42,Argentina,2011,9.757052195536945
43,Argentina,2012,10.057937674167365
44,Argentina,2013,10.150410640261452
45,Argentina,2014,9.232126411926114
46,Argentina,2016,9.662492453299611
47,Argentina,2017,10.410201054905816
48,Argentina,2018,9.378667513456923
49,Argentina,2019,8.766869382257592
50,Argentina,2020,7.671164969690721
51,Armenia,1996,2.7947097617894814
52,Armenia,1999,2.593552139924787
53,Armenia,2001,2.515862193229897
54,Armenia,2002,2.6899389230434823
55,Armenia,2003,2.8404130402375314
56,Armenia,2004,3.241583998159689
57,Armenia,2005,3.6831426648597785
58,Armenia,2006,3.982341722463147
59,Armenia,2007,4.262507225908942
60,Armenia,2008,4.480600180907605
61,Armenia,2009,4.122105441483874
62,Armenia,2010,4.058182452837806
63,Armenia,2011,4.190109643471316
64,Armenia,2012,4.359545235687641
65,Armenia,2013,4.379386973086675
66,Armenia,2014,4.435733623960513
67,Armenia,2015,4.698079467212706
68,Armenia,2016,4.730886509819154
69,Armenia,2017,4.740475744629309
70,Armenia,2018,4.73018339296164
71,Armenia,2019,4.562417702891262
72,Armenia,2020,4.654296828230192
73,Australia,1981,22.05464511493664
74,Australia,1985,22.357283229504525
75,Australia,1989,22.56070896420233
76,Australia,1995,20.82335684517149
77,Australia,2001,23.43583379308967
78,Australia,2003,24.337741112515765
79,Australia,2004,26.42463338078675
80,Australia,2008,31.580817635812497
81,Australia,2010,32.207025531098004
82,Australia,2014,35.76378568127487
83,Australia,2016,34.90124969438747
84,Australia,2018,35.343147887738866
85,Austria,1987,31.828135138403
86,Austria,1994,30.479844151693005
87,Austria,1995,26.299011505428265
88,Austria,1997,29.87436142175067
89,Austria,2000,31.773616018740263
90,Austria,2003,32.73552681743276
91,Austria,2004,34.131801474240795
92,Austria,2005,33.256235206771194
93,Austria,2006,33.57984712363425
94,Austria,2007,34.35698577922339
95,Austria,2008,35.450469793095074
96,Austria,2009,35.838143194960004
97,Austria,2010,36.87377149971999
98,Austria,2011,35.72112953080875
99,Austria,2012,35.63313704332326
100,Austria,2013,36.39283142461167
101,Austria,2014,36.08347684991451
102,Austria,2015,36.27121312607781
103,Austria,2016,37.873034534719736
104,Austria,2017,37.26748073476039
105,Austria,2018,37.09642567749984
106,Austria,2019,38.885915113536576
107,Azerbaijan,1995,3.4521926297649257
108,Azerbaijan,2001,4.071092315658867
109,Azerbaijan,2002,6.351556048718103
110,Azerbaijan,2003,6.4120252415731205
111,Azerbaijan,2004,6.682539739347487
112,Azerbaijan,2005,7.347247698119478
113,Burundi,1992,0.8332239868311799
114,Burundi,1998,0.6613680883665246
115,Burundi,2006,0.9181367127617912
116,Burundi,2013,0.96187494715711
117,Belgium,1985,21.47914130880867
118,Belgium,1988,22.671330864709105
119,Belgium,1992,24.84104591103503
120,Belgium,1995,28.58578901259836
121,Belgium,1997,28.644967171095512
122,Belgium,2000,31.04356482150366
123,Belgium,2003,30.21103724157104
124,Belgium,2004,31.38962858424493
125,Belgium,2005,31.920318072905744
126,Belgium,2006,31.967795809568997
127,Belgium,2007,32.11151445284653
128,Belgium,2008,33.23831323902265
129,Belgium,2009,33.80244143444129
130,Belgium,2010,33.27339667343519
131,Belgium,2011,32.721375406051024
132,Belgium,2012,34.179799722629404
133,Belgium,2013,33.73629766996519
134,Belgium,2014,33.742392213729616
135,Belgium,2015,34.76958966635977
136,Belgium,2016,34.65287044533509
137,Belgium,2017,34.79968480469477
138,Belgium,2018,36.17446068978167
139,Belgium,2019,37.30457332659563
140,Benin,2003,1.3546215731371625
141,Benin,2011,1.2988515992851148
142,Benin,2015,1.3230235410521105
143,Benin,2018,2.321739151081365
144,Burkina Faso,1994,0.5775794523812632
145,Burkina Faso,1998,0.7015743164545379
146,Burkina Faso,2003,1.105417181590506
147,Burkina Faso,2009,1.2716893349058227
148,Burkina Faso,2014,1.606947141580389
149,Burkina Faso,2018,1.7735905722833714
150,Bangladesh,1983,1.7114216513831084
151,Bangladesh,1985,1.8100493007920255
