,entity,year,threshold
0,Angola,2000,1.128060636804391
1,Angola,2008,1.3938302244908836
2,Angola,2018,0.884870416220256
3,Albania,1996,3.8823697340289858
4,Albania,2002,3.62022929968843
5,Albania,2005,4.173943543674359
6,Albania,2008,4.69600697293145
7,Albania,2012,4.495769276466593
8,Albania,2014,3.957956995907428
9,Albania,2015,5.057408035780767
10,Albania,2016,5.102137729971546
11,Albania,2016,3.425969061554276
12,Albania,2017,5.142386105441953
13,Albania,2017,3.759675486037792
14,Albania,2018,5.961396981795948
15,Albania,2018,4.025155864790994
16,Albania,2019,7.007871954571641
17,United Arab Emirates,2013,35.03722244467915
18,United Arab Emirates,2018,48.03008551492478
19,Argentina,1980,8.952410430846742
20,Argentina,1986,9.394267657706468
21,Argentina,1987,8.253859266378445
22,Argentina,1991,5.750251407742232
23,Argentina,1992,5.685827151871652
24,Argentina,1993,5.612505436137582
25,Argentina,1994,5.396252394138388
26,Argentina,1995,4.801531863583396
27,Argentina,1996,4.517911534170936
28,Argentina,1997,4.764523200749458
29,Argentina,1998,4.319697034653617
30,Argentina,1999,4.23281522495557
31,Argentina,2000,3.875087667514368
32,Argentina,2001,3.266182517437117
33,Argentina,2002,2.179221818066404
34,Argentina,2003,3.543293692726403
35,Argentina,2004,4.142032002188103
36,Argentina,2005,4.7028334036506685
37,Argentina,2006,5.416381789224673
38,Argentina,2007,5.61965490828432
39,Argentina,2008,6.137957511058351
40,Argentina,2009,6.471746453812304
41,Argentina,2010,6.853808036397872
42,Argentina,2011,7.442670295727982
43,Argentina,2012,7.712922847314132
44,Argentina,2013,7.821132350048378
45,Argentina,2014,7.122741810736233
46,Argentina,2016,7.358436058779042
47,Argentina,2017,8.039704226933132
48,Argentina,2018,7.225974599417944
49,Argentina,2019,6.639257546011063
50,Argentina,2020,5.86786560329073
51,Armenia,1996,2.2252376459253367
52,Armenia,1999,2.218604102554309
53,Armenia,2001,2.1307716454421155
54,Armenia,2002,2.2968816700195926
55,Armenia,2003,2.4820748493282
56,Armenia,2004,2.79942071781961
57,Armenia,2005,3.230648293025809
58,Armenia,2006,3.4301580852718314
59,Armenia,2007,3.623616788356584
60,Armenia,2008,3.9035577173341887
61,Armenia,2009,3.594579534031164
62,Armenia,2010,3.5320964300740885
63,Armenia,2011,3.630498855081609
64,Armenia,2012,3.7259298682239166
65,Armenia,2013,3.809203429608177
66,Armenia,2014,3.804805314593314
67,Armenia,2015,3.987301190647094
68,Armenia,2016,4.025399049149522
69,Armenia,2017,4.1331551170774885
70,Armenia,2018,4.065412429445514
71,Armenia,2019,3.9184951549943055
72,Armenia,2020,4.12539007837209
73,Australia,1981,18.97116922165464
74,Australia,1985,19.11370932270372
75,Australia,1989,19.078299056466157
76,Australia,1995,17.831025181588284
77,Australia,2001,19.965075506461403
78,Australia,2003,20.63766914321882
79,Australia,2004,22.398928155357893
80,Australia,2008,26.912755966591817
81,Australia,2010,27.339195007422585
82,Australia,2014,29.74191305948112
83,Australia,2016,29.20346944443739
84,Australia,2018,29.89748635071181
85,Austria,1987,27.77014863403702
86,Austria,1994,25.53299110363275
87,Austria,1995,21.485835740283267
88,Austria,1997,24.703502583667152
89,Austria,2000,27.2738532852668
90,Austria,2003,27.82101262900301
91,Austria,2004,29.071875019103363
92,Austria,2005,28.40593597741272
93,Austria,2006,28.672212143479467
94,Austria,2007,28.948946704687387
95,Austria,2008,29.944787688594303
96,Austria,2009,30.178526536813816
97,Austria,2010,31.126697997632057
98,Austria,2011,29.85291699928272
99,Austria,2012,30.00839950677189
100,Austria,2013,31.155486581018337
101,Austria,2014,30.456491023452628
102,Austria,2015,30.37470994574962
103,Austria,2016,31.989773486010264
104,Austria,2017,32.0106366319395
105,Austria,2018,31.48846926453572
106,Austria,2019,32.63921981965701
107,Azerbaijan,1995,2.821503591634795
108,Azerbaijan,2001,3.4166974493987707
109,Azerbaijan,2002,5.73757860835985
110,Azerbaijan,2003,5.679395104082251
111,Azerbaijan,2004,5.974201782712244
112,Azerbaijan,2005,6.642754968985631
113,Burundi,1992,0.7008036231615447
114,Burundi,1998,0.5237891268146113
115,Burundi,2006,0.8121419535663263
116,Burundi,2013,0.8084774027559855
117,Belgium,1985,18.673284131060623
118,Belgium,1988,19.494717754171276
119,Belgium,1992,21.488349581481867
120,Belgium,1995,24.014501625570837
121,Belgium,1997,24.609159151040725
122,Belgium,2000,26.998188622138983
123,Belgium,2003,25.5750566475725
124,Belgium,2004,26.489006038284348
125,Belgium,2005,27.360914678215853
126,Belgium,2006,27.139073650637997
127,Belgium,2007,27.490318899455385
128,Belgium,2008,28.26434188447754
129,Belgium,2009,28.638174173770945
130,Belgium,2010,28.32634366202566
131,Belgium,2011,27.64429032220474
132,Belgium,2012,28.967213266289463
133,Belgium,2013,28.49899780999284
134,Belgium,2014,28.551354952835727
135,Belgium,2015,28.75184272038417
136,Belgium,2016,28.67091950981769
137,Belgium,2017,29.53857866475083
138,Belgium,2018,30.54726872374304
139,Belgium,2019,31.56921441487435
140,Benin,2003,1.1504784559558676
141,Benin,2011,1.092680970621578
142,Benin,2015,0.9472070785420938
143,Benin,2018,1.944708359911476
144,Burkina Faso,1994,0.4867238679721285
145,Burkina Faso,1998,0.5822123418140712
146,Burkina Faso,2003,0.9498972893268056
147,Burkina Faso,2009,1.0554337479396976
148,Burkina Faso,2014,1.3982814310084022
149,Burkina Faso,2018,1.4914688806808636
150,Bangladesh,1983,1.4704921297008042
151,Bangladesh,1985,1.594941346761404
152,Bangladesh,1988,1.400248630116129
153,Bangladesh,1991,1.416380236003273
154,Bangladesh,1995,1.5735618568225884
155,Bangladesh,2000,1.5736180851268995
156,Bangladesh,2005,1.761903700402823
157,Bangladesh,2010,1.926877850997452
158,Bangladesh,2016,2.091497325914363
159,Bulgaria,1989,14.605578629382228
160,Bulgaria,1992,10.474532415835718
161,Bulgaria,1994,8.430725978320934
162,Bulgaria,1995,6.568005888160946
163,Bulgaria,1997,4.187950688765855
164,Bulgaria,2001,5.010580631132886
165,Bulgaria,2003,5.290625771210888
166,Bulgaria,2006,4.940211124639792
167,Bulgaria,2007,6.9840775522048215
168,Bulgaria,2007,7.060317286707192
169,Bulgaria,2008,8.026504573911797
170,Bulgaria,2009,8.296520014604809
171,Bulgaria,2010,7.6025446352715
172,Bulgaria,2011,7.441308066872737
173,Bulgaria,2012,7.483427913631643
174,Bulgaria,2013,8.177364049456568
175,Bulgaria,2014,8.624900378640753
176,Bulgaria,2015,7.930322425218564
177,Bulgaria,2016,9.091022620046632
178,Bulgaria,2017,9.270929707285491
179,Bulgaria,2018,10.527967818481406
180,Bulgaria,2019,11.009065131835362
181,Bosnia and Herzegovina,2001,7.112347325885035
182,Bosnia and Herzegovina,2004,9.469422368769436
183,Bosnia and Herzegovina,2007,10.361056949369983
184,Bosnia and Herzegovina,2011,9.956863030852135
185,Belarus,1993,4.640533685573202
186,Belarus,1995,5.813957221803023
187,Belarus,1998,2.323506443428688
188,Belarus,1999,2.4269222311838563
189,Belarus,2000,2.756351353110726
190,Belarus,2001,3.5187120423800367
191,Belarus,2002,3.877107081383337
192,Belarus,2003,4.141565065027514
193,Belarus,2004,4.94462992561954
194,Belarus,2005,5.826280387090922
195,Belarus,2006,6.627175450275447
196,Belarus,2007,7.536154393299423
197,Belarus,2008,8.1581921130081
198,Belarus,2009,8.322993993160903
199,Belarus,2010,8.944601390113503
200,Belarus,2011,9.621831486235982
201,Belarus,2012,10.963487035994854
202,Belarus,2013,12.242116384608815
203,Belarus,2014,12.48654409301292
204,Belarus,2015,11.635317223119868
205,Belarus,2016,11.378196330667013
206,Belarus,2017,11.417996415005677
207,Belarus,2018,12.707266802485371
208,Belarus,2019,13.353397237967169
209,Belarus,2020,13.674896851743297
210,Belize,1993,2.8146444219853346
211,Belize,1994,2.708740303816675
212,Belize,1995,2.9036703441235456
213,Belize,1996,2.4252117152151205
214,Belize,1997,2.2325524974593383
215,Belize,1998,2.324288602106608
216,Belize,1999,2.520729614638782
217,Bolivia,1990,2.915824194588638
218,Bolivia,1992,2.2093656319769908
219,Bolivia,1997,1.99669098337106
220,Bolivia,1999,1.302160377670852
221,Bolivia,2000,1.029850276866551
222,Bolivia,2001,1.5978645767705926
223,Bolivia,2002,1.512508600786025
224,Bolivia,2004,2.443803299269709
225,Bolivia,2005,1.986076543983721
226,Bolivia,2006,2.340218273186467
227,Bolivia,2007,2.670692470095545
228,Bolivia,2008,3.199773367173653
229,Bolivia,2009,3.509499655216981
230,Bolivia,2011,4.1652886718199005
231,Bolivia,2012,4.143083105417907
232,Bolivia,2013,4.4922628476318
233,Bolivia,2014,4.7194356578194645
234,Bolivia,2015,4.686263861171252
235,Bolivia,2016,4.488825884476979
236,Bolivia,2017,4.612019553670889
237,Bolivia,2018,4.911334185846198
238,Bolivia,2019,5.534623261389002
239,Bolivia,2020,5.233337286481014
240,Brazil,1981,1.8187283906995573
241,Brazil,1982,1.7894042545321365
242,Brazil,1983,1.504562731896782
243,Brazil,1984,1.546045610770623
244,Brazil,1985,1.7151202851626566
245,Brazil,1986,2.868781325402541
246,Brazil,1987,2.0832298852872544
247,Brazil,1988,1.895781997039562
248,Brazil,1989,2.045173978030232
249,Brazil,1990,1.792563515285271
250,Brazil,1992,1.8335447962822768
251,Brazil,1993,1.9115473297553345
252,Brazil,1995,2.5747541091348336
253,Brazil,1996,2.481325110924846
254,Brazil,1997,2.4790451204020862
255,Brazil,1998,2.6137070121594523
256,Brazil,1999,2.5327066646612915
257,Brazil,2001,2.816617008966513
258,Brazil,2002,2.938011357526475
259,Brazil,2003,2.8547904701988407
260,Brazil,2004,3.0416445223307287
261,Brazil,2005,3.250971167504685
262,Brazil,2006,3.5968274718931506
263,Brazil,2007,3.7919943974676857
264,Brazil,2008,4.152750147205905
265,Brazil,2009,4.338545962055398
266,Brazil,2011,4.8859135711775705
267,Brazil,2012,5.152300990381596
268,Brazil,2013,5.5137793700799405
269,Brazil,2014,5.79253407631167
270,Brazil,2015,5.584212997222028
271,Brazil,2016,5.2892497413402815
272,Brazil,2017,5.277603910629758
273,Brazil,2018,5.340708328057876
274,Brazil,2019,5.370285579905579
275,Brazil,2020,6.843655076200585
276,Bhutan,2003,1.9978495672234609
277,Bhutan,2007,2.598378385758624
278,Bhutan,2012,3.580408153451046
279,Bhutan,2017,3.852285087652772
280,Botswana,1985,1.0698024565275397
281,Botswana,1993,1.2987406385990845
282,Botswana,2002,1.458711699630774
283,Botswana,2009,2.0892986174437183
284,Botswana,2015,2.20480967429948
285,Central African Republic,1992,0.1928260960821507
286,Central African Republic,2008,0.6189307766252218
287,Canada,1971,13.580130578847774
288,Canada,1975,19.140212699207733
