"";"Entity";"Year";"headcount_ratio_1_00";"headcount_ratio_1_90";"headcount_ratio_3_20";"headcount_ratio_5_50";"headcount_ratio_10_00";"headcount_ratio_15_00";"headcount_ratio_20_00";"headcount_ratio_30_00";"headcount_ratio_40_00";"poverty_gap_index_1_00";"poverty_gap_index_1_90";"poverty_gap_index_3_20";"poverty_gap_index_5_50";"poverty_gap_index_10_00";"poverty_gap_index_15_00";"poverty_gap_index_20_00";"poverty_gap_index_30_00";"poverty_gap_index_40_00";"headcount_1_00";"headcount_1_90";"headcount_3_20";"headcount_5_50";"headcount_10_00";"headcount_15_00";"headcount_20_00";"headcount_30_00";"headcount_40_00";"total_shortfall_annual_1_00";"total_shortfall_annual_1_90";"total_shortfall_annual_3_20";"total_shortfall_annual_5_50";"total_shortfall_annual_10_00";"total_shortfall_annual_15_00";"total_shortfall_annual_20_00";"total_shortfall_annual_30_00";"total_shortfall_annual_40_00";"income_gap_ratio_1_00";"income_gap_ratio_1_90";"income_gap_ratio_3_20";"income_gap_ratio_5_50";"income_gap_ratio_10_00";"income_gap_ratio_15_00";"income_gap_ratio_20_00";"income_gap_ratio_30_00";"income_gap_ratio_40_00";"watts_index_1_00";"watts_index_1_90";"watts_index_3_20";"watts_index_5_50";"watts_index_10_00";"watts_index_15_00";"watts_index_20_00";"watts_index_30_00";"watts_index_40_00";"headcount_ratio_40_median";"headcount_ratio_50_median";"headcount_ratio_60_median";"poverty_gap_index_40_median";"poverty_gap_index_50_median";"poverty_gap_index_60_median";"headcount_40_median";"headcount_50_median";"headcount_60_median";"total_shortfall_annual_40_median";"total_shortfall_annual_50_median";"total_shortfall_annual_60_median";"income_gap_ratio_40_median";"income_gap_ratio_50_median";"income_gap_ratio_60_median";"watts_index_40_median";"watts_index_50_median";"watts_index_60_median";"headcount_ratio_40_median_est";"headcount_ratio_50_median_est";"headcount_ratio_60_median_est";"poverty_gap_index_40_median_est";"poverty_gap_index_50_median_est";"poverty_gap_index_60_median_est";"headcount_40_median_est";"headcount_50_median_est";"headcount_60_median_est";"total_shortfall_annual_40_median_est";"total_shortfall_annual_50_median_est";"total_shortfall_annual_60_median_est";"income_gap_ratio_40_median_est";"income_gap_ratio_50_median_est";"income_gap_ratio_60_median_est";"watts_index_40_median_est";"watts_index_50_median_est";"watts_index_60_median_est";"MeanPerDay";"MeanPerDay_est";"MedianPerDay";"MedianPerDay_est";"MedianPerDay_gp_est";"PPP";"Population";"share_decile_1";"share_decile_2";"share_decile_3";"share_decile_4";"share_decile_5";"share_decile_6";"share_decile_7";"share_decile_8";"share_decile_9";"share_decile_10";"share_decile_1_est";"share_decile_2_est";"share_decile_3_est";"share_decile_4_est";"share_decile_5_est";"share_decile_6_est";"share_decile_7_est";"share_decile_8_est";"share_decile_9_est";"share_decile_10_est";"threshold_decile_1_est";"threshold_decile_2_est";"threshold_decile_3_est";"threshold_decile_4_est";"threshold_decile_5_est";"threshold_decile_6_est";"threshold_decile_7_est";"threshold_decile_8_est";"threshold_decile_9_est";"average_decile_1_est";"average_decile_2_est";"average_decile_3_est";"average_decile_4_est";"average_decile_5_est";"average_decile_6_est";"average_decile_7_est";"average_decile_8_est";"average_decile_9_est";"average_decile_10_est";"Gini";"Gini_est";"Polarization";"Polarization_est";"MLD";"MLD_est";"Palma";"P90_P10_ratio";"P90_P50_ratio";"Entropy_0_5";"Entropy_1_0";"Entropy_1_5";"Entropy_2_0";"Atkinson_0_5";"Atkinson_1_0";"Atkinson_1_5";"Atkinson_2_0";"Theil_0_0";"Theil_0_5";"Theil_1_0";"Theil_1_5";"Theil_2_0";"Var.Coeff";"survey_year";"is_interpolated";"distribution_type";"reporting_level";"estimation_type";"welfare_type";"comparable_spell";"survey_comparability";"survey_acronym";"IsSurveyYear";"MaxHeadcountRatio";"MonotonicityBreaks";"MonotonicityBreaksDistinct";"RowsWithIncreasingHeadcount";"DataframeRowsForGpinter";"reporting_gdp";"reporting_pce";"ISO3Year"
"AllCols160";"OHI";2000;0,0034;0,0048;0,0068;0,0121;0,0367;0,0923;0,1715;0,3676;0,548;0,0026;0,0033;0,0042;0,0063;0,0136;0,0295;0,0547;0,1261;0,2099;3312129;4675947;6624258;11787283;35751511;89914564;167067690;358099608;533837283;0,949;2,28855;4,9056;12,64725;49,64;161,5125;399,31;1380,795;3064,54;0,797;0,654315789473684;0,595535714285714;0,52530303030303;0,376861111111111;0,320557971014493;0,319457611312607;0,343537403972006;0,382945885891863;0,0028;0,0045;0,0067;0,0109;0,0229;0,0465;0,083;0,1888;0,3199;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0899;0,1461;0,2145;0,0289;0,0465;0,0686;87576591;142324137;208956382;156,53974;314,839875;557,36814;0,320290506139563;0,318399580811588;0,320543566907808;0,0455;0,0711;0,1034;47,4498;47,4498;NA;37,1;37,07;NA;974155625;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0221723669098021;0,0393556317153019;0,0506514657978379;0,0612403136577536;0,0722835509651415;0,0846022949122142;0,09974533059554;0,12063354032207;0,154636958082646;0,294678547041692;5675,75;7851,15;9683,45;11563,2;13530,55;15837,35;18881,45;23250,5;31390;3840,07147019805;6816,07151624127;8772,417014622;10606,3183177415;12518,9161335381;14652,4212019084;17275,0703550767;20892,7363697457;26781,8484777493;51035,899143179;NA;0,383882275714925;NA;NA;NA;0,25625305125591;1,69922110559139;5,53054662379421;2,31993525762072;0,234968045387614;0,241877885483462;0,269258259334657;0,324442914868769;0,114033398796727;0,226053904021231;0,525451690447964;0,97968208037459;0,241877885483462;0,25625305125591;0,25625305125591;0,25625305125591;0,25625305125591;0,805534499408646;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;3481;981;NA;NA;"OHI2000"
"AllCols161";"OHI";2001;0,004;0,0048;0,0073;0,0124;0,0346;0,086;0,1635;0,3562;0,5375;0,0029;0,0036;0,0045;0,0067;0,0135;0,0282;0,0519;0,1206;0,2029;3924988;4709986;7163104;12167464;33951149;84387250;160433899;349520213;527420310;1,0585;2,4966;5,256;13,45025;49,275;154,395;378,87;1320,57;2962,34;0,70425;0,698315789473684;0,643080357142857;0,55480303030303;0,385448571428572;0,327579069767442;0,316319207317073;0,338684676686443;0,377079636882588;0,0047;0,0066;0,009;0,0134;0,0251;0,0472;0,0818;0,1832;0,311;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0875;0,1443;0,2116;0,0286;0,0458;0,0677;85859120;141593955;207631884;157,6289;315,44979;559,692825;0,324538681517158;0,318015441912501;0,320567956019629;0,0478;0,0729;0,1048;48,4693;48,4693;NA;37,745;37,71;NA;981247088;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0222044868710476;0,0394868768902458;0,0507572463774491;0,0612120073949607;0,0720367812030723;0,0842809393293732;0,0992891452095847;0,119819049846991;0,153785742556007;0,297127724321269;5829,05;8037,30000000001;9884,19999999999;11767,6;13764,15;16129,35;19155,2;23579;31901;3928,26116457086;6985,73967950582;8979,61393672509;10829,1964976043;12744,2391109562;14910,3891841257;17565,5350855603;21197,540975533;27206,688614595;52565,7407508238;NA;0,385040643829366;NA;NA;NA;0,260697424302517;1,71096779765627;5,47276142767689;2,31768761601697;0,238678252558983;0,247464733633197;0,278828309565636;0,342130749876108;0,115778669514203;0,229485976834454;0,545881404332506;0,980960455112145;0,247464733633197;0,260697424302517;0,260697424302517;0,260697424302517;0,260697424302517;0,827201003234532;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;3806;993;NA;NA;"OHI2001"
"AllCols162";"OHI";2002;0,004;0,0048;0,0067;0,0126;0,0346;0,0851;0,1589;0,3504;0,5308;0,0027;0,0035;0,0044;0,0065;0,0136;0,0281;0,0514;0,1185;0,1996;3953527;4744232;6622158;12453610;34198007;84111284;157053855;346328954;524633016;0,9855;2,42725;5,1392;13,04875;49,64;153,8475;375,22;1297,575;2914,16;0,65;0,673578947368421;0,622723214285714;0,502027972027972;0,398338235294118;0,330882352941176;0,322759433962264;0,338387142857143;0,375734448836739;0,004;0,0059;0,0082;0,0125;0,0243;0,0464;0,0803;0,1796;0,3054;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0892;0,1456;0,2119;0,0292;0,0465;0,0683;88163649;143908378;209438086;162,85424;324,005025;571,134845;0,328103859050532;0,318568496738592;0,321978743730595;0,048;0,0733;0,1051;48,7339;48,7339;NA;38,19;38,19;NA;988381719;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0221243746488531;0,0396518578001969;0,0510098166455575;0,0615625598232303;0,0724850069416109;0,0846229516977576;0,0996783606125801;0,120361362373284;0,154365965794533;0,294137743662397;5861,9;8121,24999999999;10004,65;11909,95;13939,35;16289,95;19319,45;23834,5;32229,5;3935,45577520406;7053,2223058989;9073,56165749371;10950,670264718;12893,54134124;15052,6235999632;17730,6606926396;21409,7268818363;27458,4227225848;52320,8497584214;NA;0,382434732834772;NA;NA;NA;0,259454156589493;1,68706676519002;5,49813200498132;2,3121235925635;0,237670826212396;0,245487336085623;0,27467950803909;0,332943485766121;0,115304949254168;0,228527425882766;0,536125261348153;0,980552255645872;0,245487336085623;0,259454156589493;0,259454156589493;0,259454156589493;0,259454156589493;0,816018977433885;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;3986;990;NA;NA;"OHI2002"
"AllCols163";"OHI";2003;0,004;0,0056;0,0077;0,0128;0,0351;0,0842;0,1571;0,3451;0,5261;0,0031;0,0039;0,0049;0,007;0,014;0,0284;0,0511;0,117;0,1972;3981631;5574284;7664641;12741221;34938816;83813342;156378576;343515255;523684079;1,1315;2,70465;5,7232;14,0525;51,1;155,49;373,03;1281,15;2879,12;0,769875000000086;0,648114035087749;0,615917968750013;0,540356643356648;0,401044285714287;0,338178968253968;0,327591506410256;0,338910258823944;0,374845180239798;0,0089;0,0111;0,0137;0,0182;0,0304;0,0524;0,0858;0,1835;0,3079;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0898;0,1446;0,2104;0,0299;0,0472;0,0687;89387627;143935978;209433815;167,84963;331,29444;578,491785;0,33168292154313;0,32726479892529;0,326723120110636;0,0545;0,0799;0,1116;49,2639;49,2639;NA;38,455;38,44;NA;995407868;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0218197181894586;0,0395370316231607;0,0509227736758349;0,0613954605742436;0,0722363186374023;0,0843597472651499;0,0993047032588246;0,120031426298962;0,154613123318966;0,295779697157998;5880,15;8205,20000000001;10081,3;11993,9;14030,6;16403,1;19483,7;24053,5;32740,5;3923,47411443489;7109,28155845782;9156,58866982471;11039,7163801697;12989,0461386821;15168,999059529;17856,2999436843;21583,2390644804;27801,4858774372;53185,1041932999;NA;0,384284218994341;NA;NA;NA;0,268808222472421;1,70306448423925;5,56797020484171;2,33350676378772;0,241870480063382;0,250036137868913;0,280758043626679;0,342284942402597;0,11727890696131;0,235710184794551;0,673543685799335;0,993224467178063;0,250036137868913;0,268808222472421;0,268808222472421;0,268808222472421;0,268808222472421;0,82738738496861;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;4029;984;NA;NA;"OHI2003"
"AllCols164";"OHI";2004;0,0039;0,0053;0,0076;0,0128;0,0349;0,0819;0,1535;0,3373;0,5172;0,0032;0,0039;0,0049;0,007;0,0139;0,0278;0,0499;0,1143;0,193;3910985;5314928;7621406;12836053;34998299;82130680;153932349;338250040;518656747;1,168;2,70465;5,7232;14,0525;50,735;152,205;364,27;1251,585;2817,8;0,803375000000086;0,795210526315826;0,613378906250013;0,539097902097907;0,398844285714287;0,339391426511027;0,325936949238625;0,339099259598971;0,373285507235145;0,0025;0,0043;0,0064;0,0106;0,0222;0,0433;0,0756;0,1709;0,2926;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0892;0,1446;0,2117;0,03;0,0472;0,0689;89451241;145007281;212296275;170,601;335,60144;587,720445;0,336711899877806;0,327956402817061;0,324855496215555;0,0465;0,0718;0,1035;49,6699;49,6699;NA;38,95;38,94;NA;1002816603;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0218918365009538;0,0396542769862002;0,0510788799039728;0,0617580921774601;0,0726500063337929;0,0847878151879791;0,0998098367239402;0,120501915517299;0,154094500776606;0,293772839891796;5982,35;8281,84999999999;10223,65;12183,7;14213,1;16625,75;19702,7;24272,5;32704;3968,88345383835;7189,12749954055;9260,35242783953;11196,4416586551;13171,0927060358;15371,6184008597;18095,0378231947;21846,4110414674;27936,5833210523;53259,5866675165;NA;0,382248320613954;NA;NA;NA;0,265719816495941;1,68464068022384;5,46674801708359;2,30097586029789;0,237794106134259;0,245044271160531;0,274240760281634;0,333095654220978;0,115362925760118;0,233346098811973;0,67484141290237;0,993271025723724;0,245044271160531;0,265719816495941;0,265719816495941;0,265719816495941;0,265719816495941;0,816205432744695;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;4223;984;NA;NA;"OHI2004"
"AllCols165";"OHI";2005;0,004;0,0054;0,0074;0,0122;0,0346;0,0791;0,1494;0,3318;0,5105;0,0032;0,0039;0,0048;0,0068;0,0136;0,0271;0,0485;0,1115;0,1893;4041616;5456181;7476989;12326928;34959975;79922949;150954343;335252014;515811191;1,168;2,70465;5,6064;13,651;49,64;148,3725;354,05;1220,925;2763,78;0,779625000000086;0,776473684210562;0,681808035714301;0,563704545454551;0,386727142857144;0,342797046413502;0,325357214765101;0,335613754050598;0,371108713242243;0,0091;0,0112;0,0137;0,018;0,0297;0,0505;0,0821;0,1753;0,2953;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0885;0,1451;0,2111;0,0298;0,047;0,0686;89420745;146609606;213296264;171,42152;337,9535;591,67157;0,338734785994463;0,323974969368108;0,324854734549192;0,0546;0,0799;0,1116;50,3375;50,3375;NA;39,39;39,35;NA;1010403901;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0219127222941192;0,0396322537427424;0,0510541376789879;0,0615750174305281;0,0724177694741134;0,0844679335125235;0,099350212784978;0,119762535434462;0,153612362245568;0,296215055401977;6073,60000000001;8391,34999999998;10347,75;12293,2;14362,75;16782,7;19885,2;24455;33178,5;4026,06555345283;7281,70829062982;9380,2724422686;11313,2934056686;13305,4525687966;15519,4518016313;18253,800876633;22004,1951901276;28223,4873385575;54424,1475322342;NA;0,383757677851867;NA;NA;NA;0,267520229914166;1,70068341063252;5,46274038461537;2,31003811944091;0,240755013300975;0,249383965235528;0,281030031210423;0,344707959645729;0,11675482062364;0,234725150978279;0,675513526778659;0,993360248128882;0,249383965235528;0,267520229914166;0,267520229914166;0,267520229914166;0,267520229914166;0,830310736586886;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;4237;980;NA;NA;"OHI2005"
"AllCols166";"OHI";2006;0,0037;0,0051;0,007;0,0122;0,0324;0,0764;0,1443;0,322;0,5014;0,003;0,0038;0,0046;0,0064;0,013;0,026;0,0468;0,1079;0,1843;3769013;5195126;7130565;12427555;33004327;77825018;146991494;328005967;510752149;1,095;2,6353;5,3728;12,848;47,45;142,35;341,64;1181,505;2690,78;0,780625000000086;0,780578947368457;0,675468750000015;0,542265151515157;0,407990882250492;0,342760598526454;0,324949973651737;0,33503089003762;0,368424684721344;0,0021;0,0036;0,0056;0,0093;0,02;0,0397;0,0701;0,1601;0,2772;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0879;0,1442;0,211;0,0295;0,0467;0,0684;89539517;146889629;214935587;172,06465;340,56909;598,68468;0,334990529582544;0,324274247899637;0,324030706112353;0,0448;0,0699;0,1016;51,3633;51,3633;NA;39,96;39,93;NA;1018652072;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0218800396708565;0,0394112488667721;0,0508763035968034;0,0613437904551563;0,0720232432157097;0,0841247645364578;0,0990739516469823;0,119697754532678;0,153636948603037;0,297931954875548;6142,95;8511,80000000001;10519,3;12475,7;14574,45;17052,8;20264,8;24966;33835,5;4101,98330193528;7388,66506605316;9538,08818254798;11500,4912198414;13502,6327861543;15771,3781418514;18573,9926172975;22440,4616151672;28803,2474899656;55855,1045791862;NA;0,385682098530578;NA;NA;NA;0,269391881309935;1,7170744099265;5,50802139037433;2,32156273478588;0,242704009754147;0,251920814111728;0,284792375607479;0,351095626075455;0,117670427605152;0,236156139144359;0,678602722509677;0,99348961564012;0,251920814111728;0,269391881309935;0,269391881309935;0,269391881309935;0,269391881309935;0,837968526945321;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;4277;982;NA;NA;"OHI2006"
"AllCols167";"OHI";2007;0,0036;0,005;0,007;0,011;0,0301;0,0709;0,1352;0,302;0,4782;0,003;0,0036;0,0044;0,0063;0,0121;0,0242;0,0435;0,1008;0,1734;3698217;5136413;7190978;11300109;30921206;72834337;138888608;310239347;491246543;1,095;2,4966;5,1392;12,64725;44,165;132,495;317,55;1103,76;2531,64;0,775125000000086;0,743842105263194;0,648236607142872;0,57754545454546;0,403838333333335;0,341269014084507;0,322296851851852;0,333606125827815;0,362722888058775;0,002;0,0034;0,0053;0,0089;0,0187;0,0371;0,0652;0,1495;0,2603;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,088;0,1444;0,2103;0,0293;0,0465;0,0681;90400869;148339608;216037532;176,67314;350,482125;615,94407;0,332703816310808;0,323070184288405;0,324363253776087;0,0445;0,0696;0,1012;52,8161;52,8161;NA;41,3;41,28;NA;1027282607;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,022059467667515;0,0396450229300122;0,051190100604643;0,0618167559931111;0,0725113134624563;0,0846059703773697;0,0994699260933444;0,120021552087814;0,15379327640356;0,294886614380174;6340,05000000001;8814,75;10895,25;12928,3;15067,2;17603,95;20932,75;25696;34748,0000000001;4252,59693350097;7642,71855884442;9868,36437478884;11916,9578766583;13978,6414578202;16310,2344809759;19175,6895069162;23137,606584872;29648,0778903819;56847,8773352412;NA;0,382381459738178;NA;NA;NA;0,265262064045568;1,68785038358481;5,48071387449626;2,3062015503876;0,237931905421204;0,24527344921784;0,273895970211454;0,330711189494658;0,115427728234517;0,232995080776562;0,680133178829896;0,993670021288953;0,24527344921784;0,265262064045568;0,265262064045568;0,265262064045568;0,265262064045568;0,81327878306846;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;4271;975;NA;NA;"OHI2007"
"AllCols168";"OHI";2008;0,0044;0,0051;0,0073;0,0121;0,0321;0,0737;0,1385;0,3095;0,4857;0,0031;0,0038;0,0048;0,0068;0,0129;0,0254;0,0452;0,1039;0,1778;4560282;5285781;7565922;12540775;33269328;76384719;143545232;320774364;503392919;1,1315;2,6353;5,6064;13,651;47,085;139,065;329,96;1137,705;2595,88;0,794125000000086;0,780263157894773;0,684709821428587;0,562780303030308;0,403510937500001;0,342994144144144;0,327475905797102;0,334890869492396;0,365621770499897;0,0023;0,0041;0,0062;0,0102;0,0207;0,0398;0,0689;0,1555;0,2686;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0889;0,1449;0,2112;0,03;0,0472;0,0689;92138420;150178369;218893524;178,8135;351,79576;616,13825;0,336537495613643;0,325368469046574;0,326413596339933;0,0465;0,0718;0,1036;52,098;52,098;NA;40,835;40,79;NA;1036427669;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0218841747256769;0,0396224123440254;0,0512244038629218;0,061819542847336;0,0726344540669905;0,0848208473344357;0,0999229993460539;0,120389845057431;0,154229321940156;0,293451998474972;6267,05000000001;8686,99999999999;10741,95;12756,75;14888,35;17443,35;20706,45;25477;34310;4161,44433223286;7534,50679979148;9740,71482244433;11755,4620829009;13812,0007261346;16129,3372411674;19001,1277327471;22893,0560394775;29327,8931326996;55802,1570904042;NA;0,381778967534726;NA;NA;NA;0,266866740808616;1,68118648577093;5,47466511357018;2,30448639372395;0,238675047702579;0,24585854842742;0,274773430716226;0,332677756631143;0,11577716270155;0,23422488876154;0,680760334995699;0,993597283776009;0,24585854842742;0,266866740808616;0,266866740808616;0,266866740808616;0,266866740808616;0,815693271556341;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;4219;980;NA;NA;"OHI2008"
"AllCols169";"OHI";2009;0,0036;0,0052;0,0063;0,0112;0,0285;0,067;0,1293;0,3002;0,4775;0,0029;0,0035;0,0044;0,0063;0,0119;0,0232;0,0415;0,0984;0,1713;3760316;5431568;6580553;11698762;29769170;69983664;135058026;313568595;498764171;1,0585;2,42725;5,1392;12,64725;43,435;127,02;302,95;1077,48;2500,98;0,726;0,704421052631579;0,733489583333333;0,56895867768595;0,425757142857143;0,345972139303483;0,321516279069767;0,32767497670552;0,359044637727996;0,0064;0,0082;0,0105;0,0146;0,0246;0,0421;0,0691;0,1522;0,2629;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0836;0,14;0,2082;0,0281;0,0447;0,0662;87322900;146234521;217471624;169,950205;337,894005;600,45055;0,33866691873105;0,319097744360902;0,317811671001924;0,0495;0,0738;0,1049;52,3856;52,3856;NA;41,415;41,38;NA;1044532296;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0227680483470314;0,0405509939141971;0,0519000582563234;0,0624349978481731;0,0732617729671082;0,0854540637544788;0,1005841815186;0,121216783680787;0,154491497197203;0,287337602516098;6497,00000000001;8884,10000000001;10931,75;12935,6;15103,7;17673,3;20976,55;25732,5;34419,5;4353,4202382321;7753,65173578921;9923,67727504246;11938,0361049547;14008,196058902;16339,4527680907;19232,4438526669;23177,5508926371;29539,9236808443;54941,0873928406;NA;0,374690464306329;NA;NA;NA;0,253444281110446;1,61739923345069;5,29775280898876;2,27887868535524;0,227654172166561;0,233097151653718;0,257656058977995;0,306917375171471;0,110587934701728;0,223877011568542;0,605483366962096;0,987378883092007;0,233097151653718;0,253444281110446;0,253444281110446;0,253444281110446;0,253444281110446;0,783476068774881;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;4428;981;NA;NA;"OHI2009"
"AllCols170";"OHI";2010;0,0044;0,005;0,0073;0,0118;0,0284;0,0635;0,1247;0,2958;0,4727;0,0033;0,004;0,0049;0,0068;0,0124;0,023;0,0402;0,0958;0,1683;4628631;5259808;7679320;12413147;29875710;66799562;131179612;311170243;497262251;1,2045;2,774;5,7232;13,651;45,26;125,925;293,46;1049,01;2457,18;0,804625000000086;0,801631578947404;0,693861607142872;0,562537878787884;0,442955357142858;0,358528645833334;0,324354058832406;0,323338746160402;0,355788481284586;0,0024;0,004;0,0061;0,0098;0,0196;0,0361;0,0616;0,1422;0,2514;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0808;0,1368;0,2044;0,0278;0,0437;0,0646;84998498;143908348;215020952;168,74461;331,610895;588,29605;0,342759626734371;0,318593676038932;0,316609309973745;0,0433;0,0665;0,0968;52,2294;52,2294;NA;41,585;41,58;NA;1051961605;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0231176053713809;0,0413394161958567;0,0526046730273145;0,0630764533483964;0,0739099067485716;0,0861211434731091;0,101479651087172;0,122016149431892;0,15544975676008;0,280885244556226;6628,4;9000,89999999999;11023;13030,5;15176,7;17760,9;21086,05;25732,5;34638,5;4407,0781016416;7880,83510054855;10028,4133593568;12024,7253906788;14089,9858048985;16417,9031258376;19345,8077029971;23260,830504254;29634,523468896;53547,2074408911;NA;0,368231307282327;NA;NA;NA;0,251643808450348;1,55927685370222;5,22577092511013;2,28234728234728;0,222192112103942;0,225884225024435;0,24743193982912;0,290811453432992;0,108010472634395;0,222478364612027;0,677630803268168;0,99363248657882;0,225884225024435;0,251643808450348;0,251643808450348;0,251643808450348;0,251643808450348;0,762642056843172;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;4140;983;NA;NA;"OHI2010"
"AllCols171";"OHI";2011;0,0039;0,0056;0,0078;0,0126;0,0299;0,0656;0,1296;0,3;0,4785;0,0034;0,0041;0,0052;0,0072;0,0132;0,0241;0,042;0,0985;0,1717;4122736;5919825;8245471;13319607;31607639;69346527;137001675;317133506;505827942;1,241;2,84335;6,0736;14,454;48,18;131,9475;306,6;1078,575;2506,82;0,839625000000086;0,686271929824591;0,645800781250013;0,553391608391613;0,440358333333334;0,365007575757576;0,325216085271318;0,328024166666667;0,358998848424066;0,0023;0,0039;0,0061;0,0101;0,0205;0,0377;0,0641;0,1465;0,2572;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0822;0,1386;0,2053;0,0287;0,0448;0,066;86894581;146515680;217025029;173,05526;337,50528;596,7093;0,349699920274021;0,322342416764263;0,321655326565377;0,0446;0,0682;0,0989;52,2668;52,2668;NA;41,29;41,28;NA;1057111686;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,0226093931585791;0,0407059811687618;0,0521063050828448;0,0625244388647895;0,0732491090676044;0,0854493006978542;0,100844429729456;0,121546663112934;0,155383973772416;0,28558040534476;6515,25000000001;8909,64999999999;10939,05;12917,35;15067,2;17651,4;20972,9;25769;34638,5;4313,28030074401;7765,63552441275;9940,51886673971;11928,0260455924;13974,0123484235;16301,4895104583;19238,4770852099;23187,9212303074;29643,1942433437;54481,2648447683;NA;0,373624072668612;NA;NA;NA;0,259080341321579;1,60487010401351;5,31652661064426;2,29893410852713;0,22961302619055;0,234607923592161;0,259269932808729;0,308955326611993;0,111511379233001;0,228238983747106;0,679636741834879;0,993632717552862;0,234607923592161;0,259080341321579;0,259080341321579;0,259080341321579;0,259080341321579;0,78607293123729;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;0;0;4433;985;NA;NA;"OHI2011"
