dataset,variable,eq,percentile,thr,share
de96,dhi,0,40,        14548.67,   7.2938
de96,dhi,0,50,        16421.30,   8.2596
de96,dhi,0,60,        18558.44,   9.3171
de96,dhi,0,70,        21118.03,  10.5649
de96,dhi,0,80,        24981.16,  12.2620
de96,dhi,0,90,        31113.96,  14.7292
de96,dhi,0,100,               .,  22.3463
de96,dhci,0,10,         8860.26,   3.5896
de96,dhci,0,20,        10965.13,   5.3058
de96,dhci,0,30,        12652.30,   6.3317
de96,dhci,0,40,        14548.67,   7.2938
de96,dhci,0,50,        16421.30,   8.2596
de96,dhci,0,60,        18558.44,   9.3171
de96,dhci,0,70,        21118.03,  10.5649
de96,dhci,0,80,        24981.16,  12.2620
de96,dhci,0,90,        31113.96,  14.7292
de96,dhci,0,100,               .,  22.3463
de96,mi,0,10,          266.46,   0.0356
de96,mi,0,20,         3451.43,   0.6881
de96,mi,0,30,         8783.59,   3.0223
de96,mi,0,40,        12590.71,   5.2718
de96,mi,0,50,        16194.65,   7.1230
de96,mi,0,60,        20275.78,   8.9600
de96,mi,0,70,        25263.21,  11.1294
de96,mi,0,80,        32312.20,  14.0153
de96,mi,0,90,        44645.95,  18.4914
de96,mi,0,100,               .,  31.2631
de96,hcexp,0,10,.,.
de96,hcexp,0,20,.,.
de96,hcexp,0,30,.,.
de96,hcexp,0,40,.,.
de96,hcexp,0,50,.,.
de96,hcexp,0,60,.,.
de96,hcexp,0,70,.,.
de96,hcexp,0,80,.,.
de96,hcexp,0,90,.,.
de96,hcexp,0,100,.,.
de97,dhi,0,10,         8588.12,   3.5688
de97,dhi,0,20,        10743.92,   5.2289
de97,dhi,0,30,        12526.26,   6.3028
de97,dhi,0,40,        14194.49,   7.2132
de97,dhi,0,50,        16177.80,   8.1937
de97,dhi,0,60,        18458.54,   9.3663
de97,dhi,0,70,        21009.99,  10.5927
de97,dhi,0,80,        24636.60,  12.2794
de97,dhi,0,90,        30658.48,  14.8233
de97,dhi,0,100,               .,  22.4310
de97,dhci,0,10,         8588.12,   3.5688
de97,dhci,0,20,        10743.92,   5.2289
de97,dhci,0,30,        12526.26,   6.3028
de97,dhci,0,40,        14194.49,   7.2132
de97,dhci,0,50,        16177.80,   8.1937
de97,dhci,0,60,        18458.54,   9.3663
de97,dhci,0,70,        21009.99,  10.5927
de97,dhci,0,80,        24636.60,  12.2794
de97,dhci,0,90,        30658.48,  14.8233
de97,dhci,0,100,               .,  22.4310
de97,mi,0,10,          223.58,   0.0304
de97,mi,0,20,         2858.05,   0.5865
de97,mi,0,30,         8623.96,   2.8368
de97,mi,0,40,        12511.47,   5.2208
de97,mi,0,50,        16070.18,   7.0623
de97,mi,0,60,        19969.90,   8.8813
de97,mi,0,70,        25115.54,  11.1434
de97,mi,0,80,        32283.55,  14.0873
de97,mi,0,90,        44083.17,  18.6756
de97,mi,0,100,               .,  31.4756
de97,hcexp,0,10,.,.
de97,hcexp,0,20,.,.
de97,hcexp,0,30,.,.
de97,hcexp,0,40,.,.
de97,hcexp,0,50,.,.
de97,hcexp,0,60,.,.
de97,hcexp,0,70,.,.
de97,hcexp,0,80,.,.
de97,hcexp,0,90,.,.
de97,hcexp,0,100,.,.
de98,dhi,0,10,         8989.21,   3.6119
de98,dhi,0,20,        11112.30,   5.3215
de98,dhi,0,30,        12922.26,   6.3241
de98,dhi,0,40,        14611.02,   7.2222
de98,dhi,0,50,        16584.54,   8.1480
de98,dhi,0,60,        18833.56,   9.3163
de98,dhi,0,70,        21654.07,  10.6126
de98,dhi,0,80,        25542.31,  12.3236
de98,dhi,0,90,        31673.55,  14.8523
de98,dhi,0,100,               .,  22.2674
de98,dhci,0,10,         8989.21,   3.6119
de98,dhci,0,20,        11112.30,   5.3215
de98,dhci,0,30,        12922.26,   6.3241
de98,dhci,0,40,        14611.02,   7.2222
de98,dhci,0,50,        16584.54,   8.1480
de98,dhci,0,60,        18833.56,   9.3163
de98,dhci,0,70,        21654.07,  10.6126
de98,dhci,0,80,        25542.31,  12.3236
de98,dhci,0,90,        31673.55,  14.8523
de98,dhci,0,100,               .,  22.2674
de98,mi,0,10,          250.07,   0.0318
de98,mi,0,20,         3664.73,   0.7027
de98,mi,0,30,         8724.97,   2.9921
de98,mi,0,40,        12855.46,   5.2125
de98,mi,0,50,        16399.64,   7.0437
de98,mi,0,60,        20368.47,   8.8081
de98,mi,0,70,        25661.51,  10.9811
de98,mi,0,80,        33765.35,  14.1226
de98,mi,0,90,        45413.08,  18.8253
de98,mi,0,100,               .,  31.2799
de98,hcexp,0,10,.,.
de98,hcexp,0,20,.,.
de98,hcexp,0,30,.,.
de98,hcexp,0,40,.,.
de98,hcexp,0,50,.,.
de98,hcexp,0,60,.,.
de98,hcexp,0,70,.,.
de98,hcexp,0,80,.,.
de98,hcexp,0,90,.,.
de98,hcexp,0,100,.,.
de99,dhi,0,10,         9155.87,   3.4797
de99,dhi,0,20,        11278.01,   5.2364
de99,dhi,0,30,        13134.54,   6.2277
de99,dhi,0,40,        14926.68,   7.1778
de99,dhi,0,50,        16847.17,   8.1493
de99,dhi,0,60,        19115.09,   9.1353
de99,dhi,0,70,        22072.56,  10.4724
de99,dhi,0,80,        26079.57,  12.2029
de99,dhi,0,90,        32641.58,  14.7619
de99,dhi,0,100,               .,  23.1565
de99,dhci,0,10,         9155.87,   3.4797
de99,dhci,0,20,        11278.01,   5.2364
de99,dhci,0,30,        13134.54,   6.2277
de99,dhci,0,40,        14926.68,   7.1778
de99,dhci,0,50,        16847.17,   8.1493
de99,dhci,0,60,        19115.09,   9.1353
de99,dhci,0,70,        22072.56,  10.4724
de99,dhci,0,80,        26079.57,  12.2029
de99,dhci,0,90,        32641.58,  14.7619
de99,dhci,0,100,               .,  23.1565
de99,mi,0,10,          238.90,   0.0298
de99,mi,0,20,         3539.74,   0.6497
de99,mi,0,30,         9283.28,   2.9763
de99,mi,0,40,        13204.59,   5.1903
de99,mi,0,50,        17101.05,   6.9324
de99,mi,0,60,        21263.96,   8.7731
de99,mi,0,70,        26365.71,  10.8512
de99,mi,0,80,        34739.02,  13.8555
de99,mi,0,90,        47390.90,  18.5930
de99,mi,0,100,               .,  32.1488
de99,hcexp,0,10,.,.
de99,hcexp,0,20,.,.
de99,hcexp,0,30,.,.
de99,hcexp,0,40,.,.
de99,hcexp,0,50,.,.
de99,hcexp,0,60,.,.
de99,hcexp,0,70,.,.
de99,hcexp,0,80,.,.
de99,hcexp,0,90,.,.
de99,hcexp,0,100,.,.
de00,dhi,0,10,         9208.69,   3.5326
de00,dhi,0,20,        11447.20,   5.2223
de00,dhi,0,30,        13388.73,   6.2513
de00,dhi,0,40,        15331.05,   7.2094
de00,dhi,0,50,        17264.60,   8.1698
de00,dhi,0,60,        19544.62,   9.2173
de00,dhi,0,70,        22515.99,  10.5154
de00,dhi,0,80,        26363.12,  12.2112
de00,dhi,0,90,        33419.52,  14.7674
de00,dhi,0,100,               .,  22.9033
de00,dhci,0,10,         9208.69,   3.5326
de00,dhci,0,20,        11447.20,   5.2223
de00,dhci,0,30,        13388.73,   6.2513
de00,dhci,0,40,        15331.05,   7.2094
de00,dhci,0,50,        17264.60,   8.1698
de00,dhci,0,60,        19544.62,   9.2173
de00,dhci,0,70,        22515.99,  10.5154
de00,dhci,0,80,        26363.12,  12.2112
de00,dhci,0,90,        33419.52,  14.7674
de00,dhci,0,100,               .,  22.9033
de00,mi,0,10,          245.09,   0.0297
de00,mi,0,20,         3281.92,   0.6085
de00,mi,0,30,         8959.48,   2.8887
de00,mi,0,40,        13212.29,   5.1179
de00,mi,0,50,        16969.22,   6.9492
de00,mi,0,60,        21184.38,   8.7696
de00,mi,0,70,        26263.73,  10.9365
de00,mi,0,80,        34111.94,  13.7551
de00,mi,0,90,        47237.75,  18.4638
de00,mi,0,100,               .,  32.4811
de00,hcexp,0,10,.,.
de00,hcexp,0,20,.,.
de00,hcexp,0,30,.,.
de00,hcexp,0,40,.,.
de00,hcexp,0,50,.,.
de00,hcexp,0,60,.,.
de00,hcexp,0,70,.,.
de00,hcexp,0,80,.,.
de00,hcexp,0,90,.,.
de00,hcexp,0,100,.,.
de01,dhi,0,10,         9071.83,   3.4402
de01,dhi,0,20,        11368.08,   5.1731
de01,dhi,0,30,        13112.62,   6.1526
de01,dhi,0,40,        14892.70,   7.0235
de01,dhi,0,50,        16877.48,   7.9581
de01,dhi,0,60,        19192.60,   9.0371
de01,dhi,0,70,        22115.56,  10.3351
de01,dhi,0,80,        26367.71,  12.0783
de01,dhi,0,90,        33700.95,  14.8740
de01,dhi,0,100,               .,  23.9280
de01,dhci,0,10,         9071.83,   3.4402
de01,dhci,0,20,        11368.08,   5.1731
de01,dhci,0,30,        13112.62,   6.1526
de01,dhci,0,40,        14892.70,   7.0235
de01,dhci,0,50,        16877.48,   7.9581
de01,dhci,0,60,        19192.60,   9.0371
de01,dhci,0,70,        22115.56,  10.3351
de01,dhci,0,80,        26367.71,  12.0783
de01,dhci,0,90,        33700.95,  14.8740
de01,dhci,0,100,               .,  23.9280
de01,mi,0,10,          289.63,   0.0323
de01,mi,0,20,         3086.57,   0.6748
de01,mi,0,30,         8346.44,   2.6279
de01,mi,0,40,        12532.57,   4.8853
de01,mi,0,50,        16044.20,   6.6170
de01,mi,0,60,        19893.47,   8.3153
de01,mi,0,70,        25343.04,  10.4416
de01,mi,0,80,        33357.30,  13.4548
de01,mi,0,90,        48217.13,  18.5054
de01,mi,0,100,               .,  34.4457
de01,hcexp,0,10,.,.
de01,hcexp,0,20,.,.
de01,hcexp,0,30,.,.
de01,hcexp,0,40,.,.
de01,hcexp,0,50,.,.
de01,hcexp,0,60,.,.
de01,hcexp,0,70,.,.
de01,hcexp,0,80,.,.
de01,hcexp,0,90,.,.
de01,hcexp,0,100,.,.
de02,dhi,0,10,         9216.42,   3.4070
de02,dhi,0,20,        11510.15,   5.1559
de02,dhi,0,30,        13345.72,   6.1293
de02,dhi,0,40,        15235.93,   7.0407
de02,dhi,0,50,        17238.83,   7.9933
de02,dhi,0,60,        19575.93,   9.0915
de02,dhi,0,70,        22776.20,  10.4127
de02,dhi,0,80,        27000.16,  12.1901
de02,dhi,0,90,        34050.57,  14.8916
de02,dhi,0,100,               .,  23.6879
de02,dhci,0,10,         9216.42,   3.4070
de02,dhci,0,20,        11510.15,   5.1559
de02,dhci,0,30,        13345.72,   6.1293
de02,dhci,0,40,        15235.93,   7.0407
de02,dhci,0,50,        17238.83,   7.9933
de02,dhci,0,60,        19575.93,   9.0915
de02,dhci,0,70,        22776.20,  10.4127
de02,dhci,0,80,        27000.16,  12.1901
de02,dhci,0,90,        34050.57,  14.8916
de02,dhci,0,100,               .,  23.6879
de02,mi,0,10,          205.31,   0.0234
de02,mi,0,20,         2653.86,   0.5049
de02,mi,0,30,         7651.62,   2.3906
de02,mi,0,40,        12374.24,   4.7399
de02,mi,0,50,        16189.91,   6.6060
de02,mi,0,60,        20299.13,   8.3742
de02,mi,0,70,        25779.13,  10.5841
de02,mi,0,80,        34080.93,  13.6267
de02,mi,0,90,        48903.16,  18.8707
de02,mi,0,100,               .,  34.2796
de02,hcexp,0,10,.,.
de02,hcexp,0,20,.,.
de02,hcexp,0,30,.,.
de02,hcexp,0,40,.,.
de02,hcexp,0,50,.,.
de02,hcexp,0,60,.,.
de02,hcexp,0,70,.,.
de02,hcexp,0,80,.,.
de02,hcexp,0,90,.,.
de02,hcexp,0,100,.,.
de03,dhi,0,10,         9027.51,   3.3734
de03,dhi,0,20,        11445.19,   5.1607
de03,dhi,0,30,        13433.45,   6.2187
de03,dhi,0,40,        15299.21,   7.1341
de03,dhi,0,50,        17180.77,   8.1519
de03,dhi,0,60,        19404.19,   9.0731
de03,dhi,0,70,        22254.79,  10.3609
de03,dhi,0,80,        26439.60,  12.0971
de03,dhi,0,90,        33938.33,  14.8510
de03,dhi,0,100,               .,  23.5790
de03,dhci,0,10,         9027.51,   3.3734
de03,dhci,0,20,        11445.19,   5.1607
de03,dhci,0,30,        13433.45,   6.2187
de03,dhci,0,40,        15299.21,   7.1341
de03,dhci,0,50,        17180.77,   8.1519
de03,dhci,0,60,        19404.19,   9.0731
de03,dhci,0,70,        22254.79,  10.3609
de03,dhci,0,80,        26439.60,  12.0971
de03,dhci,0,90,        33938.33,  14.8510
de03,dhci,0,100,               .,  23.5790
de03,mi,0,10,          224.60,   0.0262
de03,mi,0,20,         2497.29,   0.4974
de03,mi,0,30,         7462.06,   2.2633
de03,mi,0,40,        12161.76,   4.6213
de03,mi,0,50,        15989.04,   6.5744
de03,mi,0,60,        20268.58,   8.4249
de03,mi,0,70,        25298.67,  10.5986
de03,mi,0,80,        33133.15,  13.4730
de03,mi,0,90,        47754.76,  18.4860
de03,mi,0,100,               .,  35.0350
de03,hcexp,0,10,.,.
de03,hcexp,0,20,.,.
de03,hcexp,0,30,.,.
de03,hcexp,0,40,.,.
de03,hcexp,0,50,.,.
de03,hcexp,0,60,.,.
de03,hcexp,0,70,.,.
de03,hcexp,0,80,.,.
de03,hcexp,0,90,.,.
de03,hcexp,0,100,.,.
de04,dhi,0,10,         9145.90,   3.4146
de04,dhi,0,20,        11591.30,   5.1611
de04,dhi,0,30,        13382.66,   6.1354
de04,dhi,0,40,        15183.42,   7.0492
de04,dhi,0,50,        17295.02,   7.9973
de04,dhi,0,60,        19643.81,   9.1216
de04,dhi,0,70,        22668.62,  10.3571
de04,dhi,0,80,        26915.61,  12.1863
de04,dhi,0,90,        34315.52,  14.9004
de04,dhi,0,100,               .,  23.6771
de04,dhci,0,10,         9145.90,   3.4146
de04,dhci,0,20,        11591.30,   5.1611
de04,dhci,0,30,        13382.66,   6.1354
de04,dhci,0,40,        15183.42,   7.0492
de04,dhci,0,50,        17295.02,   7.9973
de04,dhci,0,60,        19643.81,   9.1216
de04,dhci,0,70,        22668.62,  10.3571
de04,dhci,0,80,        26915.61,  12.1863
de04,dhci,0,90,        34315.52,  14.9004
de04,dhci,0,100,               .,  23.6771
de04,mi,0,10,          195.37,   0.0244
de04,mi,0,20,         2382.73,   0.4759
de04,mi,0,30,         7095.74,   2.2469
de04,mi,0,40,        12015.47,   4.5550
de04,mi,0,50,        15835.28,   6.6149
de04,mi,0,60,        19762.16,   8.3729
de04,mi,0,70,        25076.90,  10.5655
de04,mi,0,80,        32911.89,  13.5433
de04,mi,0,90,        47819.92,  18.7686
de04,mi,0,100,               .,  34.8326
de04,hcexp,0,10,.,.
de04,hcexp,0,20,.,.
de04,hcexp,0,30,.,.
de04,hcexp,0,40,.,.
de04,hcexp,0,50,.,.
de04,hcexp,0,60,.,.
de04,hcexp,0,70,.,.
de04,hcexp,0,80,.,.
de04,hcexp,0,90,.,.
de04,hcexp,0,100,.,.
de05,dhi,0,10,         8865.29,   3.2522
de05,dhi,0,20,        11114.89,   4.9237
de05,dhi,0,30,        13050.05,   5.9486
de05,dhi,0,40,        14862.22,   6.8562
de05,dhi,0,50,        17054.74,   7.8395
de05,dhi,0,60,        19450.75,   8.9557
de05,dhi,0,70,        22314.42,  10.2584
de05,dhi,0,80,        26727.58,  11.9751
de05,dhi,0,90,        35286.77,  14.9699
de05,dhi,0,100,               .,  25.0207
de05,dhci,0,10,         8865.29,   3.2522
de05,dhci,0,20,        11114.89,   4.9237
de05,dhci,0,30,        13050.05,   5.9486
de05,dhci,0,40,        14862.22,   6.8562
de05,dhci,0,50,        17054.74,   7.8395
de05,dhci,0,60,        19450.75,   8.9557
de05,dhci,0,70,        22314.42,  10.2584
de05,dhci,0,80,        26727.58,  11.9751
de05,dhci,0,90,        35286.77,  14.9699
de05,dhci,0,100,               .,  25.0207
de05,mi,0,10,          144.29,   0.0141
de05,mi,0,20,         1798.61,   0.3463
de05,mi,0,30,         6337.81,   1.9015
de05,mi,0,40,        11172.01,   4.2234
de05,mi,0,50,        15111.59,   6.3324
de05,mi,0,60,        19346.42,   8.2774
de05,mi,0,70,        24686.76,  10.4696
de05,mi,0,80,        32472.68,  13.6513
de05,mi,0,90,        47572.93,  18.7329
de05,mi,0,100,               .,  36.0510
de05,hcexp,0,10,.,.
de05,hcexp,0,20,.,.
de05,hcexp,0,30,.,.
de05,hcexp,0,40,.,.
de05,hcexp,0,50,.,.
de05,hcexp,0,60,.,.
de05,hcexp,0,70,.,.
de05,hcexp,0,80,.,.
de05,hcexp,0,90,.,.
de05,hcexp,0,100,.,.
de06,dhi,0,10,         9016.34,   3.3320
de06,dhi,0,20,        11409.01,   5.0099
de06,dhi,0,30,        13245.50,   6.0134
de06,dhi,0,40,        15149.37,   6.8778
de06,dhi,0,50,        17201.24,   7.8778
de06,dhi,0,60,        19522.16,   8.9256
de06,dhi,0,70,        22824.22,  10.2830
de06,dhi,0,80,        27246.43,  12.1012
de06,dhi,0,90,        35093.56,  14.9389
de06,dhi,0,100,               .,  24.6404
de06,dhci,0,10,         9016.34,   3.3320
de06,dhci,0,20,        11409.01,   5.0099
de06,dhci,0,30,        13245.50,   6.0134
de06,dhci,0,40,        15149.37,   6.8778
de06,dhci,0,50,        17201.24,   7.8778
de06,dhci,0,60,        19522.16,   8.9256
de06,dhci,0,70,        22824.22,  10.2830
de06,dhci,0,80,        27246.43,  12.1012
de06,dhci,0,90,        35093.56,  14.9389
de06,dhci,0,100,               .,  24.6404
de06,mi,0,10,          160.26,   0.0158
de06,mi,0,20,         1843.04,   0.3827
de06,mi,0,30,         6493.63,   1.9037
de06,mi,0,40,        11513.06,   4.3325
de06,mi,0,50,        15648.37,   6.5098
de06,mi,0,60,        20105.91,   8.4321
de06,mi,0,70,        25086.74,  10.6244
de06,mi,0,80,        33236.68,  13.6571
de06,mi,0,90,        48385.32,  18.9206
de06,mi,0,100,               .,  35.2215
de06,hcexp,0,10,.,.
de06,hcexp,0,20,.,.
de06,hcexp,0,30,.,.
de06,hcexp,0,40,.,.
de06,hcexp,0,50,.,.
de06,hcexp,0,60,.,.
de06,hcexp,0,70,.,.
de06,hcexp,0,80,.,.
de06,hcexp,0,90,.,.
de06,hcexp,0,100,.,.
de07,dhi,0,10,         9142.05,   3.3765
de07,dhi,0,20,        11510.52,   4.9990
de07,dhi,0,30,        13356.31,   6.0246
de07,dhi,0,40,        15350.78,   6.9140
de07,dhi,0,50,        17426.72,   7.8982
de07,dhi,0,60,        19755.31,   8.9768
de07,dhi,0,70,        22845.86,  10.2430
de07,dhi,0,80,        27139.88,  11.9936
de07,dhi,0,90,        35087.96,  14.8188
de07,dhi,0,100,               .,  24.7554
de07,dhci,0,10,         9142.05,   3.3765
de07,dhci,0,20,        11510.52,   4.9990
de07,dhci,0,30,        13356.31,   6.0246
de07,dhci,0,40,        15350.78,   6.9140
de07,dhci,0,50,        17426.72,   7.8982
de07,dhci,0,60,        19755.31,   8.9768
de07,dhci,0,70,        22845.86,  10.2430
de07,dhci,0,80,        27139.88,  11.9936
de07,dhci,0,90,        35087.96,  14.8188
de07,dhci,0,100,               .,  24.7554
de07,mi,0,10,          182.30,   0.0194
de07,mi,0,20,         2182.61,   0.4258
de07,mi,0,30,         6689.07,   2.0281
de07,mi,0,40,        11882.24,   4.4020
de07,mi,0,50,        15939.55,   6.5168
de07,mi,0,60,        20407.60,   8.4880
de07,mi,0,70,        25391.41,  10.6212
de07,mi,0,80,        33044.68,  13.4956
de07,mi,0,90,        47464.88,  18.3965
de07,mi,0,100,               .,  35.6066
de07,hcexp,0,10,.,.
de07,hcexp,0,20,.,.
de07,hcexp,0,30,.,.
de07,hcexp,0,40,.,.
de07,hcexp,0,50,.,.
de07,hcexp,0,60,.,.
de07,hcexp,0,70,.,.
de07,hcexp,0,80,.,.
de07,hcexp,0,90,.,.
de07,hcexp,0,100,.,.
de08,dhi,0,10,         9126.25,   3.4032
de08,dhi,0,20,        11467.83,   5.0541
de08,dhi,0,30,        13363.12,   6.0348
de08,dhi,0,40,        15155.99,   6.9058
de08,dhi,0,50,        17277.38,   7.8399
de08,dhi,0,60,        19836.38,   8.9806
de08,dhi,0,70,        22944.23,  10.2653
de08,dhi,0,80,        27238.13,  12.0616
de08,dhi,0,90,        34884.36,  14.7878
de08,dhi,0,100,               .,  24.6671
de08,dhci,0,10,         9126.25,   3.4032
de08,dhci,0,20,        11467.83,   5.0541
de08,dhci,0,30,        13363.12,   6.0348
de08,dhci,0,40,        15155.99,   6.9058
de08,dhci,0,50,        17277.38,   7.8399
de08,dhci,0,60,        19836.38,   8.9806
de08,dhci,0,70,        22944.23,  10.2653
de08,dhci,0,80,        27238.13,  12.0616
de08,dhci,0,90,        34884.36,  14.7878
de08,dhci,0,100,               .,  24.6671
de08,mi,0,10,          191.51,   0.0198
de08,mi,0,20,         2469.49,   0.4877
de08,mi,0,30,         7095.18,   2.2131
de08,mi,0,40,        12027.09,   4.4929
de08,mi,0,50,        16235.19,   6.5639
de08,mi,0,60,        20237.44,   8.4169
de08,mi,0,70,        25437.31,  10.5879
de08,mi,0,80,        33491.20,  13.6229
de08,mi,0,90,        47915.95,  18.6682
de08,mi,0,100,               .,  34.9268
de08,hcexp,0,10,.,.
de08,hcexp,0,20,.,.
de08,hcexp,0,30,.,.
de08,hcexp,0,40,.,.
de08,hcexp,0,50,.,.
de08,hcexp,0,60,.,.
de08,hcexp,0,70,.,.
de08,hcexp,0,80,.,.
de08,hcexp,0,90,.,.
de08,hcexp,0,100,.,.
de09,dhi,0,10,         9000.04,   3.3346
de09,dhi,0,20,        11612.39,   4.9829
de09,dhi,0,30,        13528.07,   6.0956
de09,dhi,0,40,        15526.53,   6.9681
de09,dhi,0,50,        17715.32,   8.0034
de09,dhi,0,60,        20233.83,   9.1027
de09,dhi,0,70,        23156.99,  10.3751
de09,dhi,0,80,        27755.46,  12.2210
de09,dhi,0,90,        34837.16,  14.8476
de09,dhi,0,100,               .,  24.0690
de09,dhci,0,10,         9000.04,   3.3346
de09,dhci,0,20,        11612.39,   4.9829
de09,dhci,0,30,        13528.07,   6.0956
de09,dhci,0,40,        15526.53,   6.9681
de09,dhci,0,50,        17715.32,   8.0034
de09,dhci,0,60,        20233.83,   9.1027
de09,dhci,0,70,        23156.99,  10.3751
de09,dhci,0,80,        27755.46,  12.2210
de09,dhci,0,90,        34837.16,  14.8476
de09,dhci,0,100,               .,  24.0690
de09,mi,0,10,          174.31,   0.0177
de09,mi,0,20,         2212.08,   0.4501
de09,mi,0,30,         6839.61,   2.0948
de09,mi,0,40,        11620.69,   4.3378
de09,mi,0,50,        16116.79,   6.5328
de09,mi,0,60,        20690.82,   8.6413
de09,mi,0,70,        25928.89,  10.9043
de09,mi,0,80,        33968.73,  13.9914
de09,mi,0,90,        47774.86,  19.0705
de09,mi,0,100,               .,  33.9593
de09,hcexp,0,10,.,.
de09,hcexp,0,20,.,.
de09,hcexp,0,30,.,.
de09,hcexp,0,40,.,.
de09,hcexp,0,50,.,.
de09,hcexp,0,60,.,.
de09,hcexp,0,70,.,.
de09,hcexp,0,80,.,.
de09,hcexp,0,90,.,.
de09,hcexp,0,100,.,.
de10,dhi,0,10,         9172.07,   3.3406
de10,dhi,0,20,        11626.82,   5.0098
de10,dhi,0,30,        13689.27,   6.0762
de10,dhi,0,40,        15718.48,   7.0426
de10,dhi,0,50,        17751.79,   8.0227
de10,dhi,0,60,        20218.86,   9.0793
de10,dhi,0,70,        23172.36,  10.4087
de10,dhi,0,80,        27676.84,  12.1276
de10,dhi,0,90,        35154.66,  14.8355
de10,dhi,0,100,               .,  24.0570
de10,dhci,0,10,         9172.07,   3.3406
de10,dhci,0,20,        11626.82,   5.0098
de10,dhci,0,30,        13689.27,   6.0762
de10,dhci,0,40,        15718.48,   7.0426
de10,dhci,0,50,        17751.79,   8.0227
de10,dhci,0,60,        20218.86,   9.0793
de10,dhci,0,70,        23172.36,  10.4087
