dataset,variable,eq,povline,fgt0,fgt1,fgt2,meanpoor,meangap
ru15,dhi,0,2000,    30.57,     9.90,   0.0464,  4935.04,  2364.96
ru15,dhi,0,3000,    54.83,    21.01,   0.1081,  6754.15,  4195.85
ru15,dhi,0,4000,    71.90,    31.68,   0.1776,  8166.20,  6433.80
ru15,dhci,0,100,     0.08,     0.03,   0.0001,   221.96,   143.04
ru15,dhci,0,215,     0.27,     0.11,   0.0006,   472.37,   312.38
ru15,dhci,0,365,     0.79,     0.26,   0.0014,   886.49,   445.76
ru15,dhci,0,685,     3.52,     1.05,   0.0049,  1755.34,   744.91
ru15,dhci,0,1000,     8.51,     2.57,   0.0118,  2547.66,  1102.34
ru15,dhci,0,2000,    33.23,    11.33,   0.0556,  4810.83,  2489.17
ru15,dhci,0,3000,    56.68,    22.73,   0.1213,  6557.97,  4392.03
ru15,dhci,0,4000,    73.34,    33.41,   0.1926,  7949.16,  6650.84
ru15,mi,0,100,     5.69,     3.38,   0.0230,   147.81,   217.19
ru15,mi,0,215,     7.93,     5.25,   0.0404,   264.85,   519.90
ru15,mi,0,365,    10.24,     6.84,   0.0542,   442.52,   889.73
ru15,mi,0,685,    16.03,     9.68,   0.0756,   989.94,  1510.31
ru15,mi,0,1000,    22.76,    12.75,   0.0954,  1605.96,  2044.04
ru15,mi,0,2000,    44.28,    23.24,   0.1627,  3468.72,  3831.28
ru15,mi,0,3000,    61.47,    33.28,   0.2317,  5021.82,  5928.18
ru15,mi,0,4000,    74.12,    42.03,   0.2965,  6320.62,  8279.38
ru15,hcexp,0,100,.,.,.,.,.
ru15,hcexp,0,215,.,.,.,.,.
ru15,hcexp,0,365,.,.,.,.,.
ru15,hcexp,0,685,.,.,.,.,.
ru15,hcexp,0,1000,.,.,.,.,.
ru15,hcexp,0,2000,.,.,.,.,.
ru15,hcexp,0,3000,.,.,.,.,.
ru15,hcexp,0,4000,.,.,.,.,.
ru16,dhi,0,100,     0.02,     0.01,   0.0000,   279.91,    85.09
ru16,dhi,0,215,     0.11,     0.03,   0.0002,   542.02,   242.73
ru16,dhi,0,365,     0.46,     0.13,   0.0006,   964.54,   367.71
ru16,dhi,0,685,     2.54,     0.67,   0.0029,  1838.58,   661.67
ru16,dhi,0,1000,     7.34,     1.96,   0.0082,  2674.45,   975.55
ru16,dhi,0,2000,    32.92,    10.65,   0.0494,  4937.40,  2362.60
ru16,dhi,0,3000,    57.81,    22.46,   0.1158,  6695.93,  4254.07
ru16,dhi,0,4000,    73.80,    33.45,   0.1892,  7983.21,  6616.79
ru16,dhci,0,100,     0.05,     0.01,   0.0001,   261.09,   103.91
ru16,dhci,0,215,     0.21,     0.07,   0.0003,   520.79,   263.96
ru16,dhci,0,365,     0.75,     0.23,   0.0011,   928.63,   403.62
ru16,dhci,0,685,     3.53,     1.01,   0.0046,  1786.97,   713.28
ru16,dhci,0,1000,     8.84,     2.60,   0.0116,  2577.51,  1072.49
ru16,dhci,0,2000,    35.38,    12.05,   0.0584,  4813.84,  2486.16
ru16,dhci,0,3000,    59.54,    24.11,   0.1286,  6516.12,  4433.88
ru16,dhci,0,4000,    75.00,    35.05,   0.2035,  7777.86,  6822.14
ru16,mi,0,100,     6.20,     3.79,   0.0263,   141.99,   223.01
ru16,mi,0,215,     8.65,     5.79,   0.0450,   259.14,   525.61
ru16,mi,0,365,    11.24,     7.51,   0.0598,   441.91,   890.34
ru16,mi,0,685,    17.14,    10.56,   0.0828,   960.75,  1539.50
ru16,mi,0,1000,    24.35,    13.74,   0.1037,  1590.15,  2059.85
ru16,mi,0,2000,    47.07,    24.89,   0.1752,  3439.55,  3860.45
ru16,mi,0,3000,    64.17,    35.29,   0.2476,  4928.74,  6021.26
ru16,mi,0,4000,    76.64,    44.18,   0.3146,  6184.60,  8415.40
ru16,hcexp,0,100,.,.,.,.,.
ru16,hcexp,0,215,.,.,.,.,.
ru16,hcexp,0,365,.,.,.,.,.
ru16,hcexp,0,685,.,.,.,.,.
ru16,hcexp,0,1000,.,.,.,.,.
ru16,hcexp,0,2000,.,.,.,.,.
ru16,hcexp,0,3000,.,.,.,.,.
ru16,hcexp,0,4000,.,.,.,.,.
ru17,dhi,0,100,     0.05,     0.02,   0.0001,   239.48,   125.52
ru17,dhi,0,215,     0.16,     0.05,   0.0003,   513.07,   271.68
ru17,dhi,0,365,     0.48,     0.15,   0.0008,   922.09,   410.16
ru17,dhi,0,685,     2.43,     0.68,   0.0030,  1803.91,   696.34
ru17,dhi,0,1000,     6.83,     1.86,   0.0080,  2653.73,   996.27
ru17,dhi,0,2000,    32.90,    10.44,   0.0479,  4982.32,  2317.68
ru17,dhi,0,3000,    58.84,    22.47,   0.1146,  6767.69,  4182.31
ru17,dhi,0,4000,    75.39,    33.84,   0.1895,  8047.61,  6552.39
ru17,dhci,0,100,     0.08,     0.03,   0.0002,   215.82,   149.18
ru17,dhci,0,215,     0.22,     0.10,   0.0006,   442.50,   342.25
ru17,dhci,0,365,     0.76,     0.24,   0.0013,   906.05,   426.20
ru17,dhci,0,685,     3.36,     1.00,   0.0047,  1758.21,   742.04
ru17,dhci,0,1000,     8.53,     2.48,   0.0113,  2589.06,  1060.94
ru17,dhci,0,2000,    35.35,    11.80,   0.0567,  4862.41,  2437.59
ru17,dhci,0,3000,    60.76,    24.11,   0.1271,  6605.55,  4344.45
ru17,dhci,0,4000,    76.59,    35.42,   0.2036,  7847.67,  6752.33
ru17,mi,0,100,     6.59,     4.13,   0.0295,   136.02,   228.98
ru17,mi,0,215,     9.20,     6.18,   0.0485,   257.43,   527.32
ru17,mi,0,365,    11.47,     7.90,   0.0636,   414.36,   917.89
ru17,mi,0,685,    17.30,    10.88,   0.0865,   926.94,  1573.31
ru17,mi,0,1000,    24.25,    13.96,   0.1069,  1548.94,  2101.06
ru17,mi,0,2000,    47.49,    25.03,   0.1771,  3452.13,  3847.87
ru17,mi,0,3000,    65.41,    35.60,   0.2497,  4989.98,  5960.02
ru17,mi,0,4000,    77.83,    44.71,   0.3177,  6212.53,  8387.47
ru17,hcexp,0,100,.,.,.,.,.
ru17,hcexp,0,215,.,.,.,.,.
ru17,hcexp,0,365,.,.,.,.,.
ru17,hcexp,0,685,.,.,.,.,.
ru17,hcexp,0,1000,.,.,.,.,.
ru17,hcexp,0,2000,.,.,.,.,.
ru17,hcexp,0,3000,.,.,.,.,.
ru17,hcexp,0,4000,.,.,.,.,.
ru18,dhi,0,100,     0.02,     0.00,   0.0000,   275.80,    89.20
ru18,dhi,0,215,     0.05,     0.02,   0.0001,   467.22,   317.53
ru18,dhi,0,365,     0.22,     0.07,   0.0003,   938.80,   393.45
ru18,dhi,0,685,     1.90,     0.44,   0.0017,  1925.48,   574.77
ru18,dhi,0,1000,     6.15,     1.47,   0.0057,  2774.50,   875.50
ru18,dhi,0,2000,    31.89,     9.76,   0.0429,  5066.58,  2233.42
ru18,dhi,0,3000,    57.24,    21.55,   0.1079,  6826.83,  4123.17
ru18,dhi,0,4000,    74.40,    32.78,   0.1812,  8168.28,  6431.72
ru18,dhci,0,100,     0.03,     0.01,   0.0000,   269.40,    95.60
ru18,dhci,0,215,     0.11,     0.04,   0.0002,   508.73,   276.02
ru18,dhci,0,365,     0.41,     0.12,   0.0006,   953.82,   378.43
ru18,dhci,0,685,     2.56,     0.67,   0.0028,  1847.93,   652.32
ru18,dhci,0,1000,     7.41,     1.95,   0.0081,  2687.98,   962.02
ru18,dhci,0,2000,    33.95,    10.96,   0.0503,  4943.46,  2356.54
ru18,dhci,0,3000,    59.02,    23.02,   0.1188,  6680.00,  4270.00
ru18,dhci,0,4000,    75.48,    34.25,   0.1939,  7974.06,  6625.94
ru18,mi,0,100,     6.41,     3.79,   0.0257,   148.92,   216.08
ru18,mi,0,215,     8.93,     5.95,   0.0456,   261.86,   522.89
ru18,mi,0,365,    10.91,     7.59,   0.0609,   405.21,   927.04
ru18,mi,0,685,    16.02,    10.27,   0.0823,   898.32,  1601.93
ru18,mi,0,1000,    22.70,    13.09,   0.1009,  1544.95,  2105.05
ru18,mi,0,2000,    46.72,    24.03,   0.1680,  3545.50,  3754.50
ru18,mi,0,3000,    64.64,    34.65,   0.2402,  5079.29,  5870.71
ru18,mi,0,4000,    76.78,    43.75,   0.3082,  6280.95,  8319.05
ru18,hcexp,0,100,.,.,.,.,.
ru18,hcexp,0,215,.,.,.,.,.
ru18,hcexp,0,365,.,.,.,.,.
ru18,hcexp,0,685,.,.,.,.,.
ru18,hcexp,0,1000,.,.,.,.,.
ru18,hcexp,0,2000,.,.,.,.,.
ru18,hcexp,0,3000,.,.,.,.,.
ru18,hcexp,0,4000,.,.,.,.,.
ru19,dhi,0,100,     0.01,     0.00,   0.0000,   317.53,    47.47
ru19,dhi,0,215,     0.09,     0.03,   0.0001,   517.06,   267.69
ru19,dhi,0,365,     0.29,     0.08,   0.0004,   941.69,   390.56
ru19,dhi,0,685,     1.89,     0.46,   0.0019,  1886.57,   613.68
ru19,dhi,0,1000,     5.83,     1.46,   0.0059,  2733.98,   916.02
ru19,dhi,0,2000,    31.09,     9.41,   0.0415,  5090.45,  2209.55
ru19,dhi,0,3000,    57.00,    21.13,   0.1050,  6890.56,  4059.44
ru19,dhi,0,4000,    73.88,    32.33,   0.1777,  8211.77,  6388.23
ru19,dhci,0,100,     0.05,     0.01,   0.0000,   299.84,    65.16
ru19,dhci,0,215,     0.17,     0.06,   0.0003,   533.09,   251.66
ru19,dhci,0,365,     0.53,     0.16,   0.0008,   917.28,   414.97
ru19,dhci,0,685,     2.70,     0.75,   0.0033,  1808.92,   691.33
ru19,dhci,0,1000,     7.23,     2.02,   0.0088,  2630.11,  1019.89
ru19,dhci,0,2000,    33.44,    10.67,   0.0495,  4969.94,  2330.06
ru19,dhci,0,3000,    58.87,    22.66,   0.1166,  6734.89,  4215.11
ru19,dhci,0,4000,    75.14,    33.83,   0.1909,  8026.65,  6573.35
ru19,mi,0,100,     6.70,     3.95,   0.0268,   149.57,   215.43
ru19,mi,0,215,     9.21,     6.13,   0.0473,   262.12,   522.63
ru19,mi,0,365,    11.31,     7.84,   0.0629,   409.22,   923.03
ru19,mi,0,685,    16.22,    10.51,   0.0846,   880.96,  1619.29
ru19,mi,0,1000,    22.59,    13.30,   0.1032,  1500.49,  2149.51
ru19,mi,0,2000,    44.83,    23.67,   0.1680,  3446.18,  3853.82
ru19,mi,0,3000,    63.98,    34.16,   0.2376,  5103.25,  5846.75
ru19,mi,0,4000,    75.82,    43.17,   0.3044,  6286.20,  8313.80
ru19,hcexp,0,100,.,.,.,.,.
ru19,hcexp,0,215,.,.,.,.,.
ru19,hcexp,0,365,.,.,.,.,.
ru19,hcexp,0,685,.,.,.,.,.
ru19,hcexp,0,1000,.,.,.,.,.
ru19,hcexp,0,2000,.,.,.,.,.
ru19,hcexp,0,3000,.,.,.,.,.
ru19,hcexp,0,4000,.,.,.,.,.
se67,dhi,0,100,.,.,.,.,.
se67,dhi,0,215,.,.,.,.,.
se67,dhi,0,365,.,.,.,.,.
se67,dhi,0,685,.,.,.,.,.
se67,dhi,0,1000,.,.,.,.,.
se67,dhi,0,2000,.,.,.,.,.
se67,dhi,0,3000,.,.,.,.,.
se67,dhi,0,4000,.,.,.,.,.
se67,dhci,0,100,.,.,.,.,.
se67,dhci,0,215,.,.,.,.,.
se67,dhci,0,365,.,.,.,.,.
se67,dhci,0,685,.,.,.,.,.
se67,dhci,0,1000,.,.,.,.,.
se67,dhci,0,2000,.,.,.,.,.
se67,dhci,0,3000,.,.,.,.,.
se67,dhci,0,4000,.,.,.,.,.
se67,mi,0,100,.,.,.,.,.
se67,mi,0,215,.,.,.,.,.
se67,mi,0,365,.,.,.,.,.
se67,mi,0,685,.,.,.,.,.
se67,mi,0,1000,.,.,.,.,.
se67,mi,0,2000,.,.,.,.,.
se67,mi,0,3000,.,.,.,.,.
se67,mi,0,4000,.,.,.,.,.
se67,hcexp,0,100,.,.,.,.,.
se67,hcexp,0,215,.,.,.,.,.
se67,hcexp,0,365,.,.,.,.,.
se67,hcexp,0,685,.,.,.,.,.
se67,hcexp,0,1000,.,.,.,.,.
se67,hcexp,0,2000,.,.,.,.,.
se67,hcexp,0,3000,.,.,.,.,.
se67,hcexp,0,4000,.,.,.,.,.
se75,dhi,0,100,     0.06,     0.02,   0.0001,   219.36,   145.64
se75,dhi,0,215,     0.61,     0.09,   0.0004,   665.22,   119.53
se75,dhi,0,365,     0.71,     0.33,   0.0017,   723.27,   608.98
se75,dhi,0,685,     1.26,     0.61,   0.0039,  1286.16,  1214.09
se75,dhi,0,1000,     2.53,     0.97,   0.0060,  2247.08,  1402.92
se75,dhi,0,2000,    31.50,     7.17,   0.0278,  5638.54,  1661.46
se75,dhi,0,3000,    66.91,    21.64,   0.0937,  7409.24,  3540.76
se75,dhi,0,4000,    84.66,    35.42,   0.1800,  8491.53,  6108.47
se75,dhci,0,100,     0.06,     0.02,   0.0001,   219.36,   145.64
se75,dhci,0,215,     0.61,     0.09,   0.0004,   665.22,   119.53
se75,dhci,0,365,     0.71,     0.33,   0.0017,   723.27,   608.98
se75,dhci,0,685,     1.26,     0.61,   0.0039,  1286.16,  1214.09
se75,dhci,0,1000,     2.53,     0.97,   0.0060,  2247.08,  1402.92
se75,dhci,0,2000,    31.50,     7.17,   0.0278,  5638.54,  1661.46
se75,dhci,0,3000,    66.91,    21.64,   0.0937,  7409.24,  3540.76
se75,dhci,0,4000,    84.66,    35.42,   0.1800,  8491.53,  6108.47
se75,mi,0,100,     9.61,     8.10,   0.0754,    57.08,   307.92
se75,mi,0,215,    11.76,     9.50,   0.0863,   150.53,   634.22
se75,mi,0,365,    14.15,    10.95,   0.0973,   301.81,  1030.44
se75,mi,0,685,    17.90,    13.39,   0.1160,   630.64,  1869.61
se75,mi,0,1000,    21.04,    15.29,   0.1310,   997.03,  2652.97
se75,mi,0,2000,    37.25,    21.76,   0.1731,  3034.56,  4265.44
se75,mi,0,3000,    56.48,    30.14,   0.2221,  5106.42,  5843.58
se75,mi,0,4000,    71.52,    38.73,   0.2767,  6692.76,  7907.24
se75,hcexp,0,100,.,.,.,.,.
se75,hcexp,0,215,.,.,.,.,.
se75,hcexp,0,365,.,.,.,.,.
se75,hcexp,0,685,.,.,.,.,.
se75,hcexp,0,1000,.,.,.,.,.
se75,hcexp,0,2000,.,.,.,.,.
se75,hcexp,0,3000,.,.,.,.,.
se75,hcexp,0,4000,.,.,.,.,.
se81,dhi,0,100,     0.02,     0.00,   0.0000,   277.26,    87.74
se81,dhi,0,215,     0.16,     0.05,   0.0002,   522.16,   262.59
se81,dhi,0,365,     0.59,     0.16,   0.0007,   964.00,   368.25
se81,dhi,0,685,     1.28,     0.48,   0.0026,  1552.94,   947.31
se81,dhi,0,1000,     3.08,     0.99,   0.0051,  2474.95,  1175.05
se81,dhi,0,2000,    23.94,     5.90,   0.0246,  5502.01,  1797.99
se81,dhi,0,3000,    61.06,    18.46,   0.0787,  7640.50,  3309.50
se81,dhi,0,4000,    82.88,    32.13,   0.1569,  8939.72,  5660.28
se81,dhci,0,100,     0.02,     0.00,   0.0000,   277.26,    87.74
se81,dhci,0,215,     0.16,     0.05,   0.0002,   522.16,   262.59
se81,dhci,0,365,     0.59,     0.16,   0.0007,   964.00,   368.25
se81,dhci,0,685,     1.28,     0.48,   0.0026,  1552.94,   947.31
se81,dhci,0,1000,     3.08,     0.99,   0.0051,  2474.95,  1175.05
se81,dhci,0,2000,    23.94,     5.90,   0.0246,  5502.01,  1797.99
se81,dhci,0,3000,    61.06,    18.46,   0.0787,  7640.50,  3309.50
se81,dhci,0,4000,    82.88,    32.13,   0.1569,  8939.72,  5660.28
se81,mi,0,100,     8.54,     6.89,   0.0634,    70.31,   294.69
se81,mi,0,215,    11.32,     8.56,   0.0753,   191.43,   593.32
se81,mi,0,365,    14.84,    10.44,   0.0887,   395.25,   937.00
se81,mi,0,685,    20.29,    13.80,   0.1136,   799.61,  1700.64
se81,mi,0,1000,    24.20,    16.47,   0.1343,  1165.32,  2484.68
se81,mi,0,2000,    41.15,    24.06,   0.1879,  3031.35,  4268.65
se81,mi,0,3000,    59.45,    32.88,   0.2432,  4893.46,  6056.54
se81,mi,0,4000,    73.19,    41.40,   0.3006,  6341.01,  8258.99
se81,hcexp,0,100,.,.,.,.,.
se81,hcexp,0,215,.,.,.,.,.
se81,hcexp,0,365,.,.,.,.,.
se81,hcexp,0,685,.,.,.,.,.
se81,hcexp,0,1000,.,.,.,.,.
se81,hcexp,0,2000,.,.,.,.,.
se81,hcexp,0,3000,.,.,.,.,.
se81,hcexp,0,4000,.,.,.,.,.
se87,dhi,0,100,     0.09,     0.04,   0.0002,   185.13,   179.87
se87,dhi,0,215,     0.39,     0.14,   0.0008,   507.32,   277.43
se87,dhi,0,365,     0.53,     0.27,   0.0017,   650.00,   682.25
se87,dhi,0,685,     1.08,     0.50,   0.0033,  1346.43,  1153.82
se87,dhi,0,1000,     2.43,     0.85,   0.0051,  2369.61,  1280.39
se87,dhi,0,2000,    18.32,     4.42,   0.0192,  5537.90,  1762.10
se87,dhi,0,3000,    56.98,    15.70,   0.0634,  7932.58,  3017.42
se87,dhi,0,4000,    79.00,    28.94,   0.1352,  9251.53,  5348.47
se87,dhci,0,100,     0.09,     0.04,   0.0002,   185.13,   179.87
se87,dhci,0,215,     0.39,     0.14,   0.0008,   507.32,   277.43
se87,dhci,0,365,     0.53,     0.27,   0.0017,   650.00,   682.25
se87,dhci,0,685,     1.08,     0.50,   0.0033,  1346.43,  1153.82
se87,dhci,0,1000,     2.43,     0.85,   0.0051,  2369.61,  1280.39
se87,dhci,0,2000,    18.32,     4.42,   0.0192,  5537.90,  1762.10
se87,dhci,0,3000,    56.98,    15.70,   0.0634,  7932.58,  3017.42
se87,dhci,0,4000,    79.00,    28.94,   0.1352,  9251.53,  5348.47
se87,mi,0,100,     7.29,     5.38,   0.0464,    95.45,   269.55
se87,mi,0,215,    11.13,     7.48,   0.0616,   257.67,   527.08
se87,mi,0,365,    14.97,     9.78,   0.0786,   461.40,   870.85
se87,mi,0,685,    20.77,    13.70,   0.1086,   850.82,  1649.43
se87,mi,0,1000,    24.36,    16.54,   0.1321,  1170.59,  2479.41
se87,mi,0,2000,    37.52,    23.59,   0.1870,  2709.95,  4590.05
se87,mi,0,3000,    54.81,    31.12,   0.2360,  4732.60,  6217.40
se87,mi,0,4000,    68.95,    38.91,   0.2869,  6361.03,  8238.97
se87,hcexp,0,100,.,.,.,.,.
se87,hcexp,0,215,.,.,.,.,.
se87,hcexp,0,365,.,.,.,.,.
se87,hcexp,0,685,.,.,.,.,.
se87,hcexp,0,1000,.,.,.,.,.
se87,hcexp,0,2000,.,.,.,.,.
se87,hcexp,0,3000,.,.,.,.,.
se87,hcexp,0,4000,.,.,.,.,.
se92,dhi,0,100,     0.10,     0.04,   0.0002,   221.57,   143.43
se92,dhi,0,215,     0.15,     0.09,   0.0006,   287.79,   496.96
se92,dhi,0,365,     0.46,     0.21,   0.0012,   730.70,   601.55
se92,dhi,0,685,     1.22,     0.54,   0.0031,  1393.37,  1106.88
se92,dhi,0,1000,     2.06,     0.87,   0.0052,  2102.11,  1547.89
se92,dhi,0,2000,    12.14,     3.30,   0.0160,  5315.52,  1984.48
se92,dhi,0,3000,    42.37,    10.86,   0.0449,  8144.26,  2805.74
se92,dhi,0,4000,    66.37,    21.98,   0.0981,  9764.14,  4835.86
se92,dhci,0,100,     0.10,     0.04,   0.0002,   221.57,   143.43
se92,dhci,0,215,     0.15,     0.09,   0.0006,   287.79,   496.96
se92,dhci,0,365,     0.46,     0.21,   0.0012,   730.70,   601.55
se92,dhci,0,685,     1.22,     0.54,   0.0031,  1393.37,  1106.88
se92,dhci,0,1000,     2.06,     0.87,   0.0052,  2102.11,  1547.89
se92,dhci,0,2000,    12.14,     3.30,   0.0160,  5315.52,  1984.48
se92,dhci,0,3000,    42.37,    10.86,   0.0449,  8144.26,  2805.74
se92,dhci,0,4000,    66.37,    21.98,   0.0981,  9764.14,  4835.86
se92,mi,0,100,     8.88,     6.68,   0.0581,    90.48,   274.52
se92,mi,0,215,    12.90,     9.02,   0.0754,   235.89,   548.86
se92,mi,0,365,    17.61,    11.62,   0.0945,   453.14,   879.11
se92,mi,0,685,    23.89,    16.06,   0.1286,   819.00,  1681.25
se92,mi,0,1000,    27.65,    19.12,   0.1546,  1126.42,  2523.58
se92,mi,0,2000,    40.59,    26.44,   0.2134,  2545.16,  4754.84
se92,mi,0,3000,    55.10,    33.54,   0.2627,  4285.71,  6664.29
se92,mi,0,4000,    67.49,    40.55,   0.3107,  5827.96,  8772.04
se92,hcexp,0,100,.,.,.,.,.
se92,hcexp,0,215,.,.,.,.,.
se92,hcexp,0,365,.,.,.,.,.
se92,hcexp,0,685,.,.,.,.,.
se92,hcexp,0,1000,.,.,.,.,.
se92,hcexp,0,2000,.,.,.,.,.
se92,hcexp,0,3000,.,.,.,.,.
se92,hcexp,0,4000,.,.,.,.,.
se95,dhi,0,100,     0.04,     0.01,   0.0000,   275.92,    89.08
se95,dhi,0,215,     0.17,     0.07,   0.0003,   457.95,   326.80
se95,dhi,0,365,     0.77,     0.22,   0.0010,   944.29,   387.96
se95,dhi,0,685,     1.64,     0.67,   0.0036,  1482.66,  1017.59
se95,dhi,0,1000,     2.93,     1.17,   0.0066,  2195.76,  1454.24
se95,dhi,0,2000,    15.68,     4.23,   0.0205,  5329.35,  1970.65
se95,dhi,0,3000,    45.93,    13.06,   0.0564,  7836.12,  3113.88
se95,dhi,0,4000,    70.45,    24.54,   0.1150,  9514.54,  5085.46
se95,dhci,0,100,     0.04,     0.01,   0.0000,   275.92,    89.08
se95,dhci,0,215,     0.17,     0.07,   0.0003,   457.95,   326.80
se95,dhci,0,365,     0.77,     0.22,   0.0010,   944.29,   387.96
se95,dhci,0,685,     1.64,     0.67,   0.0036,  1482.66,  1017.59
se95,dhci,0,1000,     2.93,     1.17,   0.0066,  2195.76,  1454.24
se95,dhci,0,2000,    15.68,     4.23,   0.0205,  5329.35,  1970.65
se95,dhci,0,3000,    45.93,    13.06,   0.0564,  7836.12,  3113.88
se95,dhci,0,4000,    70.45,    24.54,   0.1150,  9514.54,  5085.46
se95,mi,0,100,     8.16,     6.79,   0.0622,    61.55,   303.45
se95,mi,0,215,    10.63,     8.22,   0.0732,   177.69,   607.06
se95,mi,0,365,    14.44,     9.97,   0.0852,   412.94,   919.31
se95,mi,0,685,    21.88,    13.89,   0.1112,   912.74,  1587.51
se95,mi,0,1000,    27.28,    17.31,   0.1357,  1334.26,  2315.74
se95,mi,0,2000,    41.88,    25.97,   0.2010,  2773.53,  4526.47
se95,mi,0,3000,    56.59,    33.69,   0.2566,  4430.70,  6519.30
se95,mi,0,4000,    68.45,    41.00,   0.3087,  5856.53,  8743.47
se95,hcexp,0,100,.,.,.,.,.
se95,hcexp,0,215,.,.,.,.,.
se95,hcexp,0,365,.,.,.,.,.
se95,hcexp,0,685,.,.,.,.,.
se95,hcexp,0,1000,.,.,.,.,.
se95,hcexp,0,2000,.,.,.,.,.
se95,hcexp,0,3000,.,.,.,.,.
se95,hcexp,0,4000,.,.,.,.,.
se00,dhi,0,100,     0.08,     0.03,   0.0001,   219.99,   145.01
se00,dhi,0,215,     0.13,     0.08,   0.0005,   296.83,   487.92
se00,dhi,0,365,     0.27,     0.13,   0.0009,   690.50,   641.75
se00,dhi,0,685,     0.70,     0.28,   0.0017,  1502.33,   997.92
se00,dhi,0,1000,     1.37,     0.50,   0.0029,  2307.80,  1342.20
se00,dhi,0,2000,    11.15,     2.76,   0.0118,  5493.17,  1806.83
se00,dhi,0,3000,    37.42,     9.64,   0.0386,  8127.77,  2822.23
se00,dhi,0,4000,    62.78,    20.01,   0.0872,  9947.09,  4652.91
se00,dhci,0,100,     0.08,     0.03,   0.0001,   219.99,   145.01
se00,dhci,0,215,     0.13,     0.08,   0.0005,   296.83,   487.92
se00,dhci,0,365,     0.27,     0.13,   0.0009,   690.50,   641.75
se00,dhci,0,685,     0.70,     0.28,   0.0017,  1502.33,   997.92
se00,dhci,0,1000,     1.37,     0.50,   0.0029,  2307.80,  1342.20
se00,dhci,0,2000,    11.15,     2.76,   0.0118,  5493.17,  1806.83
se00,dhci,0,3000,    37.42,     9.64,   0.0386,  8127.77,  2822.23
se00,dhci,0,4000,    62.78,    20.01,   0.0872,  9947.09,  4652.91
se00,mi,0,100,     6.28,     5.35,   0.0492,    54.02,   310.98
se00,mi,0,215,     8.03,     6.30,   0.0569,   169.11,   615.64
se00,mi,0,365,    11.00,     7.62,   0.0655,   409.23,   923.02
se00,mi,0,685,    17.18,    10.65,   0.0851,   949.46,  1550.79
se00,mi,0,1000,    21.34,    13.40,   0.1044,  1358.29,  2291.71
se00,mi,0,2000,    32.42,    20.03,   0.1552,  2789.65,  4510.35
se00,mi,0,3000,    45.31,    26.24,   0.1986,  4608.15,  6341.85
se00,mi,0,4000,    58.21,    32.63,   0.2411,  6417.26,  8182.74
se00,hcexp,0,100,.,.,.,.,.
se00,hcexp,0,215,.,.,.,.,.
se00,hcexp,0,365,.,.,.,.,.
se00,hcexp,0,685,.,.,.,.,.
se00,hcexp,0,1000,.,.,.,.,.
se00,hcexp,0,2000,.,.,.,.,.
se00,hcexp,0,3000,.,.,.,.,.
se00,hcexp,0,4000,.,.,.,.,.
se05,dhi,0,100,     0.01,     0.00,   0.0000,   249.15,   115.85
se05,dhi,0,215,     0.07,     0.02,   0.0001,   541.64,   243.11
se05,dhi,0,365,     0.21,     0.06,   0.0003,   924.61,   407.64
se05,dhi,0,685,     0.55,     0.20,   0.0011,  1583.28,   916.97
se05,dhi,0,1000,     0.91,     0.37,   0.0020,  2191.16,  1458.84
se05,dhi,0,2000,     6.24,     1.61,   0.0072,  5418.59,  1881.41
se05,dhi,0,3000,    24.50,     5.87,   0.0230,  8325.12,  2624.88
se05,dhi,0,4000,    50.66,    13.87,   0.0559, 10601.40,  3998.60
se05,dhci,0,100,     0.01,     0.00,   0.0000,   249.15,   115.85
se05,dhci,0,215,     0.07,     0.02,   0.0001,   541.64,   243.11
se05,dhci,0,365,     0.21,     0.06,   0.0003,   924.61,   407.64
se05,dhci,0,685,     0.55,     0.20,   0.0011,  1583.28,   916.97
se05,dhci,0,1000,     0.91,     0.37,   0.0020,  2191.16,  1458.84
se05,dhci,0,2000,     6.24,     1.61,   0.0072,  5418.59,  1881.41
se05,dhci,0,3000,    24.50,     5.87,   0.0230,  8325.12,  2624.88
se05,dhci,0,4000,    50.66,    13.87,   0.0559, 10601.40,  3998.60
se05,mi,0,100,     5.50,     4.63,   0.0428,    57.32,   307.68
se05,mi,0,215,     6.78,     5.42,   0.0492,   157.00,   627.75
se05,mi,0,365,     9.49,     6.56,   0.0564,   411.04,   921.21
se05,mi,0,685,    15.17,     9.29,   0.0736,   969.53,  1530.72
se05,mi,0,1000,    19.84,    11.92,   0.0913,  1456.55,  2193.45
se05,mi,0,2000,    29.98,    18.52,   0.1411,  2789.01,  4510.99
se05,mi,0,3000,    40.96,    24.16,   0.1824,  4490.12,  6459.88
se05,mi,0,4000,    53.61,    29.94,   0.2214,  6446.51,  8153.49
se05,hcexp,0,100,.,.,.,.,.
se05,hcexp,0,215,.,.,.,.,.
se05,hcexp,0,365,.,.,.,.,.
se05,hcexp,0,685,.,.,.,.,.
se05,hcexp,0,1000,.,.,.,.,.
se05,hcexp,0,2000,.,.,.,.,.
se05,hcexp,0,3000,.,.,.,.,.
se05,hcexp,0,4000,.,.,.,.,.
si97,dhi,0,100,     0.00,     0.00,   0.0000,        .,        .
si97,dhi,0,215,     0.07,     0.03,   0.0001,   468.14,   316.61
si97,dhi,0,365,     0.17,     0.07,   0.0003,   802.91,   529.34
