Entity,Year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7
Albania,2016,,,,,36.1503102961311,,
Albania,2017,,,,,35.892993970233164,,
Albania,2018,,,,,32.554278688734975,,
Argentina - urban,1980,30.562727381762883,,,,,,
Argentina - urban,1986,60.78488004563901,,,,,,
Argentina - urban,1987,44.420088901620026,,,,,,
Argentina - urban,1991,,32.30502939990551,,,,,
Argentina - urban,1992,,40.36568375703404,,,,,
Argentina - urban,1993,,39.93820443446446,,,,,
Argentina - urban,1994,,41.32772217375775,,,,,
Argentina - urban,1995,,45.14483696569745,,,,,
Argentina - urban,1996,,43.61459189573307,,,,,
Argentina - urban,1997,,42.12679171206732,,,,,
Argentina - urban,1998,,40.58571436558177,,,,,
Argentina - urban,1999,,41.13562258462711,,,,,
Argentina - urban,2000,,42.43158166858023,,,,,
Argentina - urban,2001,,49.2154007553278,,,,,
Argentina - urban,2002,,45.458424395822014,,,,,
Argentina - urban,2003,,,38.80635878106037,,,,
Argentina - urban,2004,,,36.31136713825112,,,,
Argentina - urban,2005,,,35.48053846731703,,,,
Argentina - urban,2006,,,35.64546194830163,,,,
Argentina - urban,2007,,,35.23813975950375,,,,
Argentina - urban,2008,,,34.21986173026588,,,,
Argentina - urban,2009,,,34.533775342006344,,,,
Argentina - urban,2010,,,30.45569872496791,,,,
Argentina - urban,2011,,,33.091967683853845,,,,
Argentina - urban,2012,,,33.32734253111019,,,,
Argentina - urban,2013,,,32.312819187402376,,,,
Argentina - urban,2014,,,29.85725478024,,,,
Argentina - urban,2016,,,30.78862092050068,,,,
Argentina - urban,2017,,,31.91181363084809,,,,
Argentina - urban,2018,,,32.61649591790114,,,,
Argentina - urban,2019,,,31.465901354521478,,,,
Argentina - urban,2020,,,29.31899278442151,,,,
Armenia,1996,34.22395780427863,,,,,,
Australia,1981,58.801542327238266,,,,,,
Australia,1985,,57.024406307959005,,,,,
Australia,1989,,,62.37614322262724,,,,
Australia,1995,,,63.007716722929466,,,,
Australia,2001,,,73.59683300634163,,,,
