Entity,Year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7
Albania,2016,,,,,185120.0,,
Albania,2017,,,,,185452.0,,
Albania,2018,,,,,193238.0,,
Argentina - urban,1980,1523890.0,,,,,,
Argentina - urban,1986,1832633.0,,,,,,
Argentina - urban,1987,1866316.0,,,,,,
Argentina - urban,1991,,1875421.0,,,,,
Argentina - urban,1992,,1817425.0,,,,,
Argentina - urban,1993,,1801004.0,,,,,
Argentina - urban,1994,,1776637.0,,,,,
Argentina - urban,1995,,2098677.0,,,,,
Argentina - urban,1996,,1880570.0,,,,,
Argentina - urban,1997,,2390750.0,,,,,
Argentina - urban,1998,,1895869.0,,,,,
Argentina - urban,1999,,2248461.0,,,,,
Argentina - urban,2000,,2210447.0,,,,,
Argentina - urban,2001,,2001402.0,,,,,
Argentina - urban,2002,,1798937.0,,,,,
Argentina - urban,2003,,,1890914.0,,,,
Argentina - urban,2004,,,2170568.0,,,,
Argentina - urban,2005,,,2076801.0,,,,
Argentina - urban,2006,,,2166544.0,,,,
Argentina - urban,2007,,,2175670.0,,,,
Argentina - urban,2008,,,2324226.0,,,,
Argentina - urban,2009,,,2229510.0,,,,
Argentina - urban,2010,,,2507156.0,,,,
Argentina - urban,2011,,,2506772.0,,,,
Argentina - urban,2012,,,2466067.0,,,,
Argentina - urban,2013,,,2676175.0,,,,
Argentina - urban,2014,,,2529814.0,,,,
Argentina - urban,2016,,,2580802.0,,,,
Argentina - urban,2017,,,2730218.0,,,,
Argentina - urban,2018,,,2686090.0,,,,
Argentina - urban,2019,,,2603565.0,,,,
Argentina - urban,2020,,,2967063.0,,,,
Armenia,1996,231227.0,,,,,,
Australia,1981,822390.0,,,,,,
Australia,1985,,889852.0,,,,,
Australia,1989,,,1049984.0,,,,
Australia,1995,,,1223216.0,,,,
Australia,2001,,,1409074.0,,,,
Australia,2003,,,1345206.0,,,,
Australia,2004,,,,1507096.0,,,
Australia,2008,,,1699515.0,,,,
Australia,2010,,,,1687605.0,,,
Australia,2014,,,1586302.0,,,,
Australia,2016,,,1631600.0,,,,
Australia,2018,,,1368958.0,,,,
Austria,1987,472295.0,,,,,,
Austria,1994,,518015.0,,,,,
Austria,1995,496798.0,,,,,,
Austria,1997,,555682.0,,,,,
Austria,2000,,443082.0,,,,,
Austria,2003,,,499693.0,,,,
Austria,2004,,,561903.0,,,,
Austria,2005,,,556738.0,,,,
Austria,2006,,,538548.0,,,,
Austria,2007,,,604889.0,,,,
Austria,2008,,,569010.0,,,,
Austria,2009,,,525035.0,,,,
Austria,2010,,,569276.0,,,,
Austria,2011,,,611031.0,,,,
Austria,2012,,,505354.0,,,,
Austria,2013,,,535988.0,,,,
Austria,2014,,,583986.0,,,,
Austria,2015,,,588321.0,,,,
Austria,2016,,,588642.0,,,,
Austria,2017,,,589252.0,,,,
Austria,2018,,,646047.0,,,,
Austria,2019,,,532899.0,,,,
Belarus,1993,697295.0,,,,,,
Belarus,1995,714122.0,,,,,,
Belgium,1985,715735.0,,,,,,
Belgium,1988,594791.0,,,,,,
Belgium,1992,527867.0,,,,,,
Belgium,1995,,669462.0,,,,,
Belgium,1997,513186.0,,,,,,
Belgium,2000,,612295.0,,,,,
Belgium,2003,,,676315.0,,,,
Belgium,2004,,,667952.0,,,,
Belgium,2005,,,606043.0,,,,
Belgium,2006,,,624274.0,,,,
Belgium,2007,,,630996.0,,,,
Belgium,2008,,,660115.0,,,,
Belgium,2009,,,593895.0,,,,
Belgium,2010,,,591052.0,,,,
Belgium,2011,,,663146.0,,,,
Belgium,2012,,,690317.0,,,,
Belgium,2013,,,629290.0,,,,
Belgium,2014,,,737544.0,,,,
Belgium,2015,,,710493.0,,,,
Belgium,2016,,,686515.0,,,,
Belgium,2017,,,618606.0,,,,
Belgium,2018,,,640498.0,,,,
Belgium,2019,,,664903.0,,,,
Belize,1993,13628.0,,,,,,
Belize,1994,12796.0,,,,,,
Belize,1996,,,14198.0,,,,
Belize,1997,16924.0,,,,,,
Belize,1998,16093.0,,,,,,
Belize,1999,15739.0,,,,,,
Bolivia,1997,,360500.0,,,,,
Bolivia,1999,,,358110.0,,,,
Bolivia,2000,,,391747.0,,,,
Bolivia,2001,,,,386060.0,,,
Bolivia,2002,,,,,358887.0,,
Bolivia,2004,,,,,551039.0,,
Bolivia,2005,,,,,441245.0,,
