country_name,year,nuclear_warheads_stockpile,nuclear_warheads_firststrike,nuclwarh_firststr_yield,nuclwarh_firststr_area
United States,1958,7345,2610,9565.93359375,494558.78
United States,1959,12298,2496,9125.4140625,471783.91
United States,1960,18638,3127,10765.1669921875,556559.13
United States,1961,22229,3065,9581.390625,495357.91
United States,1962,25540,3496,11622.966796875,600907.38
United States,1963,28133,3852,10841.3427734375,560497.44
United States,1964,29463,4180,10023.2158203125,518200.25
United States,1965,31139,4251,9619.4609375,497326.13
United States,1966,31175,4607,9833.0908203125,508370.78
United States,1967,31255,4902,10359.8896484375,535606.31
United States,1968,29561,4849,10310.15625,533035.06
United States,1969,27552,4746,10102.6181640625,522305.34
United States,1970,26008,4970,9898.599609375,511757.59
United States,1971,25830,6074,9638.50390625,498310.66
United States,1972,26516,7574,10939.3857421875,565566.25
United States,1973,27835,8706,9886.34375,511123.97
United States,1974,28537,9150,8973.068359375,463907.63
United States,1975,27519,9654,8813.9091796875,455679.09
United States,1976,25914,10262,9070.337890625,468936.47
United States,1977,25542,10406,9086.58203125,469776.28
United States,1978,24418,10682,9083.068359375,469594.63
United States,1979,24138,10618,9094.791015625,470200.69
United States,1980,24104,10426,9096.349609375,470281.28
United States,1981,23208,10282,9080.712890625,469472.84
United States,1982,22886,10093,7907.25537109375,408805.09
United States,1983,23305,10284,6902.02783203125,356834.84
United States,1984,23459,10874,6722.2265625,347539.13
United States,1985,23368,11064,6531.01904296875,337653.69
United States,1986,23317,11551,6571.87158203125,339765.75
United States,1987,23575,12326,7001.166015625,361960.28
United States,1988,23205,11650,5922.35205078125,306185.59
United States,1989,22217,11378,5788.62548828125,299271.94
United States,1990,21392,10986,5609.13623046875,289992.34
United States,1991,19008,8512,4553.94873046875,235439.16
United States,1992,13708,7760,3855.1796875,199312.8
United States,1993,11511,6564,3685.417236328125,190536.08
United States,1994,10979,6854,3479.552734375,179892.88
United States,1995,10904,6643,3146.477783203125,162672.91
United States,1996,11011,6799,3151.843017578125,162950.28
United States,1997,10903,6532,2773.031982421875,143365.75
United States,1998,10732,6532,2325.031982421875,120204.16
United States,1999,10685,6672,2465.031982421875,127442.16
United States,2000,10577,6672,2465.031982421875,127442.16
United States,2001,10526,6672,2465.031982421875,127442.16
United States,2002,10457,6036,2300.579345703125,118939.95
United States,2003,10027,5696,2204.05908203125,113949.85
United States,2004,8570,5442,2123.73974609375,109797.34
United States,2005,8360,4382,1811.120971679688,93634.953
United States,2006,7853,4282,1766.306884765625,91318.063
United States,2007,5709,4282,1766.306884765625,91318.063
United States,2008,5273,3160,1289.53076171875,66668.742
United States,2009,5113,2606,1305.3193359375,67485.008
United States,2010,4950,2188,1006.226196289063,52021.895
