Entity,Year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7
Albania,2016,,,,,433559.529053039,,
Albania,2017,,,,,452664.5238242653,,
Albania,2018,,,,,389731.520060437,,
Argentina - urban,1980,8870491.17473775,,,,,,
Argentina - urban,1986,10331469.883220876,,,,,,
Argentina - urban,1987,11027353.757908711,,,,,,
Argentina - urban,1991,,6022150.404602993,,,,,
Argentina - urban,1992,,7901188.471036751,,,,,
Argentina - urban,1993,,9624449.10635861,,,,,
Argentina - urban,1994,,9145285.573201235,,,,,
Argentina - urban,1995,,11285573.92646284,,,,,
Argentina - urban,1996,,11774553.715342488,,,,,
Argentina - urban,1997,,12980192.104863822,,,,,
Argentina - urban,1998,,11564962.34996782,,,,,
Argentina - urban,1999,,12079680.144946054,,,,,
Argentina - urban,2000,,12770403.12246142,,,,,
Argentina - urban,2001,,14560174.567896765,,,,,
Argentina - urban,2002,,9080247.89360218,,,,,
Argentina - urban,2003,,,11050681.223838136,,,,
Argentina - urban,2004,,,12645726.057101564,,,,
Argentina - urban,2005,,,13385195.1203841,,,,
Argentina - urban,2006,,,15245963.597242132,,,,
Argentina - urban,2007,,,14615744.000310026,,,,
Argentina - urban,2008,,,15563726.590603525,,,,
Argentina - urban,2009,,,16870972.048211176,,,,
Argentina - urban,2010,,,15459898.222467417,,,,
Argentina - urban,2011,,,14839185.504386391,,,,
Argentina - urban,2012,,,15019453.572230734,,,,
Argentina - urban,2013,,,15443223.708414717,,,,
Argentina - urban,2014,,,12980752.148963682,,,,
Argentina - urban,2016,,,14994345.432330098,,,,
Argentina - urban,2017,,,15786540.82420822,,,,
Argentina - urban,2018,,,15298983.886158423,,,,
Argentina - urban,2019,,,15400400.228731696,,,,
Argentina - urban,2020,,,13170448.591797415,,,,
Armenia,1996,132451.85240247447,,,,,,
Australia,1981,4243138.200122628,,,,,,
Australia,1985,,4685102.542217645,,,,,
Australia,1989,,,5478937.845914879,,,,
Australia,1995,,,4486428.191441135,,,,
Australia,2001,,,5696220.825931202,,,,
Australia,2003,,,6338704.418359509,,,,
Australia,2004,,,,5244148.371091174,,,
Australia,2008,,,6858782.714476947,,,,
Australia,2010,,,,8301397.125042191,,,
Australia,2014,,,8939750.63565439,,,,
Australia,2016,,,9483258.98404984,,,,
Australia,2018,,,11635465.04480951,,,,
Austria,1987,495539.794799645,,,,,,
Austria,1994,,2580269.4045446496,,,,,
Austria,1995,4694080.138066129,,,,,,
Austria,1997,,2414329.766087603,,,,,
Austria,2000,,1970111.5735890705,,,,,
Austria,2003,,,2164393.029094872,,,,
Austria,2004,,,1849469.376642736,,,,
Austria,2005,,,1863098.3814070693,,,,
Austria,2006,,,1894268.5717109533,,,,
Austria,2007,,,2909046.8076550006,,,,
Austria,2008,,,3401727.404068306,,,,
Austria,2009,,,4084860.791581771,,,,
Austria,2010,,,3175926.679388545,,,,
Austria,2011,,,3724506.120835867,,,,
Austria,2012,,,3983520.721662597,,,,
Austria,2013,,,2999100.114962495,,,,
Austria,2014,,,3115656.0400889185,,,,
Austria,2015,,,3976086.2244988624,,,,
Austria,2016,,,4952475.089122095,,,,
Austria,2017,,,3906399.579677553,,,,
Austria,2018,,,4183112.458582788,,,,
Austria,2019,,,4467695.874799147,,,,
Belarus,1993,19033.438320589044,,,,,,
Belarus,1995,398332.3426692025,,,,,,
Belgium,1985,939064.9350311822,,,,,,
Belgium,1988,1264837.6401176031,,,,,,
Belgium,1992,1920128.4794275907,,,,,,
Belgium,1995,,2587066.706830453,,,,,
Belgium,1997,2315847.609363617,,,,,,
Belgium,2000,,2263606.78580182,,,,,
Belgium,2003,,,2859967.033511592,,,,
Belgium,2004,,,1860994.6484746584,,,,
Belgium,2005,,,2293720.8511053743,,,,
Belgium,2006,,,2370585.413511685,,,,
Belgium,2007,,,2266840.4996847166,,,,
Belgium,2008,,,2250569.336285301,,,,
Belgium,2009,,,3050167.817362784,,,,
Belgium,2010,,,3022390.702928797,,,,
Belgium,2011,,,2909308.95434424,,,,
Belgium,2012,,,2979304.9536729143,,,,
Belgium,2013,,,3149567.6031055795,,,,
Belgium,2014,,,2566545.6290319096,,,,
Belgium,2015,,,2520050.8664672915,,,,
Belgium,2016,,,2898822.5238976,,,,
Belgium,2017,,,2991315.608862306,,,,
Belgium,2018,,,2097545.048989185,,,,
Belgium,2019,,,2315440.8448070874,,,,
Belize,1993,24912.159333004525,,,,,,
Belize,1994,20680.068590314902,,,,,,
Belize,1996,,,19426.34247565337,,,,
Belize,1997,27725.53573642822,,,,,,
Belize,1998,23479.597323520826,,,,,,
Belize,1999,32437.532761089948,,,,,,
Bolivia,1997,,2556182.1402946585,,,,,
Bolivia,1999,,,3464596.786469537,,,,
Bolivia,2000,,,3106577.096196812,,,,
Bolivia,2001,,,,2677902.752113567,,,
Bolivia,2002,,,,,2704146.0196958147,,
Bolivia,2004,,,,,1822113.1016563768,,
Bolivia,2005,,,,,2965238.84749884,,
Bolivia,2006,,,,,3052039.989012988,,
Bolivia,2007,,,,,2592823.9472275567,,
Bolivia,2008,,,,,3098291.626336152,,
Bolivia,2009,,,,,3885790.535419295,,
Bolivia,2011,,,,,3676447.456292706,,
Bolivia,2012,,,,,4491396.02989226,,
Bolivia,2013,,,,,4474627.415423263,,
Bolivia,2014,,,,,4139387.106556521,,
Bolivia,2015,,,,,4086969.806921111,,
Bolivia,2016,,,,,4630822.047137462,,
Bolivia,2017,,,,,4464853.399170765,,
Bolivia,2018,,,,,3790346.3796751495,,
Bolivia,2019,,,,,2967121.014744466,,
Bolivia,2020,,,,,3137528.669726616,,
Bolivia - urban,1990,272104.6747547161,,,,,,
Bolivia - urban,1992,324579.7833998262,,,,,,
Brazil,1981,15423265.566926146,,,,,,
Brazil,1982,16192607.228417624,,,,,,
Brazil,1983,12988318.589750784,,,,,,
Brazil,1984,12614147.597896207,,,,,,
Brazil,1985,15330838.34504766,,,,,,
Brazil,1986,26954513.89032899,,,,,,
Brazil,1987,23930400.826629143,,,,,,
Brazil,1988,24639561.15591914,,,,,,
Brazil,1989,26947479.435624003,,,,,,
Brazil,1990,21656992.742217623,,,,,,
Brazil,1992,24014966.044315062,,,,,,
Brazil,1993,24366972.27513591,,,,,,
Brazil,1995,31334083.99267445,,,,,,
Brazil,1996,36664301.75690391,,,,,,
Brazil,1997,35735851.232659906,,,,,,
Brazil,1998,35384900.025410935,,,,,,
Brazil,1999,33953124.40787165,,,,,,
Brazil,2001,41345110.003073774,,,,,,
Brazil,2002,38426182.87458942,,,,,,
Brazil,2003,39038982.35960909,,,,,,
Brazil,2004,37221628.98406157,,,,,,
Brazil,2005,38940777.98237598,,,,,,
Brazil,2006,41489084.34764193,,,,,,
Brazil,2007,47946762.769201584,,,,,,
Brazil,2008,48324891.81447078,,,,,,
Brazil,2009,51430116.80172793,,,,,,
Brazil,2011,57058366.52575575,,,,,,
Brazil,2012,,58446939.96142801,,,,,
Brazil,2013,,58530489.71618152,,,,,
Brazil,2014,,58493972.41219469,,,,,
Brazil,2015,,60063630.30256159,,,,,
Brazil,2016,,64974036.05040426,,,,,
Brazil,2017,,69317366.65145415,,,,,
Brazil,2018,,73376068.25349645,,,,,
Brazil,2019,,80448148.80034934,,,,,
Brazil,2020,,44883001.15541547,,,,,
Bulgaria,1992,,315313.44163686177,,,,,
Bulgaria,2006,,,,,,1553970.9303221114,
Bulgaria,2007,,,,,,1265910.47985099,
Bulgaria,2008,,,,,,1276400.5736012375,
Bulgaria,2009,,,,,,1402338.5643752248,
Bulgaria,2010,,,,,,1602917.9332237442,
Bulgaria,2011,,,,,,1604889.230056127,
Bulgaria,2012,,,,,,1635201.118003801,
Bulgaria,2013,,,,,,2153066.484367208,
Bulgaria,2014,,,,,,1845283.5320336367,
Bulgaria,2015,,,,,,,2390184.971273227
Bulgaria,2016,,,,,,,2382127.437951843
Bulgaria,2017,,,,,,,1833003.9157871327
Bulgaria,2018,,,,,,,1960507.9841670345
Bulgaria,2019,,,,,,,2222548.5488641025
Canada,1971,10921514.16258954,,,,,,
Canada,1975,9802885.369644357,,,,,,
Canada,1981,9337276.981415134,,,,,,
Canada,1987,8430722.106119107,,,,,,
Canada,1991,8303454.57768151,,,,,,
Canada,1994,9210039.556626728,,,,,,
Canada,1997,11352783.492676929,,,,,,
Canada,1998,,11407539.425118016,,,,,
Canada,2000,,11762284.478568057,,,,,
Canada,2004,,13555107.743379818,,,,,
Canada,2007,,12826271.278997133,,,,,
Canada,2010,,14199551.72067324,,,,,
Canada,2012,,19419712.102710973,,,,,
Canada,2013,,22148566.54111683,,,,,
Canada,2014,,18200022.620280582,,,,,
Canada,2015,,19716389.722947,,,,,
Canada,2016,,16287411.75635583,,,,,
Canada,2017,,17829042.319595817,,,,,
Chile,1987,1223353.6433736868,,,,,,
Chile,1990,1383900.374485714,,,,,,
Chile,1992,1272012.9053860377,,,,,,
Chile,1994,1788610.8807281884,,,,,,
Chile,1996,1934317.9990597465,,,,,,
Chile,1998,2291629.5012504426,,,,,,
Chile,2000,2301820.79193838,,,,,,
Chile,2003,2339261.7256441247,,,,,,
Chile,2006,,1846170.929845316,,,,,
Chile,2009,,1883417.0231425748,,,,,
Chile,2011,,1763306.4996478895,,,,,
Chile,2013,,1944554.184979412,,,,,
Chile,2015,,2025339.2813490487,,,,,
Chile,2017,,2249155.768053094,,,,,
Chile,2020,,3096500.5354174864,,,,,
China,1981,2310187.09149609,,,,,,
China,1984,3798284.821114492,,,,,,
China,1987,8796590.185015101,,,,,,
China - rural,1981,1216920.9871336736,,,,,,
China - rural,1984,1845219.0105407888,,,,,,
China - rural,1987,3821050.453340724,,,,,,
China - urban,1981,311912.0378060794,,,,,,
China - urban,1984,207448.3991727749,,,,,,
China - urban,1987,1139704.0835705271,,,,,,
Colombia,1992,,5046338.912764383,,,,,
Colombia,1996,,7372813.296716543,,,,,
Colombia,1999,,8061529.323495073,,,,,
Colombia,2000,,9553831.65024532,,,,,
Colombia,2001,,,6885497.573177071,,,,
Colombia,2002,,,5297730.307968315,,,,
