Entity,Year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7
Albania,2016,,,,,75.32865555108044,,
Albania,2017,,,,,74.17205330162321,,
Albania,2018,,,,,72.9438205923007,,
Argentina - urban,1980,36.96512698653962,,,,,,
Argentina - urban,1986,35.46182950805011,,,,,,
Argentina - urban,1987,40.431628181285824,,,,,,
Argentina - urban,1991,,53.936723308481874,,,,,
Argentina - urban,1992,,52.50269396066859,,,,,
Argentina - urban,1993,,51.74252404279344,,,,,
Argentina - urban,1994,,52.89304168875852,,,,,
Argentina - urban,1995,,56.10270815858238,,,,,
Argentina - urban,1996,,56.71739176793986,,,,,
Argentina - urban,1997,,55.00366203663055,,,,,
Argentina - urban,1998,,56.80657957204184,,,,,
Argentina - urban,1999,,57.74293591503774,,,,,
Argentina - urban,2000,,58.76750152325811,,,,,
Argentina - urban,2001,,61.99484040717165,,,,,
Argentina - urban,2002,,71.40126392042143,,,,,
Argentina - urban,2003,,,61.336154256341246,,,,
Argentina - urban,2004,,,57.90522956537581,,,,
Argentina - urban,2005,,,54.65527347403669,,,,
Argentina - urban,2006,,,50.532643462913725,,,,
Argentina - urban,2007,,,49.42774566343142,,,,
Argentina - urban,2008,,,47.84928535306975,,,,
Argentina - urban,2009,,,45.906646536395854,,,,
Argentina - urban,2010,,,45.03380331149458,,,,
Argentina - urban,2011,,,42.26061426852401,,,,
Argentina - urban,2012,,,41.67251006340615,,,,
Argentina - urban,2013,,,41.245855307791054,,,,
Argentina - urban,2014,,,44.19894145309033,,,,
Argentina - urban,2016,,,42.868011529379466,,,,
Argentina - urban,2017,,,40.50615557208963,,,,
Argentina - urban,2018,,,44.21215749992613,,,,
Argentina - urban,2019,,,46.06710919057893,,,,
Argentina - urban,2020,,,50.46899990338319,,,,
Armenia,1996,83.77143760725397,,,,,,
Australia,1981,24.21592319804785,,,,,,
Australia,1985,,23.75181682531392,,,,,
Australia,1989,,,23.10324363499972,,,,
Australia,1995,,,25.90600719642744,,,,
Australia,2001,,,21.21492566875918,,,,
Australia,2003,,,20.1176842002386,,,,
Australia,2004,,,,16.64743899280495,,,
Australia,2008,,,11.17853454055643,,,,
Australia,2010,,,,10.90085850637965,,,
Australia,2014,,,8.69745206131775,,,,
Australia,2016,,,9.24783933355854,,,,
Australia,2018,,,9.18277874383702,,,,
Austria,1987,9.47437884590973,,,,,,
Austria,1994,,12.28390546845218,,,,,
Austria,1995,17.90538518557921,,,,,,
Austria,1997,,13.09878074453198,,,,,
Austria,2000,,10.40412223596648,,,,,
Austria,2003,,,9.94246276141502,,,,
Austria,2004,,,8.6520579601455,,,,
Austria,2005,,,9.241472594527153,,,,
Austria,2006,,,8.98521306606689,,,,
Austria,2007,,,9.2101052438156,,,,
Austria,2008,,,8.661794207320481,,,,
Austria,2009,,,8.67653771193377,,,,
Austria,2010,,,7.7683049805655005,,,,
Austria,2011,,,8.56567828539912,,,,
Austria,2012,,,8.93155390395669,,,,
Austria,2013,,,7.590810040345911,,,,
Austria,2014,,,8.00924811367998,,,,
Austria,2015,,,8.33472838888888,,,,
Austria,2016,,,7.708897369944199,,,,
Austria,2017,,,7.39617138798596,,,,
Austria,2018,,,7.63953130996951,,,,
Austria,2019,,,7.08526740621285,,,,
Belarus,1993,99.998,,,,,,
Belarus,1995,77.14673512429053,,,,,,
Belgium,1985,24.77419463737457,,,,,,
Belgium,1988,22.73535838771671,,,,,,
Belgium,1992,18.92287351419864,,,,,,
Belgium,1995,,14.24166966426925,,,,,
Belgium,1997,13.797873568461188,,,,,,
Belgium,2000,,10.96344746861101,,,,,
Belgium,2003,,,12.48804606681388,,,,
Belgium,2004,,,11.132413360991029,,,,
Belgium,2005,,,10.5591435230848,,,,
Belgium,2006,,,10.66984948914555,,,,
Belgium,2007,,,10.382482316061251,,,,
Belgium,2008,,,9.65098077164338,,,,
Belgium,2009,,,9.60244235833092,,,,
Belgium,2010,,,9.7088121981379,,,,
Belgium,2011,,,10.30812331940585,,,,
Belgium,2012,,,9.27744880112779,,,,
Belgium,2013,,,9.56632793139512,,,,
Belgium,2014,,,9.37891787953613,,,,
Belgium,2015,,,8.99400973022977,,,,
Belgium,2016,,,9.14917549127315,,,,
Belgium,2017,,,8.74534024646198,,,,
Belgium,2018,,,7.85413541224263,,,,
Belgium,2019,,,7.023478090853311,,,,
Belize,1993,80.0611870415051,,,,,,
Belize,1994,80.86819910255876,,,,,,
Belize,1996,,,82.58518478652384,,,,
Belize,1997,83.34461105614608,,,,,,
Belize,1998,82.10224186381349,,,,,,
Belize,1999,81.04784856656352,,,,,,
Bolivia,1997,,72.26791342910893,,,,,
Bolivia,1999,,,73.88822681697866,,,,
Bolivia,2000,,,76.86004743867514,,,,
Bolivia,2001,,,,75.33611945787952,,,
Bolivia,2002,,,,,76.05130582729721,,
Bolivia,2004,,,,,72.33335857076261,,
Bolivia,2005,,,,,71.22553039988915,,
Bolivia,2006,,,,,69.22492837700179,,
Bolivia,2007,,,,,68.75490603275063,,
Bolivia,2008,,,,,66.35966609956924,,
Bolivia,2009,,,,,64.30195705429088,,
Bolivia,2011,,,,,60.00874571616791,,
Bolivia,2012,,,,,59.26167451645375,,
Bolivia,2013,,,,,56.90767389373681,,
