entity,Year,trust_government
OECD,2010,40.2177436036633
OECD,2011,37.4712541692633
OECD,2012,35.7621954213156
OECD,2013,34.5837820159897
OECD,2014,37.3134461087953
OECD,2015,36.9828196028367
OECD,2016,35.6574692982681
OECD,2017,40.3910757793905
OECD,2018,38.2526607735648
OECD,2019,41.6402691366331
OECD,2020,45.7543866295205
OECD,2021,41.9766950316409
OECD,2022,41.397623001688
