IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,KEN,Kenya,Year,2017,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for manufacture, import and sale of paint",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,PAK,Pakistan,Year,2017,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 100 ppm. Applies for interior and exterior enamel paints,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,CAN,Canada,Year,2016,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm for paints and certain other surface coating materials that are manufactured, imported,
advertised or sold in Canada",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,SEAR,South-East Asia,Country,IND,India,Year,2016,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for manufacture, trade, import and export of household and decorative paints",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,SEAR,South-East Asia,Country,THA,Thailand,Year,2016,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 100 ppm lead limit for all paint,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,TZA,United Republic of Tanzania,Year,2016,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 - 100 ppm, depending on the type of paint",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,SRB,Serbia,Year,2015,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 600 - 50,000. Restricts use of certain lead compounds in paint; for industrial paints containing lead, precautionary labelling is
required",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,ARM,Armenia,Year,2014,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 5000 - 150 000 ppm. Paints must not contain driers containing metals or other chemicals belonging to hazard class 1.,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,MKD,The former Yugoslav Republic of Macedonia,Year,2014,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: ppm not specified. Restricts use of certain lead compounds in paint,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,ARE,United Arab Emirates,Year,2014,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: ppm not specified. Restricts use of heavy metals, including lead in paints used for residential buildings",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,ECU,Ecuador,Year,2013,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 100 ppm lead limit for some paints for which there is a high likelihood of human contact; 600 ppm lead limit for
other paints",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,KGZ,Kyrgyzstan,Year,2013,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit not specified. Restricts use of all lead compounds in paint intended for building interiors,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,MEX,Mexico,Year,2013,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 600 ppm lead limit for paint; some exceptions including coatings for automotive vehicles and industrial or agricultural and gardening equipment,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,PHL,Philippines,Year,2013,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for architectural, decorative, household and industrial paint",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,MNE,Montenegro,Year,2012,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit not specified. Restricts use of certain lead compounds in paint,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,TTO,Trinidad and Tobago,Year,2012,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 600 ppm lead limit for the export, import, and manufacture of paint; exemptions are industrial paints",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,IRQ,Iraq,Year,2011,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 90 ppm lead paint limit for manufacture,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,URY,Uruguay,Year,2011,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 600 ppm lead limit for the production, import and sale of household and decorative paint; exemptions include
paint for agricultural and industrial equipment, bridges, and road markings",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,BLR,Belarus,Year,2010,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 5000 for lead in driers in household paints; 150 000 ppm for lead in pigments in all paints,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,NZL,New Zealand,Year,2010,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 1000 ppm lead limit for the sale, manufacture, export and import of all paints",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,RUS,Russian Federation,Year,2010,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: ppm not specified. Restricts the use of lead and lead compounds in paints used for building interiors,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,ARG,Argentina,Year,2009,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 600 ppm. Prohibits the manufacture, import, distribution and marketing of lead paint.",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,ZAF,South Africa,Year,2009,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 600 ppm lead limit for manufacture, import and sale of paint; no testing or certification requirements",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,WPR,Western Pacific,Country,AUS,Australia,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 1000 ppm. Prohibits the manufacture, sale, supply or use of lead paint both domestic and industrial lead-based paints",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,AUT,Austria,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,BEL,Belgium,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,BRA,Brazil,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 600 ppm for the manufacture, import, export and use of household paints",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,BGR,Bulgaria,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,HRV,Croatia,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,CYP,Cyprus,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,CZE,Czechia,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,DNK,Denmark,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,EST,Estonia,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,FIN,Finland,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,FRA,France,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,DEU,Germany,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,GRC,Greece,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,HUN,Hungary,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,ISL,Iceland,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,IRL,Ireland,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,ITA,Italy,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,LVA,Latvia,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,LIE,Liechtenstein,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,LTU,Lithuania,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,LUX,Luxembourg,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,MLT,Malta,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,MCO,Monaco,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit not specified. Restricts use of certain lead compounds in paint,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,NLD,Netherlands,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,NOR,Norway,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,OMN,Oman,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 600 ppm total lead concentration limit for handling, use, import, or production of paints",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,POL,Poland,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,PRT,Portugal,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,ROU,Romania,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,SVK,Slovakia,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 15.06.2022.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,SVN,Slovenia,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,ESP,Spain,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,SWE,Sweden,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 15.06.2022.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,GBR,United Kingdom of Great Britain and Northern Ireland,Year,2008,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: EU REACH. Restricts the addition of certain specific lead compounds to paints intended for use by general public,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,DMA,Dominica,Year,2007,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 600 ppm lead limit for household paint,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,KAZ,Kazakhstan,Year,2007,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit not specified. Restricts use of all lead compounds in paint intended for building interiors,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EUR,Europe,Country,CHE,Switzerland,Year,2006,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 100 ppm lead limit for all paints offered for sale by manufacturers,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,EMR,Eastern Mediterranean,Country,QAT,Qatar,Year,2005,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: Imported and locally made paints must be certified as containing no more than 600 ppm total lead,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,GUY,Guyana,Year,2004,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 600 ppm lead limit for the import and manufacture of paints,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,SEAR,South-East Asia,Country,LKA,Sri Lanka,Year,2003,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for interior and exterior emulsion paint or 600 ppm lead limit for floor and enamel paint; paints
used in the building industry that contain lead must be labelled as such, including the lead content",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AFR,Africa,Country,DZA,Algeria,Year,1997,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 5000 ppm lead limit for manufacture, import and sale of paint",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,CHL,Chile,Year,1997,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023..Lead concentration limit: 600 ppm for import, export, and sale of paint; exemptions include agricultural and industrial equipment, bridges, road markings, artists� materials and other applications",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,SEAR,South-East Asia,Country,NPL,Nepal,Year,1997,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for any paint imported, produced, sold or used",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,PAN,Panama,Year,1996,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 600 ppm lead limit for the manufacture, import, sale, and use of paint",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,CRI,Costa Rica,Year,1995,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 600 ppm lead limit for the manufacture, import, export, and sale of paints",EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,CUB,Cuba,Year,1984,true,,,,,,,,,,,,,,,,,,,Yes,364,As of 31.03.2023.Lead concentration limit: 20 000 ppm lead limit for paint; some exceptions including artists paint and outdoor paint,EN,2023-04-16T23:00:00.000Z
LEADCONTROL,Legally-binding controls on lead paint,text,AMR,Americas,Country,USA,United States of America,Year,1977,true,,,,,,,,,,,,,,,,,,,Yes,364,"As of 31.03.2023.Lead concentration limit: 90 ppm lead limit for paints for the manufacture, import and sale of household and decorative paints",EN,2023-04-27T23:00:00.000Z
