dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
uk74,mi,0,  38909933, 14205.73, 13666.64,    0.367,    18.51,    21.38,    24.77,    13.27,    14.59,    15.99,   0.1114,   0.1215,   0.1311,  1547.85,  2172.38,  2907.78,  3918.81,  4660.94,  5292.21
uk75,dhi,0,  39093510, 12092.77, 11189.87,    0.240,     1.78,     6.29,    13.44,     0.37,     1.05,     2.50,   0.0018,   0.0036,   0.0078,  3540.16,  4660.37,  5463.31,   935.79,   934.57,  1250.62
uk75,dhci,0,  39093510, 12028.82, 11115.61,    0.240,     1.69,     6.09,    13.44,     0.38,     1.04,     2.49,   0.0018,   0.0036,   0.0077,  3452.42,  4606.77,  5436.37,   993.82,   951.04,  1232.99
uk75,mi,0,  39093510, 14359.00, 14122.97,    0.363,    19.08,    22.06,    25.70,    13.76,    15.10,    16.56,   0.1164,   0.1265,   0.1362,  1573.71,  2228.04,  3012.91,  4075.47,  4833.45,  5460.87
uk76,dhi,0,  39678000, 11514.49, 10669.85,    0.235,     1.27,     5.57,    12.24,     0.31,     0.84,     2.18,   0.0017,   0.0030,   0.0066,  3240.93,  4528.76,  5262.18,  1027.00,   806.16,  1139.72
uk76,dhci,0,  39678000, 11448.61, 10611.17,    0.235,     1.25,     5.49,    12.32,     0.31,     0.84,     2.18,   0.0017,   0.0030,   0.0066,  3182.28,  4491.05,  5238.58,  1062.18,   814.53,  1128.12
uk76,mi,0,  39678000, 13730.50, 13643.00,    0.371,    20.52,    23.42,    26.85,    14.92,    16.33,    17.78,   0.1265,   0.1373,   0.1475,  1488.49,  2065.76,  2764.25,  3968.71,  4755.74,  5421.55
uk77,dhi,0,  39736320, 11230.30, 10389.74,    0.234,     1.07,     4.84,    11.75,     0.32,     0.78,     2.00,   0.0020,   0.0031,   0.0062,  2922.97,  4356.68,  5175.22,  1232.92,   838.19,  1058.63
uk77,dhci,0,  39736320, 11160.92, 10311.86,    0.234,     1.03,     4.75,    11.79,     0.32,     0.77,     1.99,   0.0020,   0.0031,   0.0062,  2840.87,  4317.27,  5143.63,  1283.87,   838.66,  1043.48
uk77,mi,0,  39736320, 13141.42, 13055.37,    0.371,    20.53,    23.35,    26.47,    15.07,    16.43,    17.83,   0.1294,   0.1396,   0.1493,  1388.94,  1935.02,  2556.73,  3833.21,  4592.67,  5276.49
uk78,dhi,0,  40087059, 12113.04, 11254.10,    0.235,     1.01,     5.37,    12.76,     0.32,     0.81,     2.19,   0.0018,   0.0030,   0.0065,  3073.33,  4782.59,  5593.49,  1428.31,   844.46,  1158.97
uk78,dhci,0,  40087059, 12037.36, 11173.20,    0.236,     1.03,     5.26,    12.70,     0.32,     0.79,     2.17,   0.0018,   0.0030,   0.0065,  3078.95,  4746.37,  5556.16,  1390.34,   840.23,  1147.77
uk78,mi,0,  40087059, 13823.28, 13648.42,    0.375,    20.81,    23.32,    26.94,    15.28,    16.62,    18.02,   0.1309,   0.1413,   0.1510,  1449.32,  1960.77,  2712.40,  4010.05,  4863.44,  5476.65
uk79,dhi,0,  39952195, 12406.65, 11586.94,    0.241,     1.73,     7.32,    14.33,     0.38,     1.13,     2.72,   0.0020,   0.0037,   0.0084,  3617.01,  4898.25,  5632.14,  1017.76,   895.23,  1320.02
uk79,dhci,0,  39952195, 12322.03, 11489.03,    0.242,     1.71,     7.40,    14.34,     0.39,     1.13,     2.71,   0.0020,   0.0038,   0.0084,  3561.68,  4870.84,  5588.93,  1033.93,   873.67,  1304.49
uk79,mi,0,  39952195, 13893.24, 13893.69,    0.379,    21.72,    24.35,    28.10,    16.25,    17.60,    19.00,   0.1400,   0.1507,   0.1606,  1399.82,  1925.19,  2698.40,  4157.65,  5021.65,  5637.81
uk80,dhi,0,  40052976, 12729.43, 11737.33,    0.249,     1.86,     7.14,    14.39,     0.37,     1.14,     2.73,   0.0020,   0.0038,   0.0084,  3750.80,  4930.78,  5704.30,   944.13,   937.89,  1338.10
uk80,dhci,0,  40052976, 12669.33, 11675.95,    0.250,     1.81,     7.20,    14.41,     0.38,     1.15,     2.74,   0.0020,   0.0038,   0.0085,  3702.64,  4907.58,  5674.50,   967.74,   930.39,  1331.07
uk80,mi,0,  40052976, 14373.59, 14169.69,    0.389,    22.08,    24.88,    27.99,    16.07,    17.54,    19.00,   0.1379,   0.1488,   0.1593,  1543.08,  2090.54,  2729.37,  4124.80,  4994.31,  5772.44
uk81,dhi,0,  40242666, 12624.15, 11339.58,    0.255,     1.21,     5.43,    12.67,     0.28,     0.80,     2.13,   0.0015,   0.0027,   0.0062,  3476.25,  4839.50,  5662.22,  1059.58,   830.29,  1141.52
uk81,dhci,0,  40242666, 12561.79, 11270.91,    0.256,     1.25,     5.49,    12.64,     0.30,     0.80,     2.15,   0.0015,   0.0028,   0.0063,  3436.75,  4809.50,  5613.74,  1071.61,   825.95,  1148.81
uk81,mi,0,  40242666, 14261.37, 13625.17,    0.408,    22.97,    25.78,    29.27,    16.73,    18.24,    19.77,   0.1431,   0.1546,   0.1655,  1480.71,  1992.37,  2654.05,  3969.35,  4820.22,  5521.05
uk82,dhi,0,  40660094, 13747.55, 12232.95,    0.264,     1.71,     5.83,    14.01,     0.52,     1.10,     2.54,   0.0027,   0.0045,   0.0085,  3412.04,  4963.53,  6006.95,  1481.14,  1152.95,  1332.82
uk82,dhci,0,  40660094, 13708.44, 12187.58,    0.266,     1.74,     5.83,    14.22,     0.52,     1.10,     2.56,   0.0027,   0.0045,   0.0085,  3428.05,  4945.39,  5993.55,  1446.98,  1148.40,  1319.00
uk82,mi,0,  40660094, 14486.23, 13658.66,    0.437,    25.67,    28.45,    31.92,    19.38,    20.91,    22.44,   0.1691,   0.1808,   0.1919,  1338.32,  1809.36,  2433.82,  4125.14,  5019.97,  5761.37
uk83,dhi,0,  40677698, 13165.83, 11702.12,    0.263,     1.44,     5.53,    13.69,     0.37,     0.93,     2.35,   0.0018,   0.0033,   0.0071,  3479.37,  4869.92,  5816.69,  1201.48,   981.14,  1204.58
uk83,dhci,0,  40677698, 13128.44, 11659.35,    0.264,     1.47,     5.55,    13.90,     0.37,     0.93,     2.37,   0.0018,   0.0033,   0.0071,  3492.80,  4855.58,  5802.37,  1170.94,   974.09,  1193.24
uk83,mi,0,  40677698, 13848.08, 13056.83,    0.437,    25.67,    28.45,    31.92,    19.38,    20.91,    22.44,   0.1691,   0.1808,   0.1919,  1279.43,  1729.72,  2326.72,  3943.31,  4798.70,  5507.38
uk84,dhi,0,  41386243, 13339.85, 11976.44,    0.256,     1.47,     5.16,    13.55,     0.42,     0.94,     2.33,   0.0023,   0.0038,   0.0074,  3412.79,  4900.93,  5952.24,  1377.78,  1087.29,  1233.62
uk84,dhci,0,  41386243, 13307.32, 11955.72,    0.257,     1.46,     5.32,    13.79,     0.44,     0.96,     2.37,   0.0024,   0.0039,   0.0076,  3348.71,  4902.16,  5939.70,  1433.58,  1075.70,  1233.73
uk84,mi,0,  41386243, 14045.62, 13383.75,    0.434,    26.09,    29.14,    32.18,    19.57,    21.19,    22.76,   0.1700,   0.1823,   0.1938,  1337.81,  1825.05,  2352.54,  4015.69,  4866.82,  5677.71
uk85,dhi,0,  41577913, 13836.78, 12379.41,    0.269,     1.82,     6.44,    15.16,     0.48,     1.09,     2.73,   0.0025,   0.0043,   0.0086,  3645.14,  5139.27,  6087.89,  1306.63,  1050.43,  1339.76
uk85,dhci,0,  41577913, 13794.08, 12310.34,    0.270,     1.79,     6.52,    15.48,     0.48,     1.09,     2.76,   0.0026,   0.0043,   0.0087,  3597.55,  5122.38,  6070.05,  1326.59,  1032.79,  1316.16
uk85,mi,0,  41577913, 14695.23, 13820.23,    0.442,    26.72,    29.49,    32.80,    19.81,    21.48,    23.08,   0.1715,   0.1842,   0.1961,  1429.85,  1877.64,  2458.69,  4098.24,  5032.48,  5833.45
uk86,dhi,0,  41950892, 14739.23, 12840.41,    0.284,     1.72,     6.79,    14.90,     0.50,     1.13,     2.73,   0.0029,   0.0046,   0.0089,  3638.47,  5354.69,  6290.99,  1497.70,  1065.52,  1413.26
uk86,dhci,0,  41950892, 14699.90, 12781.59,    0.285,     1.78,     6.79,    14.96,     0.51,     1.13,     2.75,   0.0030,   0.0046,   0.0090,  3644.45,  5325.01,  6259.08,  1468.19,  1065.79,  1409.87
uk86,mi,0,  41950892, 15596.12, 14120.66,    0.454,    25.94,    29.16,    32.86,    19.14,    20.80,    22.50,   0.1648,   0.1774,   0.1894,  1481.96,  2023.93,  2671.36,  4166.30,  5036.40,  5801.03
uk87,dhi,0,  42112279, 15664.31, 13420.42,    0.303,     2.83,     8.88,    16.44,     0.56,     1.56,     3.39,   0.0023,   0.0051,   0.0110,  4300.97,  5533.36,  6390.22,  1067.20,  1176.85,  1662.03
uk87,dhci,0,  42112279, 15626.98, 13373.79,    0.304,     2.84,     8.86,    16.75,     0.56,     1.56,     3.43,   0.0023,   0.0051,   0.0110,  4286.36,  5512.74,  6382.29,  1063.16,  1174.15,  1641.99
uk87,mi,0,  42112279, 16685.79, 14744.46,    0.470,    26.73,    29.83,    33.53,    19.28,    21.10,    22.86,   0.1650,   0.1785,   0.1912,  1643.68,  2157.04,  2813.94,  4254.10,  5215.19,  6032.74
uk88,dhi,0,  42418888, 16665.67, 14157.46,    0.314,     3.30,    10.02,    18.34,     0.73,     1.88,     3.95,   0.0034,   0.0067,   0.0134,  4420.02,  5748.48,  6665.19,  1242.96,  1330.25,  1829.29
uk88,dhci,0,  42418888, 16637.36, 14104.42,    0.315,     3.33,    10.08,    18.45,     0.73,     1.88,     3.97,   0.0035,   0.0067,   0.0135,  4406.78,  5733.70,  6640.93,  1234.99,  1318.51,  1821.72
uk88,mi,0,  42418888, 17863.39, 15674.14,    0.463,    25.94,    28.88,    32.30,    18.83,    20.54,    22.21,   0.1620,   0.1747,   0.1867,  1716.84,  2264.84,  2938.52,  4552.81,  5572.23,  6465.97
uk89,dhi,0,  42449444, 16875.27, 14755.87,    0.302,     3.62,    10.88,    18.63,     0.77,     2.02,     4.12,   0.0036,   0.0071,   0.0142,  4647.41,  6010.05,  6894.87,  1254.94,  1367.88,  1958.65
uk89,dhci,0,  42449444, 16846.89, 14692.00,    0.303,     3.54,    11.00,    18.71,     0.77,     2.03,     4.14,   0.0037,   0.0071,   0.0143,  4592.90,  5992.94,  6865.46,  1283.90,  1353.06,  1949.74
uk89,mi,0,  42449444, 17980.89, 16265.97,    0.449,    25.72,    29.13,    32.36,    18.27,    20.10,    21.88,   0.1550,   0.1684,   0.1812,  1884.97,  2519.28,  3160.81,  4621.41,  5613.70,  6598.77
uk90,dhi,0,  42446409, 17817.74, 15228.31,    0.319,     4.60,    11.36,    19.51,     0.93,     2.36,     4.52,   0.0038,   0.0082,   0.0161,  4863.17,  6031.92,  7018.18,  1228.16,  1582.24,  2118.81
uk90,dhci,0,  42446409, 17788.69, 15187.28,    0.320,     4.65,    11.61,    19.74,     0.94,     2.41,     4.59,   0.0038,   0.0083,   0.0164,  4843.61,  6019.68,  6992.80,  1231.30,  1573.97,  2119.57
uk90,mi,0,  42446409, 19201.09, 16910.72,    0.462,    25.29,    28.86,    32.65,    17.95,    19.76,    21.59,   0.1522,   0.1654,   0.1781,  1962.38,  2665.51,  3436.29,  4801.91,  5789.85,  6710.14
uk91,dhi,0,  43459659, 17639.26, 15032.74,    0.317,     4.75,    11.39,    19.35,     0.93,     2.34,     4.49,   0.0038,   0.0082,   0.0160,  4834.94,  5968.98,  6925.92,  1178.15,  1547.39,  2093.73
uk91,dhci,0,  43459659, 17617.13, 14975.72,    0.318,     4.75,    11.39,    19.30,     0.93,     2.35,     4.50,   0.0038,   0.0082,   0.0161,  4816.58,  5943.76,  6890.12,  1173.71,  1544.10,  2095.31
uk91,mi,0,  43459659, 18778.69, 16213.83,    0.467,    26.06,    29.41,    32.78,    18.68,    20.47,    22.24,   0.1593,   0.1726,   0.1852,  1837.70,  2464.23,  3130.25,  4647.83,  5642.69,  6598.04
uk92,dhi,0,  42944559, 17277.05, 14706.74,    0.315,     3.79,    11.08,    18.86,     1.06,     2.28,     4.35,   0.0053,   0.0091,   0.0164,  4246.45,  5841.04,  6787.26,  1636.24,  1512.33,  2036.79
uk92,dhci,0,  42944559, 17252.08, 14690.15,    0.316,     3.79,    11.28,    19.01,     1.06,     2.31,     4.41,   0.0053,   0.0092,   0.0166,  4224.23,  5838.85,  6768.06,  1651.83,  1506.23,  2046.02
uk92,mi,0,  42944559, 17984.64, 15536.48,    0.480,    27.49,    30.83,    34.58,    19.87,    21.74,    23.57,   0.1703,   0.1840,   0.1971,  1722.21,  2290.83,  2968.49,  4492.39,  5477.41,  6353.40
uk93,dhi,0,  42669646, 17344.14, 14742.30,    0.315,     4.26,    10.52,    17.39,     0.92,     2.14,     4.12,   0.0041,   0.0080,   0.0151,  4629.05,  5869.67,  6751.62,  1267.87,  1501.47,  2093.76
uk93,dhci,0,  42669646, 17315.75, 14710.15,    0.316,     4.32,    10.52,    17.60,     0.93,     2.15,     4.15,   0.0042,   0.0080,   0.0152,  4621.61,  5852.75,  6743.77,  1262.45,  1502.32,  2082.32
uk93,mi,0,  42669646, 17885.74, 14993.99,    0.490,    27.51,    31.29,    34.60,    20.06,    21.92,    23.76,   0.1732,   0.1865,   0.1994,  1624.67,  2245.34,  2817.10,  4372.93,  5251.66,  6179.30
uk94,dhi,0,  42553999, 18127.78, 15048.74,    0.329,     4.30,    10.18,    18.08,     1.24,     2.39,     4.35,   0.0068,   0.0107,   0.0177,  4278.51,  5754.32,  6855.79,  1740.99,  1770.05,  2173.45
uk94,dhci,0,  42553999, 18107.86, 15031.90,    0.330,     4.29,    10.20,    18.21,     1.25,     2.40,     4.37,   0.0068,   0.0108,   0.0177,  4261.59,  5747.88,  6855.46,  1751.17,  1768.07,  2163.68
uk94,mi,0,  42553999, 18182.17, 15035.00,    0.509,    29.74,    33.01,    36.31,    22.20,    24.05,    25.81,   0.1932,   0.2071,   0.2201,  1525.05,  2042.04,  2607.88,  4488.95,  5475.46,  6413.12
uk95,dhi,0,  42527589, 18074.11, 15009.39,    0.325,     3.87,     9.76,    17.73,     1.08,     2.15,     4.08,   0.0059,   0.0094,   0.0160,  4332.23,  5850.51,  6931.70,  1671.52,  1654.18,  2073.93
uk95,dhci,0,  42527589, 18061.57, 14995.28,    0.325,     3.86,     9.74,    17.76,     1.08,     2.15,     4.08,   0.0059,   0.0094,   0.0160,  4327.41,  5841.78,  6928.10,  1670.70,  1655.86,  2069.07
uk95,mi,0,  42527589, 18468.01, 15221.28,    0.512,    30.06,    32.98,    36.33,    22.66,    24.42,    26.13,   0.1989,   0.2122,   0.2247,  1499.24,  1976.09,  2564.18,  4589.28,  5634.55,  6568.59
uk96,dhi,0,  42703853, 18720.49, 15697.96,    0.321,     3.85,    10.03,    17.73,     0.92,     2.05,     4.03,   0.0046,   0.0081,   0.0148,  4770.26,  6246.72,  7276.79,  1508.93,  1602.26,  2141.99
uk96,dhci,0,  42703853, 18709.35, 15679.23,    0.321,     3.85,    10.02,    17.75,     0.92,     2.05,     4.03,   0.0046,   0.0081,   0.0148,  4766.09,  6239.60,  7269.94,  1505.61,  1600.01,  2137.60
uk96,mi,0,  42703853, 19243.51, 16200.16,    0.502,    29.22,    32.50,    35.67,    21.88,    23.67,    25.40,   0.1915,   0.2047,   0.2172,  1627.87,  2201.02,  2799.07,  4852.20,  5899.06,  6921.03
uk97,dhi,0,  42805108, 19339.15, 16183.72,    0.325,     4.44,    10.47,    17.98,     1.06,     2.27,     4.26,   0.0050,   0.0091,   0.0162,  4925.60,  6333.93,  7412.81,  1547.89,  1757.93,  2297.43
uk97,dhci,0,  42805108, 19328.94, 16163.24,    0.325,     4.42,    10.40,    17.98,     1.06,     2.27,     4.25,   0.0050,   0.0090,   0.0162,  4915.87,  6318.86,  7404.25,  1549.43,  1762.76,  2293.70
uk97,mi,0,  42805108, 19941.70, 16597.57,    0.496,    28.12,    31.28,    34.64,    20.57,    22.39,    24.15,   0.1784,   0.1917,   0.2043,  1783.25,  2359.64,  3016.07,  4855.78,  5939.15,  6942.47
uk98,dhi,0,  42985489, 20269.72, 16748.73,    0.332,     4.41,    10.40,    17.85,     1.07,     2.29,     4.25,   0.0052,   0.0092,   0.0163,  5078.29,  6527.95,  7657.37,  1621.20,  1846.41,  2391.87
uk98,dhci,0,  42985489, 20259.22, 16735.61,    0.332,     4.42,    10.40,    17.86,     1.07,     2.29,     4.25,   0.0052,   0.0092,   0.0164,  5075.38,  6521.18,  7650.73,  1618.87,  1846.63,  2390.64
uk98,mi,0,  42985489, 21102.15, 17390.13,    0.505,    28.11,    31.47,    34.90,    20.86,    22.65,    24.42,   0.1815,   0.1946,   0.2072,  1794.63,  2436.51,  3134.17,  5161.42,  6258.56,  7299.91
uk99,dhi,0,  43176465, 20769.53, 17115.42,    0.335,     4.53,    10.47,    18.05,     1.18,     2.39,     4.38,   0.0059,   0.0100,   0.0172,  5067.04,  6605.33,  7776.73,  1779.13,  1952.38,  2492.52
uk99,dhci,0,  43176465, 20760.41, 17097.89,    0.336,     4.54,    10.46,    18.02,     1.18,     2.39,     4.38,   0.0059,   0.0101,   0.0172,  5067.22,  6596.91,  7766.83,  1771.94,  1952.04,  2491.90
uk99,mi,0,  43176465, 21534.73, 17618.62,    0.507,    28.30,    31.61,    34.87,    20.81,    22.62,    24.39,   0.1806,   0.1939,   0.2066,  1864.80,  2504.29,  3175.99,  5182.64,  6305.02,  7395.18
uk00,dhi,0,  43360383, 22412.10, 17979.89,    0.352,     4.76,    10.72,    17.74,     1.28,     2.53,     4.46,   0.0065,   0.0109,   0.0182,  5254.40,  6868.97,  8072.79,  1937.55,  2120.97,  2715.15
uk00,dhci,0,  43360383, 22405.70, 17968.46,    0.352,     4.78,    10.72,    17.75,     1.28,     2.53,     4.47,   0.0065,   0.0109,   0.0182,  5254.70,  6863.10,  8067.61,  1932.69,  2121.13,  2713.47
uk00,mi,0,  43360383, 23906.21, 18729.59,    0.521,    27.25,    30.69,    34.17,    19.91,    21.73,    23.51,   0.1724,   0.1854,   0.1979,  2016.30,  2734.51,  3505.41,  5475.54,  6630.28,  7732.34
uk01,dhi,0,  43674300, 22932.30, 18636.46,    0.341,     4.69,    10.38,    17.36,     1.29,     2.47,     4.36,   0.0068,   0.0110,   0.0180,  5409.92,  7096.90,  8370.96,  2044.67,  2221.33,  2810.92
uk01,dhci,0,  43674300, 22923.25, 18624.34,    0.341,     4.68,    10.37,    17.39,     1.29,     2.47,     4.36,   0.0068,   0.0110,   0.0180,  5403.40,  7090.47,  8369.26,  2046.34,  2221.70,  2805.34
uk01,mi,0,  43674300, 24014.50, 19279.15,    0.508,    26.87,    30.35,    34.03,    19.64,    21.41,    23.19,   0.1699,   0.1827,   0.1951,  2076.19,  2841.04,  3684.59,  5635.47,  6798.54,  7882.90
uk02,dhi,0,  45228418, 22592.86, 18810.98,    0.327,     4.59,    10.01,    17.24,     1.37,     2.52,     4.36,   0.0075,   0.0117,   0.0185,  5288.35,  7040.03,  8431.81,  2236.04,  2365.46,  2854.78
uk02,dhci,0,  45228418, 22583.38, 18794.29,    0.327,     4.59,     9.97,    17.22,     1.37,     2.52,     4.36,   0.0075,   0.0117,   0.0185,  5282.27,  7026.81,  8421.77,  2235.44,  2370.33,  2854.80
uk02,mi,0,  45228418, 23308.91, 19305.67,    0.495,    27.12,    30.50,    34.10,    19.54,    21.39,    23.21,   0.1681,   0.1814,   0.1942,  2159.43,  2885.27,  3699.02,  5562.84,  6767.56,  7884.38
uk03,dhi,0,  45425631, 22976.11, 19253.37,    0.321,     4.44,     9.76,    16.99,     1.30,     2.40,     4.20,   0.0069,   0.0109,   0.0176,  5450.26,  7261.66,  8693.76,  2251.08,  2365.03,  2858.26
uk03,dhci,0,  45425631, 22966.35, 19240.88,    0.321,     4.45,     9.76,    17.04,     1.30,     2.40,     4.21,   0.0069,   0.0109,   0.0176,  5451.78,  7255.95,  8693.71,  2244.57,  2364.49,  2850.83
uk03,mi,0,  45425631, 23755.28, 19462.64,    0.494,    26.83,    30.19,    33.92,    19.15,    21.01,    22.87,   0.1644,   0.1776,   0.1905,  2226.38,  2957.27,  3805.46,  5558.68,  6774.05,  7872.12
uk04,dhi,0,  45733776, 23780.65, 19978.83,    0.319,     4.19,     9.21,    16.48,     1.21,     2.29,     4.03,   0.0064,   0.0103,   0.0167,  5678.59,  7504.49,  9056.39,  2312.95,  2484.93,  2930.91
uk04,dhci,0,  45733776, 23768.52, 19958.51,    0.319,     4.19,     9.22,    16.44,     1.21,     2.29,     4.03,   0.0064,   0.0103,   0.0167,  5672.00,  7499.90,  9040.23,  2311.40,  2479.35,  2934.87
uk04,mi,0,  45733776, 24722.94, 20350.69,    0.491,    26.23,    29.80,    33.50,    18.86,    20.69,    22.50,   0.1622,   0.1752,   0.1877,  2286.50,  3108.77,  4007.14,  5853.78,  7066.58,  8203.27
uk05,dhi,0,  46168881, 24160.62, 20014.36,    0.327,     4.52,     9.72,    16.64,     1.32,     2.45,     4.21,   0.0069,   0.0111,   0.0178,  5665.44,  7484.80,  8969.83,  2340.31,  2522.38,  3038.78
uk05,dhci,0,  46168881, 24148.82, 20006.24,    0.327,     4.53,     9.75,    16.66,     1.32,     2.45,     4.22,   0.0069,   0.0111,   0.0178,  5664.36,  7486.13,  8963.38,  2338.14,  2516.99,  3040.37
uk05,mi,0,  46168881, 25039.51, 20281.98,    0.499,    26.58,    30.26,    34.05,    18.95,    20.83,    22.73,   0.1625,   0.1757,   0.1887,  2329.89,  3159.45,  4045.15,  5782.90,  6981.54,  8124.04
uk06,dhi,0,  46704263, 24482.16, 20318.86,    0.331,     4.98,    10.09,    17.11,     1.43,     2.60,     4.41,   0.0074,   0.0119,   0.0189,  5797.21,  7541.68,  9048.20,  2330.34,  2617.75,  3143.11
uk06,dhci,0,  46704263, 24472.50, 20307.47,    0.331,     4.97,    10.12,    17.13,     1.43,     2.60,     4.41,   0.0074,   0.0119,   0.0189,  5790.60,  7542.20,  9044.96,  2332.39,  2611.54,  3139.52
uk06,mi,0,  46704263, 25587.68, 20400.72,    0.500,    26.11,    29.89,    33.54,    18.37,    20.27,    22.18,   0.1569,   0.1701,   0.1831,  2418.81,  3282.11,  4147.62,  5741.48,  6918.25,  8092.81
uk07,dhi,0,  47136984, 24446.30, 20546.26,    0.318,     4.74,    10.20,    16.98,     1.44,     2.61,     4.42,   0.0076,   0.0120,   0.0190,  5726.44,  7647.07,  9119.38,  2492.06,  2626.06,  3208.37
uk07,dhci,0,  47136984, 24434.65, 20539.76,    0.319,     4.75,    10.23,    17.01,     1.44,     2.61,     4.43,   0.0076,   0.0120,   0.0190,  5728.77,  7646.24,  9115.85,  2487.13,  2623.64,  3208.01
uk07,mi,0,  47136984, 25258.40, 20761.05,    0.486,    26.01,    29.69,    33.46,    18.59,    20.43,    22.28,   0.1595,   0.1724,   0.1851,  2368.58,  3237.98,  4163.29,  5935.84,  7142.55,  8293.34
uk08,dhi,0,  47604337, 24655.74, 20631.57,    0.325,     5.17,    10.07,    17.27,     1.59,     2.75,     4.56,   0.0087,   0.0133,   0.0203,  5707.76,  7497.30,  9109.61,  2544.87,  2818.49,  3269.33
uk08,dhci,0,  47604337, 24646.95, 20616.13,    0.326,     5.17,    10.06,    17.25,     1.59,     2.75,     4.56,   0.0088,   0.0133,   0.0203,  5703.40,  7487.44,  9098.72,  2543.05,  2820.62,  3270.96
uk08,mi,0,  47604337, 25333.17, 20372.64,    0.496,    26.24,    29.99,    33.81,    18.39,    20.33,    22.26,   0.1560,   0.1697,   0.1830,  2438.40,  3282.67,  4177.80,  5710.66,  6903.65,  8045.79
uk09,dhi,0,  47991563, 24467.54, 20509.41,    0.323,     4.91,     9.80,    16.75,     1.48,     2.63,     4.37,   0.0082,   0.0125,   0.0193,  5729.98,  7503.05,  9097.13,  2473.78,  2751.66,  3208.52
uk09,dhci,0,  47991563, 24458.41, 20500.34,    0.323,     4.92,     9.80,    16.72,     1.48,     2.63,     4.37,   0.0082,   0.0126,   0.0193,  5724.07,  7496.56,  9081.66,  2476.06,  2753.61,  3218.54
uk09,mi,0,  47991563, 24571.24, 19464.15,    0.504,    26.62,    30.34,    34.04,    19.02,    20.92,    22.77,   0.1636,   0.1767,   0.1896,  2222.70,  3022.19,  3865.59,  5562.97,  6709.88,  7812.90
uk10,dhi,0,  48538859, 23874.73, 19981.25,    0.317,     4.54,     9.08,    15.90,     1.45,     2.48,     4.11,   0.0079,   0.0120,   0.0183,  5446.10,  7264.51,  8893.86,  2546.40,  2726.11,  3094.89
uk10,dhci,0,  48538859, 23862.80, 19961.67,    0.317,     4.52,     9.09,    15.89,     1.45,     2.48,     4.10,   0.0079,   0.0120,   0.0183,  5433.78,  7262.77,  8884.05,  2550.89,  2718.07,  3092.95
uk10,mi,0,  48538859, 23728.26, 18880.57,    0.502,    27.01,    30.75,    34.52,    19.09,    21.06,    22.99,   0.1636,   0.1771,   0.1904,  2214.19,  2975.49,  3784.88,  5338.04,  6464.80,  7543.46
uk11,dhi,0,  49376803, 23273.25, 19732.54,    0.310,     4.19,     8.78,    16.09,     1.27,     2.29,     3.94,   0.0068,   0.0107,   0.0168,  5500.34,  7293.60,  8940.64,  2392.67,  2572.67,  2898.88
uk11,dhci,0,  49376803, 23262.75, 19715.00,    0.310,     4.18,     8.78,    16.11,     1.27,     2.29,     3.94,   0.0068,   0.0107,   0.0168,  5496.41,  7288.05,  8937.61,  2389.59,  2569.45,  2891.39
uk11,mi,0,  49376803, 23073.44, 18476.77,    0.490,    25.79,    29.88,    33.75,    17.88,    19.87,    21.84,   0.1520,   0.1654,   0.1787,  2267.23,  3093.87,  3913.71,  5123.48,  6144.51,  7172.35
uk12,dhi,0,  49679488, 23201.33, 19751.14,    0.308,     4.67,     9.37,    16.14,     1.42,     2.51,     4.18,   0.0077,   0.0119,   0.0184,  5495.88,  7234.55,  8778.47,  2404.58,  2641.02,  3072.21
uk12,dhci,0,  49679488, 23187.81, 19741.37,    0.309,     4.67,     9.37,    16.14,     1.42,     2.51,     4.19,   0.0077,   0.0119,   0.0184,  5491.42,  7228.69,  8772.55,  2405.13,  2642.00,  3072.27
uk12,mi,0,  49679488, 23095.03, 18512.08,    0.497,    26.35,    30.56,    34.63,    18.27,    20.30,    22.36,   0.1561,   0.1694,   0.1829,  2270.81,  3106.82,  3935.84,  5134.03,  6149.22,  7171.41
uk13,dhi,0,  49764069, 23303.79, 20029.81,    0.301,     4.37,     8.73,    15.62,     1.27,     2.29,     3.91,   0.0065,   0.0105,   0.0167,  5687.49,  7394.38,  9010.01,  2324.43,  2620.53,  3007.88
uk13,dhci,0,  49764069, 23290.17, 20012.39,    0.301,     4.38,     8.73,    15.63,     1.27,     2.29,     3.91,   0.0065,   0.0105,   0.0167,  5683.16,  7384.88,  9002.09,  2321.80,  2621.32,  3005.34
uk13,mi,0,  49764069, 23123.99, 18799.47,    0.483,    25.49,    29.56,    33.72,    17.36,    19.41,    21.43,   0.1466,   0.1601,   0.1737,  2398.44,  3227.58,  4109.62,  5121.35,  6172.16,  7170.06
uk14,dhi,0,  50142244, 24014.75, 20473.29,    0.304,     4.48,     8.89,    15.30,     1.34,     2.37,     3.96,   0.0071,   0.0112,   0.0174,  5738.17,  7505.53,  9102.81,  2451.15,  2731.12,  3181.17
uk14,dhci,0,  50142244, 23994.73, 20447.45,    0.304,     4.48,     8.87,    15.32,     1.34,     2.37,     3.96,   0.0072,   0.0112,   0.0174,  5729.35,  7486.33,  9095.44,  2449.62,  2737.39,  3173.03
