dataset,variable,eq,pop,mean,median,gini,fgt0_40,fgt0_50,fgt0_60,fgt1_40,fgt1_50,fgt1_60,fgt2_40,fgt2_50,fgt2_60,meanpoor_40,meanpoor_50,meanpoor_60,meangap_40,meangap_50,meangap_60
co18,dhci,0,  48258329,  4570.20,  2934.94,    0.505,    15.88,    22.33,    28.84,     6.38,     8.94,    11.72,   0.0371,   0.0514,   0.0673,   702.59,   879.62,  1045.22,   471.38,   587.85,   715.74
co18,mi,0,  48258329,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
co19,dhi,0,  48794861,  4666.67,  2947.01,    0.516,    17.23,    22.89,    29.16,     7.25,     9.83,    12.56,   0.0432,   0.0585,   0.0749,   682.62,   840.78,  1006.70,   496.19,   632.73,   761.50
co19,dhci,0,  48794861,  4581.89,  2858.77,    0.520,    16.89,    23.06,    29.23,     7.20,     9.80,    12.53,   0.0428,   0.0581,   0.0746,   656.10,   821.89,   980.02,   487.41,   607.50,   735.25
co19,mi,0,  48794861,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
co20,dhi,0,  49373264,  4274.60,  2555.80,    0.539,    18.23,    23.82,    29.77,     8.41,    10.92,    13.53,   0.0547,   0.0699,   0.0860,   550.55,   692.27,   836.38,   471.77,   585.63,   697.10
co20,dhci,0,  49373264,  4195.61,  2485.19,    0.541,    17.96,    23.76,    28.90,     8.33,    10.87,    13.49,   0.0540,   0.0692,   0.0854,   532.96,   673.96,   795.32,   461.11,   568.64,   695.79
co20,mi,0,  49373264,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
cz92,dhi,0,  10181965,  6591.54,  6060.12,    0.207,     0.69,     2.08,     6.07,     0.17,     0.39,     0.95,   0.0006,   0.0014,   0.0029,  1813.04,  2465.07,  3069.00,   611.01,   564.99,   567.07
cz92,dhci,0,  10181965,  6423.57,  5895.78,    0.209,     0.75,     2.09,     6.08,     0.18,     0.39,     0.97,   0.0007,   0.0014,   0.0029,  1802.13,  2396.75,  2974.68,   556.18,   551.14,   562.78
cz92,mi,0,  10181965,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
cz96,dhi,0,  10181912,  8088.81,  7164.58,    0.258,     2.72,     5.65,    11.05,     0.63,     1.31,     2.44,   0.0024,   0.0050,   0.0091,  2197.93,  2752.18,  3348.80,   667.91,   830.11,   949.94
cz96,dhci,0,  10181912,  7909.80,  6967.74,    0.261,     2.86,     5.79,    11.01,     0.64,     1.35,     2.49,   0.0024,   0.0051,   0.0093,  2157.57,  2671.71,  3235.21,   629.52,   812.16,   945.43
cz96,mi,0,  10181912,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
cz02,dhi,0,  10188665,  8935.49,  7938.18,    0.266,     2.46,     7.07,    12.97,     0.47,     1.29,     2.70,   0.0015,   0.0040,   0.0088,  2566.83,  3243.69,  3772.30,   608.44,   725.40,   990.61
cz02,dhci,0,  10188665,  8775.54,  7812.33,    0.266,     2.58,     7.07,    13.16,     0.48,     1.30,     2.73,   0.0014,   0.0040,   0.0089,  2547.24,  3186.08,  3714.78,   577.69,   720.09,   972.62
cz02,mi,0,  10188665,  8173.51,  6723.68,    0.486,    25.09,    27.88,    31.68,    20.07,    21.36,    22.73,   0.1820,   0.1911,   0.2001,   538.18,   786.92,  1139.57,  2151.29,  2574.92,  2894.64
cz04,dhi,0,  10128503,  9728.91,  8603.75,    0.274,     4.01,     7.82,    13.74,     0.89,     1.90,     3.32,   0.0030,   0.0069,   0.0127,  2677.31,  3255.26,  3914.05,   764.19,  1046.61,  1248.20
cz04,dhci,0,  10128503,  9646.18,  8526.55,    0.275,     4.04,     7.95,    13.50,     0.93,     1.94,     3.37,   0.0032,   0.0072,   0.0130,  2624.76,  3221.61,  3837.28,   785.86,  1041.66,  1278.65
cz04,mi,0,  10128503,  9050.83,  7459.14,    0.490,    25.09,    27.84,    31.68,    20.57,    21.74,    23.08,   0.1887,   0.1970,   0.2053,   538.20,   817.49,  1214.82,  2445.46,  2912.08,  3260.67
cz07,dhi,0,  10228611, 11287.97,  9989.65,    0.255,     3.11,     5.76,    10.70,     0.77,     1.46,     2.55,   0.0032,   0.0060,   0.0103,  3008.40,  3725.06,  4563.21,   987.46,  1269.76,  1430.59
cz07,dhci,0,  10228611, 11010.63,  9757.77,    0.256,     3.02,     5.78,    10.82,     0.77,     1.46,     2.57,   0.0032,   0.0060,   0.0103,  2913.35,  3641.77,  4463.87,   989.76,  1237.12,  1390.79
cz07,mi,0,  10228611, 10513.96,  8897.50,    0.468,    23.71,    27.07,    30.73,    18.73,    20.03,    21.47,   0.1687,   0.1778,   0.1869,   746.68,  1155.73,  1607.95,  2812.32,  3293.02,  3730.55
cz10,dhi,0,  10434558, 11784.09, 10509.19,    0.266,     3.80,     8.00,    13.02,     0.97,     1.94,     3.34,   0.0038,   0.0076,   0.0133,  3128.24,  3981.21,  4686.86,  1075.43,  1273.39,  1618.65
cz10,dhci,0,  10434558, 11388.71, 10147.66,    0.264,     3.86,     7.61,    12.99,     0.97,     1.92,     3.30,   0.0038,   0.0075,   0.0131,  3040.15,  3796.68,  4541.43,  1018.91,  1277.15,  1547.17
cz10,mi,0,  10434558, 10488.53,  8877.24,    0.470,    23.54,    27.22,    31.56,    18.57,    19.90,    21.50,   0.1665,   0.1758,   0.1854,   749.30,  1194.08,  1697.18,  2801.59,  3244.54,  3629.17
cz13,dhi,0,  10315419, 11752.21, 10462.43,    0.266,     4.04,     7.59,    12.66,     0.86,     1.82,     3.19,   0.0029,   0.0066,   0.0122,  3293.27,  3977.94,  4693.57,   891.71,  1253.27,  1583.89
cz13,dhci,0,  10315419, 11348.93, 10120.88,    0.266,     4.14,     7.51,    12.93,     0.86,     1.81,     3.20,   0.0028,   0.0066,   0.0122,  3208.71,  3836.88,  4568.69,   839.65,  1223.56,  1503.84
cz13,mi,0,  10315419, 10440.77,  8793.20,    0.479,    24.68,    27.96,    31.54,    19.87,    21.16,    22.59,   0.1780,   0.1878,   0.1973,   685.77,  1070.15,  1496.17,  2831.51,  3326.45,  3779.75
cz16,dhi,0,  10358600, 13059.48, 11512.42,    0.256,     2.74,     5.67,    10.13,     0.83,     1.50,     2.56,   0.0037,   0.0065,   0.0107,  3206.19,  4234.63,  5162.24,  1398.78,  1521.58,  1745.21
cz16,dhci,0,  10358600, 12626.75, 11123.93,    0.255,     2.81,     5.73,    10.29,     0.83,     1.48,     2.54,   0.0037,   0.0064,   0.0106,  3133.91,  4123.27,  5024.59,  1315.66,  1438.69,  1649.76
cz16,mi,0,  10358600, 11998.05, 10414.56,    0.463,    24.10,    27.06,    30.69,    19.41,    20.61,    21.98,   0.1747,   0.1839,   0.1928,   811.00,  1241.71,  1773.61,  3354.82,  3965.57,  4475.13
de73,dhi,0,  62101366, 16837.02, 14299.00,    0.299,     3.37,     7.52,    14.55,     1.01,     1.85,     3.35,   0.0053,   0.0084,   0.0137,  4004.16,  5393.12,  6604.74,  1715.44,  1756.38,  1974.66
de73,dhci,0,  62101366, 16837.02, 14299.00,    0.299,     3.37,     7.52,    14.55,     1.01,     1.85,     3.35,   0.0053,   0.0084,   0.0137,  4004.16,  5393.12,  6604.74,  1715.44,  1756.38,  1974.66
de73,mi,0,  62101366, 17553.66, 14897.62,    0.405,    17.02,    19.90,    24.13,    11.30,    12.71,    14.24,   0.0904,   0.1012,   0.1115,  2002.60,  2691.07,  3665.13,  3956.45,  4757.74,  5273.44
de78,dhi,0,  61321662, 19641.69, 16732.15,    0.285,     1.90,     5.39,    12.54,     0.49,     1.08,     2.33,   0.0024,   0.0042,   0.0080,  4955.25,  6696.73,  8170.50,  1737.61,  1669.35,  1868.79
de78,dhci,0,  61321662, 19590.58, 16690.48,    0.287,     2.15,     5.67,    12.88,     0.56,     1.18,     2.48,   0.0028,   0.0048,   0.0088,  4937.89,  6606.97,  8085.76,  1738.30,  1738.27,  1928.53
de78,mi,0,  61321662, 19499.71, 16293.32,    0.439,    20.92,    23.59,    27.28,    14.09,    15.71,    17.31,   0.1134,   0.1264,   0.1383,  2129.29,  2719.51,  3572.44,  4388.04,  5427.15,  6203.55
de81,dhi,0,  56231054, 16648.14, 14171.88,    0.281,     2.32,     5.75,    12.51,     0.65,     1.29,     2.54,   0.0031,   0.0054,   0.0095,  4083.46,  5494.11,  6776.05,  1585.29,  1591.83,  1727.08
de81,dhci,0,  56231054, 16648.14, 14171.88,    0.281,     2.32,     5.75,    12.51,     0.65,     1.29,     2.54,   0.0031,   0.0054,   0.0095,  4083.46,  5494.11,  6776.05,  1585.29,  1591.83,  1727.08
de81,mi,0,  56231054, 17341.77, 14865.35,    0.446,    20.77,    23.14,    27.09,    17.78,    18.64,    19.71,   0.1687,   0.1736,   0.1791,   856.15,  1446.06,  2429.91,  5089.99,  5986.62,  6489.30
de83,dhi,0,  61306666, 20178.09, 17354.32,    0.284,     2.12,     6.42,    13.77,     0.43,     1.14,     2.60,   0.0015,   0.0036,   0.0081,  5531.17,  7129.17,  8446.04,  1410.56,  1547.99,  1966.55
de83,dhci,0,  61306666, 20066.75, 17247.04,    0.288,     2.48,     6.92,    14.30,     0.55,     1.33,     2.84,   0.0020,   0.0045,   0.0094,  5376.83,  6970.65,  8293.71,  1521.98,  1652.87,  2054.51
de83,mi,0,  61306666, 19859.46, 16585.92,    0.434,    20.51,    23.71,    27.92,    13.21,    14.99,    16.77,   0.1040,   0.1174,   0.1301,  2360.85,  3052.65,  3976.20,  4273.52,  5240.31,  5975.35
de84,dhi,0,  61188561, 16387.07, 14342.77,    0.286,     3.82,     8.84,    15.47,     1.18,     2.15,     3.80,   0.0062,   0.0098,   0.0158,  3964.80,  5429.69,  6492.20,  1772.31,  1741.69,  2113.46
de84,dhci,0,  61188561, 16387.07, 14342.77,    0.286,     3.82,     8.84,    15.47,     1.18,     2.15,     3.80,   0.0062,   0.0098,   0.0158,  3964.80,  5429.69,  6492.20,  1772.31,  1741.69,  2113.46
de84,mi,0,  61188561,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
de85,dhi,0,  61671013, 16370.92, 14443.62,    0.279,     3.72,     7.52,    14.74,     1.11,     1.96,     3.46,   0.0058,   0.0091,   0.0145,  4060.95,  5335.40,  6633.45,  1716.50,  1886.41,  2032.72
de85,dhci,0,  61671013, 16370.92, 14443.62,    0.279,     3.72,     7.52,    14.74,     1.11,     1.96,     3.46,   0.0058,   0.0091,   0.0145,  4060.95,  5335.40,  6633.45,  1716.50,  1886.41,  2032.72
de85,mi,0,  61671013, 17925.20, 14971.01,    0.465,    23.57,    25.97,    30.04,    18.53,    19.77,    21.14,   0.1659,   0.1752,   0.1842,  1279.89,  1786.90,  2661.26,  4708.51,  5698.60,  6321.35
de86,dhi,0,  61877119, 17278.53, 15283.25,    0.275,     3.28,     6.94,    13.92,     0.83,     1.63,     3.12,   0.0038,   0.0068,   0.0118,  4562.96,  5842.61,  7115.94,  1550.33,  1799.01,  2054.01
de86,dhci,0,  61877119, 17278.53, 15283.25,    0.275,     3.28,     6.94,    13.92,     0.83,     1.63,     3.12,   0.0038,   0.0068,   0.0118,  4562.96,  5842.61,  7115.94,  1550.33,  1799.01,  2054.01
de86,mi,0,  61877119, 18849.44, 15972.68,    0.457,    23.05,    26.21,    29.99,    17.53,    18.96,    20.50,   0.1559,   0.1655,   0.1753,  1528.89,  2209.28,  3032.43,  4860.18,  5777.06,  6551.18
de87,dhi,0,  62296354, 17854.72, 15672.73,    0.280,     3.53,     7.43,    14.45,     1.04,     1.87,     3.34,   0.0052,   0.0084,   0.0137,  4417.26,  5867.29,  7230.64,  1851.83,  1969.08,  2173.00
de87,dhci,0,  62296354, 17854.72, 15672.73,    0.280,     3.53,     7.43,    14.45,     1.04,     1.87,     3.34,   0.0052,   0.0084,   0.0137,  4417.26,  5867.29,  7230.64,  1851.83,  1969.08,  2173.00
de87,mi,0,  62296354, 19713.37, 16256.94,    0.462,    22.83,    25.75,    29.63,    17.54,    18.89,    20.36,   0.1551,   0.1649,   0.1745,  1507.17,  2165.34,  3051.08,  4995.60,  5963.13,  6703.08
de88,dhi,0,  62727626, 18704.31, 16361.00,    0.284,     3.30,     7.71,    14.76,     1.02,     1.89,     3.36,   0.0055,   0.0086,   0.0139,  4528.69,  6180.52,  7578.40,  2015.70,  1999.98,  2238.19
de88,dhci,0,  62727626, 18704.31, 16361.00,    0.284,     3.30,     7.71,    14.76,     1.02,     1.89,     3.36,   0.0055,   0.0086,   0.0139,  4528.69,  6180.52,  7578.40,  2015.70,  1999.98,  2238.19
de88,mi,0,  62727626, 20802.62, 17218.61,    0.466,    22.86,    25.76,    30.11,    17.56,    18.89,    20.37,   0.1561,   0.1656,   0.1750,  1597.10,  2294.86,  3341.30,  5290.34,  6314.44,  6989.86
de89,dhi,0,  63910832, 18959.19, 16505.83,    0.286,     2.90,     7.60,    14.48,     0.85,     1.68,     3.22,   0.0044,   0.0072,   0.0124,  4677.99,  6428.97,  7699.32,  1924.34,  1823.94,  2204.18
de89,dhci,0,  63910832, 18959.19, 16505.83,    0.286,     2.90,     7.60,    14.48,     0.85,     1.68,     3.22,   0.0044,   0.0072,   0.0124,  4677.99,  6428.97,  7699.32,  1924.34,  1823.94,  2204.18
de89,mi,0,  63910832, 21409.08, 17378.52,    0.466,    22.06,    25.35,    29.36,    16.97,    18.30,    19.79,   0.1501,   0.1596,   0.1691,  1603.04,  2417.64,  3398.40,  5348.37,  6271.62,  7028.71
de90,dhi,0,  64340198, 19901.97, 17283.59,    0.288,     3.07,     8.09,    14.52,     0.84,     1.78,     3.34,   0.0040,   0.0071,   0.0127,  5016.01,  6743.31,  7983.90,  1897.43,  1898.48,  2386.25
de90,dhci,0,  64340198, 19901.97, 17283.59,    0.288,     3.07,     8.09,    14.52,     0.84,     1.78,     3.34,   0.0040,   0.0071,   0.0127,  5016.01,  6743.31,  7983.90,  1897.43,  1898.48,  2386.25
de90,mi,0,  64340198, 21837.92, 18229.09,    0.458,    22.13,    25.47,    29.70,    16.68,    18.13,    19.71,   0.1458,   0.1560,   0.1662,  1797.34,  2625.38,  3680.94,  5494.30,  6489.17,  7256.51
de91,dhi,0,  81285405, 18404.57, 15718.68,    0.296,     3.12,     7.51,    15.03,     0.82,     1.67,     3.23,   0.0039,   0.0069,   0.0121,  4641.19,  6110.06,  7404.03,  1646.29,  1749.28,  2027.18
de91,dhci,0,  81285405, 18404.57, 15718.68,    0.296,     3.12,     7.51,    15.03,     0.82,     1.67,     3.23,   0.0039,   0.0069,   0.0121,  4641.19,  6110.06,  7404.03,  1646.29,  1749.28,  2027.18
de91,mi,0,  81285405, 20043.82, 16068.53,    0.469,    22.16,    26.10,    30.07,    16.31,    17.87,    19.58,   0.1421,   0.1525,   0.1632,  1696.85,  2533.03,  3364.34,  4730.56,  5501.23,  6276.78
de92,dhi,0,  81977422, 18693.54, 16071.92,    0.291,     3.12,     7.21,    14.27,     0.91,     1.73,     3.23,   0.0047,   0.0076,   0.0127,  4555.88,  6109.87,  7462.61,  1872.88,  1926.08,  2180.54
de92,dhci,0,  81977422, 18693.54, 16071.92,    0.291,     3.12,     7.21,    14.27,     0.91,     1.73,     3.23,   0.0047,   0.0076,   0.0127,  4555.88,  6109.87,  7462.61,  1872.88,  1926.08,  2180.54
de92,mi,0,  81977422, 20439.01, 16331.18,    0.473,    22.95,    26.43,    30.47,    16.82,    18.40,    20.09,   0.1462,   0.1570,   0.1679,  1745.46,  2481.43,  3339.55,  4787.01,  5684.16,  6459.15
de93,dhi,0,  82343836, 18732.90, 16040.14,    0.286,     3.06,     6.94,    13.48,     0.78,     1.60,     3.00,   0.0035,   0.0064,   0.0114,  4784.37,  6167.89,  7485.91,  1631.68,  1852.18,  2138.18
de93,dhci,0,  82343836, 18732.90, 16040.14,    0.286,     3.06,     6.94,    13.48,     0.78,     1.60,     3.00,   0.0035,   0.0064,   0.0114,  4784.37,  6167.89,  7485.91,  1631.68,  1852.18,  2138.18
de93,mi,0,  82343836, 20150.08, 16203.51,    0.473,    23.36,    27.04,    30.57,    17.33,    18.90,    20.57,   0.1507,   0.1618,   0.1727,  1672.05,  2437.14,  3181.59,  4809.36,  5664.61,  6540.52
de94,dhi,0,  82653542, 18349.77, 16050.06,    0.292,     4.58,     8.75,    15.74,     1.36,     2.36,     3.99,   0.0070,   0.0111,   0.0173,  4512.38,  5864.94,  7187.06,  1907.64,  2160.09,  2442.98
de94,dhci,0,  82653542, 18349.77, 16050.06,    0.292,     4.58,     8.75,    15.74,     1.36,     2.36,     3.99,   0.0070,   0.0111,   0.0173,  4512.38,  5864.94,  7187.06,  1907.64,  2160.09,  2442.98
de94,mi,0,  82653542, 19884.15, 15941.12,    0.483,    24.79,    27.90,    32.13,    18.34,    19.95,    21.63,   0.1591,   0.1709,   0.1823,  1659.48,  2270.41,  3124.57,  4716.97,  5700.15,  6440.10
de95,dhi,0,  82869908, 18507.90, 16242.41,    0.288,     4.55,     8.85,    15.14,     1.44,     2.40,     3.96,   0.0078,   0.0118,   0.0179,  4443.75,  5917.27,  7196.31,  2053.22,  2203.93,  2549.14
de95,dhci,0,  82869908, 18507.90, 16242.41,    0.288,     4.55,     8.85,    15.14,     1.44,     2.40,     3.96,   0.0078,   0.0118,   0.0179,  4443.75,  5917.27,  7196.31,  2053.22,  2203.93,  2549.14
de95,mi,0,  82869908, 20403.23, 16340.73,    0.488,    25.34,    28.44,    32.38,    18.89,    20.49,    22.13,   0.1650,   0.1766,   0.1878,  1662.28,  2283.42,  3104.10,  4874.02,  5886.95,  6700.34
de96,dhi,0,  83041850, 18701.05, 16421.30,    0.281,     3.80,     7.61,    14.66,     1.00,     1.92,     3.43,   0.0048,   0.0083,   0.0138,  4837.94,  6144.26,  7550.14,  1730.58,  2066.39,  2302.65
de96,dhci,0,  83041850, 18701.05, 16421.30,    0.281,     3.80,     7.61,    14.66,     1.00,     1.92,     3.43,   0.0048,   0.0083,   0.0138,  4837.94,  6144.26,  7550.14,  1730.58,  2066.39,  2302.65
de96,mi,0,  83041850, 20362.67, 16194.65,    0.489,    25.64,    28.44,    32.43,    19.07,    20.65,    22.26,   0.1657,   0.1777,   0.1890,  1661.16,  2217.93,  3047.26,  4816.69,  5879.40,  6669.53
de97,dhi,0,  82827062, 18473.11, 16177.80,    0.284,     3.73,     8.28,    14.96,     1.03,     1.97,     3.53,   0.0047,   0.0083,   0.0141,  4681.80,  6161.35,  7414.38,  1789.32,  1927.55,  2292.30
de97,dhci,0,  82827062, 18473.11, 16177.80,    0.284,     3.73,     8.28,    14.96,     1.03,     1.97,     3.53,   0.0047,   0.0083,   0.0141,  4681.80,  6161.35,  7414.38,  1789.32,  1927.55,  2292.30
de97,mi,0,  82827062, 20185.96, 16070.18,    0.495,    26.07,    29.00,    32.81,    19.80,    21.37,    22.93,   0.1728,   0.1848,   0.1960,  1545.79,  2114.61,  2905.41,  4882.28,  5920.48,  6736.69
de98,dhi,0,  82973827, 19046.28, 16584.54,    0.282,     3.69,     7.77,    13.81,     0.90,     1.81,     3.29,   0.0038,   0.0072,   0.0127,  5009.76,  6355.74,  7581.36,  1624.06,  1936.53,  2369.36
de98,dhci,0,  82973827, 19046.28, 16584.54,    0.282,     3.69,     7.77,    13.81,     0.90,     1.81,     3.29,   0.0038,   0.0072,   0.0127,  5009.76,  6355.74,  7581.36,  1624.06,  1936.53,  2369.36
de98,mi,0,  82973827, 20796.49, 16399.64,    0.492,    25.59,    29.07,    32.51,    18.96,    20.63,    22.31,   0.1648,   0.1769,   0.1885,  1700.01,  2380.05,  3085.41,  4859.84,  5819.77,  6754.37
de99,dhi,0,  82983852, 19608.36, 16847.17,    0.291,     3.93,     7.73,    14.10,     1.10,     2.02,     3.46,   0.0051,   0.0088,   0.0144,  4853.02,  6224.28,  7630.37,  1885.85,  2199.31,  2477.93
de99,dhci,0,  82983852, 19608.36, 16847.17,    0.291,     3.93,     7.73,    14.10,     1.10,     2.02,     3.46,   0.0051,   0.0088,   0.0144,  4853.02,  6224.28,  7630.37,  1885.85,  2199.31,  2477.93
de99,mi,0,  82983852, 21837.84, 17101.05,    0.498,    25.37,    28.52,    32.26,    19.17,    20.74,    22.33,   0.1675,   0.1792,   0.1903,  1670.73,  2332.94,  3157.53,  5169.70,  6217.59,  7103.10
de00,dhi,0,  83098112, 19937.83, 17264.60,    0.288,     3.73,     7.89,    14.43,     1.01,     1.93,     3.45,   0.0044,   0.0080,   0.0137,  5030.28,  6525.53,  7879.29,  1875.56,  2106.77,  2479.47
de00,dhci,0,  83098112, 19937.83, 17264.60,    0.288,     3.73,     7.89,    14.43,     1.01,     1.93,     3.45,   0.0044,   0.0080,   0.0137,  5030.28,  6525.53,  7879.29,  1875.56,  2106.77,  2479.47
de00,mi,0,  83098112, 21646.79, 16969.22,    0.500,    25.83,    29.12,    33.02,    19.45,    21.04,    22.69,   0.1698,   0.1817,   0.1930,  1677.71,  2354.95,  3185.51,  5109.97,  6129.66,  6996.02
de01,dhi,0,  83264869, 19932.11, 16877.48,    0.300,     3.74,     8.09,    14.05,     1.03,     1.95,     3.44,   0.0047,   0.0083,   0.0139,  4901.14,  6403.07,  7646.69,  1849.85,  2035.67,  2479.80
de01,dhci,0,  83264869, 19932.11, 16877.48,    0.300,     3.74,     8.09,    14.05,     1.03,     1.95,     3.44,   0.0047,   0.0083,   0.0139,  4901.14,  6403.07,  7646.69,  1849.85,  2035.67,  2479.80
de01,mi,0,  83264869, 21521.94, 16044.20,    0.518,    26.62,    29.20,    33.03,    19.38,    21.08,    22.76,   0.1656,   0.1790,   0.1913,  1744.92,  2229.85,  2994.10,  4672.76,  5792.25,  6632.41
de02,dhi,0,  83346884, 20281.83, 17238.83,    0.299,     4.13,     7.98,    14.55,     1.11,     2.05,     3.55,   0.0052,   0.0089,   0.0147,  5044.04,  6400.87,  7822.69,  1851.49,  2218.54,  2520.61
de02,dhci,0,  83346884, 20281.83, 17238.83,    0.299,     4.13,     7.98,    14.55,     1.11,     2.05,     3.55,   0.0052,   0.0089,   0.0147,  5044.04,  6400.87,  7822.69,  1851.49,  2218.54,  2520.61
de02,mi,0,  83346884, 21653.78, 16189.91,    0.523,    27.42,    30.86,    33.75,    20.47,    22.22,    23.89,   0.1777,   0.1907,   0.2030,  1641.88,  2266.32,  2837.05,  4834.09,  5828.63,  6876.90
de03,dhi,0,  83256540, 20045.30, 17180.77,    0.296,     4.15,     8.47,    14.61,     1.22,     2.18,     3.73,   0.0059,   0.0098,   0.0158,  4855.79,  6379.96,  7675.01,  2016.52,  2210.42,  2633.45
de03,dhci,0,  83256540, 20045.30, 17180.77,    0.296,     4.15,     8.47,    14.61,     1.22,     2.18,     3.73,   0.0059,   0.0098,   0.0158,  4855.79,  6379.96,  7675.01,  2016.52,  2210.42,  2633.45
de03,mi,0,  83256540, 21451.19, 15989.04,    0.528,    28.17,    31.05,    34.34,    20.80,    22.56,    24.24,   0.1792,   0.1929,   0.2055,  1674.74,  2185.75,  2819.91,  4720.87,  5808.77,  6773.51
de04,dhi,0,  83082250, 20263.04, 17295.02,    0.299,     4.31,     8.45,    14.60,     1.04,     2.07,     3.61,   0.0046,   0.0085,   0.0145,  5242.78,  6533.28,  7812.95,  1675.23,  2114.24,  2564.06
de04,dhci,0,  83082250, 20263.04, 17295.02,    0.299,     4.31,     8.45,    14.60,     1.04,     2.07,     3.61,   0.0046,   0.0085,   0.0145,  5242.78,  6533.28,  7812.95,  1675.23,  2114.24,  2564.06
de04,mi,0,  83082250, 21126.32, 15835.28,    0.529,    28.33,    31.62,    34.38,    20.94,    22.77,    24.49,   0.1812,   0.1948,   0.2076,  1652.61,  2215.63,  2733.85,  4681.50,  5702.01,  6767.32
de05,dhi,0,  83043790, 20354.10, 17054.74,    0.315,     4.63,     8.93,    15.95,     1.14,     2.26,     3.93,   0.0048,   0.0092,   0.0157,  5136.05,  6366.87,  7713.39,  1685.85,  2160.50,  2519.46
de05,dhci,0,  83043790, 20354.10, 17054.74,    0.315,     4.63,     8.93,    15.95,     1.14,     2.26,     3.93,   0.0048,   0.0092,   0.0157,  5136.05,  6366.87,  7713.39,  1685.85,  2160.50,  2519.46
de05,mi,0,  83043790, 20822.54, 15111.59,    0.544,    29.33,    32.60,    35.82,    22.23,    23.99,    25.69,   0.1944,   0.2077,   0.2202,  1462.48,  1995.38,  2564.54,  4582.16,  5560.42,  6502.41
de06,dhi,0,  82802863, 20534.89, 17201.24,    0.310,     4.43,     8.65,    14.98,     1.05,     2.12,     3.72,   0.0043,   0.0084,   0.0147,  5255.46,  6493.94,  7757.05,  1625.03,  2106.68,  2563.69
de06,dhci,0,  82802863, 20534.89, 17201.24,    0.310,     4.43,     8.65,    14.98,     1.05,     2.12,     3.72,   0.0043,   0.0084,   0.0147,  5255.46,  6493.94,  7757.05,  1625.03,  2106.68,  2563.69
de06,mi,0,  82802863, 21045.17, 15648.37,    0.537,    29.63,    32.63,    35.54,    22.27,    24.03,    25.70,   0.1933,   0.2072,   0.2199,  1555.10,  2061.31,  2599.65,  4704.25,  5762.87,  6789.38
de07,dhi,0,  82759509, 20729.84, 17426.72,    0.310,     4.12,     8.47,    15.43,     1.02,     2.02,     3.65,   0.0046,   0.0083,   0.0143,  5251.96,  6632.46,  7983.88,  1718.72,  2080.90,  2472.15
de07,dhci,0,  82759509, 20729.84, 17426.72,    0.310,     4.12,     8.47,    15.43,     1.02,     2.02,     3.65,   0.0046,   0.0083,   0.0143,  5251.96,  6632.46,  7983.88,  1718.72,  2080.90,  2472.15
de07,mi,0,  82759509, 21405.86, 15939.55,    0.536,    29.44,    32.14,    35.51,    21.72,    23.54,    25.23,   0.1872,   0.2014,   0.2145,  1673.12,  2132.34,  2768.14,  4702.70,  5837.43,  6795.59
de08,dhi,0,  82474810, 20668.66, 17277.38,    0.308,     3.83,     8.28,    14.15,     0.93,     1.91,     3.46,   0.0040,   0.0076,   0.0134,  5242.84,  6645.42,  7830.25,  1668.11,  1993.28,  2536.18
de08,dhci,0,  82474810, 20668.66, 17277.38,    0.308,     3.83,     8.28,    14.15,     0.93,     1.91,     3.46,   0.0040,   0.0076,   0.0134,  5242.84,  6645.42,  7830.25,  1668.11,  1993.28,  2536.18
de08,mi,0,  82474810, 21496.80, 16235.19,    0.530,    28.60,    31.93,    35.09,    21.05,    22.91,    24.69,   0.1816,   0.1955,   0.2086,  1713.12,  2291.78,  2885.83,  4780.96,  5825.82,  6855.28
de09,dhi,0,  82246308, 20751.02, 17715.32,    0.305,     4.50,     9.39,    16.05,     1.07,     2.22,     3.95,   0.0046,   0.0088,   0.0155,  5394.95,  6763.87,  8012.72,  1691.18,  2093.80,  2616.47
de09,dhci,0,  82246308, 20751.02, 17715.32,    0.305,     4.50,     9.39,    16.05,     1.07,     2.22,     3.95,   0.0046,   0.0088,   0.0155,  5394.95,  6763.87,  8012.72,  1691.18,  2093.80,  2616.47
de09,mi,0,  82246308, 21260.74, 16116.79,    0.528,    29.30,    32.56,    35.90,    21.61,    23.46,    25.25,   0.1863,   0.2005,   0.2138,  1692.55,  2250.77,  2868.86,  4754.17,  5807.63,  6801.21
de10,dhi,0,  80594453, 20850.47, 17751.79,    0.304,     4.22,     8.95,    15.67,     1.11,     2.17,     3.85,   0.0054,   0.0092,   0.0155,  5234.35,  6722.46,  8030.87,  1866.37,  2153.44,  2620.20
de10,dhci,0,  80594453, 20850.47, 17751.79,    0.304,     4.22,     8.95,    15.67,     1.11,     2.17,     3.85,   0.0054,   0.0092,   0.0155,  5234.35,  6722.46,  8030.87,  1866.37,  2153.44,  2620.20
