country,country_code,ppp_2021,cpi_2021,cpi_2024,inflation_rate,ppp_factor
Afghanistan,AFG,15.9897813796997,166.418480358434,168.536667139799,1.0127280742908047,16.193300504994244
Albania,ALB,52.241329998,123.448662047404,141.078343643036,1.142809823154359,59.70190509636289
Algeria,DZA,39.3659477233887,166.218894516626,206.584452763708,1.2428457869634335,48.92580227783641
Angola,AGO,203.688735961914,583.675779438661,1032.29178341066,1.7686047970046774,360.24487551806027
Antigua and Barbuda,ATG,2.14217019081116,118.555594720979,142.246910604157,1.1998329639266336,2.5702464092762365
Armenia,ARM,164.226486206055,140.134410734876,155.676795347859,1.1109105503172096,182.4409361678302
Australia,AUS,1.504287,124.271592091571,144.302809573361,1.1611890307724533,1.7467615635336013
Austria,AUT,0.751716,123.00084356117,148.175521565418,1.204670775218938,0.9055702964644793
Azerbaijan,AZE,0.482756495475769,171.943182758333,217.670695539602,1.2659454829653773,0.6111434048197454
"Bahamas, The",BHS,1.17249500751495,119.641038306054,130.737433241932,1.0927473974899171,1.2812408680318825
Bahrain,BHR,0.208697304129601,115.315875502436,120.685856129837,1.0465675745338947,0.21841583139467907
Bangladesh,BGD,29.214879989624,200.437039174984,262.024279467947,1.3072647677617937,38.19158330482449
Belarus,BLR,0.739586234092712,587.301149813956,751.565750724137,1.2796939882753786,0.9464440575796703
Belgium,BEL,0.799937,120.856958300438,142.15172611785,1.1761981115268132,0.9408843887404243
Belize,BLZ,1.11653864383698,109.728123082433,125.739422155629,1.1459179162407394,1.2794616361479332
Benin,BEN,219.011093139648,116.04419147224,122.235508364463,1.0533530960375908,230.6960130252254
Bhutan,BTN,21.3611602783203,192.704073301911,218.039673401975,1.1314741285222887,24.16960021013739
Bolivia,BOL,2.44783234596252,150.816761737338,165.432040421688,1.0969075221877784,2.6850457133408447
Bosnia and Herzegovina,BIH,0.7621297128,105.850178320986,130.227503883366,1.2303002786491,0.9376483980245985
Botswana,BWA,5.09842395782471,163.633196988276,197.392298719903,1.2063096141429406,6.150277837300649
Brazil,BRA,2.44986319541931,187.117425058296,223.216054990026,1.192919659515855,2.9224899689400283
Brunei Darussalam,BRN,0.606373310089111,102.69810471103,106.444570163807,1.0364803757899792,0.6284940363101753
Bulgaria,BGR,0.7526727198,120.168304321485,155.381367457081,1.2930312059775004,0.9732293145893592
Burkina Faso,BFA,192.504241943359,114.434519867232,137.281317734679,1.1996495279042902,230.9376229669239
Burundi,BDI,657.409301757813,211.871226580912,384.100440487168,1.8128957229616214,1191.814511391925
Cabo Verde,CPV,54.404468536377,113.241195084123,128.103100283253,1.1312411546706973,61.54457380633674
Cameroon,CMR,201.492889404297,124.302010149149,148.24357224488,1.1926080042229703,240.3020326975783
Canada,CAN,1.243862,121.587006296508,138.10818546079,1.1358794797857976,1.4128773214853219
Chad,TCD,215.857147216797,122.00219164626,155.780217713042,1.2768640924477808,275.6202403793425
Chile,CHL,481.130714,142.08127284455,177.985456906926,1.252701734321162,602.713279862979
China,CHN,4.01282787322998,129.366216637457,132.517581947783,1.024360033030552,4.110580492767782
Colombia,COL,1546.663959,149.559763199866,196.287928743727,1.3124380819018497,2029.9006796966812
"Congo, Rep.",COG,242.333999633789,129.158575405592,143.10597814505,1.1079866566788885,268.5028380538649
Costa Rica,CRI,363.330237,132.020379357515,143.101382729388,1.0839340367434132,393.826010462351
Cote d'Ivoire,CIV,238.539962768555,118.991105987766,135.297787866518,1.1370411825605569,271.229761354309
Croatia,HRV,0.48059399196,112.795275590551,138.886900501074,1.2313184198000995,0.5917642347456089
Cyprus,CYP,0.64157071896,104.348039621067,119.222446178799,1.1425461044763987,0.7330241256938703
Czechia,CZE,14.802107,124.771546317864,162.793406199606,1.3047318158971817,19.312779945214384
Denmark,DNK,7.255758,112.864922774752,127.292206053031,1.1278278753361837,8.183246129093517
