country,country_code,ppp_2021,cpi_2021,cpi_2024,inflation_rate,ppp_factor
Djibouti,DJI,96.9307632446289,123.834800404194,134.941652280128,1.089690877198344,105.62456842754467
Dominica,DMA,1.62632060050964,109.09770494273,121.009439976526,1.1091841028191103,1.8038889561725218
Dominican Republic,DOM,23.1358222961426,148.476613026712,174.88098465594,1.1778352232784142,27.250186419906832
Ecuador,ECU,0.485309660434723,123.886850743311,133.0483913369,1.0739508716108328,0.521198732825028
"Egypt, Arab Rep.",EGY,4.11445045471191,318.936481308266,623.834899836025,1.9559847693718717,8.047802423751667
El Salvador,SLV,0.494253486394882,114.656913864201,128.974874703245,1.1248765587394243,0.5559741609208377
Estonia,EST,0.630827,127.257572871023,171.699371308821,1.3492271417343489,0.8511289101388542
Ethiopia,ETH,13.4367609024048,492.356913864236,1039.01639764882,2.1102910681078026,28.355476516644988
Fiji,FJI,0.94487065076828,129.064651874522,144.013006885998,1.1158206743238184,1.0543062066890474
Finland,FIN,0.871878,115.130462665656,133.092512043014,1.15601474155038,1.0079038208334623
France,FRA,0.792193,112.388921149413,126.506713121822,1.1256155128817404,0.8917047299963247
Gabon,GAB,300.234985351563,125.637671569116,137.298038062687,1.092809476233857,328.0996370891213
"Gambia, The",GMB,15.4241504669189,196.461489499352,285.901643816667,1.455255401683239,22.446078283358784
Georgia,GEO,1.0734771490097,154.011208333333,178.583033333333,1.159545693238236,1.2447458049238576
Germany,DEU,0.742662,116.484275880086,134.868598852104,1.157826649417846,0.8598738551099564
Ghana,GHA,2.45419526100159,336.492909542398,749.341127038871,2.2269150576097183,5.465284381038853
Greece,GRC,0.604569,101.909213734394,118.779584438646,1.1655431347770109,0.7046512474490028
Grenada,GRD,1.8508665561676,108.57648052784,115.623591889282,1.0649045845581175,1.9709962810681718
Guatemala,GTM,3.44300127029419,153.80123012521,179.604383910689,1.167769488998707,4.020631834033345
Guinea,GIN,3221.26123046875,327.371054687123,421.631118994785,1.287930355961827,4148.7601232036495
Guinea-Bissau,GNB,217.984680175781,116.559575493745,141.7033933908,1.2157164504979199,265.00756164622476
Guyana,GUY,99.4597091674805,123.251485665774,138.383236465748,1.1227713460672384,111.67051154142813
Haiti,HTI,53.0312347412109,305.355546890834,710.586601344592,2.327079395085068,123.40789366219131
Honduras,HND,11.7821350097656,162.529327177779,197.827896768334,1.2171827706635643,14.341011735518673
"Hong Kong SAR, China",HKG,6.38834095001221,137.102951115116,145.077720207254,1.0581662832730867,6.75992699935568
Hungary,HUN,169.344552,132.112676056338,183.90930951563,1.392064069894428,235.7384662715686
Iceland,ISL,155.842621,138.573742998267,172.757931043999,1.2466858966648502,194.2867976999854
India,IND,19.4689502716064,192.378724699015,227.603278134168,1.1831000464851993,23.033715971355566
"Iran, Islamic Rep.",IRN,48021.04296875,1031.65750196386,2834.84629484158,2.747856036955264,131954.9128225678
Ireland,IRL,0.958456,108.7002317253,127.227722772277,1.1704457364341085,1.12182073875969
Israel,ISR,4.048036,109.165955927263,122.404992720087,1.1212744090442,4.538959173689647
Italy,ITA,0.69992,112.541250526224,129.880793465012,1.1540727764949403,0.8077586177243387
Jamaica,JAM,90.6734390258789,181.00906404486,224.184157075152,1.238524480849157,112.30127399633436
Japan,JPN,109.444421,105.211812269292,114.41378098084,1.0874613649653269,119.01657944849988
Jordan,JOR,0.34411096572876,127.719016475095,138.011190097021,1.0805845042185471,0.37184097729817756
Kazakhstan,KAZ,142.361053466797,218.265731563044,313.496672430669,1.436307340532375,204.4742261002824
Kenya,KEN,42.4279670715332,212.472085832078,257.35339300785,1.211233899267327,51.390191994038915
"Korea, Rep.",KOR,960.988192,118.669872413341,132.195563411264,1.1139774630481734,1070.519188143411
Kosovo,XKX,0.3937192137,122.267091891806,145.490193786238,1.1899374683335242,0.4685012443844438
Kuwait,KWT,0.191866680979729,133.68779685455,148.248402787014,1.1089149965445664,0.21276383987565362
Lao PDR,LAO,3260.25317382813,148.164378148681,294.370154759073,1.9867808878033855,6477.4086951620575
Latvia,LVA,0.520726,120.949398596532,156.524444429468,1.2941316471660078,0.6738879961021667
Lebanon,LBN,4792.244140625,612.355015021184,7751.11367489034,12.65787571711517,60659.63073810464
Lesotho,LSO,5.81723213195801,173.512105268925,211.976901586296,1.2216836471308714,7.106817367177356
Libya,LBY,1.9150892496109,260.082820215574,284.180276852671,1.0926530119026063,2.092528036649652
Lithuania,LTU,0.496016,125.413564341792,164.986340159053,1.3155382436098582,0.6525280174423874
Luxembourg,LUX,0.960736,118.963508963509,133.925743925744,1.125771634449893,1.0815693369948525
Malawi,MWI,282.09423828125,496.827527221711,1022.99062053592,2.059045774408967,580.844949318124
Malaysia,MYS,1.55494034290314,123.05449091818,132.769538410265,1.0789491502471424,1.6777015616603432
Maldives,MDV,10.248682975769,135.424149976868,144.637464609821,1.0680330253837793,10.9459318848098
Mali,MLI,192.861511230469,113.489249057224,131.041078595453,1.1546563192904638,222.68876269016977
Malta,MLT,0.63482126652,115.887166319179,131.41933829849,1.1340284042888058,0.7199053478802744
Mauritania,MRT,12.1159982681274,143.168520868821,168.672925866554,1.1781425472789622,14.27437306243911
Mauritius,MUS,18.7660694122314,138.635551188743,170.292719046211,1.2283481227291324,23.051266133519032
Mexico,MEX,11.208339,154.676672089174,184.432651983998,1.1923753562377468,13.36454720795843
Moldova,MDA,6.33280563354492,181.261454671574,277.039926090056,1.5283995518629272,9.679057292345076
Mongolia,MNG,957.839294433594,218.130243126627,296.017768383392,1.3570688967304294,1299.8539145420502
Montenegro,MNE,0.41090322816,119.249434576437,151.256259085343,1.2684023167287233,0.5211906065494551
Morocco,MAR,4.09103775024414,113.419774613788,129.603106265852,1.1426852743022173,4.674768593818451
Mozambique,MOZ,23.6232128143311,200.799346249151,246.897587776595,1.2295736634034928,29.04648032147743
Namibia,NAM,7.2390284538269,167.298294033139,195.872890747544,1.1708002874718189,8.47545659475721
Netherlands,NLD,0.800102,120.523715504927,142.274832358267,1.1804716753231095,0.9444977483693705
New Zealand,NZL,1.557335,120.779210747308,140.863099606157,1.1662859753312027,1.8162979693924184
Nicaragua,NIC,12.5824489593506,177.047156631849,221.787673144802,1.2527039539301172,15.762083561502386
Niger,NER,210.657897949219,116.809397403471,137.70476217643,1.1788842784693458,248.34128402773413
Nigeria,NGA,155.723541259766,354.296242254442,699.394913321455,1.9740398850157048,307.4044814826668
North Macedonia,MKD,20.891432844,118.464166666667,153.120833333333,1.292549786503648,27.0032170622675
Norway,NOR,9.95722,126.06098995566,145.109039905891,1.1511018591630198,11.461774454095202
Pakistan,PAK,42.5276718139648,219.078900139702,386.80385651478,1.7655915575079268,75.08649831520407
Palau,PLW,0.887516764027046,124.584804918221,161.443345741504,1.2958510136727943,1.150089498316046
Panama,PAN,0.562871396541595,122.136031309897,128.379893114497,1.0511221933252226,0.5916466168928325
Papua New Guinea,PNG,2.90299427835664,170.839243117812,185.055323016921,1.0832131987924196,3.144561718334788
Paraguay,PRY,2754.5078125,153.370941306755,182.90234772979,1.1925489024936586,3284.8852687070835
Peru,PER,1.91807281970978,138.576404455789,163.025088363219,1.1764274661580647,2.256473547197831
Philippines,PHL,20.7462368011475,137.936373936063,159.661379209096,1.1575001912338443,24.01377306471085
Poland,POL,1.91277,123.925480416606,164.151158966994,1.3245957039275496,2.533646924601499
Portugal,PRT,0.61248,112.010549789253,129.035445303373,1.1519936786860898,0.7055730883216563
Qatar,QAT,2.91194820404053,115.041180060887,126.021977745975,1.0954510174467635,3.189896622868474
Romania,ROU,1.9085874642,133.455469478653,177.248415402478,1.3281465053092483,2.53488377065427
Rwanda,RWA,291.597686767578,165.297890975286,237.161343777664,1.4347511778787452,418.37012455649995
Samoa,WSM,1.7888473170374,119.336646996638,146.012501107175,1.2235344697701163,2.18871635355105
San Marino,SMR,0.757236063480377,114.155391827031,128.949002438317,1.1295918692452247,0.8553677004066946
Sao Tome and Principe,STP,9.61740589141846,236.774773301467,387.431866451361,1.636288617445212,15.73685178947855
Saudi Arabia,SAU,2.04365277290344,126.229165811133,134.596474856629,1.066286654052799,2.179119677264934
Senegal,SEN,226.576278686523,114.474038812672,134.103095355923,1.171471686915602,265.4276954079607
Serbia,SRB,48.54208689,152.241431604489,200.521686381559,1.317129537394907,63.936216449609084
Seychelles,SYC,9.83179378509521,144.370984575085,147.085372904913,1.0188014810442487,10.01664606957664
Sierra Leone,SLE,3.17073193359375,297.191234531916,717.990708885698,2.415921553058428,7.660239617339764
Singapore,SGP,1.05891191959381,116.886967483067,133.157196246749,1.1391962604046428,1.2063084988991701
Slovak Republic,SVK,0.570853,121.276123953656,155.341205166584,1.280888604470452,0.731199102527771
Slovenia,SVN,0.603737,113.117909327683,134.878382554187,1.1923698321144505,0.719877785331282
South Africa,ZAF,7.52451419830322,171.650452295614,203.396484041645,1.184945808889326,8.916141563207628
South Sudan,SSD,158.052139282227,22570.7110312611,41280.7396930496,1.8289516726289465,289.0697245028123
Spain,ESP,0.654523,114.024422110457,131.50720206156,1.1533248722292775,0.7548776553461234
Sri Lanka,LKA,58.2961082458496,176.681451206782,306.962031974316,1.7373755415618477,101.28223263458105
St. Lucia,LCA,1.64341807365417,111.397536282109,123.190404062416,1.1058629137940907,1.8173950995130719
St. Vincent and the Grenadines,VCT,1.72847616672516,111.701423369745,127.888116517709,1.144910357089937,1.9789502652667486
Suriname,SUR,6.33501672744751,632.494660552573,1698.84063621997,2.685936723538178,17.015454072479915
Sweden,SWE,9.046399,113.461278849041,137.253248917946,1.2096924193897018,10.943360293074578
Switzerland,CHE,1.244648,99.3992842451935,105.509114228825,1.0614675450636049,1.3211534570283257
Tanzania,TZA,681.850891113281,200.742671235263,224.080827791125,1.1162590714383318,761.1222425735101
Thailand,THA,11.7121210098267,113.689320040059,122.998829587024,1.081885524020064,12.67117417610276
Timor-Leste,TLS,0.445546269416809,152.951463496811,181.107914063662,1.1840874871225935,0.5275657625505954
Togo,TGO,220.667678833008,120.641204613776,140.63893740649,1.1657620450387185,257.2460045503146
Tonga,TON,1.7353350233668,135.565368559565,165.086920501068,1.2177661762379361,2.1132322958971574
Trinidad and Tobago,TTO,4.06194686889648,146.995044259351,163.621519403907,1.113109086284712,4.521389967774407
Tunisia,TUN,0.873126208782196,173.439427529047,220.170509400004,1.2694374776065875,1.1083791321086736
Turkiye,TUR,3.076474,314.806147234679,1322.88396860987,4.202217714712216,12.92801354165155
Uganda,UGA,1315.26770019531,185.892180700766,216.908166071118,1.1668493276770957,1534.7192316882974
Ukraine,UKR,8.66270351409912,316.447595987548,457.090971982013,1.444444444444442,12.512793964809818
United Arab Emirates,ARE,2.7276017665863,112.345016399902,122.213261700573,1.087838745472644,2.9671908839122083
United Kingdom,GBR,0.735537,123.848714629184,147.410763824672,1.1902486373478742,0.8754719119689434
United States,USA,1.0,124.266413825838,143.857336014608,1.1576525916023221,1.1576525916023221
Uruguay,URY,28.0054874420166,239.976021238332,290.632486329719,1.2110896948369585,33.91715723991216
Uzbekistan,UZB,2906.58154296875,355.018882210762,476.938313750946,1.3434167523174296,3904.7503368008615
Viet Nam,VNM,7510.822265625,171.880422664063,189.702668041402,1.103689792595939,8289.617868572617
West Bank and Gaza,PSE,0.621432938930602,113.070878047339,190.838608855965,1.687778605345819,1.048841218984245
Zambia,ZMB,6.18958473205566,299.818966181342,424.297049533934,1.4151774817250984,8.759360934034646
