Entity,Year,Relative_ai_hiring_index
Netherlands,-518,0.979794038
Netherlands,-487,1.00285007
Netherlands,-457,1.003302955
Netherlands,-426,1.030655397
Netherlands,-396,1.040548752
Netherlands,-365,1.032318275
Netherlands,-334,1.043118238
Netherlands,-306,1.067430428
Netherlands,-275,1.074370245
Netherlands,-245,1.095209472
Netherlands,-214,1.104806869
Netherlands,-184,1.103520616
Netherlands,-153,1.10962339
Netherlands,-122,1.104929362
Netherlands,-92,1.122974133
Netherlands,-61,1.09835933
Netherlands,-31,1.108104715
Netherlands,0,1.114030891
Netherlands,31,1.113182816
Netherlands,60,1.119080308
Netherlands,91,1.136437612
Netherlands,121,1.15187626
Netherlands,152,1.173219664
Netherlands,182,1.190432281
Netherlands,213,1.216269754
Netherlands,244,1.229497062
Netherlands,274,1.241995441
Netherlands,305,1.285025773
Netherlands,335,1.283569681
Netherlands,366,1.301142483
Netherlands,397,1.302731527
Netherlands,425,1.286841633
Netherlands,456,1.252790988
Netherlands,486,1.218871824
Netherlands,517,1.204169616
Netherlands,547,1.198356865
Netherlands,578,1.198400691
Netherlands,609,1.210063226
Netherlands,639,1.20508612
Netherlands,670,1.196123293
Netherlands,700,1.201050379
New Zealand,-1126,1
New Zealand,-1095,0.995007391
New Zealand,-1064,0.965845481
New Zealand,-1036,0.964636701
New Zealand,-1005,1.019790158
New Zealand,-975,0.976133099
New Zealand,-944,0.941419834
New Zealand,-914,0.931237327
New Zealand,-883,0.927448348
New Zealand,-852,0.964622379
New Zealand,-822,0.979336676
New Zealand,-791,0.947927855
New Zealand,-761,0.942085477
New Zealand,-730,0.921267872
New Zealand,-699,0.971599587
New Zealand,-671,1.005394358
New Zealand,-640,0.930462217
New Zealand,-610,1.033439584
New Zealand,-579,1.107233652
New Zealand,-549,1.144048173
New Zealand,-518,1.185445902
New Zealand,-487,1.156926255
New Zealand,-457,1.143894651
New Zealand,-426,1.19895474
New Zealand,-396,1.246510879
New Zealand,-365,1.324505751
New Zealand,-334,1.302167295
New Zealand,-306,1.258515937
New Zealand,-275,1.304947244
New Zealand,-245,1.27093463
New Zealand,-214,1.24498838
New Zealand,-184,1.231308216
New Zealand,-153,1.191092771
New Zealand,-122,1.182412921
New Zealand,-92,1.188206062
New Zealand,-61,1.224162556
New Zealand,-31,1.216715844
New Zealand,0,1.172281921
New Zealand,31,1.203468619
New Zealand,60,1.318151207
New Zealand,91,1.347694546
New Zealand,121,1.343134526
New Zealand,152,1.337295898
New Zealand,182,1.323127088
New Zealand,213,1.363261834
New Zealand,244,1.374864313
New Zealand,274,1.398878912
New Zealand,305,1.360350232
New Zealand,335,1.31003869
New Zealand,366,1.320119697
New Zealand,397,1.317012523
New Zealand,425,1.220139327
New Zealand,456,1.162580431
New Zealand,486,1.139734616
New Zealand,517,1.162694605
New Zealand,547,1.216488878
New Zealand,578,1.18819168
New Zealand,609,1.193086442
New Zealand,639,1.227660859
New Zealand,670,1.268401114
New Zealand,700,1.402775448
Norway,-1126,1
Norway,-1095,0.983238087
Norway,-1064,0.981974825
Norway,-1036,0.982533828
Norway,-1005,1.007403289
Norway,-975,0.975103063
Norway,-944,0.993689654
Norway,-914,0.99905976
Norway,-883,0.994337709
Norway,-852,0.994160563
Norway,-822,1.015087048
Norway,-791,1.005962645
Norway,-761,1.070829863
Norway,-730,1.097041005
Norway,-699,1.10891801
Norway,-671,1.086871278
Norway,-640,1.067750959
Norway,-610,1.155184048
Norway,-579,1.134051002
Norway,-549,1.136984105
Norway,-518,1.162658807
Norway,-487,1.196867194
Norway,-457,1.173240328
Norway,-426,1.193975433
Norway,-396,1.133395081
Norway,-365,1.121446984
Norway,-334,1.113104405
Norway,-306,1.148968311
Norway,-275,1.150925764
Norway,-245,1.113887483
Norway,-214,1.157564196
Norway,-184,1.164176362
Norway,-153,1.156394322
Norway,-122,1.126937517
Norway,-92,1.134027682
Norway,-61,1.144810682
Norway,-31,1.139988756
Norway,0,1.145113416
Norway,31,1.143351308
Norway,60,1.173571681
Norway,91,1.163266912
Norway,121,1.150323026
Norway,152,1.11516129
Norway,182,1.107205779
Norway,213,1.111606602
Norway,244,1.116744271
Norway,274,1.126074338
Norway,305,1.11942652
Norway,335,1.147059015
Norway,366,1.156771954
Norway,397,1.175631484
Norway,425,1.126080986
Norway,456,1.148320809
Norway,486,1.128579331
Norway,517,1.133415212
Norway,547,1.150169167
Norway,578,1.143153747
Norway,609,1.143287513
Norway,639,1.128476664
Norway,670,1.110729525
Norway,700,1.089648998
Portugal,-1126,1
Portugal,-1095,0.957472157
Portugal,-1064,0.917517846
Portugal,-1036,0.919162406
Portugal,-1005,0.919088357
Portugal,-975,0.915366294
Portugal,-944,0.875219572
Portugal,-914,0.852914419
Portugal,-883,0.862124317
Portugal,-852,0.853163361
Portugal,-822,0.853959868
Portugal,-791,0.828667346
Portugal,-761,0.911657086
Portugal,-730,0.975970959
Portugal,-699,1.027305202
Portugal,-671,1.018220334
Portugal,-640,1.055943802
Portugal,-610,1.066804511
Portugal,-579,1.150002333
Portugal,-549,1.188948797
Portugal,-518,1.163900623
Portugal,-487,1.164088765
Portugal,-457,1.140583721
Portugal,-426,1.177440251
Portugal,-396,1.082542458
Portugal,-365,1.047807358
Portugal,-334,1.057007677
Portugal,-306,1.0796902
Portugal,-275,1.041622264
Portugal,-245,1.042100186
Portugal,-214,1.012022782
Portugal,-184,0.987612605
Portugal,-153,1.00356512
Portugal,-122,1.031370925
Portugal,-92,1.071804885
Portugal,-61,1.058577622
Portugal,-31,1.057369806
Portugal,0,1.090349755
Portugal,31,1.07241196
Portugal,60,1.06525108
Portugal,91,1.100438388
Portugal,121,1.104513057
Portugal,152,1.100043891
Portugal,182,1.140351245
Portugal,213,1.168845033
Portugal,244,1.140893465
Portugal,274,1.140068605
Portugal,305,1.156318589
Portugal,335,1.20054929
Portugal,366,1.209974394
Portugal,397,1.226898519
Portugal,425,1.223848711
Portugal,456,1.18662317
Portugal,486,1.199385726
Portugal,517,1.20626516
Portugal,547,1.17074195
Portugal,578,1.135419374
Portugal,609,1.186531395
Portugal,639,1.180940863
Portugal,670,1.178371757
Portugal,700,1.13601865
Singapore,-1126,1
Singapore,-1095,0.994548323
Singapore,-1064,0.987732077
Singapore,-1036,1.009162998
Singapore,-1005,1.005944921
Singapore,-975,1.00467
Singapore,-944,1.01931784
Singapore,-914,1.010490036
Singapore,-883,1.002814225
Singapore,-852,0.996555606
Singapore,-822,0.97905533
Singapore,-791,0.98892765
Singapore,-761,0.999850149
Singapore,-730,1.017801467
Singapore,-699,1.039689851
Singapore,-671,1.012123162
Singapore,-640,1.002762942
Singapore,-610,1.033284855
Singapore,-579,1.01758569
Singapore,-549,1.033343339
Singapore,-518,1.034736434
Singapore,-487,1.072245515
Singapore,-457,1.096280598
Singapore,-426,1.073790153
Singapore,-396,1.085464252
Singapore,-365,1.065797598
Singapore,-334,1.053047139
Singapore,-306,1.076834647
Singapore,-275,1.103876781
Singapore,-245,1.071769487
Singapore,-214,1.084681105
Singapore,-184,1.087101132
Singapore,-153,1.108511438
Singapore,-122,1.086206927
Singapore,-92,1.098395261
Singapore,-61,1.129014961
Singapore,-31,1.108381549
Singapore,0,1.129938306
Singapore,31,1.143785452
Singapore,60,1.135271731
Singapore,91,1.14479875
Singapore,121,1.222309037
Singapore,152,1.229599855
Singapore,182,1.248798118
Singapore,213,1.264460073
Singapore,244,1.2653973
Singapore,274,1.244100678
Singapore,305,1.236751199
Singapore,335,1.254268576
Singapore,366,1.25626036
Singapore,397,1.245474978
Singapore,425,1.241879692
Singapore,456,1.222549004
Singapore,486,1.139301213
Singapore,517,1.118894087
Singapore,547,1.087802602
Singapore,578,1.056696999
Singapore,609,1.057741399
Singapore,639,1.087049811
Singapore,670,1.08824014
Singapore,700,1.072365046
South Africa,-1126,1
South Africa,-1095,1.006115539
South Africa,-1064,0.994187063
South Africa,-1036,0.970177561
South Africa,-1005,0.976962607
South Africa,-975,1.003042394
South Africa,-944,0.994078377
South Africa,-914,0.999735831
South Africa,-883,1.055446083
South Africa,-852,1.084314229
South Africa,-822,1.066567595
South Africa,-791,1.064540411
South Africa,-761,1.08633826
South Africa,-730,1.082762131
South Africa,-699,1.087552492
South Africa,-671,1.107288987
South Africa,-640,1.096476038
South Africa,-610,1.069440808
South Africa,-579,1.08250111
South Africa,-549,1.083736753
South Africa,-518,1.022359061
South Africa,-487,0.991184906
South Africa,-457,1.077960315
South Africa,-426,1.110577405
South Africa,-396,1.11281846
South Africa,-365,1.142192419
South Africa,-334,1.19718479
South Africa,-306,1.244920953
South Africa,-275,1.281590835
South Africa,-245,1.306073069
South Africa,-214,1.355373513
South Africa,-184,1.391120808
South Africa,-153,1.430873078
South Africa,-122,1.510675034
South Africa,-92,1.46503716
South Africa,-61,1.428760268
South Africa,-31,1.411620941
South Africa,0,1.416893661
South Africa,31,1.410599952
South Africa,60,1.403703821
South Africa,91,1.380438287
South Africa,121,1.423449178
South Africa,152,1.422806172
South Africa,182,1.38428598
South Africa,213,1.383765441
South Africa,244,1.335871626
South Africa,274,1.357388608
South Africa,305,1.413266161
South Africa,335,1.436103195
South Africa,366,1.427663291
South Africa,397,1.395173685
South Africa,425,1.366482266
South Africa,456,1.396744242
South Africa,486,1.328530347
South Africa,517,1.27156383
South Africa,547,1.308911043
South Africa,578,1.298997634
South Africa,609,1.277243851
South Africa,639,1.246257756
South Africa,670,1.200309947
South Africa,700,1.181164937
South Korea,-1126,1
South Korea,-1095,1.00359753
South Korea,-1064,0.974076153
South Korea,-1036,0.952725038
South Korea,-1005,0.948698465
South Korea,-975,0.925177733
South Korea,-944,0.974029103
South Korea,-914,0.947939994
South Korea,-883,0.987859975
South Korea,-852,0.993524595
South Korea,-822,0.987529281
South Korea,-791,0.98157092
South Korea,-761,1.011556588
South Korea,-730,1.0247034
South Korea,-699,1.021831274
South Korea,-671,1.047605233
South Korea,-640,1.023069515
South Korea,-610,1.072906283
South Korea,-579,1.025247501
South Korea,-549,1.045536483
South Korea,-518,0.992773865
South Korea,-487,0.971556417
South Korea,-457,0.963165925
South Korea,-426,0.955969991
South Korea,-396,0.906839426
South Korea,-365,0.876876672
South Korea,-334,0.95893582
South Korea,-306,0.942978378
South Korea,-275,0.985381171
South Korea,-245,0.94945679
South Korea,-214,0.942751835
South Korea,-184,0.952705633
South Korea,-153,0.96193706
South Korea,-122,0.98376879800000006
South Korea,-92,1.046257354
South Korea,-61,1.07891753
South Korea,-31,1.144065227
South Korea,0,1.179502992
South Korea,31,1.137598069
South Korea,60,1.186787299
South Korea,91,1.209555431
South Korea,121,1.274859015
South Korea,152,1.288211026
South Korea,182,1.318610269
South Korea,213,1.347156732
South Korea,244,1.35385067
South Korea,274,1.322738097
South Korea,305,1.335002763
South Korea,335,1.302764815
South Korea,366,1.286342307
South Korea,397,1.296794732
South Korea,425,1.247504082
South Korea,456,1.199423441
South Korea,486,1.13154173
South Korea,517,1.124774136
South Korea,547,1.080930727
South Korea,578,1.05650423
South Korea,609,1.043510475
South Korea,639,1.018313587
South Korea,670,0.980340748
South Korea,700,0.94377013
Spain,-1126,1
Spain,-1095,0.989411891
Spain,-1064,0.972884266
Spain,-1036,0.959394287
Spain,-1005,0.951281264
Spain,-975,0.963327302
Spain,-944,0.95337058
Spain,-914,0.943011849
Spain,-883,0.945074705
Spain,-852,0.944215985
Spain,-822,0.943982488
Spain,-791,0.946723671
Spain,-761,0.960988826
Spain,-730,0.971508939
Spain,-699,0.988637093
Spain,-671,1.005982516
Spain,-640,0.995896723
Spain,-610,0.971608704
Spain,-579,0.975481117
Spain,-549,1.002943185
Spain,-518,0.991812991
Spain,-487,0.993298832
Spain,-457,0.99500561
Spain,-426,1.001343106
Spain,-396,0.995881113
Spain,-365,1.008432709
Spain,-334,1.024910145
Spain,-306,1.029709725
Spain,-275,1.082317106
Spain,-245,1.1050904
Spain,-214,1.130844163
Spain,-184,1.122492229
Spain,-153,1.150526224
Spain,-122,1.172372248
Spain,-92,1.183263029
Spain,-61,1.189081619
Spain,-31,1.197480993
Spain,0,1.1942986
Spain,31,1.193936425
Spain,60,1.227395696
Spain,91,1.246360862
Spain,121,1.265907188
Spain,152,1.263143061
Spain,182,1.268290979
Spain,213,1.263901005
Spain,244,1.254734628
Spain,274,1.260865566
Spain,305,1.262755195
Spain,335,1.26110927
Spain,366,1.27147946
Spain,397,1.277729556
Spain,425,1.234457403
Spain,456,1.176405288
Spain,486,1.156370278
Spain,517,1.161449741
Spain,547,1.16329766
Spain,578,1.158098825
Spain,609,1.15660715
Spain,639,1.151636952
Spain,670,1.143481735
Spain,700,1.136114634
Sweden,-1126,1
Sweden,-1095,0.988590476
Sweden,-1064,0.962421538
Sweden,-1036,0.93674241
Sweden,-1005,0.937496782
Sweden,-975,0.905422169
Sweden,-944,0.886639622
Sweden,-914,0.893849
Sweden,-883,0.908197405
Sweden,-852,0.90134785
Sweden,-822,0.889500758
Sweden,-791,0.901247448
Sweden,-761,0.904860936
Sweden,-730,0.910011398
Sweden,-699,0.932943945
Sweden,-671,0.981507816
Sweden,-640,0.977582702
Sweden,-610,1.014115652
Sweden,-579,1.061844381
Sweden,-549,1.027222489
Sweden,-518,0.994783743
Sweden,-487,0.997027853
Sweden,-457,1.001428703
Sweden,-426,0.993531124
Sweden,-396,0.966832885
Sweden,-365,0.979714713
Sweden,-334,0.984715589
Sweden,-306,0.96779715
Sweden,-275,0.952121299
Sweden,-245,0.946565703
Sweden,-214,0.909080464
Sweden,-184,0.940889631
Sweden,-153,0.992697332
Sweden,-122,1.006375966
Sweden,-92,1.02208576
Sweden,-61,1.012446663
Sweden,-31,1.044907517
Sweden,0,1.054672848
Sweden,31,1.053846398
Sweden,60,1.045247742
Sweden,91,1.071966544
Sweden,121,1.086264609
Sweden,152,1.103042514
Sweden,182,1.125358112
Sweden,213,1.099819378
Sweden,244,1.103193777
Sweden,274,1.120908323
Sweden,305,1.13775917
Sweden,335,1.132832466
Sweden,366,1.128991631
Sweden,397,1.15724253
Sweden,425,1.175457619
Sweden,456,1.213717463
Sweden,486,1.211505645
Sweden,517,1.230982041
Sweden,547,1.208035906
Sweden,578,1.219719117
Sweden,609,1.224945907
Sweden,639,1.206127044
Sweden,670,1.220732598
Sweden,700,1.235925286
Switzerland,-1126,1
Switzerland,-1095,0.973416779
Switzerland,-1064,0.966614985
Switzerland,-1036,0.950358369
Switzerland,-1005,0.923250769
Switzerland,-975,0.93330712
Switzerland,-944,0.930252468
Switzerland,-914,0.929295668
Switzerland,-883,0.931603615
Switzerland,-852,0.915400474
Switzerland,-822,0.921025933
Switzerland,-791,0.925032166
Switzerland,-761,0.915616053
Switzerland,-730,0.954678198
Switzerland,-699,0.954422608
Switzerland,-671,0.98244057
Switzerland,-640,1.016314634
Switzerland,-610,0.999047502
Switzerland,-579,1.005811597
Switzerland,-549,0.996940545
Switzerland,-518,0.989614818
Switzerland,-487,1.017874872
Switzerland,-457,1.019589397
Switzerland,-426,1.032860656
Switzerland,-396,1.046887653
Switzerland,-365,1.031955449
Switzerland,-334,1.064326758
Switzerland,-306,1.0590358
Switzerland,-275,1.065840187
Switzerland,-245,1.083375766
Switzerland,-214,1.093836954
Switzerland,-184,1.112843233
Switzerland,-153,1.120763614
Switzerland,-122,1.114300965
Switzerland,-92,1.108230836
Switzerland,-61,1.082033136
Switzerland,-31,1.091804707
Switzerland,0,1.098336615
Switzerland,31,1.077018673
Switzerland,60,1.080142692
Switzerland,91,1.074301112
Switzerland,121,1.080517655
Switzerland,152,1.068343312
Switzerland,182,1.075303726
Switzerland,213,1.090281191
Switzerland,244,1.107533634
Switzerland,274,1.136226582
Switzerland,305,1.170880084
Switzerland,335,1.160130875
Switzerland,366,1.167372837
Switzerland,397,1.170513141
Switzerland,425,1.171744187
Switzerland,456,1.171540638
Switzerland,486,1.15692765
Switzerland,517,1.165863266
Switzerland,547,1.147489968
Switzerland,578,1.146686582
Switzerland,609,1.123401639
Switzerland,639,1.09126708
Switzerland,670,1.059120357
Switzerland,700,1.051955161
United Arab Emirates,-1126,1
United Arab Emirates,-1095,0.95851315
United Arab Emirates,-1064,0.989778047
United Arab Emirates,-1036,0.953593338
United Arab Emirates,-1005,0.928384989
United Arab Emirates,-975,0.902944421
United Arab Emirates,-944,0.887327711
United Arab Emirates,-914,0.8713993
United Arab Emirates,-883,0.828505811
United Arab Emirates,-852,0.812267007
United Arab Emirates,-822,0.779442813
United Arab Emirates,-791,0.782373373
United Arab Emirates,-761,0.792383501
United Arab Emirates,-730,0.894896194
United Arab Emirates,-699,0.844959445
United Arab Emirates,-671,0.950413178
United Arab Emirates,-640,0.987703621
United Arab Emirates,-610,1.040168789
United Arab Emirates,-579,1.09147616
United Arab Emirates,-549,1.129910744
United Arab Emirates,-518,1.198733157
United Arab Emirates,-487,1.233907258
United Arab Emirates,-457,1.296312923
United Arab Emirates,-426,1.331456133
United Arab Emirates,-396,1.323471145
United Arab Emirates,-365,1.260348774
United Arab Emirates,-334,1.34709876
United Arab Emirates,-306,1.309436976
United Arab Emirates,-275,1.301219552
United Arab Emirates,-245,1.24743917
United Arab Emirates,-214,1.210896445
United Arab Emirates,-184,1.196667186
United Arab Emirates,-153,1.185466706
United Arab Emirates,-122,1.181804584
United Arab Emirates,-92,1.186571558
United Arab Emirates,-61,1.155279959
United Arab Emirates,-31,1.162189892
United Arab Emirates,0,1.195985926
United Arab Emirates,31,1.139067558
United Arab Emirates,60,1.129199928
United Arab Emirates,91,1.149196919
United Arab Emirates,121,1.344879722
United Arab Emirates,152,1.373702694
United Arab Emirates,182,1.406911523
United Arab Emirates,213,1.437678412
United Arab Emirates,244,1.464124142
United Arab Emirates,274,1.447169187
United Arab Emirates,305,1.476249298
United Arab Emirates,335,1.524727412
United Arab Emirates,366,1.520152352
United Arab Emirates,397,1.522436485
United Arab Emirates,425,1.510275766
United Arab Emirates,456,1.491774205
United Arab Emirates,486,1.30293362
United Arab Emirates,517,1.287397651
United Arab Emirates,547,1.2381254
United Arab Emirates,578,1.187228728
United Arab Emirates,609,1.141493526
United Arab Emirates,639,1.137421295
United Arab Emirates,670,1.109190939
United Arab Emirates,700,1.031860489
United Kingdom,-1126,1
United Kingdom,-1095,0.983724246
United Kingdom,-1064,0.960613478
United Kingdom,-1036,0.954247797
United Kingdom,-1005,0.943453177
United Kingdom,-975,0.937481196
United Kingdom,-944,0.940102147
United Kingdom,-914,0.932692346
United Kingdom,-883,0.931912988
United Kingdom,-852,0.921480317
United Kingdom,-822,0.915855423
United Kingdom,-791,0.908581161
United Kingdom,-761,0.913696393
United Kingdom,-730,0.930918362
United Kingdom,-699,0.955562775
United Kingdom,-671,0.967122674
United Kingdom,-640,0.984557871
United Kingdom,-610,0.997670667
United Kingdom,-579,0.994636001
United Kingdom,-549,1.016358851
United Kingdom,-518,1.023124023
United Kingdom,-487,1.045633402
United Kingdom,-457,1.062724446
United Kingdom,-426,1.081258592
United Kingdom,-396,1.074007373
United Kingdom,-365,1.088776215
United Kingdom,-334,1.105815463
United Kingdom,-306,1.104916482
United Kingdom,-275,1.104707433
United Kingdom,-245,1.108182141
United Kingdom,-214,1.13655107
United Kingdom,-184,1.13747899
United Kingdom,-153,1.147128496
United Kingdom,-122,1.148086624
United Kingdom,-92,1.149648322
United Kingdom,-61,1.155339255
United Kingdom,-31,1.184663293
United Kingdom,0,1.179498744
United Kingdom,31,1.180531668
United Kingdom,60,1.206100895
United Kingdom,91,1.253291058
United Kingdom,121,1.285601123
United Kingdom,152,1.28659647
United Kingdom,182,1.295312223
United Kingdom,213,1.295346165
United Kingdom,244,1.306261951
United Kingdom,274,1.307928123
United Kingdom,305,1.30867536
United Kingdom,335,1.296257475
United Kingdom,366,1.309915957
United Kingdom,397,1.307252755
United Kingdom,425,1.29084487
United Kingdom,456,1.235769935
United Kingdom,486,1.186216997
United Kingdom,517,1.159989567
United Kingdom,547,1.151011345
United Kingdom,578,1.155929096
United Kingdom,609,1.148800374
United Kingdom,639,1.154873472
United Kingdom,670,1.154864507
United Kingdom,700,1.156794118
United States,-1126,1
United States,-1095,0.982698689
United States,-1064,0.969135177
United States,-1036,0.961233419
United States,-1005,0.954978454
United States,-975,0.947792977
United States,-944,0.937838303
United States,-914,0.935348257
United States,-883,0.930399257
United States,-852,0.931466002
United States,-822,0.926514468
United States,-791,0.92291271
United States,-761,0.925873594
United States,-730,0.945465824
United States,-699,0.959273165
United States,-671,0.973865659
United States,-640,0.985160068
United States,-610,1.002868848
United States,-579,1.022773702
United States,-549,1.032565865
United States,-518,1.047105341
United States,-487,1.053906909
United States,-457,1.070455184
United States,-426,1.086620058
United States,-396,1.093338709
United States,-365,1.101576769
United States,-334,1.119465631
United States,-306,1.124276738
United States,-275,1.135179748
United States,-245,1.137805588
United States,-214,1.141904217
United States,-184,1.145354447
United States,-153,1.154347093
United States,-122,1.161776032
United States,-92,1.159436948
United States,-61,1.158170436
United States,-31,1.159427561
United States,0,1.158109231
United States,31,1.149461104
United States,60,1.168102301
United States,91,1.201374886
United States,121,1.234307202
United States,152,1.257168888
United States,182,1.271514159
United States,213,1.277032998
United States,244,1.278687807
United States,274,1.290129364
United States,305,1.301817262
United States,335,1.311259366
United States,366,1.332976728
United States,397,1.340225601
United States,425,1.316336874
United States,456,1.259431533
United States,486,1.204782438
United States,517,1.167405921
United States,547,1.149019796
United States,578,1.139794141
United States,609,1.142396277
United States,639,1.137267612
United States,670,1.12967146
United States,700,1.123195846
