Entity,Year,Gini coefficient,Palma ratio (S90/S40 ratio),S90/S10 ratio,S80/S20 ratio,S90/S50 ratio,P90/P10 ratio,P90/P50 ratio,P50/P10 ratio,P0-P10 - share of the bottom 10%,P0-P40 - share of the bottom 40%,P0-P50 - share of the bottom 50%,P10-P20 - share of national income,P20-P30 - share of national income,P30-P40 - share of national income,P40-P50 - share of national income,P50-P60 - share of national income,P50-P90 - share of the middle 40%,P60-P70 - share of national income,P70-P80 - share of national income,P80-P90 - share of national income,P90-P100 - share of the top 10%,P99.999-P100 - share of the top 0.001%,P99.99-P100 - share of the top 0.01%,P99.9-P100 - share of the top 0.1%,P99-P100 - share of the top 1%,Mean income,P0-P10 - mean income of the bottom 10%,P10-P20 - mean income,P20-P30 - mean income,P30-P40 - mean income,P40-P50 - mean income,P50-P60 - mean income,P60-P70 - mean income,P70-P80 - mean income,P80-P90 - mean income,P90-P100 - mean income of the top 10%,P99.999-P100 - mean income of the top 0.001%,P99.99-P100 - mean income of the top 0.01%,P99.9-P100 - mean income of the top 0.1%,P99-P100 - mean income of the top 1%,P0 - income threshold of the bottom 10%,P10 - income threshold,P20 - income threshold,P30 - income threshold,P40 - income threshold,P50 - income threshold (median),P60 - income threshold,P70 - income threshold,P80 - income threshold,P90 - income threshold of the top 10%,P99.999 - income threshold of the top 0.001%,P99.99 - income threshold of the top 0.01%,P99.9 - income threshold of the top 0.1%,P99 - income threshold of the top 1%
Central Asia,1982,0.585957694354398,6.1396332,241.83333,43.120567,3.6396322,,,,0.18,7.090000000000001,11.959999999999999,1.23,2.2800000000000002,3.3999999999999897,4.87000000000001,6.6199999999999894,44.5,8.79000000000001,11.83,17.27,43.53,0.47000000000000003,1.31,4.09,13.309999999999999,13217.89971793171,237.9221949227708,1625.801665305601,3013.681135688431,4494.085904096783,6437.117162632743,8750.249613270793,11618.53385206198,15636.77536631322,22827.31281286807,57541.71469139711,6166878.22473646,1737849.638223845,540254.2179365574,175875.7314389916,,,,,,,,,,28459.76324660322,4296503.75837344,741305.7163651102,260343.6154155563,86682.23653723388
Central Asia,1983,0.587853992680522,6.2253923,242.44444,43.870502,3.6920474,,,,0.18,7.0100000000000104,11.82,1.21,2.26,3.36000000000001,4.80999999999999,6.60000000000001,44.529999999999994,8.77,11.83,17.34,43.64,0.47000000000000003,1.32,4.09,13.459999999999999,12910.92931055658,232.3967275900184,1562.222446577346,2917.870024185786,4338.07224834701,6210.156998377713,8521.21334496734,11322.88500535812,15273.62937438843,22387.55142450511,56347.38174029822,6040539.493322231,1699256.356879862,528239.178125485,173765.1002090476,,,,,,,,,,27988.12474273996,4207893.730903551,723743.2627941644,256073.9869443058,85361.67668364878
Central Asia,1984,0.590134945263905,6.3304472,258.05884,44.678833,3.7527802,,,,0.16999999999999998,6.93,11.690000000000001,1.2,2.23,3.3300000000000005,4.760000000000001,6.550000000000001,44.440000000000005,8.73,11.82,17.34,43.87,0.47000000000000003,1.3299999999999998,4.08,13.43,12612.34607278186,214.4098832372915,1513.481528733823,2812.553174230354,4199.911242236358,6003.476730644163,8261.086677672114,11010.57812153856,14907.79305802815,21869.80809020374,55328.89977848801,5918560.692238616,1675293.654186841,514432.3593154442,169391.3310485919,,,,,,,,,,27567.22861495921,4122779.615509275,719872.1646650935,251396.7420304752,83461.14405219507
Central Asia,1985,0.591402993899717,6.3965015,258.11765,45.073528,3.7860224,,,,0.16999999999999998,6.859999999999999,11.59,1.18999999999999,2.1999999999999997,3.3000000000000003,4.73,6.529999999999999,44.529999999999994,8.709999999999999,11.87,17.419999999999998,43.88,0.38999999999999996,1.25,4.02,13.38,12324.38658316766,209.5145719138502,1466.602003396951,2711.365048296885,4067.047572445327,5829.434853838302,8047.82443880848,10734.54071393903,14629.04687422001,21469.08142787806,54082.84594818657,4838451.904996961,1542656.437975021,495044.1587086484,164850.936785408,,,,,,,,,,26774.92066004015,3522588.866388082,710057.4987986896,246336.7626105457,82134.43360756966
Central Asia,1986,0.591612104003808,6.4049706,243.38889,45.080883,3.7963605,,,,0.18,6.84,11.540000000000001,1.1799999999999902,2.19,3.29,4.69999999999999,6.529999999999999,44.65,8.71000000000001,11.91,17.5,43.81,0.38999999999999996,1.25,4.03,13.4,12091.08348211616,217.6395026780908,1426.747850889706,2647.947282583438,3977.966465616215,5682.809236594592,7895.477513821849,10531.33371292317,14400.48042720034,21159.39609370327,52975.18041629196,4765434.32474504,1514161.588402256,486709.8282767174,161984.0624298267,,,,,,,,,,26449.35869338409,3466414.120555392,706158.8627960973,241738.496877119,80805.48658438414
Central Asia,1987,0.594556763863924,6.541543,259.35294,45.985073,3.874341,,,,0.16999999999999998,6.74,11.379999999999999,1.16999999999999,2.16000000000001,3.2399999999999998,4.64,6.4799999999999995,44.529999999999994,8.62000000000001,11.899999999999999,17.53,44.09,0.4,1.25,4.04,13.420000000000002,11833.87694770347,201.175908110959,1384.563602881306,2556.11742070395,3834.176131055926,5490.918903734411,7668.352262111851,10200.80192892039,14082.31356776713,20744.78628932419,52175.88315337255,4684965.722806273,1475619.888151316,478234.7331816595,158764.3678063879,,,,,,,,,,26075.15114304564,3398102.022021624,707634.8648596101,236566.968101504,79750.52043481212
Central Asia,1988,0.58642467911482,6.1495066,242.22223,43.492859,3.6424394,,,,0.18,7.090000000000001,11.97,1.22,2.2800000000000002,3.40999999999999,4.88000000000001,6.60999999999999,44.43,8.76,11.77,17.29,43.6,0.47000000000000003,1.3299999999999998,4.130000000000001,13.41,12173.1379580402,219.1164832447236,1485.122830880904,2775.475454433166,4151.040043691709,5940.491323523617,8046.444190264572,10663.66885124322,14327.78337661332,21047.35552945151,53073.17051445679,5728925.389711666,1616145.377158484,502409.2119070914,163220.4710150876,,,,,,,,,,26211.02329057234,3997788.422677512,685093.2282692187,240078.3964408771,79955.30715922223
Central Asia,1989,0.587617323298417,6.1807909,257.41177,43.283688,3.6773109,,,,0.16999999999999998,7.08,11.899999999999999,1.24,2.29,3.37999999999999,4.82,6.60000000000001,44.330000000000005,8.7,11.77,17.27,43.76,0.38999999999999996,1.24,4.02,13.41,12017.41617579252,204.2960749884729,1490.159605798273,2751.988304256488,4061.886667417873,5792.394596731995,7931.494676023065,10455.15207293949,14144.4988389078,20754.07773559368,52592.7254825131,4707037.258540561,1484878.624459372,483230.4109679858,161099.4956093031,,,,,,,,,,25987.36543456131,3439342.014519178,698178.4709213038,236713.1844248712,79972.36107074306
Central Asia,1990,0.587694086486039,6.1746478,257.88235,43.57143,3.6686192,,,,0.16999999999999998,7.1,11.95,1.23,2.29,3.40999999999999,4.85000000000001,6.58,44.21,8.71999999999999,11.75,17.16,43.84,0.5,1.41,4.26,13.66,12278.39693652539,208.7327479209316,1510.242823192623,2811.752898464314,4186.933355355158,5955.022514214814,8079.185184233706,10706.76212865014,14427.11640041733,21069.72914307757,53826.05877225391,6120995.514506597,1726448.539227523,523461.8463210894,167719.9079333895,,,,,,,,,,26345.63736265898,4267653.013237298,722948.5784745251,242494.8797889163,80779.06700014284
Central Asia,1991,0.58299202225005,5.946794,242.16667,41.799999,3.5439024,,,,0.18,7.33,12.3,1.26999999999999,2.37000000000001,3.51,4.97,6.63,44.11,8.790000000000001,11.67,17.02,43.59,0.49,1.39,4.26,13.69,11407.94851816247,205.3430733269245,1448.809461806634,2703.683798804506,4004.189929875028,5669.750413526748,7563.469867541719,10027.58674746481,13313.07592069561,19416.32837791253,49725.29198229173,5612616.315277931,1582882.561454044,486471.3530877456,156132.7535580982,,,,,,,,,,24349.07163928054,3944526.401060886,648174.7249082784,225757.4441343311,74900.91918569301
Central Asia,1992,0.597394472558822,6.6220236,261.76471,45.91111,3.9450355,,,,0.16999999999999998,6.72,11.28,1.1799999999999902,2.18,3.19,4.5600000000000005,6.39,44.22,8.53,11.82,17.48,44.5,0.41000000000000003,1.31,4.16,13.750000000000002,10366.1222676311,176.2240785497288,1223.20242758047,2259.814654343581,3306.793003374322,4726.951754039784,6623.952129016276,8842.302294289331,12252.75652033997,18119.98172381917,46129.85216075445,4281766.103523914,1352931.672305667,431170.1309689389,142511.7105547066,,,,,,,,,,22763.89658480238,3090195.326946763,619829.5863128809,209510.37832905,71091.04739470517
Central Asia,1993,0.595046844244077,6.4680233,247.22223,43.829788,3.8628473,,,,0.18,6.88,11.52,1.23,2.22,3.25,4.64,6.419999999999999,43.97,8.51,11.75,17.299999999999997,44.5,0.5,1.41,4.32,13.930000000000001,9190.380875813136,165.4268557646364,1130.416847725016,2040.264554430516,2986.873784639268,4264.336726377294,5900.224522272033,7821.014125316977,10798.69752908043,15899.35891515672,40901.84977649667,4625678.498334871,1294237.141152693,397272.1269534276,127999.9501397511,,,,,,,,,,20111.17462635159,3198991.594210927,552387.0974805156,184934.5735382383,62704.29715277166
Central Asia,1994,0.599310729887243,6.582849,266.41177,43.319443,3.9554584,,,,0.16999999999999998,6.88,11.450000000000001,1.26999999999999,2.23,3.2099999999999995,4.57000000000001,6.279999999999999,43.26,8.38,11.51,17.09,45.29,0.33,1.1199999999999999,3.95,13.819999999999999,7835.713199186342,133.2071243861678,995.1355762966656,1747.364043418554,2515.263936938816,3580.920932028158,4920.827889089022,6566.327660918154,9018.90589226348,13391.23385740946,35491.42645342992,2607830.19230922,879556.0458320067,309795.0663103946,108294.0155912595,,,,,,,,,,16928.10397683465,1928591.20842109,416554.5094370983,161051.8285287407,56481.43666774483
Central Asia,1995,0.609214681391617,6.9508195,274.35294,45.113476,4.1867146,,,,0.16999999999999998,6.710000000000001,11.14,1.24,2.17000000000001,3.1300000000000003,4.43,6.05,42.22,8.04999999999999,11.15,16.97,46.64,0.33999999999999997,1.1900000000000002,4.279999999999999,14.81,7480.236994288815,127.1640289029099,927.5493872918132,1623.211427760673,2341.314179212399,3313.744988469945,4525.543381544733,6021.590780402496,8340.464248632028,12693.96217930812,34891.18468236032,2536708.391959313,888799.2658763026,320473.750431801,110781.0909501021,,,,,,,,,,16335.13108608541,1875233.573071019,457563.5751983203,173402.7744823097,54978.73544767074
Central Asia,1996,0.622169623654035,7.4930234,302.0625,48.214813,4.5168223,,,,0.16,6.45,10.7,1.18999999999999,2.08,3.02,4.25,5.76,40.97,7.739999999999999,10.71,16.76,48.33,0.33999999999999997,1.23,4.5600000000000005,15.68,7382.38668228399,118.1181869165439,878.5040151917949,1535.53642991507,2229.480778049765,3137.514339970696,4252.254728995578,5713.967292087808,7906.536136726155,12372.88007950797,35678.73990783915,2525110.194477381,909001.8606512988,336499.3949596312,115746.2953535469,,,,,,,,,,16017.67671670976,1896378.885709102,489300.6249662851,176393.3595894971,57339.02475938712
Central Asia,1997,0.625741936505989,7.6557121,305.75,48.48148,4.6238184,,,,0.16,6.39,10.58,1.18999999999999,2.07000000000001,2.96999999999999,4.19,5.71,40.5,7.63999999999999,10.620000000000001,16.53,48.92,0.36,1.31,4.73,15.950000000000001,7463.602441247996,119.4176390599679,888.1686905085114,1544.965705338335,2216.689925050654,3127.24942288291,4261.716993952605,5702.192265113468,7926.34579260537,12337.33483538294,36510.32777372015,2656991.726708204,979426.826993571,352828.0958823563,119015.0549191481,,,,,,,,,,16194.78578143849,2032157.935653236,515779.8978979107,178777.8319068947,58969.07117122748
Central Asia,1998,0.629816183972999,7.7484374,291.70587,48.485294,4.7094016,,,,0.16999999999999998,6.399999999999991,10.530000000000001,1.18999999999999,2.0600000000000103,2.9799999999999898,4.130000000000001,5.609999999999999,39.879999999999995,7.48,10.440000000000001,16.35,49.59,0.48,1.58,5.25,16.82,7489.742453169284,127.3256217038778,891.2793519271447,1542.886945352873,2231.943251044447,3093.263633158914,4201.745516227968,5602.327354970625,7819.291121108733,12245.72891093178,37142.58057543133,3559415.250669578,1180922.146480146,393317.9958453127,125998.6316869324,,,,,,,,,,16245.52815752099,2652033.232040439,556538.0475019203,181149.3041114116,57870.2121674133
Central Asia,1999,0.621511389617961,7.1190128,258.1579,42.940788,4.3991032,,,,0.19,6.890000000000001,11.15,1.3299999999999998,2.2399999999999998,3.1300000000000003,4.2600000000000104,5.62999999999999,39.800000000000004,7.51000000000001,10.440000000000001,16.220000000000002,49.05,0.49,1.6199999999999999,5.4399999999999995,16.99,7604.926249014962,144.4935987312843,1011.45519111899,1703.503479779352,2380.341915941684,3239.698582080374,4281.573478195424,5711.299613010237,7939.543003971622,12335.19037590227,37300.95829471913,3717062.167912871,1230461.802441948,413370.3204983014,129209.2402099707,,,,,,,,,,16165.98983247707,2746194.727068842,606477.0725228625,190488.9766061121,57473.91840379377
Central Asia,2000,0.615283302477618,6.6184034,232.90475,38.619049,4.1696506,,,,0.21,7.39,11.73,1.47,2.42,3.2899999999999903,4.34,5.65,39.35,7.4399999999999995,10.299999999999999,15.97,48.91,0.53,1.72,5.7,17.26,7791.26120030415,163.6164852063872,1145.31539644471,1885.485210473604,2563.324934900065,3381.407360932001,4402.062578171845,5796.698333026288,8024.999036313275,12442.64413688573,38108.78251339897,4134081.046973512,1341317.259629174,444312.5461604669,134440.7372482286,,,,,,,,,,16398.03485808851,3010400.494299229,645195.4624800516,202941.9664564861,56810.63307456106
Central Asia,2001,0.628481285642309,7.1988554,264.8421,41.400002,4.5374212,,,,0.19,6.99,11.09,1.41,2.29,3.09999999999999,4.1000000000000005,5.4,38.59,7.20999999999999,10.059999999999999,15.920000000000002,50.32,0.61,1.9,6.03,18.099999999999998,8498.718956099032,161.4756601658816,1198.319372809963,1946.206640946678,2634.6028763907,3484.474772000603,4589.308236293477,6127.576367347401,8549.711269835627,13529.96057810966,42767.99501258869,5154112.119008925,1613601.408832519,512407.2772154243,153824.4646979044,,,,,,,,,,18003.47890576766,3747245.494512359,751382.201709207,232907.2266463635,66226.62881262532
Central Asia,2002,0.637982901845696,7.6462688,269.63159,44.263157,4.8330188,,,,0.19,6.69999999999999,10.6,1.3299999999999998,2.21,2.96999999999999,3.9,5.2299999999999995,38.17,7.000000000000001,9.89000000000001,16.05,51.23,0.63,2.1,6.5,18.89,8900.045021478818,169.1008554080976,1183.705987856683,1966.909949746819,2643.31337137921,3471.01755837674,4654.723546233422,6230.031515035174,8802.144526242551,14284.57225947351,45594.05180944803,5647618.070812858,1869301.467798806,578613.2176763687,168160.3741235712,,,,,,,,,,19179.49986990565,4146653.414204532,878489.4774311542,245107.063760965,68659.18756906527
Central Asia,2003,0.639316711312425,7.9037266,282.77777,46.427586,4.956183,,,,0.18,6.4399999999999995,10.27,1.26999999999999,2.11,2.88,3.83,5.2299999999999995,38.83,7.090000000000001,10.09,16.42,50.9,0.58,1.92,6.08,17.96,9340.79078398055,168.1342341116499,1186.28042956553,1970.906855419896,2690.147745786398,3577.522870264551,4885.233580021828,6622.62066584221,9424.857901036376,15337.57846729606,47540.434301384,5376974.312197193,1797038.453238603,567669.219423269,167775.8223973922,,,,,,,,,,20685.4161716599,3944230.753332472,863582.9609003392,243974.7958649092,69301.78454661694
Central Asia,2004,0.632904185358981,7.8264332,273.05554,46.272728,4.8856859,,,,0.18,6.279999999999999,10.059999999999999,1.25,2.0600000000000103,2.7899999999999903,3.7800000000000096,5.28,40.79,7.62,10.870000000000001,17.02,49.15,0.37,1.46,5.29,16.71,9839.827375205155,177.1168927536928,1229.978421900644,2027.004439292262,2745.311837682238,3719.454747827549,5195.428854108322,7497.948459906328,10695.892356848,16747.38619259917,48363.21563918456,3666575.600503182,1437978.41077082,520318.1953686945,164395.7930484256,,,,,,,,,,21525.39120714131,2892487.932824055,773561.2330005406,251614.6686539259,74582.3465270373
Central Asia,2005,0.63663169284672,7.8395638,279.61111,45.114864,4.9150391,,,,0.18,6.419999999999999,10.24,1.3,2.1,2.8400000000000003,3.82,5.28,39.43,7.340000000000001,10.37,16.439999999999998,50.33,0.66,2.13,6.6000000000000005,18.32,10237.93835890479,184.2828904602861,1330.931986657622,2149.967055370005,2907.574493928959,3910.892453101628,5405.631453501726,7514.646755436112,10616.74207818426,16831.17066203947,51531.04959726075,6729452.518199798,2184799.110506682,675294.2184527356,187604.7687666899,,,,,,,,,,22237.88126469644,4827631.757281628,1013998.879872636,285940.8376775384,76278.23222024093
Central Asia,2006,0.637830076972918,7.855814,281.5,44.304634,4.9289885,,,,0.18,6.45,10.280000000000001,1.3299999999999998,2.11,2.83,3.83,5.26,39.04,7.33,10.23,16.23,50.67,0.79,2.4699999999999998,7.180000000000001,19.139999999999997,10830.77146349402,194.9538863428923,1440.492604644704,2285.292778797237,3065.108324168806,4148.185470518208,5696.985789797851,7938.955482741112,11079.87920715438,17578.34208525078,54884.10021734608,8512058.05041769,2674751.558337079,777212.1679276007,207310.1441705415,,,,,,,,,,23516.36548411948,6018269.461240732,1207101.018953916,304655.4087792611,80084.46957106858
Central Asia,2007,0.629546954144544,7.4645553,260.47369,42.294872,4.6999049,,,,0.19,6.63,10.530000000000001,1.36999999999999,2.16000000000001,2.91,3.89999999999999,5.37000000000001,39.98,7.55,10.57,16.49,49.49,0.7100000000000001,2.18,6.49,18.060000000000002,11536.69157152882,219.1971398590476,1580.526745299448,2491.925379450225,3357.177247314886,4499.309712896239,6195.203373910977,8710.20213650426,12194.28299110596,19024.00440145102,57093.14090393499,8246074.343018175,2516158.28879054,749043.9986107718,208345.4004715525,,,,,,,,,,24811.48425658334,5836190.299592955,1115265.425841869,298167.9330933412,84184.53743023075
Central Asia,2008,0.62588124111447,7.2390027,259.8421,41.35849,4.5544281,,,,0.19,6.819999999999999,10.84,1.4000000000000001,2.23,3.0,4.02,5.48999999999999,39.79,7.5200000000000005,10.39,16.39,49.370000000000005,0.66,2.1,6.29,17.96,11739.52128969882,223.0509045042776,1643.532980557835,2617.913247602837,3521.856386909646,4719.287558458926,6444.997188044652,8828.120009853512,12197.36261999707,19241.07539381637,57956.04086965754,7725212.239700894,2465800.324648057,738608.4026216173,210813.0455541542,,,,,,,,,,25340.1555137294,5549738.823072911,1105349.41500946,309974.8313121634,86795.32354067947
Central Asia,2009,0.630844633568685,7.4338779,263.3158,42.292995,4.6844568,,,,0.19,6.7299999999999995,10.68,1.38,2.19999999999999,2.9600000000000097,3.95,5.38999999999999,39.290000000000006,7.32,10.209999999999999,16.37,50.029999999999994,0.76,2.2800000000000002,6.61,18.21,12068.57791035505,229.3029802967458,1665.463751628996,2655.08714027811,3572.299061465093,4767.088274590243,6504.963493681369,8834.199030379892,12322.0180464725,19756.26203925121,60375.73929937684,9223266.268885557,2748415.370006711,798047.295076628,219768.3061088357,,,,,,,,,,26186.00156793111,6417179.322844801,1181248.826736082,318131.6333208856,84344.73236959864
Central Asia,2010,0.63063055018354,7.4603887,262.6842,42.51923,4.6952024,,,,0.19,6.69,10.63,1.36999999999999,2.19,2.94,3.94,5.39000000000001,39.45,7.35,10.299999999999999,16.42,49.91,0.72,2.1999999999999997,6.43,17.95,12340.46199156845,234.4687778398006,1690.643292844878,2702.561176153491,3628.095825521124,4862.142024677969,6651.509013455395,9070.239563802812,12710.6758513155,20263.0385901554,61596.63162087704,8931295.61540996,2714709.29238889,793220.75854391,221555.7517368439,,,,,,,,,,26839.78143828334,6295030.681576778,1181567.818753218,329964.671551629,87161.1439214175
Central Asia,2011,0.625189069104152,7.2640948,244.8,41.821655,4.5714288,,,,0.2,6.74,10.71,1.37,2.19999999999999,2.97000000000001,3.9699999999999998,5.43,40.339999999999996,7.580000000000001,10.620000000000001,16.7,48.96,0.7000000000000001,2.04,5.96,17.11,12968.2416361594,259.364832723188,1776.649104153838,2853.013159955069,3851.567765939342,5148.391929555283,7041.755208434555,9829.927160208828,13772.27261760129,21656.9635323862,63488.77708273033,9065364.52147257,2647244.577557083,772690.0856513778,221824.4207363771,,,,,,,,,,28432.22537308186,6320028.640570811,1113598.895242266,328948.0068098988,90136.2127648442
Central Asia,2012,0.62734232561111,7.3397913,259.21054,41.987263,4.6287594,,,,0.19,6.710000000000001,10.639999999999999,1.38,2.1899999999999897,2.95000000000001,3.93,5.399999999999991,40.1,7.50000000000001,10.54,16.669999999999998,49.25,0.72,2.08,6.05,17.36,13596.58042539038,258.3350280824173,1876.328098703873,2977.651113160494,4010.991225490163,5343.456107178421,7342.153429710806,10197.43531904279,14330.79576836146,22665.49956912577,66968.4739637819,9830396.70192029,2826009.269564937,823028.0603729796,235997.8986441159,,,,,,,,,,29882.50678315336,6807897.016541665,1186887.24128612,359039.6336884226,94542.97145906146
