Entity,Year,affected_all_disasters,affected_drought,affected_earthquake,affected_temperature,affected_flood,affected_fog,affected_glacial_lake,affected_landslide,affected_mass_movement,affected_storm,affected_volcanic,affected_wildfire,affected_rate_per_100k_all_disasters,affected_rate_per_100k_drought,affected_rate_per_100k_earthquake,affected_rate_per_100k_temperature,affected_rate_per_100k_flood,affected_rate_per_100k_fog,affected_rate_per_100k_landslide,affected_rate_per_100k_mass_movement,affected_rate_per_100k_storm,affected_rate_per_100k_volcanic,affected_rate_per_100k_wildfire,deaths_all_disasters,deaths_drought,deaths_earthquake,deaths_temperature,deaths_flood,deaths_fog,deaths_glacial_lake,deaths_landslide,deaths_mass_movement,deaths_storm,deaths_volcanic,deaths_wildfire,deaths_rate_per_100k_all_disasters,deaths_rate_per_100k_drought,deaths_rate_per_100k_earthquake,deaths_rate_per_100k_temperature,deaths_rate_per_100k_flood,deaths_rate_per_100k_fog,deaths_rate_per_100k_landslide,deaths_rate_per_100k_mass_movement,deaths_rate_per_100k_storm,deaths_rate_per_100k_volcanic,deaths_rate_per_100k_wildfire,homeless_all_disasters,homeless_drought,homeless_earthquake,homeless_temperature,homeless_flood,homeless_fog,homeless_glacial_lake,homeless_landslide,homeless_mass_movement,homeless_storm,homeless_volcanic,homeless_wildfire,homeless_rate_per_100k_all_disasters,homeless_rate_per_100k_drought,homeless_rate_per_100k_earthquake,homeless_rate_per_100k_temperature,homeless_rate_per_100k_flood,homeless_rate_per_100k_fog,homeless_rate_per_100k_landslide,homeless_rate_per_100k_mass_movement,homeless_rate_per_100k_storm,homeless_rate_per_100k_volcanic,homeless_rate_per_100k_wildfire,injured_all_disasters,injured_drought,injured_earthquake,injured_temperature,injured_flood,injured_fog,injured_glacial_lake,injured_landslide,injured_mass_movement,injured_storm,injured_volcanic,injured_wildfire,injured_rate_per_100k_all_disasters,injured_rate_per_100k_drought,injured_rate_per_100k_earthquake,injured_rate_per_100k_temperature,injured_rate_per_100k_flood,injured_rate_per_100k_fog,injured_rate_per_100k_landslide,injured_rate_per_100k_mass_movement,injured_rate_per_100k_storm,injured_rate_per_100k_volcanic,injured_rate_per_100k_wildfire,insured_damages_all_disasters,insured_damages_drought,insured_damages_earthquake,insured_damages_temperature,insured_damages_flood,insured_damages_fog,insured_damages_glacial_lake,insured_damages_landslide,insured_damages_mass_movement,insured_damages_storm,insured_damages_volcanic,insured_damages_wildfire,reconstruction_costs_all_disasters,reconstruction_costs_drought,reconstruction_costs_earthquake,reconstruction_costs_temperature,reconstruction_costs_flood,reconstruction_costs_fog,reconstruction_costs_glacial_lake,reconstruction_costs_landslide,reconstruction_costs_mass_movement,reconstruction_costs_storm,reconstruction_costs_volcanic,reconstruction_costs_wildfire,total_affected_all_disasters,total_affected_drought,total_affected_earthquake,total_affected_temperature,total_affected_flood,total_affected_fog,total_affected_glacial_lake,total_affected_landslide,total_affected_mass_movement,total_affected_storm,total_affected_volcanic,total_affected_wildfire,total_affected_rate_per_100k_all_disasters,total_affected_rate_per_100k_drought,total_affected_rate_per_100k_earthquake,total_affected_rate_per_100k_temperature,total_affected_rate_per_100k_flood,total_affected_rate_per_100k_fog,total_affected_rate_per_100k_landslide,total_affected_rate_per_100k_mass_movement,total_affected_rate_per_100k_storm,total_affected_rate_per_100k_volcanic,total_affected_rate_per_100k_wildfire,total_damages_all_disasters,total_damages_drought,total_damages_earthquake,total_damages_temperature,total_damages_flood,total_damages_fog,total_damages_glacial_lake,total_damages_landslide,total_damages_mass_movement,total_damages_storm,total_damages_volcanic,total_damages_wildfire,total_damages_pct_gdp_all_disasters,total_damages_pct_gdp_drought,total_damages_pct_gdp_earthquake,total_damages_pct_gdp_temperature,total_damages_pct_gdp_flood,total_damages_pct_gdp_landslide,total_damages_pct_gdp_mass_movement,total_damages_pct_gdp_storm,total_damages_pct_gdp_volcanic,total_damages_pct_gdp_wildfire
Afghanistan,1950,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215.1,0.0,210.0,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6334699717495917,0.0,2.5727484572835837,0.0,0.060721514466007855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.381235861412073,0.0,2.381235861412073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.381235861412073,0.0,2.381235861412073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,0.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,1960,4800.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.06095098219203,44.06095098219203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.7,0.0,0.0,0.0,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11212406999895211,0.0,0.0,0.0,0.11212406999895211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,4800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.06095098219203,44.06095098219203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014195583262595914,0.0014195583262595914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,1970,68404.4,0.0,9000.0,0.0,59404.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.290446721182,0.0,69.535656339334,0.0,471.75479038184795,0.0,0.0,0.0,0.0,0.0,0.0,48.2,0.0,6.1,0.0,32.1,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.3916735303409789,0.0,0.04796006953971896,0.0,0.2565674913023493,0.0,0.08714596949891067,0.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.621767483696875,0.0,0.0,0.0,5.621767483696875,0.0,0.0,0.0,0.0,0.0,0.0,15.5,0.0,1.5,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11766122699276597,0.0,0.012721567297091002,0.0,0.10493965969567498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69169.9,0.0,9001.5,0.0,60168.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0298754318716,0.0,69.54837790663109,0.0,477.4814975252405,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,0.0,0.0,0.0,5200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1575757523709827,0.0,0.0,0.0,0.1575757523709827,0.0,0.0,0.0,0.0,0.0
Afghanistan,1980,25344.0,0.0,6244.0,0.0,19100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.09125514435928,0.0,49.05305336652769,0.0,161.0382017778316,0.0,0.0,0.0,0.0,0.0,0.0,58.3,0.0,51.3,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.45881749587015247,0.0,0.39849866777881254,0.0,0.0,0.0,0.06031882809133994,0.0,0.0,0.0,0.0,658.0,0.0,658.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.248045940341362,0.0,5.248045940341362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.8,0.0,351.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.7425581848553438,0.0,2.7425581848553438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26353.8,0.0,7253.8,0.0,19100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.08185926955602,0.0,57.0436574917244,0.0,161.0382017778316,0.0,0.0,0.0,0.0,0.0,0.0,26900.0,0.0,900.0,0.0,26000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,1990,43624.0,0.0,27168.5,20.0,16435.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.13641484780766,0.0,146.66568520984293,0.15038724716144072,116.32034239080329,0.0,0.0,0.0,0.0,0.0,0.0,1038.9,0.0,742.6,22.4,199.0,0.0,0.0,73.9,0.0,1.0,0.0,0.0,5.830221618034692,0.0,3.81455903172771,0.17617165684072839,1.414652116339751,0.0,0.4185165016894419,0.0,0.006322311437061389,0.0,0.0,9578.5,0.0,7702.5,0.0,1765.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,50.99116473763491,0.0,38.7014099742248,0.0,11.59678705076796,0.0,0.6929677126421446,0.0,0.0,0.0,0.0,394.7,0.0,358.3,0.0,30.0,0.0,0.0,6.4,0.0,0.0,0.0,0.0,2.023234540117969,0.0,1.835905816819961,0.0,0.1519910831897862,0.0,0.035337640108221526,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53597.2,0.0,35229.3,20.0,18230.5,0.0,0.0,117.4,0.0,0.0,0.0,0.0,316.15081412556054,0.0,187.2030010008877,0.15038724716144072,128.06912052476105,0.0,0.7283053527503662,0.0,0.0,0.0,0.0,8401.0,0.0,2001.0,0.0,6400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Afghanistan,2000,567969.4,476000.0,9074.0,37050.2,13537.5,0.0,0.0,30042.1,0.0,2265.6,0.0,0.0,2427.9280530966903,2061.379726065739,40.074872167175556,154.0668159298898,49.89639310323586,0.0,113.67887450454104,0.0,8.83137132610899,0.0,0.0,448.7,3.7,123.6,166.5,117.5,0.0,0.0,4.3,0.0,33.1,0.0,0.0,1.7963760115681926,0.0178055822906641,0.5444972962644439,0.634599650013653,0.454937543651979,0.0,0.016326857859516607,0.0,0.1282090814879359,0.0,0.0,3909.5,0.0,1569.5,0.0,2340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.667361028561876,0.0,6.585321044769408,0.0,9.082039983792468,0.0,0.0,0.0,0.0,0.0,0.0,197.2,0.0,151.2,18.2,26.7,0.0,0.0,1.1,0.0,0.0,0.0,0.0,0.8330397657392915,0.0,0.6624827897596149,0.06565182887237572,0.10103122564225415,0.0,0.0038739214650466633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572076.1,476000.0,10794.7,37068.4,15904.2,0.0,0.0,30043.2,0.0,2265.6,0.0,0.0,2444.4284538909915,2061.379726065739,47.32267600170458,154.13246775876217,59.07946431267059,0.0,113.68274842600609,0.0,8.83137132610899,0.0,0.0,2511.0,5.0,5.0,1.0,2000.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.024211524877753677,0.0,8.052648051910428e-05,0.0,0.016078350345324142,0.0,0.0,0.00805264805191043,0.0,0.0
Afghanistan,2010,1567389.9,1525000.0,339.0,0.0,38113.9,0.0,0.0,3032.5,0.0,904.5,0.0,0.0,4337.928185796996,4212.8330166248825,1.0505113108149984,0.0,112.78081026331435,0.0,8.77183745912565,0.0,2.4920101388582765,0.0,0.0,263.1,0.0,21.7,4.5,137.0,0.0,0.0,84.8,0.0,15.1,0.0,0.0,0.7932815791593864,0.0,0.06619021853496321,0.01444112833349379,0.41091531109913015,0.0,0.2574241136673358,0.0,0.0443108075244633,0.0,0.0,7790.5,0.0,3627.5,0.0,3422.0,0.0,0.0,741.0,0.0,0.0,0.0,0.0,23.023586478394527,0.0,10.599947523404534,0.0,10.275718923982216,0.0,2.1479200310077764,0.0,0.0,0.0,0.0,5918.4,0.0,5830.5,6.8,60.7,0.0,0.0,18.9,0.0,1.5,0.0,0.0,17.228620568920967,0.0,16.94865915993145,0.021822149481723948,0.19083833521796462,0.0,0.0628856078400139,0.0,0.004415316449814572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1581098.8,1525000.0,9797.0,6.8,41596.6,0.0,0.0,3792.4,0.0,906.0,0.0,0.0,4378.180392844311,4212.8330166248825,28.599117994150987,0.021822149481723948,123.24736752251454,0.0,10.98264309797344,0.0,2.496425455308091,0.0,0.0,14800.0,14200.0,0.0,0.0,300.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0827275390879945,0.07975604551504614,0.0,0.0,0.001464494422314827,0.0015069991506335278,0.0,0.0,0.0,0.0
Afghanistan,2020,4294.1,0.0,0.0,0.0,3550.0,0.0,0.0,0.0,0.0,744.1,0.0,0.0,11.03078089045716,0.0,0.0,0.0,9.119320034727398,0.0,0.0,0.0,1.9114608557297625,0.0,0.0,32.8,0.0,0.0,0.0,29.3,0.0,0.0,2.2,0.0,1.3,0.0,0.0,0.08425737947579116,0.0,0.0,0.0,0.07526650056831345,0.0,0.005651409598985993,0.0,0.003339469308491723,0.0,0.0,862.5,0.0,0.0,0.0,837.5,0.0,0.0,25.0,0.0,0.0,0.0,0.0,2.2156094450570087,0.0,0.0,0.0,2.151388881432168,0.0,0.06422056362484083,0.0,0.0,0.0,0.0,25.1,0.0,0.0,0.0,20.1,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.06447744587934019,0.0,0.0,0.0,0.05163333315437203,0.0,0.0025688225449936332,0.0,0.010275290179974533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5181.7,0.0,0.0,0.0,4407.6,0.0,0.0,26.0,0.0,748.1,0.0,0.0,13.310867781393508,0.0,0.0,0.0,11.322342249313937,0.0,0.06678938616983446,0.0,1.9217361459097368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,1900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1111.7,1100.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.8413941262201711,0.8325640631650352,0.007495019578227817,0.0,0.0,0.0,0.0,0.0,0.0,0.001335043476908071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Africa,1910,3200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2544172835712333,2.2544172835712333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8501.2,8500.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.989141315967427,5.988295909486088,0.0008454064813392126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2544172835712333,2.2544172835712333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
