Country,Our World In Data Name
Algeria,Algeria
Libya,Libya
Morocco,Morocco
Tunisia,Tunisia
Angola,Angola
Benin,Benin
Botswana,Botswana
Burkina Faso,Burkina Faso
Burundi,Burundi
Cameroon,Cameroon
Cape Verde,Cape Verde
Central African Rep.,Central African Republic
Chad,Chad
"Congo, Republic of ",Congo
"Congo, Dem. Rep.",Democratic Republic of Congo
Côte d’Ivoire,Cote d'Ivoire
Djibouti,Djibouti
Equatorial Guinea,Equatorial Guinea
Eritrea,Eritrea
Ethiopia,Ethiopia
Gabon,Gabon
Gambia,Gambia
Ghana,Ghana
Guinea,Guinea
Guinea-Bissau,Guinea-Bissau
Kenya,Kenya
Lesotho,Lesotho
Liberia,Liberia
Madagascar,Madagascar
Malawi,Malawi
Mali,Mali
Mauritania,Mauritania
Mauritius,Mauritius
Mozambique,Mozambique
Namibia,Namibia
Niger,Niger
Nigeria,Nigeria
Rwanda,Rwanda
Senegal,Senegal
Seychelles,Seychelles
Sierra Leone,Sierra Leone
Somalia,Somalia
South Africa,South Africa
South Sudan,South Sudan
Sudan,Sudan
eSwatini,Eswatini
Tanzania,Tanzania
Togo,Togo
Uganda,Uganda
Zambia,Zambia
Zimbabwe,Zimbabwe
Belize,Belize
Costa Rica,Costa Rica
Cuba,Cuba
Dominican Rep.,Dominican Republic
El Salvador,El Salvador
Guatemala,Guatemala
Haiti,Haiti
Honduras,Honduras
Jamaica,Jamaica
Mexico,Mexico
Nicaragua,Nicaragua
Panama,Panama
Trinidad & Tobago,Trinidad and Tobago
Canada,Canada
USA,United States
Argentina,Argentina
Bolivia,Bolivia
Brazil,Brazil
Chile,Chile
Colombia,Colombia
Ecuador,Ecuador
Guyana,Guyana
Paraguay,Paraguay
Peru,Peru
Uruguay,Uruguay
Venezuela,Venezuela
Kazakhstan,Kazakhstan
Kyrgyzstan,Kyrgyzstan
Tajikistan,Tajikistan
Turkmenistan,Turkmenistan
Uzbekistan,Uzbekistan
China,China
Japan,Japan
"Korea, North",North Korea
"Korea, South",South Korea
Mongolia,Mongolia
Taiwan,Taiwan
Afghanistan,Afghanistan
Bangladesh,Bangladesh
India,India
Nepal,Nepal
Pakistan,Pakistan
Sri Lanka,Sri Lanka
Brunei,Brunei
Cambodia,Cambodia
Indonesia,Indonesia
Laos,Laos
Malaysia,Malaysia
Myanmar,Myanmar
Philippines,Philippines
Singapore,Singapore
Thailand,Thailand
Timor-Leste,Timor
Viet Nam,Vietnam
Australia,Australia
Fiji,Fiji
New Zealand,New Zealand
Papua New Guinea,Papua New Guinea
Albania,Albania
Bosnia-Herzegovina,Bosnia and Herzegovina
Bulgaria,Bulgaria
Croatia,Croatia
Czechia,Czechia
Czechoslovakia,Czechoslovakia
Estonia,Estonia
German DR,East Germany
Hungary,Hungary
Kosovo,Kosovo
Latvia,Latvia
Lithuania,Lithuania
Montenegro,Montenegro
North Macedonia,North Macedonia
Poland,Poland
Romania,Romania
Serbia,Serbia
Slovakia,Slovakia
Slovenia,Slovenia
Armenia,Armenia
Azerbaijan,Azerbaijan
Belarus,Belarus
Georgia,Georgia
Moldova,Moldova
Russia,Russia
Ukraine,Ukraine
Austria,Austria
Belgium,Belgium
Cyprus,Cyprus
Denmark,Denmark
Finland,Finland
France,France
Germany,Germany
Greece,Greece
Iceland,Iceland
Ireland,Ireland
Italy,Italy
Luxembourg,Luxembourg
Malta,Malta
Netherlands,Netherlands
Norway,Norway
Portugal,Portugal
Spain,Spain
Sweden,Sweden
Switzerland,Switzerland
UK,United Kingdom
Bahrain,Bahrain
Egypt,Egypt
Iran,Iran
Iraq,Iraq
Israel,Israel
Jordan,Jordan
Kuwait,Kuwait
Lebanon,Lebanon
Oman,Oman
Qatar,Qatar
Saudi Arabia,Saudi Arabia
Syria,Syria
Turkey,Turkey
UAE,United Arab Emirates
Yemen,Yemen
"Yemen, North",Yemen Arab Republic
