Entity,Year,0 or 1 dose,2 doses,3 doses,4 doses
All ages,359,3.128818717657919,1.6893656234436027,0.14800932788365467,0.0
All ages,366,3.0846262626771574,0.8331440167779631,0.14767706630728222,0.0
All ages,373,2.7110007023886555,1.5187453963700737,0.17692592049493672,0.0
All ages,380,2.300702615530218,1.8066571227275332,0.2524590606481739,0.0
All ages,387,2.7517493354112283,2.048820353795314,0.2685127368820172,0.0
All ages,394,3.425656716518442,2.5610708125362165,0.5607957433425039,0.0
All ages,401,5.986978170252207,5.6770783860446965,1.3327907829802594,1.7160375438231803
All ages,408,7.7815903520519445,8.682674515901933,2.1407719323546575,0.7553161014269442
All ages,415,10.759956996269022,11.133507925411365,2.950742651733334,0.5447169275829438
All ages,422,11.86101685095157,11.197105608628165,3.295407108117522,0.8288337215712251
All ages,429,11.619161358195706,9.994490376763103,3.9453687346215545,0.6797489612332063
All ages,436,10.454645174340541,8.369923149496936,3.5728922517653334,0.39543635119573517
All ages,443,7.837193051026748,6.109665228785526,2.713595602521387,0.4470727330968413
All ages,450,6.640819142917256,5.016753956625107,2.2901481167304896,0.4754228672148144
All ages,457,5.0711203642643685,3.4252523291823254,1.8787110614397746,0.5001298439647245
All ages,464,3.7856126647897956,2.4539326323536104,1.5809939376733062,0.15342537591168623
All ages,471,3.0864245759891378,1.85472915734892,1.0686322647166073,0.17997815294810354
All ages,478,1.4790939557445237,1.7145778612522424,0.8410146834985196,0.14223609956203995
All ages,485,1.1543684572866457,1.2032514479928333,0.6882959086059357,0.14504504355842013
All ages,492,0.8068685473099897,0.9261820913684602,0.5260286651332379,0.12916423319947068
All ages,499,1.1150959968774563,0.9108207689901073,0.4577561825409939,0.12960667473052384
All ages,506,0.7094520067992229,0.7190051323424775,0.5445991990387443,0.11492479913369111
All ages,513,0.9421089967282799,0.83589809427061,0.5675722835654016,0.18818382958123786
All ages,520,0.5978462709473071,1.0530457531412538,1.06650261349921,0.2209666814570333
All ages,527,0.8469186932390471,1.1220488731681595,0.7226252505934886,0.3356074508666763
All ages,534,1.1750617870193787,1.5969142080210075,1.0999820227962367,0.5783929669915507
All ages,541,1.02364627704329,1.7040312877659223,1.3678228026917836,0.48878281504581544
All ages,548,2.195782804927055,1.3765393170796707,1.5756410617491585,0.4948144581023902
All ages,555,2.07254460868847,2.4257055454779213,1.797167033815922,0.761766447573769
All ages,562,2.579259140338295,2.137454958819758,1.7994954513876755,0.7982889872128113
All ages,569,2.4349270576909303,2.3983812953356773,2.1192855760733096,0.7837110805793324
All ages,576,2.0974120453400342,2.1017558828534506,1.180330341852207,0.7406119784190283
All ages,583,1.6259183669727015,1.4340494207666437,1.8677585800950185,0.68610447805342
All ages,590,2.351282937949087,1.9387059097765154,1.390500868585998,0.6508662725798254
All ages,597,1.7816098745241953,1.7867810372385429,1.8355115203382504,0.6976859540076642
