country,series_code,indicator_name,year_1993,value_1993,year_2018,value_2018,pipwelfare_1993,pipwelfare_2018,pipreportinglevel_1993,pipreportinglevel_2018,region,population_1993,population_1993_total,weight_1993,weightedvalue_1993,population_2018,population_2018_total,weight_2018,weightedvalue_2018
Iran,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1994,17.731063842773438,2018,12.37378978729248,consumption,consumption,national,national,MENA,59755432,4911451959,0.012166551255886976,0.21572589706450732,85617560,6684879457,0.01280764455824951,0.1584791014341399
Ireland,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1994,12.464524269104004,2018,7.108510971069336,income,income,national,national,W. Eur and Offshoots,3545700,4911451959,0.0007219250090602382,0.008998451795904467,4834506,6684879457,0.0007232001760237574,0.005140876385544155
Israel,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,13.74968433380127,2018,20.49445152282715,income,income,national,national,MENA,5213005,4911451959,0.0010613979416916454,0.01459388665080653,8456487,6684879457,0.0012650171262467388,0.0259258321694099
Italy,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,16.21531867980957,2018,15.232851028442383,income,income,national,national,W. Eur and Offshoots,56869456,4911451959,0.011578949865485185,0.18775636204638044,59877432,6684879457,0.008957144610483588,0.13644284949171206
Jamaica,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,14.264960289001465,2018,12.024298667907715,consumption,consumption,national,national,LAC,2459064,4911451959,0.0005006796402627706,0.007142175185859962,2811842,6684879457,0.00042062718080213246,0.0050577468498048585
Kazakhstan,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1996,12.827703475952148,2018,3.7699687480926514,consumption,consumption,national,national,EE & CA,16979700,4911451959,0.00345716503831123,0.04434748797888521,18538100,6684879457,0.0027731390100965885,0.01045464740218073
Kenya,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,21.66094207763672,2020,10.338189125061035,consumption,consumption,national,national,SS Africa,25391832,4911451959,0.005169923723568279,0.11198541832201243,49953300,6684879457,0.007472580518664691,0.07725295065420226
Laos,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,6.848923683166504,2018,10.339693069458008,consumption,consumption,national,national,S & SE Asia,4685293,4911451959,0.0009539527290732073,0.006533549438770809,7105008,6684879457,0.0010628475869613576,0.010989517828794516
Latvia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,5.794975757598877,2018,11.86984920501709,income,income,national,national,EE & CA,2638889,4911451959,0.0005372930493933392,0.003113600195960777,1935632,6684879457,0.0002895537627044454,0.0034369595000470683
Lesotho,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1994,31.073266983032227,2017,21.037128448486328,consumption,consumption,national,national,SS Africa,1885486,4911451959,0.0003838958450046401,0.01192889808550594,2198030,6684879457,0.00032880622816591797,0.00691713885658872
Lithuania,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,9.584152221679688,2018,13.245399475097656,income,income,national,national,EE & CA,3788532,4911451959,0.0007713670074808931,0.007392898818478414,2876128,6684879457,0.0004302438089572869,0.0056987511213268645
Luxembourg,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,5.470804691314697,2018,14.313420295715332,income,income,national,national,W. Eur and Offshoots,396705,4911451959,8.077143038588764e-05,0.0004418847202793126,607920,6684879457,9.093956052766563e-05,0.001301656151340122
Malawi,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1997,10.102392196655273,2019,11.358131408691406,consumption,consumption,national,national,SS Africa,10257232,4911451959,0.002088431707288537,0.02109815618295917,18367886,6684879457,0.0027476764716776255,0.03120847043388402
Malaysia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,20.35755729675293,2018,17.02021598815918,income,income,national,national,S & SE Asia,19050074,4911451959,0.0038787051485033165,0.07896096229786685,32399270,6684879457,0.0048466498473765975,0.08249102722132841
Mali,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1994,15.96393871307373,2018,9.036429405212402,consumption,consumption,national,national,SS Africa,9506515,4911451959,0.0019355813880210652,0.03089950265253447,19934304,6684879457,0.0029819990215569268,0.026946623644711624
Mauritania,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,14.11850643157959,2019,10.576372146606445,consumption,consumption,national,national,SS Africa,2237070,4911451959,0.0004554803790558669,0.006430702661158566,4270717,6684879457,0.0006388622304218163,0.006756844699352167
Mexico,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,19.27233123779297,2018,16.032737731933594,income,income,national,national,LAC,86648440,4911451959,0.01764212308769933,0.34000483988405633,124013864,6684879457,0.018551398689790916,0.2974297097539542
Moldova,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1997,13.245199203491211,2018,3.8609225749969482,consumption,consumption,national,national,EE & CA,4493699,4911451959,0.0009149430835346994,0.012118603401273593,3141839,6684879457,0.0004699918704906574,0.0018146022228424212
Mongolia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1995,13.850005149841309,2018,9.859270095825195,consumption,consumption,national,national,East Asia,2270313,4911451959,0.0004622488459527249,0.006402148896953442,3163994,6684879457,0.00047330606637743594,0.004666452346407709
Morocco,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1990,13.605652809143066,2013,11.682022094726562,consumption,consumption,national,national,MENA,25806782,4911451959,0.005254409941384097,0.07148967737938179,35927516,6684879457,0.005374444854406296,0.06278438353606383
Mozambique,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1996,18.231172561645508,2019,17.595001220703125,consumption,consumption,national,national,SS Africa,14206253,4911451959,0.0028924752025656533,0.05273321454825497,29423882,6684879457,0.004401557603135101,0.07744541140015723
Namibia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,28.489360809326172,2015,24.083106994628906,income,consumption,national,national,SS Africa,1509848,4911451959,0.00030741377755579507,0.008758022026544982,2405682,6684879457,0.00035986916674778867,0.008666767646854945
Netherlands,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,8.723788261413574,2018,8.0935697555542,income,income,national,national,W. Eur and Offshoots,15251088,4911451959,0.003105209646213298,0.027089191460863766,17286042,6684879457,0.0025858419902993323,0.02092869252532875
Nicaragua,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,25.99404525756836,2014,18.28445816040039,income,income,national,national,LAC,4526690,4911451959,0.0009216602417753589,0.023957678036810075,6572234,6684879457,0.000983149216418249,0.0179763507130299
Niger,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,9.944536209106445,2018,8.118827819824219,consumption,consumption,national,national,SS Africa,9193081,4911451959,0.001871764414422118,0.018613828994137677,22577060,6684879457,0.0033773324029588406,0.027419980269936015
Nigeria,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,22.81732940673828,2018,13.318072319030762,consumption,consumption,national,national,SS Africa,102775472,4911451959,0.02092567999401254,0.4774681334833773,198387616,6684879457,0.029677067069961975,0.39524132545447993
Norway,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1991,4.745403289794922,2018,8.042963981628418,income,income,national,national,W. Eur and Offshoots,4312138,4911451959,0.0008779762147725407,0.004166351217943308,5312321,6684879457,0.0007946771567342565,0.006391559748636506
Pakistan,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1990,9.081772804260254,2018,3.5513665676116943,consumption,consumption,national,national,S & SE Asia,125546624,4911451959,0.025562018125809383,0.23214844103698332,219731488,6684879457,0.032869925241495644,0.11673315358254338
Panama,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1991,28.626049041748047,2018,22.315235137939453,income,income,national,national,LAC,2607502,4911451959,0.0005309024748214992,0.015197640280625643,4165258,6684879457,0.0006230864784911558,0.013904321278800796
Paraguay,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1995,26.20835304260254,2018,18.290176391601562,income,income,national,national,LAC,4386206,4911451959,0.0008930568875793415,0.02340555019680719,6443337,6684879457,0.000963867342926121,0.017629303720223064
Peru,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1997,25.347148895263672,2018,19.281356811523438,income,income,national,national,LAC,23513888,4911451959,0.004787563473345581,0.12135108420441616,32203946,6684879457,0.004817431070694623,0.09288660738898243
Philippines,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1994,16.035593032836914,2018,11.214404106140137,consumption,consumption,national,national,S & SE Asia,66083324,4911451959,0.013454946633226347,0.2157580484889569,108568832,6684879457,0.01624095583149421,0.1821326417643493
Poland,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,8.48569393157959,2018,9.528853416442871,income,income,national,national,EE & CA,38319300,4911451959,0.007802030910590853,0.06620564635199719,38521464,6684879457,0.005762476982238275,0.05490979847937459
Romania,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,8.235893249511719,2018,18.117061614990234,income,income,national,national,EE & CA,22721662,4911451959,0.004626261681815628,0.03810139735574006,19606778,6684879457,0.002933003972041556,0.05313741367848797
Russia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,20.518152236938477,2018,10.784610748291016,consumption,consumption,national,national,EE & CA,148897280,4911451959,0.030316346620708135,0.6220354152314849,145652288,6684879457,0.02178831928636825,0.23497854236296345
Saint Lucia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1995,19.488525390625,2015,22.88982582092285,income,income,national,national,LAC,148610,4911451959,3.0257854752641792e-05,0.0005896809706127029,177894,6684879457,2.6611399823181585e-05,0.0006091303068035636
Senegal,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1994,12.214590072631836,2018,10.509198188781738,consumption,consumption,national,national,SS Africa,8196551,4911451959,0.0016688651479080873,0.020384503668199383,15574910,6684879457,0.002329871480882262,0.024485081146982092
Slovakia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,2.9949281215667725,2018,9.333104133605957,income,income,national,national,EE & CA,5321863,4911451959,0.0010835620595347453,0.0032451904835634183,5446746,6684879457,0.000814785971091296,0.0076044823147963184
Slovenia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,5.4532470703125,2018,5.302700519561768,income,income,national,national,EE & CA,1991685,4911451959,0.00040551857508253395,0.0022113929815261277,2105931,6684879457,0.0003150290163863459,0.001670504528868909
South Africa,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,25.55459213256836,2014,23.601490020751953,consumption,consumption,national,national,SS Africa,42525444,4911451959,0.008658426134470106,0.22126254837635403,57339632,6684879457,0.008577511736574011,0.2024420576536343
Spain,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,14.240307807922363,2018,15.714095115661621,income,income,national,national,W. Eur and Offshoots,39420540,4911451959,0.008026249738178493,0.11429626681491802,46792044,6684879457,0.006999684033345165,0.10999370067956389
Sri Lanka,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1995,6.866433620452881,2019,9.497572898864746,consumption,consumption,national,national,S & SE Asia,17825610,4911451959,0.003629397202457702,0.024921014972933198,21580712,6684879457,0.0032282873818168835,0.03066089474729106
Sweden,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,6.246950626373291,2018,10.766722679138184,income,income,national,national,W. Eur and Offshoots,8683403,4911451959,0.001767991028414333,0.011044552662375277,10162300,6684879457,0.001520191959386591,0.01636748524577112
Switzerland,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,9.994873046875,2018,11.249615669250488,income,income,national,national,W. Eur and Offshoots,6936123,4911451959,0.0014122347236421376,0.014115106775191765,8514431,6684879457,0.001273685046195441,0.014328467253370265
Syria,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1996,8.715239524841309,2022,8.017578125,consumption,consumption,national,national,MENA,13537067,4911451959,0.002756225066030418,0.024021161634826642,19333464,6684879457,0.002892118567636275,0.023187786562786934
Tanzania,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1991,12.023580551147461,2018,9.904215812683105,consumption,consumption,national,national,SS Africa,28469018,4911451959,0.005796456574889609,0.06969416253941353,58090444,6684879457,0.008689826701238601,0.08606591902388322
Thailand,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,13.716767311096191,2018,11.317448616027832,consumption,consumption,national,national,S & SE Asia,57776080,4911451959,0.011763543750871493,0.161357792384604,71127808,6684879457,0.010640103304408769,0.12041882241687418
Tunisia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1995,17.6822452545166,2021,10.819109916687012,consumption,consumption,national,national,MENA,8977175,4911451959,0.001827804705195122,0.032319691074619565,11933040,6684879457,0.0017850793087232778,0.01931296925108081
Turkey,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1994,16.77910614013672,2016,15.941555976867676,consumption,consumption,national,national,MENA,57296008,4911451959,0.011665798317543922,0.1957416681794978,82809304,6684879457,0.012387553811952005,0.19747688250969345
Uganda,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,13.870777130126953,2019,13.414616584777832,consumption,consumption,national,national,SS Africa,19462960,4911451959,0.003962771123992175,0.05496671507859815,41515400,6684879457,0.006210343846444021,0.08330938155968091
Ukraine,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,7.784064769744873,2018,5.024774551391602,consumption,consumption,national,national,EE & CA,51778420,4911451959,0.010542385516999413,0.08206261169194372,44446952,6684879457,0.006648878605201751,0.033409116010709845
United Kingdom,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,13.73289680480957,2018,12.24964427947998,income,income,national,national,W. Eur and Offshoots,57647464,4911451959,0.011737356790055492,0.16118790955906298,66432996,6684879457,0.009937800139452837,0.1217345166288638
United States,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,18.996639251708984,2018,18.248611450195312,income,income,national,national,W. Eur and Offshoots,258779760,4911451959,0.052689054511833006,1.0009149610749213,332140032,6684879457,0.049685268692796415,0.9066871631733954
Uruguay,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,17.759422302246094,2018,16.908246994018555,income,income,urban,national,LAC,3171749,4911451959,0.0006457864245598336,0.011468793830815673,3427044,6684879457,0.0005126560653852042,0.00866811537651476
Uzbekistan,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1998,21.114992141723633,2022,13.408809661865234,consumption,consumption,national,national,EE & CA,22085922,4911451959,0.004496821344150299,0.09495034734446867,32449578,6684879457,0.004854175487939543,0.06508871518307313
Vietnam,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1992,7.856873512268066,2018,13.966886520385742,consumption,consumption,national,national,S & SE Asia,71176408,4911451959,0.01449192796634662,0.1138612449804856,94914328,6684879457,0.014198360435746,0.19830688898159904
Yemen,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1998,12.75627326965332,2014,10.720406532287598,consumption,consumption,national,national,MENA,14988045,4911451959,0.003051652571402053,0.03892771412484483,30790514,6684879457,0.004605993899823884,0.04937812709134879
Zambia,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median,1993,25.757461547851562,2015,24.430953979492188,consumption,consumption,national,national,SS Africa,8270921,4911451959,0.001684007309660015,0.0433757535248688,17835898,6684879457,0.002668095679918855,0.06518412276897946
Afghanistan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,19.0,2018,17.0,,,,,S & SE Asia,14003764,5545690708,0.0025251613797716323,0.04797806621566102,36686788,7646427637,0.0047978990636722615,0.08156428408242844
Albania,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,24.0,2018,25.0,,,,,EE & CA,3300715,5545690708,0.0005951855546575137,0.01428445331178033,2877019,7646427637,0.00037625661767575033,0.009406415441893759
Algeria,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,23.0,2018,18.0,,,,,MENA,27354326,5545690708,0.004932537251047864,0.11344835677410087,41927008,7646427637,0.0054832151679721705,0.09869787302349907
Angola,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,28.0,2018,28.0,,,,,SS Africa,13038277,5545690708,0.0023510645808630264,0.06582980826416474,31273538,7646427637,0.004089954091590653,0.1145187145645383
Argentina,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,31.0,2018,23.0,,,,,LAC,34027240,5545690708,0.006135798368797166,0.19020974943271216,44413592,7646427637,0.0058084106864608,0.1335934457885984
Armenia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,22.0,2018,18.0,,,,,EE & CA,3457344,5545690708,0.0006234289256363628,0.01371543636399998,2836563,7646427637,0.000370965780971269,0.006677384057482842
Australia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,28.0,2018,28.0,,,,,W. Eur and Offshoots,17631514,5545690708,0.0031793179476391382,0.08902090253389587,24979228,7646427637,0.0032667840703976573,0.0914699539711344
Austria,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,18.0,2018,17.0,,,,,W. Eur and Offshoots,7905280,5545690708,0.0014254815885415585,0.025658668593748053,8840518,7646427637,0.0011561631679115046,0.01965477385449558
Azerbaijan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,22.0,2018,16.0,,,,,EE & CA,7740112,5545690708,0.0013956984634636066,0.030705366196199346,10152524,7646427637,0.0013277473458158876,0.021243957533054202
Bahamas,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,30.000001907348633,2018,29.0,,,,,LAC,288172,5545690708,5.196322968107366e-05,0.0015588969895442048,401911,7646427637,5.25619307577317e-05,0.0015242959919742193
Bahrain,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,23.0,2018,23.0,,,,,MENA,573762,5545690708,0.00010346087263256731,0.0023796000705490483,1487346,7646427637,0.0001945151475445788,0.004473848393525312
Bangladesh,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,18.0,2018,18.0,,,,,S & SE Asia,113418760,5545690708,0.02045169230883837,0.3681304615590906,163683952,7646427637,0.021406591387585508,0.3853186449765391
Belarus,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,15.000000953674316,2018,16.0,,,,,EE & CA,10480485,5545690708,0.0018898430424331555,0.028347647438792103,9695573,7646427637,0.001267987282464359,0.020287796519429743
Belgium,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,18.0,2018,18.0,,,,,W. Eur and Offshoots,10043738,5545690708,0.0018110887405803735,0.03259959733044672,11448598,7646427637,0.0014972479363568193,0.026950462854422746
Belize,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,30.000001907348633,2018,29.0,,,,,LAC,194192,5545690708,3.501673826127124e-05,0.001050502214627265,382076,7646427637,4.996790895544311e-05,0.0014490693597078502
Benin,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,20.0,2018,20.0,,,,,SS Africa,5706188,5545690708,0.0010289409021257663,0.020578818042515327,11940688,7646427637,0.001561603479018185,0.031232069580363703
Bhutan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,23.0,2018,21.0,,,,,S & SE Asia,520840,5545690708,9.39179675578835e-05,0.0021601132538313205,762104,7646427637,9.966798041902401e-05,0.0020930275887995043
Bolivia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,30.000001907348633,2018,29.0,,,,,LAC,7544494,5545690708,0.0013604245886119474,0.0408127402531624,11606906,7646427637,0.0015179514606057077,0.04402059235756552
Bosnia and Herzegovina,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,18.0,2018,24.0,,,,,EE & CA,3942985,5545690708,0.0007109998028400685,0.012797996451121233,3400132,7646427637,0.0004446693490627223,0.010672064377505336
Botswana,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,28.0,2018,27.000001907348633,,,,,SS Africa,1462267,5545690708,0.00026367626270440756,0.007382935355723412,2451411,7646427637,0.00032059559265793127,0.00865608161325171
Brazil,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,25.0,2018,28.0,,,,,LAC,158440864,5545690708,0.028570086638881484,0.7142521659720371,210166592,7646427637,0.027485592223881528,0.7695965822686828
Brunei,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,17.0,2018,18.0,,,,,S & SE Asia,284723,5545690708,5.134130534709943e-05,0.0008728021909006902,434283,7646427637,5.6795541737499086e-05,0.0010223197512749835
Bulgaria,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,18.0,2018,19.0,,,,,EE & CA,8611541,5545690708,0.0015528347059776202,0.027951024707597163,7117424,7646427637,0.0009308168909569973,0.01768552092818295
Burkina Faso,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,21.0,2018,22.0,,,,,SS Africa,9840080,5545690708,0.0017743650914042283,0.037261666919488796,20392730,7646427637,0.002666961745812177,0.058673158407867895
Burundi,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,20.0,2018,20.0,,,,,SS Africa,5555227,5545690708,0.0010017195859816422,0.020034391719632845,11493476,7646427637,0.0015031170823332804,0.03006234164666561
Cambodia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,30.000001907348633,2018,25.0,,,,,S & SE Asia,10243554,5545690708,0.0018471195995880267,0.05541359151074184,16025242,7646427637,0.0020957815545727633,0.05239453886431908
Cameroon,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,19.0,2018,27.000001907348633,,,,,SS Africa,12486776,5545690708,0.0022516178159714276,0.04278073850345712,25076752,7646427637,0.003279538261587291,0.08854753931807968
Canada,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,17.0,2018,18.0,,,,,W. Eur and Offshoots,28668168,5545690708,0.005169449489609005,0.08788064132335308,37035260,7646427637,0.004843472240656738,0.08718250033182129
Cape Verde,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,26.0,2018,24.0,,,,,SS Africa,391764,5545690708,7.064295876343344e-05,0.0018367169278492694,571209,7646427637,7.470272748492369e-05,0.0017928654596381685
Central African Republic,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,31.0,2018,27.000001907348633,,,,,SS Africa,3089148,5545690708,0.0005570357531017217,0.017268108346153374,5094795,7646427637,0.0006662974191172615,0.01799003158702753
Chad,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,22.0,2018,21.0,,,,,SS Africa,6448279,5545690708,0.0011627548919556515,0.025580607623024332,15604213,7646427637,0.0020407193712909,0.0428551067971089
Chile,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,28.0,2018,30.000001907348633,,,,,LAC,13998387,5545690708,0.0025241917981120845,0.07067737034713836,18701452,7646427637,0.0024457763661433576,0.07337329564924894
China,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,18.0,2018,30.000001907348633,,,,,East Asia,1195855616,5545690708,0.21563691142654326,3.8814644056777787,1417069440,7646427637,0.18532437724814108,5.55973167092243
Colombia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,32.0,2018,29.0,,,,,LAC,34614732,5545690708,0.006241735037633115,0.1997355212042597,49276968,7646427637,0.006444443122897757,0.18688885056403495
Comoros,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,24.0,2018,26.0,,,,,SS Africa,463325,5545690708,8.354685185230853e-05,0.002005124444455405,776322,7646427637,0.00010152741081907135,0.002639712681295855
Congo,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,24.0,2018,27.000001907348633,,,,,SS Africa,2594181,5545690708,0.0004677832098096878,0.011226797035432508,5441061,7646427637,0.0007115820953658755,0.019212717932113772
Costa Rica,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,30.000001907348633,2018,32.0,,,,,LAC,3405376,5545690708,0.0006140580460225694,0.018421742551899857,5040738,7646427637,0.0006592278432883573,0.021095290985227434
Cote d'Ivoire,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,18.0,2018,24.0,,,,,SS Africa,13316449,5545690708,0.002401224608647973,0.043222042955663516,25493990,7646427637,0.0033341046577931538,0.08001851178703569
Croatia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,18.0,2018,22.0,,,,,EE & CA,4792409,5545690708,0.0008641680995816545,0.015555025792469781,4160488,7646427637,0.0005441087259974812,0.011970391971944586
Cuba,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,29.0,2018,25.0,,,,,LAC,10840934,5545690708,0.001954839274458867,0.05669033895930714,11328243,7646427637,0.0014815079064090279,0.037037697660225695
Cyprus,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,21.0,2018,18.0,,,,,EE & CA,825993,5545690708,0.00014894321437877058,0.003127807501954182,1218834,7646427637,0.00015939914138495627,0.0028691845449292127
Czechia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,16.0,2018,17.0,,,,,EE & CA,10318915,5545690708,0.00186070870939743,0.02977133935035888,10534598,7646427637,0.00137771499321128,0.02342115488459176
Democratic Republic of Congo,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,23.0,2018,24.0,,,,,SS Africa,39580848,5545690708,0.007137226016391825,0.16415619837701198,87087352,7646427637,0.01138928609990323,0.2733428663976775
Denmark,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,18.0,2018,18.0,,,,,W. Eur and Offshoots,5193776,5545690708,0.0009365426731259387,0.016857768116266898,5766689,7646427637,0.0007541677334518663,0.013575019202133594
Djibouti,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,23.0,2018,23.0,,,,,SS Africa,611239,5545690708,0.00011021873237868281,0.0025350308447097047,1057204,7646427637,0.0001382611658919437,0.003180006815514705
Dominican Republic,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,29.0,2018,26.0,,,,,LAC,7576083,5545690708,0.0013661207230816234,0.03961750096936708,10765532,7646427637,0.001407916547579302,0.03660583023706185
East Timor,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,23.0,2018,18.0,,,,,S & SE Asia,795184,5545690708,0.00014338772965699262,0.00329791778211083,1261850,7646427637,0.00016502477495426536,0.0029704459491767766
Ecuador,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,31.0,2018,29.0,,,,,LAC,11132833,5545690708,0.002007474557486627,0.06223171128208544,17015672,7646427637,0.002225310015053766,0.0645339904365592
Egypt,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1993,16.0,2018,17.0,,,,,MENA,61382204,5545690708,0.011068450664126003,0.17709521062601605,103740768,7646427637,0.013567220266103462,0.23064274452375885
