country,series_code,indicator_name,year_1980,value_1980,year_2018,value_2018,pipwelfare_1980,pipwelfare_2018,pipreportinglevel_1980,pipreportinglevel_2018,region,population_1980,population_2018
Greece,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,20.0,,,,,W. Eur and Offshoots,9307159,10633275
Guatemala,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,6987769,16850176
Guinea,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,19.0,,,,,SS Africa,4972611,12554871
Guinea-Bissau,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,31.0,2018,20.0,,,,,SS Africa,831469,1924954
Guyana,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,778187,785518
Haiti,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,5646680,11012427
Honduras,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,3777994,9792854
Hong Kong,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,15.000000953674316,2018,22.0,,,,,East Asia,4978551,7481563
Hungary,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,14.0,2018,19.0,,,,,EE & CA,10698682,9776361
Iceland,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,16.0,,,,,W. Eur and Offshoots,228276,352951
India,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,17.0,,,,,S & SE Asia,696828352,1369003264
Indonesia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,25.0,,,,,S & SE Asia,148177104,267066848
Iran,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,18.0,,,,,MENA,38520668,85617560
Iraq,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,21.0,,,,,MENA,13653368,40590700
Ireland,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,18.0,,,,,W. Eur and Offshoots,3391393,4834506
Israel,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,24.0,,,,,MENA,3744612,8456487
Italy,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,26.0,,,,,W. Eur and Offshoots,56329480,59877432
Jamaica,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,2135548,2811842
Japan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,18.0,,,,,East Asia,117624200,126255872
Jordan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,21.0,,,,,MENA,2216908,10459864
Kazakhstan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,18.0,,,,,EE & CA,14172706,18538100
Kenya,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,27.000001907348633,2018,22.0,,,,,SS Africa,16187124,49953300
Kosovo,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,26.0,2018,25.0,,,,,EE & CA,1589403,1709966
Kuwait,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,18.0,,,,,MENA,1493882,4317190
Kyrgyzstan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,18.0,,,,,EE & CA,3691213,6223503
Laos,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,22.0,,,,,S & SE Asia,3297520,7105008
Latvia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,21.0,,,,,EE & CA,2572039,1935632
Lebanon,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,23.0,2018,25.0,,,,,MENA,2963707,5950842
Lesotho,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,29.0,2018,27.000001907348633,,,,,SS Africa,1407685,2198030
Liberia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,21.0,,,,,SS Africa,1932174,4889396
Libya,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,19.0,,,,,MENA,2962724,6477791
Lithuania,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,19.0,,,,,EE & CA,3521205,2876128
Luxembourg,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,19.0,,,,,W. Eur and Offshoots,363745,607920
Macao,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,25.0,,,,,East Asia,245339,650996
Madagascar,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,22.0,,,,,SS Africa,8948166,26846544
Malawi,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,20.0,,,,,SS Africa,6267373,18367886
Malaysia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,22.0,2018,19.0,,,,,S & SE Asia,13215709,32399270
Maldives,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,18.0,,,,,S & SE Asia,164900,489773
Mali,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,20.0,,,,,SS Africa,7372590,19934304
Malta,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,18.0,,,,,W. Eur and Offshoots,333593,491590
Mauritania,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,27.000001907348633,2018,20.0,,,,,SS Africa,1506704,4270717
Mauritius,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,20.0,,,,,SS Africa,954876,1295386
Mexico,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,32.0,2018,29.0,,,,,LAC,67705184,124013864
Moldova,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,24.0,,,,,EE & CA,4103239,3141839
Mongolia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,22.0,,,,,East Asia,1697787,3163994
Montenegro,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2018,28.0,,,,,EE & CA,589334,631459
Morocco,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,20.0,,,,,MENA,19678446,35927516
Mozambique,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,24.0,,,,,SS Africa,11413590,29423882
Myanmar,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,19.0,,,,,S & SE Asia,33465782,52666016
Namibia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,25.0,2018,29.0,,,,,SS Africa,975998,2405682
Nepal,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2018,19.0,,,,,S & SE Asia,15600443,28506718
Netherlands,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2018,19.0,,,,,W. Eur and Offshoots,14130383,17286042
New Zealand,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,28.0,2018,19.0,,,,,W. Eur and Offshoots,3147166,4838528
Nicaragua,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,3303310,6572234
Niger,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,19.0,,,,,SS Africa,6173179,22577060
Nigeria,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,25.0,2018,22.0,,,,,SS Africa,72951440,198387616
North Macedonia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2018,23.0,,,,,EE & CA,1907035,2113497
Norway,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,17.0,,,,,W. Eur and Offshoots,4085778,5312321
Oman,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,31.0,2018,31.0,,,,,MENA,1017473,4601160
Pakistan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,17.0,,,,,S & SE Asia,80624056,219731488
Palestine,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,22.0,2018,23.0,,,,,MENA,1453631,4805549
Panama,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,1956989,4165258
Papua New Guinea,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,26.0,2018,26.0,,,,,Other Oceania,3104793,9329233
Paraguay,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,3078914,6443337
Peru,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,33.0,2018,31.0,,,,,LAC,17492406,32203946
Philippines,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,20.0,,,,,S & SE Asia,48419544,108568832
Poland,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,19.0,,,,,EE & CA,35521432,38521464
Portugal,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,19.0,,,,,W. Eur and Offshoots,9785251,10289833
Qatar,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,29.0,2018,28.0,,,,,MENA,277459,2766743
Romania,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,24.0,,,,,EE & CA,22125226,19606778
Russia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2018,18.0,,,,,EE & CA,138257424,145652288
Rwanda,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,21.0,,,,,SS Africa,5247537,12531810
Sao Tome and Principe,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,19.0,,,,,SS Africa,97225,211358
Saudi Arabia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,22.0,,,,,MENA,10171712,35018132
Senegal,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,29.0,2018,21.0,,,,,SS Africa,5703873,15574910
Serbia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,26.0,,,,,EE & CA,7777013,7433825
Seychelles,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,23.0,2018,24.0,,,,,SS Africa,65310,103120
Sierra Leone,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,42.0,2018,19.0,,,,,SS Africa,3367486,7861287
Singapore,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,18.0,,,,,S & SE Asia,2400734,5814543
Slovakia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,18.0,,,,,EE & CA,4973886,5446746
Slovenia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,17.0,,,,,EE & CA,1901574,2105931
Somalia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,21.0,,,,,SS Africa,5892226,15411101
South Africa,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,27.000001907348633,,,,,SS Africa,29463546,57339632
South Korea,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,17.0,,,,,East Asia,38170500,51676900
South Sudan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,28.0,2018,25.0,,,,,SS Africa,4192017,10395332
Spain,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,18.0,,,,,W. Eur and Offshoots,37491664,46792044
Sri Lanka,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,19.0,,,,,S & SE Asia,14943644,21580712
Sudan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,22.0,2018,19.0,,,,,SS Africa,16673591,41999064
Suriname,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,375123,593729
Sweden,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,18.0,,,,,W. Eur and Offshoots,8311761,10162300
Switzerland,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,18.0,,,,,W. Eur and Offshoots,6319116,8514431
Syria,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,24.0,,,,,MENA,8898957,19333464
Taiwan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,28.0,2018,31.0,,,,,East Asia,18100280,23726186
Tajikistan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,21.0,,,,,EE & CA,4045966,9128131
Tanzania,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2018,20.0,,,,,SS Africa,19297660,58090444
Thailand,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,27.000001907348633,2018,22.0,,,,,S & SE Asia,45737756,71127808
Togo,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,22.0,2018,23.0,,,,,SS Africa,2838115,8046680
Trinidad and Tobago,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,1127853,1504707
Tunisia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,25.0,2018,20.0,,,,,MENA,6578159,11933040
Turkey,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,19.0,,,,,MENA,44089068,82809304
Turkmenistan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,22.0,2018,24.0,,,,,EE & CA,2862908,6065072
Uganda,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,25.0,2018,22.0,,,,,SS Africa,13284030,41515400
Ukraine,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,16.0,,,,,EE & CA,49973920,44446952
United Arab Emirates,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,32.0,,,,,MENA,1014058,9140172
United Kingdom,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,18.0,,,,,W. Eur and Offshoots,56326328,66432996
United States,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,27.000001907348633,,,,,W. Eur and Offshoots,223140016,332140032
Uruguay,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,22.0,2018,21.0,,,,,LAC,2953754,3427044
Uzbekistan,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,27.000001907348633,2018,20.0,,,,,EE & CA,15947135,32449578
Venezuela,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,30.000001907348633,2018,29.0,,,,,LAC,15210441,29825652
Vietnam,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2018,22.0,,,,,S & SE Asia,52968272,94914328
Yemen,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,26.0,2018,25.0,,,,,MENA,9204941,30790514
Zambia,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,36.0,2018,30.000001907348633,,,,,SS Africa,5720442,17835898
Zimbabwe,headcountRatio50Median_widExtrapolated_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,23.0,,,,,SS Africa,7049931,15052191
Australia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,29.0,2018,28.0,,,,,W. Eur and Offshoots,14706329,24979228
Bangladesh,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1983,18.0,2016,18.0,,,,,S & SE Asia,83929768,163683952
Belgium,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,18.0,2017,19.0,,,,,W. Eur and Offshoots,9828989,11448598
Bosnia and Herzegovina,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2015,24.0,,,,,EE & CA,4199816,3400132
Botswana,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,33.0,2015,27.000001907348633,,,,,SS Africa,938582,2451411
Bulgaria,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,19.0,,,,,EE & CA,8980602,7117424
Canada,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,18.0,,,,,W. Eur and Offshoots,24511512,37035260
China,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,15.000000953674316,2016,30.000001907348633,,,,,East Asia,982372480,1417069440
Cote d'Ivoire,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,20.0,2015,24.0,,,,,SS Africa,8303818,25493990
Croatia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1984,17.0,2018,22.0,,,,,EE & CA,4680144,4160488
Czechia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,17.0,,,,,EE & CA,10270060,10534598
Denmark,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2017,18.0,,,,,W. Eur and Offshoots,5125397,5766689
Ethiopia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,18.0,2015,20.0,,,,,SS Africa,34945472,111129440
Finland,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2017,17.0,,,,,W. Eur and Offshoots,4779423,5515465
France,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2018,17.0,,,,,W. Eur and Offshoots,53713836,64277812
Germany,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,18.0,2017,20.0,,,,,W. Eur and Offshoots,77786696,82896696
Greece,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,21.0,2017,21.0,,,,,W. Eur and Offshoots,9307159,10633275
Hong Kong,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,15.000000953674316,2016,22.0,,,,,East Asia,4978551,7481563
Hungary,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,14.0,2018,19.0,,,,,EE & CA,10698682,9776361
Iceland,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,19.0,2016,17.0,,,,,W. Eur and Offshoots,228276,352951
India,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2013,17.0,,,,,S & SE Asia,696828352,1369003264
Indonesia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,20.0,2017,21.0,,,,,S & SE Asia,148177104,267066848
Ireland,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2018,18.0,,,,,W. Eur and Offshoots,3391393,4834506
Israel,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1979,21.0,2016,24.0,,,,,MENA,3744612,8456487
Italy,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,21.0,2014,26.0,,,,,W. Eur and Offshoots,56329480,59877432
Japan,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,19.0,2018,18.0,,,,,East Asia,117624200,126255872
Luxembourg,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,17.0,2017,20.0,,,,,W. Eur and Offshoots,363745,607920
Malaysia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1984,22.0,2015,19.0,,,,,S & SE Asia,13215709,32399270
Malta,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2017,18.0,,,,,W. Eur and Offshoots,333593,491590
Montenegro,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2017,27.000001907348633,,,,,EE & CA,589334,631459
Morocco,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1984,20.0,2013,20.0,,,,,MENA,19678446,35927516
Netherlands,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2017,19.0,,,,,W. Eur and Offshoots,14130383,17286042
New Zealand,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,28.0,2018,19.0,,,,,W. Eur and Offshoots,3147166,4838528
Nigeria,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,25.0,2018,22.0,,,,,SS Africa,72951440,198387616
North Macedonia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2017,23.0,,,,,EE & CA,1907035,2113497
Norway,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2017,17.0,,,,,W. Eur and Offshoots,4085778,5312321
Philippines,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,21.0,2018,20.0,,,,,S & SE Asia,48419544,108568832
Poland,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,19.0,,,,,EE & CA,35521432,38521464
Portugal,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2017,19.0,,,,,W. Eur and Offshoots,9785251,10289833
Romania,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,24.0,,,,,EE & CA,22125226,19606778
Russia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,16.0,2017,18.0,,,,,EE & CA,138257424,145652288
Rwanda,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1984,18.0,2016,21.0,,,,,SS Africa,5247537,12531810
Serbia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1984,19.0,2018,26.0,,,,,EE & CA,7777013,7433825
Singapore,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2013,18.0,,,,,S & SE Asia,2400734,5814543
Slovakia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2018,18.0,,,,,EE & CA,4973886,5446746
South Africa,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,17.0,2014,27.000001907348633,,,,,SS Africa,29463546,57339632
South Korea,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,20.0,2016,19.0,,,,,East Asia,38170500,51676900
Spain,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,18.0,2017,18.0,,,,,W. Eur and Offshoots,37491664,46792044
Sri Lanka,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,19.0,2016,19.0,,,,,S & SE Asia,14943644,21580712
Sweden,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,17.0,2017,18.0,,,,,W. Eur and Offshoots,8311761,10162300
Switzerland,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,18.0,2017,18.0,,,,,W. Eur and Offshoots,6319116,8514431
Taiwan,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,28.0,2017,31.0,,,,,East Asia,18100280,23726186
Thailand,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,27.000001907348633,2018,22.0,,,,,S & SE Asia,45737756,71127808
Tunisia,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1985,25.0,2015,20.0,,,,,MENA,6578159,11933040
United Kingdom,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1981,19.0,2017,18.0,,,,,W. Eur and Offshoots,56326328,66432996
United States,headcountRatio50Median_wid_pretaxNational_perAdult,headcountRatio50Median,1980,24.0,2018,27.000001907348633,,,,,W. Eur and Offshoots,223140016,332140032
Argentina,p90p100Share_pip_disposable_perCapita,p90p100Share,1980,30.175369262695312,2018,30.148590087890625,income,income,urban,urban,LAC,28024808,44413592
Australia,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,23.3016357421875,2018,26.61338996887207,income,income,national,national,W. Eur and Offshoots,14706329,24979228
Bangladesh,p90p100Share_pip_disposable_perCapita,p90p100Share,1983,21.865631103515625,2016,26.835071563720703,consumption,consumption,national,national,S & SE Asia,83929768,163683952
Belgium,p90p100Share_pip_disposable_perCapita,p90p100Share,1985,20.6418399810791,2018,22.24361801147461,income,income,national,national,W. Eur and Offshoots,9828989,11448598
Botswana,p90p100Share_pip_disposable_perCapita,p90p100Share,1985,42.930870056152344,2015,41.47603225708008,consumption,consumption,national,national,SS Africa,938582,2451411
Brazil,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,45.88058090209961,2018,42.47370529174805,income,income,national,national,LAC,122288384,210166592
Canada,p90p100Share_pip_disposable_perCapita,p90p100Share,1979,24.428329467773438,2018,24.787044525146484,income,income,national,national,W. Eur and Offshoots,24511512,37035260
China,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,21.734970092773438,2018,29.43410873413086,income,consumption,national,national,East Asia,982372480,1417069440
Colombia,p90p100Share_pip_disposable_perCapita,p90p100Share,1980,47.44688415527344,2018,39.66259765625,income,income,urban,national,LAC,26176206,49276968
Costa Rica,p90p100Share_pip_disposable_perCapita,p90p100Share,1981,33.73237991333008,2018,36.353450775146484,income,income,national,national,LAC,2414306,5040738
