country,year,gini_pip_disposable_perCapita,gini_wid_pretaxNational_perAdult,headcountRatio50Median_pip_disposable_perCapita,headcountRatio50Median_wid_pretaxNational_perAdult,p90p100Share_pip_disposable_perCapita,p90p100Share_wid_pretaxNational_perAdult,p99p100Share_pip_disposable_perCapita,p99p100Share_wid_pretaxNational_perAdult
Burkina Faso,1994,0.4807249307632446,0.6732966303825378,11.325153350830078,21.0,39.46891403198242,57.95000076293945,11.184063,21.26999855041504
Burkina Faso,2014,,0.5714213252067566,,18.0,,47.26000213623047,,14.5600004196167
Burkina Faso,2018,0.4301673173904419,,11.266308784484863,,35.33893966674805,,8.380669000000001,
Burundi,1992,0.3333381116390228,0.5397094488143921,9.798081398010254,20.0,26.58475875854492,42.90999984741211,5.0311398,12.530000686645508
Burundi,2013,,0.5873685479164124,,20.0,,48.38999938964844,,14.74000072479248
Burundi,2020,0.3745650947093963,,11.709084510803224,,29.86445999145508,,6.8649890000000005,
Cameroon,1996,0.4444675743579864,0.6413590908050537,11.10488224029541,19.0,36.15324401855469,54.310001373291016,9.487081,18.489999771118164
Cameroon,2014,,0.6376999020576477,,27.000001907348636,,52.04999923706055,,15.850000381469728
Cameroon,2021,0.4217607378959656,,18.732696533203125,,31.14944076538086,,6.41225,
Canada,1993,0.3168276250362396,0.49408620595932,12.7476167678833,17.0,23.566892623901367,36.53999710083008,3.9061643,10.609999656677246
Canada,2018,0.3250927031040191,0.5248655676841736,12.249933242797852,18.0,24.787044525146484,39.84000015258789,4.807211000000001,13.950000762939451
China,1993,0.3387779891490936,0.4775985479354858,9.823172569274902,18.0,26.622989654541016,33.90999984741211,6.74305818756058,9.289999961853027
China,2016,,0.5537135601043701,,30.000001907348636,,41.80000305175781,,14.049999237060549
China,2018,0.3849764168262481,,14.673508644104004,,29.43410873413086,,6.09788617522826,
Cote d'Ivoire,1992,0.3938576579093933,,15.944889068603516,,29.517253875732425,,6.004896400000001,
Cote d'Ivoire,1993,,0.5639062523841858,,18.0,,45.82999801635742,,15.220000267028809
Cote d'Ivoire,2015,,0.6012070178985596,,24.0,,48.64999771118164,,17.209999084472656
Cote d'Ivoire,2018,0.3716887533664703,,11.87974452972412,,28.983417510986328,,5.877838,
Czechia,1992,,0.3468413352966308,,16.0,,26.42999839782715,,8.949999809265137
Czechia,1993,0.2660479247570038,,2.109189510345459,,23.63183212280273,,5.1110476,
Czechia,2018,0.2499034106731414,0.3802840709686279,4.926529884338379,17.0,21.510913848876957,28.86000061035156,3.9180685,10.320000648498535
Denmark,1992,0.2469381093978881,,6.246353626251221,,20.51795768737793,,4.149301,
Denmark,1993,,0.3786754608154297,,18.0,,27.420000076293945,,8.429999351501465
Denmark,2017,,0.4404613077640533,,18.0,,33.5099983215332,,12.75
Denmark,2018,0.2816633582115173,,6.590801239013672,,23.507360458374023,,5.846728000000001,
Egypt,1993,,0.5436928868293762,,16.0,,45.98999786376953,,16.290000915527344
Egypt,1995,0.3012695908546448,,3.4394898414611816,,26.04405975341797,,6.4625084,
Egypt,2017,,0.5807857513427734,,18.0,,48.31999969482422,,19.32000160217285
Egypt,2019,0.3189355731010437,,5.065284729003906,,27.477031707763672,,7.1812615,
Estonia,1988,,0.363940417766571,,23.0,,23.720001220703125,,4.679999828338623
Estonia,1993,0.3950344920158386,,13.605913162231444,,31.34571647644043,,8.2783125,
Estonia,2018,0.3032145202159881,0.484555184841156,9.886338233947754,19.0,22.44059181213379,35.55000305175781,3.0668924,12.960000038146973
Eswatini,1994,0.6045472621917725,0.757526695728302,25.297910690307617,28.0,49.53159332275391,67.68000030517578,21.63464,31.61000061035156
Eswatini,2016,0.5457979440689087,0.7046754360198975,19.75422096252441,26.0,42.73134994506836,59.880001068115234,10.474152,19.32999992370605
Ethiopia,1995,0.445645123720169,0.6650482416152954,10.20883560180664,20.0,38.04790115356445,58.31999969482422,15.76974,29.690000534057617
Ethiopia,2015,0.3499312400817871,0.5543134808540344,12.365949630737305,20.0,28.464752197265625,45.470001220703125,6.444953000000001,13.81999969482422
Finland,1991,0.2287976145744323,,3.971853494644165,,19.624914169311523,,3.1601656,
Finland,1993,,0.3644583225250244,,17.0,,25.189998626708984,,4.840000152587891
Finland,2017,,0.4448096752166748,,17.0,,33.86000061035156,,10.609999656677246
Finland,2018,0.2732977271080017,,6.78688383102417,,22.59469413757324,,4.9112376,
France,1990,0.3211906254291534,,10.99598503112793,,25.22016716003418,,5.2323617,
France,1993,,0.4452670812606811,,22.0,,31.779998779296875,,8.710000038146973
France,2018,0.323806881904602,0.4246239066123962,10.034907341003418,17.0,26.69635772705078,32.10000228881836,7.194184000000001,9.730000495910645
Gambia,1992,,0.6584714651107788,,25.0,,55.25,,18.559999465942383
Gambia,1998,0.4851946532726288,,19.366634368896484,,37.66425704956055,,9.63715,
Gambia,2015,,0.5642502307891846,,19.0,,45.869998931884766,,13.609999656677246
Gambia,2020,0.3875720500946045,,12.744741439819336,,30.58435821533203,,7.802719,
Georgia,1996,0.3713270723819732,,16.817665100097656,,27.92853355407715,,5.265217,
Georgia,1997,,0.588024377822876,,24.0,,46.540000915527344,,18.68000030517578
Georgia,2018,0.3641136288642883,0.5922427773475647,14.609697341918944,20.0,27.454513549804688,48.400001525878906,5.7976928,22.040000915527344
Germany,1993,0.2854154109954834,0.4148876070976257,6.733357906341553,18.0,22.785823822021484,30.43000030517578,4.050808,9.210000038146973
Germany,2017,,0.4926205277442932,,20.0,,37.810001373291016,,13.1899995803833
Germany,2018,0.3179068863391876,,10.246275901794434,,25.236173629760746,,6.159832,
Ghana,1991,0.3843722939491272,0.5793704986572266,13.203298568725586,22.0,30.133825302124023,47.04999923706055,6.5844536,13.789999008178713
Ghana,2016,0.435208797454834,0.6078388094902039,20.63926887512207,26.0,32.2111701965332,48.90999984741211,7.5274654,15.229999542236328
Greece,1993,,0.4820536971092224,,22.0,,33.849998474121094,,9.40999984741211
Greece,1995,0.3697557151317596,,16.241979598999023,,27.321481704711918,,5.5303678000000005,
Greece,2017,,0.4617314040660858,,21.0,,33.91999816894531,,11.0
Greece,2018,0.3289120495319366,,13.798931121826172,,24.87431526184082,,5.5122003,
Hungary,1993,0.2794097363948822,0.3501553833484649,4.476880073547363,17.0,24.194618225097656,26.249998092651367,6.003786,7.010000228881836
Hungary,2018,0.2961204349994659,0.4267737865447998,10.9314603805542,19.0,23.23576164245605,32.480003356933594,5.463221,10.970000267028809
India,1993,0.3155753910541534,0.4852572083473205,5.227270126342773,17.0,26.57975578308105,37.67000198364258,6.02268209626742,12.790000915527344
India,2013,,0.6278591156005859,,17.0,,56.269996643066406,,22.0
India,2018,0.3454484343528747,,6.75021505355835,,28.37216567993164,,5.52573346199493,
Indonesia,1993,0.3316279947757721,0.5807081460952759,5.145744800567627,21.0,27.84967994689941,46.2599983215332,6.22939916590471,17.65999984741211
Indonesia,2017,,0.5446759462356567,,21.0,,41.72999954223633,,15.530000686645508
Indonesia,2018,0.384103775024414,,12.357150077819824,,29.91118049621582,,6.51072446111445,
Iran,1994,0.4299837052822113,0.6240194439888,17.731063842773438,20.0,33.29264450073242,53.4900016784668,7.922187,20.07999992370605
Iran,2017,,0.6006991863250732,,18.0,,50.94000244140625,,17.170000076293945
Iran,2018,0.3741990625858307,,12.37378978729248,,29.109018325805664,,6.282470399999999,
Ireland,1993,,0.4341701865196228,,19.0,,32.35000228881836,,9.510000228881836
Ireland,1994,0.3691420555114746,,12.464524269104004,,29.032808303833008,,7.0325054,
Ireland,2018,0.3060292601585388,0.4715125858783722,7.108510971069336,18.0,25.09472274780273,36.19999694824219,5.676427,12.449999809265137
Israel,1992,0.355072557926178,0.595893919467926,13.74968433380127,21.0,26.870716094970703,48.27000045776367,5.541413,17.690000534057617
Israel,2016,,0.5936489701271057,,24.0,,47.79999923706055,,16.040000915527344
Israel,2018,0.3857717514038086,,20.49445152282715,,27.62486267089844,,5.555833000000001,
Italy,1993,0.3509064614772796,0.4718528091907501,16.21531867980957,24.0,25.71421813964844,32.20000076293945,5.1823303,7.960000038146973
Italy,2014,,0.5038950443267822,,26.0,,35.75,,11.230000495910645
Italy,2018,0.3522257208824157,,15.232851028442385,,25.92391014099121,,5.136611,
Kazakhstan,1993,,0.4716032445430755,,18.0,,35.290000915527344,,10.639999389648438
Kazakhstan,1996,0.3537830710411072,,12.827703475952148,,26.290157318115234,,4.6472944,
Kazakhstan,2017,,0.5280768871307373,,18.0,,40.77000045776367,,14.800000190734863
Kazakhstan,2018,0.277928739786148,,3.7699687480926514,,23.446271896362305,,4.344759499999999,
Kenya,1992,0.574609637260437,0.7440922260284424,21.66094207763672,27.000001907348636,47.86956405639648,66.33999633789062,21.366575,32.58000183105469
Kenya,2015,,0.5990399718284607,,22.0,,48.71999740600586,,15.1899995803833
Kenya,2020,0.36246457695961,,10.338189125061035,,28.562143325805664,,5.655291,
Laos,1992,0.3430977463722229,0.5739885568618774,6.848923683166504,19.0,28.08185195922852,45.68000030517578,6.189544000000001,17.059999465942383
Laos,2018,0.3880243301391601,0.6012710928916931,10.339693069458008,22.0,31.247058868408203,48.29999923706055,7.826892000000001,19.709999084472656
Latvia,1993,0.2699313163757324,,5.794975757598877,,22.065263748168945,,3.2156233,
Latvia,1994,,0.4541557729244232,,20.0,,32.81999969482422,,8.229999542236328
Latvia,2018,0.3509615063667297,0.4936446249485016,11.86984920501709,21.0,26.897876739501957,35.70000076293945,5.3050880000000005,9.920000076293944
Lesotho,1993,,0.7490344643592834,,33.0,,63.94000244140625,,22.700000762939453
Lesotho,1994,0.6324036717414856,,31.073266983032227,,48.27369689941406,,12.851915,
Lesotho,2017,0.4487970173358917,0.6188754439353943,21.037128448486328,27.000001907348636,32.898338317871094,49.5099983215332,7.152272,14.460000038146973
Lithuania,1993,0.3364113569259643,,9.584152221679688,,27.989356994628903,,7.892499,
Lithuania,1994,,0.4928840398788452,,19.0,,35.95000076293945,,9.329999923706056
Lithuania,2017,,0.5122392773628235,,20.0,,38.80000305175781,,12.449999809265137
Lithuania,2018,0.3570780754089355,,13.245399475097656,,27.151161193847656,,5.5662394,
Luxembourg,1993,0.2704790532588959,,5.470804691314697,,22.14784049987793,,4.0582884,
Luxembourg,1994,,0.4557977318763733,,17.0,,35.58000183105469,,13.470000267028809
Luxembourg,2017,,0.4896592795848846,,20.0,,37.119998931884766,,13.75
Luxembourg,2018,0.3536809384822845,,14.313420295715332,,26.627275466918945,,6.272008,
Malawi,1997,0.6575556993484497,0.6100647449493408,10.102392196655272,20.0,61.49113845825195,51.34999847412109,44.96452,19.14000129699707
Malawi,2016,,0.6679621934890747,,20.0,,58.5099983215332,,31.420001983642575
Malawi,2019,0.3854317367076874,,11.358131408691406,,30.97640037536621,,7.295095,
Malaysia,1992,0.4765372574329376,0.5824146270751953,20.35755729675293,22.0,37.01692581176758,46.47999954223633,9.471809,19.18000030517578
Malaysia,2015,,0.517890989780426,,19.0,,40.27000045776367,,14.869999885559082
Malaysia,2018,0.4117677509784698,,17.02021598815918,,31.192773818969727,,7.283327000000001,
Mauritania,1993,0.5005155801773071,0.7033835649490356,14.11850643157959,23.0,42.490516662597656,62.519996643066406,18.328343,32.15999984741211
Mauritania,2014,,0.5213519930839539,,20.0,,40.47999954223633,,10.75
Mauritania,2019,0.3199683725833893,,10.576372146606444,,24.588302612304688,,4.4419266,
Moldova,1993,,0.4827233254909515,,24.0,,34.07999801635742,,9.029999732971191
Moldova,1997,0.3694214522838592,,13.245199203491213,,28.10591125488281,,6.1172396,
Moldova,2018,0.256616473197937,0.4832301139831543,3.860922574996948,24.0,21.952606201171875,34.68000030517578,3.8850993,10.90999984741211
Mongolia,1995,0.3319534063339233,0.5647899508476257,13.850005149841309,24.0,24.96175765991211,42.5099983215332,3.7194792,14.839999198913574
Mongolia,2017,,0.5574364066123962,,21.0,,43.220001220703125,,16.43000030517578
Mongolia,2018,0.3274098932743072,,9.859270095825195,,25.67066764831543,,5.274026,
Mozambique,1996,0.535598635673523,0.7090848088264465,18.231172561645508,24.0,43.754730224609375,61.970001220703125,13.391435,24.07999992370605
Mozambique,2014,,0.7247565388679504,,24.0,,64.6300048828125,,31.11000061035156
Mozambique,2019,0.5045397877693176,,17.595001220703125,,41.20343780517578,,13.494912,
Netherlands,1993,0.304349809885025,0.3816676735877991,8.723788261413574,18.0,22.80390167236328,27.09000015258789,3.595362,5.75
Netherlands,2017,,0.4189393818378448,,19.0,,29.8799991607666,,7.050000190734863
Netherlands,2018,0.2812108099460602,,8.0935697555542,,22.972570419311523,,4.8738524,
Niger,1992,0.360975444316864,0.5708467960357666,9.944536209106444,21.0,29.441761016845703,46.810001373291016,8.335137,15.5
Niger,2014,,0.5452635884284973,,19.0,,43.29999923706055,,11.59999942779541
Niger,2018,0.3725942373275757,,8.118827819824219,,31.121740341186523,,7.783567,
Nigeria,1992,0.4498405456542969,0.6042429208755493,22.81732940673828,27.000001907348636,31.363258361816406,46.79999923706055,5.4664183,11.260000228881836
Nigeria,2018,0.3512774407863617,0.5451492071151733,13.318072319030762,22.0,26.743194580078125,42.71999740600586,5.3117312,11.59000015258789
Norway,1991,0.2522758543491363,,4.745403289794922,,21.159597396850582,,4.0481877,
Norway,1993,,0.3492844402790069,,16.0,,26.309999465942383,,8.120000839233398
Norway,2017,,0.4030464589595794,,17.0,,30.959999084472656,,10.18000030517578
Norway,2018,0.275608628988266,,8.042963981628418,,22.2056827545166,,4.5185450000000005,
Pakistan,1990,0.3324865996837616,0.5398648381233215,9.081772804260254,19.0,27.055212020874023,43.040000915527344,6.007905999999999,15.09000015258789
Pakistan,2018,0.2958926558494568,0.5297809839248657,3.5513665676116943,17.0,25.536436080932617,42.80999755859375,5.9844747,16.649999618530273
Philippines,1994,0.4288838803768158,0.6156737804412842,16.035593032836914,23.0,33.59164047241211,50.0,7.445762,19.32999992370605
Philippines,2018,0.3781170547008514,0.5717208385467529,11.214404106140137,20.0,29.81129264831543,45.400001525878906,8.6060055,16.619998931884766
Poland,1992,0.2929856181144714,,8.48569393157959,,23.21754264831543,,4.4961613,
Poland,1993,,0.3740814626216888,,17.0,,26.53999900817871,,8.210000038146973
Poland,2018,0.302154392004013,0.4818611145019531,9.528853416442873,19.0,24.01507568359375,37.45000076293945,4.8239175,14.659998893737791
Romania,1992,0.2546172738075256,,8.235893249511719,,20.19240951538086,,2.6790429,
Romania,1993,,0.4012728929519653,,18.0,,30.07000160217285,,8.420000076293945
Romania,2018,0.3576150238513946,0.5415336489677429,18.117061614990234,24.0,24.92246627807617,40.93000030517578,4.1312635,13.93000030517578
Russia,1993,0.4837573766708374,0.4594363570213318,20.51815223693848,19.0,38.285301208496094,34.209999084472656,13.87028,11.110000610351562
Russia,2017,,0.5396757125854492,,18.0,,45.09000015258789,,20.0
Russia,2018,0.3747300505638122,,10.784610748291016,,29.882965087890625,,6.7080280000000005,
Slovakia,1992,0.2018657773733139,,2.9949281215667725,,18.606992721557617,,3.4186907000000004,
Slovakia,1997,,0.3659453392028808,,17.0,,25.920000076293945,,6.570000171661377
Slovakia,2018,0.2497014701366424,0.3854459226131439,9.333104133605955,18.0,19.55337905883789,27.5,3.1481355000000004,7.859999656677246
Slovenia,1993,0.2918499112129211,0.3865527808666229,5.4532470703125,19.0,24.477294921875,26.649999618530277,5.4998353,5.679999828338623
Slovenia,2018,0.2463336437940597,0.4076690375804901,5.302700519561768,17.0,20.980899810791016,29.600000381469727,3.7343673,8.039999961853027
South Africa,1993,0.5933393836021423,0.5825760960578918,25.55459213256836,17.0,46.65974807739258,46.27000045776367,10.070597,10.559999465942385
South Africa,2014,0.630260705947876,0.7464855313301086,23.601490020751957,27.000001907348636,50.49895095825195,65.41000366210938,12.640043,19.310001373291016
Spain,1993,0.3566090762615204,0.4641707241535187,14.240307807922363,19.0,26.600399017333984,34.68000030517578,5.122192,10.989999771118164
Spain,2017,,0.4587477445602417,,18.0,,35.06999969482422,,12.710000991821287
Spain,2018,0.3471894860267639,,15.71409511566162,,25.3392276763916,,4.804043999999999,
Sri Lanka,1995,0.3539953827857971,0.5620455145835876,6.866433620452881,19.0,28.97121238708496,45.29999923706055,6.4615905,16.15999984741211
Sri Lanka,2016,,0.5911437273025513,,19.0,,48.97999954223633,,20.46999931335449
Sri Lanka,2019,0.3766377568244934,,9.497572898864746,,30.841503143310547,,7.773151,
Sweden,1992,0.2490873336791992,,6.246950626373291,,20.053598403930664,,3.2802552,
Sweden,1993,,0.3691007196903229,,17.0,,27.700000762939453,,8.609999656677246
Sweden,2017,,0.400715708732605,,18.0,,30.270000457763672,,10.019999504089355
Sweden,2018,0.2997418940067291,,10.766722679138184,,22.909320831298828,,5.3680383,
Switzerland,1992,0.3385640680789947,,9.994873046875,,26.35564422607422,,6.526673,
Switzerland,1993,,0.4028259813785553,,18.0,,29.780000686645508,,9.730000495910645
Switzerland,2017,,0.4266314506530761,,18.0,,32.150001525878906,,10.93000030517578
Switzerland,2018,0.3314104974269867,,11.249615669250488,,25.78742218017578,,6.2116690000000006,
Tanzania,1991,0.3529222309589386,0.545705258846283,12.02358055114746,20.0,27.121082305908203,43.130001068115234,5.407012600000001,11.550000190734863
Tanzania,2017,,0.6125268340110779,,20.0,,51.37000274658203,,18.149999618530277
Tanzania,2018,0.4049122929573059,,9.904215812683104,,33.120758056640625,,8.941823,
Thailand,1992,0.478579580783844,,13.716767311096191,,38.64937973022461,,10.171944,
Thailand,1993,,0.6767962574958801,,26.0,,57.31999969482422,,23.729999542236328
Thailand,2018,0.3641217350959778,0.6003707647323608,11.317448616027832,22.0,28.148820877075195,49.48999786376953,5.5940423,17.790000915527344
Tunisia,1995,0.4165729582309723,0.6068694591522217,17.6822452545166,24.0,31.749408721923828,49.0,6.520387499999999,17.0
Tunisia,2015,,0.5275900363922119,,20.0,,41.37000274658203,,10.90999984741211
Tunisia,2021,0.3371642529964447,,10.819109916687012,,26.984542846679688,,7.066894,
Turkey,1993,,0.6425544023513794,,18.0,,55.40999603271485,,22.31999969482422
Turkey,1994,0.4131520092487335,,16.77910614013672,,31.95953369140625,,7.454698,
Turkey,2016,0.4187370538711548,,15.941555976867676,,32.089263916015625,,,
Turkey,2018,,0.613675057888031,,19.0,,53.20000076293945,7.372699000000001,20.3799991607666
Uganda,1992,0.4142936170101166,,13.870777130126951,,33.52091217041016,,10.063872,
Uganda,1996,,0.5924559235572815,,21.0,,48.88999938964844,,15.350000381469728
Uganda,2016,,0.6238785982131958,,22.0,,52.06999969482422,,17.049999237060547
Uganda,2019,0.4270545244216919,,13.414616584777832,,34.512168884277344,,10.811171,
Ukraine,1993,0.2892698347568512,0.5091399550437927,7.784064769744873,18.0,23.15941047668457,38.970001220703125,4.3500274,14.09000015258789
Ukraine,2018,0.2607148587703705,0.426380306482315,5.024774551391602,16.0,22.010971069335938,32.86000061035156,3.9877504,9.619999885559082
United Kingdom,1993,0.3507595956325531,0.4726604223251343,13.73289680480957,20.0,26.802898406982425,34.22999954223633,5.7678938,9.720000267028809
United Kingdom,2017,,0.4679954946041107,,18.0,,36.119998931884766,,13.4399995803833
United Kingdom,2018,0.3369105756282806,,12.24964427947998,,25.82466506958008,,5.2546367,
United States,1993,0.4036454260349273,0.5210259556770325,18.996639251708984,28.0,29.68183708190918,39.09000015258789,7.499970999999999,14.139999389648438
United States,2018,0.4140784442424774,0.5840612053871155,18.248611450195312,27.000001907348636,30.7496280670166,45.82999801635742,7.194883000000001,19.25
Vietnam,1992,0.3565455973148346,0.5788934230804443,7.856873512268066,20.0,28.63912010192871,45.81999969482422,5.9019536,16.420000076293945
Vietnam,2018,0.3571554720401764,0.5615844130516052,13.966886520385742,22.0,27.461963653564453,43.75,5.523356,15.739999771118164
Yemen,1998,0.3499778509140014,0.6624228954315186,12.75627326965332,26.0,26.829376220703125,55.11000061035156,5.454883,21.729999542236328
Yemen,2014,0.3670709431171417,0.6825708746910095,10.720406532287598,25.0,29.435625076293945,58.15999984741211,6.706304,24.200000762939453
Zambia,1993,0.5260860919952393,0.6800393462181091,25.75746154785156,29.0,39.2804069519043,56.269996643066406,8.795158,19.540000915527344
Zambia,2015,0.5593663454055786,0.7222169637680054,24.430953979492188,30.000001907348636,43.4539794921875,61.73999786376953,12.235518,23.170000076293945
