COUNTRY,WAVE,CONTENT_collapse,HAPPY_collapse,LIFE_SAT_collapse,MENTAL_HEALTH_collapse,PHYSICAL_HLTH_collapse,WORRY_SAFETY_collapse,EXPENSES_collapse,CONTENT_svy,HAPPY_svy,LIFE_SAT_svy,MENTAL_HEALTH_svy,PHYSICAL_HLTH_svy,WORRY_SAFETY_svy,EXPENSES_svy,CONTENT_diff,CONTENT_ratio,HAPPY_diff,HAPPY_ratio,LIFE_SAT_diff,LIFE_SAT_ratio,MENTAL_HEALTH_diff,MENTAL_HEALTH_ratio,PHYSICAL_HLTH_diff,PHYSICAL_HLTH_ratio,WORRY_SAFETY_diff,WORRY_SAFETY_ratio,EXPENSES_diff,EXPENSES_ratio
Argentina,Year 1,7.873458455,7.357079044,7.290907679,7.652746591,7.22957317,3.743348501,3.954222622,7.8734585,7.357079,7.2909077,7.6527466,7.2295732,3.7433485,3.9542226,-4.5000000170603016e-08,0.9999999942845955,4.4000000087862645e-08,1.0000000059806344,-2.099999996119095e-08,0.9999999971197002,-9.000000744663339e-09,0.9999999988239515,-2.999999981767587e-08,0.9999999958503775,9.999996386511611e-10,1.0000000002671403,2.2000000043931323e-08,1.0000000055636726
Australia,Year 1,7.09518769,6.746840926,6.488863875,6.692955774,6.367256069,7.176095658,6.643988617,7.0951877,6.7468409,6.4888639,6.6929558,6.3672561,7.1760957,6.6439886,-9.99999993922529e-09,0.9999999985905941,2.6000000374892807e-08,1.0000000038536554,-2.5000000292152436e-08,0.9999999961472454,-2.6000000374892807e-08,0.9999999961153186,-3.099999990041624e-08,0.9999999951313409,-4.19999999223819e-08,0.9999999941472353,1.6999999630229468e-08,1.000000002558704
Brazil,Year 1,7.393250961,7.060585326,6.935663033,7.206272556,6.911127831,3.745115156,3.881012886,7.393251,7.0605853,6.935663,7.2062726,6.9111278,3.7451152,3.8810129,-3.900000056233921e-08,0.9999999947249186,2.6000000374892807e-08,1.0000000036824144,3.3000000065896984e-08,1.0000000047580166,-4.4000000087862645e-08,0.9999999938942082,3.099999990041624e-08,1.0000000044855197,-4.4000000087862645e-08,0.9999999882513627,-1.3999999826097564e-08,0.9999999963926943
Egypt,Year 1,8.034156974,6.528898546,8.000717473,9.245224037,7.081634873,6.456053367,5.488973975,8.034157,6.5288985,8.0007175,9.245224,7.0816349,6.4560534,5.488974,-2.6000000374892807e-08,0.9999999967638172,4.599999936516497e-08,1.0000000070455988,-2.7000000457633178e-08,0.9999999966253026,3.699999950868005e-08,1.0000000040020662,-2.7000000457633178e-08,0.999999996187321,-3.3000000065896984e-08,0.9999999948885181,-2.4999999403974016e-08,0.9999999954454148
Germany,Year 1,7.043413156,6.751049391,6.572413039,6.859140377,6.488571953,6.711647629,6.136500677,7.0434132,6.7510494,6.572413,6.8591404,6.488572,6.7116476,6.1365007,-4.4000000087862645e-08,0.9999999937530287,-9.000000744663339e-09,0.9999999986668738,3.899999967416079e-08,1.0000000059338936,-2.3000000126671694e-08,0.9999999966468102,-4.699999944790534e-08,0.9999999927564956,2.89999997349355e-08,1.0000000043208466,-2.3000000126671694e-08,0.9999999962519356
India,Year 1,8.096365732,6.712011385,7.277359404,7.62456703,7.159923006,4.099636366,4.305410858,8.0963657,6.7120114,7.2773594,7.624567,7.159923,4.0996364,4.3054109,3.200000087133503e-08,1.0000000039523906,-1.4999999464748726e-08,0.9999999977652005,4.000000330961484e-09,1.0000000005496499,2.999999981767587e-08,1.0000000039346497,5.999999608263806e-09,1.000000000837998,-3.3999999260458935e-08,0.9999999917065817,-4.19999999223819e-08,0.9999999902448335
Indonesia,Year 1,8.440736891,7.843480648,7.724558864,8.363863588,8.001274491,6.417384716,6.025046639,8.4407369,7.8434806,7.7245589,8.3638636,8.0012745,6.4173847,6.0250466,-8.9999989683065e-09,0.9999999989337425,4.799999953064571e-08,1.000000006119732,-3.60000003141181e-08,0.9999999953395396,-1.2000000992884452e-08,0.9999999985652562,-8.9999989683065e-09,0.9999999988751793,1.5999999547489097e-08,1.0000000024932274,3.900000056233921e-08,1.000000006472979
Israel,Year 1,8.136011849,7.828876177,7.510299403,8.527536941,8.067987453,7.334632086,7.460348587,8.1360118,7.8288762,7.5102994,8.5275369,8.0679875,7.3346321,7.4603486,4.90000005015645e-08,1.0000000060226069,-2.3000000126671694e-08,0.9999999970621581,3.000000248221113e-09,1.0000000003994516,4.099999983964153e-08,1.0000000048079534,-4.699999855972692e-08,0.9999999941745078,-1.4000000270186774e-08,0.9999999980912471,-1.2999999299267984e-08,0.9999999982574542
Japan,Year 1,5.273816949,5.85931545,5.449726577,6.049382128,5.671817527,5.443756898,5.194485227,5.2738169,5.8593155,5.4497266,6.0493821,5.6718175,5.4437569,5.1944852,4.90000005015645e-08,1.0000000092911834,-4.999999969612645e-08,0.99999999146658,-2.3000000126671694e-08,0.9999999957796047,2.800000054037355e-08,1.000000004628572,2.6999999569454758e-08,1.0000000047603788,-2.000000165480742e-09,0.9999999996326067,2.7000000457633178e-08,1.0000000051978202
Kenya,Year 1,8.227565995,7.289643899,5.964934969,8.795939597,8.118010648,4.94608817,4.799413146,8.227566,7.2896439,5.964935,8.7959396,8.1180106,4.9460882,4.7994131,-4.999998637345016e-09,0.999999999392287,-1.000000082740371e-09,0.9999999998628191,-3.099999990041624e-08,0.999999994802961,-3.000000248221113e-09,0.9999999996589335,4.800000041882413e-08,1.0000000059127787,-2.999999981767587e-08,0.9999999939346007,4.600000025334339e-08,1.0000000095845052
Mexico,Year 1,8.278501498,7.71444956,7.696232365,8.298155671,7.517470491,4.650229788,4.834889832,8.2785015,7.7144496,7.6962324,8.2981557,7.5174705,4.6502298,4.8348898,-2.000000165480742e-09,0.9999999997584104,-3.999999975690116e-08,0.999999994814925,-3.5000000231377726e-08,0.9999999954523202,-2.900000062311392e-08,0.9999999965052475,-8.99999985648492e-09,0.9999999988027888,-1.2000000104706032e-08,0.9999999974194823,3.199999998315661e-08,1.0000000066185584
Nigeria,Year 1,7.983993963,7.210489743,6.644010197,8.825931629,8.357825115,5.295018809,5.148873862,7.983994,7.2104897,6.6440102,8.8259316,8.3578251,5.2950188,5.1488739,-3.700000039685847e-08,0.9999999953657279,4.3000000005122274e-08,1.0000000059635339,-3.000000248221113e-09,0.9999999995484654,2.899999884675708e-08,1.000000003285772,1.5000001241105565e-08,1.0000000017947255,8.99999985648492e-09,1.0000000016997106,-3.799999959142042e-08,0.9999999926197455
Philippines,Year 1,8.491505148,7.275639596,7.40912732,7.93934206,7.616741411,5.870387014,5.334762436,8.4915051,7.2756396,7.4091273,7.9393421,7.6167414,5.870387,5.3347624,4.800000041882413e-08,1.000000005652708,-3.999999442783064e-09,0.9999999994502202,1.999999987845058e-08,1.0000000026993732,-3.999999975690116e-08,0.9999999949617991,1.0999999133787242e-08,1.000000001444187,1.4000000270186774e-08,1.0000000023848514,3.60000003141181e-08,1.0000000067481918
Poland,Year 1,6.636567763,7.403675564,6.448343517,7.876099392,7.437689175,6.516280257,6.677485654,6.6365678,7.4036756,6.4483435,7.8760994,7.4376892,6.5162803,6.6774857,-3.699999950868005e-08,0.9999999944248291,-3.599999942593968e-08,0.9999999951375504,1.6999999630229468e-08,1.0000000026363358,-7.999999773744548e-09,0.9999999989842688,-2.5000000292152436e-08,0.999999996638741,-4.3000000005122274e-08,0.9999999934011433,-4.600000025334339e-08,0.9999999931111795
South Africa,Year 1,7.679190886,6.899697513,6.197174135,8.395886144,7.621956097,5.486329572,5.358955166,7.6791909,6.8996975,6.1971741,8.3958861,7.6219561,5.4863296,5.3589552,-1.4000000270186774e-08,0.9999999981768912,1.2999999299267984e-08,1.0000000018841404,3.5000000231377726e-08,1.0000000056477356,4.4000000087862645e-08,1.000000005240662,-3.000000248221113e-09,0.9999999996064002,-2.800000054037355e-08,0.9999999948964057,-3.3999999260458935e-08,0.9999999936554799
Spain,Year 1,7.412551829,6.655751395,6.519770188,7.301042015,6.518560012,4.870468931,4.566755213,7.4125518,6.6557514,6.5197702,7.301042,6.51856,4.8704689,4.5667552,2.89999997349355e-08,1.000000003912283,-4.999999525523435e-09,0.9999999992487701,-1.2000000104706032e-08,0.9999999981594443,1.5000000352927145e-08,1.0000000020545012,1.2000000104706032e-08,1.0000000018408974,3.099999990041624e-08,1.0000000063648902,1.3000000187446403e-08,1.0000000028466602
Tanzania,Year 1,7.891262325,6.675903957,5.402056707,9.267483416,7.892346641,5.973533047,5.823919175,7.8912623,6.675904,5.4020567,9.2674834,7.8923466,5.973533,5.8239192,2.4999999403974016e-08,1.000000003168061,-4.3000000005122274e-08,0.9999999935589248,6.999999691004177e-09,1.0000000012958028,1.5999999547489097e-08,1.0000000017264665,4.099999983964153e-08,1.000000005194906,4.700000033608376e-08,1.0000000078680407,-2.4999999403974016e-08,0.9999999957073581
Turkey,Year 1,7.210832809,5.589536638,5.332614371,6.274313822,6.589753168,5.269787386,4.588855411,7.2108328,5.5895366,5.3326144,6.2743138,6.5897532,5.2697874,4.5888554,8.99999985648492e-09,1.000000001248122,3.800000047959884e-08,1.000000006798417,-2.89999997349355e-08,0.999999994561767,2.2000000043931323e-08,1.0000000035063596,-3.199999998315661e-08,0.999999995143976,-1.4000000270186774e-08,0.9999999973433463,1.1000000021965661e-08,1.0000000023971118
United Kingdom,Year 1,6.710144248,6.48362595,5.752461206,6.613533211,6.287246582,6.081901365,5.917804376,6.7101442,6.483626,5.7524612,6.6135332,6.2872466,6.0819014,5.9178044,4.799999953064571e-08,1.0000000071533484,-4.999999969612645e-08,0.9999999922882659,6.000000496442226e-09,1.0000000010430319,1.1000000021965661e-08,1.0000000016632562,-1.799999971296984e-08,0.9999999971370616,-3.4999999343199306e-08,0.9999999942452209,-2.3999999321233645e-08,0.9999999959444419
United States,Year 1,7.232342833,6.953731834,6.742012212,7.133288168,6.720034022,6.920342111,6.435361908,7.2323428,6.9537318,6.7420122,7.1332882,6.720034,6.9203421,6.4353619,3.3000000065896984e-08,1.0000000045628368,3.4000000148637355e-08,1.000000004889461,1.2000000104706032e-08,1.000000001779884,-3.199999998315661e-08,0.9999999955139903,2.2000000043931323e-08,1.000000003273793,1.1000000021965661e-08,1.0000000015895167,7.999999773744548e-09,1.0000000012431314
Sweden,Year 1,7.137581828,6.765682084,6.853947202,7.050170971,6.172139049,7.159281931,7.007781644,7.1375818,6.7656821,6.8539472,7.050171,6.172139,7.1592819,7.0077816,2.799999965219513e-08,1.0000000039228971,-1.6000000435667516e-08,0.9999999976351238,1.9999992773023223e-09,1.0000000002918026,-2.89999997349355e-08,0.9999999958866246,4.90000005015645e-08,1.000000007938901,3.099999990041624e-08,1.0000000043300432,4.3999999199684225e-08,1.0000000062787344
Hong Kong,Year 1,6.248930005,6.9813355,5.246669408,6.502261244,7.123816256,5.381601122,6.751734067,6.24893,6.9813355,5.2466694,6.5022612,7.1238163,5.3816011,6.7517341,5.000000413701855e-09,1.000000000800137,0.0,1.0,7.999999773744548e-09,1.0000000015247767,4.3999999199684225e-08,1.0000000067668766,-4.4000000087862645e-08,0.9999999938235353,2.2000000043931323e-08,1.0000000040880028,-3.3000000065896984e-08,0.9999999951123667
