Entity,Year,consumption_spell_1,consumption_spell_2,consumption_spell_3,consumption_spell_4,consumption_spell_5,consumption_spell_6,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7
Albania,1996,0.6533086650368132,,,,,,,,,,,,
Albania,2002,,0.6547725376473008,,,,,,,,,,,
Albania,2005,,0.6158915153538542,,,,,,,,,,,
Albania,2008,,0.5880740735479789,,,,,,,,,,,
Albania,2012,,0.6001713477028634,,,,,,,,,,,
Albania,2014,,,0.5870482278660826,,,,,,,,,,
Albania,2015,,,0.5253585631618789,,,,,,,,,,
Albania,2016,,,0.5135123016815494,,,,,,,,,,
Albania,2017,,,0.5151776768921565,,,,,,,,,,
Albania,2018,,,,0.4812730468672399,,,,,,,,,
Albania,2019,,,,0.4253544281431826,,,,,,,,,
Algeria,1988,0.6996865234510602,,,,,,,,,,,,
Algeria,1995,,0.99997,,,,,,,,,,,
Algeria,2011,,,0.6087662853515188,,,,,,,,,,
Angola,2000,0.7191536361232207,,,,,,,,,,,,
Angola,2008,,0.7262135404793492,,,,,,,,,,,
Angola,2018,,,0.7803285110920043,,,,,,,,,,
Argentina - urban,1980,,,,,,,0.22612981408199,,,,,,
Argentina - urban,1986,,,,,,,0.2149476349108038,,,,,,
Argentina - urban,1987,,,,,,,0.2580228888531347,,,,,,
Argentina - urban,1991,,,,,,,,0.3756652839210638,,,,,
Argentina - urban,1992,,,,,,,,0.3643012781432576,,,,,
Argentina - urban,1993,,,,,,,,0.3585217238135515,,,,,
Argentina - urban,1994,,,,,,,,0.3693583501946237,,,,,
Argentina - urban,1995,,,,,,,,0.4058827152259159,,,,,
Argentina - urban,1996,,,,,,,,0.415265990874104,,,,,
Argentina - urban,1997,,,,,,,,0.3988886986327503,,,,,
Argentina - urban,1998,,,,,,,,0.4182383360622493,,,,,
Argentina - urban,1999,,,,,,,,0.4263155736290213,,,,,
Argentina - urban,2000,,,,,,,,0.4408922109149347,,,,,
Argentina - urban,2001,,,,,,,,0.4785244958499386,,,,,
Argentina - urban,2002,,,,,,,,0.5804211079054797,,,,,
Argentina - urban,2003,,,,,,,,,0.4652823768583252,,,,
Argentina - urban,2004,,,,,,,,,0.4272125263211602,,,,
Argentina - urban,2005,,,,,,,,,0.3938112718997323,,,,
Argentina - urban,2006,,,,,,,,,0.3530383064885717,,,,
Argentina - urban,2007,,,,,,,,,0.3425934867553994,,,,
Argentina - urban,2008,,,,,,,,,0.3270347616608358,,,,
Argentina - urban,2009,,,,,,,,,0.3087198451220869,,,,
Argentina - urban,2010,,,,,,,,,0.2985539875582718,,,,
Argentina - urban,2011,,,,,,,,,0.2738304454385364,,,,
Argentina - urban,2012,,,,,,,,,0.2679856163274087,,,,
Argentina - urban,2013,,,,,,,,,0.2641873294360114,,,,
Argentina - urban,2014,,,,,,,,,0.288967615682676,,,,
Argentina - urban,2016,,,,,,,,,0.2780400515119898,,,,
Argentina - urban,2017,,,,,,,,,0.2573978895028659,,,,
Argentina - urban,2018,,,,,,,,,0.2882978468088059,,,,
Argentina - urban,2019,,,,,,,,,0.3069044630213263,,,,
Argentina - urban,2020,,,,,,,,,0.3455313855284003,,,,
Armenia,1996,,,,,,,0.7252064861658917,,,,,,
Armenia,1999,,0.7749650541121907,,,,,,,,,,,
Armenia,2001,,0.7827921576787996,,,,,,,,,,,
Armenia,2002,,0.774102041286974,,,,,,,,,,,
Armenia,2003,,0.7690764490484596,,,,,,,,,,,
Armenia,2004,,0.728174266509718,,,,,,,,,,,
Armenia,2005,,0.7028804686570735,,,,,,,,,,,
Armenia,2006,,0.6982675526416259,,,,,,,,,,,
Armenia,2007,,0.6695542304809695,,,,,,,,,,,
Armenia,2008,,0.6614017224708397,,,,,,,,,,,
Armenia,2009,,0.6923950854958705,,,,,,,,,,,
Armenia,2010,,0.6915376638512811,,,,,,,,,,,
Armenia,2011,,0.6836657169329462,,,,,,,,,,,
Armenia,2012,,0.6751988946820061,,,,,,,,,,,
Armenia,2013,,0.6655675912885547,,,,,,,,,,,
Armenia,2014,,0.660473290407404,,,,,,,,,,,
Armenia,2015,,0.6431491215588115,,,,,,,,,,,
Armenia,2016,,0.6265001040811203,,,,,,,,,,,
Armenia,2017,,0.6415657396933984,,,,,,,,,,,
Armenia,2018,,0.6432644917469531,,,,,,,,,,,
Armenia,2019,,,0.663912678528496,,,,,,,,,,
Armenia,2020,,,0.671475694794296,,,,,,,,,,
Australia,1981,,,,,,,0.1212635536169684,,,,,,
Australia,1985,,,,,,,,0.1189238443736306,,,,,
Australia,1989,,,,,,,,,0.1168655471954668,,,,
Australia,1995,,,,,,,,,0.1318637136066419,,,,
Australia,2001,,,,,,,,,0.1043210762312634,,,,
Australia,2003,,,,,,,,,0.098240845948613,,,,
Australia,2004,,,,,,,,,,0.0759624312084972,,,
Australia,2008,,,,,,,,,0.0490260254668066,,,,
Australia,2010,,,,,,,,,,0.0488337530525801,,,
Australia,2014,,,,,,,,,0.0392065977114817,,,,
Australia,2016,,,,,,,,,0.041810959607652,,,,
Australia,2018,,,,,,,,,0.0431147725261714,,,,
Austria,1987,,,,,,,0.033578741004251,,,,,,
Austria,1994,,,,,,,,0.0551122536077522,,,,,
Austria,1995,,,,,,,0.0943406960628651,,,,,,
Austria,1997,,,,,,,,0.0584631326655231,,,,,
Austria,2000,,,,,,,,0.0435648327443869,,,,,
Austria,2003,,,,,,,,,0.0425760239383654,,,,
Austria,2004,,,,,,,,,0.0350955280808366,,,,
Austria,2005,,,,,,,,,0.0376810677000511,,,,
Austria,2006,,,,,,,,,0.0370164903671038,,,,
Austria,2007,,,,,,,,,0.0411633213546293,,,,
Austria,2008,,,,,,,,,0.0398877851888539,,,,
Austria,2009,,,,,,,,,0.0414336715314688,,,,
Austria,2010,,,,,,,,,0.0348277877849952,,,,
Austria,2011,,,,,,,,,0.0398787042944971,,,,
Austria,2012,,,,,,,,,0.0428796631676771,,,,
Austria,2013,,,,,,,,,0.0333905055735435,,,,
Austria,2014,,,,,,,,,0.0353125593212999,,,,
Austria,2015,,,,,,,,,0.0389552123623849,,,,
Austria,2016,,,,,,,,,0.0383147685372249,,,,
Austria,2017,,,,,,,,,0.0337522980100449,,,,
Austria,2018,,,,,,,,,0.0355394000075501,,,,
Austria,2019,,,,,,,,,0.0342787382497194,,,,
Azerbaijan,1995,0.7626055307508741,,,,,,,,,,,,
Azerbaijan,2001,,0.7222358135891309,,,,,,,,,,,
Azerbaijan,2002,,0.6486705412691594,,,,,,,,,,,
Azerbaijan,2003,,0.6373525755117696,,,,,,,,,,,
