country,year,p0p100_gini,p0p10_share,p0p50_share,p10p20_share,p20p30_share,p30p40_share,p40p50_share,p50p60_share,p50p90_share,p60p70_share,p70p80_share,p80p90_share,p90p100_share,p99_999p100_share,p99_99p100_share,p99_9p100_share,p99p100_share,p0p10_threshold,p10p20_threshold,p20p30_threshold,p30p40_threshold,p40p50_threshold,p50p60_threshold,p60p70_threshold,p70p80_threshold,p80p90_threshold,p90p100_threshold,p99_999p100_threshold,p99_99p100_threshold,p99_9p100_threshold,p99p100_threshold,p0p100_average,p0p10_average,p10p20_average,p20p30_average,p30p40_average,p40p50_average,p50p60_average,p60p70_average,p70p80_average,p80p90_average,p90p100_average,p99_999p100_average,p99_99p100_average,p99_9p100_average,p99p100_average,age,pop
AU,2012,.521090510165131,.0036,.1389,.0123,.0239,.0394,.0597,.0834,.5212,.1094,.1443,.1841,.3399,.005,.0167,.0548,.1244,0,4241.632570507426,9920.952187863453,17481.29217677293,27482.44844470805,40491.83594661174,54091.01935540374,70887.14147748475,92206.52881765307,113347.8889504019,20265210.48993719,4574490.7272944,1181983.718491955,239069.3831021565,56492.71998893217,2015.238056016038,6941.904626796268,13519.3874919777,22247.2784785716,33745.16941125371,47122.24398083113,61814.08042958159,81509.65827754418,103981.2224660363,192031.1527251324,28132361.9014467,9427744.374333378,3093716.470400041,702498.0815655567,992,i
AU,2013,.532343040864191,.0034,.1329,.0117,.0229,.0377,.0572,.0803,.5163,.1089,.1433,.1838,.3508,.0068,.0199,.0583,.1325,0,4112.584953971428,9621.904574636121,16963.94524806641,26694.62533078955,39302.04005140108,55660.95129763768,71322.99180913797,93674.48797275603,115981.2222324834,26815161.38286535,4928247.182994364,1213171.336932578,254633.3283774707,57323.19616324503,1953.809485783035,6731.700549254761,13115.50994881785,21599.11522588051,32802.44834116627,46054.76100841,62411.7674927789,82124.69227917938,105362.2428473211,201076.1185354871,38746678.29350247,11401112.56721874,3341994.560805964,759531.5498432841,992,i
AU,2014,.530094810645707,.0034,.1337,.0118,.023,.0379,.0576,.0821,.518,.1079,.1434,.1847,.3483,.007,.0205,.0598,.1261,0,4107.959103721323,9610.884166687343,16943.74116682699,26660.54369879981,39453.26453825377,53678.97854709666,70939.99861931315,93844.55599665693,115586.2562537759,27632342.31934172,5013476.433036249,1177815.283198935,240651.5599421112,56919.99889218077,1951.700642286664,6724.081501784001,13100.27185387634,21572.44855973285,32758.36670937116,46722.51609745447,61407.68587966802,81606.7331055868,105108.0931924036,198247.9553252248,40028949.22092691,11683223.31002741,3403768.028991438,717987.6731008214,992,i
AU,2015,.532189346501049,.0034,.1321,.0117,.0227,.0374,.0569,.0817,.5181,.1078,.1438,.1848,.3499,.0073,.0208,.0595,.125,0,3971.224412505004,9291.904581058825,16384.69355865997,25789.79541642723,38141.83599234919,51917.95817320767,69738.02585359119,91988.7056926408,112838.025014747,27837101.49903002,4877960.449279204,1134414.87588036,237820.1994529996,55736.39347304012,1886.666629946962,6500.544091168666,12666.66642013861,20864.28530820952,31696.93815860089,45512.51612100438,60083.12808231829,80154.2841542636,102997.8211246317,195001.152667328,40588239.82228648,11598712.76745453,3317547.48645184,696780.802765266,992,i
AU,2016,.53020937510891,.0034,.1325,.0117,.0228,.0376,.0571,.0813,.5215,.1085,.145,.1866,.346,.0067,.0194,.0557,.121,0,4044.489717201509,9463.537230779608,16688.09491329916,26269.25118940863,39989.25092237982,52749.52278287349,70726.73331734142,93632.24307561904,116334.3514773112,26225569.55760573,4637718.617220275,1103302.903696769,239376.0497628545,56584.76080346734,1921.496561241865,6620.544088833138,12900.95212986449,21251.36013060796,32288.02658247084,46013.26441057818,61405.44098175253,82049.72629424385,105595.7802577418,195800.6764612909,38177237.28417718,10968117.67768683,3154146.809359956,684884.000275722,992,i
AU,2017,.535182086418757,.0034,.1324,.0117,.0228,.0375,.057,.0811,.512,.107,.1423,.1816,.3556,.0149,.0316,.0695,.1333,0,4066.326451470385,9514.421583530757,16776.73436735631,26404.96547248155,38719.25094709751,52846.52958370655,69810.54285898253,92143.94378485755,113320.7460937873,53186589.44103364,5408138.670252999,1078553.380368939,260648.9064916836,56935.10093270318,1931.836697095039,6656.258373852325,12969.93172035869,21362.78869986783,32450.20345006273,46163.26440765877,60916.12126338487,81044.48821857045,103372.5149948902,202483.3293924526,84990899.23019785,17998656.18030905,3958153.800514496,759096.311756517,992,i
CA,1920,.607397827231246,.0035,.1179,.0117,.0219,.0339,.0469,.0604,.4038,.0756,.0998,.1679,.4783,.0085,.0205,.0527,.1423,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1921,.689602472342511,.0028,.0913,.0096,.0176,.0264,.0349,.042,.3127,.0488,.0659,.1559,.5961,.0046,.0167,.0571,.1741,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1922,.625562181254558,.0033,.1121,.0113,.021,.0322,.0442,.0562,.3839,.0695,.0923,.1659,.504,.0053,.0159,.0495,.1499,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1923,.583012039893596,.0037,.126,.0124,.0233,.0362,.0505,.0659,.4317,.0835,.1097,.1727,.4423,.0053,.015,.0461,.1421,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1924,.588121243412143,.0036,.1244,.0123,.023,.0357,.0497,.0647,.426,.0818,.1076,.172,.4496,.0057,.0159,.048,.1436,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1925,.577896747214247,.0037,.1273,.0125,.0234,.0365,.0512,.0672,.4361,.0856,.1118,.1715,.4366,.0037,.0129,.0426,.1302,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1926,.582571422639944,.0037,.126,.0124,.0233,.0362,.0506,.066,.4317,.0838,.1099,.172,.4422,.0051,.0154,.0472,.1384,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1927,.588737473941766,.0036,.1242,.0123,.023,.0357,.0497,.0646,.4255,.0816,.1073,.172,.4503,.006,.017,.0504,.1451,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1928,.595457852642898,.0036,.1222,.0121,.0227,.0351,.0487,.0629,.4185,.0792,.1046,.1718,.4593,.0059,.0171,.052,.1513,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1929,.59995721085361,.0036,.1208,.012,.0225,.0347,.048,.0619,.4137,.0776,.1027,.1716,.4655,.0055,.0167,.0524,.1545,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1930,.610413237116301,.0035,.1174,.0118,.022,.0338,.0465,.0595,.4023,.0741,.0984,.1702,.4803,.0059,.018,.0558,.1591,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1931,.643686669756853,.0032,.1065,.0108,.0201,.0307,.0416,.052,.3647,.0634,.0848,.1645,.5289,.0052,.0168,.0546,.1641,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1932,.678277244094755,.0029,.0951,.0099,.0183,.0275,.0365,.0444,.3259,.0523,.0705,.1586,.579,.006,.0186,.0588,.1747,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1933,.692954447410969,.0028,.0903,.0095,.0174,.0261,.0344,.0412,.3093,.0477,.0645,.1559,.6005,.0047,.0169,.0581,.1784,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1934,.675042945979708,.003,.0962,.01,.0184,.0278,.037,.0451,.3294,.0533,.0719,.1591,.5744,.0056,.018,.0576,.1731,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1935,.664433560578519,.0031,.0996,.0103,.019,.0287,.0385,.0475,.3412,.0568,.0762,.1606,.5593,.005,.0168,.0553,.168,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1936,.667416549908513,.003,.0987,.0102,.0189,.0285,.0381,.0468,.3382,.0558,.075,.1606,.5631,.0059,.0186,.059,.1725,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1937,.641182381407322,.0032,.1072,.0109,.0202,.0309,.0419,.0527,.3671,.0643,.0858,.1643,.5257,.0038,.0151,.0539,.1607,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1938,.680275971624788,.0029,.0947,.0099,.0182,.0274,.0363,.0439,.3244,.0515,.0696,.1594,.5809,.0059,.0183,.0595,.182,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1939,.655817860193331,.0031,.1025,.0105,.0195,.0295,.0398,.0494,.351,.0595,.0798,.1623,.5466,.0047,.0164,.0554,.1669,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1940,.618663434664978,.0034,.1143,.0115,.0214,.0329,.0452,.0577,.3914,.0718,.0951,.1669,.4943,.0059,.0149,.0444,.1454,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1941,.587920909851952,.0036,.124,.0122,.0229,.0356,.0497,.0649,.4249,.0822,.1077,.17,.4511,.0038,.0126,.0416,.1314,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1942,.547369133168313,.0039,.137,.0132,.025,.0392,.0557,.0741,.4692,.0953,.1235,.1764,.3938,.0031,.0104,.0347,.1116,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1943,.5456028816770661,.0039,.1376,.0133,.0252,.0394,.0558,.074,.4713,.0951,.1235,.1787,.3911,.0025,.009,.0317,.1059,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1944,.531849532711721,.004,.1419,.0136,.0258,.0406,.0578,.0773,.4861,.0998,.129,.1799,.372,.0022,.008,.0287,.0988,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1945,.530875316726704,.004,.1421,.0136,.0258,.0407,.0581,.0778,.4869,.1006,.1298,.1786,.371,.002,.0076,.0284,.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1946,.53416226163273,.004,.1411,.0135,.0256,.0404,.0577,.0774,.4833,.1002,.129,.1767,.3757,.002,.0078,.0296,.1059,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1947,.536978945027744,.0039,.1402,.0134,.0254,.0401,.0573,.0768,.4802,.0994,.128,.176,.3796,.0021,.008,.0303,.1086,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1948,.526572119061138,.004,.1435,.0137,.026,.041,.0588,.0792,.4915,.1027,.132,.1776,.365,.0015,.007,.0289,.1026,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1949,.537809566921341,.004,.14,.0135,.0255,.0401,.057,.0762,.4796,.0983,.1271,.178,.3804,.0014,.0067,.0286,.1056,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,992,i
CA,1950,.538065052442926,.004,.14,.0134,.0255,.0401,.057,.0762,.4794,.0983,.1271,.1778,.3806,.0015,.0072,.0301,.1075,0,1645.083267963592,3771.583183464069,6410.999745249736,9549.416287206923,13129.24947829045,17166.91598451465,22006.49912554021,28994.33218120198,43849.16492425725,2454799.319121697,869629.7987773469,332332.9867942724,99871.99603144308,19820.58254573408,784.0833021766595,2665.499894082541,5047.49979943036,7939.833017832687,11304.16621747942,15101.74939991034,19487.83255895638,25196.24899879093,35237.74859977755,75441.16366890389,3069407.294699368,1424607.526724511,595847.8096564666,212980.908203565,992,i
CA,1951,.524148422014593,.004,.1443,.0138,.0261,.0413,.0591,.0794,.4943,.1029,.1325,.1795,.3614,.0013,.0063,.0275,.0991,0,1749.916597131223,4019.083173629302,6853.083061016256,10255.58292581305,14186.41610294909,18661.83259177867,23962.6657144758,31152.16542879072,44753.33155499556,2141116.83158632,831665.4669525806,317686.7373762621,98472.32942039418,20610.5825143423,833.833300199772,2837.916553897985,5387.083119269864,8507.249661952241,12177.99951608973,16371.58268278503,21217.49915689226,27301.58224846583,36993.99852999044,74476.58037389966,2606112.646442378,1308048.1146895,567506.3941159867,204216.408551835,992,i
CA,1952,.525107891502277,.004,.144,.0138,.0261,.0412,.0589,.079,.4933,.1023,.1318,.1802,.3626,.0015,.0066,.0266,.0972,0,1839.999926884966,4223.666498833224,7195.416380746483,10753.49957269428,14849.6660765939,19502.16589172015,25033.58233858806,32669.49870183064,47553.49811039359,2591040.730374616,833515.9668790483,319890.487288693,103903.7458712357,21664.83247245016,876.7499651610833,2983.083214796246,5658.749775141467,8926.166311972653,12757.91615971258,17121.49931965268,22164.91578591197,28562.9988650083,39032.08178233761,78564.41354479709,3331030.534303394,1425706.110014191,576031.3104439036,210660.8249624235,992,i
CA,1953,.531791899569934,.004,.1419,.0136,.0258,.0406,.0578,.0772,.4862,.0996,.1288,.1806,.3718,.0015,.0065,.0266,.0975,0,1856.166592909227,4254.666497601395,7229.666379385511,10763.24957230685,14789.16607899795,19327.41589866409,24777.99901541069,32695.66536745754,49545.08136458851,2547869.732090077,846687.5496889899,326730.4870168957,107012.9124143552,22031.74912453687,884.6666315131699,3007.166547172593,5692.999773780494,8951.416310969309,12737.08282720709,17006.08265757226,21939.58246153258,28387.49887198204,39789.74841889731,81921.33007807187,3247466.287623939,1426248.526659304,584961.9767556974,214916.1581266651,992,i
CA,1954,.541362600654056,.004,.139,.0134,.0254,.0398,.0564,.0749,.476,.0962,.125,.18,.385,.0017,.0069,.0277,.1021,0,1759.416596753727,4026.999839981389,6824.916395468831,10120.99959782758,13834.41611693631,17984.24928537008,23019.16575196712,30727.24877900873,48574.16473650261,2700890.309342919,842090.0498716781,328959.2369283332,106280.6624434522,21191.08249127529,838.7499666710678,2848.33322015073,5381.249786168327,8433.666331542847,11945.33285866841,15862.6660363409,20385.9991899331,26484.16561428038,38135.74848462137,81594.58009105575,3509597.193874458,1458887.525362347,586195.4767066825,216261.1580732196,992,i
CA,1955,.537064309400792,.004,.1403,.0135,.0256,.0402,.057,.0759,.4806,.0978,.1268,.1801,.3791,.0019,.0073,.0281,.1006,0,1890.66659153832,4330.499827921382,7348.583041326852,10918.41623280775,14962.41607211362,19501.24922508991,24981.16567400424,33158.49868239953,51348.83129291392,3213601.122302953,916833.7135682983,344314.2363181803,111440.4122384222,22626.24910091356,901.2499641875409,3061.916544997024,5790.499769906192,9089.499638815703,12903.16615394086,17180.16598398815,22121.24912098046,28682.16552693971,40759.66504702295,85773.07992501705,4261118.747345006,1661484.767311855,634924.724770356,227706.3242850961,992,i
CA,1956,.530789577964374,.004,.1422,.0137,.0259,.0407,.0579,.0773,.4872,.0998,.1291,.181,.3705,.0015,.0063,.0258,.0951,0,2017.999919811881,4625.499816199135,7859.499687691514,11700.49953506388,16075.99936119712,21007.66583189695,26930.66559653807,35539.5819211171,53911.16452442927,2726974.308306434,894615.4644511723,342492.4030572401,115469.078745004,23900.99905025954,961.8332951135087,3269.333203421692,6189.083087401245,9731.082946654804,13845.7494498193,18485.08259880208,23846.08238577507,30854.49877395227,43266.99828072381,88560.57981425175,3485349.361504647,1516869.689725009,617431.8921321255,227219.4909711079,992,i
CA,1957,.5345807187328,.004,.141,.0136,.0257,.0404,.0573,.0764,.4831,.0983,.1275,.1809,.3759,.0014,.0062,.0254,.0952,0,2013.583253320717,4612.499816715708,7828.416355593322,11633.91620437633,15947.74936629332,20791.41584048996,26633.91560832986,35325.33192963064,54641.83116206185,2687476.809875923,878139.3817725397,342075.5697404703,117812.0786519015,23982.83238034112,959.8332951929815,3261.16653707954,6168.08308823571,9684.082948522417,13750.9161202543,18314.49927224712,23585.66572945643,30570.33211857737,43389.41494252608,90144.49641797922,3444949.863109979,1489313.107486676,609675.5591070011,228344.7409263944,992,i
CA,1958,.5390708835924241,.004,.1396,.0135,.0255,.04,.0567,.0753,.4782,.0969,.1258,.1802,.3822,.0015,.0062,.0257,.0977,0,2007.249920239047,4595.58315072125,7792.6663570139,11564.99954044817,15824.24937120077,20591.2491817772,26360.24895253772,35102.83193847199,55163.66447465938,2725195.975043765,886201.7147855047,352594.3193224927,121135.4118531774,24094.74904256061,956.9166286422128,3250.083204186619,6142.749755909033,9633.249617209018,13656.74945732948,18154.08261195484,23345.99907231327,30299.99879598612,43428.5816076364,92079.41300775921,3506026.527349677,1503401.773593509,619422.05871971,235380.7406468089,992,i
CA,1959,.539465214002279,.004,.1395,.0135,.0255,.0399,.0566,.0751,.4778,.0966,.1254,.1806,.3827,.0014,.006,.025,.0962,0,2047.333251979612,4686.249813785146,7942.749684383456,11779.4995319247,16102.99936012424,20934.33250147762,26791.9156020515,35750.49857940269,56593.91441782635,2653676.561219025,874607.7985795387,352168.9026727306,123547.8284239833,24570.41569032598,976.0832945472645,3314.583201623619,6262.416417820574,9815.33294330701,13903.49944752452,18464.49926628666,23728.99905709421,30819.24877535298,44381.58156976758,94037.74626327536,3405345.864683701,1473074.108131956,613313.89229576,236294.5739438298,992,i
CA,1960,.541859755782576,.004,.1387,.0134,.0254,.0397,.0562,.0745,.4752,.0956,.1244,.1807,.386,.0014,.0059,.0248,.0965,0,2016.499919871485,4613.583150005994,7813.166356199302,11572.99954013028,15794.49937238293,20498.33251880271,26219.49895813063,35115.66527129537,56331.83109490728,2588558.230473262,854806.6326996998,348637.4861463897,123062.8284432555,24280.66570183961,961.4166284633989,3263.916536970265,6162.833088444327,9649.249616573236,13648.33279099727,18094.16594766905,23223.91574383109,30201.41546657013,43866.74825689188,93734.7462753155,3324597.951225669,1436759.026241654,601805.8094197169,234309.4906893765,992,i
CA,1961,.545941832120434,.0039,.1374,.0133,.0252,.0394,.0556,.0736,.4708,.0942,.1227,.1803,.3918,.0015,.0061,.025,.0981,0,2108.249916225668,4820.749808440596,8155.833009249618,12062.1661873592,16428.24934719997,21274.58248795731,27190.74891953662,36581.66521304176,59713.41429386856,2928320.966972302,902742.9641282144,370596.8186071375,131832.0780947967,25558.41565106639,1005.249960054952,3411.416531109141,6436.249744246391,10064.74960006275,14210.41610199541,18798.24925302462,24087.83237616879,31371.08208675842,46069.6648360225,100129.4126878809,3837253.014187918,1564844.604485323,639749.9745786177,250640.990040421,992,i
CA,1962,.534629587952712,.004,.141,.0136,.0257,.0404,.0573,.0762,.483,.0981,.1273,.1813,.376,.0012,.0053,.0229,.0926,0,2281.999909321463,5226.249792327473,8866.99964765706,13170.4161433213,18041.33261643512,23504.16573269495,30102.33213717402,39987.08174438933,62212.99752787737,2535902.815898933,872964.1319781856,370354.8186167537,135581.661279135,27163.08225396933,1087.833290106718,3695.499853154017,6987.666389001727,10965.91623092027,15561.4160483115,20710.83251035872,26657.91560737618,34570.83195961177,49246.33137645977,102146.4126077326,3232343.871558183,1434777.776320382,621208.975315371,251472.9900073603,992,i
CA,1963,.5316594143400411,.004,.1419,.0137,.0259,.0406,.0577,.0769,.4861,.0991,.1284,.1816,.372,.0011,.0049,.022,.0903,0,2377.499905526634,5447.249783545722,9248.749632487676,13752.58278685474,18866.24925032254,24614.83235522769,31537.5820801423,41757.83167402604,64234.91411420028,2385624.488537125,869510.7154487454,373488.9851588798,139471.6611245603,28170.24888061479,1133.249954968689,3850.999846975001,7285.833043820314,11444.33287857636,16261.24935383595,21674.99913871284,27928.08222357095,36175.74856250478,51152.91463403228,104795.3291691407,2994742.464332949,1391651.444700735,619625.8087116136,254424.5732234082,992,i
CA,1964,.534606620528523,.004,.141,.0136,.0257,.0404,.0573,.0763,.483,.0982,.1273,.1812,.376,.0012,.0053,.0228,.0927,0,2474.4999016722,5667.416441463751,9616.166284554516,14284.58276571496,19570.2492223481,25499.24898675079,32658.49870226774,43369.66494331086,67411.7473212976,2781706.972798219,944626.2124639235,401493.9840460611,147290.9108138512,29458.99882940446,1179.583286460901,4007.333174096206,7577.749698887254,11892.99952741462,16878.99932928877,22467.49910722172,28921.58218409281,37502.2485097944,53387.58121190127,110774.0789315665,3560310.025192645,1561804.687939452,673132.8065854365,273049.5724833172,992,i
CA,1965,.530703265469608,.004,.1422,.0137,.0259,.0407,.0579,.0772,.4872,.0995,.1289,.1816,.3706,.0012,.0052,.0224,.0909,0,2601.83322994576,5962.166429751438,10125.99959762889,15063.99940141039,20678.08251166009,26996.08226060531,34596.91529190865,45748.24818212778,69966.66388644099,2894812.801637131,966782.3782501831,409805.3170491317,151795.3273015284,30782.74877680336,1240.166617386868,4214.58316586083,7975.666349742131,12532.74950199323,17817.58262532615,23764.74905567363,30635.74878264461,39666.41509046481,55898.66444545311,114081.4121334782,3721591.435450564,1610878.435989436,689135.6392828743,279803.3222149473,992,i
CA,1966,.527210612401457,.004,.1433,.0138,.0261,.041,.0584,.0781,.4908,.1008,.1302,.1817,.366,.0011,.0048,.0212,.088,0,2731.083224809827,6262.083084500486,10646.74957693615,15863.8327029612,21821.16579957137,28546.16553234386,36600.16521230664,48171.5814191665,72563.66378324547,2718222.225320877,952798.7954725076,410651.0670155246,157846.8270610634,32161.66538867679,1301.666614943078,4425.333157486377,8381.416333619076,13187.83280929589,18783.41592028071,25106.24900236721,32410.24871213231,41889.58166879077,58433.99767804135,117696.9953231412,3452412.196146786,1551070.021699343,681471.3895874241,283030.6554200379,992,i
CA,1967,.529379122693141,.004,.1426,.0137,.026,.0408,.0581,.0775,.4885,.1,.1294,.1816,.3689,.001,.0046,.0211,.0889,0,2732.91655807031,6264.166417751036,10643.9162437154,15845.16603703628,21769.41580162773,28444.66553637711,36458.08188461919,48111.33142156062,73175.24709227667,2491866.567648777,950633.2122252267,419000.5666837452,159858.9936477738,32286.4987170497,1302.58328157332,4427.583157396971,8381.666333609141,13178.24947634337,18749.83258828186,25030.49900537724,32285.16538376934,41767.5816736386,58620.83100395059,119121.0785998865,3095175.62700876,1487775.607547771,681958.8895680526,286984.9885962401,992,i
CA,1968,.531198951803054,.004,.142,.0137,.0259,.0407,.0578,.077,.4866,.0992,.1285,.1818,.3714,.0009,.0046,.0213,.0893,0,2802.583221968672,6420.999744852371,10901.9162334634,16210.41602252255,22237.41578303108,29012.41551381675,37171.74852292729,49220.58137748298,75733.66365728098,2519421.98322049,985210.3775179201,434267.3994104291,164309.1601376067,33172.91534849333,1335.833280252083,4539.416486286446,8588.166325403567,13489.83279729549,19167.24923836188,25547.66565149355,32917.41535864599,42639.33163899837,60301.08093718346,123203.3284376725,3106535.043224044,1525406.189385799,705915.1386161167,296112.4049002159,992,i
CA,1969,.531505170030136,.004,.142,.0137,.0259,.0406,.0577,.0769,.4863,.099,.1283,.182,.3718,.0009,.0045,.021,.089,0,2889.166551861492,6618.166403684339,11232.99955364066,16694.74933661021,22887.49909053242,29842.49881416553,38230.66514751639,50695.58131887174,78332.49688734596,2533116.816009639,995047.4604603628,445425.23230039,169384.8266025845,34189.66530809131,1377.166611942977,4679.249814063302,8850.416314982689,13896.24944781261,19733.58254919115,26285.83228882811,33854.58198807299,43878.08158977487,62237.99752688396,127103.9116160106,3124700.875835532,1535437.272320533,716478.9715296811,304283.4045755294,992,i
CA,1970,.535765893445099,.004,.1407,.0136,.0257,.0403,.057,.0756,.4818,.0971,.1263,.1828,.3775,.0008,.0042,.0204,.0886,0,2852.749886641895,6527.499740620441,11056.66622731419,16382.66601567795,22369.49911111589,29049.41551234651,37173.6651895178,49741.08135680017,79233.58018487346,2310789.324844141,949739.6289274013,439073.7325527759,168938.0766203367,33897.58198636433,1360.083279288475,4617.66648317707,8720.332986818403,13657.16612397959,19325.1658987535,25634.66564803648,32920.83202517688,42808.33163228291,61959.41420462054,127972.3282481694,2822345.721183381,1432987.10972487,690096.8059113475,300399.8213965158,992,i
CA,1971,.53436812162841,.004,.1412,.0137,.0258,.0404,.0572,.0758,.4835,.0973,.1266,.1838,.3754,.0007,.0039,.0193,.0867,0,2920.666550609795,6681.416401171009,11312.91621713173,16752.58266764545,22857.41575839449,29661.66548801787,37953.99849184347,50876.7479783395,81269.91343729016,2089282.416979369,908851.8805521345,436793.7326433749,170433.5765609109,34549.91529377626,1392.499944667019,4727.083145495909,8924.166312052126,13969.58277823194,19753.9158817165,26183.33229290109,33610.08199778855,43737.91492867792,63514.99747614053,129685.3281801009,2520081.983194264,1332231.447061874,668141.6401171009,299683.9880916272,992,i
CA,1972,.533845543713326,.004,.1413,.0137,.0258,.0405,.0573,.076,.484,.0975,.1269,.1837,.3747,.001,.0044,.02,.0869,0,3043.999879042302,6964.91638990573,11796.91619789929,17478.08263881667,23862.99905176953,30986.74876869712,39655.08175758182,53076.24789093922,84382.66331360058,2741690.557721662,991805.3772558584,452497.7320193541,177035.576298571,35999.41523617831,1451.249942332504,4927.249804208666,9304.416296942349,14570.91608767043,20616.24918078379,27344.99891340727,35116.83193791568,45671.74818516762,66115.66403946599,134874.7446405587,3474410.195272664,1581242.437167065,721763.637986354,312979.6542299715,992,i
CA,1973,.53265375352253,.004,.1416,.0137,.0258,.0405,.0576,.0766,.485,.0987,.128,.1818,.3734,.0012,.005,.0216,.0903,0,3183.333206839026,7291.249710271742,12372.91617501111,18383.41593617528,25193.16566558012,32837.74869514499,42068.33166168787,55835.83111461655,86588.41322595195,3452548.029474722,1130266.955087222,494100.7303661993,187812.4925370014,37749.49849996957,1517.416606369943,5155.416461808804,9749.499612589658,15304.08272520367,21725.49913670615,28928.33218382459,37250.99851977818,48300.66474737052,68612.91394023418,140950.24439914,4478063.738724385,1898122.007908735,814575.6342983363,340733.6531271266,992,i
CA,1974,.535234846003171,.004,.1408,.0136,.0257,.0403,.0571,.0759,.4823,.0976,.1268,.1819,.377,.0013,.0052,.0216,.0902,0,3214.49987226724,7358.66637425951,12474.83283762797,18506.91593126784,25311.91566086142,32926.16535829829,42156.58165818114,56201.41443342291,88558.32981434117,3688030.686784148,1147722.371060273,497989.8968783243,191049.7424083647,38241.3318137592,1532.499939103918,5204.499793191741,9834.749609202128,15418.4160539938,21849.33246511879,29033.0821796622,37331.33184991935,48481.08140686808,69574.91390200773,144153.2442718642,4848111.307353348,1974040.921558655,827919.2171014432,345030.9862896992,992,i
CA,1975,.545451784546959,.0039,.1373,.0133,.0251,.0393,.0557,.0741,.4704,.0953,.1237,.1773,.3922,.0018,.0068,.0261,.1005,0,3086.999877333635,7067.416385832747,11982.99952383834,17781.58262675666,24327.74903330202,31656.3320754236,40535.33172260383,54001.5811875031,86199.16324141936,5031280.633408186,1389342.528125817,553575.4780028849,198104.5754613641,37661.66517012642,1471.666608187885,4998.249801387379,9446.249624639731,14812.33274474406,20996.33249901397,27909.16555765597,35894.99857366078,46604.49814810346,66768.49734685806,147714.8274636729,6759762.064724498,2570612.981186342,981270.0443411617,378521.4016255762,992,i
CA,1976,.539569531470331,.004,.1392,.0135,.0254,.0399,.0565,.075,.477,.0965,.1254,.1801,.3838,.0016,.0059,.0231,.0922,0,3209.083205815813,7345.416374786018,12449.66617196134,18464.16593296657,25244.74899686371,32830.74869542314,42041.0816627707,56099.6644374661,89581.3297736908,4465333.15589692,1253274.116866023,511448.9796768418,195382.6589028567,38580.74846693866,1529.916605873238,5195.416460219347,9815.999609947186,15385.08272198502,21794.91580061445,28951.74884956076,37224.24852084113,48368.49807800839,69470.74723948028,148070.9941161868,5989243.678675485,2293669.408857758,891843.5478946517,355772.1525295502,992,i
CA,1977,.534932820726752,.004,.1408,.0136,.0257,.0403,.0571,.0759,.4822,.0976,.1269,.1817,.3771,.0016,.0059,.0223,.0884,0,3250.16653751664,7439.999704360947,12611.83283218408,18708.9992565711,25588.41564987429,33292.49867707484,42647.58163867055,56874.8310733304,90188.07974958071,4570351.068390549,1207097.368700923,488005.0639417526,189590.0757996999,38667.08179684141,1549.416605098377,5262.083124236918,9943.082938230682,15587.24938061831,22087.66578898161,29352.58216696641,37755.74849972122,49058.99805057039,70274.16387422204,145799.8275397682,6225240.169297826,2274102.326301951,861297.2157751205,341935.5697460334,992,i
