country_year,gini,wgini,w2,w1,whalf,ede2,ede1,edehalf,a2,a1,ahalf,ge2,ge1,ge0,gem1,p75p50,p25p50,p10p50,p90p50,p75p25,p90p10,p95,p90,p75,p50,p25,p10,p5,max,min,sumw,sd,Var,mean
OI-MER2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI-MER2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OI2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ-MER2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OJ2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OM2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PG2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PH2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PK2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PL2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PS2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PT2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QA2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB-MER2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QB2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
