country_year,gini,wgini,w2,w1,whalf,ede2,ede1,edehalf,a2,a1,ahalf,ge2,ge1,ge0,gem1,p75p50,p25p50,p10p50,p90p50,p75p25,p90p10,p95,p90,p75,p50,p25,p10,p5,max,min,sumw,sd,Var,mean
DK2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DK2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZ1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZ1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DZ2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EE2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EG2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ES2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ET2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FI2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FR2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GA2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GE2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GH2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GM2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GR2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
