"country","year","gini_coef","percentile_1","percentile_2","percentile_3","percentile_4","percentile_5","percentile_6","percentile_7","percentile_8","percentile_9"
"Germany","1992",0.265,14371.8937028385,17826.974135016,20796.167213756,23472.9500076855,26361.20885883,29419.6455312636,33271.5051515676,38656.454875681,47154.4189103711
"Germany","1991",0.269,13845.6928652344,17340.1867060555,20242.2782330009,22924.4543947367,25906.1021346699,29127.7984052544,32967.3275359571,38997.5321706749,47473.7312516017
"Germany","1990",0.259,15752.5430084868,19234.6702196303,22371.5312139065,25102.8879261679,28083.7808993487,31751.4020103471,35436.4506901682,40805.7155195676,49121.971286358
"Germany","1989",0.256,15367.1909964688,18581.3226080595,21506.5701884447,24269.0659086355,26838.654337594,29952.117207407,33691.3969037822,38251.3937253762,45657.4717906512
"Germany","1988",0.257,14919.0350970763,18473.8687199482,21477.4172401813,24138.8339713303,26577.0623655198,29707.5018812514,33583.8824495161,38303.0729157018,45429.2110330485
"Germany","1987",0.251,14557.8082263717,17920.2100338486,20567.8593210905,23323.7588565802,25832.9136385395,28660.7256584669,32171.3746168973,36694.3564333622,43917.899812726
"Germany","1986",0.247,14090.728067494,17404.7938563763,20250.3864000868,22498.6594205376,25217.2745982728,28054.6504481487,31292.3733503852,35710.3468490277,42352.5908863959
"Germany","1985",0.25,13219.5487378906,16315.0023295035,18988.3158607462,21588.1047404385,24023.6161479475,26888.3581207891,30053.8008780069,33914.5189753707,40686.4395413621
"Germany","1984",0.256,13234.2826475534,16345.8540904981,19125.238525236,21524.3331977932,24037.5564444928,26833.3974925982,29842.532110674,33669.5974067099,41067.1607793117
"Germany","1983",0.26,16525.8421912506,20022.3046044357,22849.1348895828,25675.7836964609,28764.3918477665,32231.5409835422,36361.4396840017,41986.5741388786,51377.5029060485
"Germany","1981",0.244,14448.6772613206,17344.5338098193,19902.1123717868,22121.5066550858,24618.4118419203,27629.4600137002,31124.0555532382,35269.767847099,41689.8020278074
"Germany","1978",0.263,16614.4806015197,20188.9097855969,22963.948039804,25712.3601641982,28764.5978630011,32093.4768789895,36059.5129959683,41418.3330501596,51048.9250874939
"Germany","1973",0.271,14144.7165906439,17421.69705756,19990.5563533761,22504.1044326295,25130.0239019705,28144.3421739917,31834.8694893509,36852.2721534723,45558.0476207528
"Greece","2016",0.318,6367.45503823266,8774.6074306569,10547.793973199,12362.6334439121,14192.9874786428,16318.0577350079,18842.4705734907,22120.2006529546,27640.0148026008
"Greece","2013",0.332,5746.5817520275,8055.78632976526,9810.29631345648,11582.4783054556,13433.6681677899,15549.016214751,18156.2848866901,21673.7947577768,27426.9718119087
"Greece","2010",0.324,8900.06898329321,11755.7464038497,14285.1366949605,16868.8120616078,20008.8699222795,22943.0342174267,26134.9045768035,30792.9075832465,38949.9959075051
"Greece","2007",0.319,10266.811179302,13338.7950863168,15962.1142113905,18700.1409955002,21860.1251634033,24877.4468565643,28602.2356856039,34222.7022198713,42628.3030902095
"Greece","2004",0.327,9511.77729234376,12495.9575790772,15358.062406697,17826.269892797,20523.3422906009,23896.4136341329,28010.5486925763,33009.6372322006,41601.482897728
"Greece","2000",0.333,7342.60940459456,9862.59840406553,12286.9165681243,14703.0415521761,16952.4924348743,20093.8340848935,23433.3536439819,27802.1178237952,34699.5043303352
"Greece","1995",0.349,5985.12797992939,8743.66165267006,10613.6281837984,12808.1744752824,15066.5631615725,17465.1342798006,20733.0937164633,24280.7545216305,32051.2914422253
"Guatemala","2014",0.394,1954.30157247859,2552.89683937641,3158.11510610847,3792.56039669355,4465.64120561165,5310.1000608264,6244.72748022387,7689.0339716855,10580.5934971558
"Guatemala","2011",0.481,1195.49605148062,1807.55950223249,2412.0876218291,3152.38377643796,3935.64296388544,4919.55384687209,6151.73301517764,8384.48799239797,12356.0977479981
"Guatemala","2006",0.472,1765.81072108214,2447.5190732041,3262.37462591211,4193.59944626755,5317.53607130612,6679.64000052794,8498.42867254538,10944.3715046009,16085.1358515096
"Hungary","2015",0.268,7016.98316585456,8764.35602394469,10049.6103731664,11248.6810597454,12674.9086507499,14543.0790420714,16399.8457132999,18896.9727442356,22651.9619594705
"Hungary","2012",0.288,5070.52801066613,6545.25600408698,7653.21870237569,8945.18320558554,10157.3825829066,11516.5056603168,13076.3578920651,15035.3195241951,18811.6838733599
"Hungary","2009",0.271,5592.68435668387,7033.00452959889,8187.4768538517,9325.24091637456,10152.0364362111,11323.5068337548,12876.7565923175,15071.8653493723,18997.0029825618
"Hungary","2007",0.269,6060.44148398601,7452.54521327596,8538.59771246329,9597.91740852962,10741.7532938183,12130.919777313,13602.4278108977,15256.7624684261,18624.9175928854
"Hungary","2005",0.286,6055.24044262738,7307.66729622934,8357.05609454124,9383.53033365619,10571.5495817513,12031.4639173456,13537.5042385722,15516.7011419667,19821.6554657837
"Hungary","1999",0.29,4503.54693833415,5454.01108754824,6216.70763932777,7110.54766310164,8144.12178025572,9206.75317830895,10179.0803985157,12106.3164603004,15422.2760473532
"Hungary","1994",0.324,4308.42361809928,5629.79056925848,6647.26531721898,7559.3615385304,8657.39835994882,9846.22483079801,11356.4835018322,13846.0775115664,17991.5959893901
"Hungary","1991",0.288,5675.16287580092,7116.29672701754,8339.16737084599,9551.78072247051,10886.5126604589,12155.5082683379,13752.4182243656,15972.1189520725,19886.5071133977
"Iceland","2010",0.244,16066.7366859944,19500.7221415912,22145.611481511,24726.011783876,27594.8633113683,30629.0166938626,33661.7446658059,37947.4235645873,44609.1395589882
"Iceland","2007",0.276,18974.8218671465,23072.675330603,26597.5470622054,29755.8124938747,33144.6465529738,36557.0119629718,41301.7639795306,47422.1423720593,59097.0374464007
"Iceland","2004",0.255,16230.8663662447,19926.9985759857,22643.9676147417,25326.0663748674,27901.9275226031,30363.0401457382,34205.7490141467,38694.2671198343,46670.9874558101
"India","2011",0.479,906.784084675963,1354.55800056398,1739.07179900699,2181.19475292948,2675.45301543951,3321.40129736151,4253.56186386018,5807.20061174032,8928.99155669592
"India","2004",0.472,668.242732724222,973.965079373508,1236.64952795237,1533.02745330853,1900.97873175883,2368.23450649422,3073.47519352566,4178.5493416573,6262.11426947517
"Ireland","2017",0.289,14665.0005118055,18295.7141105277,21678.235497409,25017.6598226619,28815.9294134101,32474.6696827718,37184.4415188765,42690.7073354393,52178.8217933867
"Ireland","2016",0.305,13563.2407134276,16797.5976283384,19535.1753394454,22789.3430170209,26325.381614191,30289.6910501328,34904.6530085126,41085.1645287521,51822.6202653897
"Ireland","2015",0.296,13011.7332426944,16117.8736027743,18956.4249190537,22353.920873293,25979.4064802025,29558.8519598174,33803.4964263949,38477.9016323386,47326.0696456612
"Ireland","2014",0.295,12702.6220791037,15677.4257918777,18306.6284613607,21176.4491948361,24806.6200088988,28225.5075955348,32579.6631495429,37540.9863400716,47181.9795528615
"Ireland","2013",0.306,11861.721324129,14812.0386517323,17514.3721780429,20132.0474872804,23426.9966604217,26852.3070124211,30976.2833475213,35871.9536894835,45919.3516500893
"Ireland","2012",0.307,11660.7675113122,14476.3496822198,17060.7821537485,19731.3194888433,22953.9451536163,26128.4951689379,30478.3147453647,35931.9096955408,45422.7104812948
"Ireland","2011",0.302,11469.1574947473,14464.9491988982,17291.8602847459,19880.4413432903,22778.2213345886,26242.5538228659,30485.6966211768,35855.3817085689,44540.3064672226
"Ireland","2010",0.297,12310.8981518924,15467.4007235152,17933.8689340717,20751.2882632671,23832.2034111764,27533.7752583006,31480.1167275035,36762.3014016719,45920.9280544639
"Ireland","2009",0.309,12482.2667736785,15645.5971010854,18199.5142538567,20926.2110910284,24121.2282276899,27982.2244157187,32002.295117977,38110.5161042516,48020.0104329148
"Ireland","2008",0.295,12911.0267871999,16217.6455676037,19024.4090576912,22007.2029585098,25457.5231804622,28588.702171657,33421.5182094886,39574.6656361753,48047.778432971
"Ireland","2007",0.298,14043.5635450825,17305.3620981226,20520.5882509222,24217.0188391303,27981.5706742254,31348.3005525499,36331.989976022,42732.2963408463,53132.2127497396
"Ireland","2006",0.312,13653.1252633798,17036.151869737,20364.3580426736,24060.77613196,28284.7505413548,32553.8869807304,37570.8483275117,44633.947778833,54346.7876922289
"Ireland","2005",0.314,12634.8575877848,15822.8208224772,19073.5661499816,22557.8276576548,26314.3629140756,30056.9632375171,34772.0599737951,41396.443771231,51421.9254146139
"Ireland","2004",0.315,11688.6534102775,14665.8412744569,17946.2712237133,21685.6412747857,25193.8195995481,29487.1135302843,33661.3073442578,39090.9550599079,48787.621831484
"Ireland","2003",0.319,11337.6804633505,14283.5600294349,17693.8388099279,21354.3082548529,25046.596752656,28617.2048735853,32721.266603822,38099.5543434667,48277.8341272292
"Ireland","2002",0.307,10901.000789612,14084.9316539894,17992.8450533084,21647.1578180079,24561.0374465742,28262.0832971588,32164.146079804,37498.5025049471,46423.1580451529
"Ireland","2000",0.313,9321.98857296379,12524.3628659489,16180.8574593729,19064.9757021918,22236.7031062049,25262.370563224,29409.002007182,33668.3936165999,41731.606413909
"Ireland","1996",0.325,7881.89539042697,9869.93577944031,12110.863090083,14302.4258982227,16943.5132215664,19910.0238048203,23457.046500605,27285.7525833063,34123.3731021424
"Ireland","1995",0.336,7516.27432398942,9323.98680783077,11239.6436596098,13401.631058893,15927.3524320771,18561.9903113441,21718.1000654712,25905.7039422766,33002.2090152216
"Ireland","1994",0.333,7400.31845062218,9135.89219897048,10818.8347386591,12887.3133798723,15322.821453171,18283.6053787966,21333.1653136183,25487.308264545,32114.2320817252
"Ireland","1987",0.328,5703.49565339841,6925.44177979822,8377.77534161512,10017.2651122126,11542.3729020008,13405.4549298583,15742.6450388959,18948.4300911717,24103.0764606628
"Israel","2018",0.342,9021.42578585183,12745.6266589108,16444.6154872299,20223.3781949337,23809.5938156096,27835.4857383417,32614.0964626283,38601.3924899072,48819.3028403446
"Israel","2017",0.343,8329.01808453749,12038.48590501,15983.0404843238,19563.8240582528,23097.751320325,27235.5940063428,31978.4627931488,38299.655579652,48176.5193085631
"Israel","2016",0.347,8025.51802497523,11305.5931310149,14796.4230881455,18127.7712914871,21867.4508895912,25624.0733185874,30314.2089308034,36305.5344362986,46143.2818969299
"Israel","2015",0.358,7481.8287061744,10752.670533364,14380.3627406406,17891.9884275018,21416.3809767713,25009.9585071589,29523.0162342432,35356.3359648424,45425.0610099259
"Israel","2014",0.361,7251.73138559163,10421.9177353453,13769.9322498264,16996.9415340995,20388.1561276483,24278.0386111784,28840.0944857107,34438.5189431545,44266.5693131714
"Israel","2013",0.358,7343.68241444524,10409.413370755,13465.7352155727,16763.1422203376,20046.8287258974,23648.6498550611,28062.29520096,34184.3718801103,43863.4557897064
"Israel","2012",0.373,6756.97660120828,9473.47981838292,12453.0337964584,15408.6719937554,18832.821325701,22420.073828582,26939.4948690823,32766.2556489431,42966.4590874271
"Israel","2011",0.368,6653.21838130273,9020.39422704645,11554.435720515,14477.1460017402,17849.3183676884,21660.2277756266,25723.1865690364,31444.9712356387,40805.1941265245
"Israel","2010",0.376,6656.94301260304,8837.88996112677,11157.5729321739,14257.6414321796,17723.8831237044,21356.9279195642,25445.3950284641,30655.8410492041,40543.741781815
"Israel","2009",0.377,6310.04768581073,8639.77280919788,10983.0986212089,13893.321120504,17121.8693331007,20719.8683087055,25025.8404670986,30802.5524074693,39967.6870899927
"Israel","2008",0.374,6536.19985766137,8945.31848365504,11356.291525323,14113.9651334164,17282.137103438,20673.9390674766,24763.6727605524,30014.486598091,39602.5654212794
"Israel","2007",0.369,6468.26834297333,8789.04342392273,11105.7579252864,13983.6771833224,16993.2170377908,20537.6492487298,24334.5369289302,29563.5739780288,38226.4328502046
"Israel","2006",0.372,6206.75498755259,8137.44524526013,10512.8544636762,13150.9340106932,16043.2346872124,19524.1613200683,22972.3585353753,28170.8807437579,36759.305547923
"Israel","2005",0.376,5873.45049704371,8020.05254209944,10209.4414729086,12879.7139187999,15651.0787533338,18645.5303647478,22456.9343952096,27465.2100994768,36258.3968842762
"Israel","2004",0.37,5678.29951134612,7702.4459661086,9988.62673184148,12473.1035535859,15239.8662327746,18180.4871864939,22016.949739149,26605.9004383918,34741.2233546127
"Israel","2003",0.362,5813.30259563683,7782.19101052599,9656.66418461662,12006.7241171222,14652.0369023535,17804.9982648462,21223.7896099027,25396.5041178872,32963.3369785746
"Israel","2002",0.357,5878.72684641567,7790.78825113569,9818.38677814897,12036.4678031801,14401.7863976142,17150.5373981952,20342.8883415041,24742.2322459431,31673.2468574014
"Israel","2001",0.347,6875.30776394021,8800.87451459487,11069.2387062581,13422.8706908253,15948.636001406,19055.370069375,22409.3630793032,26727.0345785411,34448.5852435473
"Israel","1997",0.336,6193.31726571079,8236.77360996179,10149.4059066467,12011.3636297615,14349.9462608824,16845.5752959613,19847.4519981594,23854.4102750651,30125.9479101149
"Israel","1992",0.305,7047.17791038252,8814.10177020723,10547.5980785611,12307.8678230504,14168.759564521,16559.2386679559,19340.934738284,22956.8970113161,29028.8528567332
"Israel","1986",0.309,5705.27771362536,7334.01557819011,8800.73710384077,10334.229948295,12028.2112010883,13854.7265067742,16333.0509743628,19435.6637892999,24522.1567163475
"Israel","1979",0.303,5848.41439418602,7377.18991682624,8610.03567112065,10341.1663317997,11999.7766539909,14049.0610577136,16335.7910858404,19311.4643296022,23588.9946175099
"Italy","2016",0.324,8750.16216773182,11744.8221491951,14143.7281035789,16849.9418845401,19585.1991852385,23337.8999783004,26554.6702509197,31113.8233625068,39251.1883513164
"Italy","2014",0.319,8512.33144937797,11500.6646802989,13809.1967443198,16303.0820547582,19134.5834274727,22334.1945366081,25702.7522312693,30090.0814754609,36953.6664478418
"Italy","2010",0.32,9690.63358897661,12848.967364558,15329.596748849,18034.1289307799,21003.3322256901,24262.7242270194,27959.8898151626,32687.0474162948,41179.8066298763
"Italy","2008",0.319,10226.7706141676,13015.889872577,15464.9740141767,18354.3041820644,21542.5077877777,24842.0558949219,28574.9988072013,33437.3934176972,42204.7466525204
"Italy","2004",0.329,9562.67683035846,12504.2490479215,14934.2004918937,17564.956456198,20692.3410687683,23671.6380875747,27636.5976047401,32391.7421158197,40975.7368917035
"Italy","2000",0.328,9189.38563826735,12375.7926761569,14858.596373957,17622.6834398681,20537.10504627,23732.6056324593,27689.1444097991,32313.9048298728,40255.1100285218
"Italy","1998",0.34,8572.05368079754,11916.4743682684,14416.706646874,17208.2333820273,20192.7141661028,23312.9149685315,27117.9849192634,32171.1478301937,40030.2750845942
"Italy","1995",0.336,8151.69925076218,11149.7288403669,13511.6948216807,16071.718280513,19077.6001454444,22116.4560961408,25876.9105547374,30222.3038422083,37821.006749619
"Italy","1993",0.339,8600.42328167855,11273.4860682273,13835.5467901285,16464.8997726335,19568.1375451501,22986.4213625738,26746.6155002398,31751.9582097408,40276.593727323
"Italy","1991",0.291,10477.091918338,13007.7244830476,15707.1585683265,18557.1701982949,21294.2398334507,24429.779269629,27790.8751634122,32476.5671007592,39539.8917349809
"Italy","1989",0.304,10340.2292124496,12851.8344550361,15141.4443775701,18009.4276424739,20546.9739172132,23509.7953355222,27634.4994057917,32632.2805898478,40602.4141827584
"Italy","1987",0.332,8758.88237128928,11209.5570827873,13424.9729012966,15677.6343005321,18327.9825762534,21079.177769464,25034.3561458024,30588.7885878618,39367.7219232438
"Italy","1986",0.306,8456.6305663934,10908.1005580477,12796.2805388048,14808.2741185998,17275.9878859781,19979.9532218481,22999.0079141441,27363.1170484668,34203.8970897362
"Japan","2013",0.315,11858.0027159577,15302.5774782806,18369.0990708234,21618.2961543742,24574.0254075031,28081.5084367926,31510.9450890147,37278.3561593258,46288.3184878295
"Japan","2010",0.308,12454.9802894842,16529.8760513232,19447.0126449799,22815.4693741713,25663.8703606059,29657.251491378,33737.4350688986,40104.396262045,49411.6688138791
"Japan","2008",0.328,9898.49393215587,13626.4494103768,16907.8204637215,20079.7654107857,23262.7438504221,26873.78540379,31254.5432910948,36616.7969613186,45829.1762478633
"Lithuania","2018",0.357,7156.20498997939,9499.42211177196,11815.3597307523,14181.4601124502,16811.3547209678,19697.7132093929,23507.0861842251,28422.0641365158,38061.5430400836
"Lithuania","2017",0.367,6335.24126294715,8538.45594943045,10825.8724943287,13238.542331011,15616.7564120159,18436.8163140092,21549.0376930467,26712.0809080561,34698.1004125326
"Lithuania","2016",0.372,5821.8049905005,8115.97962555817,10022.3584047368,12253.2705266922,14640.5323281999,16968.8691390126,20196.2328310924,24723.8881884885,32554.0435093167
"Lithuania","2015",0.365,5646.958879968,7596.24016318891,9629.67767346175,11545.953408297,13727.2790112438,16452.6564558276,19574.4067725288,23298.980986722,30644.7042848644
"Lithuania","2014",0.374,5199.73758036214,7065.86162183734,8775.88717696681,10486.2121283106,12512.7916038371,15174.3108900002,17830.6901922051,21591.7075295632,27278.3450078437
"Lithuania","2013",0.348,5403.62040533365,6887.27835567448,8537.81224833789,9903.68749783418,11566.7692575028,13663.6379263958,16311.7911694614,19768.3858575529,25924.8384620051
"Lithuania","2012",0.344,5083.49421184174,6635.75903306944,8113.11070974024,9544.08455720085,11203.2710398439,13165.0369083299,15475.5143263963,18669.0701712586,23726.9601109806
"Lithuania","2011",0.318,5184.48136029733,6617.50266367212,8013.70571267268,9277.23947422318,10909.8094285588,12884.3607957812,15008.896771578,18006.7746659454,22885.682417551
"Lithuania","2010",0.323,4725.80299137807,6140.36564805587,7386.95214362301,8649.82087105604,10089.0183035644,11806.3686359319,13931.5886491978,16496.4221025835,21335.3254504396
"Lithuania","2009",0.357,4571.45995241172,6405.03035741986,7875.58319533293,9393.9571481601,10871.1438096343,12598.651353637,14908.9333872519,18273.500437141,23944.1780433988
"Luxembourg","2013",0.283,21433.8563306834,26462.9062986,31520.3776478626,36420.8015100299,41114.9020548995,46453.4476774705,53052.2623822585,62053.9721969107,75971.9883161408
"Luxembourg","2010",0.271,22917.2001414185,27957.220689943,32456.6144529269,36976.0593243386,41954.4548642694,48242.9957109865,54736.0082693226,62270.7846143591,77626.1564263769
"Luxembourg","2007",0.276,22982.4700046624,28630.9168367135,33428.5464714791,37446.2142306307,42387.8351885069,47977.6601035664,53663.9174967044,61332.902147633,76319.8646724045
"Luxembourg","2004",0.269,22452.9188213169,29556.5797883895,33665.3598192558,37908.269583406,42697.7103030131,47746.3196730802,54209.9096941354,62309.2548812849,78545.0201814676
"Luxembourg","2000",0.262,21288.5963005541,25714.7674851796,29486.9056739353,33148.8605602525,37281.9856824537,42508.0112548669,48109.4167310483,55615.1865101802,69413.7487695266
"Luxembourg","1997",0.261,19449.9121728698,23844.6886008394,27746.3202534932,31559.0116858235,34930.0623349708,39298.5782295609,44227.5204322602,51590.0569573651,63336.6580380359
"Luxembourg","1994",0.235,20778.3222121603,24669.0201851425,27827.3596230116,31098.3961624129,35123.3946821493,39015.6937901744,43333.9993447334,48747.2928066124,60559.0956562612
"Luxembourg","1991",0.239,18481.845321553,22366.0145433785,26003.1974431761,29526.9645504143,32836.4626269273,36719.836312544,40451.8436695852,46052.5673106766,54910.5655350221
"Luxembourg","1985",0.236,13279.6824586931,15794.3865942165,18315.2413983112,20438.2265226683,22797.534345755,25240.127795219,28316.060116278,32518.7027950411,39081.4874498657
"Mexico","2018",0.414,2548.86842954071,3613.46034721583,4563.49360946065,5498.6430557953,6530.30272959454,7761.81772810991,9354.92487798378,11791.2904366064,16751.1155414448
"Mexico","2016",0.424,2447.92878367856,3475.94841810542,4364.03868977713,5315.93002640639,6355.29708043186,7607.09863082949,9239.08550516095,11685.4107012739,16835.1314450519
"Mexico","2014",0.445,2017.46714833404,2939.85708486128,3689.13894682243,4476.95123799386,5372.27852040527,6455.99790861187,7985.6945915136,10176.6970229331,15219.3307972022
"Mexico","2012",0.454,1987.36002831539,2940.83928752391,3793.10130617416,4714.39268487303,5717.50798710143,6863.8085929069,8618.19239821329,11208.6246636226,16664.8889248805
"Mexico","2010",0.447,1913.72977983768,2907.55660252003,3789.56090614297,4662.85776590998,5628.97193843998,6805.9424441868,8448.42489137491,10989.4623882889,15943.9889502042
"Mexico","2008",0.46,2000.98616754769,3102.5487162617,4009.59314835236,4991.66114232092,6208.88149344312,7656.98887373412,9496.32594363501,12406.1605903368,18359.3802263326
"Mexico","2006",0.443,2429.7788145168,3405.44364417188,4297.16935558964,5242.1856684046,6301.72555991132,7534.3806053853,9229.6068294658,11868.8021368444,17676.693460359
"Mexico","2005",0.452,2006.2829409099,2935.16050111631,3771.67695149037,4624.76399131512,5672.25598341439,6977.4794032761,8629.05247714498,11107.5594789969,16332.1719468991
"Mexico","2004",0.457,1797.31813449333,2726.55065578464,3440.28363902829,4223.75659736054,5173.31555684391,6233.47345804086,7930.18952090983,10242.6584212401,15167.4951894079
"Mexico","2002",0.468,1632.90903718948,2463.11034610904,3196.37892165526,4004.55427400559,4886.19603490847,5899.78831317093,7488.44275774033,9855.99572147453,14806.0702994576
"Mexico","2000",0.486,1508.45052927589,2247.34898502258,2973.11565417717,3805.04888784776,4698.67059726456,5934.23350333364,7407.98326320698,9852.20394736963,15176.28090274
"Mexico","1998",0.486,1213.86428616256,1864.79032960099,2486.38710613466,3172.07284131686,3960.08946383322,4926.84779343378,6277.86248736402,8367.86354507092,12658.502893744
"Mexico","1996",0.47,1312.31197655456,1878.88386404638,2429.04636930046,3006.34065644683,3687.86007274667,4524.39920228886,5684.90365822178,7580.60109967613,11234.8872583685
"Mexico","1994",0.485,1626.72651677992,2365.32194838154,3120.46346404596,3905.60186125298,4799.6186558795,5964.00160471415,7444.38696661545,9940.06772087717,15578.2731655906
"Mexico","1992",0.475,1660.03102821023,2448.91317277476,3175.82703126698,3895.24197046477,4729.5704044665,5795.18519397867,7335.84441083264,9795.95505443617,14655.3658294714
"Mexico","1989",0.452,1655.15410413874,2364.99011093282,3044.4762923022,3723.26764025328,4556.71478899005,5485.1520330087,6746.92246022166,8906.42458453753,13010.8249642954
"Mexico","1984",0.43,1628.11903225848,2289.0578298777,2971.26877794815,3612.89789002109,4374.1162214873,5271.51992617263,6605.05117103184,8415.36447594782,12075.3615236878
"Netherlands","2018",0.27,16802.5152923451,20888.34957763,23901.3010639224,27367.3266135905,30832.9912854749,34525.4973369249,38668.5809997403,44404.3941930832,53688.4502597837
"Netherlands","2017",0.274,16561.4372526063,20585.9396777611,23778.2470126926,27257.6320362008,30733.3108007656,34337.1940681273,38405.9276913642,44169.6400364238,53514.9388600844
"Netherlands","2016",0.273,16520.5750887183,20444.4177379083,23671.695007481,27174.5738566146,30663.5061846255,34465.8607872276,38513.3392755189,44320.9396160616,53750.4835206414
"Netherlands","2015",0.271,16157.7800955833,19971.3368026517,22883.8232228307,26267.9719730862,29690.6340885226,33115.5370288194,37124.8097653126,42673.1251945464,51875.6270790355
"Netherlands","2013",0.264,15564.3650457518,19121.4038275184,21832.3068004517,24633.8865090089,27592.8605741065,30745.615843763,34562.9518618194,39515.0802036583,48234.7652339782
"Netherlands","2010",0.257,16656.7737255542,20083.5679794293,23143.1122933025,25923.4534831781,28689.6979996646,32191.4973896437,36168.5236265608,41507.5180835757,50567.9324271905
"Netherlands","2007",0.274,16738.532413231,20406.9271562786,23201.1761382932,26056.0518741857,29084.9892595759,32406.25631692,36382.2075196943,41927.2737164114,52032.0645671676
"Netherlands","2004",0.266,15210.4236093089,18478.1515556839,21131.0921041535,23728.7012066246,26424.3208786797,29498.9724888106,32981.5097283272,37868.8948487771,45899.8691186347
"Netherlands","1999",0.231,15674.8271828226,18817.6410513599,21313.8525773353,24100.7805401408,26698.5747925166,29398.6026121558,32786.8511477683,36989.6511884759,43558.8087260181
"Netherlands","1993",0.257,12651.6958505798,15638.9411782515,18218.6103862383,20509.462059461,23066.1245643396,25962.9141349222,29296.5102539596,33601.9315107286,39793.0463163659
"Netherlands","1990",0.266,13955.5105610777,16658.5982225012,19117.7310895023,21622.509397435,24295.4670243499,27195.0965119941,30574.9909829963,35132.0706263361,42072.7358584155
"Netherlands","1987",0.235,12617.7865675891,14508.5180301172,16612.3003932969,18580.3946080049,20550.8737130622,22834.4438127224,25673.9168167157,29035.9877939645,34804.4528122073
"Netherlands","1983",0.252,11740.4937682294,13826.7411706518,15993.9370666569,17939.7245040909,19739.9498030061,21995.2617926244,24870.6139405158,28374.9958949289,34051.3821108615
"Norway","2016",0.255,20304.558421181,25970.6996382651,30460.3655927671,34260.1756102076,37883.2527262028,41748.1733884049,46271.7196006104,52378.4542771391,62502.3567471444
"Norway","2013",0.248,20657.8323994174,26332.8397153766,30769.1229660886,34523.7010310963,38114.0635480993,41913.4501552818,46385.0114992675,52371.5532480034,62320.9276533625
"Norway","2010",0.243,19403.4824039353,24530.1061356052,28488.0501803012,31875.6215087011,35100.7250355019,38487.594521497,42413.4747823022,47659.9521701231,56459.0959084508
"Norway","2007",0.244,18514.7962972404,23417.6201340702,27288.0798229103,30583.1259235391,33683.1843490022,36851.8737915718,40631.3208461187,45638.4955481918,54050.5260741071
"Norway","2004",0.256,16361.8213439506,20439.9981997679,23622.7799328377,26528.97042832,29232.124609524,31933.8766425982,35121.710872603,39563.624384,46873.8980958706
"Norway","2000",0.25,15305.1369353027,18926.4283797308,21888.3035547555,24521.4002201142,27029.8462059311,29608.174707114,32521.4932667053,36339.5636022091,42951.8809144779
"Norway","1995",0.239,12760.9761402332,15854.4559667384,18447.8086599224,20910.6225412219,23063.335387348,25215.8309371386,27689.6984114076,31138.6119665912,36406.3141093385
"Norway","1991",0.231,13123.249428553,16479.3238861194,18944.8015249794,21050.255790379,23208.2888563888,25470.3507971863,27966.7051741631,31361.5326819541,36598.4420558326
"Norway","1986",0.234,12398.9775955988,15650.6252002127,18161.8400682545,20320.270526862,22420.8080703069,24627.9597397683,27474.7042490263,30820.0025671891,36391.5570047023
"Norway","1979",0.224,9650.62029986231,12026.4304530472,13827.6212906006,15343.2159914406,16891.9357586845,18508.3496151493,20337.3911544034,22718.7707416454,26740.6602079988
"Palestine","2017",0.422,2685.91327510186,4099.89784346062,5399.96225521187,7077.03843549035,8874.992596669,10846.806705089,13462.7560249487,16988.2299875836,22464.6992727011
"Panama","2016",0.457,3370.94132175568,5559.49680513379,7602.35376152594,9649.69802605366,11991.8981457799,14901.4369723318,18596.6955112841,23826.4148791448,34461.9010378045
"Panama","2013",0.464,2920.37215693131,4713.27868811986,6279.18535328277,8090.76683790687,10276.8772373261,12584.012024029,15587.2220399036,20058.5115653052,29372.81160725
"Panama","2010",0.468,2440.87654549543,4032.82819354865,5642.73224929237,7265.1972471805,8987.6639999311,11154.4013931727,13926.6149646381,17923.9140463524,26106.3926993301
"Panama","2007",0.478,2135.08206115733,3523.09958794933,4968.7338421846,6519.11976442949,8275.09490280464,10175.9448860082,13106.095307062,17154.271733514,25272.1398331654
"Paraguay","2016",0.463,2378.7009037972,3755.9312072354,4960.92707431167,6255.43402564298,7994.56952149378,9790.13108793998,12261.057066743,15569.3898806683,22840.1844495953
"Paraguay","2013",0.464,2627.33925839305,3994.42789426776,5422.87600611415,6788.86649099198,8411.42908753821,10301.3960688029,12851.1427135458,16738.8448532443,24691.4401683213
"Paraguay","2010",0.475,1986.57609219369,3074.76894295195,4288.92675723902,5582.02882578978,7000.85063094993,8630.21360822994,10678.2294676415,13789.7148688355,19805.1980777713
"Paraguay","2007",0.474,1842.32209278185,3008.49937979578,4088.72550109809,5105.59275018927,6190.2923013547,7696.94964817875,9651.54993437999,12458.6945278295,18449.3037493639
"Paraguay","2004",0.473,1808.38286469121,2726.94447995313,3597.97914145086,4408.32593134066,5388.01611609726,6679.6225321944,8514.37266370927,11086.2156984231,16898.4860685184
"Paraguay","2000",0.508,1596.51291435084,2689.66259305227,3825.62614832323,5071.67642352459,6421.58447052273,8219.75823348669,10396.5455139566,13682.4605975555,21247.548212685
