Entity,Year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7
Albania,2016,,,,,0.7012240154322023,,
Albania,2017,,,,,0.6392090561583259,,
Albania,2018,,,,,0.5509530298454003,,
Argentina - urban,1980,0.8772581380198265,,,,,,
Argentina - urban,1986,1.7409248338080296,,,,,,
Argentina - urban,1987,1.2886566166093654,,,,,,
Argentina - urban,1991,,1.0974310562921894,,,,,
Argentina - urban,1992,,1.008994922879911,,,,,
Argentina - urban,1993,,0.9637164993579446,,,,,
Argentina - urban,1994,,1.1213465149420665,,,,,
Argentina - urban,1995,,1.0169518192508291,,,,,
Argentina - urban,1996,,1.1287276343316583,,,,,
Argentina - urban,1997,,1.0300280117535696,,,,,
Argentina - urban,1998,,0.8896986711891024,,,,,
Argentina - urban,1999,,0.9843629810926864,,,,,
Argentina - urban,2000,,0.9372437891694586,,,,,
Argentina - urban,2001,,0.9837547254579856,,,,,
Argentina - urban,2002,,0.7663727734248358,,,,,
Argentina - urban,2003,,,0.6932326529854012,,,,
Argentina - urban,2004,,,0.6510528208017523,,,,
Argentina - urban,2005,,,0.639895623722895,,,,
Argentina - urban,2006,,,0.6855211699998064,,,,
Argentina - urban,2007,,,0.7048516960525537,,,,
Argentina - urban,2008,,,0.686656998884835,,,,
Argentina - urban,2009,,,0.6607389952434197,,,,
Argentina - urban,2010,,,0.6067103285945971,,,,
Argentina - urban,2011,,,0.7094166750229632,,,,
Argentina - urban,2012,,,0.6747039251228403,,,,
Argentina - urban,2013,,,0.7271825028284753,,,,
Argentina - urban,2014,,,0.7534302665147508,,,,
Argentina - urban,2016,,,0.6816128627047007,,,,
Argentina - urban,2017,,,0.60043241837645,,,,
Argentina - urban,2018,,,0.6304491687736692,,,,
Argentina - urban,2019,,,0.6832003735528965,,,,
Argentina - urban,2020,,,0.608580193895955,,,,
Armenia,1996,0.4801886848255156,,,,,,
Australia,1981,0.9283782656220372,,,,,,
Australia,1985,,1.0913884654810426,,,,,
Australia,1989,,,1.1498431199862211,,,,
Australia,1995,,,1.561570276151322,,,,
Australia,2001,,,1.5639262990246472,,,,
Australia,2003,,,1.4377837954595685,,,,
Australia,2004,,,,1.695195623842753,,,
Australia,2008,,,1.622078178438969,,,,
Australia,2010,,,,1.6076717632740027,,,
Australia,2014,,,1.422272521022558,,,,
Australia,2016,,,1.1550231179771138,,,,
Australia,2018,,,1.5376273522073365,,,,
Austria,1987,,,,,,,
Austria,1994,,1.831661056872024,,,,,
Austria,1995,1.8172061580927756,,,,,,
Austria,1997,,1.6829175930070348,,,,,
Austria,2000,,0.0138630169022364,,,,,
Austria,2003,,,1.513449256251082,,,,
Austria,2004,,,1.5569937156600475,,,,
Austria,2005,,,1.2686742239650828,,,,
Austria,2006,,,0.9756296266987592,,,,
Austria,2007,,,1.4174569205145862,,,,
Austria,2008,,,0.9497954711748812,,,,
Austria,2009,,,1.3500713516521914,,,,
Austria,2010,,,1.3713176385946542,,,,
Austria,2011,,,1.423720736011071,,,,
Austria,2012,,,1.378486982864812,,,,
Austria,2013,,,1.3024905627018106,,,,
Austria,2014,,,1.2506695940754855,,,,
Austria,2015,,,1.5998085279322247,,,,
Austria,2016,,,1.591215740536578,,,,
Austria,2017,,,1.4232682960456478,,,,
Austria,2018,,,1.5858192727679972,,,,
Austria,2019,,,1.3914373475486903,,,,
Belarus,1993,0.3897520382293298,,,,,,
Belarus,1995,0.9391836110410492,,,,,,
Belgium,1985,1.5292737983959896,,,,,,
Belgium,1988,1.846870930688007,,,,,,
Belgium,1992,1.5045975120859485,,,,,,
Belgium,1995,,1.7400051698205148,,,,,
Belgium,1997,1.0810152992834707,,,,,,
Belgium,2000,,1.8750246236711372,,,,,
Belgium,2003,,,1.0000610117572744,,,,
Belgium,2004,,,0.8950107871118516,,,,
Belgium,2005,,,1.3596144967972663,,,,
Belgium,2006,,,1.4157956621569368,,,,
Belgium,2007,,,1.08533229906733,,,,
Belgium,2008,,,1.2446001277004022,,,,
Belgium,2009,,,1.0207688151944347,,,,
Belgium,2010,,,1.435235294510759,,,,
Belgium,2011,,,1.0403565129527614,,,,
Belgium,2012,,,1.6499970042831151,,,,
Belgium,2013,,,1.6759578942618252,,,,
Belgium,2014,,,1.37350653974751,,,,
Belgium,2015,,,1.5053843680246082,,,,
Belgium,2016,,,1.7823284561341035,,,,
Belgium,2017,,,1.5082907186776842,,,,
Belgium,2018,,,1.5075342633811648,,,,
Belgium,2019,,,1.5353990971611944,,,,
Belize,1993,0.940424396918628,,,,,,
Belize,1994,0.8785369797235031,,,,,,
Belize,1996,,,0.7906441686233996,,,,
Belize,1997,0.912026606768272,,,,,,
Belize,1998,0.7740896005561079,,,,,,
Belize,1999,0.8237660150127282,,,,,,
Bolivia,1997,,0.9842692209152906,,,,,
Bolivia,1999,,,1.1531618240179748,,,,
Bolivia,2000,,,1.1638286562421518,,,,
Bolivia,2001,,,,1.0241217711819923,,,
Bolivia,2002,,,,,1.0313448057634165,,
Bolivia,2004,,,,,0.8379197975754588,,
Bolivia,2005,,,,,0.9791438808932832,,
Bolivia,2006,,,,,0.945426917289736,,
Bolivia,2007,,,,,0.907502004060436,,
Bolivia,2008,,,,,0.8641750313799438,,
Bolivia,2009,,,,,0.914887391403721,,
Bolivia,2011,,,,,0.7999346261423809,,
Bolivia,2012,,,,,0.9173236062949508,,
Bolivia,2013,,,,,0.8575310581406576,,
Bolivia,2014,,,,,0.8457533232337894,,
Bolivia,2015,,,,,0.8437487104548115,,
Bolivia,2016,,,,,0.8696802913003342,,
Bolivia,2017,,,,,0.8346725170236307,,
Bolivia,2018,,,,,0.7422604907030457,,
Bolivia,2019,,,,,0.6017243271503641,,
Bolivia,2020,,,,,0.6337339871368649,,
Bolivia - urban,1990,0.2867941282115712,,,,,,
Bolivia - urban,1992,0.6018211865526805,,,,,,
Brazil,1981,0.7613726866078916,,,,,,
Brazil,1982,0.7557616978761099,,,,,,
Brazil,1983,0.7745021671708517,,,,,,
Brazil,1984,0.7528981910172291,,,,,,
Brazil,1985,0.7416850602691638,,,,,,
Brazil,1986,0.7316406956307347,,,,,,
Brazil,1987,0.7736346975898438,,,,,,
Brazil,1988,0.80838609666505,,,,,,
Brazil,1989,0.8002251025719163,,,,,,
Brazil,1990,0.7676786563406157,,,,,,
Brazil,1992,0.8311050675766642,,,,,,
Brazil,1993,0.8151509290481754,,,,,,
Brazil,1995,0.7766367962593194,,,,,,
Brazil,1996,0.8210362042086496,,,,,,
Brazil,1997,0.8098960054218507,,,,,,
Brazil,1998,0.7745520875717857,,,,,,
Brazil,1999,0.7637198161891356,,,,,,
Brazil,2001,0.7511037292349684,,,,,,
Brazil,2002,0.7133052889482528,,,,,,
Brazil,2003,0.7344164950764033,,,,,,
Brazil,2004,0.7034491379475768,,,,,,
Brazil,2005,0.6939384398309923,,,,,,
