Entity,Year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7
Albania,2016,,,,,8.286574926710177,,
Albania,2017,,,,,7.732992419734004,,
Albania,2018,,,,,7.036720579034851,,
Argentina - urban,1980,8.790855028099193,,,,,,
Argentina - urban,1986,9.467245387389031,,,,,,
Argentina - urban,1987,11.05409694467742,,,,,,
Argentina - urban,1991,,10.95504701145338,,,,,
Argentina - urban,1992,,11.055734637179482,,,,,
Argentina - urban,1993,,11.21322277354916,,,,,
Argentina - urban,1994,,11.641590985336984,,,,,
Argentina - urban,1995,,14.297265272872147,,,,,
Argentina - urban,1996,,15.35412386066381,,,,,
Argentina - urban,1997,,15.123563140686308,,,,,
Argentina - urban,1998,,16.16134518081125,,,,,
Argentina - urban,1999,,15.522526698684915,,,,,
Argentina - urban,2000,,17.310297878334083,,,,,
Argentina - urban,2001,,22.07398344595974,,,,,
Argentina - urban,2002,,20.94558243535637,,,,,
Argentina - urban,2003,,,16.61093549957569,,,,
Argentina - urban,2004,,,14.583169077895638,,,,
Argentina - urban,2005,,,13.806411801787828,,,,
Argentina - urban,2006,,,12.89138710990296,,,,
Argentina - urban,2007,,,12.383818283448296,,,,
Argentina - urban,2008,,,11.756359966382984,,,,
Argentina - urban,2009,,,11.174449619553476,,,,
Argentina - urban,2010,,,10.638115165118268,,,,
Argentina - urban,2011,,,9.97329471568628,,,,
Argentina - urban,2012,,,9.335069865401092,,,,
Argentina - urban,2013,,,9.17278883922978,,,,
Argentina - urban,2014,,,9.272597731491093,,,,
Argentina - urban,2016,,,9.59930236683127,,,,
Argentina - urban,2017,,,9.162554298059874,,,,
Argentina - urban,2018,,,9.353717834865543,,,,
Argentina - urban,2019,,,10.176963733891698,,,,
Argentina - urban,2020,,,9.821275493934444,,,,
Armenia,1996,9.147206019933463,,,,,,
Australia,1981,5.100427046704106,,,,,,
Australia,1985,,5.386667901665379,,,,,
Australia,1989,,,5.578968839791046,,,,
Australia,1995,,,5.332185561385393,,,,
Australia,2001,,,5.5359339168253685,,,,
Australia,2003,,,5.551559391492857,,,,
Australia,2004,,,,5.299346773935102,,,
Australia,2008,,,5.9145302462333085,,,,
Australia,2010,,,,5.782280666895082,,,
Australia,2014,,,5.662241832125725,,,,
Australia,2016,,,5.548889330036984,,,,
Australia,2018,,,5.746291786068157,,,,
Austria,1987,3.208929838896992,,,,,,
Austria,1994,,4.9334807121301925,,,,,
Austria,1995,5.451780647875935,,,,,,
Austria,1997,,4.726990735836134,,,,,
Austria,2000,,4.337799382175452,,,,,
Austria,2003,,,4.492310233377435,,,,
Austria,2004,,,4.507328015231741,,,,
Austria,2005,,,4.285872090283896,,,,
Austria,2006,,,4.455162659726564,,,,
Austria,2007,,,4.8484322345034,,,,
Austria,2008,,,4.832580082993052,,,,
Austria,2009,,,5.1307863131768405,,,,
Austria,2010,,,4.772779122635258,,,,
Austria,2011,,,4.939523534003798,,,,
Austria,2012,,,4.928989512247999,,,,
Austria,2013,,,4.798741846929504,,,,
Austria,2014,,,4.812680963888397,,,,
Austria,2015,,,4.878795812507131,,,,
Austria,2016,,,4.988883401765746,,,,
Austria,2017,,,4.701076038027926,,,,
Austria,2018,,,4.913789606493883,,,,
Austria,2019,,,4.840609821565037,,,,
