Entity,Year,income_spell_1,income_spell_2,income_spell_3,income_spell_4,income_spell_5,income_spell_6,income_spell_7
Albania,2016,,,,,1115231.002242001,,
Albania,2017,,,,,1156896.0741519572,,
Albania,2018,,,,,1102256.4417114928,,
Argentina - urban,1980,21949424.920451432,,,,,,
Argentina - urban,1986,23873046.257856578,,,,,,
Argentina - urban,1987,23877499.553149763,,,,,,
Argentina - urban,1991,,15076609.114998631,,,,,
Argentina - urban,1992,,18208438.063814905,,,,,
Argentina - urban,1993,,20200239.89071659,,,,,
Argentina - urban,1994,,19900914.06196928,,,,,
Argentina - urban,1995,,21538398.912709136,,,,,
Argentina - urban,1996,,21957646.035367,,,,,
Argentina - urban,1997,,24571312.314734645,,,,,
Argentina - urban,1998,,22256266.79362984,,,,,
Argentina - urban,1999,,22860734.137723885,,,,,
Argentina - urban,2000,,23577246.370693594,,,,,
Argentina - urban,2001,,24111557.412743986,,,,,
Argentina - urban,2002,,16166657.494880855,,,,,
Argentina - urban,2003,,,21351730.561017632,,,,
Argentina - urban,2004,,,24813663.716181315,,,,
Argentina - urban,2005,,,26813110.59012758,,,,
Argentina - urban,2006,,,30432274.07332776,,,,
Argentina - urban,2007,,,31068885.38042097,,,,
Argentina - urban,2008,,,31789994.761022687,,,,
Argentina - urban,2009,,,34425170.004253455,,,,
Argentina - urban,2010,,,33779842.10803258,,,,
Argentina - urban,2011,,,34093159.80931504,,,,
Argentina - urban,2012,,,34147920.62033951,,,,
Argentina - urban,2013,,,35522930.30333363,,,,
Argentina - urban,2014,,,31551767.373082075,,,,
Argentina - urban,2016,,,35181158.86620896,,,,
Argentina - urban,2017,,,36549276.07663066,,,,
Argentina - urban,2018,,,34881065.689938925,,,,
Argentina - urban,2019,,,34986094.22618431,,,,
Argentina - urban,2020,,,31041643.16746845,,,,
Armenia,1996,549907.0063781335,,,,,,
Australia,1981,13051958.195829166,,,,,,
Australia,1985,,14082915.769818569,,,,,
Australia,1989,,,16564143.319210092,,,,
Australia,1995,,,14675231.911877315,,,,
Australia,2001,,,18249332.91341656,,,,
Australia,2003,,,19687601.295308195,,,,
Australia,2004,,,,19074478.119854245,,,
Australia,2008,,,26063866.31686115,,,,
Australia,2010,,,,28630830.006479736,,,
Australia,2014,,,30414951.58628725,,,,
Australia,2016,,,33127022.65908528,,,,
Australia,2018,,,37947894.34130942,,,,
Austria,1987,3675402.2649538703,,,,,,
Austria,1994,,8343534.250833984,,,,,
Austria,1995,11927563.095306776,,,,,,
Austria,1997,,8219050.293320114,,,,,
Austria,2000,,7516790.291137648,,,,,
Austria,2003,,,8164254.042589963,,,,
Austria,2004,,,8010090.750644599,,,,
Austria,2005,,,7620987.292754718,,,,
Austria,2006,,,7744072.239751722,,,,
Austria,2007,,,10455011.789604984,,,,
Austria,2008,,,11422740.585472342,,,,
Austria,2009,,,12622879.218699122,,,,
Austria,2010,,,11478890.528607596,,,,
Austria,2011,,,11803777.968571428,,,,
Austria,2012,,,12259784.54627076,,,,
Austria,2013,,,10711459.82985968,,,,
Austria,2014,,,11641277.633826982,,,,
Austria,2015,,,13063800.180007417,,,,
Austria,2016,,,14173964.51330364,,,,
Austria,2017,,,13332942.223797554,,,,
Austria,2018,,,13160357.691917827,,,,
Austria,2019,,,13682291.77180932,,,,
Belarus,1993,546210.2800091795,,,,,,
Belarus,1995,2267818.505746152,,,,,,
Belgium,1985,4323676.950256511,,,,,,
Belgium,1988,5027184.674658489,,,,,,
Belgium,1992,6165495.896405102,,,,,,
Belgium,1995,,8934538.863623718,,,,,
Belgium,1997,8055830.763209114,,,,,,
Belgium,2000,,8008826.361823548,,,,,
Belgium,2003,,,10149275.14046805,,,,
Belgium,2004,,,9419634.972146068,,,,
Belgium,2005,,,9559919.587954445,,,,
Belgium,2006,,,10004074.862113705,,,,
Belgium,2007,,,10035573.59283306,,,,
Belgium,2008,,,10150656.01516638,,,,
Belgium,2009,,,11635218.419424808,,,,
Belgium,2010,,,11719205.294416089,,,,
Belgium,2011,,,11925043.69047596,,,,
Belgium,2012,,,11939574.187355598,,,,
Belgium,2013,,,12629616.382844675,,,,
Belgium,2014,,,11918166.643591031,,,,
Belgium,2015,,,12935745.28588306,,,,
Belgium,2016,,,12888317.934223684,,,,
Belgium,2017,,,12596286.91676502,,,,
Belgium,2018,,,11829835.109995224,,,,
Belgium,2019,,,11343413.967036713,,,,
Belize,1993,71011.55181123264,,,,,,
Belize,1994,62512.59622892957,,,,,,
Belize,1996,,,57300.442536657865,,,,
Belize,1997,72444.42902372216,,,,,,
Belize,1998,71449.72585704821,,,,,,
Belize,1999,87418.89260737764,,,,,,
Bolivia,1997,,3927774.787722452,,,,,
Bolivia,1999,,,4804802.601279448,,,,
Bolivia,2000,,,4214580.627494523,,,,
Bolivia,2001,,,,3989157.363167722,,,
Bolivia,2002,,,,,3983473.332033756,,
Bolivia,2004,,,,,3337920.768804576,,
Bolivia,2005,,,,,4577219.504948725,,
Bolivia,2006,,,,,4892923.019865577,,
Bolivia,2007,,,,,4647155.211957324,,
Bolivia,2008,,,,,5290667.812220491,,
Bolivia,2009,,,,,6337668.02834452,,
Bolivia,2011,,,,,6548498.641968404,,
Bolivia,2012,,,,,7553298.103657167,,
Bolivia,2013,,,,,7905613.642138983,,
Bolivia,2014,,,,,7418118.9820508305,,
Bolivia,2015,,,,,7383949.475544953,,
Bolivia,2016,,,,,7907221.638624394,,
Bolivia,2017,,,,,7918399.020870571,,
Bolivia,2018,,,,,7143542.237755686,,
Bolivia,2019,,,,,6281890.703192394,,
Bolivia,2020,,,,,6262084.888884692,,
Bolivia - urban,1990,938459.9750810154,,,,,,
Bolivia - urban,1992,789765.1480499253,,,,,,
Brazil,1981,40337695.96575468,,,,,,
Brazil,1982,42547872.56249207,,,,,,
Brazil,1983,34774413.54939895,,,,,,
Brazil,1984,34464770.927659675,,,,,,
Brazil,1985,41317326.85932921,,,,,,
Brazil,1986,71247515.32252726,,,,,,
Brazil,1987,60157113.961717896,,,,,,
Brazil,1988,60131037.64621334,,,,,,
Brazil,1989,65655520.93711559,,,,,,
Brazil,1990,55399133.0057787,,,,,,
Brazil,1992,58239694.801815845,,,,,,
Brazil,1993,59722786.637757726,,,,,,
Brazil,1995,79401716.7840536,,,,,,
Brazil,1996,88600978.27713525,,,,,,
Brazil,1997,87627086.93006773,,,,,,
Brazil,1998,88830774.78276537,,,,,,
Brazil,1999,86191895.38315961,,,,,,
Brazil,2001,103408693.69105762,,,,,,
Brazil,2002,100722691.59787782,,,,,,
