label,year,asrMen_now,asrWomen_now
Puerto Rico,2020,11.496780249586,4.5266883870561
Honduras,2020,6.0603368201016,4.1808899032792
Tunisia,2020,33.39021491988,3.7958659862534
Bahamas,2020,8.2790637971189,3.9269027907638
Mali,2020,5.6942971093781,1.9183265007657
Croatia,2020,49.447995213871,16.282114825171
Ecuador,2020,5.6972544781094,5.0593039979216
Sao Tome and Principe,2020,21.799632551792,6.8462217248773
Ireland,2020,25.264948250421,20.414708504861
United Kingdom,2020,23.115058159711,18.890322915962
"Bolivia, Plurinational State of",2020,9.3459311356381,4.7600603094293
Republic of Moldova,2020,40.251420299745,6.4497966237911
Finland,2020,21.158104113505,10.934453993188
Viet Nam,2020,33.736960045328,10.359711757917
Jordan,2020,25.362128085397,4.2584366747289
Samoa,2020,37.774507846959,14.077959300247
Bulgaria,2020,41.615591625585,10.099860093102
The Netherlands,2020,29.377334259174,22.921213541199
The Republic of the Gambia,2020,9.0284442748211,0.91706010957504
Sudan,2020,3.0408186698947,1.5747670972251
Lebanon,2020,21.577450552534,12.01898846159
Cabo Verde,2020,16.983731186579,6.5047770746209
Norway,2020,20.262462279992,18.494113846056
Guatemala,2020,3.8041166728743,2.8113167079983
Thailand,2020,23.264429760467,9.9310801856576
Azerbaijan,2020,23.296064510729,3.7348242261081
Madagascar,2020,2.911079490642,1.8011849304746002
Comoros,2020,2.8234623425236,1.7760192705813
Poland,2020,48.39210293275,21.151325739956
Czechia,2020,29.970303726797,13.876062169583
Romania,2020,46.615847836767,11.816616622997
India,2020,7.1677685057033,2.7539699254205
Uganda,2020,3.056363562846,2.2332100361227
Armenia,2020,52.430088455527,6.7451547805361
Mauritania,2020,2.6839772017085,1.1258911627939
Ethiopia,2020,3.8017563533685,3.3883139265496
Serbia,2020,59.633424412448,23.560831685125
Côte d'Ivoire,2020,3.5416867915765,1.2804827603523
Burkina Faso,2020,1.120489334883,2.321392918646
Brazil,2020,15.54700510889,9.7935416774371
Mozambique,2020,2.1852916614155,0.88401582709172
French Polynesia,2020,48.465586440468996,22.61419449047
South Africa,2020,25.401245886521,8.7161689481503
"Korea, Republic of",2020,28.915075931041,7.3849885246407
Belarus,2020,45.092360717181,3.694231626004
New Zealand,2020,19.13131603098,18.016930662854
Ghana,2020,3.5898225552825,2.6370160973618
Sweden,2020,14.447223831707,14.337941998314
Afghanistan,2020,11.460152689787,3.6606942472474
Liberia,2020,4.0719474546949,1.4463239642912
Chad,2020,2.6962702484015,1.3814843791748
Papua New Guinea,2020,14.637537987659,8.0922063346668
Haiti,2020,6.2084156079531,7.1520742407925
United Arab Emirates,2020,6.6047086424915005,3.9563851336717
Austria,2020,26.059966967235,15.620378334202
Maldives,2020,18.056473511502,5.6594482288278
Costa Rica,2020,6.2450164802307,3.6770397947011
Timor-Leste,2020,12.763224897454,5.9022804155574
Dominican Republic,2020,15.592991747503,9.435183628582699
Saint Lucia,2020,14.889411472301,2.2539307627182
Iraq,2020,21.514461030628,2.8481959802975
Egypt,2020,11.45318840718,3.4285399410442
Bhutan,2020,6.6036255765436,7.0756344475519
Mongolia,2020,32.655959509297,5.8505460016179
Fiji,2020,8.20961391661,4.4591872350265
Slovakia,2020,36.036622657268,11.812428612826
Kazakhstan,2020,33.616064927586,5.0130184638784
"Venezuela, Bolivarian Republic of",2020,18.161364657729,11.265871504016
Brunei Darussalam,2020,29.417166557033,20.597217954101
Nepal,2020,13.524695759672,6.1237290183417
Georgia,2020,39.175304593372,4.1209206841882
South Sudan,2020,2.2196133450644,1.6186402346728999
Lao People's Democratic Republic,2020,26.910629825372,9.3076089001549
Canada,2020,24.386492991368,21.166229430166
Nigeria,2020,1.9158497096798999,1.7275444311213
Zambia,2020,3.5029972787825,2.6156908054222
Guam,2020,49.718521398497,22.809159094708
Tajikistan,2020,7.4328194564449,4.4992836468254
Angola,2020,4.1904552893551,1.852703342057
Luxembourg,2020,31.440766891394,13.350116769792
Colombia,2020,11.759162973336,7.1093775096937
Philippines,2020,30.314475001109,10.01789540816
Cyprus,2020,32.791532486773,8.7283822450369
"France, La Réunion",2020,33.848646057644,7.9471482179698
Iceland,2020,21.845228965459,18.439459253125
Turkmenistan,2020,15.122027061381,3.7881974010303
Bangladesh,2020,13.181353803242,4.090641319412
"France, Martinique",2020,13.609110952018,4.6704773534652
Equatorial Guinea,2020,2.9816773657034,2.4054278026441
Senegal,2020,3.9233306164977,1.4281859890222
Italy,2020,26.313771101365,11.402297977474
United States of America,2020,21.927773501038,16.378074391132
Botswana,2020,5.5308986147575,1.7387872694847
Morocco,2020,30.125005312435,3.5470300643014
French Guiana,2020,24.009520259997,5.2837704650849
Somalia,2020,3.7516540790157,3.2892931907616
"Korea, Democratic Republic of",2020,41.940698824993,22.58988575985
Burundi,2020,3.9313125713192,3.0420891918322
Vanuatu,2020,15.017486534376,1.7268814926428
Germany,2020,30.58019640648,16.751403251844
Eswatini,2020,6.5768311848405,1.8060849653363
Latvia,2020,36.32252749327,8.8391741261481
Sri Lanka,2020,10.60475668322,2.716203551313
Panama,2020,7.1174932382898,4.3024919846897
Guyana,2020,4.7985815603108,2.2561925331329
Trinidad and Tobago,2020,16.536227822696,4.7876726028974
Australia,2020,19.081399601948,12.884019516564
Malaysia,2020,20.933831606744,6.2020809097948
"Congo, Democratic Republic of",2020,2.6786310231153,1.5582929677577
Guinea-Bissau,2020,3.269164600219,1.3145891976176
Denmark,2020,29.289394185117,25.191838070489
Rwanda,2020,4.9755089459046005,4.1213917669407
"Iran, Islamic Republic of",2020,14.636973918004,6.9852384744493
North Macedonia,2020,45.625723382706,10.654459729785
Belgium,2020,34.260412537726,17.937746112982
Mexico,2020,6.6067671307378,3.5643362810005
Estonia,2020,40.550393733252,8.4376572733369
Singapore,2020,34.439530927822,13.933466557347
Japan,2020,24.164766476768,7.0559554639708
Uzbekistan,2020,11.638946924913,3.9995223271918
Solomon Islands,2020,8.7327914439224,3.4069069500887
Namibia,2020,7.8523287772566,3.3878342169257
Gabon,2020,2.5030315441019,2.844707258972
Spain,2020,33.248706091156,10.372732756298
Kyrgyzstan,2020,20.048399479463,6.3183189761419
Cameroon,2020,4.1161275518625,1.8940242592017
Niger,2020,1.5902318721041,0.13635950425745
Yemen,2020,6.4620354889605,4.7622917967348
"France, Guadeloupe",2020,15.817305623267,5.1017552086438
Syrian Arab Republic,2020,23.281590542249,6.4461512578523
Algeria,2020,18.347392828744,2.6475011752411
Lithuania,2020,37.777980327799,6.5127933009788
China,2020,41.768949322522,19.664317768213
Peru,2020,6.5777681018751,6.2661791304548
Qatar,2020,9.5921480024292,5.5264127198629005
Hungary,2020,58.586833677429,30.628703637407
Turkey,2020,67.514451578736,10.719679701438
Bahrain,2020,15.123092082118,6.1114225952641
Malta,2020,26.553473995591,8.3741726677142
Cuba,2020,34.669602422374,18.274540575232
El Salvador,2020,5.3589946879776,3.5679439068436
Saudi Arabia,2020,5.4728775557239,3.189254649697
Israel,2020,24.341432123523,8.8984993586739
"Tanzania, United Republic of",2020,3.6230699090869,2.7008713263468
