,id,continent,country,color,type,sex,label,short_label,ages,total,ICD,cancers,ui_upper,ui_lower,asr,crude_rate,cum_risk
146,250,5,250,,1,0,France,,[],37095,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 37095}}",37966.5,36243.5,25.448638550965,56.83009671672,6.0061854498615
147,705,5,705,,1,0,Slovenia,,[],1301,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 1301}}",1402.1,1207.2,26.415638687459,62.5802094537,6.4474256647343005
148,404,1,404,,1,0,Kenya,,[],729,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 729}}",1070.4,496.5,2.9896910290466,1.3557418176611,0.57848072385537
149,104,4,104,,1,0,Myanmar,,[],7569,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 7569}}",10497.4,5457.5,14.549300763128,13.911098432021,3.9855781154575
150,540,6,540,,1,0,"France, New Caledonia",,[],124,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 124}}",160.4,95.9,31.423992653545,43.433943626944,10.016038003204
151,275,4,275,,1,0,Gaza Strip and West Bank,,[],501,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 501}}",1138.3,220.5,19.202783788165,9.8208026947812,6.1392032414872
152,740,2,740,,1,0,Suriname,,[],103,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 103}}",132.1,80.3,15.974998738218,17.557795831813,4.7556907217142
153,426,1,426,,1,0,Lesotho,,[],60,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 60}}",110.0,32.7,3.83098663121,2.8007909433624,1.1159201968226
154,140,1,140,,1,0,Central African Republic,,[],48,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 48}}",135.0,17.1,2.1628842707703,0.9938373800459,0.53188534588257
155,586,4,586,,1,0,Pakistan,,[],9288,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 9288}}",10975.9,7859.6,6.1997837701652,4.2047634319873,1.5859759545452001
156,324,1,324,,1,0,Guinea,,[],194,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 194}}",301.6,124.8,2.8848966238322,1.4772182487928,0.34436929488939
157,768,1,768,,1,0,Togo,,[],67,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 67}}",154.2,29.1,1.7474196013903,0.80930219186816,0.56537960108692
158,32,2,32,,1,0,Argentina,,[],10729,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 10729}}",11042.3,10424.6,16.773767725287,23.738943574308,4.3731471306362
159,454,1,454,,1,0,Malawi,,[],139,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 139}}",514.4,37.6,1.7521147236762,0.72660913211767,0.60630213669095
160,178,1,178,,1,0,"Congo, Republic of",,[],38,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 38}}",90.9,15.9,1.654404153404,0.68864382833777,0.56733800034241
161,620,5,620,,1,0,Portugal,,[],4797,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 4797}}",5044.0,4562.1,18.463805270817,47.044599790893,4.6223201001961005
162,204,1,204,,1,0,Benin,,[],99,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 99}}",317.1,30.9,1.6027863182091,0.81661620968329,0.4378671321728
163,643,5,643,,1,0,Russian Federation,,[],54368,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 54368}}",55141.6,53605.2,20.081145403082,37.255080122954,4.2826046914992
164,360,4,360,,1,0,Indonesia,,[],30843,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 30843}}",34562.0,27524.2,11.448899826766,11.276174206541,3.0585746477373
165,804,5,804,,1,0,Ukraine,,[],12946,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 12946}}",13362.9,12542.1,15.737142337142,29.601846024715,3.0629009924316
166,52,2,52,,1,0,Barbados,,[],49,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 49}}",70.7,34.0,8.1959217181966,17.051129028329,2.1774210388179
167,480,1,480,,1,0,Mauritius,,[],155,C33-34,"{'15': {'id': 15, 'label': 'Lung', 'total': 155}}",204.1,117.7,7.2878668121397,12.187767098848,2.1944936418612
